game,2016,11,20161120,201611200ram,mia,"Miami Dolphins",14,ram,"Los Angeles Rams",10
player,201611200ram,mia,MaxwBy00,qb_hits,0,,,,,
player,201611200ram,mia,MaxwBy00,fumbles_rec,0,,,,,
player,201611200ram,mia,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,MaxwBy00,fumbles_rec_td,0,,,,,
player,201611200ram,mia,MaxwBy00,fumbles_forced,0,,,,,
player,201611200ram,mia,PaysSp00,def_int,0,,,,,
player,201611200ram,mia,PaysSp00,def_int_yds,0,,,,,
player,201611200ram,mia,PaysSp00,def_int_td,0,,,,,
player,201611200ram,mia,PaysSp00,def_int_long,0,,,,,
player,201611200ram,mia,PaysSp00,pass_defended,0,,,,,
player,201611200ram,mia,PaysSp00,sacks,0.0,,,,,
player,201611200ram,mia,PaysSp00,tackles_combined,5,,,,,
player,201611200ram,mia,PaysSp00,tackles_solo,4,,,,,
player,201611200ram,mia,PaysSp00,tackles_assists,1,,,,,
player,201611200ram,mia,PaysSp00,tackles_loss,0,,,,,
player,201611200ram,mia,PaysSp00,qb_hits,0,,,,,
player,201611200ram,mia,PaysSp00,fumbles_rec,0,,,,,
player,201611200ram,mia,PaysSp00,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,PaysSp00,fumbles_rec_td,0,,,,,
player,201611200ram,mia,PaysSp00,fumbles_forced,0,,,,,
player,201611200ram,mia,RambBa00,def_int,0,,,,,
player,201611200ram,mia,RambBa00,def_int_yds,0,,,,,
player,201611200ram,mia,RambBa00,def_int_td,0,,,,,
player,201611200ram,mia,RambBa00,def_int_long,0,,,,,
player,201611200ram,mia,RambBa00,pass_defended,0,,,,,
player,201611200ram,mia,RambBa00,sacks,0.0,,,,,
player,201611200ram,mia,RambBa00,tackles_combined,5,,,,,
player,201611200ram,mia,RambBa00,tackles_solo,3,,,,,
player,201611200ram,mia,RambBa00,tackles_assists,2,,,,,
player,201611200ram,mia,RambBa00,tackles_loss,0,,,,,
player,201611200ram,mia,RambBa00,qb_hits,0,,,,,
player,201611200ram,mia,RambBa00,fumbles_rec,0,,,,,
player,201611200ram,mia,RambBa00,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,RambBa00,fumbles_rec_td,0,,,,,
player,201611200ram,mia,RambBa00,fumbles_forced,0,,,,,
player,201611200ram,mia,HewiNe00,def_int,0,,,,,
player,201611200ram,mia,HewiNe00,def_int_yds,0,,,,,
player,201611200ram,mia,HewiNe00,def_int_td,0,,,,,
player,201611200ram,mia,HewiNe00,def_int_long,0,,,,,
player,201611200ram,mia,HewiNe00,pass_defended,0,,,,,
player,201611200ram,mia,HewiNe00,sacks,0.0,,,,,
player,201611200ram,mia,HewiNe00,tackles_combined,4,,,,,
player,201611200ram,mia,HewiNe00,tackles_solo,4,,,,,
player,201611200ram,mia,HewiNe00,tackles_assists,0,,,,,
player,201611200ram,mia,HewiNe00,tackles_loss,0,,,,,
player,201611200ram,mia,HewiNe00,qb_hits,0,,,,,
player,201611200ram,mia,HewiNe00,fumbles_rec,0,,,,,
player,201611200ram,mia,HewiNe00,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,HewiNe00,fumbles_rec_td,0,,,,,
player,201611200ram,mia,HewiNe00,fumbles_forced,0,,,,,
player,201611200ram,mia,BranAn00,def_int,0,,,,,
player,201611200ram,mia,BranAn00,def_int_yds,0,,,,,
player,201611200ram,mia,BranAn00,def_int_td,0,,,,,
player,201611200ram,mia,BranAn00,def_int_long,0,,,,,
player,201611200ram,mia,BranAn00,pass_defended,0,,,,,
player,201611200ram,mia,BranAn00,sacks,0.0,,,,,
player,201611200ram,mia,BranAn00,tackles_combined,3,,,,,
player,201611200ram,mia,BranAn00,tackles_solo,0,,,,,
player,201611200ram,mia,BranAn00,tackles_assists,3,,,,,
player,201611200ram,mia,BranAn00,tackles_loss,0,,,,,
player,201611200ram,mia,BranAn00,qb_hits,0,,,,,
player,201611200ram,mia,BranAn00,fumbles_rec,0,,,,,
player,201611200ram,mia,BranAn00,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,BranAn00,fumbles_rec_td,0,,,,,
player,201611200ram,mia,BranAn00,fumbles_forced,0,,,,,
player,201611200ram,mia,LippTo00,def_int,0,,,,,
player,201611200ram,mia,LippTo00,def_int_yds,0,,,,,
player,201611200ram,mia,LippTo00,def_int_td,0,,,,,
player,201611200ram,mia,LippTo00,def_int_long,0,,,,,
player,201611200ram,mia,LippTo00,pass_defended,1,,,,,
player,201611200ram,mia,LippTo00,sacks,0.0,,,,,
player,201611200ram,mia,LippTo00,tackles_combined,3,,,,,
player,201611200ram,mia,LippTo00,tackles_solo,2,,,,,
player,201611200ram,mia,LippTo00,tackles_assists,1,,,,,
player,201611200ram,mia,LippTo00,tackles_loss,0,,,,,
player,201611200ram,mia,LippTo00,qb_hits,0,,,,,
player,201611200ram,mia,LippTo00,fumbles_rec,0,,,,,
player,201611200ram,mia,LippTo00,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,LippTo00,fumbles_rec_td,0,,,,,
player,201611200ram,mia,LippTo00,fumbles_forced,0,,,,,
player,201611200ram,mia,JoneJa99,def_int,0,,,,,
player,201611200ram,mia,JoneJa99,def_int_yds,0,,,,,
player,201611200ram,mia,JoneJa99,def_int_td,0,,,,,
player,201611200ram,mia,JoneJa99,def_int_long,0,,,,,
player,201611200ram,mia,JoneJa99,pass_defended,0,,,,,
player,201611200ram,mia,JoneJa99,sacks,0.0,,,,,
player,201611200ram,mia,JoneJa99,tackles_combined,2,,,,,
player,201611200ram,mia,JoneJa99,tackles_solo,1,,,,,
player,201611200ram,mia,JoneJa99,tackles_assists,1,,,,,
player,201611200ram,mia,JoneJa99,tackles_loss,1,,,,,
player,201611200ram,mia,JoneJa99,qb_hits,1,,,,,
player,201611200ram,mia,JoneJa99,fumbles_rec,0,,,,,
player,201611200ram,mia,JoneJa99,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,JoneJa99,fumbles_rec_td,0,,,,,
player,201611200ram,mia,JoneJa99,fumbles_forced,0,,,,,
player,201611200ram,mia,MitcEa99,def_int,0,,,,,
player,201611200ram,mia,MitcEa99,def_int_yds,0,,,,,
player,201611200ram,mia,MitcEa99,def_int_td,0,,,,,
player,201611200ram,mia,MitcEa99,def_int_long,0,,,,,
player,201611200ram,mia,MitcEa99,pass_defended,0,,,,,
player,201611200ram,mia,MitcEa99,sacks,0.0,,,,,
player,201611200ram,mia,MitcEa99,tackles_combined,2,,,,,
player,201611200ram,mia,MitcEa99,tackles_solo,2,,,,,
player,201611200ram,mia,MitcEa99,tackles_assists,0,,,,,
player,201611200ram,mia,MitcEa99,tackles_loss,1,,,,,
player,201611200ram,mia,MitcEa99,qb_hits,0,,,,,
player,201611200ram,mia,MitcEa99,fumbles_rec,0,,,,,
player,201611200ram,mia,MitcEa99,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,MitcEa99,fumbles_rec_td,0,,,,,
player,201611200ram,mia,MitcEa99,fumbles_forced,0,,,,,
player,201611200ram,mia,PhilJo01,def_int,0,,,,,
player,201611200ram,mia,PhilJo01,def_int_yds,0,,,,,
player,201611200ram,mia,PhilJo01,def_int_td,0,,,,,
player,201611200ram,mia,PhilJo01,def_int_long,0,,,,,
player,201611200ram,mia,PhilJo01,pass_defended,0,,,,,
player,201611200ram,mia,PhilJo01,sacks,0.0,,,,,
player,201611200ram,mia,PhilJo01,tackles_combined,2,,,,,
player,201611200ram,mia,PhilJo01,tackles_solo,2,,,,,
player,201611200ram,mia,PhilJo01,tackles_assists,0,,,,,
player,201611200ram,mia,PhilJo01,tackles_loss,1,,,,,
player,201611200ram,mia,PhilJo01,qb_hits,0,,,,,
player,201611200ram,mia,PhilJo01,fumbles_rec,0,,,,,
player,201611200ram,mia,PhilJo01,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,PhilJo01,fumbles_rec_td,0,,,,,
player,201611200ram,mia,PhilJo01,fumbles_forced,0,,,,,
player,201611200ram,mia,ThomMi02,def_int,0,,,,,
player,201611200ram,mia,ThomMi02,def_int_yds,0,,,,,
player,201611200ram,mia,ThomMi02,def_int_td,0,,,,,
player,201611200ram,mia,ThomMi02,def_int_long,0,,,,,
player,201611200ram,mia,ThomMi02,pass_defended,0,,,,,
player,201611200ram,mia,ThomMi02,sacks,0.0,,,,,
player,201611200ram,mia,ThomMi02,tackles_combined,2,,,,,
player,201611200ram,mia,ThomMi02,tackles_solo,2,,,,,
player,201611200ram,mia,ThomMi02,tackles_assists,0,,,,,
player,201611200ram,mia,ThomMi02,tackles_loss,0,,,,,
player,201611200ram,mia,ThomMi02,qb_hits,0,,,,,
player,201611200ram,mia,ThomMi02,fumbles_rec,0,,,,,
player,201611200ram,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201611200ram,mia,ThomMi02,fumbles_forced,0,,,,,
player,201611200ram,mia,AikeWa00,def_int,0,,,,,
player,201611200ram,mia,AikeWa00,def_int_yds,0,,,,,
player,201611200ram,mia,AikeWa00,def_int_td,0,,,,,
player,201611200ram,mia,AikeWa00,def_int_long,0,,,,,
player,201611200ram,mia,AikeWa00,pass_defended,0,,,,,
player,201611200ram,mia,AikeWa00,sacks,0.0,,,,,
player,201611200ram,mia,AikeWa00,tackles_combined,1,,,,,
player,201611200ram,mia,AikeWa00,tackles_solo,1,,,,,
player,201611200ram,mia,AikeWa00,tackles_assists,0,,,,,
player,201611200ram,mia,AikeWa00,tackles_loss,0,,,,,
player,201611200ram,mia,AikeWa00,qb_hits,0,,,,,
player,201611200ram,mia,AikeWa00,fumbles_rec,0,,,,,
player,201611200ram,mia,AikeWa00,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,AikeWa00,fumbles_rec_td,0,,,,,
player,201611200ram,mia,AikeWa00,fumbles_forced,0,,,,,
player,201611200ram,mia,FranAn01,def_int,0,,,,,
player,201611200ram,mia,FranAn01,def_int_yds,0,,,,,
player,201611200ram,mia,FranAn01,def_int_td,0,,,,,
player,201611200ram,mia,FranAn01,def_int_long,0,,,,,
player,201611200ram,mia,FranAn01,pass_defended,0,,,,,
player,201611200ram,mia,FranAn01,sacks,0.0,,,,,
player,201611200ram,mia,FranAn01,tackles_combined,1,,,,,
player,201611200ram,mia,FranAn01,tackles_solo,1,,,,,
player,201611200ram,mia,FranAn01,tackles_assists,0,,,,,
player,201611200ram,mia,FranAn01,tackles_loss,0,,,,,
player,201611200ram,mia,FranAn01,qb_hits,0,,,,,
player,201611200ram,mia,FranAn01,fumbles_rec,0,,,,,
player,201611200ram,mia,FranAn01,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,FranAn01,fumbles_rec_td,0,,,,,
player,201611200ram,mia,FranAn01,fumbles_forced,0,,,,,
player,201611200ram,mia,HullMi01,def_int,0,,,,,
player,201611200ram,mia,HullMi01,def_int_yds,0,,,,,
player,201611200ram,mia,HullMi01,def_int_td,0,,,,,
player,201611200ram,mia,HullMi01,def_int_long,0,,,,,
player,201611200ram,mia,HullMi01,pass_defended,0,,,,,
player,201611200ram,mia,HullMi01,sacks,0.0,,,,,
player,201611200ram,mia,HullMi01,tackles_combined,1,,,,,
player,201611200ram,mia,HullMi01,tackles_solo,1,,,,,
player,201611200ram,mia,HullMi01,tackles_assists,0,,,,,
player,201611200ram,mia,HullMi01,tackles_loss,0,,,,,
player,201611200ram,mia,HullMi01,qb_hits,0,,,,,
player,201611200ram,mia,HullMi01,fumbles_rec,0,,,,,
player,201611200ram,mia,HullMi01,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,HullMi01,fumbles_rec_td,0,,,,,
player,201611200ram,mia,HullMi01,fumbles_forced,0,,,,,
player,201611200ram,mia,McCaBo01,def_int,0,,,,,
player,201611200ram,mia,McCaBo01,def_int_yds,0,,,,,
player,201611200ram,mia,McCaBo01,def_int_td,0,,,,,
player,201611200ram,mia,McCaBo01,def_int_long,0,,,,,
player,201611200ram,mia,McCaBo01,pass_defended,0,,,,,
player,201611200ram,mia,McCaBo01,sacks,0.0,,,,,
player,201611200ram,mia,McCaBo01,tackles_combined,1,,,,,
player,201611200ram,mia,McCaBo01,tackles_solo,0,,,,,
player,201611200ram,mia,McCaBo01,tackles_assists,1,,,,,
player,201611200ram,mia,McCaBo01,tackles_loss,0,,,,,
player,201611200ram,mia,McCaBo01,qb_hits,0,,,,,
player,201611200ram,mia,McCaBo01,fumbles_rec,0,,,,,
player,201611200ram,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201611200ram,mia,McCaBo01,fumbles_forced,0,,,,,
player,201611200ram,mia,PittLa00,def_int,0,,,,,
player,201611200ram,mia,PittLa00,def_int_yds,0,,,,,
player,201611200ram,mia,PittLa00,def_int_td,0,,,,,
player,201611200ram,mia,PittLa00,def_int_long,0,,,,,
player,201611200ram,mia,PittLa00,pass_defended,0,,,,,
player,201611200ram,mia,PittLa00,sacks,0.0,,,,,
player,201611200ram,mia,PittLa00,tackles_combined,1,,,,,
player,201611200ram,mia,PittLa00,tackles_solo,0,,,,,
player,201611200ram,mia,PittLa00,tackles_assists,1,,,,,
player,201611200ram,mia,PittLa00,tackles_loss,0,,,,,
player,201611200ram,mia,PittLa00,qb_hits,0,,,,,
player,201611200ram,mia,PittLa00,fumbles_rec,0,,,,,
player,201611200ram,mia,PittLa00,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,PittLa00,fumbles_rec_td,0,,,,,
player,201611200ram,mia,PittLa00,fumbles_forced,0,,,,,
player,201611200ram,mia,WillDa05,def_int,0,,,,,
player,201611200ram,mia,WillDa05,def_int_yds,0,,,,,
player,201611200ram,mia,WillDa05,def_int_td,0,,,,,
player,201611200ram,mia,WillDa05,def_int_long,0,,,,,
player,201611200ram,mia,WillDa05,pass_defended,0,,,,,
player,201611200ram,mia,WillDa05,sacks,0.0,,,,,
player,201611200ram,mia,WillDa05,tackles_combined,1,,,,,
player,201611200ram,mia,WillDa05,tackles_solo,1,,,,,
player,201611200ram,mia,WillDa05,tackles_assists,0,,,,,
player,201611200ram,mia,WillDa05,tackles_loss,0,,,,,
player,201611200ram,mia,WillDa05,qb_hits,0,,,,,
player,201611200ram,mia,WillDa05,fumbles_rec,0,,,,,
player,201611200ram,mia,WillDa05,fumbles_rec_yds,0,,,,,
player,201611200ram,mia,WillDa05,fumbles_rec_td,0,,,,,
player,201611200ram,mia,WillDa05,fumbles_forced,0,,,,,
player,201611200ram,ram,AlexMa00,def_int,1,,,,,
player,201611200ram,ram,AlexMa00,def_int_yds,0,,,,,
player,201611200ram,ram,AlexMa00,def_int_td,0,,,,,
player,201611200ram,ram,AlexMa00,def_int_long,0,,,,,
player,201611200ram,ram,AlexMa00,pass_defended,1,,,,,
player,201611200ram,ram,AlexMa00,sacks,0.0,,,,,
player,201611200ram,ram,AlexMa00,tackles_combined,4,,,,,
player,201611200ram,ram,AlexMa00,tackles_solo,2,,,,,
player,201611200ram,ram,AlexMa00,tackles_assists,2,,,,,
player,201611200ram,ram,AlexMa00,tackles_loss,0,,,,,
player,201611200ram,ram,AlexMa00,qb_hits,0,,,,,
player,201611200ram,ram,AlexMa00,fumbles_rec,0,,,,,
player,201611200ram,ram,AlexMa00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,AlexMa00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,AlexMa00,fumbles_forced,0,,,,,
player,201611200ram,ram,EaslDo00,def_int,0,,,,,
player,201611200ram,ram,EaslDo00,def_int_yds,0,,,,,
player,201611200ram,ram,EaslDo00,def_int_td,0,,,,,
player,201611200ram,ram,EaslDo00,def_int_long,0,,,,,
player,201611200ram,ram,EaslDo00,pass_defended,0,,,,,
player,201611200ram,ram,EaslDo00,sacks,2.0,,,,,
player,201611200ram,ram,EaslDo00,tackles_combined,4,,,,,
player,201611200ram,ram,EaslDo00,tackles_solo,2,,,,,
player,201611200ram,ram,EaslDo00,tackles_assists,2,,,,,
player,201611200ram,ram,EaslDo00,tackles_loss,2,,,,,
player,201611200ram,ram,EaslDo00,qb_hits,2,,,,,
player,201611200ram,ram,EaslDo00,fumbles_rec,0,,,,,
player,201611200ram,ram,EaslDo00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,EaslDo00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,EaslDo00,fumbles_forced,0,,,,,
player,201611200ram,ram,JoynLa00,def_int,0,,,,,
player,201611200ram,ram,JoynLa00,def_int_yds,0,,,,,
player,201611200ram,ram,JoynLa00,def_int_td,0,,,,,
player,201611200ram,ram,JoynLa00,def_int_long,0,,,,,
player,201611200ram,ram,JoynLa00,pass_defended,1,,,,,
player,201611200ram,ram,JoynLa00,sacks,1.0,,,,,
player,201611200ram,ram,JoynLa00,tackles_combined,4,,,,,
player,201611200ram,ram,JoynLa00,tackles_solo,4,,,,,
player,201611200ram,ram,JoynLa00,tackles_assists,0,,,,,
player,201611200ram,ram,JoynLa00,tackles_loss,1,,,,,
player,201611200ram,ram,JoynLa00,qb_hits,1,,,,,
player,201611200ram,ram,JoynLa00,fumbles_rec,0,,,,,
player,201611200ram,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,JoynLa00,fumbles_forced,0,,,,,
player,201611200ram,ram,QuinRo00,def_int,0,,,,,
player,201611200ram,ram,QuinRo00,def_int_yds,0,,,,,
player,201611200ram,ram,QuinRo00,def_int_td,0,,,,,
player,201611200ram,ram,QuinRo00,def_int_long,0,,,,,
player,201611200ram,ram,QuinRo00,pass_defended,0,,,,,
player,201611200ram,ram,QuinRo00,sacks,1.0,,,,,
player,201611200ram,ram,QuinRo00,tackles_combined,1,,,,,
player,201611200ram,ram,QuinRo00,tackles_solo,1,,,,,
player,201611200ram,ram,QuinRo00,tackles_assists,0,,,,,
player,201611200ram,ram,QuinRo00,tackles_loss,1,,,,,
player,201611200ram,ram,QuinRo00,qb_hits,1,,,,,
player,201611200ram,ram,QuinRo00,fumbles_rec,0,,,,,
player,201611200ram,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,QuinRo00,fumbles_forced,0,,,,,
player,201611200ram,ram,BarrMa00,def_int,0,,,,,
player,201611200ram,ram,BarrMa00,def_int_yds,0,,,,,
player,201611200ram,ram,BarrMa00,def_int_td,0,,,,,
player,201611200ram,ram,BarrMa00,def_int_long,0,,,,,
player,201611200ram,ram,BarrMa00,pass_defended,1,,,,,
player,201611200ram,ram,BarrMa00,sacks,0.0,,,,,
player,201611200ram,ram,BarrMa00,tackles_combined,11,,,,,
player,201611200ram,ram,BarrMa00,tackles_solo,7,,,,,
player,201611200ram,ram,BarrMa00,tackles_assists,4,,,,,
player,201611200ram,ram,BarrMa00,tackles_loss,0,,,,,
player,201611200ram,ram,BarrMa00,qb_hits,0,,,,,
player,201611200ram,ram,BarrMa00,fumbles_rec,0,,,,,
player,201611200ram,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,BarrMa00,fumbles_forced,0,,,,,
player,201611200ram,ram,OgleAl00,def_int,0,,,,,
player,201611200ram,ram,OgleAl00,def_int_yds,0,,,,,
player,201611200ram,ram,OgleAl00,def_int_td,0,,,,,
player,201611200ram,ram,OgleAl00,def_int_long,0,,,,,
player,201611200ram,ram,OgleAl00,pass_defended,0,,,,,
player,201611200ram,ram,OgleAl00,sacks,0.0,,,,,
player,201611200ram,ram,OgleAl00,tackles_combined,11,,,,,
player,201611200ram,ram,OgleAl00,tackles_solo,8,,,,,
player,201611200ram,ram,OgleAl00,tackles_assists,3,,,,,
player,201611200ram,ram,OgleAl00,tackles_loss,2,,,,,
player,201611200ram,ram,OgleAl00,qb_hits,0,,,,,
player,201611200ram,ram,OgleAl00,fumbles_rec,0,,,,,
player,201611200ram,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,OgleAl00,fumbles_forced,0,,,,,
player,201611200ram,ram,JohnTr05,def_int,0,,,,,
player,201611200ram,ram,JohnTr05,def_int_yds,0,,,,,
player,201611200ram,ram,JohnTr05,def_int_td,0,,,,,
player,201611200ram,ram,JohnTr05,def_int_long,0,,,,,
player,201611200ram,ram,JohnTr05,pass_defended,1,,,,,
player,201611200ram,ram,JohnTr05,sacks,0.0,,,,,
player,201611200ram,ram,JohnTr05,tackles_combined,4,,,,,
player,201611200ram,ram,JohnTr05,tackles_solo,4,,,,,
player,201611200ram,ram,JohnTr05,tackles_assists,0,,,,,
player,201611200ram,ram,JohnTr05,tackles_loss,1,,,,,
player,201611200ram,ram,JohnTr05,qb_hits,0,,,,,
player,201611200ram,ram,JohnTr05,fumbles_rec,0,,,,,
player,201611200ram,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201611200ram,ram,JohnTr05,fumbles_forced,0,,,,,
player,201611200ram,ram,GainE.00,def_int,0,,,,,
player,201611200ram,ram,GainE.00,def_int_yds,0,,,,,
player,201611200ram,ram,GainE.00,def_int_td,0,,,,,
player,201611200ram,ram,GainE.00,def_int_long,0,,,,,
player,201611200ram,ram,GainE.00,pass_defended,1,,,,,
player,201611200ram,ram,GainE.00,sacks,0.0,,,,,
player,201611200ram,ram,GainE.00,tackles_combined,3,,,,,
player,201611200ram,ram,GainE.00,tackles_solo,3,,,,,
player,201611200ram,ram,GainE.00,tackles_assists,0,,,,,
player,201611200ram,ram,GainE.00,tackles_loss,0,,,,,
player,201611200ram,ram,GainE.00,qb_hits,0,,,,,
player,201611200ram,ram,GainE.00,fumbles_rec,0,,,,,
player,201611200ram,ram,GainE.00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,GainE.00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,GainE.00,fumbles_forced,0,,,,,
player,201611200ram,ram,McDoTJ00,def_int,0,,,,,
player,201611200ram,ram,McDoTJ00,def_int_yds,0,,,,,
player,201611200ram,ram,McDoTJ00,def_int_td,0,,,,,
player,201611200ram,ram,McDoTJ00,def_int_long,0,,,,,
player,201611200ram,ram,McDoTJ00,pass_defended,0,,,,,
player,201611200ram,ram,McDoTJ00,sacks,0.0,,,,,
player,201611200ram,ram,McDoTJ00,tackles_combined,3,,,,,
player,201611200ram,ram,McDoTJ00,tackles_solo,2,,,,,
player,201611200ram,ram,McDoTJ00,tackles_assists,1,,,,,
player,201611200ram,ram,McDoTJ00,tackles_loss,0,,,,,
player,201611200ram,ram,McDoTJ00,qb_hits,1,,,,,
player,201611200ram,ram,McDoTJ00,fumbles_rec,0,,,,,
player,201611200ram,ram,McDoTJ00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,McDoTJ00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,McDoTJ00,fumbles_forced,0,,,,,
player,201611200ram,ram,DonaAa00,def_int,0,,,,,
player,201611200ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201611200ram,ram,DonaAa00,def_int_td,0,,,,,
player,201611200ram,ram,DonaAa00,def_int_long,0,,,,,
player,201611200ram,ram,DonaAa00,pass_defended,1,,,,,
player,201611200ram,ram,DonaAa00,sacks,0.0,,,,,
player,201611200ram,ram,DonaAa00,tackles_combined,2,,,,,
player,201611200ram,ram,DonaAa00,tackles_solo,1,,,,,
player,201611200ram,ram,DonaAa00,tackles_assists,1,,,,,
player,201611200ram,ram,DonaAa00,tackles_loss,1,,,,,
player,201611200ram,ram,DonaAa00,qb_hits,2,,,,,
player,201611200ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201611200ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201611200ram,ram,ForrJo00,def_int,0,,,,,
player,201611200ram,ram,ForrJo00,def_int_yds,0,,,,,
player,201611200ram,ram,ForrJo00,def_int_td,0,,,,,
player,201611200ram,ram,ForrJo00,def_int_long,0,,,,,
player,201611200ram,ram,ForrJo00,pass_defended,0,,,,,
player,201611200ram,ram,ForrJo00,sacks,0.0,,,,,
player,201611200ram,ram,ForrJo00,tackles_combined,2,,,,,
player,201611200ram,ram,ForrJo00,tackles_solo,1,,,,,
player,201611200ram,ram,ForrJo00,tackles_assists,1,,,,,
player,201611200ram,ram,ForrJo00,tackles_loss,0,,,,,
player,201611200ram,ram,ForrJo00,qb_hits,0,,,,,
player,201611200ram,ram,ForrJo00,fumbles_rec,0,,,,,
player,201611200ram,ram,ForrJo00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,ForrJo00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,ForrJo00,fumbles_forced,0,,,,,
player,201611200ram,ram,WestEt00,def_int,0,,,,,
player,201611200ram,ram,WestEt00,def_int_yds,0,,,,,
player,201611200ram,ram,WestEt00,def_int_td,0,,,,,
player,201611200ram,ram,WestEt00,def_int_long,0,,,,,
player,201611200ram,ram,WestEt00,pass_defended,0,,,,,
player,201611200ram,ram,WestEt00,sacks,0.0,,,,,
player,201611200ram,ram,WestEt00,tackles_combined,2,,,,,
player,201611200ram,ram,WestEt00,tackles_solo,1,,,,,
player,201611200ram,ram,WestEt00,tackles_assists,1,,,,,
player,201611200ram,ram,WestEt00,tackles_loss,1,,,,,
player,201611200ram,ram,WestEt00,qb_hits,0,,,,,
player,201611200ram,ram,WestEt00,fumbles_rec,0,,,,,
player,201611200ram,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,WestEt00,fumbles_forced,0,,,,,
player,201611200ram,ram,BrocMi00,def_int,0,,,,,
player,201611200ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201611200ram,ram,BrocMi00,def_int_td,0,,,,,
player,201611200ram,ram,BrocMi00,def_int_long,0,,,,,
player,201611200ram,ram,BrocMi00,pass_defended,0,,,,,
player,201611200ram,ram,BrocMi00,sacks,0.0,,,,,
player,201611200ram,ram,BrocMi00,tackles_combined,1,,,,,
player,201611200ram,ram,BrocMi00,tackles_solo,0,,,,,
player,201611200ram,ram,BrocMi00,tackles_assists,1,,,,,
player,201611200ram,ram,BrocMi00,tackles_loss,0,,,,,
player,201611200ram,ram,BrocMi00,qb_hits,1,,,,,
player,201611200ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201611200ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201611200ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201611200ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201611200ram,ram,BrowMa03,def_int,0,,,,,
player,201611200ram,ram,BrowMa03,def_int_yds,0,,,,,
player,201611200ram,ram,BrowMa03,def_int_td,0,,,,,
player,201611200ram,ram,BrowMa03,def_int_long,0,,,,,
player,201611200ram,ram,BrowMa03,pass_defended,0,,,,,
player,201611200ram,ram,BrowMa03,sacks,0.0,,,,,
player,201611200ram,ram,BrowMa03,tackles_combined,1,,,,,
player,201611200ram,ram,BrowMa03,tackles_solo,1,,,,,
player,201611200ram,ram,BrowMa03,tackles_assists,0,,,,,
player,201611200ram,ram,BrowMa03,tackles_loss,0,,,,,
player,201611200ram,ram,BrowMa03,qb_hits,0,,,,,
player,201611200ram,ram,BrowMa03,fumbles_rec,0,,,,,
player,201611200ram,ram,BrowMa03,fumbles_rec_yds,0,,,,,
