game,2016,11,20161120,201611200ram,mia,"Miami Dolphins",14,ram,"Los Angeles Rams",10
player,201611200ram,mia,BushJe20,pos,T,,,,,
player,201611200ram,mia,BushJe20,offense,60,,,,,
player,201611200ram,mia,BushJe20,off_pct,100%,,,,,
player,201611200ram,mia,BushJe20,defense,0,,,,,
player,201611200ram,mia,BushJe20,def_pct,0%,,,,,
player,201611200ram,mia,BushJe20,special_teams,2,,,,,
player,201611200ram,mia,BushJe20,st_pct,7%,,,,,
player,201611200ram,mia,SimsDi00,pos,TE,,,,,
player,201611200ram,mia,SimsDi00,offense,60,,,,,
player,201611200ram,mia,SimsDi00,off_pct,100%,,,,,
player,201611200ram,mia,SimsDi00,defense,0,,,,,
player,201611200ram,mia,SimsDi00,def_pct,0%,,,,,
player,201611200ram,mia,SimsDi00,special_teams,2,,,,,
player,201611200ram,mia,SimsDi00,st_pct,7%,,,,,
player,201611200ram,mia,SteeAn00,pos,G,,,,,
player,201611200ram,mia,SteeAn00,offense,60,,,,,
player,201611200ram,mia,SteeAn00,off_pct,100%,,,,,
player,201611200ram,mia,SteeAn00,defense,0,,,,,
player,201611200ram,mia,SteeAn00,def_pct,0%,,,,,
player,201611200ram,mia,SteeAn00,special_teams,2,,,,,
player,201611200ram,mia,SteeAn00,st_pct,7%,,,,,
player,201611200ram,mia,JameJa01,pos,T,,,,,
player,201611200ram,mia,JameJa01,offense,60,,,,,
player,201611200ram,mia,JameJa01,off_pct,100%,,,,,
player,201611200ram,mia,JameJa01,defense,0,,,,,
player,201611200ram,mia,JameJa01,def_pct,0%,,,,,
player,201611200ram,mia,JameJa01,special_teams,2,,,,,
player,201611200ram,mia,JameJa01,st_pct,7%,,,,,
player,201611200ram,mia,UrbiKr20,pos,C,,,,,
player,201611200ram,mia,UrbiKr20,offense,60,,,,,
player,201611200ram,mia,UrbiKr20,off_pct,100%,,,,,
player,201611200ram,mia,UrbiKr20,defense,0,,,,,
player,201611200ram,mia,UrbiKr20,def_pct,0%,,,,,
player,201611200ram,mia,UrbiKr20,special_teams,2,,,,,
player,201611200ram,mia,UrbiKr20,st_pct,7%,,,,,
player,201611200ram,mia,TannRy00,pos,QB,,,,,
player,201611200ram,mia,TannRy00,offense,60,,,,,
player,201611200ram,mia,TannRy00,off_pct,100%,,,,,
player,201611200ram,mia,TannRy00,defense,0,,,,,
player,201611200ram,mia,TannRy00,def_pct,0%,,,,,
player,201611200ram,mia,TannRy00,special_teams,0,,,,,
player,201611200ram,mia,TannRy00,st_pct,0%,,,,,
player,201611200ram,mia,LandJa00,pos,WR,,,,,
player,201611200ram,mia,LandJa00,offense,54,,,,,
player,201611200ram,mia,LandJa00,off_pct,90%,,,,,
player,201611200ram,mia,LandJa00,defense,0,,,,,
player,201611200ram,mia,LandJa00,def_pct,0%,,,,,
player,201611200ram,mia,LandJa00,special_teams,6,,,,,
player,201611200ram,mia,LandJa00,st_pct,21%,,,,,
player,201611200ram,mia,ParkDe01,pos,WR,,,,,
player,201611200ram,mia,ParkDe01,offense,53,,,,,
player,201611200ram,mia,ParkDe01,off_pct,88%,,,,,
player,201611200ram,mia,ParkDe01,defense,1,,,,,
player,201611200ram,mia,ParkDe01,def_pct,2%,,,,,
player,201611200ram,mia,ParkDe01,special_teams,0,,,,,
player,201611200ram,mia,ParkDe01,st_pct,0%,,,,,
player,201611200ram,mia,StilKe00,pos,WR,,,,,
player,201611200ram,mia,StilKe00,offense,50,,,,,
player,201611200ram,mia,StilKe00,off_pct,83%,,,,,
player,201611200ram,mia,StilKe00,defense,0,,,,,
player,201611200ram,mia,StilKe00,def_pct,0%,,,,,
player,201611200ram,mia,StilKe00,special_teams,0,,,,,
player,201611200ram,mia,StilKe00,st_pct,0%,,,,,
player,201611200ram,mia,AjayJa00,pos,RB,,,,,
player,201611200ram,mia,AjayJa00,offense,48,,,,,
player,201611200ram,mia,AjayJa00,off_pct,80%,,,,,
player,201611200ram,mia,AjayJa00,defense,0,,,,,
player,201611200ram,mia,AjayJa00,def_pct,0%,,,,,
player,201611200ram,mia,AjayJa00,special_teams,0,,,,,
player,201611200ram,mia,AjayJa00,st_pct,0%,,,,,
player,201611200ram,mia,YounSa21,pos,T,,,,,
player,201611200ram,mia,YounSa21,offense,35,,,,,
player,201611200ram,mia,YounSa21,off_pct,58%,,,,,
player,201611200ram,mia,YounSa21,defense,0,,,,,
player,201611200ram,mia,YounSa21,def_pct,0%,,,,,
player,201611200ram,mia,YounSa21,special_teams,2,,,,,
player,201611200ram,mia,YounSa21,st_pct,7%,,,,,
player,201611200ram,mia,TunsLa00,pos,T,,,,,
player,201611200ram,mia,TunsLa00,offense,25,,,,,
player,201611200ram,mia,TunsLa00,off_pct,42%,,,,,
player,201611200ram,mia,TunsLa00,defense,0,,,,,
player,201611200ram,mia,TunsLa00,def_pct,0%,,,,,
player,201611200ram,mia,TunsLa00,special_teams,0,,,,,
player,201611200ram,mia,TunsLa00,st_pct,0%,,,,,
player,201611200ram,mia,GrayMa00,pos,TE,,,,,
player,201611200ram,mia,GrayMa00,offense,16,,,,,
player,201611200ram,mia,GrayMa00,off_pct,27%,,,,,
player,201611200ram,mia,GrayMa00,defense,0,,,,,
player,201611200ram,mia,GrayMa00,def_pct,0%,,,,,
player,201611200ram,mia,GrayMa00,special_teams,15,,,,,
player,201611200ram,mia,GrayMa00,st_pct,52%,,,,,
player,201611200ram,mia,WillDa05,pos,RB,,,,,
player,201611200ram,mia,WillDa05,offense,9,,,,,
player,201611200ram,mia,WillDa05,off_pct,15%,,,,,
player,201611200ram,mia,WillDa05,defense,0,,,,,
player,201611200ram,mia,WillDa05,def_pct,0%,,,,,
player,201611200ram,mia,WillDa05,special_teams,22,,,,,
player,201611200ram,mia,WillDa05,st_pct,76%,,,,,
player,201611200ram,mia,JoneDo01,pos,TE,,,,,
player,201611200ram,mia,JoneDo01,offense,6,,,,,
player,201611200ram,mia,JoneDo01,off_pct,10%,,,,,
player,201611200ram,mia,JoneDo01,defense,0,,,,,
player,201611200ram,mia,JoneDo01,def_pct,0%,,,,,
player,201611200ram,mia,JoneDo01,special_teams,0,,,,,
player,201611200ram,mia,JoneDo01,st_pct,0%,,,,,
player,201611200ram,mia,DrakKe00,pos,RB,,,,,
player,201611200ram,mia,DrakKe00,offense,2,,,,,
player,201611200ram,mia,DrakKe00,off_pct,3%,,,,,
player,201611200ram,mia,DrakKe00,defense,0,,,,,
player,201611200ram,mia,DrakKe00,def_pct,0%,,,,,
player,201611200ram,mia,DrakKe00,special_teams,7,,,,,
player,201611200ram,mia,DrakKe00,st_pct,24%,,,,,
player,201611200ram,mia,CarrLe00,pos,WR,,,,,
player,201611200ram,mia,CarrLe00,offense,2,,,,,
player,201611200ram,mia,CarrLe00,off_pct,3%,,,,,
player,201611200ram,mia,CarrLe00,defense,0,,,,,
player,201611200ram,mia,CarrLe00,def_pct,0%,,,,,
player,201611200ram,mia,CarrLe00,special_teams,0,,,,,
player,201611200ram,mia,CarrLe00,st_pct,0%,,,,,
player,201611200ram,mia,LippTo00,pos,CB,,,,,
player,201611200ram,mia,LippTo00,offense,0,,,,,
player,201611200ram,mia,LippTo00,off_pct,0%,,,,,
player,201611200ram,mia,LippTo00,defense,62,,,,,
player,201611200ram,mia,LippTo00,def_pct,100%,,,,,
player,201611200ram,mia,LippTo00,special_teams,8,,,,,
player,201611200ram,mia,LippTo00,st_pct,28%,,,,,
player,201611200ram,mia,AlonKi00,pos,LB,,,,,
player,201611200ram,mia,AlonKi00,offense,0,,,,,
player,201611200ram,mia,AlonKi00,off_pct,0%,,,,,
player,201611200ram,mia,AlonKi00,defense,62,,,,,
player,201611200ram,mia,AlonKi00,def_pct,100%,,,,,
player,201611200ram,mia,AlonKi00,special_teams,2,,,,,
player,201611200ram,mia,AlonKi00,st_pct,7%,,,,,
player,201611200ram,mia,MaxwBy00,pos,CB,,,,,
player,201611200ram,mia,MaxwBy00,offense,0,,,,,
player,201611200ram,mia,MaxwBy00,off_pct,0%,,,,,
player,201611200ram,mia,MaxwBy00,defense,62,,,,,
player,201611200ram,mia,MaxwBy00,def_pct,100%,,,,,
player,201611200ram,mia,MaxwBy00,special_teams,1,,,,,
player,201611200ram,mia,MaxwBy00,st_pct,3%,,,,,
player,201611200ram,mia,AbduIs00,pos,FS,,,,,
player,201611200ram,mia,AbduIs00,offense,0,,,,,
player,201611200ram,mia,AbduIs00,off_pct,0%,,,,,
player,201611200ram,mia,AbduIs00,defense,62,,,,,
player,201611200ram,mia,AbduIs00,def_pct,100%,,,,,
player,201611200ram,mia,AbduIs00,special_teams,0,,,,,
player,201611200ram,mia,AbduIs00,st_pct,0%,,,,,
player,201611200ram,mia,BranAn00,pos,DE,,,,,
player,201611200ram,mia,BranAn00,offense,0,,,,,
player,201611200ram,mia,BranAn00,off_pct,0%,,,,,
player,201611200ram,mia,BranAn00,defense,55,,,,,
player,201611200ram,mia,BranAn00,def_pct,89%,,,,,
player,201611200ram,mia,BranAn00,special_teams,5,,,,,
player,201611200ram,mia,BranAn00,st_pct,17%,,,,,
player,201611200ram,mia,SuhxNd99,pos,DT,,,,,
player,201611200ram,mia,SuhxNd99,offense,0,,,,,
player,201611200ram,mia,SuhxNd99,off_pct,0%,,,,,
player,201611200ram,mia,SuhxNd99,defense,55,,,,,
player,201611200ram,mia,SuhxNd99,def_pct,89%,,,,,
player,201611200ram,mia,SuhxNd99,special_teams,5,,,,,
player,201611200ram,mia,SuhxNd99,st_pct,17%,,,,,
player,201611200ram,mia,WakeCa00,pos,DE,,,,,
player,201611200ram,mia,WakeCa00,offense,0,,,,,
player,201611200ram,mia,WakeCa00,off_pct,0%,,,,,
player,201611200ram,mia,WakeCa00,defense,47,,,,,
player,201611200ram,mia,WakeCa00,def_pct,76%,,,,,
player,201611200ram,mia,WakeCa00,special_teams,2,,,,,
player,201611200ram,mia,WakeCa00,st_pct,7%,,,,,
player,201611200ram,mia,PaysSp00,pos,LB,,,,,
player,201611200ram,mia,PaysSp00,offense,0,,,,,
player,201611200ram,mia,PaysSp00,off_pct,0%,,,,,
player,201611200ram,mia,PaysSp00,defense,42,,,,,
player,201611200ram,mia,PaysSp00,def_pct,68%,,,,,
player,201611200ram,mia,PaysSp00,special_teams,20,,,,,
player,201611200ram,mia,PaysSp00,st_pct,69%,,,,,
player,201611200ram,mia,McCaBo01,pos,CB,,,,,
player,201611200ram,mia,McCaBo01,offense,0,,,,,
player,201611200ram,mia,McCaBo01,off_pct,0%,,,,,
player,201611200ram,mia,McCaBo01,defense,42,,,,,
player,201611200ram,mia,McCaBo01,def_pct,68%,,,,,
player,201611200ram,mia,McCaBo01,special_teams,13,,,,,
player,201611200ram,mia,McCaBo01,st_pct,45%,,,,,
player,201611200ram,mia,RambBa00,pos,SS,,,,,
player,201611200ram,mia,RambBa00,offense,0,,,,,
player,201611200ram,mia,RambBa00,off_pct,0%,,,,,
player,201611200ram,mia,RambBa00,defense,41,,,,,
player,201611200ram,mia,RambBa00,def_pct,66%,,,,,
player,201611200ram,mia,RambBa00,special_teams,1,,,,,
player,201611200ram,mia,RambBa00,st_pct,3%,,,,,
player,201611200ram,mia,PhilJo01,pos,DT,,,,,
player,201611200ram,mia,PhilJo01,offense,0,,,,,
player,201611200ram,mia,PhilJo01,off_pct,0%,,,,,
player,201611200ram,mia,PhilJo01,defense,38,,,,,
player,201611200ram,mia,PhilJo01,def_pct,61%,,,,,
player,201611200ram,mia,PhilJo01,special_teams,4,,,,,
player,201611200ram,mia,PhilJo01,st_pct,14%,,,,,
player,201611200ram,mia,JoneJa99,pos,DE,,,,,
player,201611200ram,mia,JoneJa99,offense,0,,,,,
player,201611200ram,mia,JoneJa99,off_pct,0%,,,,,
player,201611200ram,mia,JoneJa99,defense,31,,,,,
player,201611200ram,mia,JoneJa99,def_pct,50%,,,,,
player,201611200ram,mia,JoneJa99,special_teams,4,,,,,
player,201611200ram,mia,JoneJa99,st_pct,14%,,,,,
player,201611200ram,mia,ThomMi02,pos,FS,,,,,
player,201611200ram,mia,ThomMi02,offense,0,,,,,
player,201611200ram,mia,ThomMi02,off_pct,0%,,,,,
player,201611200ram,mia,ThomMi02,defense,20,,,,,
player,201611200ram,mia,ThomMi02,def_pct,32%,,,,,
player,201611200ram,mia,ThomMi02,special_teams,26,,,,,
player,201611200ram,mia,ThomMi02,st_pct,90%,,,,,
player,201611200ram,mia,HewiNe00,pos,LB,,,,,
player,201611200ram,mia,HewiNe00,offense,0,,,,,
player,201611200ram,mia,HewiNe00,off_pct,0%,,,,,
player,201611200ram,mia,HewiNe00,defense,20,,,,,
player,201611200ram,mia,HewiNe00,def_pct,32%,,,,,
player,201611200ram,mia,HewiNe00,special_teams,26,,,,,
player,201611200ram,mia,HewiNe00,st_pct,90%,,,,,
player,201611200ram,mia,MitcEa99,pos,DT,,,,,
player,201611200ram,mia,MitcEa99,offense,0,,,,,
player,201611200ram,mia,MitcEa99,off_pct,0%,,,,,
player,201611200ram,mia,MitcEa99,defense,20,,,,,
player,201611200ram,mia,MitcEa99,def_pct,32%,,,,,
player,201611200ram,mia,MitcEa99,special_teams,11,,,,,
player,201611200ram,mia,MitcEa99,st_pct,38%,,,,,
player,201611200ram,mia,ButlDo99,pos,LB,,,,,
player,201611200ram,mia,ButlDo99,offense,0,,,,,
player,201611200ram,mia,ButlDo99,off_pct,0%,,,,,
player,201611200ram,mia,ButlDo99,defense,20,,,,,
player,201611200ram,mia,ButlDo99,def_pct,32%,,,,,
player,201611200ram,mia,ButlDo99,special_teams,2,,,,,
player,201611200ram,mia,ButlDo99,st_pct,7%,,,,,
player,201611200ram,mia,FedeTe00,pos,DE,,,,,
player,201611200ram,mia,FedeTe00,offense,0,,,,,
player,201611200ram,mia,FedeTe00,off_pct,0%,,,,,
player,201611200ram,mia,FedeTe00,defense,2,,,,,
player,201611200ram,mia,FedeTe00,def_pct,3%,,,,,
player,201611200ram,mia,FedeTe00,special_teams,0,,,,,
player,201611200ram,mia,FedeTe00,st_pct,0%,,,,,
player,201611200ram,mia,AikeWa00,pos,SS,,,,,
player,201611200ram,mia,AikeWa00,offense,0,,,,,
player,201611200ram,mia,AikeWa00,off_pct,0%,,,,,
player,201611200ram,mia,AikeWa00,defense,0,,,,,
player,201611200ram,mia,AikeWa00,def_pct,0%,,,,,
player,201611200ram,mia,AikeWa00,special_teams,25,,,,,
player,201611200ram,mia,AikeWa00,st_pct,86%,,,,,
player,201611200ram,mia,PittLa00,pos,CB,,,,,
player,201611200ram,mia,PittLa00,offense,0,,,,,
player,201611200ram,mia,PittLa00,off_pct,0%,,,,,
player,201611200ram,mia,PittLa00,defense,0,,,,,
player,201611200ram,mia,PittLa00,def_pct,0%,,,,,
player,201611200ram,mia,PittLa00,special_teams,23,,,,,
player,201611200ram,mia,PittLa00,st_pct,79%,,,,,
player,201611200ram,mia,HullMi01,pos,LB,,,,,
player,201611200ram,mia,HullMi01,offense,0,,,,,
player,201611200ram,mia,HullMi01,off_pct,0%,,,,,
player,201611200ram,mia,HullMi01,defense,0,,,,,
player,201611200ram,mia,HullMi01,def_pct,0%,,,,,
player,201611200ram,mia,HullMi01,special_teams,22,,,,,
player,201611200ram,mia,HullMi01,st_pct,76%,,,,,
player,201611200ram,mia,VigiZa00,pos,LB,,,,,
player,201611200ram,mia,VigiZa00,offense,0,,,,,
player,201611200ram,mia,VigiZa00,off_pct,0%,,,,,
player,201611200ram,mia,VigiZa00,defense,0,,,,,
player,201611200ram,mia,VigiZa00,def_pct,0%,,,,,
player,201611200ram,mia,VigiZa00,special_teams,14,,,,,
player,201611200ram,mia,VigiZa00,st_pct,48%,,,,,
player,201611200ram,mia,DennJo20,pos,LS,,,,,
player,201611200ram,mia,DennJo20,offense,0,,,,,
player,201611200ram,mia,DennJo20,off_pct,0%,,,,,
player,201611200ram,mia,DennJo20,defense,0,,,,,
player,201611200ram,mia,DennJo20,def_pct,0%,,,,,
player,201611200ram,mia,DennJo20,special_teams,12,,,,,
player,201611200ram,mia,DennJo20,st_pct,41%,,,,,
player,201611200ram,mia,DarrMa00,pos,P,,,,,
player,201611200ram,mia,DarrMa00,offense,0,,,,,
player,201611200ram,mia,DarrMa00,off_pct,0%,,,,,
player,201611200ram,mia,DarrMa00,defense,0,,,,,
player,201611200ram,mia,DarrMa00,def_pct,0%,,,,,
player,201611200ram,mia,DarrMa00,special_teams,12,,,,,
player,201611200ram,mia,DarrMa00,st_pct,41%,,,,,
player,201611200ram,mia,LucaJo00,pos,CB,,,,,
player,201611200ram,mia,LucaJo00,offense,0,,,,,
player,201611200ram,mia,LucaJo00,off_pct,0%,,,,,
player,201611200ram,mia,LucaJo00,defense,0,,,,,
player,201611200ram,mia,LucaJo00,def_pct,0%,,,,,
player,201611200ram,mia,LucaJo00,special_teams,6,,,,,
player,201611200ram,mia,LucaJo00,st_pct,21%,,,,,
player,201611200ram,mia,GranJa00,pos,WR,,,,,
player,201611200ram,mia,GranJa00,offense,0,,,,,
player,201611200ram,mia,GranJa00,off_pct,0%,,,,,
player,201611200ram,mia,GranJa00,defense,0,,,,,
player,201611200ram,mia,GranJa00,def_pct,0%,,,,,
player,201611200ram,mia,GranJa00,special_teams,5,,,,,
player,201611200ram,mia,GranJa00,st_pct,17%,,,,,
player,201611200ram,mia,FranAn01,pos,K,,,,,
player,201611200ram,mia,FranAn01,offense,0,,,,,
player,201611200ram,mia,FranAn01,off_pct,0%,,,,,
player,201611200ram,mia,FranAn01,defense,0,,,,,
player,201611200ram,mia,FranAn01,def_pct,0%,,,,,
player,201611200ram,mia,FranAn01,special_teams,5,,,,,
player,201611200ram,mia,FranAn01,st_pct,17%,,,,,
player,201611200ram,mia,OrrxLe00,pos,DT,,,,,
player,201611200ram,mia,OrrxLe00,offense,0,,,,,
player,201611200ram,mia,OrrxLe00,off_pct,0%,,,,,
player,201611200ram,mia,OrrxLe00,defense,0,,,,,
player,201611200ram,mia,OrrxLe00,def_pct,0%,,,,,
player,201611200ram,mia,OrrxLe00,special_teams,3,,,,,
player,201611200ram,mia,OrrxLe00,st_pct,10%,,,,,
