game,2016,11,20161120,201611200kan,tam,"Tampa Bay Buccaneers",19,kan,"Kansas City Chiefs",17
player,201611200kan,tam,DaviLa00,fumbles_rec,0,,,,,
player,201611200kan,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201611200kan,tam,DaviLa00,fumbles_forced,1,,,,,
player,201611200kan,tam,SpenNo00,def_int,0,,,,,
player,201611200kan,tam,SpenNo00,def_int_yds,0,,,,,
player,201611200kan,tam,SpenNo00,def_int_td,0,,,,,
player,201611200kan,tam,SpenNo00,def_int_long,0,,,,,
player,201611200kan,tam,SpenNo00,pass_defended,0,,,,,
player,201611200kan,tam,SpenNo00,sacks,0.0,,,,,
player,201611200kan,tam,SpenNo00,tackles_combined,4,,,,,
player,201611200kan,tam,SpenNo00,tackles_solo,3,,,,,
player,201611200kan,tam,SpenNo00,tackles_assists,1,,,,,
player,201611200kan,tam,SpenNo00,tackles_loss,0,,,,,
player,201611200kan,tam,SpenNo00,qb_hits,0,,,,,
player,201611200kan,tam,SpenNo00,fumbles_rec,0,,,,,
player,201611200kan,tam,SpenNo00,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,SpenNo00,fumbles_rec_td,0,,,,,
player,201611200kan,tam,SpenNo00,fumbles_forced,0,,,,,
player,201611200kan,tam,McDoCl99,def_int,0,,,,,
player,201611200kan,tam,McDoCl99,def_int_yds,0,,,,,
player,201611200kan,tam,McDoCl99,def_int_td,0,,,,,
player,201611200kan,tam,McDoCl99,def_int_long,0,,,,,
player,201611200kan,tam,McDoCl99,pass_defended,0,,,,,
player,201611200kan,tam,McDoCl99,sacks,0.0,,,,,
player,201611200kan,tam,McDoCl99,tackles_combined,3,,,,,
player,201611200kan,tam,McDoCl99,tackles_solo,3,,,,,
player,201611200kan,tam,McDoCl99,tackles_assists,0,,,,,
player,201611200kan,tam,McDoCl99,tackles_loss,0,,,,,
player,201611200kan,tam,McDoCl99,qb_hits,0,,,,,
player,201611200kan,tam,McDoCl99,fumbles_rec,0,,,,,
player,201611200kan,tam,McDoCl99,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,McDoCl99,fumbles_rec_td,0,,,,,
player,201611200kan,tam,McDoCl99,fumbles_forced,0,,,,,
player,201611200kan,tam,VernAl99,def_int,0,,,,,
player,201611200kan,tam,VernAl99,def_int_yds,0,,,,,
player,201611200kan,tam,VernAl99,def_int_td,0,,,,,
player,201611200kan,tam,VernAl99,def_int_long,0,,,,,
player,201611200kan,tam,VernAl99,pass_defended,2,,,,,
player,201611200kan,tam,VernAl99,sacks,0.0,,,,,
player,201611200kan,tam,VernAl99,tackles_combined,3,,,,,
player,201611200kan,tam,VernAl99,tackles_solo,3,,,,,
player,201611200kan,tam,VernAl99,tackles_assists,0,,,,,
player,201611200kan,tam,VernAl99,tackles_loss,0,,,,,
player,201611200kan,tam,VernAl99,qb_hits,0,,,,,
player,201611200kan,tam,VernAl99,fumbles_rec,0,,,,,
player,201611200kan,tam,VernAl99,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,VernAl99,fumbles_rec_td,0,,,,,
player,201611200kan,tam,VernAl99,fumbles_forced,0,,,,,
player,201611200kan,tam,GholWi00,def_int,0,,,,,
player,201611200kan,tam,GholWi00,def_int_yds,0,,,,,
player,201611200kan,tam,GholWi00,def_int_td,0,,,,,
player,201611200kan,tam,GholWi00,def_int_long,0,,,,,
player,201611200kan,tam,GholWi00,pass_defended,0,,,,,
player,201611200kan,tam,GholWi00,sacks,0.0,,,,,
player,201611200kan,tam,GholWi00,tackles_combined,2,,,,,
player,201611200kan,tam,GholWi00,tackles_solo,2,,,,,
player,201611200kan,tam,GholWi00,tackles_assists,0,,,,,
player,201611200kan,tam,GholWi00,tackles_loss,1,,,,,
player,201611200kan,tam,GholWi00,qb_hits,1,,,,,
player,201611200kan,tam,GholWi00,fumbles_rec,0,,,,,
player,201611200kan,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201611200kan,tam,GholWi00,fumbles_forced,0,,,,,
player,201611200kan,tam,GrimBr20,def_int,0,,,,,
player,201611200kan,tam,GrimBr20,def_int_yds,0,,,,,
player,201611200kan,tam,GrimBr20,def_int_td,0,,,,,
player,201611200kan,tam,GrimBr20,def_int_long,0,,,,,
player,201611200kan,tam,GrimBr20,pass_defended,0,,,,,
player,201611200kan,tam,GrimBr20,sacks,0.0,,,,,
player,201611200kan,tam,GrimBr20,tackles_combined,2,,,,,
player,201611200kan,tam,GrimBr20,tackles_solo,2,,,,,
player,201611200kan,tam,GrimBr20,tackles_assists,0,,,,,
player,201611200kan,tam,GrimBr20,tackles_loss,0,,,,,
player,201611200kan,tam,GrimBr20,qb_hits,0,,,,,
player,201611200kan,tam,GrimBr20,fumbles_rec,0,,,,,
player,201611200kan,tam,GrimBr20,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,GrimBr20,fumbles_rec_td,0,,,,,
player,201611200kan,tam,GrimBr20,fumbles_forced,1,,,,,
player,201611200kan,tam,RobiJo01,def_int,0,,,,,
player,201611200kan,tam,RobiJo01,def_int_yds,0,,,,,
player,201611200kan,tam,RobiJo01,def_int_td,0,,,,,
player,201611200kan,tam,RobiJo01,def_int_long,0,,,,,
player,201611200kan,tam,RobiJo01,pass_defended,0,,,,,
player,201611200kan,tam,RobiJo01,sacks,0.0,,,,,
player,201611200kan,tam,RobiJo01,tackles_combined,2,,,,,
player,201611200kan,tam,RobiJo01,tackles_solo,2,,,,,
player,201611200kan,tam,RobiJo01,tackles_assists,0,,,,,
player,201611200kan,tam,RobiJo01,tackles_loss,0,,,,,
player,201611200kan,tam,RobiJo01,qb_hits,0,,,,,
player,201611200kan,tam,RobiJo01,fumbles_rec,0,,,,,
player,201611200kan,tam,RobiJo01,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,RobiJo01,fumbles_rec_td,0,,,,,
player,201611200kan,tam,RobiJo01,fumbles_forced,0,,,,,
player,201611200kan,tam,TandKe00,def_int,0,,,,,
player,201611200kan,tam,TandKe00,def_int_yds,0,,,,,
player,201611200kan,tam,TandKe00,def_int_td,0,,,,,
player,201611200kan,tam,TandKe00,def_int_long,0,,,,,
player,201611200kan,tam,TandKe00,pass_defended,0,,,,,
player,201611200kan,tam,TandKe00,sacks,0.0,,,,,
player,201611200kan,tam,TandKe00,tackles_combined,2,,,,,
player,201611200kan,tam,TandKe00,tackles_solo,2,,,,,
player,201611200kan,tam,TandKe00,tackles_assists,0,,,,,
player,201611200kan,tam,TandKe00,tackles_loss,0,,,,,
player,201611200kan,tam,TandKe00,qb_hits,0,,,,,
player,201611200kan,tam,TandKe00,fumbles_rec,0,,,,,
player,201611200kan,tam,TandKe00,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,TandKe00,fumbles_rec_td,0,,,,,
player,201611200kan,tam,TandKe00,fumbles_forced,0,,,,,
player,201611200kan,tam,AyerRo99,def_int,0,,,,,
player,201611200kan,tam,AyerRo99,def_int_yds,0,,,,,
player,201611200kan,tam,AyerRo99,def_int_td,0,,,,,
player,201611200kan,tam,AyerRo99,def_int_long,0,,,,,
player,201611200kan,tam,AyerRo99,pass_defended,0,,,,,
player,201611200kan,tam,AyerRo99,sacks,0.0,,,,,
player,201611200kan,tam,AyerRo99,tackles_combined,1,,,,,
player,201611200kan,tam,AyerRo99,tackles_solo,0,,,,,
player,201611200kan,tam,AyerRo99,tackles_assists,1,,,,,
player,201611200kan,tam,AyerRo99,tackles_loss,0,,,,,
player,201611200kan,tam,AyerRo99,qb_hits,1,,,,,
player,201611200kan,tam,AyerRo99,fumbles_rec,0,,,,,
player,201611200kan,tam,AyerRo99,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,AyerRo99,fumbles_rec_td,0,,,,,
player,201611200kan,tam,AyerRo99,fumbles_forced,0,,,,,
player,201611200kan,tam,RussRy00,def_int,0,,,,,
player,201611200kan,tam,RussRy00,def_int_yds,0,,,,,
player,201611200kan,tam,RussRy00,def_int_td,0,,,,,
player,201611200kan,tam,RussRy00,def_int_long,0,,,,,
player,201611200kan,tam,RussRy00,pass_defended,0,,,,,
player,201611200kan,tam,RussRy00,sacks,0.0,,,,,
player,201611200kan,tam,RussRy00,tackles_combined,1,,,,,
player,201611200kan,tam,RussRy00,tackles_solo,1,,,,,
player,201611200kan,tam,RussRy00,tackles_assists,0,,,,,
player,201611200kan,tam,RussRy00,tackles_loss,0,,,,,
player,201611200kan,tam,RussRy00,qb_hits,1,,,,,
player,201611200kan,tam,RussRy00,fumbles_rec,0,,,,,
player,201611200kan,tam,RussRy00,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,RussRy00,fumbles_rec_td,0,,,,,
player,201611200kan,tam,RussRy00,fumbles_forced,0,,,,,
player,201611200kan,tam,SpenAk00,def_int,0,,,,,
player,201611200kan,tam,SpenAk00,def_int_yds,0,,,,,
player,201611200kan,tam,SpenAk00,def_int_td,0,,,,,
player,201611200kan,tam,SpenAk00,def_int_long,0,,,,,
player,201611200kan,tam,SpenAk00,pass_defended,0,,,,,
player,201611200kan,tam,SpenAk00,sacks,0.0,,,,,
player,201611200kan,tam,SpenAk00,tackles_combined,1,,,,,
player,201611200kan,tam,SpenAk00,tackles_solo,1,,,,,
player,201611200kan,tam,SpenAk00,tackles_assists,0,,,,,
player,201611200kan,tam,SpenAk00,tackles_loss,0,,,,,
player,201611200kan,tam,SpenAk00,qb_hits,0,,,,,
player,201611200kan,tam,SpenAk00,fumbles_rec,0,,,,,
player,201611200kan,tam,SpenAk00,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,SpenAk00,fumbles_rec_td,0,,,,,
player,201611200kan,tam,SpenAk00,fumbles_forced,0,,,,,
player,201611200kan,tam,McCoGe99,def_int,0,,,,,
player,201611200kan,tam,McCoGe99,def_int_yds,0,,,,,
player,201611200kan,tam,McCoGe99,def_int_td,0,,,,,
player,201611200kan,tam,McCoGe99,def_int_long,0,,,,,
player,201611200kan,tam,McCoGe99,pass_defended,1,,,,,
player,201611200kan,tam,McCoGe99,sacks,0.0,,,,,
player,201611200kan,tam,McCoGe99,tackles_combined,0,,,,,
player,201611200kan,tam,McCoGe99,tackles_solo,0,,,,,
player,201611200kan,tam,McCoGe99,tackles_assists,0,,,,,
player,201611200kan,tam,McCoGe99,tackles_loss,0,,,,,
player,201611200kan,tam,McCoGe99,qb_hits,0,,,,,
player,201611200kan,tam,McCoGe99,fumbles_rec,1,,,,,
player,201611200kan,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201611200kan,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201611200kan,tam,McCoGe99,fumbles_forced,0,,,,,
player,201611200kan,kan,WilsRa00,def_int,0,,,,,
player,201611200kan,kan,WilsRa00,def_int_yds,0,,,,,
player,201611200kan,kan,WilsRa00,def_int_td,0,,,,,
player,201611200kan,kan,WilsRa00,def_int_long,0,,,,,
player,201611200kan,kan,WilsRa00,pass_defended,0,,,,,
player,201611200kan,kan,WilsRa00,sacks,0.0,,,,,
player,201611200kan,kan,WilsRa00,tackles_combined,8,,,,,
player,201611200kan,kan,WilsRa00,tackles_solo,7,,,,,
player,201611200kan,kan,WilsRa00,tackles_assists,1,,,,,
player,201611200kan,kan,WilsRa00,tackles_loss,1,,,,,
player,201611200kan,kan,WilsRa00,qb_hits,0,,,,,
player,201611200kan,kan,WilsRa00,fumbles_rec,0,,,,,
player,201611200kan,kan,WilsRa00,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,WilsRa00,fumbles_rec_td,0,,,,,
player,201611200kan,kan,WilsRa00,fumbles_forced,0,,,,,
player,201611200kan,kan,JohnDe25,def_int,0,,,,,
player,201611200kan,kan,JohnDe25,def_int_yds,0,,,,,
player,201611200kan,kan,JohnDe25,def_int_td,0,,,,,
player,201611200kan,kan,JohnDe25,def_int_long,0,,,,,
player,201611200kan,kan,JohnDe25,pass_defended,0,,,,,
player,201611200kan,kan,JohnDe25,sacks,0.0,,,,,
player,201611200kan,kan,JohnDe25,tackles_combined,7,,,,,
player,201611200kan,kan,JohnDe25,tackles_solo,6,,,,,
player,201611200kan,kan,JohnDe25,tackles_assists,1,,,,,
player,201611200kan,kan,JohnDe25,tackles_loss,1,,,,,
player,201611200kan,kan,JohnDe25,qb_hits,0,,,,,
player,201611200kan,kan,JohnDe25,fumbles_rec,0,,,,,
player,201611200kan,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201611200kan,kan,JohnDe25,fumbles_forced,0,,,,,
player,201611200kan,kan,NelsSt01,def_int,0,,,,,
player,201611200kan,kan,NelsSt01,def_int_yds,0,,,,,
player,201611200kan,kan,NelsSt01,def_int_td,0,,,,,
player,201611200kan,kan,NelsSt01,def_int_long,0,,,,,
player,201611200kan,kan,NelsSt01,pass_defended,1,,,,,
player,201611200kan,kan,NelsSt01,sacks,0.0,,,,,
player,201611200kan,kan,NelsSt01,tackles_combined,7,,,,,
player,201611200kan,kan,NelsSt01,tackles_solo,7,,,,,
player,201611200kan,kan,NelsSt01,tackles_assists,0,,,,,
player,201611200kan,kan,NelsSt01,tackles_loss,0,,,,,
player,201611200kan,kan,NelsSt01,qb_hits,0,,,,,
player,201611200kan,kan,NelsSt01,fumbles_rec,1,,,,,
player,201611200kan,kan,NelsSt01,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,NelsSt01,fumbles_rec_td,0,,,,,
player,201611200kan,kan,NelsSt01,fumbles_forced,0,,,,,
player,201611200kan,kan,AckeKe00,def_int,0,,,,,
player,201611200kan,kan,AckeKe00,def_int_yds,0,,,,,
player,201611200kan,kan,AckeKe00,def_int_td,0,,,,,
player,201611200kan,kan,AckeKe00,def_int_long,0,,,,,
player,201611200kan,kan,AckeKe00,pass_defended,1,,,,,
player,201611200kan,kan,AckeKe00,sacks,0.0,,,,,
player,201611200kan,kan,AckeKe00,tackles_combined,6,,,,,
player,201611200kan,kan,AckeKe00,tackles_solo,6,,,,,
player,201611200kan,kan,AckeKe00,tackles_assists,0,,,,,
player,201611200kan,kan,AckeKe00,tackles_loss,0,,,,,
player,201611200kan,kan,AckeKe00,qb_hits,0,,,,,
player,201611200kan,kan,AckeKe00,fumbles_rec,0,,,,,
player,201611200kan,kan,AckeKe00,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,AckeKe00,fumbles_rec_td,0,,,,,
player,201611200kan,kan,AckeKe00,fumbles_forced,0,,,,,
player,201611200kan,kan,GainPh00,def_int,0,,,,,
player,201611200kan,kan,GainPh00,def_int_yds,0,,,,,
player,201611200kan,kan,GainPh00,def_int_td,0,,,,,
player,201611200kan,kan,GainPh00,def_int_long,0,,,,,
player,201611200kan,kan,GainPh00,pass_defended,0,,,,,
player,201611200kan,kan,GainPh00,sacks,0.0,,,,,
player,201611200kan,kan,GainPh00,tackles_combined,5,,,,,
player,201611200kan,kan,GainPh00,tackles_solo,4,,,,,
player,201611200kan,kan,GainPh00,tackles_assists,1,,,,,
player,201611200kan,kan,GainPh00,tackles_loss,0,,,,,
player,201611200kan,kan,GainPh00,qb_hits,0,,,,,
player,201611200kan,kan,GainPh00,fumbles_rec,0,,,,,
player,201611200kan,kan,GainPh00,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,GainPh00,fumbles_rec_td,0,,,,,
player,201611200kan,kan,GainPh00,fumbles_forced,0,,,,,
player,201611200kan,kan,NuneRa00,def_int,0,,,,,
player,201611200kan,kan,NuneRa00,def_int_yds,0,,,,,
player,201611200kan,kan,NuneRa00,def_int_td,0,,,,,
player,201611200kan,kan,NuneRa00,def_int_long,0,,,,,
player,201611200kan,kan,NuneRa00,pass_defended,0,,,,,
player,201611200kan,kan,NuneRa00,sacks,0.0,,,,,
player,201611200kan,kan,NuneRa00,tackles_combined,5,,,,,
player,201611200kan,kan,NuneRa00,tackles_solo,3,,,,,
player,201611200kan,kan,NuneRa00,tackles_assists,2,,,,,
player,201611200kan,kan,NuneRa00,tackles_loss,1,,,,,
player,201611200kan,kan,NuneRa00,qb_hits,0,,,,,
player,201611200kan,kan,NuneRa00,fumbles_rec,0,,,,,
player,201611200kan,kan,NuneRa00,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,NuneRa00,fumbles_rec_td,0,,,,,
player,201611200kan,kan,NuneRa00,fumbles_forced,0,,,,,
player,201611200kan,kan,ParkRo01,def_int,0,,,,,
player,201611200kan,kan,ParkRo01,def_int_yds,0,,,,,
player,201611200kan,kan,ParkRo01,def_int_td,0,,,,,
player,201611200kan,kan,ParkRo01,def_int_long,0,,,,,
player,201611200kan,kan,ParkRo01,pass_defended,1,,,,,
player,201611200kan,kan,ParkRo01,sacks,0.0,,,,,
player,201611200kan,kan,ParkRo01,tackles_combined,4,,,,,
player,201611200kan,kan,ParkRo01,tackles_solo,4,,,,,
player,201611200kan,kan,ParkRo01,tackles_assists,0,,,,,
player,201611200kan,kan,ParkRo01,tackles_loss,0,,,,,
player,201611200kan,kan,ParkRo01,qb_hits,0,,,,,
player,201611200kan,kan,ParkRo01,fumbles_rec,0,,,,,
player,201611200kan,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201611200kan,kan,ParkRo01,fumbles_forced,0,,,,,
player,201611200kan,kan,BerrEr99,def_int,0,,,,,
player,201611200kan,kan,BerrEr99,def_int_yds,0,,,,,
player,201611200kan,kan,BerrEr99,def_int_td,0,,,,,
player,201611200kan,kan,BerrEr99,def_int_long,0,,,,,
player,201611200kan,kan,BerrEr99,pass_defended,0,,,,,
player,201611200kan,kan,BerrEr99,sacks,0.0,,,,,
player,201611200kan,kan,BerrEr99,tackles_combined,3,,,,,
player,201611200kan,kan,BerrEr99,tackles_solo,2,,,,,
player,201611200kan,kan,BerrEr99,tackles_assists,1,,,,,
player,201611200kan,kan,BerrEr99,tackles_loss,0,,,,,
player,201611200kan,kan,BerrEr99,qb_hits,0,,,,,
player,201611200kan,kan,BerrEr99,fumbles_rec,0,,,,,
player,201611200kan,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201611200kan,kan,BerrEr99,fumbles_forced,0,,,,,
player,201611200kan,kan,HaliTa20,def_int,0,,,,,
player,201611200kan,kan,HaliTa20,def_int_yds,0,,,,,
player,201611200kan,kan,HaliTa20,def_int_td,0,,,,,
player,201611200kan,kan,HaliTa20,def_int_long,0,,,,,
player,201611200kan,kan,HaliTa20,pass_defended,0,,,,,
player,201611200kan,kan,HaliTa20,sacks,0.0,,,,,
player,201611200kan,kan,HaliTa20,tackles_combined,2,,,,,
player,201611200kan,kan,HaliTa20,tackles_solo,1,,,,,
player,201611200kan,kan,HaliTa20,tackles_assists,1,,,,,
player,201611200kan,kan,HaliTa20,tackles_loss,0,,,,,
player,201611200kan,kan,HaliTa20,qb_hits,0,,,,,
player,201611200kan,kan,HaliTa20,fumbles_rec,0,,,,,
player,201611200kan,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201611200kan,kan,HaliTa20,fumbles_forced,0,,,,,
player,201611200kan,kan,HousJu00,def_int,0,,,,,
player,201611200kan,kan,HousJu00,def_int_yds,0,,,,,
player,201611200kan,kan,HousJu00,def_int_td,0,,,,,
player,201611200kan,kan,HousJu00,def_int_long,0,,,,,
player,201611200kan,kan,HousJu00,pass_defended,0,,,,,
player,201611200kan,kan,HousJu00,sacks,0.0,,,,,
player,201611200kan,kan,HousJu00,tackles_combined,2,,,,,
player,201611200kan,kan,HousJu00,tackles_solo,2,,,,,
player,201611200kan,kan,HousJu00,tackles_assists,0,,,,,
player,201611200kan,kan,HousJu00,tackles_loss,1,,,,,
player,201611200kan,kan,HousJu00,qb_hits,1,,,,,
player,201611200kan,kan,HousJu00,fumbles_rec,0,,,,,
player,201611200kan,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201611200kan,kan,HousJu00,fumbles_forced,0,,,,,
player,201611200kan,kan,PoexDo00,def_int,0,,,,,
player,201611200kan,kan,PoexDo00,def_int_yds,0,,,,,
player,201611200kan,kan,PoexDo00,def_int_td,0,,,,,
player,201611200kan,kan,PoexDo00,def_int_long,0,,,,,
player,201611200kan,kan,PoexDo00,pass_defended,1,,,,,
player,201611200kan,kan,PoexDo00,sacks,0.0,,,,,
player,201611200kan,kan,PoexDo00,tackles_combined,2,,,,,
player,201611200kan,kan,PoexDo00,tackles_solo,2,,,,,
player,201611200kan,kan,PoexDo00,tackles_assists,0,,,,,
player,201611200kan,kan,PoexDo00,tackles_loss,0,,,,,
player,201611200kan,kan,PoexDo00,qb_hits,1,,,,,
player,201611200kan,kan,PoexDo00,fumbles_rec,0,,,,,
player,201611200kan,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201611200kan,kan,PoexDo00,fumbles_forced,0,,,,,
player,201611200kan,kan,SoreDa01,def_int,0,,,,,
player,201611200kan,kan,SoreDa01,def_int_yds,0,,,,,
player,201611200kan,kan,SoreDa01,def_int_td,0,,,,,
player,201611200kan,kan,SoreDa01,def_int_long,0,,,,,
player,201611200kan,kan,SoreDa01,pass_defended,0,,,,,
player,201611200kan,kan,SoreDa01,sacks,0.0,,,,,
player,201611200kan,kan,SoreDa01,tackles_combined,2,,,,,
player,201611200kan,kan,SoreDa01,tackles_solo,1,,,,,
player,201611200kan,kan,SoreDa01,tackles_assists,1,,,,,
player,201611200kan,kan,SoreDa01,tackles_loss,0,,,,,
player,201611200kan,kan,SoreDa01,qb_hits,0,,,,,
player,201611200kan,kan,SoreDa01,fumbles_rec,0,,,,,
player,201611200kan,kan,SoreDa01,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,SoreDa01,fumbles_rec_td,0,,,,,
player,201611200kan,kan,SoreDa01,fumbles_forced,0,,,,,
player,201611200kan,kan,ZombFr00,def_int,0,,,,,
player,201611200kan,kan,ZombFr00,def_int_yds,0,,,,,
player,201611200kan,kan,ZombFr00,def_int_td,0,,,,,
player,201611200kan,kan,ZombFr00,def_int_long,0,,,,,
player,201611200kan,kan,ZombFr00,pass_defended,0,,,,,
player,201611200kan,kan,ZombFr00,sacks,0.0,,,,,
player,201611200kan,kan,ZombFr00,tackles_combined,2,,,,,
player,201611200kan,kan,ZombFr00,tackles_solo,2,,,,,
player,201611200kan,kan,ZombFr00,tackles_assists,0,,,,,
player,201611200kan,kan,ZombFr00,tackles_loss,0,,,,,
player,201611200kan,kan,ZombFr00,qb_hits,0,,,,,
player,201611200kan,kan,ZombFr00,fumbles_rec,0,,,,,
player,201611200kan,kan,ZombFr00,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,ZombFr00,fumbles_rec_td,0,,,,,
player,201611200kan,kan,ZombFr00,fumbles_forced,0,,,,,
player,201611200kan,kan,FordDe00,def_int,0,,,,,
player,201611200kan,kan,FordDe00,def_int_yds,0,,,,,
player,201611200kan,kan,FordDe00,def_int_td,0,,,,,
player,201611200kan,kan,FordDe00,def_int_long,0,,,,,
player,201611200kan,kan,FordDe00,pass_defended,0,,,,,
player,201611200kan,kan,FordDe00,sacks,0.0,,,,,
player,201611200kan,kan,FordDe00,tackles_combined,1,,,,,
player,201611200kan,kan,FordDe00,tackles_solo,1,,,,,
player,201611200kan,kan,FordDe00,tackles_assists,0,,,,,
player,201611200kan,kan,FordDe00,tackles_loss,1,,,,,
player,201611200kan,kan,FordDe00,qb_hits,0,,,,,
player,201611200kan,kan,FordDe00,fumbles_rec,0,,,,,
player,201611200kan,kan,FordDe00,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,FordDe00,fumbles_rec_td,0,,,,,
player,201611200kan,kan,FordDe00,fumbles_forced,0,,,,,
player,201611200kan,kan,JoneCh09,def_int,0,,,,,
player,201611200kan,kan,JoneCh09,def_int_yds,0,,,,,
player,201611200kan,kan,JoneCh09,def_int_td,0,,,,,
player,201611200kan,kan,JoneCh09,def_int_long,0,,,,,
player,201611200kan,kan,JoneCh09,pass_defended,1,,,,,
player,201611200kan,kan,JoneCh09,sacks,0.0,,,,,
player,201611200kan,kan,JoneCh09,tackles_combined,1,,,,,
player,201611200kan,kan,JoneCh09,tackles_solo,1,,,,,
player,201611200kan,kan,JoneCh09,tackles_assists,0,,,,,
player,201611200kan,kan,JoneCh09,tackles_loss,0,,,,,
player,201611200kan,kan,JoneCh09,qb_hits,2,,,,,
player,201611200kan,kan,JoneCh09,fumbles_rec,0,,,,,
player,201611200kan,kan,JoneCh09,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,JoneCh09,fumbles_rec_td,0,,,,,
player,201611200kan,kan,JoneCh09,fumbles_forced,0,,,,,
player,201611200kan,kan,MurrEr00,def_int,0,,,,,
player,201611200kan,kan,MurrEr00,def_int_yds,0,,,,,
player,201611200kan,kan,MurrEr00,def_int_td,0,,,,,
player,201611200kan,kan,MurrEr00,def_int_long,0,,,,,
player,201611200kan,kan,MurrEr00,pass_defended,0,,,,,
player,201611200kan,kan,MurrEr00,sacks,0.0,,,,,
player,201611200kan,kan,MurrEr00,tackles_combined,1,,,,,
player,201611200kan,kan,MurrEr00,tackles_solo,1,,,,,
player,201611200kan,kan,MurrEr00,tackles_assists,0,,,,,
player,201611200kan,kan,MurrEr00,tackles_loss,0,,,,,
player,201611200kan,kan,MurrEr00,qb_hits,0,,,,,
player,201611200kan,kan,MurrEr00,fumbles_rec,0,,,,,
player,201611200kan,kan,MurrEr00,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,MurrEr00,fumbles_rec_td,0,,,,,
player,201611200kan,kan,MurrEr00,fumbles_forced,0,,,,,
player,201611200kan,kan,ReyeKe00,def_int,0,,,,,
player,201611200kan,kan,ReyeKe00,def_int_yds,0,,,,,
player,201611200kan,kan,ReyeKe00,def_int_td,0,,,,,
player,201611200kan,kan,ReyeKe00,def_int_long,0,,,,,
player,201611200kan,kan,ReyeKe00,pass_defended,0,,,,,
player,201611200kan,kan,ReyeKe00,sacks,0.0,,,,,
player,201611200kan,kan,ReyeKe00,tackles_combined,1,,,,,
player,201611200kan,kan,ReyeKe00,tackles_solo,1,,,,,
player,201611200kan,kan,ReyeKe00,tackles_assists,0,,,,,
player,201611200kan,kan,ReyeKe00,tackles_loss,1,,,,,
player,201611200kan,kan,ReyeKe00,qb_hits,1,,,,,
player,201611200kan,kan,ReyeKe00,fumbles_rec,0,,,,,
player,201611200kan,kan,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,ReyeKe00,fumbles_rec_td,0,,,,,
player,201611200kan,kan,ReyeKe00,fumbles_forced,0,,,,,
player,201611200kan,kan,ThomDe05,def_int,0,,,,,
player,201611200kan,kan,ThomDe05,def_int_yds,0,,,,,
player,201611200kan,kan,ThomDe05,def_int_td,0,,,,,
player,201611200kan,kan,ThomDe05,def_int_long,0,,,,,
player,201611200kan,kan,ThomDe05,pass_defended,0,,,,,
player,201611200kan,kan,ThomDe05,sacks,0.0,,,,,
player,201611200kan,kan,ThomDe05,tackles_combined,1,,,,,
player,201611200kan,kan,ThomDe05,tackles_solo,1,,,,,
player,201611200kan,kan,ThomDe05,tackles_assists,0,,,,,
player,201611200kan,kan,ThomDe05,tackles_loss,0,,,,,
player,201611200kan,kan,ThomDe05,qb_hits,0,,,,,
player,201611200kan,kan,ThomDe05,fumbles_rec,0,,,,,
player,201611200kan,kan,ThomDe05,fumbles_rec_yds,0,,,,,
