game,2016,11,20161120,201611200kan,tam,"Tampa Bay Buccaneers",19,kan,"Kansas City Chiefs",17
player,201611200kan,kan,ThomDe05,fumbles_rec_td,0,,,,,
player,201611200kan,kan,ThomDe05,fumbles_forced,0,,,,,
player,201611200kan,kan,WilsAl02,def_int,0,,,,,
player,201611200kan,kan,WilsAl02,def_int_yds,,,,,,
player,201611200kan,kan,WilsAl02,def_int_td,0,,,,,
player,201611200kan,kan,WilsAl02,def_int_long,0,,,,,
player,201611200kan,kan,WilsAl02,pass_defended,0,,,,,
player,201611200kan,kan,WilsAl02,sacks,0.0,,,,,
player,201611200kan,kan,WilsAl02,tackles_combined,1,,,,,
player,201611200kan,kan,WilsAl02,tackles_solo,1,,,,,
player,201611200kan,kan,WilsAl02,tackles_assists,0,,,,,
player,201611200kan,kan,WilsAl02,tackles_loss,0,,,,,
player,201611200kan,kan,WilsAl02,qb_hits,0,,,,,
player,201611200kan,kan,WilsAl02,fumbles_rec,0,,,,,
player,201611200kan,kan,WilsAl02,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,WilsAl02,fumbles_rec_td,0,,,,,
player,201611200kan,kan,WilsAl02,fumbles_forced,0,,,,,
player,201611200kan,kan,WareSp00,def_int,0,,,,,
player,201611200kan,kan,WareSp00,def_int_yds,,,,,,
player,201611200kan,kan,WareSp00,def_int_td,0,,,,,
player,201611200kan,kan,WareSp00,def_int_long,0,,,,,
player,201611200kan,kan,WareSp00,pass_defended,0,,,,,
player,201611200kan,kan,WareSp00,sacks,0.0,,,,,
player,201611200kan,kan,WareSp00,tackles_combined,0,,,,,
player,201611200kan,kan,WareSp00,tackles_solo,0,,,,,
player,201611200kan,kan,WareSp00,tackles_assists,0,,,,,
player,201611200kan,kan,WareSp00,tackles_loss,,,,,,
player,201611200kan,kan,WareSp00,qb_hits,,,,,,
player,201611200kan,kan,WareSp00,fumbles_rec,1,,,,,
player,201611200kan,kan,WareSp00,fumbles_rec_yds,0,,,,,
player,201611200kan,kan,WareSp00,fumbles_rec_td,0,,,,,
player,201611200kan,kan,WareSp00,fumbles_forced,0,,,,,
player,201611200kan,tam,HumpAd00,kick_ret,1,,,,,
player,201611200kan,tam,HumpAd00,kick_ret_yds,9,,,,,
player,201611200kan,tam,HumpAd00,kick_ret_yds_per_ret,9.0,,,,,
player,201611200kan,tam,HumpAd00,kick_ret_td,0,,,,,
player,201611200kan,tam,HumpAd00,kick_ret_long,9,,,,,
player,201611200kan,tam,HumpAd00,punt_ret,1,,,,,
player,201611200kan,tam,HumpAd00,punt_ret_yds,13,,,,,
player,201611200kan,tam,HumpAd00,punt_ret_yds_per_ret,13.0,,,,,
player,201611200kan,tam,HumpAd00,punt_ret_td,0,,,,,
player,201611200kan,tam,HumpAd00,punt_ret_long,13,,,,,
player,201611200kan,tam,SmitRy00,kick_ret,1,,,,,
player,201611200kan,tam,SmitRy00,kick_ret_yds,22,,,,,
player,201611200kan,tam,SmitRy00,kick_ret_yds_per_ret,22.0,,,,,
player,201611200kan,tam,SmitRy00,kick_ret_td,0,,,,,
player,201611200kan,tam,SmitRy00,kick_ret_long,22,,,,,
player,201611200kan,tam,SmitRy00,punt_ret,0,,,,,
player,201611200kan,tam,SmitRy00,punt_ret_yds,0,,,,,
player,201611200kan,tam,SmitRy00,punt_ret_yds_per_ret,,,,,,
player,201611200kan,tam,SmitRy00,punt_ret_td,0,,,,,
player,201611200kan,tam,SmitRy00,punt_ret_long,0,,,,,
player,201611200kan,kan,HillTy00,kick_ret,1,,,,,
player,201611200kan,kan,HillTy00,kick_ret_yds,21,,,,,
player,201611200kan,kan,HillTy00,kick_ret_yds_per_ret,21.0,,,,,
player,201611200kan,kan,HillTy00,kick_ret_td,0,,,,,
player,201611200kan,kan,HillTy00,kick_ret_long,21,,,,,
player,201611200kan,kan,HillTy00,punt_ret,1,,,,,
player,201611200kan,kan,HillTy00,punt_ret_yds,20,,,,,
player,201611200kan,kan,HillTy00,punt_ret_yds_per_ret,20.0,,,,,
player,201611200kan,kan,HillTy00,punt_ret_td,0,,,,,
player,201611200kan,kan,HillTy00,punt_ret_long,20,,,,,
player,201611200kan,kan,DaviKn00,kick_ret,2,,,,,
player,201611200kan,kan,DaviKn00,kick_ret_yds,42,,,,,
player,201611200kan,kan,DaviKn00,kick_ret_yds_per_ret,21.0,,,,,
player,201611200kan,kan,DaviKn00,kick_ret_td,0,,,,,
player,201611200kan,kan,DaviKn00,kick_ret_long,22,,,,,
player,201611200kan,kan,DaviKn00,punt_ret,0,,,,,
player,201611200kan,kan,DaviKn00,punt_ret_yds,0,,,,,
player,201611200kan,kan,DaviKn00,punt_ret_yds_per_ret,,,,,,
player,201611200kan,kan,DaviKn00,punt_ret_td,0,,,,,
player,201611200kan,kan,DaviKn00,punt_ret_long,0,,,,,
player,201611200kan,kan,ThomDe05,kick_ret,2,,,,,
player,201611200kan,kan,ThomDe05,kick_ret_yds,42,,,,,
player,201611200kan,kan,ThomDe05,kick_ret_yds_per_ret,21.0,,,,,
player,201611200kan,kan,ThomDe05,kick_ret_td,0,,,,,
player,201611200kan,kan,ThomDe05,kick_ret_long,22,,,,,
player,201611200kan,kan,ThomDe05,punt_ret,0,,,,,
player,201611200kan,kan,ThomDe05,punt_ret_yds,0,,,,,
player,201611200kan,kan,ThomDe05,punt_ret_yds_per_ret,,,,,,
player,201611200kan,kan,ThomDe05,punt_ret_td,0,,,,,
player,201611200kan,kan,ThomDe05,punt_ret_long,0,,,,,
player,201611200kan,tam,AguaRo00,xpm,1,,,,,
player,201611200kan,tam,AguaRo00,xpa,1,,,,,
player,201611200kan,tam,AguaRo00,fgm,4,,,,,
player,201611200kan,tam,AguaRo00,fga,4,,,,,
player,201611200kan,tam,AguaRo00,punt,0,,,,,
player,201611200kan,tam,AguaRo00,punt_yds,0,,,,,
player,201611200kan,tam,AguaRo00,punt_yds_per_punt,,,,,,
player,201611200kan,tam,AguaRo00,punt_long,0,,,,,
player,201611200kan,tam,AngeBr00,xpm,,,,,,
player,201611200kan,tam,AngeBr00,xpa,,,,,,
player,201611200kan,tam,AngeBr00,fgm,,,,,,
player,201611200kan,tam,AngeBr00,fga,,,,,,
player,201611200kan,tam,AngeBr00,punt,2,,,,,
player,201611200kan,tam,AngeBr00,punt_yds,80,,,,,
player,201611200kan,tam,AngeBr00,punt_yds_per_punt,40.0,,,,,
player,201611200kan,tam,AngeBr00,punt_long,44,,,,,
player,201611200kan,kan,SantCa01,xpm,2,,,,,
player,201611200kan,kan,SantCa01,xpa,2,,,,,
player,201611200kan,kan,SantCa01,fgm,1,,,,,
player,201611200kan,kan,SantCa01,fga,1,,,,,
player,201611200kan,kan,SantCa01,punt,0,,,,,
player,201611200kan,kan,SantCa01,punt_yds,0,,,,,
player,201611200kan,kan,SantCa01,punt_yds_per_punt,,,,,,
player,201611200kan,kan,SantCa01,punt_long,0,,,,,
player,201611200kan,kan,ColqDu20,xpm,,,,,,
player,201611200kan,kan,ColqDu20,xpa,,,,,,
player,201611200kan,kan,ColqDu20,fgm,,,,,,
player,201611200kan,kan,ColqDu20,fga,,,,,,
player,201611200kan,kan,ColqDu20,punt,3,,,,,
player,201611200kan,kan,ColqDu20,punt_yds,130,,,,,
player,201611200kan,kan,ColqDu20,punt_yds_per_punt,43.3,,,,,
player,201611200kan,kan,ColqDu20,punt_long,58,,,,,
player,201611200kan,kan,MorsMi00,pos,C,,,,,
player,201611200kan,kan,MorsMi00,offense,53,,,,,
player,201611200kan,kan,MorsMi00,off_pct,100%,,,,,
player,201611200kan,kan,MorsMi00,defense,0,,,,,
player,201611200kan,kan,MorsMi00,def_pct,0%,,,,,
player,201611200kan,kan,MorsMi00,special_teams,3,,,,,
player,201611200kan,kan,MorsMi00,st_pct,13%,,,,,
player,201611200kan,kan,FultZa00,pos,G,,,,,
player,201611200kan,kan,FultZa00,offense,53,,,,,
player,201611200kan,kan,FultZa00,off_pct,100%,,,,,
player,201611200kan,kan,FultZa00,defense,0,,,,,
player,201611200kan,kan,FultZa00,def_pct,0%,,,,,
player,201611200kan,kan,FultZa00,special_teams,3,,,,,
player,201611200kan,kan,FultZa00,st_pct,13%,,,,,
player,201611200kan,kan,FishEr00,pos,T,,,,,
player,201611200kan,kan,FishEr00,offense,53,,,,,
player,201611200kan,kan,FishEr00,off_pct,100%,,,,,
player,201611200kan,kan,FishEr00,defense,0,,,,,
player,201611200kan,kan,FishEr00,def_pct,0%,,,,,
player,201611200kan,kan,FishEr00,special_teams,3,,,,,
player,201611200kan,kan,FishEr00,st_pct,13%,,,,,
player,201611200kan,kan,DuveLa00,pos,G,,,,,
player,201611200kan,kan,DuveLa00,offense,53,,,,,
player,201611200kan,kan,DuveLa00,off_pct,100%,,,,,
player,201611200kan,kan,DuveLa00,defense,0,,,,,
player,201611200kan,kan,DuveLa00,def_pct,0%,,,,,
player,201611200kan,kan,DuveLa00,special_teams,2,,,,,
player,201611200kan,kan,DuveLa00,st_pct,9%,,,,,
player,201611200kan,kan,SchwMi00,pos,T,,,,,
player,201611200kan,kan,SchwMi00,offense,53,,,,,
player,201611200kan,kan,SchwMi00,off_pct,100%,,,,,
player,201611200kan,kan,SchwMi00,defense,0,,,,,
player,201611200kan,kan,SchwMi00,def_pct,0%,,,,,
player,201611200kan,kan,SchwMi00,special_teams,1,,,,,
player,201611200kan,kan,SchwMi00,st_pct,4%,,,,,
player,201611200kan,kan,SmitAl03,pos,QB,,,,,
player,201611200kan,kan,SmitAl03,offense,53,,,,,
player,201611200kan,kan,SmitAl03,off_pct,100%,,,,,
player,201611200kan,kan,SmitAl03,defense,0,,,,,
player,201611200kan,kan,SmitAl03,def_pct,0%,,,,,
player,201611200kan,kan,SmitAl03,special_teams,0,,,,,
player,201611200kan,kan,SmitAl03,st_pct,0%,,,,,
player,201611200kan,kan,ConlCh00,pos,WR,,,,,
player,201611200kan,kan,ConlCh00,offense,51,,,,,
player,201611200kan,kan,ConlCh00,off_pct,96%,,,,,
player,201611200kan,kan,ConlCh00,defense,0,,,,,
player,201611200kan,kan,ConlCh00,def_pct,0%,,,,,
player,201611200kan,kan,ConlCh00,special_teams,1,,,,,
player,201611200kan,kan,ConlCh00,st_pct,4%,,,,,
player,201611200kan,kan,KelcTr00,pos,TE,,,,,
player,201611200kan,kan,KelcTr00,offense,44,,,,,
player,201611200kan,kan,KelcTr00,off_pct,83%,,,,,
player,201611200kan,kan,KelcTr00,defense,0,,,,,
player,201611200kan,kan,KelcTr00,def_pct,0%,,,,,
player,201611200kan,kan,KelcTr00,special_teams,0,,,,,
player,201611200kan,kan,KelcTr00,st_pct,0%,,,,,
player,201611200kan,kan,WareSp00,pos,FB,,,,,
player,201611200kan,kan,WareSp00,offense,41,,,,,
player,201611200kan,kan,WareSp00,off_pct,77%,,,,,
player,201611200kan,kan,WareSp00,defense,0,,,,,
player,201611200kan,kan,WareSp00,def_pct,0%,,,,,
player,201611200kan,kan,WareSp00,special_teams,0,,,,,
player,201611200kan,kan,WareSp00,st_pct,0%,,,,,
player,201611200kan,kan,WilsAl02,pos,WR,,,,,
player,201611200kan,kan,WilsAl02,offense,40,,,,,
player,201611200kan,kan,WilsAl02,off_pct,75%,,,,,
player,201611200kan,kan,WilsAl02,defense,0,,,,,
player,201611200kan,kan,WilsAl02,def_pct,0%,,,,,
player,201611200kan,kan,WilsAl02,special_teams,9,,,,,
player,201611200kan,kan,WilsAl02,st_pct,39%,,,,,
player,201611200kan,kan,HillTy00,pos,WR,,,,,
player,201611200kan,kan,HillTy00,offense,36,,,,,
player,201611200kan,kan,HillTy00,off_pct,68%,,,,,
player,201611200kan,kan,HillTy00,defense,0,,,,,
player,201611200kan,kan,HillTy00,def_pct,0%,,,,,
player,201611200kan,kan,HillTy00,special_teams,4,,,,,
player,201611200kan,kan,HillTy00,st_pct,17%,,,,,
player,201611200kan,kan,HarrDe03,pos,TE,,,,,
player,201611200kan,kan,HarrDe03,offense,20,,,,,
player,201611200kan,kan,HarrDe03,off_pct,38%,,,,,
player,201611200kan,kan,HarrDe03,defense,0,,,,,
player,201611200kan,kan,HarrDe03,def_pct,0%,,,,,
player,201611200kan,kan,HarrDe03,special_teams,14,,,,,
player,201611200kan,kan,HarrDe03,st_pct,61%,,,,,
player,201611200kan,kan,WestCh01,pos,RB,,,,,
player,201611200kan,kan,WestCh01,offense,10,,,,,
player,201611200kan,kan,WestCh01,off_pct,19%,,,,,
player,201611200kan,kan,WestCh01,defense,0,,,,,
player,201611200kan,kan,WestCh01,def_pct,0%,,,,,
player,201611200kan,kan,WestCh01,special_teams,0,,,,,
player,201611200kan,kan,WestCh01,st_pct,0%,,,,,
player,201611200kan,kan,SherAn00,pos,FB,,,,,
player,201611200kan,kan,SherAn00,offense,8,,,,,
player,201611200kan,kan,SherAn00,off_pct,15%,,,,,
player,201611200kan,kan,SherAn00,defense,0,,,,,
player,201611200kan,kan,SherAn00,def_pct,0%,,,,,
player,201611200kan,kan,SherAn00,special_teams,15,,,,,
player,201611200kan,kan,SherAn00,st_pct,65%,,,,,
player,201611200kan,kan,O'ShJa00,pos,TE,,,,,
player,201611200kan,kan,O'ShJa00,offense,6,,,,,
player,201611200kan,kan,O'ShJa00,off_pct,11%,,,,,
player,201611200kan,kan,O'ShJa00,defense,0,,,,,
player,201611200kan,kan,O'ShJa00,def_pct,0%,,,,,
player,201611200kan,kan,O'ShJa00,special_teams,15,,,,,
player,201611200kan,kan,O'ShJa00,st_pct,65%,,,,,
player,201611200kan,kan,TravRo00,pos,TE,,,,,
player,201611200kan,kan,TravRo00,offense,4,,,,,
player,201611200kan,kan,TravRo00,off_pct,8%,,,,,
player,201611200kan,kan,TravRo00,defense,0,,,,,
player,201611200kan,kan,TravRo00,def_pct,0%,,,,,
player,201611200kan,kan,TravRo00,special_teams,0,,,,,
player,201611200kan,kan,TravRo00,st_pct,0%,,,,,
player,201611200kan,kan,ThomDe05,pos,WR,,,,,
player,201611200kan,kan,ThomDe05,offense,3,,,,,
player,201611200kan,kan,ThomDe05,off_pct,6%,,,,,
player,201611200kan,kan,ThomDe05,defense,0,,,,,
player,201611200kan,kan,ThomDe05,def_pct,0%,,,,,
player,201611200kan,kan,ThomDe05,special_teams,15,,,,,
player,201611200kan,kan,ThomDe05,st_pct,65%,,,,,
player,201611200kan,kan,DaviKn00,pos,RB,,,,,
player,201611200kan,kan,DaviKn00,offense,2,,,,,
player,201611200kan,kan,DaviKn00,off_pct,4%,,,,,
player,201611200kan,kan,DaviKn00,defense,0,,,,,
player,201611200kan,kan,DaviKn00,def_pct,0%,,,,,
player,201611200kan,kan,DaviKn00,special_teams,3,,,,,
player,201611200kan,kan,DaviKn00,st_pct,13%,,,,,
player,201611200kan,kan,NelsSt01,pos,CB,,,,,
player,201611200kan,kan,NelsSt01,offense,0,,,,,
player,201611200kan,kan,NelsSt01,off_pct,0%,,,,,
player,201611200kan,kan,NelsSt01,defense,77,,,,,
player,201611200kan,kan,NelsSt01,def_pct,100%,,,,,
player,201611200kan,kan,NelsSt01,special_teams,2,,,,,
player,201611200kan,kan,NelsSt01,st_pct,9%,,,,,
player,201611200kan,kan,JohnDe25,pos,LB,,,,,
player,201611200kan,kan,JohnDe25,offense,0,,,,,
player,201611200kan,kan,JohnDe25,off_pct,0%,,,,,
player,201611200kan,kan,JohnDe25,defense,77,,,,,
player,201611200kan,kan,JohnDe25,def_pct,100%,,,,,
player,201611200kan,kan,JohnDe25,special_teams,0,,,,,
player,201611200kan,kan,JohnDe25,st_pct,0%,,,,,
player,201611200kan,kan,ParkRo01,pos,FS,,,,,
player,201611200kan,kan,ParkRo01,offense,0,,,,,
player,201611200kan,kan,ParkRo01,off_pct,0%,,,,,
player,201611200kan,kan,ParkRo01,defense,77,,,,,
player,201611200kan,kan,ParkRo01,def_pct,100%,,,,,
player,201611200kan,kan,ParkRo01,special_teams,0,,,,,
player,201611200kan,kan,ParkRo01,st_pct,0%,,,,,
player,201611200kan,kan,BerrEr99,pos,SS,,,,,
player,201611200kan,kan,BerrEr99,offense,0,,,,,
player,201611200kan,kan,BerrEr99,off_pct,0%,,,,,
player,201611200kan,kan,BerrEr99,defense,76,,,,,
player,201611200kan,kan,BerrEr99,def_pct,99%,,,,,
player,201611200kan,kan,BerrEr99,special_teams,0,,,,,
player,201611200kan,kan,BerrEr99,st_pct,0%,,,,,
player,201611200kan,kan,AckeKe00,pos,CB,,,,,
player,201611200kan,kan,AckeKe00,offense,0,,,,,
player,201611200kan,kan,AckeKe00,off_pct,0%,,,,,
player,201611200kan,kan,AckeKe00,defense,74,,,,,
player,201611200kan,kan,AckeKe00,def_pct,96%,,,,,
player,201611200kan,kan,AckeKe00,special_teams,0,,,,,
player,201611200kan,kan,AckeKe00,st_pct,0%,,,,,
player,201611200kan,kan,PoexDo00,pos,NT,,,,,
player,201611200kan,kan,PoexDo00,offense,0,,,,,
player,201611200kan,kan,PoexDo00,off_pct,0%,,,,,
player,201611200kan,kan,PoexDo00,defense,66,,,,,
player,201611200kan,kan,PoexDo00,def_pct,86%,,,,,
player,201611200kan,kan,PoexDo00,special_teams,5,,,,,
player,201611200kan,kan,PoexDo00,st_pct,22%,,,,,
player,201611200kan,kan,HousJu00,pos,LB,,,,,
player,201611200kan,kan,HousJu00,offense,0,,,,,
player,201611200kan,kan,HousJu00,off_pct,0%,,,,,
player,201611200kan,kan,HousJu00,defense,55,,,,,
player,201611200kan,kan,HousJu00,def_pct,71%,,,,,
player,201611200kan,kan,HousJu00,special_teams,0,,,,,
player,201611200kan,kan,HousJu00,st_pct,0%,,,,,
player,201611200kan,kan,JoneCh09,pos,DE,,,,,
player,201611200kan,kan,JoneCh09,offense,0,,,,,
player,201611200kan,kan,JoneCh09,off_pct,0%,,,,,
player,201611200kan,kan,JoneCh09,defense,51,,,,,
player,201611200kan,kan,JoneCh09,def_pct,66%,,,,,
player,201611200kan,kan,JoneCh09,special_teams,4,,,,,
player,201611200kan,kan,JoneCh09,st_pct,17%,,,,,
player,201611200kan,kan,NuneRa00,pos,NT,,,,,
player,201611200kan,kan,NuneRa00,offense,0,,,,,
player,201611200kan,kan,NuneRa00,off_pct,0%,,,,,
player,201611200kan,kan,NuneRa00,defense,47,,,,,
player,201611200kan,kan,NuneRa00,def_pct,61%,,,,,
player,201611200kan,kan,NuneRa00,special_teams,5,,,,,
player,201611200kan,kan,NuneRa00,st_pct,22%,,,,,
player,201611200kan,kan,WilsRa00,pos,LB,,,,,
player,201611200kan,kan,WilsRa00,offense,0,,,,,
player,201611200kan,kan,WilsRa00,off_pct,0%,,,,,
player,201611200kan,kan,WilsRa00,defense,44,,,,,
player,201611200kan,kan,WilsRa00,def_pct,57%,,,,,
player,201611200kan,kan,WilsRa00,special_teams,5,,,,,
player,201611200kan,kan,WilsRa00,st_pct,22%,,,,,
player,201611200kan,kan,GainPh00,pos,CB,,,,,
player,201611200kan,kan,GainPh00,offense,0,,,,,
player,201611200kan,kan,GainPh00,off_pct,0%,,,,,
player,201611200kan,kan,GainPh00,defense,41,,,,,
player,201611200kan,kan,GainPh00,def_pct,53%,,,,,
player,201611200kan,kan,GainPh00,special_teams,0,,,,,
player,201611200kan,kan,GainPh00,st_pct,0%,,,,,
player,201611200kan,kan,FordDe00,pos,LB,,,,,
player,201611200kan,kan,FordDe00,offense,0,,,,,
player,201611200kan,kan,FordDe00,off_pct,0%,,,,,
player,201611200kan,kan,FordDe00,defense,36,,,,,
player,201611200kan,kan,FordDe00,def_pct,47%,,,,,
player,201611200kan,kan,FordDe00,special_teams,0,,,,,
player,201611200kan,kan,FordDe00,st_pct,0%,,,,,
player,201611200kan,kan,ZombFr00,pos,LB,,,,,
player,201611200kan,kan,ZombFr00,offense,0,,,,,
player,201611200kan,kan,ZombFr00,off_pct,0%,,,,,
player,201611200kan,kan,ZombFr00,defense,32,,,,,
player,201611200kan,kan,ZombFr00,def_pct,42%,,,,,
player,201611200kan,kan,ZombFr00,special_teams,16,,,,,
player,201611200kan,kan,ZombFr00,st_pct,70%,,,,,
player,201611200kan,kan,HaliTa20,pos,LB,,,,,
player,201611200kan,kan,HaliTa20,offense,0,,,,,
player,201611200kan,kan,HaliTa20,off_pct,0%,,,,,
player,201611200kan,kan,HaliTa20,defense,30,,,,,
player,201611200kan,kan,HaliTa20,def_pct,39%,,,,,
player,201611200kan,kan,HaliTa20,special_teams,0,,,,,
player,201611200kan,kan,HaliTa20,st_pct,0%,,,,,
player,201611200kan,kan,SoreDa01,pos,SS,,,,,
player,201611200kan,kan,SoreDa01,offense,0,,,,,
player,201611200kan,kan,SoreDa01,off_pct,0%,,,,,
player,201611200kan,kan,SoreDa01,defense,26,,,,,
player,201611200kan,kan,SoreDa01,def_pct,34%,,,,,
player,201611200kan,kan,SoreDa01,special_teams,20,,,,,
player,201611200kan,kan,SoreDa01,st_pct,87%,,,,,
player,201611200kan,kan,ReyeKe00,pos,DE,,,,,
player,201611200kan,kan,ReyeKe00,offense,0,,,,,
player,201611200kan,kan,ReyeKe00,off_pct,0%,,,,,
player,201611200kan,kan,ReyeKe00,defense,23,,,,,
player,201611200kan,kan,ReyeKe00,def_pct,30%,,,,,
player,201611200kan,kan,ReyeKe00,special_teams,5,,,,,
player,201611200kan,kan,ReyeKe00,st_pct,22%,,,,,
player,201611200kan,kan,JenkJa01,pos,DE,,,,,
player,201611200kan,kan,JenkJa01,offense,0,,,,,
player,201611200kan,kan,JenkJa01,off_pct,0%,,,,,
player,201611200kan,kan,JenkJa01,defense,14,,,,,
player,201611200kan,kan,JenkJa01,def_pct,18%,,,,,
player,201611200kan,kan,JenkJa01,special_teams,1,,,,,
player,201611200kan,kan,JenkJa01,st_pct,4%,,,,,
player,201611200kan,kan,MurrEr00,pos,FS,,,,,
player,201611200kan,kan,MurrEr00,offense,0,,,,,
player,201611200kan,kan,MurrEr00,off_pct,0%,,,,,
player,201611200kan,kan,MurrEr00,defense,1,,,,,
player,201611200kan,kan,MurrEr00,def_pct,1%,,,,,
player,201611200kan,kan,MurrEr00,special_teams,20,,,,,
player,201611200kan,kan,MurrEr00,st_pct,87%,,,,,
player,201611200kan,kan,AlexD.00,pos,LB,,,,,
player,201611200kan,kan,AlexD.00,offense,0,,,,,
player,201611200kan,kan,AlexD.00,off_pct,0%,,,,,
player,201611200kan,kan,AlexD.00,defense,0,,,,,
player,201611200kan,kan,AlexD.00,def_pct,0%,,,,,
player,201611200kan,kan,AlexD.00,special_teams,20,,,,,
player,201611200kan,kan,AlexD.00,st_pct,87%,,,,,
player,201611200kan,kan,RobiDe01,pos,WR,,,,,
player,201611200kan,kan,RobiDe01,offense,0,,,,,
player,201611200kan,kan,RobiDe01,off_pct,0%,,,,,
player,201611200kan,kan,RobiDe01,defense,0,,,,,
player,201611200kan,kan,RobiDe01,def_pct,0%,,,,,
player,201611200kan,kan,RobiDe01,special_teams,14,,,,,
player,201611200kan,kan,RobiDe01,st_pct,61%,,,,,
player,201611200kan,kan,SmitTe04,pos,LB,,,,,
player,201611200kan,kan,SmitTe04,offense,0,,,,,
player,201611200kan,kan,SmitTe04,off_pct,0%,,,,,
player,201611200kan,kan,SmitTe04,defense,0,,,,,
player,201611200kan,kan,SmitTe04,def_pct,0%,,,,,
player,201611200kan,kan,SmitTe04,special_teams,12,,,,,
player,201611200kan,kan,SmitTe04,st_pct,52%,,,,,
player,201611200kan,kan,WhitD.00,pos,CB,,,,,
player,201611200kan,kan,WhitD.00,offense,0,,,,,
player,201611200kan,kan,WhitD.00,off_pct,0%,,,,,
player,201611200kan,kan,WhitD.00,defense,0,,,,,
player,201611200kan,kan,WhitD.00,def_pct,0%,,,,,
player,201611200kan,kan,WhitD.00,special_teams,11,,,,,
player,201611200kan,kan,WhitD.00,st_pct,48%,,,,,
player,201611200kan,kan,SantCa01,pos,K,,,,,
player,201611200kan,kan,SantCa01,offense,0,,,,,
player,201611200kan,kan,SantCa01,off_pct,0%,,,,,
player,201611200kan,kan,SantCa01,defense,0,,,,,
player,201611200kan,kan,SantCa01,def_pct,0%,,,,,
player,201611200kan,kan,SantCa01,special_teams,7,,,,,
player,201611200kan,kan,SantCa01,st_pct,30%,,,,,
player,201611200kan,kan,ColqDu20,pos,P,,,,,
player,201611200kan,kan,ColqDu20,offense,0,,,,,
player,201611200kan,kan,ColqDu20,off_pct,0%,,,,,
player,201611200kan,kan,ColqDu20,defense,0,,,,,
player,201611200kan,kan,ColqDu20,def_pct,0%,,,,,
player,201611200kan,kan,ColqDu20,special_teams,6,,,,,
player,201611200kan,kan,ColqDu20,st_pct,26%,,,,,
player,201611200kan,kan,WincJa00,pos,LS,,,,,
player,201611200kan,kan,WincJa00,offense,0,,,,,
player,201611200kan,kan,WincJa00,off_pct,0%,,,,,
player,201611200kan,kan,WincJa00,defense,0,,,,,
player,201611200kan,kan,WincJa00,def_pct,0%,,,,,
player,201611200kan,kan,WincJa00,special_teams,6,,,,,
player,201611200kan,kan,WincJa00,st_pct,26%,,,,,
player,201611200kan,kan,WitzBr00,pos,T,,,,,
player,201611200kan,kan,WitzBr00,offense,0,,,,,
player,201611200kan,kan,WitzBr00,off_pct,0%,,,,,
player,201611200kan,kan,WitzBr00,defense,0,,,,,
player,201611200kan,kan,WitzBr00,def_pct,0%,,,,,
player,201611200kan,kan,WitzBr00,special_teams,3,,,,,
player,201611200kan,kan,WitzBr00,st_pct,13%,,,,,
player,201611200kan,kan,ReidJa00,pos,T,,,,,
player,201611200kan,kan,ReidJa00,offense,0,,,,,
player,201611200kan,kan,ReidJa00,off_pct,0%,,,,,
player,201611200kan,kan,ReidJa00,defense,0,,,,,
player,201611200kan,kan,ReidJa00,def_pct,0%,,,,,
player,201611200kan,kan,ReidJa00,special_teams,3,,,,,
player,201611200kan,kan,ReidJa00,st_pct,13%,,,,,
player,201611200kan,tam,SmitDo02,pos,T,,,,,
player,201611200kan,tam,SmitDo02,offense,77,,,,,
player,201611200kan,tam,SmitDo02,off_pct,100%,,,,,
player,201611200kan,tam,SmitDo02,defense,0,,,,,
player,201611200kan,tam,SmitDo02,def_pct,0%,,,,,
player,201611200kan,tam,SmitDo02,special_teams,5,,,,,
player,201611200kan,tam,SmitDo02,st_pct,22%,,,,,
player,201611200kan,tam,DotsDe00,pos,T,,,,,
player,201611200kan,tam,DotsDe00,offense,77,,,,,
player,201611200kan,tam,DotsDe00,off_pct,100%,,,,,
player,201611200kan,tam,DotsDe00,defense,0,,,,,
player,201611200kan,tam,DotsDe00,def_pct,0%,,,,,
player,201611200kan,tam,DotsDe00,special_teams,5,,,,,
player,201611200kan,tam,DotsDe00,st_pct,22%,,,,,
player,201611200kan,tam,MarpAl00,pos,G,,,,,
player,201611200kan,tam,MarpAl00,offense,77,,,,,
player,201611200kan,tam,MarpAl00,off_pct,100%,,,,,
player,201611200kan,tam,MarpAl00,defense,0,,,,,
player,201611200kan,tam,MarpAl00,def_pct,0%,,,,,
player,201611200kan,tam,MarpAl00,special_teams,5,,,,,
player,201611200kan,tam,MarpAl00,st_pct,22%,,,,,
player,201611200kan,tam,HawlJo20,pos,C,,,,,
player,201611200kan,tam,HawlJo20,offense,77,,,,,
player,201611200kan,tam,HawlJo20,off_pct,100%,,,,,
player,201611200kan,tam,HawlJo20,defense,0,,,,,
player,201611200kan,tam,HawlJo20,def_pct,0%,,,,,
player,201611200kan,tam,HawlJo20,special_teams,0,,,,,
player,201611200kan,tam,HawlJo20,st_pct,0%,,,,,
player,201611200kan,tam,WinsJa00,pos,QB,,,,,
player,201611200kan,tam,WinsJa00,offense,77,,,,,
player,201611200kan,tam,WinsJa00,off_pct,100%,,,,,
player,201611200kan,tam,WinsJa00,defense,0,,,,,
player,201611200kan,tam,WinsJa00,def_pct,0%,,,,,
player,201611200kan,tam,WinsJa00,special_teams,0,,,,,
