game,2016,8,20161031,201610310chi,min,"Minnesota Vikings",10,chi,"Chicago Bears",20
team,201610310chi,min,First Downs,15,,,,,,
team,201610310chi,chi,First Downs,19,,,,,,
team,201610310chi,min,Rush-Yds-TDs,18-57-0,,,,,,
team,201610310chi,chi,Rush-Yds-TDs,29-158-1,,,,,,
team,201610310chi,min,Cmp-Att-Yd-TD-INT,23-37-228-1-0,,,,,,
team,201610310chi,chi,Cmp-Att-Yd-TD-INT,20-31-252-1-0,,,,,,
team,201610310chi,min,Sacked-Yards,5-27,,,,,,
team,201610310chi,chi,Sacked-Yards,1-7,,,,,,
team,201610310chi,min,Net Pass Yards,201,,,,,,
team,201610310chi,chi,Net Pass Yards,245,,,,,,
team,201610310chi,min,Total Yards,258,,,,,,
team,201610310chi,chi,Total Yards,403,,,,,,
team,201610310chi,min,Fumbles-Lost,2-0,,,,,,
team,201610310chi,chi,Fumbles-Lost,0-0,,,,,,
team,201610310chi,min,Turnovers,0,,,,,,
team,201610310chi,chi,Turnovers,0,,,,,,
team,201610310chi,min,Penalties-Yards,1-10,,,,,,
team,201610310chi,chi,Penalties-Yards,2-20,,,,,,
team,201610310chi,min,Third Down Conv.,2-13,,,,,,
team,201610310chi,chi,Third Down Conv.,7-14,,,,,,
team,201610310chi,min,Fourth Down Conv.,2-2,,,,,,
team,201610310chi,chi,Fourth Down Conv.,0-0,,,,,,
team,201610310chi,min,Time of Possession,27:19,,,,,,
team,201610310chi,chi,Time of Possession,32:41,,,,,,
player,201610310chi,min,BradSa00,pass_cmp,23,,,,,
player,201610310chi,min,BradSa00,pass_att,37,,,,,
player,201610310chi,min,BradSa00,pass_yds,228,,,,,
player,201610310chi,min,BradSa00,pass_td,1,,,,,
player,201610310chi,min,BradSa00,pass_int,0,,,,,
player,201610310chi,min,BradSa00,pass_sacked,5,,,,,
player,201610310chi,min,BradSa00,pass_sacked_yds,27,,,,,
player,201610310chi,min,BradSa00,pass_long,31,,,,,
player,201610310chi,min,BradSa00,pass_rating,88.6,,,,,
player,201610310chi,min,BradSa00,rush_att,0,,,,,
player,201610310chi,min,BradSa00,rush_yds,0,,,,,
player,201610310chi,min,BradSa00,rush_td,0,,,,,
player,201610310chi,min,BradSa00,rush_long,0,,,,,
player,201610310chi,min,BradSa00,targets,0,,,,,
player,201610310chi,min,BradSa00,rec,0,,,,,
player,201610310chi,min,BradSa00,rec_yds,0,,,,,
player,201610310chi,min,BradSa00,rec_td,0,,,,,
player,201610310chi,min,BradSa00,rec_long,0,,,,,
player,201610310chi,min,BradSa00,fumbles,1,,,,,
player,201610310chi,min,BradSa00,fumbles_lost,0,,,,,
player,201610310chi,min,AsiaMa00,pass_cmp,0,,,,,
player,201610310chi,min,AsiaMa00,pass_att,0,,,,,
player,201610310chi,min,AsiaMa00,pass_yds,0,,,,,
player,201610310chi,min,AsiaMa00,pass_td,0,,,,,
player,201610310chi,min,AsiaMa00,pass_int,0,,,,,
player,201610310chi,min,AsiaMa00,pass_sacked,0,,,,,
player,201610310chi,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201610310chi,min,AsiaMa00,pass_long,0,,,,,
player,201610310chi,min,AsiaMa00,pass_rating,,,,,,
player,201610310chi,min,AsiaMa00,rush_att,14,,,,,
player,201610310chi,min,AsiaMa00,rush_yds,42,,,,,
player,201610310chi,min,AsiaMa00,rush_td,0,,,,,
player,201610310chi,min,AsiaMa00,rush_long,7,,,,,
player,201610310chi,min,AsiaMa00,targets,5,,,,,
player,201610310chi,min,AsiaMa00,rec,2,,,,,
player,201610310chi,min,AsiaMa00,rec_yds,36,,,,,
player,201610310chi,min,AsiaMa00,rec_td,0,,,,,
player,201610310chi,min,AsiaMa00,rec_long,31,,,,,
player,201610310chi,min,AsiaMa00,fumbles,0,,,,,
player,201610310chi,min,AsiaMa00,fumbles_lost,0,,,,,
player,201610310chi,min,HillRo00,pass_cmp,0,,,,,
player,201610310chi,min,HillRo00,pass_att,0,,,,,
player,201610310chi,min,HillRo00,pass_yds,0,,,,,
player,201610310chi,min,HillRo00,pass_td,0,,,,,
player,201610310chi,min,HillRo00,pass_int,0,,,,,
player,201610310chi,min,HillRo00,pass_sacked,0,,,,,
player,201610310chi,min,HillRo00,pass_sacked_yds,0,,,,,
player,201610310chi,min,HillRo00,pass_long,0,,,,,
player,201610310chi,min,HillRo00,pass_rating,,,,,,
player,201610310chi,min,HillRo00,rush_att,4,,,,,
player,201610310chi,min,HillRo00,rush_yds,15,,,,,
player,201610310chi,min,HillRo00,rush_td,0,,,,,
player,201610310chi,min,HillRo00,rush_long,6,,,,,
player,201610310chi,min,HillRo00,targets,5,,,,,
player,201610310chi,min,HillRo00,rec,2,,,,,
player,201610310chi,min,HillRo00,rec_yds,9,,,,,
player,201610310chi,min,HillRo00,rec_td,0,,,,,
player,201610310chi,min,HillRo00,rec_long,5,,,,,
player,201610310chi,min,HillRo00,fumbles,0,,,,,
player,201610310chi,min,HillRo00,fumbles_lost,0,,,,,
player,201610310chi,min,DiggSt00,pass_cmp,0,,,,,
player,201610310chi,min,DiggSt00,pass_att,0,,,,,
player,201610310chi,min,DiggSt00,pass_yds,0,,,,,
player,201610310chi,min,DiggSt00,pass_td,0,,,,,
player,201610310chi,min,DiggSt00,pass_int,0,,,,,
player,201610310chi,min,DiggSt00,pass_sacked,0,,,,,
player,201610310chi,min,DiggSt00,pass_sacked_yds,0,,,,,
