game,2016,5,20161009,201610090gnb,nyg,"New York Giants",16,gnb,"Green Bay Packers",23
team,201610090gnb,nyg,First Downs,14,,,,,,
team,201610090gnb,gnb,First Downs,23,,,,,,
team,201610090gnb,nyg,Rush-Yds-TDs,15-43-0,,,,,,
team,201610090gnb,gnb,Rush-Yds-TDs,32-147-0,,,,,,
team,201610090gnb,nyg,Cmp-Att-Yd-TD-INT,18-35-199-1-0,,,,,,
team,201610090gnb,gnb,Cmp-Att-Yd-TD-INT,23-45-259-2-2,,,,,,
team,201610090gnb,nyg,Sacked-Yards,4-21,,,,,,
team,201610090gnb,gnb,Sacked-Yards,0-0,,,,,,
team,201610090gnb,nyg,Net Pass Yards,178,,,,,,
team,201610090gnb,gnb,Net Pass Yards,259,,,,,,
team,201610090gnb,nyg,Total Yards,221,,,,,,
team,201610090gnb,gnb,Total Yards,406,,,,,,
team,201610090gnb,nyg,Fumbles-Lost,1-1,,,,,,
team,201610090gnb,gnb,Fumbles-Lost,1-0,,,,,,
team,201610090gnb,nyg,Turnovers,1,,,,,,
team,201610090gnb,gnb,Turnovers,2,,,,,,
team,201610090gnb,nyg,Penalties-Yards,6-51,,,,,,
team,201610090gnb,gnb,Penalties-Yards,6-57,,,,,,
team,201610090gnb,nyg,Third Down Conv.,4-13,,,,,,
team,201610090gnb,gnb,Third Down Conv.,9-19,,,,,,
team,201610090gnb,nyg,Fourth Down Conv.,0-0,,,,,,
team,201610090gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201610090gnb,nyg,Time of Possession,23:22,,,,,,
team,201610090gnb,gnb,Time of Possession,36:38,,,,,,
player,201610090gnb,nyg,MannEl00,pass_cmp,18,,,,,
player,201610090gnb,nyg,MannEl00,pass_att,35,,,,,
player,201610090gnb,nyg,MannEl00,pass_yds,199,,,,,
player,201610090gnb,nyg,MannEl00,pass_td,1,,,,,
player,201610090gnb,nyg,MannEl00,pass_int,0,,,,,
player,201610090gnb,nyg,MannEl00,pass_sacked,3,,,,,
player,201610090gnb,nyg,MannEl00,pass_sacked_yds,15,,,,,
player,201610090gnb,nyg,MannEl00,pass_long,27,,,,,
player,201610090gnb,nyg,MannEl00,pass_rating,78.2,,,,,
player,201610090gnb,nyg,MannEl00,rush_att,1,,,,,
player,201610090gnb,nyg,MannEl00,rush_yds,1,,,,,
player,201610090gnb,nyg,MannEl00,rush_td,0,,,,,
player,201610090gnb,nyg,MannEl00,rush_long,1,,,,,
player,201610090gnb,nyg,MannEl00,targets,0,,,,,
player,201610090gnb,nyg,MannEl00,rec,0,,,,,
player,201610090gnb,nyg,MannEl00,rec_yds,0,,,,,
player,201610090gnb,nyg,MannEl00,rec_td,0,,,,,
player,201610090gnb,nyg,MannEl00,rec_long,0,,,,,
player,201610090gnb,nyg,MannEl00,fumbles,1,,,,,
player,201610090gnb,nyg,MannEl00,fumbles_lost,1,,,,,
player,201610090gnb,nyg,RainBo00,pass_cmp,0,,,,,
player,201610090gnb,nyg,RainBo00,pass_att,0,,,,,
player,201610090gnb,nyg,RainBo00,pass_yds,0,,,,,
player,201610090gnb,nyg,RainBo00,pass_td,0,,,,,
player,201610090gnb,nyg,RainBo00,pass_int,0,,,,,
player,201610090gnb,nyg,RainBo00,pass_sacked,0,,,,,
player,201610090gnb,nyg,RainBo00,pass_sacked_yds,0,,,,,
player,201610090gnb,nyg,RainBo00,pass_long,0,,,,,
player,201610090gnb,nyg,RainBo00,pass_rating,,,,,,
player,201610090gnb,nyg,RainBo00,rush_att,5,,,,,
player,201610090gnb,nyg,RainBo00,rush_yds,22,,,,,
player,201610090gnb,nyg,RainBo00,rush_td,0,,,,,
player,201610090gnb,nyg,RainBo00,rush_long,14,,,,,
player,201610090gnb,nyg,RainBo00,targets,6,,,,,
player,201610090gnb,nyg,RainBo00,rec,6,,,,,
player,201610090gnb,nyg,RainBo00,rec_yds,52,,,,,
player,201610090gnb,nyg,RainBo00,rec_td,0,,,,,
player,201610090gnb,nyg,RainBo00,rec_long,18,,,,,
player,201610090gnb,nyg,RainBo00,fumbles,0,,,,,
player,201610090gnb,nyg,RainBo00,fumbles_lost,0,,,,,
player,201610090gnb,nyg,DarkOr00,pass_cmp,0,,,,,
player,201610090gnb,nyg,DarkOr00,pass_att,0,,,,,
player,201610090gnb,nyg,DarkOr00,pass_yds,0,,,,,
player,201610090gnb,nyg,DarkOr00,pass_td,0,,,,,
player,201610090gnb,nyg,DarkOr00,pass_int,0,,,,,
player,201610090gnb,nyg,DarkOr00,pass_sacked,0,,,,,
player,201610090gnb,nyg,DarkOr00,pass_sacked_yds,0,,,,,
player,201610090gnb,nyg,DarkOr00,pass_long,0,,,,,
player,201610090gnb,nyg,DarkOr00,pass_rating,,,,,,
player,201610090gnb,nyg,DarkOr00,rush_att,7,,,,,
player,201610090gnb,nyg,DarkOr00,rush_yds,11,,,,,
player,201610090gnb,nyg,DarkOr00,rush_td,0,,,,,
player,201610090gnb,nyg,DarkOr00,rush_long,6,,,,,
player,201610090gnb,nyg,DarkOr00,targets,0,,,,,
player,201610090gnb,nyg,DarkOr00,rec,0,,,,,
player,201610090gnb,nyg,DarkOr00,rec_yds,0,,,,,
player,201610090gnb,nyg,DarkOr00,rec_td,0,,,,,
player,201610090gnb,nyg,DarkOr00,rec_long,0,,,,,
player,201610090gnb,nyg,DarkOr00,fumbles,0,,,,,
player,201610090gnb,nyg,DarkOr00,fumbles_lost,0,,,,,
player,201610090gnb,nyg,PerkPa00,pass_cmp,0,,,,,
player,201610090gnb,nyg,PerkPa00,pass_att,0,,,,,
player,201610090gnb,nyg,PerkPa00,pass_yds,0,,,,,
player,201610090gnb,nyg,PerkPa00,pass_td,0,,,,,
player,201610090gnb,nyg,PerkPa00,pass_int,0,,,,,
player,201610090gnb,nyg,PerkPa00,pass_sacked,0,,,,,
player,201610090gnb,nyg,PerkPa00,pass_sacked_yds,0,,,,,
player,201610090gnb,nyg,PerkPa00,pass_long,0,,,,,
player,201610090gnb,nyg,PerkPa00,pass_rating,,,,,,
player,201610090gnb,nyg,PerkPa00,rush_att,2,,,,,
player,201610090gnb,nyg,PerkPa00,rush_yds,9,,,,,
player,201610090gnb,nyg,PerkPa00,rush_td,0,,,,,
player,201610090gnb,nyg,PerkPa00,rush_long,5,,,,,
player,201610090gnb,nyg,PerkPa00,targets,2,,,,,
player,201610090gnb,nyg,PerkPa00,rec,1,,,,,
player,201610090gnb,nyg,PerkPa00,rec_yds,13,,,,,
player,201610090gnb,nyg,PerkPa00,rec_td,0,,,,,
player,201610090gnb,nyg,PerkPa00,rec_long,13,,,,,
player,201610090gnb,nyg,PerkPa00,fumbles,0,,,,,
player,201610090gnb,nyg,PerkPa00,fumbles_lost,0,,,,,
player,201610090gnb,nyg,BeckOd00,pass_cmp,0,,,,,
player,201610090gnb,nyg,BeckOd00,pass_att,0,,,,,
player,201610090gnb,nyg,BeckOd00,pass_yds,0,,,,,
player,201610090gnb,nyg,BeckOd00,pass_td,0,,,,,
player,201610090gnb,nyg,BeckOd00,pass_int,0,,,,,
player,201610090gnb,nyg,BeckOd00,pass_sacked,1,,,,,
player,201610090gnb,nyg,BeckOd00,pass_sacked_yds,6,,,,,
player,201610090gnb,nyg,BeckOd00,pass_long,0,,,,,
player,201610090gnb,nyg,BeckOd00,pass_rating,,,,,,
player,201610090gnb,nyg,BeckOd00,rush_att,0,,,,,
player,201610090gnb,nyg,BeckOd00,rush_yds,0,,,,,
player,201610090gnb,nyg,BeckOd00,rush_td,0,,,,,
player,201610090gnb,nyg,BeckOd00,rush_long,0,,,,,
player,201610090gnb,nyg,BeckOd00,targets,12,,,,,
player,201610090gnb,nyg,BeckOd00,rec,5,,,,,
player,201610090gnb,nyg,BeckOd00,rec_yds,56,,,,,
player,201610090gnb,nyg,BeckOd00,rec_td,1,,,,,
player,201610090gnb,nyg,BeckOd00,rec_long,16,,,,,
player,201610090gnb,nyg,BeckOd00,fumbles,0,,,,,
player,201610090gnb,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201610090gnb,nyg,TyexWi00,pass_cmp,0,,,,,
player,201610090gnb,nyg,TyexWi00,pass_att,0,,,,,
player,201610090gnb,nyg,TyexWi00,pass_yds,0,,,,,
player,201610090gnb,nyg,TyexWi00,pass_td,0,,,,,
player,201610090gnb,nyg,TyexWi00,pass_int,0,,,,,
player,201610090gnb,nyg,TyexWi00,pass_sacked,0,,,,,
player,201610090gnb,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201610090gnb,nyg,TyexWi00,pass_long,0,,,,,
player,201610090gnb,nyg,TyexWi00,pass_rating,,,,,,
player,201610090gnb,nyg,TyexWi00,rush_att,0,,,,,
player,201610090gnb,nyg,TyexWi00,rush_yds,0,,,,,
player,201610090gnb,nyg,TyexWi00,rush_td,0,,,,,
player,201610090gnb,nyg,TyexWi00,rush_long,0,,,,,
player,201610090gnb,nyg,TyexWi00,targets,3,,,,,
player,201610090gnb,nyg,TyexWi00,rec,2,,,,,
player,201610090gnb,nyg,TyexWi00,rec_yds,37,,,,,
player,201610090gnb,nyg,TyexWi00,rec_td,0,,,,,
player,201610090gnb,nyg,TyexWi00,rec_long,27,,,,,
player,201610090gnb,nyg,TyexWi00,fumbles,0,,,,,
player,201610090gnb,nyg,TyexWi00,fumbles_lost,0,,,,,
player,201610090gnb,nyg,AdamJe01,pass_cmp,0,,,,,
player,201610090gnb,nyg,AdamJe01,pass_att,0,,,,,
player,201610090gnb,nyg,AdamJe01,pass_yds,0,,,,,
player,201610090gnb,nyg,AdamJe01,pass_td,0,,,,,
player,201610090gnb,nyg,AdamJe01,pass_int,0,,,,,
player,201610090gnb,nyg,AdamJe01,pass_sacked,0,,,,,
player,201610090gnb,nyg,AdamJe01,pass_sacked_yds,0,,,,,
player,201610090gnb,nyg,AdamJe01,pass_long,0,,,,,
player,201610090gnb,nyg,AdamJe01,pass_rating,,,,,,
player,201610090gnb,nyg,AdamJe01,rush_att,0,,,,,
player,201610090gnb,nyg,AdamJe01,rush_yds,0,,,,,
player,201610090gnb,nyg,AdamJe01,rush_td,0,,,,,
player,201610090gnb,nyg,AdamJe01,rush_long,0,,,,,
player,201610090gnb,nyg,AdamJe01,targets,2,,,,,
player,201610090gnb,nyg,AdamJe01,rec,2,,,,,
player,201610090gnb,nyg,AdamJe01,rec_yds,27,,,,,
player,201610090gnb,nyg,AdamJe01,rec_td,0,,,,,
player,201610090gnb,nyg,AdamJe01,rec_long,14,,,,,
player,201610090gnb,nyg,AdamJe01,fumbles,0,,,,,
player,201610090gnb,nyg,AdamJe01,fumbles_lost,0,,,,,
player,201610090gnb,nyg,ShepSt00,pass_cmp,0,,,,,
player,201610090gnb,nyg,ShepSt00,pass_att,0,,,,,
player,201610090gnb,nyg,ShepSt00,pass_yds,0,,,,,
player,201610090gnb,nyg,ShepSt00,pass_td,0,,,,,
player,201610090gnb,nyg,ShepSt00,pass_int,0,,,,,
player,201610090gnb,nyg,ShepSt00,pass_sacked,0,,,,,
player,201610090gnb,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201610090gnb,nyg,ShepSt00,pass_long,0,,,,,
player,201610090gnb,nyg,ShepSt00,pass_rating,,,,,,
player,201610090gnb,nyg,ShepSt00,rush_att,0,,,,,
