game,2016,14,20161211,201612110clt,htx,"Houston Texans",22,clt,"Indianapolis Colts",17
team,201612110clt,htx,First Downs,20,,,,,,
team,201612110clt,clt,First Downs,21,,,,,,
team,201612110clt,htx,Rush-Yds-TDs,41-185-1,,,,,,
team,201612110clt,clt,Rush-Yds-TDs,15-83-0,,,,,,
team,201612110clt,htx,Cmp-Att-Yd-TD-INT,14-24-147-0-1,,,,,,
team,201612110clt,clt,Cmp-Att-Yd-TD-INT,24-45-276-2-2,,,,,,
team,201612110clt,htx,Sacked-Yards,2-16,,,,,,
team,201612110clt,clt,Sacked-Yards,1-11,,,,,,
team,201612110clt,htx,Net Pass Yards,131,,,,,,
team,201612110clt,clt,Net Pass Yards,265,,,,,,
team,201612110clt,htx,Total Yards,316,,,,,,
team,201612110clt,clt,Total Yards,348,,,,,,
team,201612110clt,htx,Fumbles-Lost,1-0,,,,,,
team,201612110clt,clt,Fumbles-Lost,1-1,,,,,,
team,201612110clt,htx,Turnovers,1,,,,,,
team,201612110clt,clt,Turnovers,3,,,,,,
team,201612110clt,htx,Penalties-Yards,7-124,,,,,,
team,201612110clt,clt,Penalties-Yards,9-59,,,,,,
team,201612110clt,htx,Third Down Conv.,5-14,,,,,,
team,201612110clt,clt,Third Down Conv.,5-12,,,,,,
team,201612110clt,htx,Fourth Down Conv.,0-0,,,,,,
team,201612110clt,clt,Fourth Down Conv.,0-1,,,,,,
team,201612110clt,htx,Time of Possession,36:05,,,,,,
team,201612110clt,clt,Time of Possession,23:55,,,,,,
player,201612110clt,htx,OsweBr00,pass_cmp,14,,,,,
player,201612110clt,htx,OsweBr00,pass_att,24,,,,,
player,201612110clt,htx,OsweBr00,pass_yds,147,,,,,
player,201612110clt,htx,OsweBr00,pass_td,0,,,,,
player,201612110clt,htx,OsweBr00,pass_int,1,,,,,
player,201612110clt,htx,OsweBr00,pass_sacked,2,,,,,
player,201612110clt,htx,OsweBr00,pass_sacked_yds,16,,,,,
player,201612110clt,htx,OsweBr00,pass_long,22,,,,,
player,201612110clt,htx,OsweBr00,pass_rating,58.9,,,,,
player,201612110clt,htx,OsweBr00,rush_att,2,,,,,
player,201612110clt,htx,OsweBr00,rush_yds,-2,,,,,
player,201612110clt,htx,OsweBr00,rush_td,0,,,,,
player,201612110clt,htx,OsweBr00,rush_long,-1,,,,,
player,201612110clt,htx,OsweBr00,targets,0,,,,,
player,201612110clt,htx,OsweBr00,rec,0,,,,,
player,201612110clt,htx,OsweBr00,rec_yds,0,,,,,
player,201612110clt,htx,OsweBr00,rec_td,0,,,,,
player,201612110clt,htx,OsweBr00,rec_long,0,,,,,
player,201612110clt,htx,OsweBr00,fumbles,0,,,,,
player,201612110clt,htx,OsweBr00,fumbles_lost,0,,,,,
player,201612110clt,htx,MillLa01,pass_cmp,0,,,,,
player,201612110clt,htx,MillLa01,pass_att,0,,,,,
player,201612110clt,htx,MillLa01,pass_yds,0,,,,,
player,201612110clt,htx,MillLa01,pass_td,0,,,,,
player,201612110clt,htx,MillLa01,pass_int,0,,,,,
player,201612110clt,htx,MillLa01,pass_sacked,0,,,,,
player,201612110clt,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201612110clt,htx,MillLa01,pass_long,0,,,,,
player,201612110clt,htx,MillLa01,pass_rating,,,,,,
player,201612110clt,htx,MillLa01,rush_att,21,,,,,
player,201612110clt,htx,MillLa01,rush_yds,107,,,,,
