game,2016,10,20161113,201611130tam,chi,"Chicago Bears",10,tam,"Tampa Bay Buccaneers",36
team,201611130tam,chi,First Downs,15,,,,,,
team,201611130tam,tam,First Downs,22,,,,,,
team,201611130tam,chi,Rush-Yds-TDs,20-122-0,,,,,,
team,201611130tam,tam,Rush-Yds-TDs,31-80-1,,,,,,
team,201611130tam,chi,Cmp-Att-Yd-TD-INT,16-30-182-1-2,,,,,,
team,201611130tam,tam,Cmp-Att-Yd-TD-INT,23-33-312-2-1,,,,,,
team,201611130tam,chi,Sacked-Yards,4-21,,,,,,
team,201611130tam,tam,Sacked-Yards,4-32,,,,,,
team,201611130tam,chi,Net Pass Yards,161,,,,,,
team,201611130tam,tam,Net Pass Yards,280,,,,,,
team,201611130tam,chi,Total Yards,283,,,,,,
team,201611130tam,tam,Total Yards,360,,,,,,
team,201611130tam,chi,Fumbles-Lost,3-2,,,,,,
team,201611130tam,tam,Fumbles-Lost,0-0,,,,,,
team,201611130tam,chi,Turnovers,4,,,,,,
team,201611130tam,tam,Turnovers,1,,,,,,
team,201611130tam,chi,Penalties-Yards,9-74,,,,,,
team,201611130tam,tam,Penalties-Yards,9-85,,,,,,
team,201611130tam,chi,Third Down Conv.,2-11,,,,,,
team,201611130tam,tam,Third Down Conv.,8-15,,,,,,
team,201611130tam,chi,Fourth Down Conv.,0-0,,,,,,
team,201611130tam,tam,Fourth Down Conv.,0-0,,,,,,
team,201611130tam,chi,Time of Possession,22:51,,,,,,
team,201611130tam,tam,Time of Possession,37:09,,,,,,
player,201611130tam,chi,CutlJa00,pass_cmp,16,,,,,
player,201611130tam,chi,CutlJa00,pass_att,30,,,,,
player,201611130tam,chi,CutlJa00,pass_yds,182,,,,,
player,201611130tam,chi,CutlJa00,pass_td,1,,,,,
player,201611130tam,chi,CutlJa00,pass_int,2,,,,,
player,201611130tam,chi,CutlJa00,pass_sacked,4,,,,,
player,201611130tam,chi,CutlJa00,pass_sacked_yds,21,,,,,
player,201611130tam,chi,CutlJa00,pass_long,50,,,,,
player,201611130tam,chi,CutlJa00,pass_rating,55.1,,,,,
player,201611130tam,chi,CutlJa00,rush_att,1,,,,,
player,201611130tam,chi,CutlJa00,rush_yds,7,,,,,
player,201611130tam,chi,CutlJa00,rush_td,0,,,,,
player,201611130tam,chi,CutlJa00,rush_long,7,,,,,
player,201611130tam,chi,CutlJa00,targets,0,,,,,
player,201611130tam,chi,CutlJa00,rec,0,,,,,
player,201611130tam,chi,CutlJa00,rec_yds,0,,,,,
player,201611130tam,chi,CutlJa00,rec_td,0,,,,,
player,201611130tam,chi,CutlJa00,rec_long,0,,,,,
player,201611130tam,chi,CutlJa00,fumbles,2,,,,,
player,201611130tam,chi,CutlJa00,fumbles_lost,1,,,,,
player,201611130tam,chi,HowaJo00,pass_cmp,0,,,,,
player,201611130tam,chi,HowaJo00,pass_att,0,,,,,
player,201611130tam,chi,HowaJo00,pass_yds,0,,,,,
player,201611130tam,chi,HowaJo00,pass_td,0,,,,,
player,201611130tam,chi,HowaJo00,pass_int,0,,,,,
player,201611130tam,chi,HowaJo00,pass_sacked,0,,,,,
player,201611130tam,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201611130tam,chi,HowaJo00,pass_long,0,,,,,
player,201611130tam,chi,HowaJo00,pass_rating,,,,,,
player,201611130tam,chi,HowaJo00,rush_att,15,,,,,
player,201611130tam,chi,HowaJo00,rush_yds,100,,,,,
player,201611130tam,chi,HowaJo00,rush_td,0,,,,,
player,201611130tam,chi,HowaJo00,rush_long,15,,,,,
player,201611130tam,chi,HowaJo00,targets,0,,,,,
player,201611130tam,chi,HowaJo00,rec,0,,,,,
player,201611130tam,chi,HowaJo00,rec_yds,0,,,,,
player,201611130tam,chi,HowaJo00,rec_td,0,,,,,
player,201611130tam,chi,HowaJo00,rec_long,0,,,,,
player,201611130tam,chi,HowaJo00,fumbles,1,,,,,
player,201611130tam,chi,HowaJo00,fumbles_lost,1,,,,,
player,201611130tam,chi,LangJe00,pass_cmp,0,,,,,
player,201611130tam,chi,LangJe00,pass_att,0,,,,,
player,201611130tam,chi,LangJe00,pass_yds,0,,,,,
player,201611130tam,chi,LangJe00,pass_td,0,,,,,
player,201611130tam,chi,LangJe00,pass_int,0,,,,,
player,201611130tam,chi,LangJe00,pass_sacked,0,,,,,
player,201611130tam,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201611130tam,chi,LangJe00,pass_long,0,,,,,
player,201611130tam,chi,LangJe00,pass_rating,,,,,,
player,201611130tam,chi,LangJe00,rush_att,2,,,,,
player,201611130tam,chi,LangJe00,rush_yds,16,,,,,
player,201611130tam,chi,LangJe00,rush_td,0,,,,,
player,201611130tam,chi,LangJe00,rush_long,13,,,,,
player,201611130tam,chi,LangJe00,targets,5,,,,,
player,201611130tam,chi,LangJe00,rec,4,,,,,
player,201611130tam,chi,LangJe00,rec_yds,10,,,,,
player,201611130tam,chi,LangJe00,rec_td,0,,,,,
player,201611130tam,chi,LangJe00,rec_long,5,,,,,
player,201611130tam,chi,LangJe00,fumbles,0,,,,,
player,201611130tam,chi,LangJe00,fumbles_lost,0,,,,,
player,201611130tam,chi,MereCa00,pass_cmp,0,,,,,
player,201611130tam,chi,MereCa00,pass_att,0,,,,,
player,201611130tam,chi,MereCa00,pass_yds,0,,,,,
player,201611130tam,chi,MereCa00,pass_td,0,,,,,
player,201611130tam,chi,MereCa00,pass_int,0,,,,,
player,201611130tam,chi,MereCa00,pass_sacked,0,,,,,
player,201611130tam,chi,MereCa00,pass_sacked_yds,0,,,,,
player,201611130tam,chi,MereCa00,pass_long,0,,,,,
player,201611130tam,chi,MereCa00,pass_rating,,,,,,
player,201611130tam,chi,MereCa00,rush_att,0,,,,,
player,201611130tam,chi,MereCa00,rush_yds,0,,,,,
player,201611130tam,chi,MereCa00,rush_td,0,,,,,
player,201611130tam,chi,MereCa00,rush_long,0,,,,,
player,201611130tam,chi,MereCa00,targets,2,,,,,
player,201611130tam,chi,MereCa00,rec,1,,,,,
