game,2016,13,20161204,201612040atl,kan,"Kansas City Chiefs",29,atl,"Atlanta Falcons",28
player,201612040atl,kan,JohnDe25,def_int_long,0,,,,,
player,201612040atl,kan,JohnDe25,pass_defended,0,,,,,
player,201612040atl,kan,JohnDe25,sacks,0.0,,,,,
player,201612040atl,kan,JohnDe25,tackles_combined,9,,,,,
player,201612040atl,kan,JohnDe25,tackles_solo,9,,,,,
player,201612040atl,kan,JohnDe25,tackles_assists,0,,,,,
player,201612040atl,kan,JohnDe25,tackles_loss,1,,,,,
player,201612040atl,kan,JohnDe25,qb_hits,0,,,,,
player,201612040atl,kan,JohnDe25,fumbles_rec,0,,,,,
player,201612040atl,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201612040atl,kan,JohnDe25,fumbles_forced,0,,,,,
player,201612040atl,kan,WilsRa00,def_int,0,,,,,
player,201612040atl,kan,WilsRa00,def_int_yds,0,,,,,
player,201612040atl,kan,WilsRa00,def_int_td,0,,,,,
player,201612040atl,kan,WilsRa00,def_int_long,0,,,,,
player,201612040atl,kan,WilsRa00,pass_defended,0,,,,,
player,201612040atl,kan,WilsRa00,sacks,0.0,,,,,
player,201612040atl,kan,WilsRa00,tackles_combined,8,,,,,
player,201612040atl,kan,WilsRa00,tackles_solo,8,,,,,
player,201612040atl,kan,WilsRa00,tackles_assists,0,,,,,
player,201612040atl,kan,WilsRa00,tackles_loss,0,,,,,
player,201612040atl,kan,WilsRa00,qb_hits,0,,,,,
player,201612040atl,kan,WilsRa00,fumbles_rec,0,,,,,
player,201612040atl,kan,WilsRa00,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,WilsRa00,fumbles_rec_td,0,,,,,
player,201612040atl,kan,WilsRa00,fumbles_forced,0,,,,,
player,201612040atl,kan,NelsSt01,def_int,0,,,,,
player,201612040atl,kan,NelsSt01,def_int_yds,0,,,,,
player,201612040atl,kan,NelsSt01,def_int_td,0,,,,,
player,201612040atl,kan,NelsSt01,def_int_long,0,,,,,
player,201612040atl,kan,NelsSt01,pass_defended,1,,,,,
player,201612040atl,kan,NelsSt01,sacks,0.0,,,,,
player,201612040atl,kan,NelsSt01,tackles_combined,6,,,,,
player,201612040atl,kan,NelsSt01,tackles_solo,6,,,,,
player,201612040atl,kan,NelsSt01,tackles_assists,0,,,,,
player,201612040atl,kan,NelsSt01,tackles_loss,0,,,,,
player,201612040atl,kan,NelsSt01,qb_hits,0,,,,,
player,201612040atl,kan,NelsSt01,fumbles_rec,0,,,,,
player,201612040atl,kan,NelsSt01,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,NelsSt01,fumbles_rec_td,0,,,,,
player,201612040atl,kan,NelsSt01,fumbles_forced,0,,,,,
player,201612040atl,kan,SoreDa01,def_int,0,,,,,
player,201612040atl,kan,SoreDa01,def_int_yds,0,,,,,
player,201612040atl,kan,SoreDa01,def_int_td,0,,,,,
player,201612040atl,kan,SoreDa01,def_int_long,0,,,,,
player,201612040atl,kan,SoreDa01,pass_defended,1,,,,,
player,201612040atl,kan,SoreDa01,sacks,0.0,,,,,
player,201612040atl,kan,SoreDa01,tackles_combined,5,,,,,
player,201612040atl,kan,SoreDa01,tackles_solo,4,,,,,
player,201612040atl,kan,SoreDa01,tackles_assists,1,,,,,
player,201612040atl,kan,SoreDa01,tackles_loss,0,,,,,
player,201612040atl,kan,SoreDa01,qb_hits,0,,,,,
player,201612040atl,kan,SoreDa01,fumbles_rec,0,,,,,
player,201612040atl,kan,SoreDa01,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,SoreDa01,fumbles_rec_td,0,,,,,
player,201612040atl,kan,SoreDa01,fumbles_forced,0,,,,,
player,201612040atl,kan,PoexDo00,def_int,0,,,,,
player,201612040atl,kan,PoexDo00,def_int_yds,0,,,,,
player,201612040atl,kan,PoexDo00,def_int_td,0,,,,,
player,201612040atl,kan,PoexDo00,def_int_long,0,,,,,
player,201612040atl,kan,PoexDo00,pass_defended,0,,,,,
player,201612040atl,kan,PoexDo00,sacks,0.0,,,,,
player,201612040atl,kan,PoexDo00,tackles_combined,3,,,,,
player,201612040atl,kan,PoexDo00,tackles_solo,3,,,,,
player,201612040atl,kan,PoexDo00,tackles_assists,0,,,,,
player,201612040atl,kan,PoexDo00,tackles_loss,0,,,,,
player,201612040atl,kan,PoexDo00,qb_hits,2,,,,,
player,201612040atl,kan,PoexDo00,fumbles_rec,0,,,,,
player,201612040atl,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201612040atl,kan,PoexDo00,fumbles_forced,0,,,,,
player,201612040atl,kan,JenkJa01,def_int,0,,,,,
player,201612040atl,kan,JenkJa01,def_int_yds,0,,,,,
player,201612040atl,kan,JenkJa01,def_int_td,0,,,,,
player,201612040atl,kan,JenkJa01,def_int_long,0,,,,,
player,201612040atl,kan,JenkJa01,pass_defended,0,,,,,
player,201612040atl,kan,JenkJa01,sacks,0.0,,,,,
player,201612040atl,kan,JenkJa01,tackles_combined,2,,,,,
player,201612040atl,kan,JenkJa01,tackles_solo,2,,,,,
player,201612040atl,kan,JenkJa01,tackles_assists,0,,,,,
player,201612040atl,kan,JenkJa01,tackles_loss,0,,,,,
player,201612040atl,kan,JenkJa01,qb_hits,0,,,,,
player,201612040atl,kan,JenkJa01,fumbles_rec,0,,,,,
player,201612040atl,kan,JenkJa01,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,JenkJa01,fumbles_rec_td,0,,,,,
player,201612040atl,kan,JenkJa01,fumbles_forced,0,,,,,
player,201612040atl,kan,MitcTe00,def_int,0,,,,,
player,201612040atl,kan,MitcTe00,def_int_yds,0,,,,,
player,201612040atl,kan,MitcTe00,def_int_td,0,,,,,
player,201612040atl,kan,MitcTe00,def_int_long,0,,,,,
player,201612040atl,kan,MitcTe00,pass_defended,0,,,,,
player,201612040atl,kan,MitcTe00,sacks,0.0,,,,,
player,201612040atl,kan,MitcTe00,tackles_combined,2,,,,,
player,201612040atl,kan,MitcTe00,tackles_solo,2,,,,,
player,201612040atl,kan,MitcTe00,tackles_assists,0,,,,,
player,201612040atl,kan,MitcTe00,tackles_loss,0,,,,,
player,201612040atl,kan,MitcTe00,qb_hits,0,,,,,
player,201612040atl,kan,MitcTe00,fumbles_rec,0,,,,,
player,201612040atl,kan,MitcTe00,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,MitcTe00,fumbles_rec_td,0,,,,,
player,201612040atl,kan,MitcTe00,fumbles_forced,0,,,,,
player,201612040atl,kan,ParkRo01,def_int,0,,,,,
player,201612040atl,kan,ParkRo01,def_int_yds,0,,,,,
player,201612040atl,kan,ParkRo01,def_int_td,0,,,,,
player,201612040atl,kan,ParkRo01,def_int_long,0,,,,,
player,201612040atl,kan,ParkRo01,pass_defended,0,,,,,
player,201612040atl,kan,ParkRo01,sacks,0.0,,,,,
player,201612040atl,kan,ParkRo01,tackles_combined,2,,,,,
player,201612040atl,kan,ParkRo01,tackles_solo,2,,,,,
player,201612040atl,kan,ParkRo01,tackles_assists,0,,,,,
player,201612040atl,kan,ParkRo01,tackles_loss,0,,,,,
player,201612040atl,kan,ParkRo01,qb_hits,0,,,,,
player,201612040atl,kan,ParkRo01,fumbles_rec,0,,,,,
player,201612040atl,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201612040atl,kan,ParkRo01,fumbles_forced,0,,,,,
player,201612040atl,kan,ReyeKe00,def_int,0,,,,,
player,201612040atl,kan,ReyeKe00,def_int_yds,0,,,,,
player,201612040atl,kan,ReyeKe00,def_int_td,0,,,,,
player,201612040atl,kan,ReyeKe00,def_int_long,0,,,,,
player,201612040atl,kan,ReyeKe00,pass_defended,0,,,,,
player,201612040atl,kan,ReyeKe00,sacks,0.0,,,,,
player,201612040atl,kan,ReyeKe00,tackles_combined,2,,,,,
player,201612040atl,kan,ReyeKe00,tackles_solo,2,,,,,
player,201612040atl,kan,ReyeKe00,tackles_assists,0,,,,,
player,201612040atl,kan,ReyeKe00,tackles_loss,1,,,,,
player,201612040atl,kan,ReyeKe00,qb_hits,0,,,,,
player,201612040atl,kan,ReyeKe00,fumbles_rec,0,,,,,
player,201612040atl,kan,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,ReyeKe00,fumbles_rec_td,0,,,,,
player,201612040atl,kan,ReyeKe00,fumbles_forced,0,,,,,
player,201612040atl,kan,ZombFr00,def_int,0,,,,,
player,201612040atl,kan,ZombFr00,def_int_yds,0,,,,,
player,201612040atl,kan,ZombFr00,def_int_td,0,,,,,
player,201612040atl,kan,ZombFr00,def_int_long,0,,,,,
player,201612040atl,kan,ZombFr00,pass_defended,1,,,,,
player,201612040atl,kan,ZombFr00,sacks,0.0,,,,,
player,201612040atl,kan,ZombFr00,tackles_combined,2,,,,,
player,201612040atl,kan,ZombFr00,tackles_solo,2,,,,,
player,201612040atl,kan,ZombFr00,tackles_assists,0,,,,,
player,201612040atl,kan,ZombFr00,tackles_loss,0,,,,,
player,201612040atl,kan,ZombFr00,qb_hits,2,,,,,
player,201612040atl,kan,ZombFr00,fumbles_rec,0,,,,,
player,201612040atl,kan,ZombFr00,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,ZombFr00,fumbles_rec_td,0,,,,,
player,201612040atl,kan,ZombFr00,fumbles_forced,0,,,,,
player,201612040atl,kan,AlexD.00,def_int,0,,,,,
player,201612040atl,kan,AlexD.00,def_int_yds,0,,,,,
player,201612040atl,kan,AlexD.00,def_int_td,0,,,,,
player,201612040atl,kan,AlexD.00,def_int_long,0,,,,,
player,201612040atl,kan,AlexD.00,pass_defended,0,,,,,
player,201612040atl,kan,AlexD.00,sacks,0.0,,,,,
player,201612040atl,kan,AlexD.00,tackles_combined,1,,,,,
player,201612040atl,kan,AlexD.00,tackles_solo,1,,,,,
player,201612040atl,kan,AlexD.00,tackles_assists,0,,,,,
player,201612040atl,kan,AlexD.00,tackles_loss,0,,,,,
player,201612040atl,kan,AlexD.00,qb_hits,0,,,,,
player,201612040atl,kan,AlexD.00,fumbles_rec,0,,,,,
player,201612040atl,kan,AlexD.00,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,AlexD.00,fumbles_rec_td,0,,,,,
player,201612040atl,kan,AlexD.00,fumbles_forced,0,,,,,
player,201612040atl,kan,BarnT.00,def_int,0,,,,,
player,201612040atl,kan,BarnT.00,def_int_yds,0,,,,,
player,201612040atl,kan,BarnT.00,def_int_td,0,,,,,
player,201612040atl,kan,BarnT.00,def_int_long,0,,,,,
player,201612040atl,kan,BarnT.00,pass_defended,0,,,,,
player,201612040atl,kan,BarnT.00,sacks,0.0,,,,,
player,201612040atl,kan,BarnT.00,tackles_combined,1,,,,,
player,201612040atl,kan,BarnT.00,tackles_solo,1,,,,,
player,201612040atl,kan,BarnT.00,tackles_assists,0,,,,,
player,201612040atl,kan,BarnT.00,tackles_loss,0,,,,,
player,201612040atl,kan,BarnT.00,qb_hits,0,,,,,
player,201612040atl,kan,BarnT.00,fumbles_rec,0,,,,,
player,201612040atl,kan,BarnT.00,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,BarnT.00,fumbles_rec_td,0,,,,,
player,201612040atl,kan,BarnT.00,fumbles_forced,0,,,,,
player,201612040atl,kan,FordDe00,def_int,0,,,,,
player,201612040atl,kan,FordDe00,def_int_yds,0,,,,,
player,201612040atl,kan,FordDe00,def_int_td,0,,,,,
player,201612040atl,kan,FordDe00,def_int_long,0,,,,,
player,201612040atl,kan,FordDe00,pass_defended,0,,,,,
player,201612040atl,kan,FordDe00,sacks,0.0,,,,,
player,201612040atl,kan,FordDe00,tackles_combined,1,,,,,
player,201612040atl,kan,FordDe00,tackles_solo,0,,,,,
player,201612040atl,kan,FordDe00,tackles_assists,1,,,,,
player,201612040atl,kan,FordDe00,tackles_loss,0,,,,,
player,201612040atl,kan,FordDe00,qb_hits,0,,,,,
player,201612040atl,kan,FordDe00,fumbles_rec,0,,,,,
player,201612040atl,kan,FordDe00,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,FordDe00,fumbles_rec_td,0,,,,,
player,201612040atl,kan,FordDe00,fumbles_forced,0,,,,,
player,201612040atl,kan,HarrDe03,def_int,0,,,,,
player,201612040atl,kan,HarrDe03,def_int_yds,,,,,,
player,201612040atl,kan,HarrDe03,def_int_td,0,,,,,
player,201612040atl,kan,HarrDe03,def_int_long,0,,,,,
player,201612040atl,kan,HarrDe03,pass_defended,0,,,,,
player,201612040atl,kan,HarrDe03,sacks,0.0,,,,,
player,201612040atl,kan,HarrDe03,tackles_combined,1,,,,,
player,201612040atl,kan,HarrDe03,tackles_solo,1,,,,,
player,201612040atl,kan,HarrDe03,tackles_assists,0,,,,,
player,201612040atl,kan,HarrDe03,tackles_loss,0,,,,,
player,201612040atl,kan,HarrDe03,qb_hits,0,,,,,
player,201612040atl,kan,HarrDe03,fumbles_rec,0,,,,,
player,201612040atl,kan,HarrDe03,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,HarrDe03,fumbles_rec_td,0,,,,,
player,201612040atl,kan,HarrDe03,fumbles_forced,0,,,,,
player,201612040atl,kan,NuneRa00,def_int,0,,,,,
player,201612040atl,kan,NuneRa00,def_int_yds,0,,,,,
player,201612040atl,kan,NuneRa00,def_int_td,0,,,,,
player,201612040atl,kan,NuneRa00,def_int_long,0,,,,,
player,201612040atl,kan,NuneRa00,pass_defended,0,,,,,
player,201612040atl,kan,NuneRa00,sacks,0.0,,,,,
player,201612040atl,kan,NuneRa00,tackles_combined,1,,,,,
player,201612040atl,kan,NuneRa00,tackles_solo,0,,,,,
player,201612040atl,kan,NuneRa00,tackles_assists,1,,,,,
player,201612040atl,kan,NuneRa00,tackles_loss,0,,,,,
player,201612040atl,kan,NuneRa00,qb_hits,0,,,,,
player,201612040atl,kan,NuneRa00,fumbles_rec,0,,,,,
player,201612040atl,kan,NuneRa00,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,NuneRa00,fumbles_rec_td,0,,,,,
player,201612040atl,kan,NuneRa00,fumbles_forced,0,,,,,
player,201612040atl,kan,PeteMa00,def_int,0,,,,,
player,201612040atl,kan,PeteMa00,def_int_yds,0,,,,,
player,201612040atl,kan,PeteMa00,def_int_td,0,,,,,
player,201612040atl,kan,PeteMa00,def_int_long,0,,,,,
player,201612040atl,kan,PeteMa00,pass_defended,1,,,,,
player,201612040atl,kan,PeteMa00,sacks,0.0,,,,,
player,201612040atl,kan,PeteMa00,tackles_combined,1,,,,,
player,201612040atl,kan,PeteMa00,tackles_solo,1,,,,,
player,201612040atl,kan,PeteMa00,tackles_assists,0,,,,,
player,201612040atl,kan,PeteMa00,tackles_loss,0,,,,,
player,201612040atl,kan,PeteMa00,qb_hits,0,,,,,
player,201612040atl,kan,PeteMa00,fumbles_rec,0,,,,,
player,201612040atl,kan,PeteMa00,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,PeteMa00,fumbles_rec_td,0,,,,,
player,201612040atl,kan,PeteMa00,fumbles_forced,0,,,,,
player,201612040atl,kan,JoneCh09,def_int,0,,,,,
player,201612040atl,kan,JoneCh09,def_int_yds,0,,,,,
player,201612040atl,kan,JoneCh09,def_int_td,0,,,,,
player,201612040atl,kan,JoneCh09,def_int_long,0,,,,,
player,201612040atl,kan,JoneCh09,pass_defended,0,,,,,
player,201612040atl,kan,JoneCh09,sacks,0.0,,,,,
player,201612040atl,kan,JoneCh09,tackles_combined,0,,,,,
player,201612040atl,kan,JoneCh09,tackles_solo,0,,,,,
player,201612040atl,kan,JoneCh09,tackles_assists,0,,,,,
player,201612040atl,kan,JoneCh09,tackles_loss,0,,,,,
player,201612040atl,kan,JoneCh09,qb_hits,2,,,,,
player,201612040atl,kan,JoneCh09,fumbles_rec,0,,,,,
player,201612040atl,kan,JoneCh09,fumbles_rec_yds,0,,,,,
player,201612040atl,kan,JoneCh09,fumbles_rec_td,0,,,,,
player,201612040atl,kan,JoneCh09,fumbles_forced,0,,,,,
player,201612040atl,atl,BeasVi00,def_int,0,,,,,
player,201612040atl,atl,BeasVi00,def_int_yds,0,,,,,
player,201612040atl,atl,BeasVi00,def_int_td,0,,,,,
player,201612040atl,atl,BeasVi00,def_int_long,0,,,,,
player,201612040atl,atl,BeasVi00,pass_defended,0,,,,,
player,201612040atl,atl,BeasVi00,sacks,1.0,,,,,
player,201612040atl,atl,BeasVi00,tackles_combined,1,,,,,
player,201612040atl,atl,BeasVi00,tackles_solo,1,,,,,
player,201612040atl,atl,BeasVi00,tackles_assists,0,,,,,
player,201612040atl,atl,BeasVi00,tackles_loss,0,,,,,
player,201612040atl,atl,BeasVi00,qb_hits,1,,,,,
player,201612040atl,atl,BeasVi00,fumbles_rec,0,,,,,
player,201612040atl,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,BeasVi00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,BeasVi00,fumbles_forced,1,,,,,
player,201612040atl,atl,AlleRi00,def_int,0,,,,,
player,201612040atl,atl,AlleRi00,def_int_yds,0,,,,,
player,201612040atl,atl,AlleRi00,def_int_td,0,,,,,
player,201612040atl,atl,AlleRi00,def_int_long,0,,,,,
player,201612040atl,atl,AlleRi00,pass_defended,0,,,,,
player,201612040atl,atl,AlleRi00,sacks,0.0,,,,,
player,201612040atl,atl,AlleRi00,tackles_combined,8,,,,,
player,201612040atl,atl,AlleRi00,tackles_solo,5,,,,,
player,201612040atl,atl,AlleRi00,tackles_assists,3,,,,,
player,201612040atl,atl,AlleRi00,tackles_loss,0,,,,,
player,201612040atl,atl,AlleRi00,qb_hits,0,,,,,
player,201612040atl,atl,AlleRi00,fumbles_rec,0,,,,,
player,201612040atl,atl,AlleRi00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,AlleRi00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,AlleRi00,fumbles_forced,0,,,,,
player,201612040atl,atl,JoneDe01,def_int,0,,,,,
player,201612040atl,atl,JoneDe01,def_int_yds,0,,,,,
player,201612040atl,atl,JoneDe01,def_int_td,0,,,,,
player,201612040atl,atl,JoneDe01,def_int_long,0,,,,,
player,201612040atl,atl,JoneDe01,pass_defended,0,,,,,
player,201612040atl,atl,JoneDe01,sacks,0.0,,,,,
player,201612040atl,atl,JoneDe01,tackles_combined,7,,,,,
player,201612040atl,atl,JoneDe01,tackles_solo,4,,,,,
player,201612040atl,atl,JoneDe01,tackles_assists,3,,,,,
player,201612040atl,atl,JoneDe01,tackles_loss,0,,,,,
player,201612040atl,atl,JoneDe01,qb_hits,0,,,,,
player,201612040atl,atl,JoneDe01,fumbles_rec,0,,,,,
player,201612040atl,atl,JoneDe01,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,JoneDe01,fumbles_rec_td,0,,,,,
player,201612040atl,atl,JoneDe01,fumbles_forced,0,,,,,
player,201612040atl,atl,NealKe01,def_int,0,,,,,
player,201612040atl,atl,NealKe01,def_int_yds,0,,,,,
player,201612040atl,atl,NealKe01,def_int_td,0,,,,,
player,201612040atl,atl,NealKe01,def_int_long,0,,,,,
player,201612040atl,atl,NealKe01,pass_defended,0,,,,,
player,201612040atl,atl,NealKe01,sacks,0.0,,,,,
player,201612040atl,atl,NealKe01,tackles_combined,7,,,,,
player,201612040atl,atl,NealKe01,tackles_solo,3,,,,,
player,201612040atl,atl,NealKe01,tackles_assists,4,,,,,
player,201612040atl,atl,NealKe01,tackles_loss,0,,,,,
player,201612040atl,atl,NealKe01,qb_hits,0,,,,,
player,201612040atl,atl,NealKe01,fumbles_rec,0,,,,,
player,201612040atl,atl,NealKe01,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,NealKe01,fumbles_rec_td,0,,,,,
player,201612040atl,atl,NealKe01,fumbles_forced,0,,,,,
player,201612040atl,atl,CampDe00,def_int,0,,,,,
player,201612040atl,atl,CampDe00,def_int_yds,0,,,,,
player,201612040atl,atl,CampDe00,def_int_td,0,,,,,
player,201612040atl,atl,CampDe00,def_int_long,0,,,,,
player,201612040atl,atl,CampDe00,pass_defended,0,,,,,
player,201612040atl,atl,CampDe00,sacks,0.0,,,,,
player,201612040atl,atl,CampDe00,tackles_combined,5,,,,,
player,201612040atl,atl,CampDe00,tackles_solo,3,,,,,
player,201612040atl,atl,CampDe00,tackles_assists,2,,,,,
player,201612040atl,atl,CampDe00,tackles_loss,1,,,,,
player,201612040atl,atl,CampDe00,qb_hits,0,,,,,
player,201612040atl,atl,CampDe00,fumbles_rec,0,,,,,
player,201612040atl,atl,CampDe00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,CampDe00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,CampDe00,fumbles_forced,0,,,,,
player,201612040atl,atl,PoolBr01,def_int,0,,,,,
player,201612040atl,atl,PoolBr01,def_int_yds,0,,,,,
player,201612040atl,atl,PoolBr01,def_int_td,0,,,,,
player,201612040atl,atl,PoolBr01,def_int_long,0,,,,,
player,201612040atl,atl,PoolBr01,pass_defended,0,,,,,
player,201612040atl,atl,PoolBr01,sacks,0.0,,,,,
player,201612040atl,atl,PoolBr01,tackles_combined,4,,,,,
player,201612040atl,atl,PoolBr01,tackles_solo,4,,,,,
player,201612040atl,atl,PoolBr01,tackles_assists,0,,,,,
player,201612040atl,atl,PoolBr01,tackles_loss,1,,,,,
player,201612040atl,atl,PoolBr01,qb_hits,0,,,,,
player,201612040atl,atl,PoolBr01,fumbles_rec,0,,,,,
player,201612040atl,atl,PoolBr01,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,PoolBr01,fumbles_rec_td,0,,,,,
player,201612040atl,atl,PoolBr01,fumbles_forced,0,,,,,
player,201612040atl,atl,AlfoRo00,def_int,0,,,,,
player,201612040atl,atl,AlfoRo00,def_int_yds,0,,,,,
player,201612040atl,atl,AlfoRo00,def_int_td,0,,,,,
player,201612040atl,atl,AlfoRo00,def_int_long,0,,,,,
player,201612040atl,atl,AlfoRo00,pass_defended,0,,,,,
player,201612040atl,atl,AlfoRo00,sacks,0.0,,,,,
player,201612040atl,atl,AlfoRo00,tackles_combined,2,,,,,
player,201612040atl,atl,AlfoRo00,tackles_solo,2,,,,,
player,201612040atl,atl,AlfoRo00,tackles_assists,0,,,,,
player,201612040atl,atl,AlfoRo00,tackles_loss,0,,,,,
player,201612040atl,atl,AlfoRo00,qb_hits,0,,,,,
player,201612040atl,atl,AlfoRo00,fumbles_rec,0,,,,,
player,201612040atl,atl,AlfoRo00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,AlfoRo00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,AlfoRo00,fumbles_forced,0,,,,,
player,201612040atl,atl,BabiJo20,def_int,0,,,,,
player,201612040atl,atl,BabiJo20,def_int_yds,0,,,,,
player,201612040atl,atl,BabiJo20,def_int_td,0,,,,,
player,201612040atl,atl,BabiJo20,def_int_long,0,,,,,
player,201612040atl,atl,BabiJo20,pass_defended,0,,,,,
player,201612040atl,atl,BabiJo20,sacks,0.0,,,,,
player,201612040atl,atl,BabiJo20,tackles_combined,2,,,,,
player,201612040atl,atl,BabiJo20,tackles_solo,1,,,,,
player,201612040atl,atl,BabiJo20,tackles_assists,1,,,,,
player,201612040atl,atl,BabiJo20,tackles_loss,0,,,,,
player,201612040atl,atl,BabiJo20,qb_hits,0,,,,,
player,201612040atl,atl,BabiJo20,fumbles_rec,0,,,,,
player,201612040atl,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201612040atl,atl,BabiJo20,fumbles_forced,0,,,,,
player,201612040atl,atl,GoodC.00,def_int,0,,,,,
player,201612040atl,atl,GoodC.00,def_int_yds,0,,,,,
player,201612040atl,atl,GoodC.00,def_int_td,0,,,,,
player,201612040atl,atl,GoodC.00,def_int_long,0,,,,,
player,201612040atl,atl,GoodC.00,pass_defended,0,,,,,
player,201612040atl,atl,GoodC.00,sacks,0.0,,,,,
player,201612040atl,atl,GoodC.00,tackles_combined,2,,,,,
player,201612040atl,atl,GoodC.00,tackles_solo,2,,,,,
player,201612040atl,atl,GoodC.00,tackles_assists,0,,,,,
player,201612040atl,atl,GoodC.00,tackles_loss,0,,,,,
player,201612040atl,atl,GoodC.00,qb_hits,0,,,,,
player,201612040atl,atl,GoodC.00,fumbles_rec,0,,,,,
player,201612040atl,atl,GoodC.00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,GoodC.00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,GoodC.00,fumbles_forced,0,,,,,
player,201612040atl,atl,IshmKe00,def_int,0,,,,,
player,201612040atl,atl,IshmKe00,def_int_yds,0,,,,,
player,201612040atl,atl,IshmKe00,def_int_td,0,,,,,
player,201612040atl,atl,IshmKe00,def_int_long,0,,,,,
player,201612040atl,atl,IshmKe00,pass_defended,0,,,,,
player,201612040atl,atl,IshmKe00,sacks,0.0,,,,,
player,201612040atl,atl,IshmKe00,tackles_combined,2,,,,,
player,201612040atl,atl,IshmKe00,tackles_solo,1,,,,,
player,201612040atl,atl,IshmKe00,tackles_assists,1,,,,,
player,201612040atl,atl,IshmKe00,tackles_loss,0,,,,,
player,201612040atl,atl,IshmKe00,qb_hits,0,,,,,
player,201612040atl,atl,IshmKe00,fumbles_rec,0,,,,,
player,201612040atl,atl,IshmKe00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,IshmKe00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,IshmKe00,fumbles_forced,0,,,,,
player,201612040atl,atl,JackTy98,def_int,0,,,,,
player,201612040atl,atl,JackTy98,def_int_yds,0,,,,,
player,201612040atl,atl,JackTy98,def_int_td,0,,,,,
player,201612040atl,atl,JackTy98,def_int_long,0,,,,,
player,201612040atl,atl,JackTy98,pass_defended,0,,,,,
player,201612040atl,atl,JackTy98,sacks,0.0,,,,,
player,201612040atl,atl,JackTy98,tackles_combined,2,,,,,
player,201612040atl,atl,JackTy98,tackles_solo,2,,,,,
player,201612040atl,atl,JackTy98,tackles_assists,0,,,,,
player,201612040atl,atl,JackTy98,tackles_loss,0,,,,,
player,201612040atl,atl,JackTy98,qb_hits,0,,,,,
player,201612040atl,atl,JackTy98,fumbles_rec,0,,,,,
player,201612040atl,atl,JackTy98,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,JackTy98,fumbles_rec_td,0,,,,,
player,201612040atl,atl,JackTy98,fumbles_forced,0,,,,,
player,201612040atl,atl,JarrGr00,def_int,0,,,,,
player,201612040atl,atl,JarrGr00,def_int_yds,0,,,,,
player,201612040atl,atl,JarrGr00,def_int_td,0,,,,,
player,201612040atl,atl,JarrGr00,def_int_long,0,,,,,
player,201612040atl,atl,JarrGr00,pass_defended,0,,,,,
player,201612040atl,atl,JarrGr00,sacks,0.0,,,,,
player,201612040atl,atl,JarrGr00,tackles_combined,2,,,,,
player,201612040atl,atl,JarrGr00,tackles_solo,1,,,,,
player,201612040atl,atl,JarrGr00,tackles_assists,1,,,,,
player,201612040atl,atl,JarrGr00,tackles_loss,0,,,,,
player,201612040atl,atl,JarrGr00,qb_hits,0,,,,,
player,201612040atl,atl,JarrGr00,fumbles_rec,1,,,,,
player,201612040atl,atl,JarrGr00,fumbles_rec_yds,0,,,,,
player,201612040atl,atl,JarrGr00,fumbles_rec_td,0,,,,,
player,201612040atl,atl,JarrGr00,fumbles_forced,0,,,,,
player,201612040atl,atl,CollJa02,def_int,0,,,,,
player,201612040atl,atl,CollJa02,def_int_yds,0,,,,,
player,201612040atl,atl,CollJa02,def_int_td,0,,,,,
player,201612040atl,atl,CollJa02,def_int_long,0,,,,,
