game,2016,7,20161023,201610230kan,nor,"New Orleans Saints",21,kan,"Kansas City Chiefs",27
player,201610230kan,nor,BreeDr00,rush_att,0,,,,,
player,201610230kan,nor,BreeDr00,rush_yds,0,,,,,
player,201610230kan,nor,BreeDr00,rush_td,0,,,,,
player,201610230kan,nor,BreeDr00,rush_long,0,,,,,
player,201610230kan,nor,BreeDr00,targets,0,,,,,
player,201610230kan,nor,BreeDr00,rec,0,,,,,
player,201610230kan,nor,BreeDr00,rec_yds,0,,,,,
player,201610230kan,nor,BreeDr00,rec_td,0,,,,,
player,201610230kan,nor,BreeDr00,rec_long,0,,,,,
player,201610230kan,nor,BreeDr00,fumbles,0,,,,,
player,201610230kan,nor,BreeDr00,fumbles_lost,0,,,,,
player,201610230kan,nor,IngrMa01,pass_cmp,0,,,,,
player,201610230kan,nor,IngrMa01,pass_att,0,,,,,
player,201610230kan,nor,IngrMa01,pass_yds,0,,,,,
player,201610230kan,nor,IngrMa01,pass_td,0,,,,,
player,201610230kan,nor,IngrMa01,pass_int,0,,,,,
player,201610230kan,nor,IngrMa01,pass_sacked,0,,,,,
player,201610230kan,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201610230kan,nor,IngrMa01,pass_long,0,,,,,
player,201610230kan,nor,IngrMa01,pass_rating,,,,,,
player,201610230kan,nor,IngrMa01,rush_att,16,,,,,
player,201610230kan,nor,IngrMa01,rush_yds,62,,,,,
player,201610230kan,nor,IngrMa01,rush_td,0,,,,,
player,201610230kan,nor,IngrMa01,rush_long,7,,,,,
player,201610230kan,nor,IngrMa01,targets,4,,,,,
player,201610230kan,nor,IngrMa01,rec,4,,,,,
player,201610230kan,nor,IngrMa01,rec_yds,20,,,,,
player,201610230kan,nor,IngrMa01,rec_td,1,,,,,
player,201610230kan,nor,IngrMa01,rec_long,8,,,,,
player,201610230kan,nor,IngrMa01,fumbles,1,,,,,
player,201610230kan,nor,IngrMa01,fumbles_lost,1,,,,,
player,201610230kan,nor,HighTi00,pass_cmp,0,,,,,
player,201610230kan,nor,HighTi00,pass_att,0,,,,,
player,201610230kan,nor,HighTi00,pass_yds,0,,,,,
player,201610230kan,nor,HighTi00,pass_td,0,,,,,
player,201610230kan,nor,HighTi00,pass_int,0,,,,,
player,201610230kan,nor,HighTi00,pass_sacked,0,,,,,
player,201610230kan,nor,HighTi00,pass_sacked_yds,0,,,,,
player,201610230kan,nor,HighTi00,pass_long,0,,,,,
player,201610230kan,nor,HighTi00,pass_rating,,,,,,
player,201610230kan,nor,HighTi00,rush_att,5,,,,,
player,201610230kan,nor,HighTi00,rush_yds,39,,,,,
player,201610230kan,nor,HighTi00,rush_td,0,,,,,
player,201610230kan,nor,HighTi00,rush_long,13,,,,,
player,201610230kan,nor,HighTi00,targets,1,,,,,
player,201610230kan,nor,HighTi00,rec,1,,,,,
player,201610230kan,nor,HighTi00,rec_yds,5,,,,,
player,201610230kan,nor,HighTi00,rec_td,0,,,,,
player,201610230kan,nor,HighTi00,rec_long,5,,,,,
player,201610230kan,nor,HighTi00,fumbles,0,,,,,
player,201610230kan,nor,HighTi00,fumbles_lost,0,,,,,
player,201610230kan,nor,KuhnJo00,pass_cmp,0,,,,,
player,201610230kan,nor,KuhnJo00,pass_att,0,,,,,
player,201610230kan,nor,KuhnJo00,pass_yds,0,,,,,
player,201610230kan,nor,KuhnJo00,pass_td,0,,,,,
player,201610230kan,nor,KuhnJo00,pass_int,0,,,,,
player,201610230kan,nor,KuhnJo00,pass_sacked,0,,,,,
player,201610230kan,nor,KuhnJo00,pass_sacked_yds,0,,,,,
player,201610230kan,nor,KuhnJo00,pass_long,0,,,,,
player,201610230kan,nor,KuhnJo00,pass_rating,,,,,,
player,201610230kan,nor,KuhnJo00,rush_att,1,,,,,
player,201610230kan,nor,KuhnJo00,rush_yds,3,,,,,
player,201610230kan,nor,KuhnJo00,rush_td,0,,,,,
player,201610230kan,nor,KuhnJo00,rush_long,3,,,,,
player,201610230kan,nor,KuhnJo00,targets,1,,,,,
player,201610230kan,nor,KuhnJo00,rec,0,,,,,
player,201610230kan,nor,KuhnJo00,rec_yds,0,,,,,
player,201610230kan,nor,KuhnJo00,rec_td,0,,,,,
player,201610230kan,nor,KuhnJo00,rec_long,0,,,,,
player,201610230kan,nor,KuhnJo00,fumbles,0,,,,,
player,201610230kan,nor,KuhnJo00,fumbles_lost,0,,,,,
player,201610230kan,nor,ThomMi05,pass_cmp,0,,,,,
player,201610230kan,nor,ThomMi05,pass_att,0,,,,,
player,201610230kan,nor,ThomMi05,pass_yds,0,,,,,
player,201610230kan,nor,ThomMi05,pass_td,0,,,,,
player,201610230kan,nor,ThomMi05,pass_int,0,,,,,
player,201610230kan,nor,ThomMi05,pass_sacked,0,,,,,
player,201610230kan,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201610230kan,nor,ThomMi05,pass_long,0,,,,,
player,201610230kan,nor,ThomMi05,pass_rating,,,,,,
player,201610230kan,nor,ThomMi05,rush_att,0,,,,,
player,201610230kan,nor,ThomMi05,rush_yds,0,,,,,
player,201610230kan,nor,ThomMi05,rush_td,0,,,,,
player,201610230kan,nor,ThomMi05,rush_long,0,,,,,
player,201610230kan,nor,ThomMi05,targets,13,,,,,
player,201610230kan,nor,ThomMi05,rec,10,,,,,
player,201610230kan,nor,ThomMi05,rec_yds,130,,,,,
player,201610230kan,nor,ThomMi05,rec_td,0,,,,,
player,201610230kan,nor,ThomMi05,rec_long,23,,,,,
player,201610230kan,nor,ThomMi05,fumbles,0,,,,,
player,201610230kan,nor,ThomMi05,fumbles_lost,0,,,,,
player,201610230kan,nor,SneaWi00,pass_cmp,0,,,,,
player,201610230kan,nor,SneaWi00,pass_att,0,,,,,
player,201610230kan,nor,SneaWi00,pass_yds,0,,,,,
player,201610230kan,nor,SneaWi00,pass_td,0,,,,,
player,201610230kan,nor,SneaWi00,pass_int,0,,,,,
player,201610230kan,nor,SneaWi00,pass_sacked,0,,,,,
player,201610230kan,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201610230kan,nor,SneaWi00,pass_long,0,,,,,
player,201610230kan,nor,SneaWi00,pass_rating,,,,,,
player,201610230kan,nor,SneaWi00,rush_att,0,,,,,
player,201610230kan,nor,SneaWi00,rush_yds,0,,,,,
player,201610230kan,nor,SneaWi00,rush_td,0,,,,,
player,201610230kan,nor,SneaWi00,rush_long,0,,,,,
player,201610230kan,nor,SneaWi00,targets,11,,,,,
player,201610230kan,nor,SneaWi00,rec,9,,,,,
player,201610230kan,nor,SneaWi00,rec_yds,87,,,,,
player,201610230kan,nor,SneaWi00,rec_td,0,,,,,
player,201610230kan,nor,SneaWi00,rec_long,17,,,,,
player,201610230kan,nor,SneaWi00,fumbles,0,,,,,
player,201610230kan,nor,SneaWi00,fumbles_lost,0,,,,,
player,201610230kan,nor,CookBr00,pass_cmp,0,,,,,
player,201610230kan,nor,CookBr00,pass_att,0,,,,,
player,201610230kan,nor,CookBr00,pass_yds,0,,,,,
player,201610230kan,nor,CookBr00,pass_td,0,,,,,
player,201610230kan,nor,CookBr00,pass_int,0,,,,,
player,201610230kan,nor,CookBr00,pass_sacked,0,,,,,
player,201610230kan,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201610230kan,nor,CookBr00,pass_long,0,,,,,
player,201610230kan,nor,CookBr00,pass_rating,,,,,,
player,201610230kan,nor,CookBr00,rush_att,0,,,,,
player,201610230kan,nor,CookBr00,rush_yds,0,,,,,
player,201610230kan,nor,CookBr00,rush_td,0,,,,,
player,201610230kan,nor,CookBr00,rush_long,0,,,,,
player,201610230kan,nor,CookBr00,targets,9,,,,,
player,201610230kan,nor,CookBr00,rec,7,,,,,
player,201610230kan,nor,CookBr00,rec_yds,58,,,,,
player,201610230kan,nor,CookBr00,rec_td,1,,,,,
player,201610230kan,nor,CookBr00,rec_long,14,,,,,
player,201610230kan,nor,CookBr00,fumbles,0,,,,,
player,201610230kan,nor,CookBr00,fumbles_lost,0,,,,,
player,201610230kan,nor,FleeCo00,pass_cmp,0,,,,,
player,201610230kan,nor,FleeCo00,pass_att,0,,,,,
player,201610230kan,nor,FleeCo00,pass_yds,0,,,,,
player,201610230kan,nor,FleeCo00,pass_td,0,,,,,
player,201610230kan,nor,FleeCo00,pass_int,0,,,,,
player,201610230kan,nor,FleeCo00,pass_sacked,0,,,,,
player,201610230kan,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201610230kan,nor,FleeCo00,pass_long,0,,,,,
player,201610230kan,nor,FleeCo00,pass_rating,,,,,,
player,201610230kan,nor,FleeCo00,rush_att,0,,,,,
player,201610230kan,nor,FleeCo00,rush_yds,0,,,,,
player,201610230kan,nor,FleeCo00,rush_td,0,,,,,
player,201610230kan,nor,FleeCo00,rush_long,0,,,,,
player,201610230kan,nor,FleeCo00,targets,2,,,,,
player,201610230kan,nor,FleeCo00,rec,2,,,,,
player,201610230kan,nor,FleeCo00,rec_yds,44,,,,,
player,201610230kan,nor,FleeCo00,rec_td,0,,,,,
player,201610230kan,nor,FleeCo00,rec_long,30,,,,,
player,201610230kan,nor,FleeCo00,fumbles,1,,,,,
player,201610230kan,nor,FleeCo00,fumbles_lost,0,,,,,
player,201610230kan,nor,ColeBr00,pass_cmp,0,,,,,
player,201610230kan,nor,ColeBr00,pass_att,0,,,,,
player,201610230kan,nor,ColeBr00,pass_yds,0,,,,,
player,201610230kan,nor,ColeBr00,pass_td,0,,,,,
player,201610230kan,nor,ColeBr00,pass_int,0,,,,,
player,201610230kan,nor,ColeBr00,pass_sacked,0,,,,,
player,201610230kan,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201610230kan,nor,ColeBr00,pass_long,0,,,,,
player,201610230kan,nor,ColeBr00,pass_rating,,,,,,
player,201610230kan,nor,ColeBr00,rush_att,0,,,,,
player,201610230kan,nor,ColeBr00,rush_yds,0,,,,,
player,201610230kan,nor,ColeBr00,rush_td,0,,,,,
player,201610230kan,nor,ColeBr00,rush_long,0,,,,,
player,201610230kan,nor,ColeBr00,targets,1,,,,,
player,201610230kan,nor,ColeBr00,rec,1,,,,,
player,201610230kan,nor,ColeBr00,rec_yds,10,,,,,
player,201610230kan,nor,ColeBr00,rec_td,1,,,,,
player,201610230kan,nor,ColeBr00,rec_long,10,,,,,
player,201610230kan,nor,ColeBr00,fumbles,0,,,,,
player,201610230kan,nor,ColeBr00,fumbles_lost,0,,,,,
player,201610230kan,nor,CadeTr00,pass_cmp,0,,,,,
player,201610230kan,nor,CadeTr00,pass_att,0,,,,,
player,201610230kan,nor,CadeTr00,pass_yds,0,,,,,
player,201610230kan,nor,CadeTr00,pass_td,0,,,,,
player,201610230kan,nor,CadeTr00,pass_int,0,,,,,
player,201610230kan,nor,CadeTr00,pass_sacked,0,,,,,
player,201610230kan,nor,CadeTr00,pass_sacked_yds,0,,,,,
player,201610230kan,nor,CadeTr00,pass_long,0,,,,,
player,201610230kan,nor,CadeTr00,pass_rating,,,,,,
player,201610230kan,nor,CadeTr00,rush_att,0,,,,,
player,201610230kan,nor,CadeTr00,rush_yds,0,,,,,
player,201610230kan,nor,CadeTr00,rush_td,0,,,,,
player,201610230kan,nor,CadeTr00,rush_long,0,,,,,
player,201610230kan,nor,CadeTr00,targets,4,,,,,
player,201610230kan,nor,CadeTr00,rec,2,,,,,
player,201610230kan,nor,CadeTr00,rec_yds,7,,,,,
player,201610230kan,nor,CadeTr00,rec_td,0,,,,,
player,201610230kan,nor,CadeTr00,rec_long,4,,,,,
player,201610230kan,nor,CadeTr00,fumbles,0,,,,,
player,201610230kan,nor,CadeTr00,fumbles_lost,0,,,,,
player,201610230kan,nor,HillJo02,pass_cmp,0,,,,,
player,201610230kan,nor,HillJo02,pass_att,0,,,,,
player,201610230kan,nor,HillJo02,pass_yds,0,,,,,
player,201610230kan,nor,HillJo02,pass_td,0,,,,,
player,201610230kan,nor,HillJo02,pass_int,0,,,,,
player,201610230kan,nor,HillJo02,pass_sacked,0,,,,,
player,201610230kan,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201610230kan,nor,HillJo02,pass_long,0,,,,,
player,201610230kan,nor,HillJo02,pass_rating,,,,,,
player,201610230kan,nor,HillJo02,rush_att,0,,,,,
player,201610230kan,nor,HillJo02,rush_yds,0,,,,,
player,201610230kan,nor,HillJo02,rush_td,0,,,,,
player,201610230kan,nor,HillJo02,rush_long,0,,,,,
player,201610230kan,nor,HillJo02,targets,1,,,,,
player,201610230kan,nor,HillJo02,rec,1,,,,,
player,201610230kan,nor,HillJo02,rec_yds,6,,,,,
player,201610230kan,nor,HillJo02,rec_td,0,,,,,
player,201610230kan,nor,HillJo02,rec_long,6,,,,,
player,201610230kan,nor,HillJo02,fumbles,0,,,,,
player,201610230kan,nor,HillJo02,fumbles_lost,0,,,,,
player,201610230kan,kan,SmitAl03,pass_cmp,17,,,,,
player,201610230kan,kan,SmitAl03,pass_att,24,,,,,
player,201610230kan,kan,SmitAl03,pass_yds,214,,,,,
player,201610230kan,kan,SmitAl03,pass_td,2,,,,,
player,201610230kan,kan,SmitAl03,pass_int,0,,,,,
player,201610230kan,kan,SmitAl03,pass_sacked,0,,,,,
player,201610230kan,kan,SmitAl03,pass_sacked_yds,0,,,,,
player,201610230kan,kan,SmitAl03,pass_long,46,,,,,
player,201610230kan,kan,SmitAl03,pass_rating,126.0,,,,,
player,201610230kan,kan,SmitAl03,rush_att,4,,,,,
player,201610230kan,kan,SmitAl03,rush_yds,7,,,,,
player,201610230kan,kan,SmitAl03,rush_td,0,,,,,
player,201610230kan,kan,SmitAl03,rush_long,6,,,,,
player,201610230kan,kan,SmitAl03,targets,0,,,,,
player,201610230kan,kan,SmitAl03,rec,0,,,,,
player,201610230kan,kan,SmitAl03,rec_yds,0,,,,,
player,201610230kan,kan,SmitAl03,rec_td,0,,,,,
player,201610230kan,kan,SmitAl03,rec_long,0,,,,,
player,201610230kan,kan,SmitAl03,fumbles,0,,,,,
player,201610230kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201610230kan,kan,WareSp00,pass_cmp,0,,,,,
player,201610230kan,kan,WareSp00,pass_att,0,,,,,
player,201610230kan,kan,WareSp00,pass_yds,0,,,,,
player,201610230kan,kan,WareSp00,pass_td,0,,,,,
player,201610230kan,kan,WareSp00,pass_int,0,,,,,
player,201610230kan,kan,WareSp00,pass_sacked,0,,,,,
player,201610230kan,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201610230kan,kan,WareSp00,pass_long,0,,,,,
player,201610230kan,kan,WareSp00,pass_rating,,,,,,
player,201610230kan,kan,WareSp00,rush_att,17,,,,,
player,201610230kan,kan,WareSp00,rush_yds,77,,,,,
player,201610230kan,kan,WareSp00,rush_td,0,,,,,
player,201610230kan,kan,WareSp00,rush_long,12,,,,,
player,201610230kan,kan,WareSp00,targets,2,,,,,
player,201610230kan,kan,WareSp00,rec,2,,,,,
player,201610230kan,kan,WareSp00,rec_yds,54,,,,,
player,201610230kan,kan,WareSp00,rec_td,1,,,,,
player,201610230kan,kan,WareSp00,rec_long,46,,,,,
player,201610230kan,kan,WareSp00,fumbles,0,,,,,
player,201610230kan,kan,WareSp00,fumbles_lost,0,,,,,
player,201610230kan,kan,HillTy00,pass_cmp,0,,,,,
player,201610230kan,kan,HillTy00,pass_att,0,,,,,
player,201610230kan,kan,HillTy00,pass_yds,0,,,,,
player,201610230kan,kan,HillTy00,pass_td,0,,,,,
player,201610230kan,kan,HillTy00,pass_int,0,,,,,
player,201610230kan,kan,HillTy00,pass_sacked,0,,,,,
player,201610230kan,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201610230kan,kan,HillTy00,pass_long,0,,,,,
player,201610230kan,kan,HillTy00,pass_rating,,,,,,
player,201610230kan,kan,HillTy00,rush_att,2,,,,,
player,201610230kan,kan,HillTy00,rush_yds,23,,,,,
player,201610230kan,kan,HillTy00,rush_td,0,,,,,
player,201610230kan,kan,HillTy00,rush_long,18,,,,,
player,201610230kan,kan,HillTy00,targets,1,,,,,
player,201610230kan,kan,HillTy00,rec,1,,,,,
player,201610230kan,kan,HillTy00,rec_yds,38,,,,,
player,201610230kan,kan,HillTy00,rec_td,1,,,,,
player,201610230kan,kan,HillTy00,rec_long,38,,,,,
player,201610230kan,kan,HillTy00,fumbles,0,,,,,
player,201610230kan,kan,HillTy00,fumbles_lost,0,,,,,
player,201610230kan,kan,WestCh01,pass_cmp,0,,,,,
player,201610230kan,kan,WestCh01,pass_att,0,,,,,
player,201610230kan,kan,WestCh01,pass_yds,0,,,,,
player,201610230kan,kan,WestCh01,pass_td,0,,,,,
player,201610230kan,kan,WestCh01,pass_int,0,,,,,
player,201610230kan,kan,WestCh01,pass_sacked,0,,,,,
player,201610230kan,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201610230kan,kan,WestCh01,pass_long,0,,,,,
player,201610230kan,kan,WestCh01,pass_rating,,,,,,
player,201610230kan,kan,WestCh01,rush_att,4,,,,,
player,201610230kan,kan,WestCh01,rush_yds,5,,,,,
player,201610230kan,kan,WestCh01,rush_td,0,,,,,
player,201610230kan,kan,WestCh01,rush_long,2,,,,,
player,201610230kan,kan,WestCh01,targets,3,,,,,
player,201610230kan,kan,WestCh01,rec,1,,,,,
player,201610230kan,kan,WestCh01,rec_yds,3,,,,,
player,201610230kan,kan,WestCh01,rec_td,0,,,,,
player,201610230kan,kan,WestCh01,rec_long,3,,,,,
player,201610230kan,kan,WestCh01,fumbles,0,,,,,
player,201610230kan,kan,WestCh01,fumbles_lost,0,,,,,
player,201610230kan,kan,MaclJe00,pass_cmp,0,,,,,
player,201610230kan,kan,MaclJe00,pass_att,0,,,,,
player,201610230kan,kan,MaclJe00,pass_yds,0,,,,,
player,201610230kan,kan,MaclJe00,pass_td,0,,,,,
player,201610230kan,kan,MaclJe00,pass_int,0,,,,,
player,201610230kan,kan,MaclJe00,pass_sacked,0,,,,,
player,201610230kan,kan,MaclJe00,pass_sacked_yds,0,,,,,
player,201610230kan,kan,MaclJe00,pass_long,0,,,,,
player,201610230kan,kan,MaclJe00,pass_rating,,,,,,
player,201610230kan,kan,MaclJe00,rush_att,0,,,,,
player,201610230kan,kan,MaclJe00,rush_yds,0,,,,,
player,201610230kan,kan,MaclJe00,rush_td,0,,,,,
player,201610230kan,kan,MaclJe00,rush_long,0,,,,,
player,201610230kan,kan,MaclJe00,targets,5,,,,,
player,201610230kan,kan,MaclJe00,rec,4,,,,,
player,201610230kan,kan,MaclJe00,rec_yds,40,,,,,
player,201610230kan,kan,MaclJe00,rec_td,0,,,,,
player,201610230kan,kan,MaclJe00,rec_long,13,,,,,
player,201610230kan,kan,MaclJe00,fumbles,0,,,,,
player,201610230kan,kan,MaclJe00,fumbles_lost,0,,,,,
player,201610230kan,kan,ConlCh00,pass_cmp,0,,,,,
player,201610230kan,kan,ConlCh00,pass_att,0,,,,,
player,201610230kan,kan,ConlCh00,pass_yds,0,,,,,
player,201610230kan,kan,ConlCh00,pass_td,0,,,,,
player,201610230kan,kan,ConlCh00,pass_int,0,,,,,
player,201610230kan,kan,ConlCh00,pass_sacked,0,,,,,
player,201610230kan,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201610230kan,kan,ConlCh00,pass_long,0,,,,,
player,201610230kan,kan,ConlCh00,pass_rating,,,,,,
player,201610230kan,kan,ConlCh00,rush_att,0,,,,,
player,201610230kan,kan,ConlCh00,rush_yds,0,,,,,
player,201610230kan,kan,ConlCh00,rush_td,0,,,,,
player,201610230kan,kan,ConlCh00,rush_long,0,,,,,
player,201610230kan,kan,ConlCh00,targets,2,,,,,
player,201610230kan,kan,ConlCh00,rec,2,,,,,
player,201610230kan,kan,ConlCh00,rec_yds,29,,,,,
player,201610230kan,kan,ConlCh00,rec_td,0,,,,,
player,201610230kan,kan,ConlCh00,rec_long,18,,,,,
player,201610230kan,kan,ConlCh00,fumbles,0,,,,,
player,201610230kan,kan,ConlCh00,fumbles_lost,0,,,,,
player,201610230kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201610230kan,kan,KelcTr00,pass_att,0,,,,,
player,201610230kan,kan,KelcTr00,pass_yds,0,,,,,
player,201610230kan,kan,KelcTr00,pass_td,0,,,,,
player,201610230kan,kan,KelcTr00,pass_int,0,,,,,
player,201610230kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201610230kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201610230kan,kan,KelcTr00,pass_long,0,,,,,
player,201610230kan,kan,KelcTr00,pass_rating,,,,,,
player,201610230kan,kan,KelcTr00,rush_att,0,,,,,
player,201610230kan,kan,KelcTr00,rush_yds,0,,,,,
player,201610230kan,kan,KelcTr00,rush_td,0,,,,,
player,201610230kan,kan,KelcTr00,rush_long,0,,,,,
player,201610230kan,kan,KelcTr00,targets,3,,,,,
player,201610230kan,kan,KelcTr00,rec,2,,,,,
player,201610230kan,kan,KelcTr00,rec_yds,24,,,,,
player,201610230kan,kan,KelcTr00,rec_td,0,,,,,
player,201610230kan,kan,KelcTr00,rec_long,14,,,,,
player,201610230kan,kan,KelcTr00,fumbles,0,,,,,
player,201610230kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201610230kan,kan,ThomDe05,pass_cmp,0,,,,,
player,201610230kan,kan,ThomDe05,pass_att,0,,,,,
player,201610230kan,kan,ThomDe05,pass_yds,0,,,,,
player,201610230kan,kan,ThomDe05,pass_td,0,,,,,
player,201610230kan,kan,ThomDe05,pass_int,0,,,,,
player,201610230kan,kan,ThomDe05,pass_sacked,0,,,,,
player,201610230kan,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201610230kan,kan,ThomDe05,pass_long,0,,,,,
player,201610230kan,kan,ThomDe05,pass_rating,,,,,,
player,201610230kan,kan,ThomDe05,rush_att,0,,,,,
player,201610230kan,kan,ThomDe05,rush_yds,0,,,,,
player,201610230kan,kan,ThomDe05,rush_td,0,,,,,
player,201610230kan,kan,ThomDe05,rush_long,0,,,,,
player,201610230kan,kan,ThomDe05,targets,2,,,,,
player,201610230kan,kan,ThomDe05,rec,2,,,,,
player,201610230kan,kan,ThomDe05,rec_yds,12,,,,,
player,201610230kan,kan,ThomDe05,rec_td,0,,,,,
player,201610230kan,kan,ThomDe05,rec_long,15,,,,,
player,201610230kan,kan,ThomDe05,fumbles,0,,,,,
player,201610230kan,kan,ThomDe05,fumbles_lost,0,,,,,
player,201610230kan,kan,HarrDe03,pass_cmp,0,,,,,
player,201610230kan,kan,HarrDe03,pass_att,0,,,,,
player,201610230kan,kan,HarrDe03,pass_yds,0,,,,,
player,201610230kan,kan,HarrDe03,pass_td,0,,,,,
player,201610230kan,kan,HarrDe03,pass_int,0,,,,,
player,201610230kan,kan,HarrDe03,pass_sacked,0,,,,,
player,201610230kan,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201610230kan,kan,HarrDe03,pass_long,0,,,,,
player,201610230kan,kan,HarrDe03,pass_rating,,,,,,
player,201610230kan,kan,HarrDe03,rush_att,0,,,,,
player,201610230kan,kan,HarrDe03,rush_yds,0,,,,,
player,201610230kan,kan,HarrDe03,rush_td,0,,,,,
player,201610230kan,kan,HarrDe03,rush_long,0,,,,,
player,201610230kan,kan,HarrDe03,targets,3,,,,,
player,201610230kan,kan,HarrDe03,rec,1,,,,,
player,201610230kan,kan,HarrDe03,rec_yds,10,,,,,
player,201610230kan,kan,HarrDe03,rec_td,0,,,,,
player,201610230kan,kan,HarrDe03,rec_long,10,,,,,
player,201610230kan,kan,HarrDe03,fumbles,0,,,,,
player,201610230kan,kan,HarrDe03,fumbles_lost,0,,,,,
player,201610230kan,kan,WilsAl02,pass_cmp,0,,,,,
player,201610230kan,kan,WilsAl02,pass_att,0,,,,,
player,201610230kan,kan,WilsAl02,pass_yds,0,,,,,
player,201610230kan,kan,WilsAl02,pass_td,0,,,,,
player,201610230kan,kan,WilsAl02,pass_int,0,,,,,
player,201610230kan,kan,WilsAl02,pass_sacked,0,,,,,
player,201610230kan,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201610230kan,kan,WilsAl02,pass_long,0,,,,,
player,201610230kan,kan,WilsAl02,pass_rating,,,,,,
player,201610230kan,kan,WilsAl02,rush_att,0,,,,,
player,201610230kan,kan,WilsAl02,rush_yds,0,,,,,
player,201610230kan,kan,WilsAl02,rush_td,0,,,,,
player,201610230kan,kan,WilsAl02,rush_long,0,,,,,
player,201610230kan,kan,WilsAl02,targets,1,,,,,
player,201610230kan,kan,WilsAl02,rec,1,,,,,
player,201610230kan,kan,WilsAl02,rec_yds,4,,,,,
player,201610230kan,kan,WilsAl02,rec_td,0,,,,,
player,201610230kan,kan,WilsAl02,rec_long,4,,,,,
player,201610230kan,kan,WilsAl02,fumbles,0,,,,,
player,201610230kan,kan,WilsAl02,fumbles_lost,0,,,,,
player,201610230kan,kan,SherAn00,pass_cmp,0,,,,,
player,201610230kan,kan,SherAn00,pass_att,0,,,,,
player,201610230kan,kan,SherAn00,pass_yds,0,,,,,
player,201610230kan,kan,SherAn00,pass_td,0,,,,,
player,201610230kan,kan,SherAn00,pass_int,0,,,,,
player,201610230kan,kan,SherAn00,pass_sacked,0,,,,,
player,201610230kan,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201610230kan,kan,SherAn00,pass_long,0,,,,,
player,201610230kan,kan,SherAn00,pass_rating,,,,,,
player,201610230kan,kan,SherAn00,rush_att,0,,,,,
player,201610230kan,kan,SherAn00,rush_yds,0,,,,,
player,201610230kan,kan,SherAn00,rush_td,0,,,,,
player,201610230kan,kan,SherAn00,rush_long,0,,,,,
player,201610230kan,kan,SherAn00,targets,1,,,,,
