game,2016,2,20160918,201609180rai,atl,"Atlanta Falcons",35,rai,"Oakland Raiders",28
player,201609180rai,atl,FreeDe00,rush_att,17,,,,,
player,201609180rai,atl,FreeDe00,rush_yds,93,,,,,
player,201609180rai,atl,FreeDe00,rush_td,0,,,,,
player,201609180rai,atl,FreeDe00,rush_long,18,,,,,
player,201609180rai,atl,FreeDe00,targets,0,,,,,
player,201609180rai,atl,FreeDe00,rec,0,,,,,
player,201609180rai,atl,FreeDe00,rec_yds,0,,,,,
player,201609180rai,atl,FreeDe00,rec_td,0,,,,,
player,201609180rai,atl,FreeDe00,rec_long,0,,,,,
player,201609180rai,atl,FreeDe00,fumbles,0,,,,,
player,201609180rai,atl,FreeDe00,fumbles_lost,0,,,,,
player,201609180rai,atl,ColeTe01,pass_cmp,0,,,,,
player,201609180rai,atl,ColeTe01,pass_att,0,,,,,
player,201609180rai,atl,ColeTe01,pass_yds,0,,,,,
player,201609180rai,atl,ColeTe01,pass_td,0,,,,,
player,201609180rai,atl,ColeTe01,pass_int,0,,,,,
player,201609180rai,atl,ColeTe01,pass_sacked,0,,,,,
player,201609180rai,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201609180rai,atl,ColeTe01,pass_long,0,,,,,
player,201609180rai,atl,ColeTe01,pass_rating,,,,,,
player,201609180rai,atl,ColeTe01,rush_att,12,,,,,
player,201609180rai,atl,ColeTe01,rush_yds,46,,,,,
player,201609180rai,atl,ColeTe01,rush_td,1,,,,,
player,201609180rai,atl,ColeTe01,rush_long,13,,,,,
player,201609180rai,atl,ColeTe01,targets,2,,,,,
player,201609180rai,atl,ColeTe01,rec,2,,,,,
player,201609180rai,atl,ColeTe01,rec_yds,25,,,,,
player,201609180rai,atl,ColeTe01,rec_td,0,,,,,
player,201609180rai,atl,ColeTe01,rec_long,24,,,,,
player,201609180rai,atl,ColeTe01,fumbles,0,,,,,
player,201609180rai,atl,ColeTe01,fumbles_lost,0,,,,,
player,201609180rai,atl,JoneJu02,pass_cmp,0,,,,,
player,201609180rai,atl,JoneJu02,pass_att,0,,,,,
player,201609180rai,atl,JoneJu02,pass_yds,0,,,,,
player,201609180rai,atl,JoneJu02,pass_td,0,,,,,
player,201609180rai,atl,JoneJu02,pass_int,0,,,,,
player,201609180rai,atl,JoneJu02,pass_sacked,0,,,,,
player,201609180rai,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201609180rai,atl,JoneJu02,pass_long,0,,,,,
player,201609180rai,atl,JoneJu02,pass_rating,,,,,,
player,201609180rai,atl,JoneJu02,rush_att,0,,,,,
player,201609180rai,atl,JoneJu02,rush_yds,0,,,,,
player,201609180rai,atl,JoneJu02,rush_td,0,,,,,
player,201609180rai,atl,JoneJu02,rush_long,0,,,,,
player,201609180rai,atl,JoneJu02,targets,5,,,,,
player,201609180rai,atl,JoneJu02,rec,5,,,,,
player,201609180rai,atl,JoneJu02,rec_yds,106,,,,,
player,201609180rai,atl,JoneJu02,rec_td,1,,,,,
player,201609180rai,atl,JoneJu02,rec_long,48,,,,,
player,201609180rai,atl,JoneJu02,fumbles,0,,,,,
player,201609180rai,atl,JoneJu02,fumbles_lost,0,,,,,
player,201609180rai,atl,HoopAu00,pass_cmp,0,,,,,
player,201609180rai,atl,HoopAu00,pass_att,0,,,,,
player,201609180rai,atl,HoopAu00,pass_yds,0,,,,,
player,201609180rai,atl,HoopAu00,pass_td,0,,,,,
player,201609180rai,atl,HoopAu00,pass_int,0,,,,,
player,201609180rai,atl,HoopAu00,pass_sacked,0,,,,,
player,201609180rai,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201609180rai,atl,HoopAu00,pass_long,0,,,,,
player,201609180rai,atl,HoopAu00,pass_rating,,,,,,
player,201609180rai,atl,HoopAu00,rush_att,0,,,,,
player,201609180rai,atl,HoopAu00,rush_yds,0,,,,,
player,201609180rai,atl,HoopAu00,rush_td,0,,,,,
player,201609180rai,atl,HoopAu00,rush_long,0,,,,,
player,201609180rai,atl,HoopAu00,targets,3,,,,,
player,201609180rai,atl,HoopAu00,rec,3,,,,,
player,201609180rai,atl,HoopAu00,rec_yds,84,,,,,
player,201609180rai,atl,HoopAu00,rec_td,0,,,,,
player,201609180rai,atl,HoopAu00,rec_long,44,,,,,
player,201609180rai,atl,HoopAu00,fumbles,0,,,,,
player,201609180rai,atl,HoopAu00,fumbles_lost,0,,,,,
player,201609180rai,atl,TammJa00,pass_cmp,0,,,,,
player,201609180rai,atl,TammJa00,pass_att,0,,,,,
player,201609180rai,atl,TammJa00,pass_yds,0,,,,,
player,201609180rai,atl,TammJa00,pass_td,0,,,,,
player,201609180rai,atl,TammJa00,pass_int,0,,,,,
player,201609180rai,atl,TammJa00,pass_sacked,0,,,,,
player,201609180rai,atl,TammJa00,pass_sacked_yds,0,,,,,
player,201609180rai,atl,TammJa00,pass_long,0,,,,,
player,201609180rai,atl,TammJa00,pass_rating,,,,,,
player,201609180rai,atl,TammJa00,rush_att,0,,,,,
player,201609180rai,atl,TammJa00,rush_yds,0,,,,,
player,201609180rai,atl,TammJa00,rush_td,0,,,,,
player,201609180rai,atl,TammJa00,rush_long,0,,,,,
player,201609180rai,atl,TammJa00,targets,8,,,,,
player,201609180rai,atl,TammJa00,rec,5,,,,,
player,201609180rai,atl,TammJa00,rec_yds,75,,,,,
player,201609180rai,atl,TammJa00,rec_td,1,,,,,
player,201609180rai,atl,TammJa00,rec_long,19,,,,,
player,201609180rai,atl,TammJa00,fumbles,0,,,,,
player,201609180rai,atl,TammJa00,fumbles_lost,0,,,,,
player,201609180rai,atl,RobiAl00,pass_cmp,0,,,,,
player,201609180rai,atl,RobiAl00,pass_att,0,,,,,
player,201609180rai,atl,RobiAl00,pass_yds,0,,,,,
player,201609180rai,atl,RobiAl00,pass_td,0,,,,,
player,201609180rai,atl,RobiAl00,pass_int,0,,,,,
player,201609180rai,atl,RobiAl00,pass_sacked,0,,,,,
player,201609180rai,atl,RobiAl00,pass_sacked_yds,0,,,,,
player,201609180rai,atl,RobiAl00,pass_long,0,,,,,
player,201609180rai,atl,RobiAl00,pass_rating,,,,,,
player,201609180rai,atl,RobiAl00,rush_att,0,,,,,
player,201609180rai,atl,RobiAl00,rush_yds,0,,,,,
player,201609180rai,atl,RobiAl00,rush_td,0,,,,,
player,201609180rai,atl,RobiAl00,rush_long,0,,,,,
player,201609180rai,atl,RobiAl00,targets,4,,,,,
player,201609180rai,atl,RobiAl00,rec,3,,,,,
player,201609180rai,atl,RobiAl00,rec_yds,39,,,,,
player,201609180rai,atl,RobiAl00,rec_td,0,,,,,
player,201609180rai,atl,RobiAl00,rec_long,20,,,,,
player,201609180rai,atl,RobiAl00,fumbles,0,,,,,
player,201609180rai,atl,RobiAl00,fumbles_lost,0,,,,,
player,201609180rai,atl,ToilLe00,pass_cmp,0,,,,,
player,201609180rai,atl,ToilLe00,pass_att,0,,,,,
player,201609180rai,atl,ToilLe00,pass_yds,0,,,,,
player,201609180rai,atl,ToilLe00,pass_td,0,,,,,
player,201609180rai,atl,ToilLe00,pass_int,0,,,,,
player,201609180rai,atl,ToilLe00,pass_sacked,0,,,,,
player,201609180rai,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201609180rai,atl,ToilLe00,pass_long,0,,,,,
player,201609180rai,atl,ToilLe00,pass_rating,,,,,,
player,201609180rai,atl,ToilLe00,rush_att,0,,,,,
player,201609180rai,atl,ToilLe00,rush_yds,0,,,,,
player,201609180rai,atl,ToilLe00,rush_td,0,,,,,
player,201609180rai,atl,ToilLe00,rush_long,0,,,,,
player,201609180rai,atl,ToilLe00,targets,2,,,,,
player,201609180rai,atl,ToilLe00,rec,2,,,,,
player,201609180rai,atl,ToilLe00,rec_yds,21,,,,,
player,201609180rai,atl,ToilLe00,rec_td,0,,,,,
player,201609180rai,atl,ToilLe00,rec_long,16,,,,,
player,201609180rai,atl,ToilLe00,fumbles,0,,,,,
player,201609180rai,atl,ToilLe00,fumbles_lost,0,,,,,
player,201609180rai,atl,SanuMo00,pass_cmp,0,,,,,
player,201609180rai,atl,SanuMo00,pass_att,0,,,,,
player,201609180rai,atl,SanuMo00,pass_yds,0,,,,,
player,201609180rai,atl,SanuMo00,pass_td,0,,,,,
player,201609180rai,atl,SanuMo00,pass_int,0,,,,,
player,201609180rai,atl,SanuMo00,pass_sacked,0,,,,,
player,201609180rai,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201609180rai,atl,SanuMo00,pass_long,0,,,,,
player,201609180rai,atl,SanuMo00,pass_rating,,,,,,
player,201609180rai,atl,SanuMo00,rush_att,0,,,,,
player,201609180rai,atl,SanuMo00,rush_yds,0,,,,,
player,201609180rai,atl,SanuMo00,rush_td,0,,,,,
player,201609180rai,atl,SanuMo00,rush_long,0,,,,,
player,201609180rai,atl,SanuMo00,targets,5,,,,,
player,201609180rai,atl,SanuMo00,rec,3,,,,,
player,201609180rai,atl,SanuMo00,rec_yds,19,,,,,
player,201609180rai,atl,SanuMo00,rec_td,0,,,,,
player,201609180rai,atl,SanuMo00,rec_long,15,,,,,
player,201609180rai,atl,SanuMo00,fumbles,0,,,,,
player,201609180rai,atl,SanuMo00,fumbles_lost,0,,,,,
player,201609180rai,atl,GabrTa00,pass_cmp,0,,,,,
player,201609180rai,atl,GabrTa00,pass_att,0,,,,,
player,201609180rai,atl,GabrTa00,pass_yds,0,,,,,
player,201609180rai,atl,GabrTa00,pass_td,0,,,,,
player,201609180rai,atl,GabrTa00,pass_int,0,,,,,
player,201609180rai,atl,GabrTa00,pass_sacked,0,,,,,
player,201609180rai,atl,GabrTa00,pass_sacked_yds,0,,,,,
player,201609180rai,atl,GabrTa00,pass_long,0,,,,,
player,201609180rai,atl,GabrTa00,pass_rating,,,,,,
player,201609180rai,atl,GabrTa00,rush_att,0,,,,,
player,201609180rai,atl,GabrTa00,rush_yds,0,,,,,
player,201609180rai,atl,GabrTa00,rush_td,0,,,,,
player,201609180rai,atl,GabrTa00,rush_long,0,,,,,
player,201609180rai,atl,GabrTa00,targets,2,,,,,
player,201609180rai,atl,GabrTa00,rec,2,,,,,
player,201609180rai,atl,GabrTa00,rec_yds,19,,,,,
player,201609180rai,atl,GabrTa00,rec_td,0,,,,,
player,201609180rai,atl,GabrTa00,rec_long,11,,,,,
player,201609180rai,atl,GabrTa00,fumbles,0,,,,,
player,201609180rai,atl,GabrTa00,fumbles_lost,0,,,,,
player,201609180rai,atl,HardJu00,pass_cmp,0,,,,,
player,201609180rai,atl,HardJu00,pass_att,0,,,,,
player,201609180rai,atl,HardJu00,pass_yds,0,,,,,
player,201609180rai,atl,HardJu00,pass_td,0,,,,,
player,201609180rai,atl,HardJu00,pass_int,0,,,,,
player,201609180rai,atl,HardJu00,pass_sacked,0,,,,,
player,201609180rai,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201609180rai,atl,HardJu00,pass_long,0,,,,,
player,201609180rai,atl,HardJu00,pass_rating,,,,,,
player,201609180rai,atl,HardJu00,rush_att,0,,,,,
player,201609180rai,atl,HardJu00,rush_yds,0,,,,,
player,201609180rai,atl,HardJu00,rush_td,0,,,,,
player,201609180rai,atl,HardJu00,rush_long,0,,,,,
player,201609180rai,atl,HardJu00,targets,3,,,,,
player,201609180rai,atl,HardJu00,rec,1,,,,,
player,201609180rai,atl,HardJu00,rec_yds,8,,,,,
player,201609180rai,atl,HardJu00,rec_td,1,,,,,
player,201609180rai,atl,HardJu00,rec_long,8,,,,,
player,201609180rai,atl,HardJu00,fumbles,0,,,,,
player,201609180rai,atl,HardJu00,fumbles_lost,0,,,,,
player,201609180rai,rai,CarrDe02,pass_cmp,34,,,,,
player,201609180rai,rai,CarrDe02,pass_att,45,,,,,
player,201609180rai,rai,CarrDe02,pass_yds,299,,,,,
player,201609180rai,rai,CarrDe02,pass_td,3,,,,,
player,201609180rai,rai,CarrDe02,pass_int,0,,,,,
player,201609180rai,rai,CarrDe02,pass_sacked,1,,,,,
player,201609180rai,rai,CarrDe02,pass_sacked_yds,0,,,,,
player,201609180rai,rai,CarrDe02,pass_long,31,,,,,
player,201609180rai,rai,CarrDe02,pass_rating,115.0,,,,,
player,201609180rai,rai,CarrDe02,rush_att,2,,,,,
player,201609180rai,rai,CarrDe02,rush_yds,10,,,,,
player,201609180rai,rai,CarrDe02,rush_td,0,,,,,
player,201609180rai,rai,CarrDe02,rush_long,5,,,,,
player,201609180rai,rai,CarrDe02,targets,0,,,,,
player,201609180rai,rai,CarrDe02,rec,0,,,,,
player,201609180rai,rai,CarrDe02,rec_yds,0,,,,,
player,201609180rai,rai,CarrDe02,rec_td,0,,,,,
player,201609180rai,rai,CarrDe02,rec_long,0,,,,,
player,201609180rai,rai,CarrDe02,fumbles,0,,,,,
player,201609180rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201609180rai,rai,MurrLa00,pass_cmp,0,,,,,
player,201609180rai,rai,MurrLa00,pass_att,0,,,,,
player,201609180rai,rai,MurrLa00,pass_yds,0,,,,,
player,201609180rai,rai,MurrLa00,pass_td,0,,,,,
player,201609180rai,rai,MurrLa00,pass_int,0,,,,,
player,201609180rai,rai,MurrLa00,pass_sacked,,,,,,
player,201609180rai,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201609180rai,rai,MurrLa00,pass_long,0,,,,,
player,201609180rai,rai,MurrLa00,pass_rating,,,,,,
player,201609180rai,rai,MurrLa00,rush_att,8,,,,,
player,201609180rai,rai,MurrLa00,rush_yds,57,,,,,
player,201609180rai,rai,MurrLa00,rush_td,1,,,,,
player,201609180rai,rai,MurrLa00,rush_long,18,,,,,
player,201609180rai,rai,MurrLa00,targets,6,,,,,
player,201609180rai,rai,MurrLa00,rec,6,,,,,
player,201609180rai,rai,MurrLa00,rec_yds,44,,,,,
player,201609180rai,rai,MurrLa00,rec_td,0,,,,,
player,201609180rai,rai,MurrLa00,rec_long,11,,,,,
player,201609180rai,rai,MurrLa00,fumbles,0,,,,,
player,201609180rai,rai,MurrLa00,fumbles_lost,0,,,,,
player,201609180rai,rai,WashDe00,pass_cmp,0,,,,,
player,201609180rai,rai,WashDe00,pass_att,0,,,,,
player,201609180rai,rai,WashDe00,pass_yds,0,,,,,
player,201609180rai,rai,WashDe00,pass_td,0,,,,,
player,201609180rai,rai,WashDe00,pass_int,0,,,,,
player,201609180rai,rai,WashDe00,pass_sacked,,,,,,
player,201609180rai,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201609180rai,rai,WashDe00,pass_long,0,,,,,
player,201609180rai,rai,WashDe00,pass_rating,,,,,,
player,201609180rai,rai,WashDe00,rush_att,7,,,,,
player,201609180rai,rai,WashDe00,rush_yds,46,,,,,
player,201609180rai,rai,WashDe00,rush_td,0,,,,,
player,201609180rai,rai,WashDe00,rush_long,26,,,,,
player,201609180rai,rai,WashDe00,targets,1,,,,,
player,201609180rai,rai,WashDe00,rec,1,,,,,
player,201609180rai,rai,WashDe00,rec_yds,6,,,,,
player,201609180rai,rai,WashDe00,rec_td,0,,,,,
player,201609180rai,rai,WashDe00,rec_long,6,,,,,
player,201609180rai,rai,WashDe00,fumbles,0,,,,,
player,201609180rai,rai,WashDe00,fumbles_lost,0,,,,,
player,201609180rai,rai,RichJa01,pass_cmp,0,,,,,
player,201609180rai,rai,RichJa01,pass_att,0,,,,,
player,201609180rai,rai,RichJa01,pass_yds,0,,,,,
player,201609180rai,rai,RichJa01,pass_td,0,,,,,
player,201609180rai,rai,RichJa01,pass_int,0,,,,,
player,201609180rai,rai,RichJa01,pass_sacked,,,,,,
player,201609180rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201609180rai,rai,RichJa01,pass_long,0,,,,,
player,201609180rai,rai,RichJa01,pass_rating,,,,,,
player,201609180rai,rai,RichJa01,rush_att,6,,,,,
player,201609180rai,rai,RichJa01,rush_yds,17,,,,,
player,201609180rai,rai,RichJa01,rush_td,0,,,,,
player,201609180rai,rai,RichJa01,rush_long,7,,,,,
player,201609180rai,rai,RichJa01,targets,1,,,,,
player,201609180rai,rai,RichJa01,rec,1,,,,,
player,201609180rai,rai,RichJa01,rec_yds,10,,,,,
player,201609180rai,rai,RichJa01,rec_td,0,,,,,
player,201609180rai,rai,RichJa01,rec_long,10,,,,,
player,201609180rai,rai,RichJa01,fumbles,0,,,,,
player,201609180rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201609180rai,rai,HoltJo00,pass_cmp,0,,,,,
player,201609180rai,rai,HoltJo00,pass_att,0,,,,,
player,201609180rai,rai,HoltJo00,pass_yds,0,,,,,
player,201609180rai,rai,HoltJo00,pass_td,0,,,,,
player,201609180rai,rai,HoltJo00,pass_int,0,,,,,
player,201609180rai,rai,HoltJo00,pass_sacked,,,,,,
player,201609180rai,rai,HoltJo00,pass_sacked_yds,0,,,,,
player,201609180rai,rai,HoltJo00,pass_long,0,,,,,
player,201609180rai,rai,HoltJo00,pass_rating,,,,,,
player,201609180rai,rai,HoltJo00,rush_att,1,,,,,
player,201609180rai,rai,HoltJo00,rush_yds,14,,,,,
player,201609180rai,rai,HoltJo00,rush_td,0,,,,,
player,201609180rai,rai,HoltJo00,rush_long,14,,,,,
player,201609180rai,rai,HoltJo00,targets,1,,,,,
player,201609180rai,rai,HoltJo00,rec,1,,,,,
player,201609180rai,rai,HoltJo00,rec_yds,4,,,,,
player,201609180rai,rai,HoltJo00,rec_td,0,,,,,
player,201609180rai,rai,HoltJo00,rec_long,4,,,,,
player,201609180rai,rai,HoltJo00,fumbles,0,,,,,
player,201609180rai,rai,HoltJo00,fumbles_lost,0,,,,,
player,201609180rai,rai,OlawJa00,pass_cmp,0,,,,,
player,201609180rai,rai,OlawJa00,pass_att,0,,,,,
player,201609180rai,rai,OlawJa00,pass_yds,0,,,,,
player,201609180rai,rai,OlawJa00,pass_td,0,,,,,
player,201609180rai,rai,OlawJa00,pass_int,0,,,,,
player,201609180rai,rai,OlawJa00,pass_sacked,,,,,,
player,201609180rai,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201609180rai,rai,OlawJa00,pass_long,0,,,,,
player,201609180rai,rai,OlawJa00,pass_rating,,,,,,
player,201609180rai,rai,OlawJa00,rush_att,1,,,,,
player,201609180rai,rai,OlawJa00,rush_yds,11,,,,,
player,201609180rai,rai,OlawJa00,rush_td,0,,,,,
player,201609180rai,rai,OlawJa00,rush_long,11,,,,,
player,201609180rai,rai,OlawJa00,targets,2,,,,,
player,201609180rai,rai,OlawJa00,rec,2,,,,,
player,201609180rai,rai,OlawJa00,rec_yds,28,,,,,
player,201609180rai,rai,OlawJa00,rec_td,0,,,,,
player,201609180rai,rai,OlawJa00,rec_long,15,,,,,
player,201609180rai,rai,OlawJa00,fumbles,0,,,,,
player,201609180rai,rai,OlawJa00,fumbles_lost,0,,,,,
player,201609180rai,rai,CoopAm00,pass_cmp,0,,,,,
player,201609180rai,rai,CoopAm00,pass_att,0,,,,,
player,201609180rai,rai,CoopAm00,pass_yds,0,,,,,
player,201609180rai,rai,CoopAm00,pass_td,0,,,,,
player,201609180rai,rai,CoopAm00,pass_int,0,,,,,
player,201609180rai,rai,CoopAm00,pass_sacked,,,,,,
player,201609180rai,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201609180rai,rai,CoopAm00,pass_long,0,,,,,
player,201609180rai,rai,CoopAm00,pass_rating,,,,,,
player,201609180rai,rai,CoopAm00,rush_att,0,,,,,
player,201609180rai,rai,CoopAm00,rush_yds,0,,,,,
player,201609180rai,rai,CoopAm00,rush_td,0,,,,,
player,201609180rai,rai,CoopAm00,rush_long,0,,,,,
player,201609180rai,rai,CoopAm00,targets,9,,,,,
player,201609180rai,rai,CoopAm00,rec,5,,,,,
player,201609180rai,rai,CoopAm00,rec_yds,71,,,,,
player,201609180rai,rai,CoopAm00,rec_td,0,,,,,
player,201609180rai,rai,CoopAm00,rec_long,25,,,,,
player,201609180rai,rai,CoopAm00,fumbles,1,,,,,
player,201609180rai,rai,CoopAm00,fumbles_lost,0,,,,,
player,201609180rai,rai,WalfCl00,pass_cmp,0,,,,,
player,201609180rai,rai,WalfCl00,pass_att,0,,,,,
player,201609180rai,rai,WalfCl00,pass_yds,0,,,,,
player,201609180rai,rai,WalfCl00,pass_td,0,,,,,
player,201609180rai,rai,WalfCl00,pass_int,0,,,,,
player,201609180rai,rai,WalfCl00,pass_sacked,,,,,,
player,201609180rai,rai,WalfCl00,pass_sacked_yds,0,,,,,
player,201609180rai,rai,WalfCl00,pass_long,0,,,,,
player,201609180rai,rai,WalfCl00,pass_rating,,,,,,
player,201609180rai,rai,WalfCl00,rush_att,0,,,,,
player,201609180rai,rai,WalfCl00,rush_yds,0,,,,,
player,201609180rai,rai,WalfCl00,rush_td,0,,,,,
player,201609180rai,rai,WalfCl00,rush_long,0,,,,,
player,201609180rai,rai,WalfCl00,targets,7,,,,,
player,201609180rai,rai,WalfCl00,rec,6,,,,,
player,201609180rai,rai,WalfCl00,rec_yds,50,,,,,
player,201609180rai,rai,WalfCl00,rec_td,1,,,,,
player,201609180rai,rai,WalfCl00,rec_long,31,,,,,
player,201609180rai,rai,WalfCl00,fumbles,0,,,,,
player,201609180rai,rai,WalfCl00,fumbles_lost,0,,,,,
player,201609180rai,rai,CrabMi00,pass_cmp,0,,,,,
player,201609180rai,rai,CrabMi00,pass_att,0,,,,,
player,201609180rai,rai,CrabMi00,pass_yds,0,,,,,
player,201609180rai,rai,CrabMi00,pass_td,0,,,,,
player,201609180rai,rai,CrabMi00,pass_int,0,,,,,
player,201609180rai,rai,CrabMi00,pass_sacked,,,,,,
player,201609180rai,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201609180rai,rai,CrabMi00,pass_long,0,,,,,
player,201609180rai,rai,CrabMi00,pass_rating,,,,,,
player,201609180rai,rai,CrabMi00,rush_att,0,,,,,
player,201609180rai,rai,CrabMi00,rush_yds,0,,,,,
player,201609180rai,rai,CrabMi00,rush_td,0,,,,,
player,201609180rai,rai,CrabMi00,rush_long,0,,,,,
player,201609180rai,rai,CrabMi00,targets,5,,,,,
player,201609180rai,rai,CrabMi00,rec,4,,,,,
player,201609180rai,rai,CrabMi00,rec_yds,31,,,,,
player,201609180rai,rai,CrabMi00,rec_td,1,,,,,
player,201609180rai,rai,CrabMi00,rec_long,10,,,,,
player,201609180rai,rai,CrabMi00,fumbles,0,,,,,
player,201609180rai,rai,CrabMi00,fumbles_lost,0,,,,,
player,201609180rai,rai,RobeSe00,pass_cmp,0,,,,,
player,201609180rai,rai,RobeSe00,pass_att,0,,,,,
player,201609180rai,rai,RobeSe00,pass_yds,0,,,,,
player,201609180rai,rai,RobeSe00,pass_td,0,,,,,
player,201609180rai,rai,RobeSe00,pass_int,0,,,,,
player,201609180rai,rai,RobeSe00,pass_sacked,,,,,,
player,201609180rai,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201609180rai,rai,RobeSe00,pass_long,0,,,,,
player,201609180rai,rai,RobeSe00,pass_rating,,,,,,
player,201609180rai,rai,RobeSe00,rush_att,0,,,,,
player,201609180rai,rai,RobeSe00,rush_yds,0,,,,,
player,201609180rai,rai,RobeSe00,rush_td,0,,,,,
player,201609180rai,rai,RobeSe00,rush_long,0,,,,,
player,201609180rai,rai,RobeSe00,targets,6,,,,,
player,201609180rai,rai,RobeSe00,rec,3,,,,,
player,201609180rai,rai,RobeSe00,rec_yds,25,,,,,
player,201609180rai,rai,RobeSe00,rec_td,0,,,,,
player,201609180rai,rai,RobeSe00,rec_long,14,,,,,
player,201609180rai,rai,RobeSe00,fumbles,0,,,,,
player,201609180rai,rai,RobeSe00,fumbles_lost,0,,,,,
player,201609180rai,rai,SmitLe00,pass_cmp,0,,,,,
player,201609180rai,rai,SmitLe00,pass_att,0,,,,,
player,201609180rai,rai,SmitLe00,pass_yds,0,,,,,
player,201609180rai,rai,SmitLe00,pass_td,0,,,,,
player,201609180rai,rai,SmitLe00,pass_int,0,,,,,
player,201609180rai,rai,SmitLe00,pass_sacked,,,,,,
player,201609180rai,rai,SmitLe00,pass_sacked_yds,0,,,,,
player,201609180rai,rai,SmitLe00,pass_long,0,,,,,
player,201609180rai,rai,SmitLe00,pass_rating,,,,,,
player,201609180rai,rai,SmitLe00,rush_att,0,,,,,
player,201609180rai,rai,SmitLe00,rush_yds,0,,,,,
player,201609180rai,rai,SmitLe00,rush_td,0,,,,,
player,201609180rai,rai,SmitLe00,rush_long,0,,,,,
player,201609180rai,rai,SmitLe00,targets,4,,,,,
