game,2016,14,20161211,201612110nyg,dal,"Dallas Cowboys",7,nyg,"New York Giants",10
team,201612110nyg,dal,First Downs,13,,,,,,
team,201612110nyg,nyg,First Downs,12,,,,,,
team,201612110nyg,dal,Rush-Yds-TDs,25-108-0,,,,,,
team,201612110nyg,nyg,Rush-Yds-TDs,33-93-0,,,,,,
team,201612110nyg,dal,Cmp-Att-Yd-TD-INT,17-37-165-1-2,,,,,,
team,201612110nyg,nyg,Cmp-Att-Yd-TD-INT,17-28-193-1-1,,,,,,
team,201612110nyg,dal,Sacked-Yards,3-13,,,,,,
team,201612110nyg,nyg,Sacked-Yards,3-26,,,,,,
team,201612110nyg,dal,Net Pass Yards,152,,,,,,
team,201612110nyg,nyg,Net Pass Yards,167,,,,,,
team,201612110nyg,dal,Total Yards,260,,,,,,
team,201612110nyg,nyg,Total Yards,260,,,,,,
team,201612110nyg,dal,Fumbles-Lost,2-1,,,,,,
team,201612110nyg,nyg,Fumbles-Lost,4-2,,,,,,
team,201612110nyg,dal,Turnovers,3,,,,,,
team,201612110nyg,nyg,Turnovers,3,,,,,,
team,201612110nyg,dal,Penalties-Yards,5-54,,,,,,
team,201612110nyg,nyg,Penalties-Yards,7-50,,,,,,
team,201612110nyg,dal,Third Down Conv.,1-15,,,,,,
team,201612110nyg,nyg,Third Down Conv.,2-14,,,,,,
team,201612110nyg,dal,Fourth Down Conv.,1-2,,,,,,
team,201612110nyg,nyg,Fourth Down Conv.,2-2,,,,,,
team,201612110nyg,dal,Time of Possession,29:08,,,,,,
team,201612110nyg,nyg,Time of Possession,30:52,,,,,,
player,201612110nyg,dal,PresDa01,pass_cmp,17,,,,,
player,201612110nyg,dal,PresDa01,pass_att,37,,,,,
player,201612110nyg,dal,PresDa01,pass_yds,165,,,,,
player,201612110nyg,dal,PresDa01,pass_td,1,,,,,
player,201612110nyg,dal,PresDa01,pass_int,2,,,,,
player,201612110nyg,dal,PresDa01,pass_sacked,3,,,,,
player,201612110nyg,dal,PresDa01,pass_sacked_yds,13,,,,,
player,201612110nyg,dal,PresDa01,pass_long,31,,,,,
player,201612110nyg,dal,PresDa01,pass_rating,45.4,,,,,
player,201612110nyg,dal,PresDa01,rush_att,1,,,,,
player,201612110nyg,dal,PresDa01,rush_yds,1,,,,,
player,201612110nyg,dal,PresDa01,rush_td,0,,,,,
player,201612110nyg,dal,PresDa01,rush_long,1,,,,,
player,201612110nyg,dal,PresDa01,targets,0,,,,,
player,201612110nyg,dal,PresDa01,rec,0,,,,,
player,201612110nyg,dal,PresDa01,rec_yds,0,,,,,
player,201612110nyg,dal,PresDa01,rec_td,0,,,,,
player,201612110nyg,dal,PresDa01,rec_long,0,,,,,
player,201612110nyg,dal,PresDa01,fumbles,1,,,,,
player,201612110nyg,dal,PresDa01,fumbles_lost,0,,,,,
player,201612110nyg,dal,ElliEz00,pass_cmp,0,,,,,
player,201612110nyg,dal,ElliEz00,pass_att,0,,,,,
player,201612110nyg,dal,ElliEz00,pass_yds,0,,,,,
player,201612110nyg,dal,ElliEz00,pass_td,0,,,,,
player,201612110nyg,dal,ElliEz00,pass_int,0,,,,,
player,201612110nyg,dal,ElliEz00,pass_sacked,0,,,,,
player,201612110nyg,dal,ElliEz00,pass_sacked_yds,0,,,,,
player,201612110nyg,dal,ElliEz00,pass_long,0,,,,,
player,201612110nyg,dal,ElliEz00,pass_rating,,,,,,
player,201612110nyg,dal,ElliEz00,rush_att,24,,,,,
player,201612110nyg,dal,ElliEz00,rush_yds,107,,,,,
player,201612110nyg,dal,ElliEz00,rush_td,0,,,,,
player,201612110nyg,dal,ElliEz00,rush_long,15,,,,,
