game,2016,3,20160925,201609250car,min,"Minnesota Vikings",22,car,"Carolina Panthers",10
player,201609250car,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201609250car,min,RudoKy00,pass_long,0,,,,,
player,201609250car,min,RudoKy00,pass_rating,,,,,,
player,201609250car,min,RudoKy00,rush_att,0,,,,,
player,201609250car,min,RudoKy00,rush_yds,0,,,,,
player,201609250car,min,RudoKy00,rush_td,0,,,,,
player,201609250car,min,RudoKy00,rush_long,0,,,,,
player,201609250car,min,RudoKy00,targets,10,,,,,
player,201609250car,min,RudoKy00,rec,7,,,,,
player,201609250car,min,RudoKy00,rec_yds,70,,,,,
player,201609250car,min,RudoKy00,rec_td,1,,,,,
player,201609250car,min,RudoKy00,rec_long,18,,,,,
player,201609250car,min,RudoKy00,fumbles,0,,,,,
player,201609250car,min,RudoKy00,fumbles_lost,0,,,,,
player,201609250car,min,DiggSt00,pass_cmp,0,,,,,
player,201609250car,min,DiggSt00,pass_att,0,,,,,
player,201609250car,min,DiggSt00,pass_yds,0,,,,,
player,201609250car,min,DiggSt00,pass_td,0,,,,,
player,201609250car,min,DiggSt00,pass_int,0,,,,,
player,201609250car,min,DiggSt00,pass_sacked,0,,,,,
player,201609250car,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201609250car,min,DiggSt00,pass_long,0,,,,,
player,201609250car,min,DiggSt00,pass_rating,,,,,,
player,201609250car,min,DiggSt00,rush_att,0,,,,,
player,201609250car,min,DiggSt00,rush_yds,0,,,,,
player,201609250car,min,DiggSt00,rush_td,0,,,,,
player,201609250car,min,DiggSt00,rush_long,0,,,,,
player,201609250car,min,DiggSt00,targets,7,,,,,
player,201609250car,min,DiggSt00,rec,4,,,,,
player,201609250car,min,DiggSt00,rec_yds,40,,,,,
player,201609250car,min,DiggSt00,rec_td,0,,,,,
player,201609250car,min,DiggSt00,rec_long,16,,,,,
player,201609250car,min,DiggSt00,fumbles,0,,,,,
player,201609250car,min,DiggSt00,fumbles_lost,0,,,,,
player,201609250car,min,ThieAd00,pass_cmp,0,,,,,
player,201609250car,min,ThieAd00,pass_att,0,,,,,
player,201609250car,min,ThieAd00,pass_yds,0,,,,,
player,201609250car,min,ThieAd00,pass_td,0,,,,,
player,201609250car,min,ThieAd00,pass_int,0,,,,,
player,201609250car,min,ThieAd00,pass_sacked,0,,,,,
player,201609250car,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201609250car,min,ThieAd00,pass_long,0,,,,,
player,201609250car,min,ThieAd00,pass_rating,,,,,,
player,201609250car,min,ThieAd00,rush_att,0,,,,,
player,201609250car,min,ThieAd00,rush_yds,0,,,,,
player,201609250car,min,ThieAd00,rush_td,0,,,,,
player,201609250car,min,ThieAd00,rush_long,0,,,,,
player,201609250car,min,ThieAd00,targets,4,,,,,
player,201609250car,min,ThieAd00,rec,3,,,,,
player,201609250car,min,ThieAd00,rec_yds,29,,,,,
player,201609250car,min,ThieAd00,rec_td,0,,,,,
player,201609250car,min,ThieAd00,rec_long,19,,,,,
player,201609250car,min,ThieAd00,fumbles,0,,,,,
player,201609250car,min,ThieAd00,fumbles_lost,0,,,,,
player,201609250car,min,ElliRh00,pass_cmp,0,,,,,
player,201609250car,min,ElliRh00,pass_att,0,,,,,
player,201609250car,min,ElliRh00,pass_yds,0,,,,,
player,201609250car,min,ElliRh00,pass_td,0,,,,,
player,201609250car,min,ElliRh00,pass_int,0,,,,,
player,201609250car,min,ElliRh00,pass_sacked,0,,,,,
player,201609250car,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201609250car,min,ElliRh00,pass_long,0,,,,,
player,201609250car,min,ElliRh00,pass_rating,,,,,,
player,201609250car,min,ElliRh00,rush_att,0,,,,,
player,201609250car,min,ElliRh00,rush_yds,0,,,,,
player,201609250car,min,ElliRh00,rush_td,0,,,,,
player,201609250car,min,ElliRh00,rush_long,0,,,,,
player,201609250car,min,ElliRh00,targets,1,,,,,
player,201609250car,min,ElliRh00,rec,1,,,,,
player,201609250car,min,ElliRh00,rec_yds,18,,,,,
player,201609250car,min,ElliRh00,rec_td,0,,,,,
player,201609250car,min,ElliRh00,rec_long,18,,,,,
player,201609250car,min,ElliRh00,fumbles,0,,,,,
player,201609250car,min,ElliRh00,fumbles_lost,0,,,,,
player,201609250car,min,PattCo00,pass_cmp,0,,,,,
player,201609250car,min,PattCo00,pass_att,0,,,,,
player,201609250car,min,PattCo00,pass_yds,0,,,,,
player,201609250car,min,PattCo00,pass_td,0,,,,,
player,201609250car,min,PattCo00,pass_int,0,,,,,
player,201609250car,min,PattCo00,pass_sacked,0,,,,,
player,201609250car,min,PattCo00,pass_sacked_yds,0,,,,,
player,201609250car,min,PattCo00,pass_long,0,,,,,
player,201609250car,min,PattCo00,pass_rating,,,,,,
player,201609250car,min,PattCo00,rush_att,0,,,,,
player,201609250car,min,PattCo00,rush_yds,0,,,,,
player,201609250car,min,PattCo00,rush_td,0,,,,,
player,201609250car,min,PattCo00,rush_long,0,,,,,
player,201609250car,min,PattCo00,targets,1,,,,,
player,201609250car,min,PattCo00,rec,1,,,,,
player,201609250car,min,PattCo00,rec_yds,8,,,,,
player,201609250car,min,PattCo00,rec_td,0,,,,,
player,201609250car,min,PattCo00,rec_long,8,,,,,
player,201609250car,min,PattCo00,fumbles,0,,,,,
player,201609250car,min,PattCo00,fumbles_lost,0,,,,,
player,201609250car,min,JohnCh08,pass_cmp,0,,,,,
player,201609250car,min,JohnCh08,pass_att,0,,,,,
player,201609250car,min,JohnCh08,pass_yds,0,,,,,
player,201609250car,min,JohnCh08,pass_td,0,,,,,
player,201609250car,min,JohnCh08,pass_int,0,,,,,
player,201609250car,min,JohnCh08,pass_sacked,0,,,,,
player,201609250car,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201609250car,min,JohnCh08,pass_long,0,,,,,
player,201609250car,min,JohnCh08,pass_rating,,,,,,
player,201609250car,min,JohnCh08,rush_att,0,,,,,
player,201609250car,min,JohnCh08,rush_yds,0,,,,,
player,201609250car,min,JohnCh08,rush_td,0,,,,,
player,201609250car,min,JohnCh08,rush_long,0,,,,,
player,201609250car,min,JohnCh08,targets,2,,,,,
player,201609250car,min,JohnCh08,rec,0,,,,,
player,201609250car,min,JohnCh08,rec_yds,0,,,,,
player,201609250car,min,JohnCh08,rec_td,0,,,,,
player,201609250car,min,JohnCh08,rec_long,0,,,,,
player,201609250car,min,JohnCh08,fumbles,0,,,,,
player,201609250car,min,JohnCh08,fumbles_lost,0,,,,,
player,201609250car,car,NewtCa00,pass_cmp,21,,,,,
player,201609250car,car,NewtCa00,pass_att,35,,,,,
player,201609250car,car,NewtCa00,pass_yds,262,,,,,
player,201609250car,car,NewtCa00,pass_td,0,,,,,
player,201609250car,car,NewtCa00,pass_int,3,,,,,
player,201609250car,car,NewtCa00,pass_sacked,8,,,,,
player,201609250car,car,NewtCa00,pass_sacked_yds,64,,,,,
player,201609250car,car,NewtCa00,pass_long,31,,,,,
player,201609250car,car,NewtCa00,pass_rating,47.6,,,,,
player,201609250car,car,NewtCa00,rush_att,7,,,,,
player,201609250car,car,NewtCa00,rush_yds,26,,,,,
player,201609250car,car,NewtCa00,rush_td,1,,,,,
player,201609250car,car,NewtCa00,rush_long,11,,,,,
player,201609250car,car,NewtCa00,targets,0,,,,,
player,201609250car,car,NewtCa00,rec,0,,,,,
player,201609250car,car,NewtCa00,rec_yds,0,,,,,
player,201609250car,car,NewtCa00,rec_td,0,,,,,
player,201609250car,car,NewtCa00,rec_long,0,,,,,
player,201609250car,car,NewtCa00,fumbles,0,,,,,
player,201609250car,car,NewtCa00,fumbles_lost,0,,,,,
player,201609250car,car,AndeDe00,pass_cmp,1,,,,,
player,201609250car,car,AndeDe00,pass_att,1,,,,,
player,201609250car,car,AndeDe00,pass_yds,3,,,,,
player,201609250car,car,AndeDe00,pass_td,0,,,,,
player,201609250car,car,AndeDe00,pass_int,0,,,,,
player,201609250car,car,AndeDe00,pass_sacked,0,,,,,
player,201609250car,car,AndeDe00,pass_sacked_yds,0,,,,,
player,201609250car,car,AndeDe00,pass_long,3,,,,,
player,201609250car,car,AndeDe00,pass_rating,79.2,,,,,
player,201609250car,car,AndeDe00,rush_att,0,,,,,
player,201609250car,car,AndeDe00,rush_yds,0,,,,,
player,201609250car,car,AndeDe00,rush_td,0,,,,,
player,201609250car,car,AndeDe00,rush_long,0,,,,,
player,201609250car,car,AndeDe00,targets,0,,,,,
player,201609250car,car,AndeDe00,rec,0,,,,,
player,201609250car,car,AndeDe00,rec_yds,0,,,,,
player,201609250car,car,AndeDe00,rec_td,0,,,,,
player,201609250car,car,AndeDe00,rec_long,0,,,,,
player,201609250car,car,AndeDe00,fumbles,0,,,,,
player,201609250car,car,AndeDe00,fumbles_lost,0,,,,,
player,201609250car,car,ArtiCa00,pass_cmp,0,,,,,
player,201609250car,car,ArtiCa00,pass_att,0,,,,,
player,201609250car,car,ArtiCa00,pass_yds,0,,,,,
player,201609250car,car,ArtiCa00,pass_td,0,,,,,
player,201609250car,car,ArtiCa00,pass_int,0,,,,,
player,201609250car,car,ArtiCa00,pass_sacked,0,,,,,
player,201609250car,car,ArtiCa00,pass_sacked_yds,0,,,,,
player,201609250car,car,ArtiCa00,pass_long,0,,,,,
player,201609250car,car,ArtiCa00,pass_rating,,,,,,
player,201609250car,car,ArtiCa00,rush_att,12,,,,,
player,201609250car,car,ArtiCa00,rush_yds,47,,,,,
player,201609250car,car,ArtiCa00,rush_td,0,,,,,
player,201609250car,car,ArtiCa00,rush_long,12,,,,,
player,201609250car,car,ArtiCa00,targets,1,,,,,
player,201609250car,car,ArtiCa00,rec,1,,,,,
player,201609250car,car,ArtiCa00,rec_yds,11,,,,,
player,201609250car,car,ArtiCa00,rec_td,0,,,,,
player,201609250car,car,ArtiCa00,rec_long,11,,,,,
player,201609250car,car,ArtiCa00,fumbles,0,,,,,
player,201609250car,car,ArtiCa00,fumbles_lost,0,,,,,
player,201609250car,car,WhitFo00,pass_cmp,0,,,,,
player,201609250car,car,WhitFo00,pass_att,0,,,,,
player,201609250car,car,WhitFo00,pass_yds,0,,,,,
player,201609250car,car,WhitFo00,pass_td,0,,,,,
player,201609250car,car,WhitFo00,pass_int,0,,,,,
player,201609250car,car,WhitFo00,pass_sacked,0,,,,,
player,201609250car,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201609250car,car,WhitFo00,pass_long,0,,,,,
player,201609250car,car,WhitFo00,pass_rating,,,,,,
player,201609250car,car,WhitFo00,rush_att,5,,,,,
player,201609250car,car,WhitFo00,rush_yds,22,,,,,
player,201609250car,car,WhitFo00,rush_td,0,,,,,
player,201609250car,car,WhitFo00,rush_long,9,,,,,
player,201609250car,car,WhitFo00,targets,6,,,,,
player,201609250car,car,WhitFo00,rec,5,,,,,
player,201609250car,car,WhitFo00,rec_yds,34,,,,,
player,201609250car,car,WhitFo00,rec_td,0,,,,,
player,201609250car,car,WhitFo00,rec_long,14,,,,,
player,201609250car,car,WhitFo00,fumbles,0,,,,,
player,201609250car,car,WhitFo00,fumbles_lost,0,,,,,
player,201609250car,car,GinnTe00,pass_cmp,0,,,,,
player,201609250car,car,GinnTe00,pass_att,0,,,,,
player,201609250car,car,GinnTe00,pass_yds,0,,,,,
player,201609250car,car,GinnTe00,pass_td,0,,,,,
player,201609250car,car,GinnTe00,pass_int,0,,,,,
player,201609250car,car,GinnTe00,pass_sacked,0,,,,,
player,201609250car,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201609250car,car,GinnTe00,pass_long,0,,,,,
player,201609250car,car,GinnTe00,pass_rating,,,,,,
player,201609250car,car,GinnTe00,rush_att,2,,,,,
player,201609250car,car,GinnTe00,rush_yds,5,,,,,
player,201609250car,car,GinnTe00,rush_td,0,,,,,
player,201609250car,car,GinnTe00,rush_long,4,,,,,
player,201609250car,car,GinnTe00,targets,7,,,,,
player,201609250car,car,GinnTe00,rec,3,,,,,
player,201609250car,car,GinnTe00,rec_yds,62,,,,,
player,201609250car,car,GinnTe00,rec_td,0,,,,,
player,201609250car,car,GinnTe00,rec_long,31,,,,,
player,201609250car,car,GinnTe00,fumbles,0,,,,,
player,201609250car,car,GinnTe00,fumbles_lost,0,,,,,
player,201609250car,car,TolbMi00,pass_cmp,0,,,,,
player,201609250car,car,TolbMi00,pass_att,0,,,,,
player,201609250car,car,TolbMi00,pass_yds,0,,,,,
player,201609250car,car,TolbMi00,pass_td,0,,,,,
player,201609250car,car,TolbMi00,pass_int,0,,,,,
player,201609250car,car,TolbMi00,pass_sacked,0,,,,,
player,201609250car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201609250car,car,TolbMi00,pass_long,0,,,,,
player,201609250car,car,TolbMi00,pass_rating,,,,,,
player,201609250car,car,TolbMi00,rush_att,2,,,,,
player,201609250car,car,TolbMi00,rush_yds,5,,,,,
player,201609250car,car,TolbMi00,rush_td,0,,,,,
player,201609250car,car,TolbMi00,rush_long,3,,,,,
player,201609250car,car,TolbMi00,targets,3,,,,,
player,201609250car,car,TolbMi00,rec,2,,,,,
player,201609250car,car,TolbMi00,rec_yds,14,,,,,
player,201609250car,car,TolbMi00,rec_td,0,,,,,
player,201609250car,car,TolbMi00,rec_long,7,,,,,
player,201609250car,car,TolbMi00,fumbles,0,,,,,
player,201609250car,car,TolbMi00,fumbles_lost,0,,,,,
player,201609250car,car,OlseGr00,pass_cmp,0,,,,,
player,201609250car,car,OlseGr00,pass_att,0,,,,,
player,201609250car,car,OlseGr00,pass_yds,0,,,,,
player,201609250car,car,OlseGr00,pass_td,0,,,,,
player,201609250car,car,OlseGr00,pass_int,0,,,,,
player,201609250car,car,OlseGr00,pass_sacked,0,,,,,
player,201609250car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201609250car,car,OlseGr00,pass_long,0,,,,,
player,201609250car,car,OlseGr00,pass_rating,,,,,,
player,201609250car,car,OlseGr00,rush_att,0,,,,,
player,201609250car,car,OlseGr00,rush_yds,0,,,,,
player,201609250car,car,OlseGr00,rush_td,0,,,,,
player,201609250car,car,OlseGr00,rush_long,0,,,,,
player,201609250car,car,OlseGr00,targets,10,,,,,
player,201609250car,car,OlseGr00,rec,6,,,,,
player,201609250car,car,OlseGr00,rec_yds,64,,,,,
player,201609250car,car,OlseGr00,rec_td,0,,,,,
player,201609250car,car,OlseGr00,rec_long,18,,,,,
player,201609250car,car,OlseGr00,fumbles,0,,,,,
player,201609250car,car,OlseGr00,fumbles_lost,0,,,,,
player,201609250car,car,BrowPh00,pass_cmp,0,,,,,
player,201609250car,car,BrowPh00,pass_att,0,,,,,
player,201609250car,car,BrowPh00,pass_yds,0,,,,,
player,201609250car,car,BrowPh00,pass_td,0,,,,,
player,201609250car,car,BrowPh00,pass_int,0,,,,,
player,201609250car,car,BrowPh00,pass_sacked,0,,,,,
player,201609250car,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201609250car,car,BrowPh00,pass_long,0,,,,,
player,201609250car,car,BrowPh00,pass_rating,,,,,,
player,201609250car,car,BrowPh00,rush_att,0,,,,,
player,201609250car,car,BrowPh00,rush_yds,0,,,,,
player,201609250car,car,BrowPh00,rush_td,0,,,,,
player,201609250car,car,BrowPh00,rush_long,0,,,,,
player,201609250car,car,BrowPh00,targets,5,,,,,
player,201609250car,car,BrowPh00,rec,4,,,,,
player,201609250car,car,BrowPh00,rec_yds,57,,,,,
player,201609250car,car,BrowPh00,rec_td,0,,,,,
player,201609250car,car,BrowPh00,rec_long,27,,,,,
player,201609250car,car,BrowPh00,fumbles,0,,,,,
player,201609250car,car,BrowPh00,fumbles_lost,0,,,,,
player,201609250car,car,DickEd00,pass_cmp,0,,,,,
player,201609250car,car,DickEd00,pass_att,0,,,,,
player,201609250car,car,DickEd00,pass_yds,0,,,,,
player,201609250car,car,DickEd00,pass_td,0,,,,,
player,201609250car,car,DickEd00,pass_int,0,,,,,
player,201609250car,car,DickEd00,pass_sacked,0,,,,,
player,201609250car,car,DickEd00,pass_sacked_yds,0,,,,,
player,201609250car,car,DickEd00,pass_long,0,,,,,
player,201609250car,car,DickEd00,pass_rating,,,,,,
player,201609250car,car,DickEd00,rush_att,0,,,,,
player,201609250car,car,DickEd00,rush_yds,0,,,,,
player,201609250car,car,DickEd00,rush_td,0,,,,,
player,201609250car,car,DickEd00,rush_long,0,,,,,
player,201609250car,car,DickEd00,targets,1,,,,,
player,201609250car,car,DickEd00,rec,1,,,,,
player,201609250car,car,DickEd00,rec_yds,23,,,,,
player,201609250car,car,DickEd00,rec_td,0,,,,,
player,201609250car,car,DickEd00,rec_long,23,,,,,
player,201609250car,car,DickEd00,fumbles,0,,,,,
player,201609250car,car,DickEd00,fumbles_lost,0,,,,,
player,201609250car,car,FuncDe00,pass_cmp,0,,,,,
player,201609250car,car,FuncDe00,pass_att,0,,,,,
player,201609250car,car,FuncDe00,pass_yds,0,,,,,
player,201609250car,car,FuncDe00,pass_td,0,,,,,
player,201609250car,car,FuncDe00,pass_int,0,,,,,
player,201609250car,car,FuncDe00,pass_sacked,0,,,,,
player,201609250car,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201609250car,car,FuncDe00,pass_long,0,,,,,
player,201609250car,car,FuncDe00,pass_rating,,,,,,
player,201609250car,car,FuncDe00,rush_att,0,,,,,
player,201609250car,car,FuncDe00,rush_yds,0,,,,,
player,201609250car,car,FuncDe00,rush_td,0,,,,,
player,201609250car,car,FuncDe00,rush_long,0,,,,,
player,201609250car,car,FuncDe00,targets,2,,,,,
player,201609250car,car,FuncDe00,rec,0,,,,,
player,201609250car,car,FuncDe00,rec_yds,0,,,,,
player,201609250car,car,FuncDe00,rec_td,0,,,,,
player,201609250car,car,FuncDe00,rec_long,0,,,,,
player,201609250car,car,FuncDe00,fumbles,0,,,,,
player,201609250car,car,FuncDe00,fumbles_lost,0,,,,,
player,201609250car,car,BenjKe00,pass_cmp,0,,,,,
player,201609250car,car,BenjKe00,pass_att,0,,,,,
player,201609250car,car,BenjKe00,pass_yds,0,,,,,
player,201609250car,car,BenjKe00,pass_td,0,,,,,
player,201609250car,car,BenjKe00,pass_int,0,,,,,
player,201609250car,car,BenjKe00,pass_sacked,0,,,,,
player,201609250car,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201609250car,car,BenjKe00,pass_long,0,,,,,
player,201609250car,car,BenjKe00,pass_rating,,,,,,
player,201609250car,car,BenjKe00,rush_att,0,,,,,
player,201609250car,car,BenjKe00,rush_yds,0,,,,,
player,201609250car,car,BenjKe00,rush_td,0,,,,,
player,201609250car,car,BenjKe00,rush_long,0,,,,,
player,201609250car,car,BenjKe00,targets,1,,,,,
player,201609250car,car,BenjKe00,rec,0,,,,,
player,201609250car,car,BenjKe00,rec_yds,0,,,,,
player,201609250car,car,BenjKe00,rec_td,0,,,,,
player,201609250car,car,BenjKe00,rec_long,0,,,,,
player,201609250car,car,BenjKe00,fumbles,0,,,,,
player,201609250car,car,BenjKe00,fumbles_lost,0,,,,,
player,201609250car,min,NewmTe20,def_int,1,,,,,
player,201609250car,min,NewmTe20,def_int_yds,0,,,,,
player,201609250car,min,NewmTe20,def_int_td,0,,,,,
player,201609250car,min,NewmTe20,def_int_long,0,,,,,
player,201609250car,min,NewmTe20,pass_defended,1,,,,,
player,201609250car,min,NewmTe20,sacks,0.0,,,,,
player,201609250car,min,NewmTe20,tackles_combined,4,,,,,
player,201609250car,min,NewmTe20,tackles_solo,3,,,,,
player,201609250car,min,NewmTe20,tackles_assists,1,,,,,
player,201609250car,min,NewmTe20,tackles_loss,0,,,,,
player,201609250car,min,NewmTe20,qb_hits,0,,,,,
player,201609250car,min,NewmTe20,fumbles_rec,0,,,,,
player,201609250car,min,NewmTe20,fumbles_rec_yds,0,,,,,
player,201609250car,min,NewmTe20,fumbles_rec_td,0,,,,,
player,201609250car,min,NewmTe20,fumbles_forced,0,,,,,
player,201609250car,min,WaynTr00,def_int,1,,,,,
player,201609250car,min,WaynTr00,def_int_yds,0,,,,,
player,201609250car,min,WaynTr00,def_int_td,0,,,,,
player,201609250car,min,WaynTr00,def_int_long,0,,,,,
player,201609250car,min,WaynTr00,pass_defended,1,,,,,
player,201609250car,min,WaynTr00,sacks,0.0,,,,,
player,201609250car,min,WaynTr00,tackles_combined,4,,,,,
player,201609250car,min,WaynTr00,tackles_solo,3,,,,,
player,201609250car,min,WaynTr00,tackles_assists,1,,,,,
player,201609250car,min,WaynTr00,tackles_loss,0,,,,,
player,201609250car,min,WaynTr00,qb_hits,0,,,,,
player,201609250car,min,WaynTr00,fumbles_rec,0,,,,,
player,201609250car,min,WaynTr00,fumbles_rec_yds,0,,,,,
player,201609250car,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201609250car,min,WaynTr00,fumbles_forced,0,,,,,
player,201609250car,min,JohnTo01,def_int,1,,,,,
player,201609250car,min,JohnTo01,def_int_yds,4,,,,,
player,201609250car,min,JohnTo01,def_int_td,0,,,,,
player,201609250car,min,JohnTo01,def_int_long,4,,,,,
player,201609250car,min,JohnTo01,pass_defended,1,,,,,
player,201609250car,min,JohnTo01,sacks,0.0,,,,,
player,201609250car,min,JohnTo01,tackles_combined,2,,,,,
player,201609250car,min,JohnTo01,tackles_solo,0,,,,,
player,201609250car,min,JohnTo01,tackles_assists,2,,,,,
player,201609250car,min,JohnTo01,tackles_loss,0,,,,,
player,201609250car,min,JohnTo01,qb_hits,2,,,,,
player,201609250car,min,JohnTo01,fumbles_rec,0,,,,,
player,201609250car,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201609250car,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201609250car,min,JohnTo01,fumbles_forced,0,,,,,
player,201609250car,min,GrifEv99,def_int,0,,,,,
player,201609250car,min,GrifEv99,def_int_yds,0,,,,,
player,201609250car,min,GrifEv99,def_int_td,0,,,,,
player,201609250car,min,GrifEv99,def_int_long,0,,,,,
player,201609250car,min,GrifEv99,pass_defended,0,,,,,
player,201609250car,min,GrifEv99,sacks,3.0,,,,,
player,201609250car,min,GrifEv99,tackles_combined,4,,,,,
player,201609250car,min,GrifEv99,tackles_solo,3,,,,,
player,201609250car,min,GrifEv99,tackles_assists,1,,,,,
player,201609250car,min,GrifEv99,tackles_loss,3,,,,,
player,201609250car,min,GrifEv99,qb_hits,4,,,,,
player,201609250car,min,GrifEv99,fumbles_rec,0,,,,,
player,201609250car,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201609250car,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201609250car,min,GrifEv99,fumbles_forced,0,,,,,
