game,2016,11,20161121,201611210rai,htx,"Houston Texans",20,rai,"Oakland Raiders",27
player,201611210rai,htx,HopkDe00,pass_sacked,0,,,,,
player,201611210rai,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201611210rai,htx,HopkDe00,pass_long,0,,,,,
player,201611210rai,htx,HopkDe00,pass_rating,,,,,,
player,201611210rai,htx,HopkDe00,rush_att,0,,,,,
player,201611210rai,htx,HopkDe00,rush_yds,0,,,,,
player,201611210rai,htx,HopkDe00,rush_td,0,,,,,
player,201611210rai,htx,HopkDe00,rush_long,0,,,,,
player,201611210rai,htx,HopkDe00,targets,6,,,,,
player,201611210rai,htx,HopkDe00,rec,5,,,,,
player,201611210rai,htx,HopkDe00,rec_yds,58,,,,,
player,201611210rai,htx,HopkDe00,rec_td,0,,,,,
player,201611210rai,htx,HopkDe00,rec_long,24,,,,,
player,201611210rai,htx,HopkDe00,fumbles,0,,,,,
player,201611210rai,htx,HopkDe00,fumbles_lost,0,,,,,
player,201611210rai,htx,GrifRy00,pass_cmp,0,,,,,
player,201611210rai,htx,GrifRy00,pass_att,0,,,,,
player,201611210rai,htx,GrifRy00,pass_yds,0,,,,,
player,201611210rai,htx,GrifRy00,pass_td,0,,,,,
player,201611210rai,htx,GrifRy00,pass_int,0,,,,,
player,201611210rai,htx,GrifRy00,pass_sacked,0,,,,,
player,201611210rai,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201611210rai,htx,GrifRy00,pass_long,0,,,,,
player,201611210rai,htx,GrifRy00,pass_rating,,,,,,
player,201611210rai,htx,GrifRy00,rush_att,0,,,,,
player,201611210rai,htx,GrifRy00,rush_yds,0,,,,,
player,201611210rai,htx,GrifRy00,rush_td,0,,,,,
player,201611210rai,htx,GrifRy00,rush_long,0,,,,,
player,201611210rai,htx,GrifRy00,targets,5,,,,,
player,201611210rai,htx,GrifRy00,rec,3,,,,,
player,201611210rai,htx,GrifRy00,rec_yds,32,,,,,
player,201611210rai,htx,GrifRy00,rec_td,0,,,,,
player,201611210rai,htx,GrifRy00,rec_long,20,,,,,
player,201611210rai,htx,GrifRy00,fumbles,0,,,,,
player,201611210rai,htx,GrifRy00,fumbles_lost,0,,,,,
player,201611210rai,htx,FullWi01,pass_cmp,0,,,,,
player,201611210rai,htx,FullWi01,pass_att,0,,,,,
player,201611210rai,htx,FullWi01,pass_yds,0,,,,,
player,201611210rai,htx,FullWi01,pass_td,0,,,,,
player,201611210rai,htx,FullWi01,pass_int,0,,,,,
player,201611210rai,htx,FullWi01,pass_sacked,0,,,,,
player,201611210rai,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201611210rai,htx,FullWi01,pass_long,0,,,,,
player,201611210rai,htx,FullWi01,pass_rating,,,,,,
player,201611210rai,htx,FullWi01,rush_att,0,,,,,
player,201611210rai,htx,FullWi01,rush_yds,0,,,,,
player,201611210rai,htx,FullWi01,rush_td,0,,,,,
player,201611210rai,htx,FullWi01,rush_long,0,,,,,
player,201611210rai,htx,FullWi01,targets,4,,,,,
player,201611210rai,htx,FullWi01,rec,1,,,,,
player,201611210rai,htx,FullWi01,rec_yds,17,,,,,
player,201611210rai,htx,FullWi01,rec_td,0,,,,,
player,201611210rai,htx,FullWi01,rec_long,17,,,,,
player,201611210rai,htx,FullWi01,fumbles,0,,,,,
player,201611210rai,htx,FullWi01,fumbles_lost,0,,,,,
player,201611210rai,htx,AndeSt01,pass_cmp,0,,,,,
player,201611210rai,htx,AndeSt01,pass_att,0,,,,,
player,201611210rai,htx,AndeSt01,pass_yds,0,,,,,
player,201611210rai,htx,AndeSt01,pass_td,0,,,,,
player,201611210rai,htx,AndeSt01,pass_int,0,,,,,
player,201611210rai,htx,AndeSt01,pass_sacked,0,,,,,
player,201611210rai,htx,AndeSt01,pass_sacked_yds,0,,,,,
player,201611210rai,htx,AndeSt01,pass_long,0,,,,,
player,201611210rai,htx,AndeSt01,pass_rating,,,,,,
player,201611210rai,htx,AndeSt01,rush_att,0,,,,,
player,201611210rai,htx,AndeSt01,rush_yds,0,,,,,
player,201611210rai,htx,AndeSt01,rush_td,0,,,,,
player,201611210rai,htx,AndeSt01,rush_long,0,,,,,
player,201611210rai,htx,AndeSt01,targets,1,,,,,
player,201611210rai,htx,AndeSt01,rec,1,,,,,
player,201611210rai,htx,AndeSt01,rec_yds,14,,,,,
player,201611210rai,htx,AndeSt01,rec_td,0,,,,,
player,201611210rai,htx,AndeSt01,rec_long,14,,,,,
player,201611210rai,htx,AndeSt01,fumbles,0,,,,,
player,201611210rai,htx,AndeSt01,fumbles_lost,0,,,,,
player,201611210rai,htx,MumpKe00,pass_cmp,0,,,,,
player,201611210rai,htx,MumpKe00,pass_att,0,,,,,
player,201611210rai,htx,MumpKe00,pass_yds,0,,,,,
player,201611210rai,htx,MumpKe00,pass_td,0,,,,,
player,201611210rai,htx,MumpKe00,pass_int,0,,,,,
player,201611210rai,htx,MumpKe00,pass_sacked,0,,,,,
player,201611210rai,htx,MumpKe00,pass_sacked_yds,0,,,,,
player,201611210rai,htx,MumpKe00,pass_long,0,,,,,
player,201611210rai,htx,MumpKe00,pass_rating,,,,,,
player,201611210rai,htx,MumpKe00,rush_att,0,,,,,
player,201611210rai,htx,MumpKe00,rush_yds,0,,,,,
player,201611210rai,htx,MumpKe00,rush_td,0,,,,,
player,201611210rai,htx,MumpKe00,rush_long,0,,,,,
player,201611210rai,htx,MumpKe00,targets,2,,,,,
player,201611210rai,htx,MumpKe00,rec,2,,,,,
player,201611210rai,htx,MumpKe00,rec_yds,12,,,,,
player,201611210rai,htx,MumpKe00,rec_td,0,,,,,
player,201611210rai,htx,MumpKe00,rec_long,8,,,,,
player,201611210rai,htx,MumpKe00,fumbles,0,,,,,
player,201611210rai,htx,MumpKe00,fumbles_lost,0,,,,,
player,201611210rai,htx,HuntAk01,pass_cmp,0,,,,,
player,201611210rai,htx,HuntAk01,pass_att,0,,,,,
player,201611210rai,htx,HuntAk01,pass_yds,0,,,,,
player,201611210rai,htx,HuntAk01,pass_td,0,,,,,
player,201611210rai,htx,HuntAk01,pass_int,0,,,,,
player,201611210rai,htx,HuntAk01,pass_sacked,0,,,,,
player,201611210rai,htx,HuntAk01,pass_sacked_yds,0,,,,,
player,201611210rai,htx,HuntAk01,pass_long,0,,,,,
player,201611210rai,htx,HuntAk01,pass_rating,,,,,,
player,201611210rai,htx,HuntAk01,rush_att,5,,,,,
player,201611210rai,htx,HuntAk01,rush_yds,-2,,,,,
player,201611210rai,htx,HuntAk01,rush_td,0,,,,,
player,201611210rai,htx,HuntAk01,rush_long,5,,,,,
player,201611210rai,htx,HuntAk01,targets,0,,,,,
player,201611210rai,htx,HuntAk01,rec,0,,,,,
player,201611210rai,htx,HuntAk01,rec_yds,0,,,,,
player,201611210rai,htx,HuntAk01,rec_td,0,,,,,
player,201611210rai,htx,HuntAk01,rec_long,0,,,,,
player,201611210rai,htx,HuntAk01,fumbles,0,,,,,
player,201611210rai,htx,HuntAk01,fumbles_lost,0,,,,,
player,201611210rai,rai,CarrDe02,pass_cmp,21,,,,,
player,201611210rai,rai,CarrDe02,pass_att,31,,,,,
player,201611210rai,rai,CarrDe02,pass_yds,295,,,,,
player,201611210rai,rai,CarrDe02,pass_td,3,,,,,
player,201611210rai,rai,CarrDe02,pass_int,1,,,,,
player,201611210rai,rai,CarrDe02,pass_sacked,0,,,,,
player,201611210rai,rai,CarrDe02,pass_sacked_yds,0,,,,,
player,201611210rai,rai,CarrDe02,pass_long,75,,,,,
player,201611210rai,rai,CarrDe02,pass_rating,117.0,,,,,
player,201611210rai,rai,CarrDe02,rush_att,2,,,,,
player,201611210rai,rai,CarrDe02,rush_yds,-2,,,,,
player,201611210rai,rai,CarrDe02,rush_td,0,,,,,
player,201611210rai,rai,CarrDe02,rush_long,-1,,,,,
player,201611210rai,rai,CarrDe02,targets,0,,,,,
player,201611210rai,rai,CarrDe02,rec,0,,,,,
player,201611210rai,rai,CarrDe02,rec_yds,0,,,,,
player,201611210rai,rai,CarrDe02,rec_td,0,,,,,
player,201611210rai,rai,CarrDe02,rec_long,0,,,,,
player,201611210rai,rai,CarrDe02,fumbles,0,,,,,
player,201611210rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201611210rai,rai,MurrLa00,pass_cmp,0,,,,,
player,201611210rai,rai,MurrLa00,pass_att,0,,,,,
player,201611210rai,rai,MurrLa00,pass_yds,0,,,,,
player,201611210rai,rai,MurrLa00,pass_td,0,,,,,
player,201611210rai,rai,MurrLa00,pass_int,0,,,,,
player,201611210rai,rai,MurrLa00,pass_sacked,,,,,,
player,201611210rai,rai,MurrLa00,pass_sacked_yds,0,,,,,
player,201611210rai,rai,MurrLa00,pass_long,0,,,,,
player,201611210rai,rai,MurrLa00,pass_rating,,,,,,
player,201611210rai,rai,MurrLa00,rush_att,12,,,,,
player,201611210rai,rai,MurrLa00,rush_yds,33,,,,,
player,201611210rai,rai,MurrLa00,rush_td,0,,,,,
player,201611210rai,rai,MurrLa00,rush_long,6,,,,,
player,201611210rai,rai,MurrLa00,targets,5,,,,,
player,201611210rai,rai,MurrLa00,rec,5,,,,,
player,201611210rai,rai,MurrLa00,rec_yds,59,,,,,
player,201611210rai,rai,MurrLa00,rec_td,0,,,,,
player,201611210rai,rai,MurrLa00,rec_long,39,,,,,
player,201611210rai,rai,MurrLa00,fumbles,0,,,,,
player,201611210rai,rai,MurrLa00,fumbles_lost,0,,,,,
player,201611210rai,rai,RichJa01,pass_cmp,0,,,,,
player,201611210rai,rai,RichJa01,pass_att,0,,,,,
player,201611210rai,rai,RichJa01,pass_yds,0,,,,,
player,201611210rai,rai,RichJa01,pass_td,0,,,,,
player,201611210rai,rai,RichJa01,pass_int,0,,,,,
player,201611210rai,rai,RichJa01,pass_sacked,,,,,,
player,201611210rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201611210rai,rai,RichJa01,pass_long,0,,,,,
player,201611210rai,rai,RichJa01,pass_rating,,,,,,
player,201611210rai,rai,RichJa01,rush_att,3,,,,,
player,201611210rai,rai,RichJa01,rush_yds,2,,,,,
player,201611210rai,rai,RichJa01,rush_td,0,,,,,
player,201611210rai,rai,RichJa01,rush_long,4,,,,,
player,201611210rai,rai,RichJa01,targets,3,,,,,
player,201611210rai,rai,RichJa01,rec,3,,,,,
player,201611210rai,rai,RichJa01,rec_yds,50,,,,,
player,201611210rai,rai,RichJa01,rec_td,1,,,,,
player,201611210rai,rai,RichJa01,rec_long,29,,,,,
player,201611210rai,rai,RichJa01,fumbles,0,,,,,
player,201611210rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201611210rai,rai,CoopAm00,pass_cmp,0,,,,,
player,201611210rai,rai,CoopAm00,pass_att,0,,,,,
player,201611210rai,rai,CoopAm00,pass_yds,0,,,,,
player,201611210rai,rai,CoopAm00,pass_td,0,,,,,
player,201611210rai,rai,CoopAm00,pass_int,0,,,,,
player,201611210rai,rai,CoopAm00,pass_sacked,,,,,,
player,201611210rai,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201611210rai,rai,CoopAm00,pass_long,0,,,,,
player,201611210rai,rai,CoopAm00,pass_rating,,,,,,
player,201611210rai,rai,CoopAm00,rush_att,0,,,,,
player,201611210rai,rai,CoopAm00,rush_yds,0,,,,,
player,201611210rai,rai,CoopAm00,rush_td,0,,,,,
player,201611210rai,rai,CoopAm00,rush_long,0,,,,,
player,201611210rai,rai,CoopAm00,targets,5,,,,,
player,201611210rai,rai,CoopAm00,rec,4,,,,,
player,201611210rai,rai,CoopAm00,rec_yds,57,,,,,
player,201611210rai,rai,CoopAm00,rec_td,1,,,,,
player,201611210rai,rai,CoopAm00,rec_long,35,,,,,
player,201611210rai,rai,CoopAm00,fumbles,0,,,,,
player,201611210rai,rai,CoopAm00,fumbles_lost,0,,,,,
player,201611210rai,rai,WalfCl00,pass_cmp,0,,,,,
player,201611210rai,rai,WalfCl00,pass_att,0,,,,,
player,201611210rai,rai,WalfCl00,pass_yds,0,,,,,
player,201611210rai,rai,WalfCl00,pass_td,0,,,,,
player,201611210rai,rai,WalfCl00,pass_int,0,,,,,
player,201611210rai,rai,WalfCl00,pass_sacked,,,,,,
player,201611210rai,rai,WalfCl00,pass_sacked_yds,0,,,,,
player,201611210rai,rai,WalfCl00,pass_long,0,,,,,
player,201611210rai,rai,WalfCl00,pass_rating,,,,,,
player,201611210rai,rai,WalfCl00,rush_att,0,,,,,
player,201611210rai,rai,WalfCl00,rush_yds,0,,,,,
player,201611210rai,rai,WalfCl00,rush_td,0,,,,,
player,201611210rai,rai,WalfCl00,rush_long,0,,,,,
player,201611210rai,rai,WalfCl00,targets,4,,,,,
player,201611210rai,rai,WalfCl00,rec,2,,,,,
player,201611210rai,rai,WalfCl00,rec_yds,28,,,,,
player,201611210rai,rai,WalfCl00,rec_td,0,,,,,
player,201611210rai,rai,WalfCl00,rec_long,17,,,,,
player,201611210rai,rai,WalfCl00,fumbles,0,,,,,
player,201611210rai,rai,WalfCl00,fumbles_lost,0,,,,,
player,201611210rai,rai,RobeSe00,pass_cmp,0,,,,,
player,201611210rai,rai,RobeSe00,pass_att,0,,,,,
player,201611210rai,rai,RobeSe00,pass_yds,0,,,,,
player,201611210rai,rai,RobeSe00,pass_td,0,,,,,
player,201611210rai,rai,RobeSe00,pass_int,0,,,,,
player,201611210rai,rai,RobeSe00,pass_sacked,,,,,,
player,201611210rai,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201611210rai,rai,RobeSe00,pass_long,0,,,,,
player,201611210rai,rai,RobeSe00,pass_rating,,,,,,
player,201611210rai,rai,RobeSe00,rush_att,0,,,,,
player,201611210rai,rai,RobeSe00,rush_yds,0,,,,,
player,201611210rai,rai,RobeSe00,rush_td,0,,,,,
player,201611210rai,rai,RobeSe00,rush_long,0,,,,,
player,201611210rai,rai,RobeSe00,targets,3,,,,,
player,201611210rai,rai,RobeSe00,rec,1,,,,,
player,201611210rai,rai,RobeSe00,rec_yds,6,,,,,
player,201611210rai,rai,RobeSe00,rec_td,0,,,,,
player,201611210rai,rai,RobeSe00,rec_long,6,,,,,
player,201611210rai,rai,RobeSe00,fumbles,0,,,,,
player,201611210rai,rai,RobeSe00,fumbles_lost,0,,,,,
player,201611210rai,rai,CrabMi00,pass_cmp,0,,,,,
player,201611210rai,rai,CrabMi00,pass_att,0,,,,,
player,201611210rai,rai,CrabMi00,pass_yds,0,,,,,
player,201611210rai,rai,CrabMi00,pass_td,0,,,,,
player,201611210rai,rai,CrabMi00,pass_int,0,,,,,
player,201611210rai,rai,CrabMi00,pass_sacked,,,,,,
player,201611210rai,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201611210rai,rai,CrabMi00,pass_long,0,,,,,
player,201611210rai,rai,CrabMi00,pass_rating,,,,,,
player,201611210rai,rai,CrabMi00,rush_att,0,,,,,
player,201611210rai,rai,CrabMi00,rush_yds,0,,,,,
player,201611210rai,rai,CrabMi00,rush_td,0,,,,,
player,201611210rai,rai,CrabMi00,rush_long,0,,,,,
player,201611210rai,rai,CrabMi00,targets,7,,,,,
player,201611210rai,rai,CrabMi00,rec,3,,,,,
player,201611210rai,rai,CrabMi00,rec_yds,5,,,,,
player,201611210rai,rai,CrabMi00,rec_td,0,,,,,
player,201611210rai,rai,CrabMi00,rec_long,6,,,,,
player,201611210rai,rai,CrabMi00,fumbles,1,,,,,
player,201611210rai,rai,CrabMi00,fumbles_lost,0,,,,,
player,201611210rai,rai,WashDe00,pass_cmp,0,,,,,
player,201611210rai,rai,WashDe00,pass_att,0,,,,,
player,201611210rai,rai,WashDe00,pass_yds,0,,,,,
player,201611210rai,rai,WashDe00,pass_td,0,,,,,
player,201611210rai,rai,WashDe00,pass_int,0,,,,,
player,201611210rai,rai,WashDe00,pass_sacked,,,,,,
player,201611210rai,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201611210rai,rai,WashDe00,pass_long,0,,,,,
player,201611210rai,rai,WashDe00,pass_rating,,,,,,
player,201611210rai,rai,WashDe00,rush_att,1,,,,,
player,201611210rai,rai,WashDe00,rush_yds,0,,,,,
player,201611210rai,rai,WashDe00,rush_td,0,,,,,
player,201611210rai,rai,WashDe00,rush_long,0,,,,,
player,201611210rai,rai,WashDe00,targets,1,,,,,
player,201611210rai,rai,WashDe00,rec,0,,,,,
player,201611210rai,rai,WashDe00,rec_yds,0,,,,,
player,201611210rai,rai,WashDe00,rec_td,0,,,,,
player,201611210rai,rai,WashDe00,rec_long,0,,,,,
player,201611210rai,rai,WashDe00,fumbles,0,,,,,
player,201611210rai,rai,WashDe00,fumbles_lost,0,,,,,
player,201611210rai,rai,OlawJa00,pass_cmp,0,,,,,
player,201611210rai,rai,OlawJa00,pass_att,0,,,,,
player,201611210rai,rai,OlawJa00,pass_yds,0,,,,,
player,201611210rai,rai,OlawJa00,pass_td,0,,,,,
player,201611210rai,rai,OlawJa00,pass_int,0,,,,,
player,201611210rai,rai,OlawJa00,pass_sacked,,,,,,
player,201611210rai,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201611210rai,rai,OlawJa00,pass_long,0,,,,,
player,201611210rai,rai,OlawJa00,pass_rating,,,,,,
player,201611210rai,rai,OlawJa00,rush_att,2,,,,,
player,201611210rai,rai,OlawJa00,rush_yds,-3,,,,,
player,201611210rai,rai,OlawJa00,rush_td,0,,,,,
player,201611210rai,rai,OlawJa00,rush_long,0,,,,,
player,201611210rai,rai,OlawJa00,targets,3,,,,,
player,201611210rai,rai,OlawJa00,rec,3,,,,,
player,201611210rai,rai,OlawJa00,rec_yds,90,,,,,
player,201611210rai,rai,OlawJa00,rec_td,1,,,,,
player,201611210rai,rai,OlawJa00,rec_long,75,,,,,
player,201611210rai,rai,OlawJa00,fumbles,0,,,,,
player,201611210rai,rai,OlawJa00,fumbles_lost,0,,,,,
player,201611210rai,htx,BouyA.00,def_int,1,,,,,
player,201611210rai,htx,BouyA.00,def_int_yds,0,,,,,
player,201611210rai,htx,BouyA.00,def_int_td,0,,,,,
player,201611210rai,htx,BouyA.00,def_int_long,0,,,,,
player,201611210rai,htx,BouyA.00,pass_defended,1,,,,,
player,201611210rai,htx,BouyA.00,sacks,0.0,,,,,
player,201611210rai,htx,BouyA.00,tackles_combined,2,,,,,
player,201611210rai,htx,BouyA.00,tackles_solo,1,,,,,
player,201611210rai,htx,BouyA.00,tackles_assists,1,,,,,
player,201611210rai,htx,BouyA.00,tackles_loss,0,,,,,
player,201611210rai,htx,BouyA.00,qb_hits,0,,,,,
player,201611210rai,htx,BouyA.00,fumbles_rec,0,,,,,
player,201611210rai,htx,BouyA.00,fumbles_rec_yds,0,,,,,
player,201611210rai,htx,BouyA.00,fumbles_rec_td,0,,,,,
player,201611210rai,htx,BouyA.00,fumbles_forced,0,,,,,
player,201611210rai,htx,McKiBe00,def_int,0,,,,,
player,201611210rai,htx,McKiBe00,def_int_yds,0,,,,,
player,201611210rai,htx,McKiBe00,def_int_td,0,,,,,
player,201611210rai,htx,McKiBe00,def_int_long,0,,,,,
player,201611210rai,htx,McKiBe00,pass_defended,0,,,,,
player,201611210rai,htx,McKiBe00,sacks,0.0,,,,,
player,201611210rai,htx,McKiBe00,tackles_combined,8,,,,,
player,201611210rai,htx,McKiBe00,tackles_solo,8,,,,,
player,201611210rai,htx,McKiBe00,tackles_assists,0,,,,,
player,201611210rai,htx,McKiBe00,tackles_loss,1,,,,,
player,201611210rai,htx,McKiBe00,qb_hits,0,,,,,
player,201611210rai,htx,McKiBe00,fumbles_rec,0,,,,,
player,201611210rai,htx,McKiBe00,fumbles_rec_yds,0,,,,,
player,201611210rai,htx,McKiBe00,fumbles_rec_td,0,,,,,
player,201611210rai,htx,McKiBe00,fumbles_forced,0,,,,,
player,201611210rai,htx,ClowJa00,def_int,0,,,,,
player,201611210rai,htx,ClowJa00,def_int_yds,0,,,,,
player,201611210rai,htx,ClowJa00,def_int_td,0,,,,,
