game,2016,11,20161121,201611210rai,htx,"Houston Texans",20,rai,"Oakland Raiders",27
team,201611210rai,htx,First Downs,22,,,,,,
team,201611210rai,rai,First Downs,16,,,,,,
team,201611210rai,htx,Rush-Yds-TDs,33-124-1,,,,,,
team,201611210rai,rai,Rush-Yds-TDs,20-30-0,,,,,,
team,201611210rai,htx,Cmp-Att-Yd-TD-INT,26-39-243-1-1,,,,,,
team,201611210rai,rai,Cmp-Att-Yd-TD-INT,21-31-295-3-1,,,,,,
team,201611210rai,htx,Sacked-Yards,2-13,,,,,,
team,201611210rai,rai,Sacked-Yards,0-0,,,,,,
team,201611210rai,htx,Net Pass Yards,230,,,,,,
team,201611210rai,rai,Net Pass Yards,295,,,,,,
team,201611210rai,htx,Total Yards,354,,,,,,
team,201611210rai,rai,Total Yards,325,,,,,,
team,201611210rai,htx,Fumbles-Lost,1-1,,,,,,
team,201611210rai,rai,Fumbles-Lost,1-0,,,,,,
team,201611210rai,htx,Turnovers,2,,,,,,
team,201611210rai,rai,Turnovers,1,,,,,,
team,201611210rai,htx,Penalties-Yards,7-101,,,,,,
team,201611210rai,rai,Penalties-Yards,4-21,,,,,,
team,201611210rai,htx,Third Down Conv.,8-16,,,,,,
team,201611210rai,rai,Third Down Conv.,4-11,,,,,,
team,201611210rai,htx,Fourth Down Conv.,1-2,,,,,,
team,201611210rai,rai,Fourth Down Conv.,1-2,,,,,,
team,201611210rai,htx,Time of Possession,36:27,,,,,,
team,201611210rai,rai,Time of Possession,23:33,,,,,,
player,201611210rai,htx,OsweBr00,pass_cmp,26,,,,,
player,201611210rai,htx,OsweBr00,pass_att,39,,,,,
player,201611210rai,htx,OsweBr00,pass_yds,243,,,,,
player,201611210rai,htx,OsweBr00,pass_td,1,,,,,
player,201611210rai,htx,OsweBr00,pass_int,1,,,,,
player,201611210rai,htx,OsweBr00,pass_sacked,2,,,,,
player,201611210rai,htx,OsweBr00,pass_sacked_yds,13,,,,,
player,201611210rai,htx,OsweBr00,pass_long,24,,,,,
player,201611210rai,htx,OsweBr00,pass_rating,81.5,,,,,
player,201611210rai,htx,OsweBr00,rush_att,2,,,,,
player,201611210rai,htx,OsweBr00,rush_yds,19,,,,,
player,201611210rai,htx,OsweBr00,rush_td,0,,,,,
player,201611210rai,htx,OsweBr00,rush_long,10,,,,,
player,201611210rai,htx,OsweBr00,targets,1,,,,,
player,201611210rai,htx,OsweBr00,rec,1,,,,,
player,201611210rai,htx,OsweBr00,rec_yds,-6,,,,,
player,201611210rai,htx,OsweBr00,rec_td,0,,,,,
player,201611210rai,htx,OsweBr00,rec_long,-6,,,,,
player,201611210rai,htx,OsweBr00,fumbles,0,,,,,
player,201611210rai,htx,OsweBr00,fumbles_lost,0,,,,,
player,201611210rai,htx,MillLa01,pass_cmp,0,,,,,
player,201611210rai,htx,MillLa01,pass_att,0,,,,,
player,201611210rai,htx,MillLa01,pass_yds,0,,,,,
player,201611210rai,htx,MillLa01,pass_td,0,,,,,
player,201611210rai,htx,MillLa01,pass_int,0,,,,,
player,201611210rai,htx,MillLa01,pass_sacked,0,,,,,
player,201611210rai,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201611210rai,htx,MillLa01,pass_long,0,,,,,
player,201611210rai,htx,MillLa01,pass_rating,,,,,,
player,201611210rai,htx,MillLa01,rush_att,24,,,,,
player,201611210rai,htx,MillLa01,rush_yds,104,,,,,
player,201611210rai,htx,MillLa01,rush_td,1,,,,,
player,201611210rai,htx,MillLa01,rush_long,33,,,,,
player,201611210rai,htx,MillLa01,targets,3,,,,,
player,201611210rai,htx,MillLa01,rec,2,,,,,
player,201611210rai,htx,MillLa01,rec_yds,9,,,,,
player,201611210rai,htx,MillLa01,rec_td,0,,,,,
player,201611210rai,htx,MillLa01,rec_long,5,,,,,
player,201611210rai,htx,MillLa01,fumbles,0,,,,,
player,201611210rai,htx,MillLa01,fumbles_lost,0,,,,,
player,201611210rai,htx,ProsJa00,pass_cmp,0,,,,,
player,201611210rai,htx,ProsJa00,pass_att,0,,,,,
player,201611210rai,htx,ProsJa00,pass_yds,0,,,,,
player,201611210rai,htx,ProsJa00,pass_td,0,,,,,
player,201611210rai,htx,ProsJa00,pass_int,0,,,,,
player,201611210rai,htx,ProsJa00,pass_sacked,0,,,,,
player,201611210rai,htx,ProsJa00,pass_sacked_yds,0,,,,,
player,201611210rai,htx,ProsJa00,pass_long,0,,,,,
player,201611210rai,htx,ProsJa00,pass_rating,,,,,,
player,201611210rai,htx,ProsJa00,rush_att,1,,,,,
player,201611210rai,htx,ProsJa00,rush_yds,2,,,,,
player,201611210rai,htx,ProsJa00,rush_td,0,,,,,
player,201611210rai,htx,ProsJa00,rush_long,2,,,,,
player,201611210rai,htx,ProsJa00,targets,0,,,,,
player,201611210rai,htx,ProsJa00,rec,0,,,,,
player,201611210rai,htx,ProsJa00,rec_yds,0,,,,,
player,201611210rai,htx,ProsJa00,rec_td,0,,,,,
player,201611210rai,htx,ProsJa00,rec_long,0,,,,,
player,201611210rai,htx,ProsJa00,fumbles,0,,,,,
player,201611210rai,htx,ProsJa00,fumbles_lost,0,,,,,
player,201611210rai,htx,MillBr03,pass_cmp,0,,,,,
player,201611210rai,htx,MillBr03,pass_att,0,,,,,
player,201611210rai,htx,MillBr03,pass_yds,0,,,,,
player,201611210rai,htx,MillBr03,pass_td,0,,,,,
player,201611210rai,htx,MillBr03,pass_int,0,,,,,
player,201611210rai,htx,MillBr03,pass_sacked,0,,,,,
player,201611210rai,htx,MillBr03,pass_sacked_yds,0,,,,,
player,201611210rai,htx,MillBr03,pass_long,0,,,,,
player,201611210rai,htx,MillBr03,pass_rating,,,,,,
player,201611210rai,htx,MillBr03,rush_att,1,,,,,
player,201611210rai,htx,MillBr03,rush_yds,1,,,,,
player,201611210rai,htx,MillBr03,rush_td,0,,,,,
player,201611210rai,htx,MillBr03,rush_long,1,,,,,
player,201611210rai,htx,MillBr03,targets,7,,,,,
player,201611210rai,htx,MillBr03,rec,5,,,,,
player,201611210rai,htx,MillBr03,rec_yds,25,,,,,
player,201611210rai,htx,MillBr03,rec_td,1,,,,,
player,201611210rai,htx,MillBr03,rec_long,12,,,,,
player,201611210rai,htx,MillBr03,fumbles,0,,,,,
player,201611210rai,htx,MillBr03,fumbles_lost,0,,,,,
player,201611210rai,htx,FiedC.00,pass_cmp,0,,,,,
player,201611210rai,htx,FiedC.00,pass_att,0,,,,,
player,201611210rai,htx,FiedC.00,pass_yds,0,,,,,
player,201611210rai,htx,FiedC.00,pass_td,0,,,,,
player,201611210rai,htx,FiedC.00,pass_int,0,,,,,
player,201611210rai,htx,FiedC.00,pass_sacked,0,,,,,
player,201611210rai,htx,FiedC.00,pass_sacked_yds,0,,,,,
player,201611210rai,htx,FiedC.00,pass_long,0,,,,,
player,201611210rai,htx,FiedC.00,pass_rating,,,,,,
player,201611210rai,htx,FiedC.00,rush_att,0,,,,,
player,201611210rai,htx,FiedC.00,rush_yds,0,,,,,
player,201611210rai,htx,FiedC.00,rush_td,0,,,,,
player,201611210rai,htx,FiedC.00,rush_long,0,,,,,
player,201611210rai,htx,FiedC.00,targets,10,,,,,
player,201611210rai,htx,FiedC.00,rec,6,,,,,
player,201611210rai,htx,FiedC.00,rec_yds,82,,,,,
player,201611210rai,htx,FiedC.00,rec_td,0,,,,,
player,201611210rai,htx,FiedC.00,rec_long,20,,,,,
player,201611210rai,htx,FiedC.00,fumbles,0,,,,,
player,201611210rai,htx,FiedC.00,fumbles_lost,0,,,,,
player,201611210rai,htx,HopkDe00,pass_cmp,0,,,,,
player,201611210rai,htx,HopkDe00,pass_att,0,,,,,
player,201611210rai,htx,HopkDe00,pass_yds,0,,,,,
player,201611210rai,htx,HopkDe00,pass_td,0,,,,,
player,201611210rai,htx,HopkDe00,pass_int,0,,,,,
