game,2016,9,20161106,201611060nyg,phi,"Philadelphia Eagles",23,nyg,"New York Giants",28
team,201611060nyg,phi,First Downs,21,,,,,,
team,201611060nyg,nyg,First Downs,16,,,,,,
team,201611060nyg,phi,Rush-Yds-TDs,25-96-2,,,,,,
team,201611060nyg,nyg,Rush-Yds-TDs,24-54-0,,,,,,
team,201611060nyg,phi,Cmp-Att-Yd-TD-INT,27-47-364-0-2,,,,,,
team,201611060nyg,nyg,Cmp-Att-Yd-TD-INT,22-36-257-4-2,,,,,,
team,201611060nyg,phi,Sacked-Yards,2-17,,,,,,
team,201611060nyg,nyg,Sacked-Yards,1-9,,,,,,
team,201611060nyg,phi,Net Pass Yards,347,,,,,,
team,201611060nyg,nyg,Net Pass Yards,248,,,,,,
team,201611060nyg,phi,Total Yards,443,,,,,,
team,201611060nyg,nyg,Total Yards,302,,,,,,
team,201611060nyg,phi,Fumbles-Lost,1-0,,,,,,
team,201611060nyg,nyg,Fumbles-Lost,1-0,,,,,,
team,201611060nyg,phi,Turnovers,2,,,,,,
team,201611060nyg,nyg,Turnovers,2,,,,,,
team,201611060nyg,phi,Penalties-Yards,4-43,,,,,,
team,201611060nyg,nyg,Penalties-Yards,5-30,,,,,,
team,201611060nyg,phi,Third Down Conv.,3-15,,,,,,
team,201611060nyg,nyg,Third Down Conv.,4-13,,,,,,
team,201611060nyg,phi,Fourth Down Conv.,1-4,,,,,,
team,201611060nyg,nyg,Fourth Down Conv.,0-1,,,,,,
team,201611060nyg,phi,Time of Possession,32:40,,,,,,
team,201611060nyg,nyg,Time of Possession,27:20,,,,,,
player,201611060nyg,phi,WentCa00,pass_cmp,27,,,,,
player,201611060nyg,phi,WentCa00,pass_att,47,,,,,
player,201611060nyg,phi,WentCa00,pass_yds,364,,,,,
player,201611060nyg,phi,WentCa00,pass_td,0,,,,,
player,201611060nyg,phi,WentCa00,pass_int,2,,,,,
player,201611060nyg,phi,WentCa00,pass_sacked,2,,,,,
player,201611060nyg,phi,WentCa00,pass_sacked_yds,17,,,,,
player,201611060nyg,phi,WentCa00,pass_long,58,,,,,
player,201611060nyg,phi,WentCa00,pass_rating,64.5,,,,,
player,201611060nyg,phi,WentCa00,rush_att,4,,,,,
player,201611060nyg,phi,WentCa00,rush_yds,-4,,,,,
player,201611060nyg,phi,WentCa00,rush_td,0,,,,,
player,201611060nyg,phi,WentCa00,rush_long,3,,,,,
player,201611060nyg,phi,WentCa00,targets,0,,,,,
player,201611060nyg,phi,WentCa00,rec,0,,,,,
player,201611060nyg,phi,WentCa00,rec_yds,0,,,,,
player,201611060nyg,phi,WentCa00,rec_td,0,,,,,
player,201611060nyg,phi,WentCa00,rec_long,0,,,,,
player,201611060nyg,phi,WentCa00,fumbles,0,,,,,
player,201611060nyg,phi,WentCa00,fumbles_lost,0,,,,,
player,201611060nyg,phi,SproDa00,pass_cmp,0,,,,,
player,201611060nyg,phi,SproDa00,pass_att,0,,,,,
player,201611060nyg,phi,SproDa00,pass_yds,0,,,,,
player,201611060nyg,phi,SproDa00,pass_td,0,,,,,
player,201611060nyg,phi,SproDa00,pass_int,0,,,,,
