game,2016,10,20161113,201611130nwe,sea,"Seattle Seahawks",31,nwe,"New England Patriots",24
player,201611130nwe,sea,MoorDa01,pos,DE,,,,,
player,201611130nwe,sea,MoorDa01,offense,0,,,,,
player,201611130nwe,sea,MoorDa01,off_pct,0%,,,,,
player,201611130nwe,sea,MoorDa01,defense,13,,,,,
player,201611130nwe,sea,MoorDa01,def_pct,20%,,,,,
player,201611130nwe,sea,MoorDa01,special_teams,0,,,,,
player,201611130nwe,sea,MoorDa01,st_pct,0%,,,,,
player,201611130nwe,sea,TerrSt00,pos,FS,,,,,
player,201611130nwe,sea,TerrSt00,offense,0,,,,,
player,201611130nwe,sea,TerrSt00,off_pct,0%,,,,,
player,201611130nwe,sea,TerrSt00,defense,2,,,,,
player,201611130nwe,sea,TerrSt00,def_pct,3%,,,,,
player,201611130nwe,sea,TerrSt00,special_teams,20,,,,,
player,201611130nwe,sea,TerrSt00,st_pct,74%,,,,,
player,201611130nwe,sea,McCrKe00,pos,SS,,,,,
player,201611130nwe,sea,McCrKe00,offense,0,,,,,
player,201611130nwe,sea,McCrKe00,off_pct,0%,,,,,
player,201611130nwe,sea,McCrKe00,defense,0,,,,,
player,201611130nwe,sea,McCrKe00,def_pct,0%,,,,,
player,201611130nwe,sea,McCrKe00,special_teams,21,,,,,
player,201611130nwe,sea,McCrKe00,st_pct,78%,,,,,
player,201611130nwe,sea,ThorNe00,pos,CB,,,,,
player,201611130nwe,sea,ThorNe00,offense,0,,,,,
player,201611130nwe,sea,ThorNe00,off_pct,0%,,,,,
player,201611130nwe,sea,ThorNe00,defense,0,,,,,
player,201611130nwe,sea,ThorNe00,def_pct,0%,,,,,
player,201611130nwe,sea,ThorNe00,special_teams,17,,,,,
player,201611130nwe,sea,ThorNe00,st_pct,63%,,,,,
player,201611130nwe,sea,McDoDe01,pos,LB,,,,,
player,201611130nwe,sea,McDoDe01,offense,0,,,,,
player,201611130nwe,sea,McDoDe01,off_pct,0%,,,,,
player,201611130nwe,sea,McDoDe01,defense,0,,,,,
player,201611130nwe,sea,McDoDe01,def_pct,0%,,,,,
player,201611130nwe,sea,McDoDe01,special_teams,17,,,,,
player,201611130nwe,sea,McDoDe01,st_pct,63%,,,,,
player,201611130nwe,sea,HausSt00,pos,K,,,,,
player,201611130nwe,sea,HausSt00,offense,0,,,,,
player,201611130nwe,sea,HausSt00,off_pct,0%,,,,,
player,201611130nwe,sea,HausSt00,defense,0,,,,,
player,201611130nwe,sea,HausSt00,def_pct,0%,,,,,
player,201611130nwe,sea,HausSt00,special_teams,14,,,,,
player,201611130nwe,sea,HausSt00,st_pct,52%,,,,,
player,201611130nwe,sea,TripJo00,pos,LB,,,,,
player,201611130nwe,sea,TripJo00,offense,0,,,,,
player,201611130nwe,sea,TripJo00,off_pct,0%,,,,,
player,201611130nwe,sea,TripJo00,defense,0,,,,,
player,201611130nwe,sea,TripJo00,def_pct,0%,,,,,
player,201611130nwe,sea,TripJo00,special_teams,12,,,,,
player,201611130nwe,sea,TripJo00,st_pct,44%,,,,,
player,201611130nwe,sea,ElliDe01,pos,CB,,,,,
player,201611130nwe,sea,ElliDe01,offense,0,,,,,
player,201611130nwe,sea,ElliDe01,off_pct,0%,,,,,
player,201611130nwe,sea,ElliDe01,defense,0,,,,,
player,201611130nwe,sea,ElliDe01,def_pct,0%,,,,,
player,201611130nwe,sea,ElliDe01,special_teams,11,,,,,
player,201611130nwe,sea,ElliDe01,st_pct,41%,,,,,
player,201611130nwe,sea,PierKe00,pos,LB,,,,,
player,201611130nwe,sea,PierKe00,offense,0,,,,,
player,201611130nwe,sea,PierKe00,off_pct,0%,,,,,
player,201611130nwe,sea,PierKe00,defense,0,,,,,
player,201611130nwe,sea,PierKe00,def_pct,0%,,,,,
player,201611130nwe,sea,PierKe00,special_teams,8,,,,,
player,201611130nwe,sea,PierKe00,st_pct,30%,,,,,
player,201611130nwe,sea,FresNo00,pos,LS,,,,,
player,201611130nwe,sea,FresNo00,offense,0,,,,,
player,201611130nwe,sea,FresNo00,off_pct,0%,,,,,
player,201611130nwe,sea,FresNo00,defense,0,,,,,
player,201611130nwe,sea,FresNo00,def_pct,0%,,,,,
player,201611130nwe,sea,FresNo00,special_teams,8,,,,,
player,201611130nwe,sea,FresNo00,st_pct,30%,,,,,
player,201611130nwe,sea,RyanJo21,pos,P,,,,,
player,201611130nwe,sea,RyanJo21,offense,0,,,,,
player,201611130nwe,sea,RyanJo21,off_pct,0%,,,,,
player,201611130nwe,sea,RyanJo21,defense,0,,,,,
player,201611130nwe,sea,RyanJo21,def_pct,0%,,,,,
player,201611130nwe,sea,RyanJo21,special_teams,8,,,,,
player,201611130nwe,sea,RyanJo21,st_pct,30%,,,,,
