game,2016,10,20161113,201611130nwe,sea,"Seattle Seahawks",31,nwe,"New England Patriots",24
player,201611130nwe,nwe,DeveJa00,def_pct,0%,,,,,
player,201611130nwe,nwe,DeveJa00,special_teams,14,,,,,
player,201611130nwe,nwe,DeveJa00,st_pct,52%,,,,,
player,201611130nwe,nwe,MitcMa01,pos,WR,,,,,
player,201611130nwe,nwe,MitcMa01,offense,20,,,,,
player,201611130nwe,nwe,MitcMa01,off_pct,30%,,,,,
player,201611130nwe,nwe,MitcMa01,defense,0,,,,,
player,201611130nwe,nwe,MitcMa01,def_pct,0%,,,,,
player,201611130nwe,nwe,MitcMa01,special_teams,0,,,,,
player,201611130nwe,nwe,MitcMa01,st_pct,0%,,,,,
player,201611130nwe,nwe,SlatMa00,pos,WR,,,,,
player,201611130nwe,nwe,SlatMa00,offense,7,,,,,
player,201611130nwe,nwe,SlatMa00,off_pct,11%,,,,,
player,201611130nwe,nwe,SlatMa00,defense,0,,,,,
player,201611130nwe,nwe,SlatMa00,def_pct,0%,,,,,
player,201611130nwe,nwe,SlatMa00,special_teams,17,,,,,
player,201611130nwe,nwe,SlatMa00,st_pct,63%,,,,,
player,201611130nwe,nwe,FlemCa00,pos,T,,,,,
player,201611130nwe,nwe,FlemCa00,offense,7,,,,,
player,201611130nwe,nwe,FlemCa00,off_pct,11%,,,,,
player,201611130nwe,nwe,FlemCa00,defense,0,,,,,
player,201611130nwe,nwe,FlemCa00,def_pct,0%,,,,,
player,201611130nwe,nwe,FlemCa00,special_teams,4,,,,,
player,201611130nwe,nwe,FlemCa00,st_pct,15%,,,,,
player,201611130nwe,nwe,ChunPa99,pos,SS,,,,,
player,201611130nwe,nwe,ChunPa99,offense,0,,,,,
player,201611130nwe,nwe,ChunPa99,off_pct,0%,,,,,
player,201611130nwe,nwe,ChunPa99,defense,70,,,,,
player,201611130nwe,nwe,ChunPa99,def_pct,100%,,,,,
player,201611130nwe,nwe,ChunPa99,special_teams,20,,,,,
player,201611130nwe,nwe,ChunPa99,st_pct,74%,,,,,
player,201611130nwe,nwe,McCoDe99,pos,FS,,,,,
player,201611130nwe,nwe,McCoDe99,offense,0,,,,,
player,201611130nwe,nwe,McCoDe99,off_pct,0%,,,,,
player,201611130nwe,nwe,McCoDe99,defense,70,,,,,
player,201611130nwe,nwe,McCoDe99,def_pct,100%,,,,,
player,201611130nwe,nwe,McCoDe99,special_teams,11,,,,,
player,201611130nwe,nwe,McCoDe99,st_pct,41%,,,,,
player,201611130nwe,nwe,HighDo01,pos,LB,,,,,
player,201611130nwe,nwe,HighDo01,offense,0,,,,,
player,201611130nwe,nwe,HighDo01,off_pct,0%,,,,,
player,201611130nwe,nwe,HighDo01,defense,70,,,,,
player,201611130nwe,nwe,HighDo01,def_pct,100%,,,,,
player,201611130nwe,nwe,HighDo01,special_teams,6,,,,,
player,201611130nwe,nwe,HighDo01,st_pct,22%,,,,,
player,201611130nwe,nwe,ButlMa01,pos,CB,,,,,
player,201611130nwe,nwe,ButlMa01,offense,0,,,,,
player,201611130nwe,nwe,ButlMa01,off_pct,0%,,,,,
player,201611130nwe,nwe,ButlMa01,defense,68,,,,,
player,201611130nwe,nwe,ButlMa01,def_pct,97%,,,,,
player,201611130nwe,nwe,ButlMa01,special_teams,0,,,,,
player,201611130nwe,nwe,ButlMa01,st_pct,0%,,,,,
player,201611130nwe,nwe,RyanLo00,pos,CB,,,,,
player,201611130nwe,nwe,RyanLo00,offense,0,,,,,
player,201611130nwe,nwe,RyanLo00,off_pct,0%,,,,,
player,201611130nwe,nwe,RyanLo00,defense,68,,,,,
player,201611130nwe,nwe,RyanLo00,def_pct,97%,,,,,
player,201611130nwe,nwe,RyanLo00,special_teams,0,,,,,
player,201611130nwe,nwe,RyanLo00,st_pct,0%,,,,,
player,201611130nwe,nwe,FlowTr00,pos,DE,,,,,
player,201611130nwe,nwe,FlowTr00,offense,0,,,,,
player,201611130nwe,nwe,FlowTr00,off_pct,0%,,,,,
player,201611130nwe,nwe,FlowTr00,defense,61,,,,,
player,201611130nwe,nwe,FlowTr00,def_pct,87%,,,,,
player,201611130nwe,nwe,FlowTr00,special_teams,0,,,,,
player,201611130nwe,nwe,FlowTr00,st_pct,0%,,,,,
player,201611130nwe,nwe,RobeEl00,pos,LB,,,,,
player,201611130nwe,nwe,RobeEl00,offense,0,,,,,
player,201611130nwe,nwe,RobeEl00,off_pct,0%,,,,,
player,201611130nwe,nwe,RobeEl00,defense,58,,,,,
player,201611130nwe,nwe,RobeEl00,def_pct,83%,,,,,
player,201611130nwe,nwe,RobeEl00,special_teams,0,,,,,
player,201611130nwe,nwe,RobeEl00,st_pct,0%,,,,,
player,201611130nwe,nwe,BrowMa01,pos,DT,,,,,
player,201611130nwe,nwe,BrowMa01,offense,0,,,,,
player,201611130nwe,nwe,BrowMa01,off_pct,0%,,,,,
player,201611130nwe,nwe,BrowMa01,defense,49,,,,,
player,201611130nwe,nwe,BrowMa01,def_pct,70%,,,,,
player,201611130nwe,nwe,BrowMa01,special_teams,6,,,,,
player,201611130nwe,nwe,BrowMa01,st_pct,22%,,,,,
player,201611130nwe,nwe,BranAl99,pos,DT,,,,,
player,201611130nwe,nwe,BranAl99,offense,0,,,,,
player,201611130nwe,nwe,BranAl99,off_pct,0%,,,,,
player,201611130nwe,nwe,BranAl99,defense,48,,,,,
player,201611130nwe,nwe,BranAl99,def_pct,69%,,,,,
player,201611130nwe,nwe,BranAl99,special_teams,10,,,,,
player,201611130nwe,nwe,BranAl99,st_pct,37%,,,,,
player,201611130nwe,nwe,NinkRo20,pos,DE,,,,,
player,201611130nwe,nwe,NinkRo20,offense,0,,,,,
player,201611130nwe,nwe,NinkRo20,off_pct,0%,,,,,
player,201611130nwe,nwe,NinkRo20,defense,46,,,,,
player,201611130nwe,nwe,NinkRo20,def_pct,66%,,,,,
player,201611130nwe,nwe,NinkRo20,special_teams,6,,,,,
player,201611130nwe,nwe,NinkRo20,st_pct,22%,,,,,
player,201611130nwe,nwe,ColeJu01,pos,CB,,,,,
player,201611130nwe,nwe,ColeJu01,offense,0,,,,,
player,201611130nwe,nwe,ColeJu01,off_pct,0%,,,,,
player,201611130nwe,nwe,ColeJu01,defense,44,,,,,
player,201611130nwe,nwe,ColeJu01,def_pct,63%,,,,,
player,201611130nwe,nwe,ColeJu01,special_teams,2,,,,,
player,201611130nwe,nwe,ColeJu01,st_pct,7%,,,,,
player,201611130nwe,nwe,LongCh99,pos,DE,,,,,
player,201611130nwe,nwe,LongCh99,offense,0,,,,,
player,201611130nwe,nwe,LongCh99,off_pct,0%,,,,,
player,201611130nwe,nwe,LongCh99,defense,37,,,,,
player,201611130nwe,nwe,LongCh99,def_pct,53%,,,,,
player,201611130nwe,nwe,LongCh99,special_teams,0,,,,,
player,201611130nwe,nwe,LongCh99,st_pct,0%,,,,,
player,201611130nwe,nwe,HarmDu00,pos,SS,,,,,
player,201611130nwe,nwe,HarmDu00,offense,0,,,,,
player,201611130nwe,nwe,HarmDu00,off_pct,0%,,,,,
player,201611130nwe,nwe,HarmDu00,defense,29,,,,,
player,201611130nwe,nwe,HarmDu00,def_pct,41%,,,,,
player,201611130nwe,nwe,HarmDu00,special_teams,1,,,,,
player,201611130nwe,nwe,HarmDu00,st_pct,4%,,,,,
player,201611130nwe,nwe,ValeVi00,pos,DT,,,,,
player,201611130nwe,nwe,ValeVi00,offense,0,,,,,
player,201611130nwe,nwe,ValeVi00,off_pct,0%,,,,,
player,201611130nwe,nwe,ValeVi00,defense,18,,,,,
player,201611130nwe,nwe,ValeVi00,def_pct,26%,,,,,
player,201611130nwe,nwe,ValeVi00,special_teams,6,,,,,
player,201611130nwe,nwe,ValeVi00,st_pct,22%,,,,,
player,201611130nwe,nwe,McClSh00,pos,LB,,,,,
player,201611130nwe,nwe,McClSh00,offense,0,,,,,
player,201611130nwe,nwe,McClSh00,off_pct,0%,,,,,
player,201611130nwe,nwe,McClSh00,defense,16,,,,,
player,201611130nwe,nwe,McClSh00,def_pct,23%,,,,,
player,201611130nwe,nwe,McClSh00,special_teams,18,,,,,
player,201611130nwe,nwe,McClSh00,st_pct,67%,,,,,
player,201611130nwe,nwe,SheaJa00,pos,DE,,,,,
player,201611130nwe,nwe,SheaJa00,offense,0,,,,,
player,201611130nwe,nwe,SheaJa00,off_pct,0%,,,,,
player,201611130nwe,nwe,SheaJa00,defense,16,,,,,
player,201611130nwe,nwe,SheaJa00,def_pct,23%,,,,,
player,201611130nwe,nwe,SheaJa00,special_teams,0,,,,,
player,201611130nwe,nwe,SheaJa00,st_pct,0%,,,,,
player,201611130nwe,nwe,EbneNa00,pos,FS,,,,,
player,201611130nwe,nwe,EbneNa00,offense,0,,,,,
player,201611130nwe,nwe,EbneNa00,off_pct,0%,,,,,
player,201611130nwe,nwe,EbneNa00,defense,2,,,,,
player,201611130nwe,nwe,EbneNa00,def_pct,3%,,,,,
player,201611130nwe,nwe,EbneNa00,special_teams,23,,,,,
player,201611130nwe,nwe,EbneNa00,st_pct,85%,,,,,
player,201611130nwe,nwe,GrisGe00,pos,DE,,,,,
player,201611130nwe,nwe,GrisGe00,offense,0,,,,,
player,201611130nwe,nwe,GrisGe00,off_pct,0%,,,,,
player,201611130nwe,nwe,GrisGe00,defense,0,,,,,
player,201611130nwe,nwe,GrisGe00,def_pct,0%,,,,,
player,201611130nwe,nwe,GrisGe00,special_teams,23,,,,,
player,201611130nwe,nwe,GrisGe00,st_pct,85%,,,,,
player,201611130nwe,nwe,KingBr02,pos,FS,,,,,
player,201611130nwe,nwe,KingBr02,offense,0,,,,,
player,201611130nwe,nwe,KingBr02,off_pct,0%,,,,,
player,201611130nwe,nwe,KingBr02,defense,0,,,,,
player,201611130nwe,nwe,KingBr02,def_pct,0%,,,,,
player,201611130nwe,nwe,KingBr02,special_teams,17,,,,,
player,201611130nwe,nwe,KingBr02,st_pct,63%,,,,,
player,201611130nwe,nwe,BoldBr00,pos,RB,,,,,
player,201611130nwe,nwe,BoldBr00,offense,0,,,,,
player,201611130nwe,nwe,BoldBr00,off_pct,0%,,,,,
player,201611130nwe,nwe,BoldBr00,defense,0,,,,,
player,201611130nwe,nwe,BoldBr00,def_pct,0%,,,,,
player,201611130nwe,nwe,BoldBr00,special_teams,17,,,,,
player,201611130nwe,nwe,BoldBr00,st_pct,63%,,,,,
player,201611130nwe,nwe,JoneJo03,pos,CB,,,,,
player,201611130nwe,nwe,JoneJo03,offense,0,,,,,
player,201611130nwe,nwe,JoneJo03,off_pct,0%,,,,,
player,201611130nwe,nwe,JoneJo03,defense,0,,,,,
player,201611130nwe,nwe,JoneJo03,def_pct,0%,,,,,
player,201611130nwe,nwe,JoneJo03,special_teams,15,,,,,
player,201611130nwe,nwe,JoneJo03,st_pct,56%,,,,,
player,201611130nwe,nwe,MingBa00,pos,LB,,,,,
player,201611130nwe,nwe,MingBa00,offense,0,,,,,
player,201611130nwe,nwe,MingBa00,off_pct,0%,,,,,
player,201611130nwe,nwe,MingBa00,defense,0,,,,,
player,201611130nwe,nwe,MingBa00,def_pct,0%,,,,,
player,201611130nwe,nwe,MingBa00,special_teams,15,,,,,
player,201611130nwe,nwe,MingBa00,st_pct,56%,,,,,
player,201611130nwe,nwe,RichJo00,pos,SS,,,,,
player,201611130nwe,nwe,RichJo00,offense,0,,,,,
player,201611130nwe,nwe,RichJo00,off_pct,0%,,,,,
player,201611130nwe,nwe,RichJo00,defense,0,,,,,
player,201611130nwe,nwe,RichJo00,def_pct,0%,,,,,
player,201611130nwe,nwe,RichJo00,special_teams,15,,,,,
player,201611130nwe,nwe,RichJo00,st_pct,56%,,,,,
player,201611130nwe,nwe,JoneCy00,pos,CB,,,,,
player,201611130nwe,nwe,JoneCy00,offense,0,,,,,
player,201611130nwe,nwe,JoneCy00,off_pct,0%,,,,,
player,201611130nwe,nwe,JoneCy00,defense,0,,,,,
player,201611130nwe,nwe,JoneCy00,def_pct,0%,,,,,
player,201611130nwe,nwe,JoneCy00,special_teams,10,,,,,
player,201611130nwe,nwe,JoneCy00,st_pct,37%,,,,,
player,201611130nwe,nwe,GostSt20,pos,K,,,,,
player,201611130nwe,nwe,GostSt20,offense,0,,,,,
player,201611130nwe,nwe,GostSt20,off_pct,0%,,,,,
player,201611130nwe,nwe,GostSt20,defense,0,,,,,
player,201611130nwe,nwe,GostSt20,def_pct,0%,,,,,
player,201611130nwe,nwe,GostSt20,special_teams,9,,,,,
player,201611130nwe,nwe,GostSt20,st_pct,33%,,,,,
player,201611130nwe,nwe,CardJo00,pos,LS,,,,,
player,201611130nwe,nwe,CardJo00,offense,0,,,,,
player,201611130nwe,nwe,CardJo00,off_pct,0%,,,,,
player,201611130nwe,nwe,CardJo00,defense,0,,,,,
player,201611130nwe,nwe,CardJo00,def_pct,0%,,,,,
player,201611130nwe,nwe,CardJo00,special_teams,6,,,,,
player,201611130nwe,nwe,CardJo00,st_pct,22%,,,,,
player,201611130nwe,nwe,AlleRy01,pos,P,,,,,
player,201611130nwe,nwe,AlleRy01,offense,0,,,,,
player,201611130nwe,nwe,AlleRy01,off_pct,0%,,,,,
player,201611130nwe,nwe,AlleRy01,defense,0,,,,,
player,201611130nwe,nwe,AlleRy01,def_pct,0%,,,,,
player,201611130nwe,nwe,AlleRy01,special_teams,6,,,,,
player,201611130nwe,nwe,AlleRy01,st_pct,22%,,,,,
player,201611130nwe,nwe,KarrTe00,pos,G,,,,,
player,201611130nwe,nwe,KarrTe00,offense,0,,,,,
player,201611130nwe,nwe,KarrTe00,off_pct,0%,,,,,
player,201611130nwe,nwe,KarrTe00,defense,0,,,,,
player,201611130nwe,nwe,KarrTe00,def_pct,0%,,,,,
player,201611130nwe,nwe,KarrTe00,special_teams,4,,,,,
player,201611130nwe,nwe,KarrTe00,st_pct,15%,,,,,
player,201611130nwe,sea,GlowMa00,pos,G,,,,,
player,201611130nwe,sea,GlowMa00,offense,70,,,,,
player,201611130nwe,sea,GlowMa00,off_pct,100%,,,,,
player,201611130nwe,sea,GlowMa00,defense,0,,,,,
player,201611130nwe,sea,GlowMa00,def_pct,0%,,,,,
player,201611130nwe,sea,GlowMa00,special_teams,11,,,,,
player,201611130nwe,sea,GlowMa00,st_pct,41%,,,,,
player,201611130nwe,sea,FantGe00,pos,T,,,,,
player,201611130nwe,sea,FantGe00,offense,70,,,,,
player,201611130nwe,sea,FantGe00,off_pct,100%,,,,,
player,201611130nwe,sea,FantGe00,defense,0,,,,,
player,201611130nwe,sea,FantGe00,def_pct,0%,,,,,
player,201611130nwe,sea,FantGe00,special_teams,6,,,,,
player,201611130nwe,sea,FantGe00,st_pct,22%,,,,,
player,201611130nwe,sea,IfedGe00,pos,G,,,,,
player,201611130nwe,sea,IfedGe00,offense,70,,,,,
player,201611130nwe,sea,IfedGe00,off_pct,100%,,,,,
player,201611130nwe,sea,IfedGe00,defense,0,,,,,
player,201611130nwe,sea,IfedGe00,def_pct,0%,,,,,
player,201611130nwe,sea,IfedGe00,special_teams,6,,,,,
player,201611130nwe,sea,IfedGe00,st_pct,22%,,,,,
player,201611130nwe,sea,BritJu00,pos,C,,,,,
player,201611130nwe,sea,BritJu00,offense,70,,,,,
player,201611130nwe,sea,BritJu00,off_pct,100%,,,,,
player,201611130nwe,sea,BritJu00,defense,0,,,,,
player,201611130nwe,sea,BritJu00,def_pct,0%,,,,,
player,201611130nwe,sea,BritJu00,special_teams,6,,,,,
player,201611130nwe,sea,BritJu00,st_pct,22%,,,,,
player,201611130nwe,sea,GillGa01,pos,T,,,,,
player,201611130nwe,sea,GillGa01,offense,70,,,,,
player,201611130nwe,sea,GillGa01,off_pct,100%,,,,,
player,201611130nwe,sea,GillGa01,defense,0,,,,,
player,201611130nwe,sea,GillGa01,def_pct,0%,,,,,
player,201611130nwe,sea,GillGa01,special_teams,6,,,,,
player,201611130nwe,sea,GillGa01,st_pct,22%,,,,,
player,201611130nwe,sea,WilsRu00,pos,QB,,,,,
player,201611130nwe,sea,WilsRu00,offense,70,,,,,
player,201611130nwe,sea,WilsRu00,off_pct,100%,,,,,
player,201611130nwe,sea,WilsRu00,defense,0,,,,,
player,201611130nwe,sea,WilsRu00,def_pct,0%,,,,,
player,201611130nwe,sea,WilsRu00,special_teams,0,,,,,
player,201611130nwe,sea,WilsRu00,st_pct,0%,,,,,
player,201611130nwe,sea,GrahJi00,pos,TE,,,,,
player,201611130nwe,sea,GrahJi00,offense,67,,,,,
player,201611130nwe,sea,GrahJi00,off_pct,96%,,,,,
player,201611130nwe,sea,GrahJi00,defense,0,,,,,
player,201611130nwe,sea,GrahJi00,def_pct,0%,,,,,
player,201611130nwe,sea,GrahJi00,special_teams,0,,,,,
player,201611130nwe,sea,GrahJi00,st_pct,0%,,,,,
player,201611130nwe,sea,BaldDo00,pos,WR,,,,,
player,201611130nwe,sea,BaldDo00,offense,63,,,,,
player,201611130nwe,sea,BaldDo00,off_pct,90%,,,,,
player,201611130nwe,sea,BaldDo00,defense,0,,,,,
player,201611130nwe,sea,BaldDo00,def_pct,0%,,,,,
player,201611130nwe,sea,BaldDo00,special_teams,2,,,,,
player,201611130nwe,sea,BaldDo00,st_pct,7%,,,,,
player,201611130nwe,sea,KearJe01,pos,WR,,,,,
player,201611130nwe,sea,KearJe01,offense,56,,,,,
player,201611130nwe,sea,KearJe01,off_pct,80%,,,,,
player,201611130nwe,sea,KearJe01,defense,0,,,,,
player,201611130nwe,sea,KearJe01,def_pct,0%,,,,,
player,201611130nwe,sea,KearJe01,special_teams,0,,,,,
player,201611130nwe,sea,KearJe01,st_pct,0%,,,,,
player,201611130nwe,sea,ProsC.00,pos,RB,,,,,
player,201611130nwe,sea,ProsC.00,offense,54,,,,,
player,201611130nwe,sea,ProsC.00,off_pct,77%,,,,,
player,201611130nwe,sea,ProsC.00,defense,0,,,,,
player,201611130nwe,sea,ProsC.00,def_pct,0%,,,,,
player,201611130nwe,sea,ProsC.00,special_teams,0,,,,,
player,201611130nwe,sea,ProsC.00,st_pct,0%,,,,,
player,201611130nwe,sea,LockTy00,pos,WR,,,,,
player,201611130nwe,sea,LockTy00,offense,42,,,,,
player,201611130nwe,sea,LockTy00,off_pct,60%,,,,,
player,201611130nwe,sea,LockTy00,defense,0,,,,,
player,201611130nwe,sea,LockTy00,def_pct,0%,,,,,
player,201611130nwe,sea,LockTy00,special_teams,7,,,,,
player,201611130nwe,sea,LockTy00,st_pct,26%,,,,,
player,201611130nwe,sea,RichPa01,pos,WR,,,,,
player,201611130nwe,sea,RichPa01,offense,18,,,,,
player,201611130nwe,sea,RichPa01,off_pct,26%,,,,,
player,201611130nwe,sea,RichPa01,defense,0,,,,,
player,201611130nwe,sea,RichPa01,def_pct,0%,,,,,
player,201611130nwe,sea,RichPa01,special_teams,0,,,,,
player,201611130nwe,sea,RichPa01,st_pct,0%,,,,,
player,201611130nwe,sea,WillBr04,pos,TE,,,,,
player,201611130nwe,sea,WillBr04,offense,12,,,,,
player,201611130nwe,sea,WillBr04,off_pct,17%,,,,,
player,201611130nwe,sea,WillBr04,defense,0,,,,,
player,201611130nwe,sea,WillBr04,def_pct,0%,,,,,
player,201611130nwe,sea,WillBr04,special_teams,23,,,,,
player,201611130nwe,sea,WillBr04,st_pct,85%,,,,,
player,201611130nwe,sea,VannNi00,pos,TE,,,,,
player,201611130nwe,sea,VannNi00,offense,12,,,,,
player,201611130nwe,sea,VannNi00,off_pct,17%,,,,,
player,201611130nwe,sea,VannNi00,defense,0,,,,,
player,201611130nwe,sea,VannNi00,def_pct,0%,,,,,
player,201611130nwe,sea,VannNi00,special_teams,6,,,,,
player,201611130nwe,sea,VannNi00,st_pct,22%,,,,,
player,201611130nwe,sea,MichCh00,pos,RB,,,,,
player,201611130nwe,sea,MichCh00,offense,11,,,,,
player,201611130nwe,sea,MichCh00,off_pct,16%,,,,,
player,201611130nwe,sea,MichCh00,defense,0,,,,,
player,201611130nwe,sea,MichCh00,def_pct,0%,,,,,
player,201611130nwe,sea,MichCh00,special_teams,0,,,,,
player,201611130nwe,sea,MichCh00,st_pct,0%,,,,,
player,201611130nwe,sea,TukuWi00,pos,FB,,,,,
player,201611130nwe,sea,TukuWi00,offense,10,,,,,
player,201611130nwe,sea,TukuWi00,off_pct,14%,,,,,
player,201611130nwe,sea,TukuWi00,defense,0,,,,,
player,201611130nwe,sea,TukuWi00,def_pct,0%,,,,,
player,201611130nwe,sea,TukuWi00,special_teams,7,,,,,
player,201611130nwe,sea,TukuWi00,st_pct,26%,,,,,
player,201611130nwe,sea,WebbJM20,pos,T,,,,,
player,201611130nwe,sea,WebbJM20,offense,3,,,,,
player,201611130nwe,sea,WebbJM20,off_pct,4%,,,,,
player,201611130nwe,sea,WebbJM20,defense,0,,,,,
player,201611130nwe,sea,WebbJM20,def_pct,0%,,,,,
player,201611130nwe,sea,WebbJM20,special_teams,6,,,,,
player,201611130nwe,sea,WebbJM20,st_pct,22%,,,,,
player,201611130nwe,sea,CollAl00,pos,RB,,,,,
player,201611130nwe,sea,CollAl00,offense,2,,,,,
player,201611130nwe,sea,CollAl00,off_pct,3%,,,,,
player,201611130nwe,sea,CollAl00,defense,0,,,,,
player,201611130nwe,sea,CollAl00,def_pct,0%,,,,,
player,201611130nwe,sea,CollAl00,special_teams,0,,,,,
player,201611130nwe,sea,CollAl00,st_pct,0%,,,,,
player,201611130nwe,sea,WagnBo00,pos,LB,,,,,
player,201611130nwe,sea,WagnBo00,offense,0,,,,,
player,201611130nwe,sea,WagnBo00,off_pct,0%,,,,,
player,201611130nwe,sea,WagnBo00,defense,66,,,,,
player,201611130nwe,sea,WagnBo00,def_pct,100%,,,,,
player,201611130nwe,sea,WagnBo00,special_teams,4,,,,,
player,201611130nwe,sea,WagnBo00,st_pct,15%,,,,,
player,201611130nwe,sea,ThomEa99,pos,FS,,,,,
player,201611130nwe,sea,ThomEa99,offense,0,,,,,
player,201611130nwe,sea,ThomEa99,off_pct,0%,,,,,
player,201611130nwe,sea,ThomEa99,defense,66,,,,,
player,201611130nwe,sea,ThomEa99,def_pct,100%,,,,,
player,201611130nwe,sea,ThomEa99,special_teams,1,,,,,
player,201611130nwe,sea,ThomEa99,st_pct,4%,,,,,
player,201611130nwe,sea,ChanKa99,pos,SS,,,,,
player,201611130nwe,sea,ChanKa99,offense,0,,,,,
player,201611130nwe,sea,ChanKa99,off_pct,0%,,,,,
player,201611130nwe,sea,ChanKa99,defense,66,,,,,
player,201611130nwe,sea,ChanKa99,def_pct,100%,,,,,
player,201611130nwe,sea,ChanKa99,special_teams,0,,,,,
player,201611130nwe,sea,ChanKa99,st_pct,0%,,,,,
player,201611130nwe,sea,WrigK.00,pos,LB,,,,,
player,201611130nwe,sea,WrigK.00,offense,0,,,,,
player,201611130nwe,sea,WrigK.00,off_pct,0%,,,,,
player,201611130nwe,sea,WrigK.00,defense,64,,,,,
player,201611130nwe,sea,WrigK.00,def_pct,97%,,,,,
player,201611130nwe,sea,WrigK.00,special_teams,4,,,,,
player,201611130nwe,sea,WrigK.00,st_pct,15%,,,,,
player,201611130nwe,sea,SheaDe00,pos,CB,,,,,
player,201611130nwe,sea,SheaDe00,offense,0,,,,,
player,201611130nwe,sea,SheaDe00,off_pct,0%,,,,,
player,201611130nwe,sea,SheaDe00,defense,59,,,,,
player,201611130nwe,sea,SheaDe00,def_pct,89%,,,,,
player,201611130nwe,sea,SheaDe00,special_teams,8,,,,,
player,201611130nwe,sea,SheaDe00,st_pct,30%,,,,,
player,201611130nwe,sea,SherRi00,pos,CB,,,,,
player,201611130nwe,sea,SherRi00,offense,0,,,,,
player,201611130nwe,sea,SherRi00,off_pct,0%,,,,,
player,201611130nwe,sea,SherRi00,defense,59,,,,,
player,201611130nwe,sea,SherRi00,def_pct,89%,,,,,
player,201611130nwe,sea,SherRi00,special_teams,0,,,,,
player,201611130nwe,sea,SherRi00,st_pct,0%,,,,,
player,201611130nwe,sea,ClarFr01,pos,DE,,,,,
player,201611130nwe,sea,ClarFr01,offense,0,,,,,
player,201611130nwe,sea,ClarFr01,off_pct,0%,,,,,
player,201611130nwe,sea,ClarFr01,defense,58,,,,,
player,201611130nwe,sea,ClarFr01,def_pct,88%,,,,,
player,201611130nwe,sea,ClarFr01,special_teams,0,,,,,
player,201611130nwe,sea,ClarFr01,st_pct,0%,,,,,
player,201611130nwe,sea,AvriCl99,pos,DE,,,,,
player,201611130nwe,sea,AvriCl99,offense,0,,,,,
player,201611130nwe,sea,AvriCl99,off_pct,0%,,,,,
player,201611130nwe,sea,AvriCl99,defense,58,,,,,
player,201611130nwe,sea,AvriCl99,def_pct,88%,,,,,
player,201611130nwe,sea,AvriCl99,special_teams,0,,,,,
player,201611130nwe,sea,AvriCl99,st_pct,0%,,,,,
player,201611130nwe,sea,CoylBr00,pos,LB,,,,,
player,201611130nwe,sea,CoylBr00,offense,0,,,,,
player,201611130nwe,sea,CoylBr00,off_pct,0%,,,,,
player,201611130nwe,sea,CoylBr00,defense,39,,,,,
player,201611130nwe,sea,CoylBr00,def_pct,59%,,,,,
player,201611130nwe,sea,CoylBr00,special_teams,19,,,,,
player,201611130nwe,sea,CoylBr00,st_pct,70%,,,,,
player,201611130nwe,sea,RubiAh99,pos,DT,,,,,
player,201611130nwe,sea,RubiAh99,offense,0,,,,,
player,201611130nwe,sea,RubiAh99,off_pct,0%,,,,,
player,201611130nwe,sea,RubiAh99,defense,36,,,,,
player,201611130nwe,sea,RubiAh99,def_pct,55%,,,,,
player,201611130nwe,sea,RubiAh99,special_teams,4,,,,,
player,201611130nwe,sea,RubiAh99,st_pct,15%,,,,,
player,201611130nwe,sea,ReedJa02,pos,DT,,,,,
player,201611130nwe,sea,ReedJa02,offense,0,,,,,
player,201611130nwe,sea,ReedJa02,off_pct,0%,,,,,
player,201611130nwe,sea,ReedJa02,defense,35,,,,,
player,201611130nwe,sea,ReedJa02,def_pct,53%,,,,,
player,201611130nwe,sea,ReedJa02,special_teams,4,,,,,
player,201611130nwe,sea,ReedJa02,st_pct,15%,,,,,
player,201611130nwe,sea,McDaTo20,pos,DT,,,,,
player,201611130nwe,sea,McDaTo20,offense,0,,,,,
player,201611130nwe,sea,McDaTo20,off_pct,0%,,,,,
player,201611130nwe,sea,McDaTo20,defense,33,,,,,
player,201611130nwe,sea,McDaTo20,def_pct,50%,,,,,
player,201611130nwe,sea,McDaTo20,special_teams,4,,,,,
player,201611130nwe,sea,McDaTo20,st_pct,15%,,,,,
player,201611130nwe,sea,MarsCa00,pos,DE,,,,,
player,201611130nwe,sea,MarsCa00,offense,0,,,,,
player,201611130nwe,sea,MarsCa00,off_pct,0%,,,,,
player,201611130nwe,sea,MarsCa00,defense,31,,,,,
player,201611130nwe,sea,MarsCa00,def_pct,47%,,,,,
player,201611130nwe,sea,MarsCa00,special_teams,16,,,,,
player,201611130nwe,sea,MarsCa00,st_pct,59%,,,,,
player,201611130nwe,sea,LaneJe00,pos,CB,,,,,
player,201611130nwe,sea,LaneJe00,offense,0,,,,,
player,201611130nwe,sea,LaneJe00,off_pct,0%,,,,,
player,201611130nwe,sea,LaneJe00,defense,27,,,,,
player,201611130nwe,sea,LaneJe00,def_pct,41%,,,,,
player,201611130nwe,sea,LaneJe00,special_teams,11,,,,,
player,201611130nwe,sea,LaneJe00,st_pct,41%,,,,,
player,201611130nwe,sea,SiliSe00,pos,DT,,,,,
player,201611130nwe,sea,SiliSe00,offense,0,,,,,
player,201611130nwe,sea,SiliSe00,off_pct,0%,,,,,
player,201611130nwe,sea,SiliSe00,defense,14,,,,,
player,201611130nwe,sea,SiliSe00,def_pct,21%,,,,,
player,201611130nwe,sea,SiliSe00,special_teams,0,,,,,
player,201611130nwe,sea,SiliSe00,st_pct,0%,,,,,
