game,2016,17,20170101,201701010sdg,kan,"Kansas City Chiefs",37,sdg,"San Diego Chargers",27
team,201701010sdg,kan,First Downs,26,,,,,,
team,201701010sdg,sdg,First Downs,26,,,,,,
team,201701010sdg,kan,Rush-Yds-TDs,31-103-1,,,,,,
team,201701010sdg,sdg,Rush-Yds-TDs,26-129-0,,,,,,
team,201701010sdg,kan,Cmp-Att-Yd-TD-INT,21-28-264-2-1,,,,,,
team,201701010sdg,sdg,Cmp-Att-Yd-TD-INT,22-38-269-2-2,,,,,,
team,201701010sdg,kan,Sacked-Yards,1-2,,,,,,
team,201701010sdg,sdg,Sacked-Yards,0-0,,,,,,
team,201701010sdg,kan,Net Pass Yards,262,,,,,,
team,201701010sdg,sdg,Net Pass Yards,269,,,,,,
team,201701010sdg,kan,Total Yards,365,,,,,,
team,201701010sdg,sdg,Total Yards,398,,,,,,
team,201701010sdg,kan,Fumbles-Lost,0-0,,,,,,
team,201701010sdg,sdg,Fumbles-Lost,0-0,,,,,,
team,201701010sdg,kan,Turnovers,1,,,,,,
team,201701010sdg,sdg,Turnovers,2,,,,,,
team,201701010sdg,kan,Penalties-Yards,4-19,,,,,,
team,201701010sdg,sdg,Penalties-Yards,10-50,,,,,,
team,201701010sdg,kan,Third Down Conv.,8-12,,,,,,
team,201701010sdg,sdg,Third Down Conv.,3-10,,,,,,
team,201701010sdg,kan,Fourth Down Conv.,0-0,,,,,,
team,201701010sdg,sdg,Fourth Down Conv.,2-2,,,,,,
team,201701010sdg,kan,Time of Possession,30:48,,,,,,
team,201701010sdg,sdg,Time of Possession,29:12,,,,,,
player,201701010sdg,kan,SmitAl03,pass_cmp,21,,,,,
player,201701010sdg,kan,SmitAl03,pass_att,28,,,,,
player,201701010sdg,kan,SmitAl03,pass_yds,264,,,,,
player,201701010sdg,kan,SmitAl03,pass_td,2,,,,,
player,201701010sdg,kan,SmitAl03,pass_int,1,,,,,
player,201701010sdg,kan,SmitAl03,pass_sacked,1,,,,,
player,201701010sdg,kan,SmitAl03,pass_sacked_yds,2,,,,,
player,201701010sdg,kan,SmitAl03,pass_long,42,,,,,
player,201701010sdg,kan,SmitAl03,pass_rating,112.8,,,,,
