game,2016,7,20161023,201610230ram,nyg,"New York Giants",17,ram,"Los Angeles Rams",10
player,201610230ram,ram,AustTa00,punt_ret_yds_per_ret,0.0,,,,,
player,201610230ram,ram,AustTa00,punt_ret_td,0,,,,,
player,201610230ram,ram,AustTa00,punt_ret_long,19,,,,,
player,201610230ram,ram,CunnBe01,kick_ret,3,,,,,
player,201610230ram,ram,CunnBe01,kick_ret_yds,62,,,,,
player,201610230ram,ram,CunnBe01,kick_ret_yds_per_ret,20.7,,,,,
player,201610230ram,ram,CunnBe01,kick_ret_td,0,,,,,
player,201610230ram,ram,CunnBe01,kick_ret_long,25,,,,,
player,201610230ram,ram,CunnBe01,punt_ret,0,,,,,
player,201610230ram,ram,CunnBe01,punt_ret_yds,0,,,,,
player,201610230ram,ram,CunnBe01,punt_ret_yds_per_ret,,,,,,
player,201610230ram,ram,CunnBe01,punt_ret_td,0,,,,,
player,201610230ram,ram,CunnBe01,punt_ret_long,0,,,,,
player,201610230ram,nyg,gouldrob01,xpm,2,,,,,
player,201610230ram,nyg,gouldrob01,xpa,2,,,,,
player,201610230ram,nyg,gouldrob01,fgm,1,,,,,
player,201610230ram,nyg,gouldrob01,fga,1,,,,,
player,201610230ram,nyg,gouldrob01,punt,0,,,,,
player,201610230ram,nyg,gouldrob01,punt_yds,0,,,,,
player,201610230ram,nyg,gouldrob01,punt_yds_per_punt,,,,,,
player,201610230ram,nyg,gouldrob01,punt_long,0,,,,,
player,201610230ram,nyg,WingBr00,xpm,,,,,,
player,201610230ram,nyg,WingBr00,xpa,,,,,,
player,201610230ram,nyg,WingBr00,fgm,,,,,,
player,201610230ram,nyg,WingBr00,fga,,,,,,
player,201610230ram,nyg,WingBr00,punt,8,,,,,
player,201610230ram,nyg,WingBr00,punt_yds,398,,,,,
player,201610230ram,nyg,WingBr00,punt_yds_per_punt,49.8,,,,,
player,201610230ram,nyg,WingBr00,punt_long,61,,,,,
player,201610230ram,ram,ZuerGr00,xpm,1,,,,,
player,201610230ram,ram,ZuerGr00,xpa,1,,,,,
player,201610230ram,ram,ZuerGr00,fgm,1,,,,,
player,201610230ram,ram,ZuerGr00,fga,1,,,,,
player,201610230ram,ram,ZuerGr00,punt,0,,,,,
player,201610230ram,ram,ZuerGr00,punt_yds,0,,,,,
player,201610230ram,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201610230ram,ram,ZuerGr00,punt_long,0,,,,,
player,201610230ram,ram,HekkJo00,xpm,,,,,,
player,201610230ram,ram,HekkJo00,xpa,,,,,,
player,201610230ram,ram,HekkJo00,fgm,,,,,,
player,201610230ram,ram,HekkJo00,fga,,,,,,
player,201610230ram,ram,HekkJo00,punt,7,,,,,
player,201610230ram,ram,HekkJo00,punt_yds,322,,,,,
player,201610230ram,ram,HekkJo00,punt_yds_per_punt,46.0,,,,,
player,201610230ram,ram,HekkJo00,punt_long,58,,,,,
player,201610230ram,ram,WichCo00,pos,G,,,,,
player,201610230ram,ram,WichCo00,offense,79,,,,,
player,201610230ram,ram,WichCo00,off_pct,100%,,,,,
player,201610230ram,ram,WichCo00,defense,0,,,,,
player,201610230ram,ram,WichCo00,def_pct,0%,,,,,
player,201610230ram,ram,WichCo00,special_teams,2,,,,,
player,201610230ram,ram,WichCo00,st_pct,7%,,,,,
player,201610230ram,ram,HaveRo00,pos,T,,,,,
player,201610230ram,ram,HaveRo00,offense,79,,,,,
player,201610230ram,ram,HaveRo00,off_pct,100%,,,,,
player,201610230ram,ram,HaveRo00,defense,0,,,,,
player,201610230ram,ram,HaveRo00,def_pct,0%,,,,,
player,201610230ram,ram,HaveRo00,special_teams,2,,,,,
player,201610230ram,ram,HaveRo00,st_pct,7%,,,,,
player,201610230ram,ram,RobiGr01,pos,T,,,,,
player,201610230ram,ram,RobiGr01,offense,79,,,,,
player,201610230ram,ram,RobiGr01,off_pct,100%,,,,,
player,201610230ram,ram,RobiGr01,defense,0,,,,,
player,201610230ram,ram,RobiGr01,def_pct,0%,,,,,
player,201610230ram,ram,RobiGr01,special_teams,2,,,,,
player,201610230ram,ram,RobiGr01,st_pct,7%,,,,,
player,201610230ram,ram,BarnTi01,pos,C,,,,,
player,201610230ram,ram,BarnTi01,offense,79,,,,,
player,201610230ram,ram,BarnTi01,off_pct,100%,,,,,
player,201610230ram,ram,BarnTi01,defense,0,,,,,
player,201610230ram,ram,BarnTi01,def_pct,0%,,,,,
player,201610230ram,ram,BarnTi01,special_teams,0,,,,,
player,201610230ram,ram,BarnTi01,st_pct,0%,,,,,
player,201610230ram,ram,KeenCa00,pos,QB,,,,,
player,201610230ram,ram,KeenCa00,offense,79,,,,,
player,201610230ram,ram,KeenCa00,off_pct,100%,,,,,
player,201610230ram,ram,KeenCa00,defense,0,,,,,
player,201610230ram,ram,KeenCa00,def_pct,0%,,,,,
player,201610230ram,ram,KeenCa00,special_teams,0,,,,,
player,201610230ram,ram,KeenCa00,st_pct,0%,,,,,
player,201610230ram,ram,SaffRo20,pos,T,,,,,
player,201610230ram,ram,SaffRo20,offense,78,,,,,
player,201610230ram,ram,SaffRo20,off_pct,99%,,,,,
player,201610230ram,ram,SaffRo20,defense,0,,,,,
player,201610230ram,ram,SaffRo20,def_pct,0%,,,,,
player,201610230ram,ram,SaffRo20,special_teams,2,,,,,
player,201610230ram,ram,SaffRo20,st_pct,7%,,,,,
player,201610230ram,ram,BritKe00,pos,WR,,,,,
player,201610230ram,ram,BritKe00,offense,70,,,,,
player,201610230ram,ram,BritKe00,off_pct,89%,,,,,
player,201610230ram,ram,BritKe00,defense,0,,,,,
player,201610230ram,ram,BritKe00,def_pct,0%,,,,,
player,201610230ram,ram,BritKe00,special_teams,0,,,,,
player,201610230ram,ram,BritKe00,st_pct,0%,,,,,
player,201610230ram,ram,KendLa00,pos,TE,,,,,
player,201610230ram,ram,KendLa00,offense,67,,,,,
player,201610230ram,ram,KendLa00,off_pct,85%,,,,,
player,201610230ram,ram,KendLa00,defense,0,,,,,
player,201610230ram,ram,KendLa00,def_pct,0%,,,,,
player,201610230ram,ram,KendLa00,special_teams,0,,,,,
player,201610230ram,ram,KendLa00,st_pct,0%,,,,,
player,201610230ram,ram,AustTa00,pos,WR,,,,,
player,201610230ram,ram,AustTa00,offense,62,,,,,
player,201610230ram,ram,AustTa00,off_pct,78%,,,,,
player,201610230ram,ram,AustTa00,defense,0,,,,,
player,201610230ram,ram,AustTa00,def_pct,0%,,,,,
player,201610230ram,ram,AustTa00,special_teams,8,,,,,
player,201610230ram,ram,AustTa00,st_pct,30%,,,,,
player,201610230ram,ram,QuicBr00,pos,WR,,,,,
player,201610230ram,ram,QuicBr00,offense,57,,,,,
player,201610230ram,ram,QuicBr00,off_pct,72%,,,,,
player,201610230ram,ram,QuicBr00,defense,0,,,,,
player,201610230ram,ram,QuicBr00,def_pct,0%,,,,,
player,201610230ram,ram,QuicBr00,special_teams,0,,,,,
player,201610230ram,ram,QuicBr00,st_pct,0%,,,,,
player,201610230ram,ram,GurlTo01,pos,RB,,,,,
player,201610230ram,ram,GurlTo01,offense,49,,,,,
player,201610230ram,ram,GurlTo01,off_pct,62%,,,,,
player,201610230ram,ram,GurlTo01,defense,0,,,,,
player,201610230ram,ram,GurlTo01,def_pct,0%,,,,,
player,201610230ram,ram,GurlTo01,special_teams,0,,,,,
player,201610230ram,ram,GurlTo01,st_pct,0%,,,,,
player,201610230ram,ram,HigbTy00,pos,TE,,,,,
player,201610230ram,ram,HigbTy00,offense,29,,,,,
player,201610230ram,ram,HigbTy00,off_pct,37%,,,,,
player,201610230ram,ram,HigbTy00,defense,0,,,,,
player,201610230ram,ram,HigbTy00,def_pct,0%,,,,,
player,201610230ram,ram,HigbTy00,special_teams,0,,,,,
player,201610230ram,ram,HigbTy00,st_pct,0%,,,,,
player,201610230ram,ram,CunnBe01,pos,RB,,,,,
player,201610230ram,ram,CunnBe01,offense,27,,,,,
player,201610230ram,ram,CunnBe01,off_pct,34%,,,,,
player,201610230ram,ram,CunnBe01,defense,0,,,,,
player,201610230ram,ram,CunnBe01,def_pct,0%,,,,,
player,201610230ram,ram,CunnBe01,special_teams,10,,,,,
player,201610230ram,ram,CunnBe01,st_pct,37%,,,,,
player,201610230ram,ram,MarqBr00,pos,WR,,,,,
player,201610230ram,ram,MarqBr00,offense,15,,,,,
player,201610230ram,ram,MarqBr00,off_pct,19%,,,,,
player,201610230ram,ram,MarqBr00,defense,0,,,,,
player,201610230ram,ram,MarqBr00,def_pct,0%,,,,,
player,201610230ram,ram,MarqBr00,special_teams,21,,,,,
player,201610230ram,ram,MarqBr00,st_pct,78%,,,,,
player,201610230ram,ram,HarkCo00,pos,TE,,,,,
player,201610230ram,ram,HarkCo00,offense,10,,,,,
player,201610230ram,ram,HarkCo00,off_pct,13%,,,,,
player,201610230ram,ram,HarkCo00,defense,0,,,,,
player,201610230ram,ram,HarkCo00,def_pct,0%,,,,,
player,201610230ram,ram,HarkCo00,special_teams,9,,,,,
player,201610230ram,ram,HarkCo00,st_pct,33%,,,,,
player,201610230ram,ram,ThomMi04,pos,WR,,,,,
player,201610230ram,ram,ThomMi04,offense,9,,,,,
player,201610230ram,ram,ThomMi04,off_pct,11%,,,,,
player,201610230ram,ram,ThomMi04,defense,0,,,,,
player,201610230ram,ram,ThomMi04,def_pct,0%,,,,,
player,201610230ram,ram,ThomMi04,special_teams,11,,,,,
player,201610230ram,ram,ThomMi04,st_pct,41%,,,,,
player,201610230ram,ram,DonnAn00,pos,T,,,,,
player,201610230ram,ram,DonnAn00,offense,1,,,,,
player,201610230ram,ram,DonnAn00,off_pct,1%,,,,,
player,201610230ram,ram,DonnAn00,defense,0,,,,,
player,201610230ram,ram,DonnAn00,def_pct,0%,,,,,
player,201610230ram,ram,DonnAn00,special_teams,2,,,,,
player,201610230ram,ram,DonnAn00,st_pct,7%,,,,,
player,201610230ram,ram,McDoTJ00,pos,SS,,,,,
player,201610230ram,ram,McDoTJ00,offense,0,,,,,
player,201610230ram,ram,McDoTJ00,off_pct,0%,,,,,
player,201610230ram,ram,McDoTJ00,defense,57,,,,,
player,201610230ram,ram,McDoTJ00,def_pct,100%,,,,,
player,201610230ram,ram,McDoTJ00,special_teams,7,,,,,
player,201610230ram,ram,McDoTJ00,st_pct,26%,,,,,
player,201610230ram,ram,HillTr01,pos,CB,,,,,
player,201610230ram,ram,HillTr01,offense,0,,,,,
player,201610230ram,ram,HillTr01,off_pct,0%,,,,,
player,201610230ram,ram,HillTr01,defense,57,,,,,
player,201610230ram,ram,HillTr01,def_pct,100%,,,,,
player,201610230ram,ram,HillTr01,special_teams,4,,,,,
player,201610230ram,ram,HillTr01,st_pct,15%,,,,,
player,201610230ram,ram,AlexMa00,pos,FS,,,,,
player,201610230ram,ram,AlexMa00,offense,0,,,,,
player,201610230ram,ram,AlexMa00,off_pct,0%,,,,,
player,201610230ram,ram,AlexMa00,defense,57,,,,,
player,201610230ram,ram,AlexMa00,def_pct,100%,,,,,
player,201610230ram,ram,AlexMa00,special_teams,4,,,,,
player,201610230ram,ram,AlexMa00,st_pct,15%,,,,,
player,201610230ram,ram,GainE.00,pos,CB,,,,,
player,201610230ram,ram,GainE.00,offense,0,,,,,
player,201610230ram,ram,GainE.00,off_pct,0%,,,,,
player,201610230ram,ram,GainE.00,defense,57,,,,,
player,201610230ram,ram,GainE.00,def_pct,100%,,,,,
player,201610230ram,ram,GainE.00,special_teams,4,,,,,
player,201610230ram,ram,GainE.00,st_pct,15%,,,,,
player,201610230ram,ram,BarrMa00,pos,LB,,,,,
player,201610230ram,ram,BarrMa00,offense,0,,,,,
player,201610230ram,ram,BarrMa00,off_pct,0%,,,,,
player,201610230ram,ram,BarrMa00,defense,57,,,,,
player,201610230ram,ram,BarrMa00,def_pct,100%,,,,,
player,201610230ram,ram,BarrMa00,special_teams,4,,,,,
player,201610230ram,ram,BarrMa00,st_pct,15%,,,,,
player,201610230ram,ram,OgleAl00,pos,LB,,,,,
player,201610230ram,ram,OgleAl00,offense,0,,,,,
player,201610230ram,ram,OgleAl00,off_pct,0%,,,,,
player,201610230ram,ram,OgleAl00,defense,57,,,,,
player,201610230ram,ram,OgleAl00,def_pct,100%,,,,,
player,201610230ram,ram,OgleAl00,special_teams,1,,,,,
player,201610230ram,ram,OgleAl00,st_pct,4%,,,,,
player,201610230ram,ram,JoynLa00,pos,CB,,,,,
player,201610230ram,ram,JoynLa00,offense,0,,,,,
player,201610230ram,ram,JoynLa00,off_pct,0%,,,,,
player,201610230ram,ram,JoynLa00,defense,56,,,,,
player,201610230ram,ram,JoynLa00,def_pct,98%,,,,,
player,201610230ram,ram,JoynLa00,special_teams,1,,,,,
player,201610230ram,ram,JoynLa00,st_pct,4%,,,,,
player,201610230ram,ram,DonaAa00,pos,DT,,,,,
player,201610230ram,ram,DonaAa00,offense,0,,,,,
player,201610230ram,ram,DonaAa00,off_pct,0%,,,,,
player,201610230ram,ram,DonaAa00,defense,51,,,,,
player,201610230ram,ram,DonaAa00,def_pct,89%,,,,,
player,201610230ram,ram,DonaAa00,special_teams,3,,,,,
player,201610230ram,ram,DonaAa00,st_pct,11%,,,,,
player,201610230ram,ram,EaslDo00,pos,DT,,,,,
player,201610230ram,ram,EaslDo00,offense,0,,,,,
player,201610230ram,ram,EaslDo00,off_pct,0%,,,,,
player,201610230ram,ram,EaslDo00,defense,35,,,,,
player,201610230ram,ram,EaslDo00,def_pct,61%,,,,,
player,201610230ram,ram,EaslDo00,special_teams,1,,,,,
player,201610230ram,ram,EaslDo00,st_pct,4%,,,,,
player,201610230ram,ram,HayeWi99,pos,DE,,,,,
player,201610230ram,ram,HayeWi99,offense,0,,,,,
player,201610230ram,ram,HayeWi99,off_pct,0%,,,,,
player,201610230ram,ram,HayeWi99,defense,32,,,,,
player,201610230ram,ram,HayeWi99,def_pct,56%,,,,,
player,201610230ram,ram,HayeWi99,special_teams,0,,,,,
player,201610230ram,ram,HayeWi99,st_pct,0%,,,,,
player,201610230ram,ram,SimsEu99,pos,DE,,,,,
player,201610230ram,ram,SimsEu99,offense,0,,,,,
player,201610230ram,ram,SimsEu99,off_pct,0%,,,,,
player,201610230ram,ram,SimsEu99,defense,28,,,,,
player,201610230ram,ram,SimsEu99,def_pct,49%,,,,,
player,201610230ram,ram,SimsEu99,special_teams,9,,,,,
player,201610230ram,ram,SimsEu99,st_pct,33%,,,,,
player,201610230ram,ram,ThomCa99,pos,DT,,,,,
player,201610230ram,ram,ThomCa99,offense,0,,,,,
player,201610230ram,ram,ThomCa99,off_pct,0%,,,,,
player,201610230ram,ram,ThomCa99,defense,27,,,,,
player,201610230ram,ram,ThomCa99,def_pct,47%,,,,,
player,201610230ram,ram,ThomCa99,special_teams,4,,,,,
player,201610230ram,ram,ThomCa99,st_pct,15%,,,,,
player,201610230ram,ram,WestEt00,pos,DT,,,,,
player,201610230ram,ram,WestEt00,offense,0,,,,,
player,201610230ram,ram,WestEt00,off_pct,0%,,,,,
player,201610230ram,ram,WestEt00,defense,25,,,,,
player,201610230ram,ram,WestEt00,def_pct,44%,,,,,
player,201610230ram,ram,WestEt00,special_teams,4,,,,,
player,201610230ram,ram,WestEt00,st_pct,15%,,,,,
player,201610230ram,ram,LongMa00,pos,DE,,,,,
player,201610230ram,ram,LongMa00,offense,0,,,,,
player,201610230ram,ram,LongMa00,off_pct,0%,,,,,
player,201610230ram,ram,LongMa00,defense,18,,,,,
player,201610230ram,ram,LongMa00,def_pct,32%,,,,,
player,201610230ram,ram,LongMa00,special_teams,4,,,,,
player,201610230ram,ram,LongMa00,st_pct,15%,,,,,
player,201610230ram,ram,QuinRo00,pos,DE,,,,,
player,201610230ram,ram,QuinRo00,offense,0,,,,,
player,201610230ram,ram,QuinRo00,off_pct,0%,,,,,
player,201610230ram,ram,QuinRo00,defense,11,,,,,
player,201610230ram,ram,QuinRo00,def_pct,19%,,,,,
player,201610230ram,ram,QuinRo00,special_teams,0,,,,,
player,201610230ram,ram,QuinRo00,st_pct,0%,,,,,
player,201610230ram,ram,DaviCo02,pos,FS,,,,,
player,201610230ram,ram,DaviCo02,offense,0,,,,,
player,201610230ram,ram,DaviCo02,off_pct,0%,,,,,
player,201610230ram,ram,DaviCo02,defense,1,,,,,
player,201610230ram,ram,DaviCo02,def_pct,2%,,,,,
player,201610230ram,ram,DaviCo02,special_teams,24,,,,,
player,201610230ram,ram,DaviCo02,st_pct,89%,,,,,
player,201610230ram,ram,ForrJo00,pos,LB,,,,,
player,201610230ram,ram,ForrJo00,offense,0,,,,,
player,201610230ram,ram,ForrJo00,off_pct,0%,,,,,
player,201610230ram,ram,ForrJo00,defense,1,,,,,
player,201610230ram,ram,ForrJo00,def_pct,2%,,,,,
player,201610230ram,ram,ForrJo00,special_teams,17,,,,,
player,201610230ram,ram,ForrJo00,st_pct,63%,,,,,
player,201610230ram,ram,ReynCh00,pos,RB,,,,,
player,201610230ram,ram,ReynCh00,offense,0,,,,,
player,201610230ram,ram,ReynCh00,off_pct,0%,,,,,
player,201610230ram,ram,ReynCh00,defense,0,,,,,
player,201610230ram,ram,ReynCh00,def_pct,0%,,,,,
player,201610230ram,ram,ReynCh00,special_teams,24,,,,,
player,201610230ram,ram,ReynCh00,st_pct,89%,,,,,
player,201610230ram,ram,HageBr00,pos,LB,,,,,
player,201610230ram,ram,HageBr00,offense,0,,,,,
player,201610230ram,ram,HageBr00,off_pct,0%,,,,,
player,201610230ram,ram,HageBr00,defense,0,,,,,
player,201610230ram,ram,HageBr00,def_pct,0%,,,,,
player,201610230ram,ram,HageBr00,special_teams,21,,,,,
player,201610230ram,ram,HageBr00,st_pct,78%,,,,,
player,201610230ram,ram,LittCo01,pos,LB,,,,,
player,201610230ram,ram,LittCo01,offense,0,,,,,
player,201610230ram,ram,LittCo01,off_pct,0%,,,,,
player,201610230ram,ram,LittCo01,defense,0,,,,,
player,201610230ram,ram,LittCo01,def_pct,0%,,,,,
player,201610230ram,ram,LittCo01,special_teams,21,,,,,
player,201610230ram,ram,LittCo01,st_pct,78%,,,,,
player,201610230ram,ram,ChriMa00,pos,SS,,,,,
player,201610230ram,ram,ChriMa00,offense,0,,,,,
player,201610230ram,ram,ChriMa00,off_pct,0%,,,,,
player,201610230ram,ram,ChriMa00,defense,0,,,,,
player,201610230ram,ram,ChriMa00,def_pct,0%,,,,,
player,201610230ram,ram,ChriMa00,special_teams,13,,,,,
player,201610230ram,ram,ChriMa00,st_pct,48%,,,,,
player,201610230ram,ram,HemiTe00,pos,TE,,,,,
player,201610230ram,ram,HemiTe00,offense,0,,,,,
player,201610230ram,ram,HemiTe00,off_pct,0%,,,,,
player,201610230ram,ram,HemiTe00,defense,0,,,,,
player,201610230ram,ram,HemiTe00,def_pct,0%,,,,,
player,201610230ram,ram,HemiTe00,special_teams,13,,,,,
player,201610230ram,ram,HemiTe00,st_pct,48%,,,,,
player,201610230ram,ram,BrowMa03,pos,RB,,,,,
player,201610230ram,ram,BrowMa03,offense,0,,,,,
player,201610230ram,ram,BrowMa03,off_pct,0%,,,,,
player,201610230ram,ram,BrowMa03,defense,0,,,,,
player,201610230ram,ram,BrowMa03,def_pct,0%,,,,,
player,201610230ram,ram,BrowMa03,special_teams,10,,,,,
player,201610230ram,ram,BrowMa03,st_pct,37%,,,,,
player,201610230ram,ram,HekkJo00,pos,P,,,,,
player,201610230ram,ram,HekkJo00,offense,0,,,,,
player,201610230ram,ram,HekkJo00,off_pct,0%,,,,,
player,201610230ram,ram,HekkJo00,defense,0,,,,,
player,201610230ram,ram,HekkJo00,def_pct,0%,,,,,
player,201610230ram,ram,HekkJo00,special_teams,8,,,,,
player,201610230ram,ram,HekkJo00,st_pct,30%,,,,,
player,201610230ram,ram,McQuJa00,pos,LS,,,,,
player,201610230ram,ram,McQuJa00,offense,0,,,,,
player,201610230ram,ram,McQuJa00,off_pct,0%,,,,,
player,201610230ram,ram,McQuJa00,defense,0,,,,,
player,201610230ram,ram,McQuJa00,def_pct,0%,,,,,
player,201610230ram,ram,McQuJa00,special_teams,8,,,,,
player,201610230ram,ram,McQuJa00,st_pct,30%,,,,,
player,201610230ram,ram,GratDw00,pos,CB,,,,,
player,201610230ram,ram,GratDw00,offense,0,,,,,
player,201610230ram,ram,GratDw00,off_pct,0%,,,,,
player,201610230ram,ram,GratDw00,defense,0,,,,,
player,201610230ram,ram,GratDw00,def_pct,0%,,,,,
player,201610230ram,ram,GratDw00,special_teams,8,,,,,
player,201610230ram,ram,GratDw00,st_pct,30%,,,,,
player,201610230ram,ram,RhanDe00,pos,C,,,,,
player,201610230ram,ram,RhanDe00,offense,0,,,,,
player,201610230ram,ram,RhanDe00,off_pct,0%,,,,,
player,201610230ram,ram,RhanDe00,defense,0,,,,,
player,201610230ram,ram,RhanDe00,def_pct,0%,,,,,
player,201610230ram,ram,RhanDe00,special_teams,6,,,,,
player,201610230ram,ram,RhanDe00,st_pct,22%,,,,,
player,201610230ram,ram,ZuerGr00,pos,K,,,,,
player,201610230ram,ram,ZuerGr00,offense,0,,,,,
player,201610230ram,ram,ZuerGr00,off_pct,0%,,,,,
player,201610230ram,ram,ZuerGr00,defense,0,,,,,
player,201610230ram,ram,ZuerGr00,def_pct,0%,,,,,
player,201610230ram,ram,ZuerGr00,special_teams,5,,,,,
player,201610230ram,ram,ZuerGr00,st_pct,19%,,,,,
player,201610230ram,nyg,JerrJo20,pos,G,,,,,
player,201610230ram,nyg,JerrJo20,offense,57,,,,,
player,201610230ram,nyg,JerrJo20,off_pct,100%,,,,,
player,201610230ram,nyg,JerrJo20,defense,0,,,,,
player,201610230ram,nyg,JerrJo20,def_pct,0%,,,,,
player,201610230ram,nyg,JerrJo20,special_teams,4,,,,,
player,201610230ram,nyg,JerrJo20,st_pct,15%,,,,,
player,201610230ram,nyg,HartBo00,pos,G,,,,,
player,201610230ram,nyg,HartBo00,offense,57,,,,,
player,201610230ram,nyg,HartBo00,off_pct,100%,,,,,
player,201610230ram,nyg,HartBo00,defense,0,,,,,
player,201610230ram,nyg,HartBo00,def_pct,0%,,,,,
player,201610230ram,nyg,HartBo00,special_teams,4,,,,,
player,201610230ram,nyg,HartBo00,st_pct,15%,,,,,
player,201610230ram,nyg,FlowEr00,pos,T,,,,,
player,201610230ram,nyg,FlowEr00,offense,57,,,,,
player,201610230ram,nyg,FlowEr00,off_pct,100%,,,,,
player,201610230ram,nyg,FlowEr00,defense,0,,,,,
player,201610230ram,nyg,FlowEr00,def_pct,0%,,,,,
player,201610230ram,nyg,FlowEr00,special_teams,4,,,,,
player,201610230ram,nyg,FlowEr00,st_pct,15%,,,,,
player,201610230ram,nyg,PughJu00,pos,G,,,,,
player,201610230ram,nyg,PughJu00,offense,57,,,,,
player,201610230ram,nyg,PughJu00,off_pct,100%,,,,,
player,201610230ram,nyg,PughJu00,defense,0,,,,,
player,201610230ram,nyg,PughJu00,def_pct,0%,,,,,
player,201610230ram,nyg,PughJu00,special_teams,4,,,,,
player,201610230ram,nyg,PughJu00,st_pct,15%,,,,,
player,201610230ram,nyg,RichWe00,pos,C,,,,,
player,201610230ram,nyg,RichWe00,offense,57,,,,,
player,201610230ram,nyg,RichWe00,off_pct,100%,,,,,
player,201610230ram,nyg,RichWe00,defense,0,,,,,
player,201610230ram,nyg,RichWe00,def_pct,0%,,,,,
player,201610230ram,nyg,RichWe00,special_teams,3,,,,,
player,201610230ram,nyg,RichWe00,st_pct,11%,,,,,
player,201610230ram,nyg,MannEl00,pos,QB,,,,,
player,201610230ram,nyg,MannEl00,offense,57,,,,,
player,201610230ram,nyg,MannEl00,off_pct,100%,,,,,
player,201610230ram,nyg,MannEl00,defense,0,,,,,
player,201610230ram,nyg,MannEl00,def_pct,0%,,,,,
player,201610230ram,nyg,MannEl00,special_teams,1,,,,,
player,201610230ram,nyg,MannEl00,st_pct,4%,,,,,
player,201610230ram,nyg,BeckOd00,pos,WR,,,,,
player,201610230ram,nyg,BeckOd00,offense,54,,,,,
player,201610230ram,nyg,BeckOd00,off_pct,95%,,,,,
player,201610230ram,nyg,BeckOd00,defense,0,,,,,
player,201610230ram,nyg,BeckOd00,def_pct,0%,,,,,
player,201610230ram,nyg,BeckOd00,special_teams,2,,,,,
player,201610230ram,nyg,BeckOd00,st_pct,7%,,,,,
player,201610230ram,nyg,ShepSt00,pos,WR,,,,,
player,201610230ram,nyg,ShepSt00,offense,54,,,,,
player,201610230ram,nyg,ShepSt00,off_pct,95%,,,,,
player,201610230ram,nyg,ShepSt00,defense,0,,,,,
player,201610230ram,nyg,ShepSt00,def_pct,0%,,,,,
player,201610230ram,nyg,ShepSt00,special_teams,1,,,,,
player,201610230ram,nyg,ShepSt00,st_pct,4%,,,,,
player,201610230ram,nyg,CruzVi00,pos,WR,,,,,
player,201610230ram,nyg,CruzVi00,offense,42,,,,,
player,201610230ram,nyg,CruzVi00,off_pct,74%,,,,,
player,201610230ram,nyg,CruzVi00,defense,0,,,,,
player,201610230ram,nyg,CruzVi00,def_pct,0%,,,,,
player,201610230ram,nyg,CruzVi00,special_teams,1,,,,,
player,201610230ram,nyg,CruzVi00,st_pct,4%,,,,,
player,201610230ram,nyg,DonnLa00,pos,TE,,,,,
player,201610230ram,nyg,DonnLa00,offense,31,,,,,
player,201610230ram,nyg,DonnLa00,off_pct,54%,,,,,
player,201610230ram,nyg,DonnLa00,defense,0,,,,,
player,201610230ram,nyg,DonnLa00,def_pct,0%,,,,,
player,201610230ram,nyg,DonnLa00,special_teams,3,,,,,
player,201610230ram,nyg,DonnLa00,st_pct,11%,,,,,
player,201610230ram,nyg,JennRa00,pos,RB,,,,,
player,201610230ram,nyg,JennRa00,offense,28,,,,,
player,201610230ram,nyg,JennRa00,off_pct,49%,,,,,
player,201610230ram,nyg,JennRa00,defense,0,,,,,
player,201610230ram,nyg,JennRa00,def_pct,0%,,,,,
player,201610230ram,nyg,JennRa00,special_teams,1,,,,,
player,201610230ram,nyg,JennRa00,st_pct,4%,,,,,
player,201610230ram,nyg,TyexWi00,pos,TE,,,,,
player,201610230ram,nyg,TyexWi00,offense,24,,,,,
player,201610230ram,nyg,TyexWi00,off_pct,42%,,,,,
player,201610230ram,nyg,TyexWi00,defense,0,,,,,
player,201610230ram,nyg,TyexWi00,def_pct,0%,,,,,
player,201610230ram,nyg,TyexWi00,special_teams,1,,,,,
player,201610230ram,nyg,TyexWi00,st_pct,4%,,,,,
player,201610230ram,nyg,LewiRo03,pos,WR,,,,,
player,201610230ram,nyg,LewiRo03,offense,16,,,,,
player,201610230ram,nyg,LewiRo03,off_pct,28%,,,,,
player,201610230ram,nyg,LewiRo03,defense,0,,,,,
player,201610230ram,nyg,LewiRo03,def_pct,0%,,,,,
player,201610230ram,nyg,LewiRo03,special_teams,16,,,,,
player,201610230ram,nyg,LewiRo03,st_pct,59%,,,,,
player,201610230ram,nyg,PerkPa00,pos,RB,,,,,
player,201610230ram,nyg,PerkPa00,offense,16,,,,,
player,201610230ram,nyg,PerkPa00,off_pct,28%,,,,,
player,201610230ram,nyg,PerkPa00,defense,0,,,,,
player,201610230ram,nyg,PerkPa00,def_pct,0%,,,,,
player,201610230ram,nyg,PerkPa00,special_teams,9,,,,,
player,201610230ram,nyg,PerkPa00,st_pct,33%,,,,,
player,201610230ram,nyg,RainBo00,pos,RB,,,,,
player,201610230ram,nyg,RainBo00,offense,12,,,,,
player,201610230ram,nyg,RainBo00,off_pct,21%,,,,,
player,201610230ram,nyg,RainBo00,defense,0,,,,,
player,201610230ram,nyg,RainBo00,def_pct,0%,,,,,
player,201610230ram,nyg,RainBo00,special_teams,17,,,,,
player,201610230ram,nyg,RainBo00,st_pct,63%,,,,,
player,201610230ram,nyg,AdamJe01,pos,TE,,,,,
player,201610230ram,nyg,AdamJe01,offense,5,,,,,
