game,2016,2,20160918,201609180car,sfo,"San Francisco 49ers",27,car,"Carolina Panthers",46
player,201609180car,sfo,ReidEr00,fumbles_forced,0,,,,,
player,201609180car,sfo,BuckDe00,def_int,0,,,,,
player,201609180car,sfo,BuckDe00,def_int_yds,0,,,,,
player,201609180car,sfo,BuckDe00,def_int_td,0,,,,,
player,201609180car,sfo,BuckDe00,def_int_long,0,,,,,
player,201609180car,sfo,BuckDe00,pass_defended,0,,,,,
player,201609180car,sfo,BuckDe00,sacks,0.0,,,,,
player,201609180car,sfo,BuckDe00,tackles_combined,5,,,,,
player,201609180car,sfo,BuckDe00,tackles_solo,1,,,,,
player,201609180car,sfo,BuckDe00,tackles_assists,4,,,,,
player,201609180car,sfo,BuckDe00,tackles_loss,0,,,,,
player,201609180car,sfo,BuckDe00,qb_hits,0,,,,,
player,201609180car,sfo,BuckDe00,fumbles_rec,0,,,,,
player,201609180car,sfo,BuckDe00,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,BuckDe00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,BuckDe00,fumbles_forced,0,,,,,
player,201609180car,sfo,ArmsRa01,def_int,0,,,,,
player,201609180car,sfo,ArmsRa01,def_int_yds,0,,,,,
player,201609180car,sfo,ArmsRa01,def_int_td,0,,,,,
player,201609180car,sfo,ArmsRa01,def_int_long,0,,,,,
player,201609180car,sfo,ArmsRa01,pass_defended,0,,,,,
player,201609180car,sfo,ArmsRa01,sacks,0.0,,,,,
player,201609180car,sfo,ArmsRa01,tackles_combined,4,,,,,
player,201609180car,sfo,ArmsRa01,tackles_solo,4,,,,,
player,201609180car,sfo,ArmsRa01,tackles_assists,0,,,,,
player,201609180car,sfo,ArmsRa01,tackles_loss,0,,,,,
player,201609180car,sfo,ArmsRa01,qb_hits,0,,,,,
player,201609180car,sfo,ArmsRa01,fumbles_rec,1,,,,,
player,201609180car,sfo,ArmsRa01,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,ArmsRa01,fumbles_rec_td,0,,,,,
player,201609180car,sfo,ArmsRa01,fumbles_forced,0,,,,,
player,201609180car,sfo,BrocTr00,def_int,0,,,,,
player,201609180car,sfo,BrocTr00,def_int_yds,0,,,,,
player,201609180car,sfo,BrocTr00,def_int_td,0,,,,,
player,201609180car,sfo,BrocTr00,def_int_long,0,,,,,
player,201609180car,sfo,BrocTr00,pass_defended,1,,,,,
player,201609180car,sfo,BrocTr00,sacks,0.0,,,,,
player,201609180car,sfo,BrocTr00,tackles_combined,4,,,,,
player,201609180car,sfo,BrocTr00,tackles_solo,4,,,,,
player,201609180car,sfo,BrocTr00,tackles_assists,0,,,,,
player,201609180car,sfo,BrocTr00,tackles_loss,1,,,,,
player,201609180car,sfo,BrocTr00,qb_hits,0,,,,,
player,201609180car,sfo,BrocTr00,fumbles_rec,0,,,,,
player,201609180car,sfo,BrocTr00,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,BrocTr00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,BrocTr00,fumbles_forced,0,,,,,
player,201609180car,sfo,BrooAh21,def_int,0,,,,,
player,201609180car,sfo,BrooAh21,def_int_yds,0,,,,,
player,201609180car,sfo,BrooAh21,def_int_td,0,,,,,
player,201609180car,sfo,BrooAh21,def_int_long,0,,,,,
player,201609180car,sfo,BrooAh21,pass_defended,1,,,,,
player,201609180car,sfo,BrooAh21,sacks,0.0,,,,,
player,201609180car,sfo,BrooAh21,tackles_combined,3,,,,,
player,201609180car,sfo,BrooAh21,tackles_solo,3,,,,,
player,201609180car,sfo,BrooAh21,tackles_assists,0,,,,,
player,201609180car,sfo,BrooAh21,tackles_loss,0,,,,,
player,201609180car,sfo,BrooAh21,qb_hits,0,,,,,
player,201609180car,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201609180car,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201609180car,sfo,BrooAh21,fumbles_forced,0,,,,,
player,201609180car,sfo,DialQu00,def_int,0,,,,,
player,201609180car,sfo,DialQu00,def_int_yds,0,,,,,
player,201609180car,sfo,DialQu00,def_int_td,0,,,,,
player,201609180car,sfo,DialQu00,def_int_long,0,,,,,
player,201609180car,sfo,DialQu00,pass_defended,0,,,,,
player,201609180car,sfo,DialQu00,sacks,0.0,,,,,
player,201609180car,sfo,DialQu00,tackles_combined,3,,,,,
player,201609180car,sfo,DialQu00,tackles_solo,1,,,,,
player,201609180car,sfo,DialQu00,tackles_assists,2,,,,,
player,201609180car,sfo,DialQu00,tackles_loss,0,,,,,
player,201609180car,sfo,DialQu00,qb_hits,0,,,,,
player,201609180car,sfo,DialQu00,fumbles_rec,0,,,,,
player,201609180car,sfo,DialQu00,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,DialQu00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,DialQu00,fumbles_forced,0,,,,,
player,201609180car,sfo,PurcMi00,def_int,0,,,,,
player,201609180car,sfo,PurcMi00,def_int_yds,0,,,,,
player,201609180car,sfo,PurcMi00,def_int_td,0,,,,,
player,201609180car,sfo,PurcMi00,def_int_long,0,,,,,
player,201609180car,sfo,PurcMi00,pass_defended,0,,,,,
player,201609180car,sfo,PurcMi00,sacks,0.0,,,,,
player,201609180car,sfo,PurcMi00,tackles_combined,3,,,,,
player,201609180car,sfo,PurcMi00,tackles_solo,1,,,,,
player,201609180car,sfo,PurcMi00,tackles_assists,2,,,,,
player,201609180car,sfo,PurcMi00,tackles_loss,0,,,,,
player,201609180car,sfo,PurcMi00,qb_hits,0,,,,,
player,201609180car,sfo,PurcMi00,fumbles_rec,0,,,,,
player,201609180car,sfo,PurcMi00,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,PurcMi00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,PurcMi00,fumbles_forced,0,,,,,
player,201609180car,sfo,TartJa00,def_int,0,,,,,
player,201609180car,sfo,TartJa00,def_int_yds,0,,,,,
player,201609180car,sfo,TartJa00,def_int_td,0,,,,,
player,201609180car,sfo,TartJa00,def_int_long,0,,,,,
player,201609180car,sfo,TartJa00,pass_defended,0,,,,,
player,201609180car,sfo,TartJa00,sacks,0.0,,,,,
player,201609180car,sfo,TartJa00,tackles_combined,3,,,,,
player,201609180car,sfo,TartJa00,tackles_solo,2,,,,,
player,201609180car,sfo,TartJa00,tackles_assists,1,,,,,
player,201609180car,sfo,TartJa00,tackles_loss,0,,,,,
player,201609180car,sfo,TartJa00,qb_hits,0,,,,,
player,201609180car,sfo,TartJa00,fumbles_rec,0,,,,,
player,201609180car,sfo,TartJa00,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,TartJa00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,TartJa00,fumbles_forced,0,,,,,
player,201609180car,sfo,BurbAa00,def_int,0,,,,,
player,201609180car,sfo,BurbAa00,def_int_yds,0,,,,,
player,201609180car,sfo,BurbAa00,def_int_td,0,,,,,
player,201609180car,sfo,BurbAa00,def_int_long,0,,,,,
player,201609180car,sfo,BurbAa00,pass_defended,0,,,,,
player,201609180car,sfo,BurbAa00,sacks,0.0,,,,,
player,201609180car,sfo,BurbAa00,tackles_combined,2,,,,,
player,201609180car,sfo,BurbAa00,tackles_solo,2,,,,,
player,201609180car,sfo,BurbAa00,tackles_assists,0,,,,,
player,201609180car,sfo,BurbAa00,tackles_loss,0,,,,,
player,201609180car,sfo,BurbAa00,qb_hits,0,,,,,
player,201609180car,sfo,BurbAa00,fumbles_rec,0,,,,,
player,201609180car,sfo,BurbAa00,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,BurbAa00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,BurbAa00,fumbles_forced,0,,,,,
player,201609180car,sfo,HaroEl00,def_int,0,,,,,
player,201609180car,sfo,HaroEl00,def_int_yds,0,,,,,
player,201609180car,sfo,HaroEl00,def_int_td,0,,,,,
player,201609180car,sfo,HaroEl00,def_int_long,0,,,,,
player,201609180car,sfo,HaroEl00,pass_defended,0,,,,,
player,201609180car,sfo,HaroEl00,sacks,0.0,,,,,
player,201609180car,sfo,HaroEl00,tackles_combined,2,,,,,
player,201609180car,sfo,HaroEl00,tackles_solo,1,,,,,
player,201609180car,sfo,HaroEl00,tackles_assists,1,,,,,
player,201609180car,sfo,HaroEl00,tackles_loss,0,,,,,
player,201609180car,sfo,HaroEl00,qb_hits,1,,,,,
player,201609180car,sfo,HaroEl00,fumbles_rec,1,,,,,
player,201609180car,sfo,HaroEl00,fumbles_rec_yds,19,,,,,
player,201609180car,sfo,HaroEl00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,HaroEl00,fumbles_forced,0,,,,,
player,201609180car,sfo,ReasKe00,def_int,0,,,,,
player,201609180car,sfo,ReasKe00,def_int_yds,0,,,,,
player,201609180car,sfo,ReasKe00,def_int_td,0,,,,,
player,201609180car,sfo,ReasKe00,def_int_long,0,,,,,
player,201609180car,sfo,ReasKe00,pass_defended,1,,,,,
player,201609180car,sfo,ReasKe00,sacks,0.0,,,,,
player,201609180car,sfo,ReasKe00,tackles_combined,2,,,,,
player,201609180car,sfo,ReasKe00,tackles_solo,2,,,,,
player,201609180car,sfo,ReasKe00,tackles_assists,0,,,,,
player,201609180car,sfo,ReasKe00,tackles_loss,0,,,,,
player,201609180car,sfo,ReasKe00,qb_hits,0,,,,,
player,201609180car,sfo,ReasKe00,fumbles_rec,0,,,,,
player,201609180car,sfo,ReasKe00,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,ReasKe00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,ReasKe00,fumbles_forced,0,,,,,
player,201609180car,sfo,ArmsAr01,def_int,0,,,,,
player,201609180car,sfo,ArmsAr01,def_int_yds,0,,,,,
player,201609180car,sfo,ArmsAr01,def_int_td,0,,,,,
player,201609180car,sfo,ArmsAr01,def_int_long,0,,,,,
player,201609180car,sfo,ArmsAr01,pass_defended,0,,,,,
player,201609180car,sfo,ArmsAr01,sacks,0.0,,,,,
player,201609180car,sfo,ArmsAr01,tackles_combined,1,,,,,
player,201609180car,sfo,ArmsAr01,tackles_solo,0,,,,,
player,201609180car,sfo,ArmsAr01,tackles_assists,1,,,,,
player,201609180car,sfo,ArmsAr01,tackles_loss,0,,,,,
player,201609180car,sfo,ArmsAr01,qb_hits,0,,,,,
player,201609180car,sfo,ArmsAr01,fumbles_rec,0,,,,,
player,201609180car,sfo,ArmsAr01,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,ArmsAr01,fumbles_rec_td,0,,,,,
player,201609180car,sfo,ArmsAr01,fumbles_forced,0,,,,,
player,201609180car,sfo,BellNi01,def_int,0,,,,,
player,201609180car,sfo,BellNi01,def_int_yds,0,,,,,
player,201609180car,sfo,BellNi01,def_int_td,0,,,,,
player,201609180car,sfo,BellNi01,def_int_long,0,,,,,
player,201609180car,sfo,BellNi01,pass_defended,0,,,,,
player,201609180car,sfo,BellNi01,sacks,0.0,,,,,
player,201609180car,sfo,BellNi01,tackles_combined,1,,,,,
player,201609180car,sfo,BellNi01,tackles_solo,1,,,,,
player,201609180car,sfo,BellNi01,tackles_assists,0,,,,,
player,201609180car,sfo,BellNi01,tackles_loss,0,,,,,
player,201609180car,sfo,BellNi01,qb_hits,0,,,,,
player,201609180car,sfo,BellNi01,fumbles_rec,0,,,,,
player,201609180car,sfo,BellNi01,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,BellNi01,fumbles_rec_td,0,,,,,
player,201609180car,sfo,BellNi01,fumbles_forced,0,,,,,
player,201609180car,sfo,CarrCo00,def_int,0,,,,,
player,201609180car,sfo,CarrCo00,def_int_yds,0,,,,,
player,201609180car,sfo,CarrCo00,def_int_td,0,,,,,
player,201609180car,sfo,CarrCo00,def_int_long,0,,,,,
player,201609180car,sfo,CarrCo00,pass_defended,0,,,,,
player,201609180car,sfo,CarrCo00,sacks,0.0,,,,,
player,201609180car,sfo,CarrCo00,tackles_combined,1,,,,,
player,201609180car,sfo,CarrCo00,tackles_solo,0,,,,,
player,201609180car,sfo,CarrCo00,tackles_assists,1,,,,,
player,201609180car,sfo,CarrCo00,tackles_loss,,,,,,
player,201609180car,sfo,CarrCo00,qb_hits,,,,,,
player,201609180car,sfo,CarrCo00,fumbles_rec,0,,,,,
player,201609180car,sfo,CarrCo00,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,CarrCo00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,CarrCo00,fumbles_forced,0,,,,,
player,201609180car,sfo,DaviCh05,def_int,0,,,,,
player,201609180car,sfo,DaviCh05,def_int_yds,0,,,,,
player,201609180car,sfo,DaviCh05,def_int_td,0,,,,,
player,201609180car,sfo,DaviCh05,def_int_long,0,,,,,
player,201609180car,sfo,DaviCh05,pass_defended,0,,,,,
player,201609180car,sfo,DaviCh05,sacks,0.0,,,,,
player,201609180car,sfo,DaviCh05,tackles_combined,1,,,,,
player,201609180car,sfo,DaviCh05,tackles_solo,0,,,,,
player,201609180car,sfo,DaviCh05,tackles_assists,1,,,,,
player,201609180car,sfo,DaviCh05,tackles_loss,0,,,,,
player,201609180car,sfo,DaviCh05,qb_hits,0,,,,,
player,201609180car,sfo,DaviCh05,fumbles_rec,0,,,,,
player,201609180car,sfo,DaviCh05,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,DaviCh05,fumbles_rec_td,0,,,,,
player,201609180car,sfo,DaviCh05,fumbles_forced,0,,,,,
player,201609180car,sfo,DrauSh00,def_int,0,,,,,
player,201609180car,sfo,DrauSh00,def_int_yds,,,,,,
player,201609180car,sfo,DrauSh00,def_int_td,0,,,,,
player,201609180car,sfo,DrauSh00,def_int_long,0,,,,,
player,201609180car,sfo,DrauSh00,pass_defended,0,,,,,
player,201609180car,sfo,DrauSh00,sacks,0.0,,,,,
player,201609180car,sfo,DrauSh00,tackles_combined,1,,,,,
player,201609180car,sfo,DrauSh00,tackles_solo,1,,,,,
player,201609180car,sfo,DrauSh00,tackles_assists,0,,,,,
player,201609180car,sfo,DrauSh00,tackles_loss,0,,,,,
player,201609180car,sfo,DrauSh00,qb_hits,0,,,,,
player,201609180car,sfo,DrauSh00,fumbles_rec,1,,,,,
player,201609180car,sfo,DrauSh00,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,DrauSh00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,DrauSh00,fumbles_forced,0,,,,,
player,201609180car,sfo,McDoVa00,def_int,0,,,,,
player,201609180car,sfo,McDoVa00,def_int_yds,,,,,,
player,201609180car,sfo,McDoVa00,def_int_td,0,,,,,
player,201609180car,sfo,McDoVa00,def_int_long,0,,,,,
player,201609180car,sfo,McDoVa00,pass_defended,0,,,,,
player,201609180car,sfo,McDoVa00,sacks,0.0,,,,,
player,201609180car,sfo,McDoVa00,tackles_combined,1,,,,,
player,201609180car,sfo,McDoVa00,tackles_solo,0,,,,,
player,201609180car,sfo,McDoVa00,tackles_assists,1,,,,,
player,201609180car,sfo,McDoVa00,tackles_loss,0,,,,,
player,201609180car,sfo,McDoVa00,qb_hits,0,,,,,
player,201609180car,sfo,McDoVa00,fumbles_rec,0,,,,,
player,201609180car,sfo,McDoVa00,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,McDoVa00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,McDoVa00,fumbles_forced,0,,,,,
player,201609180car,sfo,RobiRa00,def_int,0,,,,,
player,201609180car,sfo,RobiRa00,def_int_yds,0,,,,,
player,201609180car,sfo,RobiRa00,def_int_td,0,,,,,
player,201609180car,sfo,RobiRa00,def_int_long,0,,,,,
player,201609180car,sfo,RobiRa00,pass_defended,0,,,,,
player,201609180car,sfo,RobiRa00,sacks,0.0,,,,,
player,201609180car,sfo,RobiRa00,tackles_combined,1,,,,,
player,201609180car,sfo,RobiRa00,tackles_solo,0,,,,,
player,201609180car,sfo,RobiRa00,tackles_assists,1,,,,,
player,201609180car,sfo,RobiRa00,tackles_loss,0,,,,,
player,201609180car,sfo,RobiRa00,qb_hits,0,,,,,
player,201609180car,sfo,RobiRa00,fumbles_rec,0,,,,,
player,201609180car,sfo,RobiRa00,fumbles_rec_yds,0,,,,,
player,201609180car,sfo,RobiRa00,fumbles_rec_td,0,,,,,
player,201609180car,sfo,RobiRa00,fumbles_forced,0,,,,,
player,201609180car,car,KuecLu00,def_int,1,,,,,
player,201609180car,car,KuecLu00,def_int_yds,16,,,,,
player,201609180car,car,KuecLu00,def_int_td,0,,,,,
player,201609180car,car,KuecLu00,def_int_long,16,,,,,
player,201609180car,car,KuecLu00,pass_defended,1,,,,,
player,201609180car,car,KuecLu00,sacks,0.0,,,,,
player,201609180car,car,KuecLu00,tackles_combined,11,,,,,
player,201609180car,car,KuecLu00,tackles_solo,4,,,,,
player,201609180car,car,KuecLu00,tackles_assists,7,,,,,
player,201609180car,car,KuecLu00,tackles_loss,0,,,,,
player,201609180car,car,KuecLu00,qb_hits,0,,,,,
player,201609180car,car,KuecLu00,fumbles_rec,0,,,,,
player,201609180car,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201609180car,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201609180car,car,KuecLu00,fumbles_forced,0,,,,,
player,201609180car,car,BradJa00,def_int,1,,,,,
player,201609180car,car,BradJa00,def_int_yds,1,,,,,
player,201609180car,car,BradJa00,def_int_td,0,,,,,
player,201609180car,car,BradJa00,def_int_long,1,,,,,
player,201609180car,car,BradJa00,pass_defended,2,,,,,
player,201609180car,car,BradJa00,sacks,0.0,,,,,
player,201609180car,car,BradJa00,tackles_combined,2,,,,,
player,201609180car,car,BradJa00,tackles_solo,2,,,,,
player,201609180car,car,BradJa00,tackles_assists,0,,,,,
player,201609180car,car,BradJa00,tackles_loss,1,,,,,
player,201609180car,car,BradJa00,qb_hits,0,,,,,
player,201609180car,car,BradJa00,fumbles_rec,0,,,,,
player,201609180car,car,BradJa00,fumbles_rec_yds,0,,,,,
player,201609180car,car,BradJa00,fumbles_rec_td,0,,,,,
player,201609180car,car,BradJa00,fumbles_forced,0,,,,,
player,201609180car,car,AddiMa00,def_int,0,,,,,
player,201609180car,car,AddiMa00,def_int_yds,0,,,,,
player,201609180car,car,AddiMa00,def_int_td,0,,,,,
player,201609180car,car,AddiMa00,def_int_long,0,,,,,
player,201609180car,car,AddiMa00,pass_defended,0,,,,,
player,201609180car,car,AddiMa00,sacks,1.0,,,,,
player,201609180car,car,AddiMa00,tackles_combined,3,,,,,
player,201609180car,car,AddiMa00,tackles_solo,1,,,,,
player,201609180car,car,AddiMa00,tackles_assists,2,,,,,
player,201609180car,car,AddiMa00,tackles_loss,0,,,,,
player,201609180car,car,AddiMa00,qb_hits,1,,,,,
player,201609180car,car,AddiMa00,fumbles_rec,0,,,,,
player,201609180car,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201609180car,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201609180car,car,AddiMa00,fumbles_forced,0,,,,,
player,201609180car,car,LotuSt00,def_int,0,,,,,
player,201609180car,car,LotuSt00,def_int_yds,0,,,,,
player,201609180car,car,LotuSt00,def_int_td,0,,,,,
player,201609180car,car,LotuSt00,def_int_long,0,,,,,
player,201609180car,car,LotuSt00,pass_defended,0,,,,,
player,201609180car,car,LotuSt00,sacks,1.0,,,,,
player,201609180car,car,LotuSt00,tackles_combined,1,,,,,
player,201609180car,car,LotuSt00,tackles_solo,1,,,,,
player,201609180car,car,LotuSt00,tackles_assists,0,,,,,
player,201609180car,car,LotuSt00,tackles_loss,1,,,,,
player,201609180car,car,LotuSt00,qb_hits,1,,,,,
player,201609180car,car,LotuSt00,fumbles_rec,0,,,,,
player,201609180car,car,LotuSt00,fumbles_rec_yds,0,,,,,
player,201609180car,car,LotuSt00,fumbles_rec_td,0,,,,,
player,201609180car,car,LotuSt00,fumbles_forced,0,,,,,
player,201609180car,car,WorlDa00,def_int,0,,,,,
player,201609180car,car,WorlDa00,def_int_yds,0,,,,,
player,201609180car,car,WorlDa00,def_int_td,0,,,,,
player,201609180car,car,WorlDa00,def_int_long,0,,,,,
player,201609180car,car,WorlDa00,pass_defended,1,,,,,
player,201609180car,car,WorlDa00,sacks,0.0,,,,,
player,201609180car,car,WorlDa00,tackles_combined,6,,,,,
player,201609180car,car,WorlDa00,tackles_solo,5,,,,,
player,201609180car,car,WorlDa00,tackles_assists,1,,,,,
player,201609180car,car,WorlDa00,tackles_loss,0,,,,,
player,201609180car,car,WorlDa00,qb_hits,0,,,,,
player,201609180car,car,WorlDa00,fumbles_rec,0,,,,,
player,201609180car,car,WorlDa00,fumbles_rec_yds,0,,,,,
player,201609180car,car,WorlDa00,fumbles_rec_td,0,,,,,
player,201609180car,car,WorlDa00,fumbles_forced,0,,,,,
player,201609180car,car,BenwBe00,def_int,0,,,,,
player,201609180car,car,BenwBe00,def_int_yds,0,,,,,
player,201609180car,car,BenwBe00,def_int_td,0,,,,,
player,201609180car,car,BenwBe00,def_int_long,0,,,,,
player,201609180car,car,BenwBe00,pass_defended,1,,,,,
player,201609180car,car,BenwBe00,sacks,0.0,,,,,
player,201609180car,car,BenwBe00,tackles_combined,4,,,,,
player,201609180car,car,BenwBe00,tackles_solo,3,,,,,
player,201609180car,car,BenwBe00,tackles_assists,1,,,,,
player,201609180car,car,BenwBe00,tackles_loss,1,,,,,
player,201609180car,car,BenwBe00,qb_hits,0,,,,,
player,201609180car,car,BenwBe00,fumbles_rec,0,,,,,
player,201609180car,car,BenwBe00,fumbles_rec_yds,0,,,,,
player,201609180car,car,BenwBe00,fumbles_rec_td,0,,,,,
player,201609180car,car,BenwBe00,fumbles_forced,0,,,,,
player,201609180car,car,BostTr00,def_int,0,,,,,
player,201609180car,car,BostTr00,def_int_yds,0,,,,,
player,201609180car,car,BostTr00,def_int_td,0,,,,,
player,201609180car,car,BostTr00,def_int_long,0,,,,,
player,201609180car,car,BostTr00,pass_defended,0,,,,,
player,201609180car,car,BostTr00,sacks,0.0,,,,,
player,201609180car,car,BostTr00,tackles_combined,4,,,,,
player,201609180car,car,BostTr00,tackles_solo,4,,,,,
player,201609180car,car,BostTr00,tackles_assists,0,,,,,
player,201609180car,car,BostTr00,tackles_loss,1,,,,,
player,201609180car,car,BostTr00,qb_hits,1,,,,,
player,201609180car,car,BostTr00,fumbles_rec,0,,,,,
player,201609180car,car,BostTr00,fumbles_rec_yds,0,,,,,
player,201609180car,car,BostTr00,fumbles_rec_td,0,,,,,
player,201609180car,car,BostTr00,fumbles_forced,0,,,,,
player,201609180car,car,EalyKo00,def_int,0,,,,,
player,201609180car,car,EalyKo00,def_int_yds,0,,,,,
player,201609180car,car,EalyKo00,def_int_td,0,,,,,
player,201609180car,car,EalyKo00,def_int_long,0,,,,,
player,201609180car,car,EalyKo00,pass_defended,0,,,,,
player,201609180car,car,EalyKo00,sacks,0.0,,,,,
player,201609180car,car,EalyKo00,tackles_combined,4,,,,,
player,201609180car,car,EalyKo00,tackles_solo,0,,,,,
player,201609180car,car,EalyKo00,tackles_assists,4,,,,,
player,201609180car,car,EalyKo00,tackles_loss,0,,,,,
player,201609180car,car,EalyKo00,qb_hits,1,,,,,
player,201609180car,car,EalyKo00,fumbles_rec,0,,,,,
player,201609180car,car,EalyKo00,fumbles_rec_yds,0,,,,,
player,201609180car,car,EalyKo00,fumbles_rec_td,0,,,,,
player,201609180car,car,EalyKo00,fumbles_forced,0,,,,,
player,201609180car,car,ColeKu99,def_int,0,,,,,
player,201609180car,car,ColeKu99,def_int_yds,0,,,,,
player,201609180car,car,ColeKu99,def_int_td,0,,,,,
player,201609180car,car,ColeKu99,def_int_long,0,,,,,
player,201609180car,car,ColeKu99,pass_defended,0,,,,,
player,201609180car,car,ColeKu99,sacks,0.0,,,,,
player,201609180car,car,ColeKu99,tackles_combined,3,,,,,
player,201609180car,car,ColeKu99,tackles_solo,3,,,,,
player,201609180car,car,ColeKu99,tackles_assists,0,,,,,
player,201609180car,car,ColeKu99,tackles_loss,0,,,,,
player,201609180car,car,ColeKu99,qb_hits,0,,,,,
player,201609180car,car,ColeKu99,fumbles_rec,0,,,,,
player,201609180car,car,ColeKu99,fumbles_rec_yds,0,,,,,
player,201609180car,car,ColeKu99,fumbles_rec_td,0,,,,,
player,201609180car,car,ColeKu99,fumbles_forced,0,,,,,
player,201609180car,car,DaviTh20,def_int,0,,,,,
player,201609180car,car,DaviTh20,def_int_yds,0,,,,,
player,201609180car,car,DaviTh20,def_int_td,0,,,,,
player,201609180car,car,DaviTh20,def_int_long,0,,,,,
player,201609180car,car,DaviTh20,pass_defended,0,,,,,
player,201609180car,car,DaviTh20,sacks,0.0,,,,,
player,201609180car,car,DaviTh20,tackles_combined,3,,,,,
player,201609180car,car,DaviTh20,tackles_solo,3,,,,,
player,201609180car,car,DaviTh20,tackles_assists,0,,,,,
player,201609180car,car,DaviTh20,tackles_loss,0,,,,,
player,201609180car,car,DaviTh20,qb_hits,0,,,,,
player,201609180car,car,DaviTh20,fumbles_rec,0,,,,,
player,201609180car,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201609180car,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201609180car,car,DaviTh20,fumbles_forced,0,,,,,
player,201609180car,car,JohnCh98,def_int,0,,,,,
player,201609180car,car,JohnCh98,def_int_yds,0,,,,,
player,201609180car,car,JohnCh98,def_int_td,0,,,,,
player,201609180car,car,JohnCh98,def_int_long,0,,,,,
player,201609180car,car,JohnCh98,pass_defended,0,,,,,
player,201609180car,car,JohnCh98,sacks,0.0,,,,,
player,201609180car,car,JohnCh98,tackles_combined,3,,,,,
player,201609180car,car,JohnCh98,tackles_solo,3,,,,,
player,201609180car,car,JohnCh98,tackles_assists,0,,,,,
player,201609180car,car,JohnCh98,tackles_loss,0,,,,,
player,201609180car,car,JohnCh98,qb_hits,0,,,,,
player,201609180car,car,JohnCh98,fumbles_rec,0,,,,,
player,201609180car,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201609180car,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201609180car,car,JohnCh98,fumbles_forced,1,,,,,
player,201609180car,car,ShorKa00,def_int,0,,,,,
player,201609180car,car,ShorKa00,def_int_yds,0,,,,,
player,201609180car,car,ShorKa00,def_int_td,0,,,,,
player,201609180car,car,ShorKa00,def_int_long,0,,,,,
player,201609180car,car,ShorKa00,pass_defended,0,,,,,
player,201609180car,car,ShorKa00,sacks,0.0,,,,,
player,201609180car,car,ShorKa00,tackles_combined,3,,,,,
player,201609180car,car,ShorKa00,tackles_solo,2,,,,,
player,201609180car,car,ShorKa00,tackles_assists,1,,,,,
player,201609180car,car,ShorKa00,tackles_loss,1,,,,,
player,201609180car,car,ShorKa00,qb_hits,1,,,,,
player,201609180car,car,ShorKa00,fumbles_rec,0,,,,,
player,201609180car,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201609180car,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201609180car,car,ShorKa00,fumbles_forced,0,,,,,
player,201609180car,car,ThomSh01,def_int,0,,,,,
player,201609180car,car,ThomSh01,def_int_yds,0,,,,,
player,201609180car,car,ThomSh01,def_int_td,0,,,,,
player,201609180car,car,ThomSh01,def_int_long,0,,,,,
player,201609180car,car,ThomSh01,pass_defended,0,,,,,
player,201609180car,car,ThomSh01,sacks,0.0,,,,,
player,201609180car,car,ThomSh01,tackles_combined,3,,,,,
player,201609180car,car,ThomSh01,tackles_solo,1,,,,,
player,201609180car,car,ThomSh01,tackles_assists,2,,,,,
player,201609180car,car,ThomSh01,tackles_loss,0,,,,,
player,201609180car,car,ThomSh01,qb_hits,0,,,,,
player,201609180car,car,ThomSh01,fumbles_rec,1,,,,,
