game,2016,8,20161030,201610300atl,gnb,"Green Bay Packers",32,atl,"Atlanta Falcons",33
player,201610300atl,gnb,AdamDa01,targets,14,,,,,
player,201610300atl,gnb,AdamDa01,rec,12,,,,,
player,201610300atl,gnb,AdamDa01,rec_yds,74,,,,,
player,201610300atl,gnb,AdamDa01,rec_td,0,,,,,
player,201610300atl,gnb,AdamDa01,rec_long,22,,,,,
player,201610300atl,gnb,AdamDa01,fumbles,1,,,,,
player,201610300atl,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201610300atl,gnb,JaniJe00,pass_cmp,0,,,,,
player,201610300atl,gnb,JaniJe00,pass_att,0,,,,,
player,201610300atl,gnb,JaniJe00,pass_yds,0,,,,,
player,201610300atl,gnb,JaniJe00,pass_td,0,,,,,
player,201610300atl,gnb,JaniJe00,pass_int,0,,,,,
player,201610300atl,gnb,JaniJe00,pass_sacked,0,,,,,
player,201610300atl,gnb,JaniJe00,pass_sacked_yds,0,,,,,
player,201610300atl,gnb,JaniJe00,pass_long,0,,,,,
player,201610300atl,gnb,JaniJe00,pass_rating,,,,,,
player,201610300atl,gnb,JaniJe00,rush_att,0,,,,,
player,201610300atl,gnb,JaniJe00,rush_yds,0,,,,,
player,201610300atl,gnb,JaniJe00,rush_td,0,,,,,
player,201610300atl,gnb,JaniJe00,rush_long,0,,,,,
player,201610300atl,gnb,JaniJe00,targets,4,,,,,
player,201610300atl,gnb,JaniJe00,rec,4,,,,,
player,201610300atl,gnb,JaniJe00,rec_yds,30,,,,,
player,201610300atl,gnb,JaniJe00,rec_td,1,,,,,
player,201610300atl,gnb,JaniJe00,rec_long,10,,,,,
player,201610300atl,gnb,JaniJe00,fumbles,0,,,,,
player,201610300atl,gnb,JaniJe00,fumbles_lost,0,,,,,
player,201610300atl,gnb,DaviTr03,pass_cmp,0,,,,,
player,201610300atl,gnb,DaviTr03,pass_att,0,,,,,
player,201610300atl,gnb,DaviTr03,pass_yds,0,,,,,
player,201610300atl,gnb,DaviTr03,pass_td,0,,,,,
player,201610300atl,gnb,DaviTr03,pass_int,0,,,,,
player,201610300atl,gnb,DaviTr03,pass_sacked,0,,,,,
player,201610300atl,gnb,DaviTr03,pass_sacked_yds,0,,,,,
player,201610300atl,gnb,DaviTr03,pass_long,0,,,,,
player,201610300atl,gnb,DaviTr03,pass_rating,,,,,,
player,201610300atl,gnb,DaviTr03,rush_att,0,,,,,
player,201610300atl,gnb,DaviTr03,rush_yds,0,,,,,
player,201610300atl,gnb,DaviTr03,rush_td,0,,,,,
player,201610300atl,gnb,DaviTr03,rush_long,0,,,,,
player,201610300atl,gnb,DaviTr03,targets,4,,,,,
player,201610300atl,gnb,DaviTr03,rec,3,,,,,
player,201610300atl,gnb,DaviTr03,rec_yds,24,,,,,
player,201610300atl,gnb,DaviTr03,rec_td,1,,,,,
player,201610300atl,gnb,DaviTr03,rec_long,9,,,,,
player,201610300atl,gnb,DaviTr03,fumbles,0,,,,,
player,201610300atl,gnb,DaviTr03,fumbles_lost,0,,,,,
player,201610300atl,gnb,AlliGe01,pass_cmp,0,,,,,
player,201610300atl,gnb,AlliGe01,pass_att,0,,,,,
player,201610300atl,gnb,AlliGe01,pass_yds,0,,,,,
player,201610300atl,gnb,AlliGe01,pass_td,0,,,,,
player,201610300atl,gnb,AlliGe01,pass_int,0,,,,,
player,201610300atl,gnb,AlliGe01,pass_sacked,0,,,,,
player,201610300atl,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201610300atl,gnb,AlliGe01,pass_long,0,,,,,
player,201610300atl,gnb,AlliGe01,pass_rating,,,,,,
player,201610300atl,gnb,AlliGe01,rush_att,0,,,,,
player,201610300atl,gnb,AlliGe01,rush_yds,0,,,,,
player,201610300atl,gnb,AlliGe01,rush_td,0,,,,,
player,201610300atl,gnb,AlliGe01,rush_long,0,,,,,
player,201610300atl,gnb,AlliGe01,targets,4,,,,,
player,201610300atl,gnb,AlliGe01,rec,2,,,,,
player,201610300atl,gnb,AlliGe01,rec_yds,21,,,,,
player,201610300atl,gnb,AlliGe01,rec_td,1,,,,,
player,201610300atl,gnb,AlliGe01,rec_long,17,,,,,
player,201610300atl,gnb,AlliGe01,fumbles,0,,,,,
player,201610300atl,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201610300atl,atl,RyanMa00,pass_cmp,28,,,,,
player,201610300atl,atl,RyanMa00,pass_att,35,,,,,
player,201610300atl,atl,RyanMa00,pass_yds,288,,,,,
player,201610300atl,atl,RyanMa00,pass_td,3,,,,,
player,201610300atl,atl,RyanMa00,pass_int,0,,,,,
player,201610300atl,atl,RyanMa00,pass_sacked,2,,,,,
player,201610300atl,atl,RyanMa00,pass_sacked_yds,11,,,,,
player,201610300atl,atl,RyanMa00,pass_long,47,,,,,
player,201610300atl,atl,RyanMa00,pass_rating,129.5,,,,,
player,201610300atl,atl,RyanMa00,rush_att,2,,,,,
player,201610300atl,atl,RyanMa00,rush_yds,9,,,,,
player,201610300atl,atl,RyanMa00,rush_td,0,,,,,
player,201610300atl,atl,RyanMa00,rush_long,10,,,,,
player,201610300atl,atl,RyanMa00,targets,0,,,,,
player,201610300atl,atl,RyanMa00,rec,0,,,,,
player,201610300atl,atl,RyanMa00,rec_yds,0,,,,,
player,201610300atl,atl,RyanMa00,rec_td,0,,,,,
player,201610300atl,atl,RyanMa00,rec_long,0,,,,,
player,201610300atl,atl,RyanMa00,fumbles,0,,,,,
player,201610300atl,atl,RyanMa00,fumbles_lost,0,,,,,
player,201610300atl,atl,WardTe00,pass_cmp,0,,,,,
player,201610300atl,atl,WardTe00,pass_att,0,,,,,
player,201610300atl,atl,WardTe00,pass_yds,0,,,,,
player,201610300atl,atl,WardTe00,pass_td,0,,,,,
player,201610300atl,atl,WardTe00,pass_int,0,,,,,
player,201610300atl,atl,WardTe00,pass_sacked,0,,,,,
player,201610300atl,atl,WardTe00,pass_sacked_yds,0,,,,,
player,201610300atl,atl,WardTe00,pass_long,0,,,,,
player,201610300atl,atl,WardTe00,pass_rating,,,,,,
player,201610300atl,atl,WardTe00,rush_att,6,,,,,
player,201610300atl,atl,WardTe00,rush_yds,46,,,,,
player,201610300atl,atl,WardTe00,rush_td,0,,,,,
player,201610300atl,atl,WardTe00,rush_long,26,,,,,
player,201610300atl,atl,WardTe00,targets,1,,,,,
player,201610300atl,atl,WardTe00,rec,1,,,,,
player,201610300atl,atl,WardTe00,rec_yds,11,,,,,
player,201610300atl,atl,WardTe00,rec_td,0,,,,,
player,201610300atl,atl,WardTe00,rec_long,11,,,,,
player,201610300atl,atl,WardTe00,fumbles,0,,,,,
player,201610300atl,atl,WardTe00,fumbles_lost,0,,,,,
player,201610300atl,atl,FreeDe00,pass_cmp,0,,,,,
player,201610300atl,atl,FreeDe00,pass_att,0,,,,,
player,201610300atl,atl,FreeDe00,pass_yds,0,,,,,
player,201610300atl,atl,FreeDe00,pass_td,0,,,,,
player,201610300atl,atl,FreeDe00,pass_int,0,,,,,
player,201610300atl,atl,FreeDe00,pass_sacked,0,,,,,
player,201610300atl,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201610300atl,atl,FreeDe00,pass_long,0,,,,,
player,201610300atl,atl,FreeDe00,pass_rating,,,,,,
player,201610300atl,atl,FreeDe00,rush_att,11,,,,,
player,201610300atl,atl,FreeDe00,rush_yds,35,,,,,
player,201610300atl,atl,FreeDe00,rush_td,1,,,,,
player,201610300atl,atl,FreeDe00,rush_long,17,,,,,
player,201610300atl,atl,FreeDe00,targets,6,,,,,
player,201610300atl,atl,FreeDe00,rec,4,,,,,
player,201610300atl,atl,FreeDe00,rec_yds,23,,,,,
player,201610300atl,atl,FreeDe00,rec_td,1,,,,,
player,201610300atl,atl,FreeDe00,rec_long,9,,,,,
player,201610300atl,atl,FreeDe00,fumbles,0,,,,,
player,201610300atl,atl,FreeDe00,fumbles_lost,0,,,,,
player,201610300atl,atl,SanuMo00,pass_cmp,0,,,,,
player,201610300atl,atl,SanuMo00,pass_att,0,,,,,
player,201610300atl,atl,SanuMo00,pass_yds,0,,,,,
player,201610300atl,atl,SanuMo00,pass_td,0,,,,,
player,201610300atl,atl,SanuMo00,pass_int,0,,,,,
player,201610300atl,atl,SanuMo00,pass_sacked,0,,,,,
player,201610300atl,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201610300atl,atl,SanuMo00,pass_long,0,,,,,
player,201610300atl,atl,SanuMo00,pass_rating,,,,,,
player,201610300atl,atl,SanuMo00,rush_att,0,,,,,
player,201610300atl,atl,SanuMo00,rush_yds,0,,,,,
player,201610300atl,atl,SanuMo00,rush_td,0,,,,,
player,201610300atl,atl,SanuMo00,rush_long,0,,,,,
player,201610300atl,atl,SanuMo00,targets,10,,,,,
player,201610300atl,atl,SanuMo00,rec,9,,,,,
player,201610300atl,atl,SanuMo00,rec_yds,84,,,,,
player,201610300atl,atl,SanuMo00,rec_td,1,,,,,
player,201610300atl,atl,SanuMo00,rec_long,14,,,,,
player,201610300atl,atl,SanuMo00,fumbles,0,,,,,
player,201610300atl,atl,SanuMo00,fumbles_lost,0,,,,,
player,201610300atl,atl,GabrTa00,pass_cmp,0,,,,,
player,201610300atl,atl,GabrTa00,pass_att,0,,,,,
player,201610300atl,atl,GabrTa00,pass_yds,0,,,,,
player,201610300atl,atl,GabrTa00,pass_td,0,,,,,
player,201610300atl,atl,GabrTa00,pass_int,0,,,,,
player,201610300atl,atl,GabrTa00,pass_sacked,0,,,,,
player,201610300atl,atl,GabrTa00,pass_sacked_yds,0,,,,,
player,201610300atl,atl,GabrTa00,pass_long,0,,,,,
player,201610300atl,atl,GabrTa00,pass_rating,,,,,,
player,201610300atl,atl,GabrTa00,rush_att,0,,,,,
player,201610300atl,atl,GabrTa00,rush_yds,0,,,,,
player,201610300atl,atl,GabrTa00,rush_td,0,,,,,
player,201610300atl,atl,GabrTa00,rush_long,0,,,,,
player,201610300atl,atl,GabrTa00,targets,3,,,,,
player,201610300atl,atl,GabrTa00,rec,3,,,,,
player,201610300atl,atl,GabrTa00,rec_yds,68,,,,,
player,201610300atl,atl,GabrTa00,rec_td,1,,,,,
player,201610300atl,atl,GabrTa00,rec_long,47,,,,,
player,201610300atl,atl,GabrTa00,fumbles,0,,,,,
player,201610300atl,atl,GabrTa00,fumbles_lost,0,,,,,
player,201610300atl,atl,HoopAu00,pass_cmp,0,,,,,
player,201610300atl,atl,HoopAu00,pass_att,0,,,,,
player,201610300atl,atl,HoopAu00,pass_yds,0,,,,,
player,201610300atl,atl,HoopAu00,pass_td,0,,,,,
player,201610300atl,atl,HoopAu00,pass_int,0,,,,,
player,201610300atl,atl,HoopAu00,pass_sacked,0,,,,,
player,201610300atl,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201610300atl,atl,HoopAu00,pass_long,0,,,,,
player,201610300atl,atl,HoopAu00,pass_rating,,,,,,
player,201610300atl,atl,HoopAu00,rush_att,0,,,,,
player,201610300atl,atl,HoopAu00,rush_yds,0,,,,,
player,201610300atl,atl,HoopAu00,rush_td,0,,,,,
player,201610300atl,atl,HoopAu00,rush_long,0,,,,,
player,201610300atl,atl,HoopAu00,targets,5,,,,,
player,201610300atl,atl,HoopAu00,rec,5,,,,,
player,201610300atl,atl,HoopAu00,rec_yds,41,,,,,
player,201610300atl,atl,HoopAu00,rec_td,0,,,,,
player,201610300atl,atl,HoopAu00,rec_long,17,,,,,
player,201610300atl,atl,HoopAu00,fumbles,0,,,,,
player,201610300atl,atl,HoopAu00,fumbles_lost,0,,,,,
player,201610300atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201610300atl,atl,JoneJu02,pass_att,0,,,,,
player,201610300atl,atl,JoneJu02,pass_yds,0,,,,,
player,201610300atl,atl,JoneJu02,pass_td,0,,,,,
player,201610300atl,atl,JoneJu02,pass_int,0,,,,,
player,201610300atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201610300atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201610300atl,atl,JoneJu02,pass_long,0,,,,,
player,201610300atl,atl,JoneJu02,pass_rating,,,,,,
player,201610300atl,atl,JoneJu02,rush_att,0,,,,,
player,201610300atl,atl,JoneJu02,rush_yds,0,,,,,
player,201610300atl,atl,JoneJu02,rush_td,0,,,,,
player,201610300atl,atl,JoneJu02,rush_long,0,,,,,
player,201610300atl,atl,JoneJu02,targets,5,,,,,
player,201610300atl,atl,JoneJu02,rec,3,,,,,
player,201610300atl,atl,JoneJu02,rec_yds,29,,,,,
player,201610300atl,atl,JoneJu02,rec_td,0,,,,,
player,201610300atl,atl,JoneJu02,rec_long,12,,,,,
player,201610300atl,atl,JoneJu02,fumbles,0,,,,,
player,201610300atl,atl,JoneJu02,fumbles_lost,0,,,,,
player,201610300atl,atl,TammJa00,pass_cmp,0,,,,,
player,201610300atl,atl,TammJa00,pass_att,0,,,,,
player,201610300atl,atl,TammJa00,pass_yds,0,,,,,
player,201610300atl,atl,TammJa00,pass_td,0,,,,,
player,201610300atl,atl,TammJa00,pass_int,0,,,,,
player,201610300atl,atl,TammJa00,pass_sacked,0,,,,,
player,201610300atl,atl,TammJa00,pass_sacked_yds,0,,,,,
player,201610300atl,atl,TammJa00,pass_long,0,,,,,
player,201610300atl,atl,TammJa00,pass_rating,,,,,,
player,201610300atl,atl,TammJa00,rush_att,0,,,,,
player,201610300atl,atl,TammJa00,rush_yds,0,,,,,
player,201610300atl,atl,TammJa00,rush_td,0,,,,,
player,201610300atl,atl,TammJa00,rush_long,0,,,,,
player,201610300atl,atl,TammJa00,targets,2,,,,,
player,201610300atl,atl,TammJa00,rec,2,,,,,
player,201610300atl,atl,TammJa00,rec_yds,19,,,,,
player,201610300atl,atl,TammJa00,rec_td,0,,,,,
player,201610300atl,atl,TammJa00,rec_long,13,,,,,
player,201610300atl,atl,TammJa00,fumbles,0,,,,,
player,201610300atl,atl,TammJa00,fumbles_lost,0,,,,,
player,201610300atl,atl,HardJu00,pass_cmp,0,,,,,
player,201610300atl,atl,HardJu00,pass_att,0,,,,,
player,201610300atl,atl,HardJu00,pass_yds,0,,,,,
player,201610300atl,atl,HardJu00,pass_td,0,,,,,
player,201610300atl,atl,HardJu00,pass_int,0,,,,,
player,201610300atl,atl,HardJu00,pass_sacked,0,,,,,
player,201610300atl,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201610300atl,atl,HardJu00,pass_long,0,,,,,
player,201610300atl,atl,HardJu00,pass_rating,,,,,,
player,201610300atl,atl,HardJu00,rush_att,0,,,,,
player,201610300atl,atl,HardJu00,rush_yds,0,,,,,
player,201610300atl,atl,HardJu00,rush_td,0,,,,,
player,201610300atl,atl,HardJu00,rush_long,0,,,,,
player,201610300atl,atl,HardJu00,targets,1,,,,,
player,201610300atl,atl,HardJu00,rec,1,,,,,
player,201610300atl,atl,HardJu00,rec_yds,13,,,,,
player,201610300atl,atl,HardJu00,rec_td,0,,,,,
player,201610300atl,atl,HardJu00,rec_long,13,,,,,
player,201610300atl,atl,HardJu00,fumbles,0,,,,,
player,201610300atl,atl,HardJu00,fumbles_lost,0,,,,,
player,201610300atl,atl,RobiAl00,pass_cmp,0,,,,,
player,201610300atl,atl,RobiAl00,pass_att,0,,,,,
player,201610300atl,atl,RobiAl00,pass_yds,0,,,,,
player,201610300atl,atl,RobiAl00,pass_td,0,,,,,
player,201610300atl,atl,RobiAl00,pass_int,0,,,,,
player,201610300atl,atl,RobiAl00,pass_sacked,0,,,,,
player,201610300atl,atl,RobiAl00,pass_sacked_yds,0,,,,,
player,201610300atl,atl,RobiAl00,pass_long,0,,,,,
player,201610300atl,atl,RobiAl00,pass_rating,,,,,,
player,201610300atl,atl,RobiAl00,rush_att,0,,,,,
player,201610300atl,atl,RobiAl00,rush_yds,0,,,,,
player,201610300atl,atl,RobiAl00,rush_td,0,,,,,
player,201610300atl,atl,RobiAl00,rush_long,0,,,,,
player,201610300atl,atl,RobiAl00,targets,1,,,,,
player,201610300atl,atl,RobiAl00,rec,0,,,,,
player,201610300atl,atl,RobiAl00,rec_yds,0,,,,,
player,201610300atl,atl,RobiAl00,rec_td,0,,,,,
player,201610300atl,atl,RobiAl00,rec_long,0,,,,,
player,201610300atl,atl,RobiAl00,fumbles,0,,,,,
player,201610300atl,atl,RobiAl00,fumbles_lost,0,,,,,
player,201610300atl,atl,ToilLe00,pass_cmp,0,,,,,
player,201610300atl,atl,ToilLe00,pass_att,0,,,,,
player,201610300atl,atl,ToilLe00,pass_yds,0,,,,,
player,201610300atl,atl,ToilLe00,pass_td,0,,,,,
player,201610300atl,atl,ToilLe00,pass_int,0,,,,,
player,201610300atl,atl,ToilLe00,pass_sacked,0,,,,,
player,201610300atl,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201610300atl,atl,ToilLe00,pass_long,0,,,,,
player,201610300atl,atl,ToilLe00,pass_rating,,,,,,
player,201610300atl,atl,ToilLe00,rush_att,0,,,,,
player,201610300atl,atl,ToilLe00,rush_yds,0,,,,,
player,201610300atl,atl,ToilLe00,rush_td,0,,,,,
player,201610300atl,atl,ToilLe00,rush_long,0,,,,,
player,201610300atl,atl,ToilLe00,targets,1,,,,,
player,201610300atl,atl,ToilLe00,rec,0,,,,,
player,201610300atl,atl,ToilLe00,rec_yds,0,,,,,
player,201610300atl,atl,ToilLe00,rec_td,0,,,,,
player,201610300atl,atl,ToilLe00,rec_long,0,,,,,
player,201610300atl,atl,ToilLe00,fumbles,0,,,,,
player,201610300atl,atl,ToilLe00,fumbles_lost,0,,,,,
player,201610300atl,gnb,DaniMi00,def_int,0,,,,,
player,201610300atl,gnb,DaniMi00,def_int_yds,0,,,,,
player,201610300atl,gnb,DaniMi00,def_int_td,0,,,,,
player,201610300atl,gnb,DaniMi00,def_int_long,0,,,,,
player,201610300atl,gnb,DaniMi00,pass_defended,0,,,,,
player,201610300atl,gnb,DaniMi00,sacks,1.0,,,,,
player,201610300atl,gnb,DaniMi00,tackles_combined,1,,,,,
player,201610300atl,gnb,DaniMi00,tackles_solo,1,,,,,
player,201610300atl,gnb,DaniMi00,tackles_assists,0,,,,,
player,201610300atl,gnb,DaniMi00,tackles_loss,1,,,,,
player,201610300atl,gnb,DaniMi00,qb_hits,1,,,,,
player,201610300atl,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201610300atl,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201610300atl,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201610300atl,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201610300atl,gnb,PeppJu99,def_int,0,,,,,
player,201610300atl,gnb,PeppJu99,def_int_yds,0,,,,,
player,201610300atl,gnb,PeppJu99,def_int_td,0,,,,,
player,201610300atl,gnb,PeppJu99,def_int_long,0,,,,,
player,201610300atl,gnb,PeppJu99,pass_defended,0,,,,,
player,201610300atl,gnb,PeppJu99,sacks,1.0,,,,,
player,201610300atl,gnb,PeppJu99,tackles_combined,1,,,,,
player,201610300atl,gnb,PeppJu99,tackles_solo,1,,,,,
player,201610300atl,gnb,PeppJu99,tackles_assists,0,,,,,
player,201610300atl,gnb,PeppJu99,tackles_loss,1,,,,,
