game,2016,11,20161117,201611170car,nor,"New Orleans Saints",20,car,"Carolina Panthers",23
team,201611170car,nor,First Downs,28,,,,,,
team,201611170car,car,First Downs,17,,,,,,
team,201611170car,nor,Rush-Yds-TDs,25-107-0,,,,,,
team,201611170car,car,Rush-Yds-TDs,27-50-1,,,,,,
team,201611170car,nor,Cmp-Att-Yd-TD-INT,35-44-285-2-1,,,,,,
team,201611170car,car,Cmp-Att-Yd-TD-INT,14-33-192-1-0,,,,,,
team,201611170car,nor,Sacked-Yards,3-21,,,,,,
team,201611170car,car,Sacked-Yards,2-19,,,,,,
team,201611170car,nor,Net Pass Yards,264,,,,,,
team,201611170car,car,Net Pass Yards,173,,,,,,
team,201611170car,nor,Total Yards,371,,,,,,
team,201611170car,car,Total Yards,223,,,,,,
team,201611170car,nor,Fumbles-Lost,2-1,,,,,,
team,201611170car,car,Fumbles-Lost,1-0,,,,,,
team,201611170car,nor,Turnovers,2,,,,,,
team,201611170car,car,Turnovers,0,,,,,,
team,201611170car,nor,Penalties-Yards,6-48,,,,,,
team,201611170car,car,Penalties-Yards,6-45,,,,,,
team,201611170car,nor,Third Down Conv.,4-13,,,,,,
team,201611170car,car,Third Down Conv.,7-17,,,,,,
team,201611170car,nor,Fourth Down Conv.,2-2,,,,,,
team,201611170car,car,Fourth Down Conv.,0-0,,,,,,
team,201611170car,nor,Time of Possession,32:15,,,,,,
team,201611170car,car,Time of Possession,27:45,,,,,,
player,201611170car,nor,BreeDr00,pass_cmp,35,,,,,
player,201611170car,nor,BreeDr00,pass_att,44,,,,,
player,201611170car,nor,BreeDr00,pass_yds,285,,,,,
player,201611170car,nor,BreeDr00,pass_td,2,,,,,
player,201611170car,nor,BreeDr00,pass_int,1,,,,,
player,201611170car,nor,BreeDr00,pass_sacked,3,,,,,
player,201611170car,nor,BreeDr00,pass_sacked_yds,21,,,,,
player,201611170car,nor,BreeDr00,pass_long,22,,,,,
player,201611170car,nor,BreeDr00,pass_rating,99.3,,,,,
player,201611170car,nor,BreeDr00,rush_att,2,,,,,
player,201611170car,nor,BreeDr00,rush_yds,0,,,,,
player,201611170car,nor,BreeDr00,rush_td,0,,,,,
player,201611170car,nor,BreeDr00,rush_long,1,,,,,
player,201611170car,nor,BreeDr00,targets,0,,,,,
player,201611170car,nor,BreeDr00,rec,0,,,,,
player,201611170car,nor,BreeDr00,rec_yds,0,,,,,
player,201611170car,nor,BreeDr00,rec_td,0,,,,,
player,201611170car,nor,BreeDr00,rec_long,0,,,,,
player,201611170car,nor,BreeDr00,fumbles,1,,,,,
player,201611170car,nor,BreeDr00,fumbles_lost,1,,,,,
player,201611170car,nor,HighTi00,pass_cmp,0,,,,,
player,201611170car,nor,HighTi00,pass_att,0,,,,,
player,201611170car,nor,HighTi00,pass_yds,0,,,,,
player,201611170car,nor,HighTi00,pass_td,0,,,,,
player,201611170car,nor,HighTi00,pass_int,0,,,,,
player,201611170car,nor,HighTi00,pass_sacked,0,,,,,
player,201611170car,nor,HighTi00,pass_sacked_yds,0,,,,,
player,201611170car,nor,HighTi00,pass_long,0,,,,,
player,201611170car,nor,HighTi00,pass_rating,,,,,,
player,201611170car,nor,HighTi00,rush_att,12,,,,,
player,201611170car,nor,HighTi00,rush_yds,69,,,,,
player,201611170car,nor,HighTi00,rush_td,0,,,,,
player,201611170car,nor,HighTi00,rush_long,27,,,,,
player,201611170car,nor,HighTi00,targets,9,,,,,
player,201611170car,nor,HighTi00,rec,8,,,,,
player,201611170car,nor,HighTi00,rec_yds,57,,,,,
player,201611170car,nor,HighTi00,rec_td,0,,,,,
player,201611170car,nor,HighTi00,rec_long,11,,,,,
player,201611170car,nor,HighTi00,fumbles,0,,,,,
player,201611170car,nor,HighTi00,fumbles_lost,0,,,,,
player,201611170car,nor,IngrMa01,pass_cmp,0,,,,,
player,201611170car,nor,IngrMa01,pass_att,0,,,,,
player,201611170car,nor,IngrMa01,pass_yds,0,,,,,
player,201611170car,nor,IngrMa01,pass_td,0,,,,,
player,201611170car,nor,IngrMa01,pass_int,0,,,,,
player,201611170car,nor,IngrMa01,pass_sacked,0,,,,,
player,201611170car,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201611170car,nor,IngrMa01,pass_long,0,,,,,
player,201611170car,nor,IngrMa01,pass_rating,,,,,,
player,201611170car,nor,IngrMa01,rush_att,7,,,,,
player,201611170car,nor,IngrMa01,rush_yds,28,,,,,
player,201611170car,nor,IngrMa01,rush_td,0,,,,,
player,201611170car,nor,IngrMa01,rush_long,14,,,,,
player,201611170car,nor,IngrMa01,targets,4,,,,,
player,201611170car,nor,IngrMa01,rec,3,,,,,
player,201611170car,nor,IngrMa01,rec_yds,47,,,,,
player,201611170car,nor,IngrMa01,rec_td,0,,,,,
player,201611170car,nor,IngrMa01,rec_long,22,,,,,
player,201611170car,nor,IngrMa01,fumbles,0,,,,,
player,201611170car,nor,IngrMa01,fumbles_lost,0,,,,,
player,201611170car,nor,CookBr00,pass_cmp,0,,,,,
player,201611170car,nor,CookBr00,pass_att,0,,,,,
player,201611170car,nor,CookBr00,pass_yds,0,,,,,
player,201611170car,nor,CookBr00,pass_td,0,,,,,
player,201611170car,nor,CookBr00,pass_int,0,,,,,
player,201611170car,nor,CookBr00,pass_sacked,0,,,,,
player,201611170car,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201611170car,nor,CookBr00,pass_long,0,,,,,
player,201611170car,nor,CookBr00,pass_rating,,,,,,
player,201611170car,nor,CookBr00,rush_att,2,,,,,
player,201611170car,nor,CookBr00,rush_yds,7,,,,,
player,201611170car,nor,CookBr00,rush_td,0,,,,,
player,201611170car,nor,CookBr00,rush_long,4,,,,,
player,201611170car,nor,CookBr00,targets,8,,,,,
player,201611170car,nor,CookBr00,rec,7,,,,,
player,201611170car,nor,CookBr00,rec_yds,42,,,,,
player,201611170car,nor,CookBr00,rec_td,0,,,,,
player,201611170car,nor,CookBr00,rec_long,12,,,,,
player,201611170car,nor,CookBr00,fumbles,0,,,,,
player,201611170car,nor,CookBr00,fumbles_lost,0,,,,,
player,201611170car,nor,KuhnJo00,pass_cmp,0,,,,,
player,201611170car,nor,KuhnJo00,pass_att,0,,,,,
player,201611170car,nor,KuhnJo00,pass_yds,0,,,,,
player,201611170car,nor,KuhnJo00,pass_td,0,,,,,
player,201611170car,nor,KuhnJo00,pass_int,0,,,,,
player,201611170car,nor,KuhnJo00,pass_sacked,0,,,,,
player,201611170car,nor,KuhnJo00,pass_sacked_yds,0,,,,,
player,201611170car,nor,KuhnJo00,pass_long,0,,,,,
