game,2016,7,20161023,201610230det,was,"Washington Redskins",17,det,"Detroit Lions",20
player,201610230det,was,CousKi00,rec_long,0,,,,,
player,201610230det,was,CousKi00,fumbles,3,,,,,
player,201610230det,was,CousKi00,fumbles_lost,1,,,,,
player,201610230det,was,ThomCh03,pass_cmp,0,,,,,
player,201610230det,was,ThomCh03,pass_att,0,,,,,
player,201610230det,was,ThomCh03,pass_yds,0,,,,,
player,201610230det,was,ThomCh03,pass_td,0,,,,,
player,201610230det,was,ThomCh03,pass_int,0,,,,,
player,201610230det,was,ThomCh03,pass_sacked,0,,,,,
player,201610230det,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201610230det,was,ThomCh03,pass_long,0,,,,,
player,201610230det,was,ThomCh03,pass_rating,,,,,,
player,201610230det,was,ThomCh03,rush_att,12,,,,,
player,201610230det,was,ThomCh03,rush_yds,73,,,,,
player,201610230det,was,ThomCh03,rush_td,0,,,,,
player,201610230det,was,ThomCh03,rush_long,16,,,,,
player,201610230det,was,ThomCh03,targets,7,,,,,
player,201610230det,was,ThomCh03,rec,7,,,,,
player,201610230det,was,ThomCh03,rec_yds,40,,,,,
player,201610230det,was,ThomCh03,rec_td,0,,,,,
player,201610230det,was,ThomCh03,rec_long,11,,,,,
player,201610230det,was,ThomCh03,fumbles,0,,,,,
player,201610230det,was,ThomCh03,fumbles_lost,0,,,,,
player,201610230det,was,JoneMa04,pass_cmp,0,,,,,
player,201610230det,was,JoneMa04,pass_att,0,,,,,
player,201610230det,was,JoneMa04,pass_yds,0,,,,,
player,201610230det,was,JoneMa04,pass_td,0,,,,,
player,201610230det,was,JoneMa04,pass_int,0,,,,,
player,201610230det,was,JoneMa04,pass_sacked,0,,,,,
player,201610230det,was,JoneMa04,pass_sacked_yds,0,,,,,
player,201610230det,was,JoneMa04,pass_long,0,,,,,
player,201610230det,was,JoneMa04,pass_rating,,,,,,
player,201610230det,was,JoneMa04,rush_att,10,,,,,
player,201610230det,was,JoneMa04,rush_yds,27,,,,,
player,201610230det,was,JoneMa04,rush_td,0,,,,,
player,201610230det,was,JoneMa04,rush_long,7,,,,,
player,201610230det,was,JoneMa04,targets,0,,,,,
player,201610230det,was,JoneMa04,rec,0,,,,,
player,201610230det,was,JoneMa04,rec_yds,0,,,,,
player,201610230det,was,JoneMa04,rec_td,0,,,,,
player,201610230det,was,JoneMa04,rec_long,0,,,,,
player,201610230det,was,JoneMa04,fumbles,1,,,,,
player,201610230det,was,JoneMa04,fumbles_lost,1,,,,,
player,201610230det,was,KellRo00,pass_cmp,0,,,,,
player,201610230det,was,KellRo00,pass_att,0,,,,,
player,201610230det,was,KellRo00,pass_yds,0,,,,,
player,201610230det,was,KellRo00,pass_td,0,,,,,
player,201610230det,was,KellRo00,pass_int,0,,,,,
player,201610230det,was,KellRo00,pass_sacked,0,,,,,
player,201610230det,was,KellRo00,pass_sacked_yds,0,,,,,
player,201610230det,was,KellRo00,pass_long,0,,,,,
player,201610230det,was,KellRo00,pass_rating,,,,,,
player,201610230det,was,KellRo00,rush_att,4,,,,,
player,201610230det,was,KellRo00,rush_yds,15,,,,,
player,201610230det,was,KellRo00,rush_td,0,,,,,
player,201610230det,was,KellRo00,rush_long,5,,,,,
player,201610230det,was,KellRo00,targets,1,,,,,
player,201610230det,was,KellRo00,rec,1,,,,,
player,201610230det,was,KellRo00,rec_yds,1,,,,,
player,201610230det,was,KellRo00,rec_td,1,,,,,
player,201610230det,was,KellRo00,rec_long,1,,,,,
player,201610230det,was,KellRo00,fumbles,0,,,,,
player,201610230det,was,KellRo00,fumbles_lost,0,,,,,
player,201610230det,was,CrowJa00,pass_cmp,0,,,,,
player,201610230det,was,CrowJa00,pass_att,0,,,,,
player,201610230det,was,CrowJa00,pass_yds,0,,,,,
player,201610230det,was,CrowJa00,pass_td,0,,,,,
player,201610230det,was,CrowJa00,pass_int,0,,,,,
player,201610230det,was,CrowJa00,pass_sacked,0,,,,,
player,201610230det,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201610230det,was,CrowJa00,pass_long,0,,,,,
player,201610230det,was,CrowJa00,pass_rating,,,,,,
player,201610230det,was,CrowJa00,rush_att,0,,,,,
player,201610230det,was,CrowJa00,rush_yds,0,,,,,
player,201610230det,was,CrowJa00,rush_td,0,,,,,
player,201610230det,was,CrowJa00,rush_long,0,,,,,
player,201610230det,was,CrowJa00,targets,9,,,,,
player,201610230det,was,CrowJa00,rec,7,,,,,
player,201610230det,was,CrowJa00,rec_yds,108,,,,,
player,201610230det,was,CrowJa00,rec_td,0,,,,,
player,201610230det,was,CrowJa00,rec_long,26,,,,,
player,201610230det,was,CrowJa00,fumbles,0,,,,,
player,201610230det,was,CrowJa00,fumbles_lost,0,,,,,
player,201610230det,was,DaviVe00,pass_cmp,0,,,,,
player,201610230det,was,DaviVe00,pass_att,0,,,,,
player,201610230det,was,DaviVe00,pass_yds,0,,,,,
player,201610230det,was,DaviVe00,pass_td,0,,,,,
player,201610230det,was,DaviVe00,pass_int,0,,,,,
player,201610230det,was,DaviVe00,pass_sacked,0,,,,,
player,201610230det,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201610230det,was,DaviVe00,pass_long,0,,,,,
player,201610230det,was,DaviVe00,pass_rating,,,,,,
player,201610230det,was,DaviVe00,rush_att,0,,,,,
player,201610230det,was,DaviVe00,rush_yds,0,,,,,
player,201610230det,was,DaviVe00,rush_td,0,,,,,
player,201610230det,was,DaviVe00,rush_long,0,,,,,
player,201610230det,was,DaviVe00,targets,6,,,,,
player,201610230det,was,DaviVe00,rec,6,,,,,
player,201610230det,was,DaviVe00,rec_yds,79,,,,,
player,201610230det,was,DaviVe00,rec_td,0,,,,,
player,201610230det,was,DaviVe00,rec_long,27,,,,,
player,201610230det,was,DaviVe00,fumbles,0,,,,,
player,201610230det,was,DaviVe00,fumbles_lost,0,,,,,
player,201610230det,was,JackDe00,pass_cmp,0,,,,,
player,201610230det,was,JackDe00,pass_att,0,,,,,
player,201610230det,was,JackDe00,pass_yds,0,,,,,
player,201610230det,was,JackDe00,pass_td,0,,,,,
player,201610230det,was,JackDe00,pass_int,0,,,,,
player,201610230det,was,JackDe00,pass_sacked,0,,,,,
player,201610230det,was,JackDe00,pass_sacked_yds,0,,,,,
player,201610230det,was,JackDe00,pass_long,0,,,,,
player,201610230det,was,JackDe00,pass_rating,,,,,,
player,201610230det,was,JackDe00,rush_att,0,,,,,
player,201610230det,was,JackDe00,rush_yds,0,,,,,
player,201610230det,was,JackDe00,rush_td,0,,,,,
player,201610230det,was,JackDe00,rush_long,0,,,,,
player,201610230det,was,JackDe00,targets,8,,,,,
player,201610230det,was,JackDe00,rec,5,,,,,
player,201610230det,was,JackDe00,rec_yds,35,,,,,
player,201610230det,was,JackDe00,rec_td,0,,,,,
player,201610230det,was,JackDe00,rec_long,12,,,,,
player,201610230det,was,JackDe00,fumbles,0,,,,,
player,201610230det,was,JackDe00,fumbles_lost,0,,,,,
player,201610230det,was,GarcPi00,pass_cmp,0,,,,,
player,201610230det,was,GarcPi00,pass_att,0,,,,,
player,201610230det,was,GarcPi00,pass_yds,0,,,,,
player,201610230det,was,GarcPi00,pass_td,0,,,,,
player,201610230det,was,GarcPi00,pass_int,0,,,,,
player,201610230det,was,GarcPi00,pass_sacked,0,,,,,
player,201610230det,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201610230det,was,GarcPi00,pass_long,0,,,,,
player,201610230det,was,GarcPi00,pass_rating,,,,,,
player,201610230det,was,GarcPi00,rush_att,0,,,,,
player,201610230det,was,GarcPi00,rush_yds,0,,,,,
player,201610230det,was,GarcPi00,rush_td,0,,,,,
player,201610230det,was,GarcPi00,rush_long,0,,,,,
player,201610230det,was,GarcPi00,targets,5,,,,,
player,201610230det,was,GarcPi00,rec,2,,,,,
player,201610230det,was,GarcPi00,rec_yds,22,,,,,
player,201610230det,was,GarcPi00,rec_td,0,,,,,
player,201610230det,was,GarcPi00,rec_long,17,,,,,
player,201610230det,was,GarcPi00,fumbles,0,,,,,
player,201610230det,was,GarcPi00,fumbles_lost,0,,,,,
player,201610230det,was,PaulNi00,pass_cmp,0,,,,,
player,201610230det,was,PaulNi00,pass_att,0,,,,,
player,201610230det,was,PaulNi00,pass_yds,0,,,,,
player,201610230det,was,PaulNi00,pass_td,0,,,,,
player,201610230det,was,PaulNi00,pass_int,0,,,,,
player,201610230det,was,PaulNi00,pass_sacked,0,,,,,
player,201610230det,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201610230det,was,PaulNi00,pass_long,0,,,,,
player,201610230det,was,PaulNi00,pass_rating,,,,,,
player,201610230det,was,PaulNi00,rush_att,0,,,,,
player,201610230det,was,PaulNi00,rush_yds,0,,,,,
player,201610230det,was,PaulNi00,rush_td,0,,,,,
player,201610230det,was,PaulNi00,rush_long,0,,,,,
player,201610230det,was,PaulNi00,targets,1,,,,,
player,201610230det,was,PaulNi00,rec,1,,,,,
player,201610230det,was,PaulNi00,rec_yds,11,,,,,
player,201610230det,was,PaulNi00,rec_td,0,,,,,
player,201610230det,was,PaulNi00,rec_long,11,,,,,
player,201610230det,was,PaulNi00,fumbles,0,,,,,
player,201610230det,was,PaulNi00,fumbles_lost,0,,,,,
player,201610230det,was,GranRy01,pass_cmp,0,,,,,
player,201610230det,was,GranRy01,pass_att,0,,,,,
player,201610230det,was,GranRy01,pass_yds,0,,,,,
player,201610230det,was,GranRy01,pass_td,0,,,,,
player,201610230det,was,GranRy01,pass_int,0,,,,,
player,201610230det,was,GranRy01,pass_sacked,0,,,,,
player,201610230det,was,GranRy01,pass_sacked_yds,0,,,,,
player,201610230det,was,GranRy01,pass_long,0,,,,,
player,201610230det,was,GranRy01,pass_rating,,,,,,
player,201610230det,was,GranRy01,rush_att,0,,,,,
player,201610230det,was,GranRy01,rush_yds,0,,,,,
player,201610230det,was,GranRy01,rush_td,0,,,,,
player,201610230det,was,GranRy01,rush_long,0,,,,,
player,201610230det,was,GranRy01,targets,2,,,,,
player,201610230det,was,GranRy01,rec,1,,,,,
player,201610230det,was,GranRy01,rec_yds,5,,,,,
player,201610230det,was,GranRy01,rec_td,0,,,,,
player,201610230det,was,GranRy01,rec_long,5,,,,,
player,201610230det,was,GranRy01,fumbles,0,,,,,
player,201610230det,was,GranRy01,fumbles_lost,0,,,,,
player,201610230det,det,StafMa00,pass_cmp,18,,,,,
player,201610230det,det,StafMa00,pass_att,29,,,,,
player,201610230det,det,StafMa00,pass_yds,266,,,,,
player,201610230det,det,StafMa00,pass_td,1,,,,,
player,201610230det,det,StafMa00,pass_int,0,,,,,
player,201610230det,det,StafMa00,pass_sacked,3,,,,,
player,201610230det,det,StafMa00,pass_sacked_yds,16,,,,,
player,201610230det,det,StafMa00,pass_long,52,,,,,
player,201610230det,det,StafMa00,pass_rating,103.5,,,,,
player,201610230det,det,StafMa00,rush_att,2,,,,,
player,201610230det,det,StafMa00,rush_yds,32,,,,,
player,201610230det,det,StafMa00,rush_td,0,,,,,
player,201610230det,det,StafMa00,rush_long,18,,,,,
player,201610230det,det,StafMa00,targets,0,,,,,
player,201610230det,det,StafMa00,rec,0,,,,,
player,201610230det,det,StafMa00,rec_yds,0,,,,,
player,201610230det,det,StafMa00,rec_td,0,,,,,
player,201610230det,det,StafMa00,rec_long,0,,,,,
player,201610230det,det,StafMa00,fumbles,1,,,,,
player,201610230det,det,StafMa00,fumbles_lost,0,,,,,
player,201610230det,det,ForsJu00,pass_cmp,0,,,,,
player,201610230det,det,ForsJu00,pass_att,0,,,,,
player,201610230det,det,ForsJu00,pass_yds,0,,,,,
player,201610230det,det,ForsJu00,pass_td,0,,,,,
player,201610230det,det,ForsJu00,pass_int,0,,,,,
player,201610230det,det,ForsJu00,pass_sacked,0,,,,,
player,201610230det,det,ForsJu00,pass_sacked_yds,0,,,,,
player,201610230det,det,ForsJu00,pass_long,0,,,,,
player,201610230det,det,ForsJu00,pass_rating,,,,,,
player,201610230det,det,ForsJu00,rush_att,8,,,,,
player,201610230det,det,ForsJu00,rush_yds,33,,,,,
player,201610230det,det,ForsJu00,rush_td,0,,,,,
player,201610230det,det,ForsJu00,rush_long,9,,,,,
player,201610230det,det,ForsJu00,targets,2,,,,,
player,201610230det,det,ForsJu00,rec,2,,,,,
player,201610230det,det,ForsJu00,rec_yds,15,,,,,
player,201610230det,det,ForsJu00,rec_td,0,,,,,
player,201610230det,det,ForsJu00,rec_long,8,,,,,
player,201610230det,det,ForsJu00,fumbles,0,,,,,
player,201610230det,det,ForsJu00,fumbles_lost,0,,,,,
player,201610230det,det,ZennZa00,pass_cmp,0,,,,,
player,201610230det,det,ZennZa00,pass_att,0,,,,,
player,201610230det,det,ZennZa00,pass_yds,0,,,,,
player,201610230det,det,ZennZa00,pass_td,0,,,,,
player,201610230det,det,ZennZa00,pass_int,0,,,,,
player,201610230det,det,ZennZa00,pass_sacked,0,,,,,
player,201610230det,det,ZennZa00,pass_sacked_yds,0,,,,,
player,201610230det,det,ZennZa00,pass_long,0,,,,,
player,201610230det,det,ZennZa00,pass_rating,,,,,,
player,201610230det,det,ZennZa00,rush_att,9,,,,,
player,201610230det,det,ZennZa00,rush_yds,29,,,,,
player,201610230det,det,ZennZa00,rush_td,1,,,,,
player,201610230det,det,ZennZa00,rush_long,9,,,,,
player,201610230det,det,ZennZa00,targets,2,,,,,
player,201610230det,det,ZennZa00,rec,0,,,,,
player,201610230det,det,ZennZa00,rec_yds,0,,,,,
player,201610230det,det,ZennZa00,rec_td,0,,,,,
player,201610230det,det,ZennZa00,rec_long,0,,,,,
player,201610230det,det,ZennZa00,fumbles,0,,,,,
player,201610230det,det,ZennZa00,fumbles_lost,0,,,,,
player,201610230det,det,JoneMa02,pass_cmp,0,,,,,
player,201610230det,det,JoneMa02,pass_att,0,,,,,
player,201610230det,det,JoneMa02,pass_yds,0,,,,,
player,201610230det,det,JoneMa02,pass_td,0,,,,,
player,201610230det,det,JoneMa02,pass_int,0,,,,,
player,201610230det,det,JoneMa02,pass_sacked,0,,,,,
player,201610230det,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201610230det,det,JoneMa02,pass_long,0,,,,,
player,201610230det,det,JoneMa02,pass_rating,,,,,,
player,201610230det,det,JoneMa02,rush_att,0,,,,,
player,201610230det,det,JoneMa02,rush_yds,0,,,,,
player,201610230det,det,JoneMa02,rush_td,0,,,,,
player,201610230det,det,JoneMa02,rush_long,0,,,,,
player,201610230det,det,JoneMa02,targets,5,,,,,
player,201610230det,det,JoneMa02,rec,4,,,,,
player,201610230det,det,JoneMa02,rec_yds,94,,,,,
player,201610230det,det,JoneMa02,rec_td,0,,,,,
player,201610230det,det,JoneMa02,rec_long,52,,,,,
player,201610230det,det,JoneMa02,fumbles,0,,,,,
player,201610230det,det,JoneMa02,fumbles_lost,0,,,,,
player,201610230det,det,TateGo00,pass_cmp,0,,,,,
player,201610230det,det,TateGo00,pass_att,0,,,,,
player,201610230det,det,TateGo00,pass_yds,0,,,,,
player,201610230det,det,TateGo00,pass_td,0,,,,,
player,201610230det,det,TateGo00,pass_int,0,,,,,
player,201610230det,det,TateGo00,pass_sacked,0,,,,,
player,201610230det,det,TateGo00,pass_sacked_yds,0,,,,,
player,201610230det,det,TateGo00,pass_long,0,,,,,
player,201610230det,det,TateGo00,pass_rating,,,,,,
player,201610230det,det,TateGo00,rush_att,0,,,,,
player,201610230det,det,TateGo00,rush_yds,0,,,,,
player,201610230det,det,TateGo00,rush_td,0,,,,,
player,201610230det,det,TateGo00,rush_long,0,,,,,
player,201610230det,det,TateGo00,targets,12,,,,,
player,201610230det,det,TateGo00,rec,6,,,,,
player,201610230det,det,TateGo00,rec_yds,93,,,,,
player,201610230det,det,TateGo00,rec_td,0,,,,,
player,201610230det,det,TateGo00,rec_long,27,,,,,
player,201610230det,det,TateGo00,fumbles,0,,,,,
player,201610230det,det,TateGo00,fumbles_lost,0,,,,,
player,201610230det,det,BoldAn00,pass_cmp,0,,,,,
player,201610230det,det,BoldAn00,pass_att,0,,,,,
player,201610230det,det,BoldAn00,pass_yds,0,,,,,
player,201610230det,det,BoldAn00,pass_td,0,,,,,
player,201610230det,det,BoldAn00,pass_int,0,,,,,
player,201610230det,det,BoldAn00,pass_sacked,0,,,,,
player,201610230det,det,BoldAn00,pass_sacked_yds,0,,,,,
player,201610230det,det,BoldAn00,pass_long,0,,,,,
player,201610230det,det,BoldAn00,pass_rating,,,,,,
player,201610230det,det,BoldAn00,rush_att,0,,,,,
player,201610230det,det,BoldAn00,rush_yds,0,,,,,
player,201610230det,det,BoldAn00,rush_td,0,,,,,
player,201610230det,det,BoldAn00,rush_long,0,,,,,
player,201610230det,det,BoldAn00,targets,4,,,,,
player,201610230det,det,BoldAn00,rec,3,,,,,
player,201610230det,det,BoldAn00,rec_yds,28,,,,,
player,201610230det,det,BoldAn00,rec_td,1,,,,,
player,201610230det,det,BoldAn00,rec_long,18,,,,,
player,201610230det,det,BoldAn00,fumbles,0,,,,,
player,201610230det,det,BoldAn00,fumbles_lost,0,,,,,
player,201610230det,det,RobeAn00,pass_cmp,0,,,,,
player,201610230det,det,RobeAn00,pass_att,0,,,,,
player,201610230det,det,RobeAn00,pass_yds,0,,,,,
player,201610230det,det,RobeAn00,pass_td,0,,,,,
player,201610230det,det,RobeAn00,pass_int,0,,,,,
player,201610230det,det,RobeAn00,pass_sacked,0,,,,,
player,201610230det,det,RobeAn00,pass_sacked_yds,0,,,,,
player,201610230det,det,RobeAn00,pass_long,0,,,,,
player,201610230det,det,RobeAn00,pass_rating,,,,,,
player,201610230det,det,RobeAn00,rush_att,0,,,,,
player,201610230det,det,RobeAn00,rush_yds,0,,,,,
player,201610230det,det,RobeAn00,rush_td,0,,,,,
player,201610230det,det,RobeAn00,rush_long,0,,,,,
player,201610230det,det,RobeAn00,targets,2,,,,,
player,201610230det,det,RobeAn00,rec,1,,,,,
player,201610230det,det,RobeAn00,rec_yds,20,,,,,
player,201610230det,det,RobeAn00,rec_td,0,,,,,
player,201610230det,det,RobeAn00,rec_long,20,,,,,
player,201610230det,det,RobeAn00,fumbles,0,,,,,
player,201610230det,det,RobeAn00,fumbles_lost,0,,,,,
player,201610230det,det,HarbCl00,pass_cmp,0,,,,,
player,201610230det,det,HarbCl00,pass_att,0,,,,,
player,201610230det,det,HarbCl00,pass_yds,0,,,,,
player,201610230det,det,HarbCl00,pass_td,0,,,,,
player,201610230det,det,HarbCl00,pass_int,0,,,,,
player,201610230det,det,HarbCl00,pass_sacked,0,,,,,
player,201610230det,det,HarbCl00,pass_sacked_yds,0,,,,,
player,201610230det,det,HarbCl00,pass_long,0,,,,,
player,201610230det,det,HarbCl00,pass_rating,,,,,,
player,201610230det,det,HarbCl00,rush_att,0,,,,,
player,201610230det,det,HarbCl00,rush_yds,0,,,,,
player,201610230det,det,HarbCl00,rush_td,0,,,,,
player,201610230det,det,HarbCl00,rush_long,0,,,,,
player,201610230det,det,HarbCl00,targets,2,,,,,
player,201610230det,det,HarbCl00,rec,2,,,,,
player,201610230det,det,HarbCl00,rec_yds,16,,,,,
player,201610230det,det,HarbCl00,rec_td,0,,,,,
player,201610230det,det,HarbCl00,rec_long,9,,,,,
player,201610230det,det,HarbCl00,fumbles,0,,,,,
player,201610230det,det,HarbCl00,fumbles_lost,0,,,,,
player,201610230det,was,MurpTr00,def_int,0,,,,,
player,201610230det,was,MurpTr00,def_int_yds,0,,,,,
player,201610230det,was,MurpTr00,def_int_td,0,,,,,
player,201610230det,was,MurpTr00,def_int_long,0,,,,,
player,201610230det,was,MurpTr00,pass_defended,0,,,,,
player,201610230det,was,MurpTr00,sacks,1.0,,,,,
player,201610230det,was,MurpTr00,tackles_combined,2,,,,,
player,201610230det,was,MurpTr00,tackles_solo,2,,,,,
player,201610230det,was,MurpTr00,tackles_assists,0,,,,,
player,201610230det,was,MurpTr00,tackles_loss,1,,,,,
player,201610230det,was,MurpTr00,qb_hits,0,,,,,
player,201610230det,was,MurpTr00,fumbles_rec,0,,,,,
player,201610230det,was,MurpTr00,fumbles_rec_yds,0,,,,,
player,201610230det,was,MurpTr00,fumbles_rec_td,0,,,,,
player,201610230det,was,MurpTr00,fumbles_forced,1,,,,,
player,201610230det,was,SmitPr00,def_int,0,,,,,
player,201610230det,was,SmitPr00,def_int_yds,0,,,,,
player,201610230det,was,SmitPr00,def_int_td,0,,,,,
player,201610230det,was,SmitPr00,def_int_long,0,,,,,
player,201610230det,was,SmitPr00,pass_defended,0,,,,,
player,201610230det,was,SmitPr00,sacks,1.0,,,,,
player,201610230det,was,SmitPr00,tackles_combined,2,,,,,
player,201610230det,was,SmitPr00,tackles_solo,2,,,,,
player,201610230det,was,SmitPr00,tackles_assists,0,,,,,
player,201610230det,was,SmitPr00,tackles_loss,2,,,,,
player,201610230det,was,SmitPr00,qb_hits,1,,,,,
player,201610230det,was,SmitPr00,fumbles_rec,0,,,,,
player,201610230det,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201610230det,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201610230det,was,SmitPr00,fumbles_forced,0,,,,,
player,201610230det,was,KerrRy00,def_int,0,,,,,
player,201610230det,was,KerrRy00,def_int_yds,0,,,,,
player,201610230det,was,KerrRy00,def_int_td,0,,,,,
player,201610230det,was,KerrRy00,def_int_long,0,,,,,
player,201610230det,was,KerrRy00,pass_defended,0,,,,,
player,201610230det,was,KerrRy00,sacks,1.0,,,,,
player,201610230det,was,KerrRy00,tackles_combined,1,,,,,
player,201610230det,was,KerrRy00,tackles_solo,1,,,,,
player,201610230det,was,KerrRy00,tackles_assists,0,,,,,
player,201610230det,was,KerrRy00,tackles_loss,1,,,,,
player,201610230det,was,KerrRy00,qb_hits,1,,,,,
player,201610230det,was,KerrRy00,fumbles_rec,0,,,,,
player,201610230det,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201610230det,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201610230det,was,KerrRy00,fumbles_forced,0,,,,,
player,201610230det,was,WhitDo20,def_int,0,,,,,
player,201610230det,was,WhitDo20,def_int_yds,0,,,,,
player,201610230det,was,WhitDo20,def_int_td,0,,,,,
player,201610230det,was,WhitDo20,def_int_long,0,,,,,
player,201610230det,was,WhitDo20,pass_defended,0,,,,,
player,201610230det,was,WhitDo20,sacks,0.0,,,,,
player,201610230det,was,WhitDo20,tackles_combined,8,,,,,
player,201610230det,was,WhitDo20,tackles_solo,4,,,,,
player,201610230det,was,WhitDo20,tackles_assists,4,,,,,
player,201610230det,was,WhitDo20,tackles_loss,0,,,,,
player,201610230det,was,WhitDo20,qb_hits,0,,,,,
player,201610230det,was,WhitDo20,fumbles_rec,0,,,,,
player,201610230det,was,WhitDo20,fumbles_rec_yds,0,,,,,
player,201610230det,was,WhitDo20,fumbles_rec_td,0,,,,,
player,201610230det,was,WhitDo20,fumbles_forced,0,,,,,
player,201610230det,was,CompWi00,def_int,0,,,,,
player,201610230det,was,CompWi00,def_int_yds,0,,,,,
player,201610230det,was,CompWi00,def_int_td,0,,,,,
player,201610230det,was,CompWi00,def_int_long,0,,,,,
player,201610230det,was,CompWi00,pass_defended,1,,,,,
player,201610230det,was,CompWi00,sacks,0.0,,,,,
player,201610230det,was,CompWi00,tackles_combined,7,,,,,
player,201610230det,was,CompWi00,tackles_solo,5,,,,,
player,201610230det,was,CompWi00,tackles_assists,2,,,,,
player,201610230det,was,CompWi00,tackles_loss,0,,,,,
player,201610230det,was,CompWi00,qb_hits,0,,,,,
player,201610230det,was,CompWi00,fumbles_rec,0,,,,,
player,201610230det,was,CompWi00,fumbles_rec_yds,0,,,,,
player,201610230det,was,CompWi00,fumbles_rec_td,0,,,,,
player,201610230det,was,CompWi00,fumbles_forced,0,,,,,
player,201610230det,was,FostMa00,def_int,0,,,,,
player,201610230det,was,FostMa00,def_int_yds,0,,,,,
player,201610230det,was,FostMa00,def_int_td,0,,,,,
player,201610230det,was,FostMa00,def_int_long,0,,,,,
player,201610230det,was,FostMa00,pass_defended,1,,,,,
player,201610230det,was,FostMa00,sacks,0.0,,,,,
player,201610230det,was,FostMa00,tackles_combined,5,,,,,
player,201610230det,was,FostMa00,tackles_solo,2,,,,,
player,201610230det,was,FostMa00,tackles_assists,3,,,,,
player,201610230det,was,FostMa00,tackles_loss,0,,,,,
player,201610230det,was,FostMa00,qb_hits,1,,,,,
player,201610230det,was,FostMa00,fumbles_rec,0,,,,,
player,201610230det,was,FostMa00,fumbles_rec_yds,0,,,,,
player,201610230det,was,FostMa00,fumbles_rec_td,0,,,,,
player,201610230det,was,FostMa00,fumbles_forced,0,,,,,
player,201610230det,was,BlacWi20,def_int,0,,,,,
player,201610230det,was,BlacWi20,def_int_yds,0,,,,,
player,201610230det,was,BlacWi20,def_int_td,0,,,,,
player,201610230det,was,BlacWi20,def_int_long,0,,,,,
player,201610230det,was,BlacWi20,pass_defended,2,,,,,
player,201610230det,was,BlacWi20,sacks,0.0,,,,,
player,201610230det,was,BlacWi20,tackles_combined,4,,,,,
player,201610230det,was,BlacWi20,tackles_solo,3,,,,,
player,201610230det,was,BlacWi20,tackles_assists,1,,,,,
player,201610230det,was,BlacWi20,tackles_loss,0,,,,,
player,201610230det,was,BlacWi20,qb_hits,0,,,,,
player,201610230det,was,BlacWi20,fumbles_rec,0,,,,,
player,201610230det,was,BlacWi20,fumbles_rec_yds,0,,,,,
