game,2016,1,20160911,201609110htx,chi,"Chicago Bears",14,htx,"Houston Texans",23
player,201609110htx,chi,PaulLo00,rec_long,0,,,,,
player,201609110htx,chi,PaulLo00,fumbles,0,,,,,
player,201609110htx,chi,PaulLo00,fumbles_lost,0,,,,,
player,201609110htx,htx,OsweBr00,pass_cmp,22,,,,,
player,201609110htx,htx,OsweBr00,pass_att,35,,,,,
player,201609110htx,htx,OsweBr00,pass_yds,231,,,,,
player,201609110htx,htx,OsweBr00,pass_td,2,,,,,
player,201609110htx,htx,OsweBr00,pass_int,1,,,,,
player,201609110htx,htx,OsweBr00,pass_sacked,2,,,,,
player,201609110htx,htx,OsweBr00,pass_sacked_yds,16,,,,,
player,201609110htx,htx,OsweBr00,pass_long,35,,,,,
player,201609110htx,htx,OsweBr00,pass_rating,89.1,,,,,
player,201609110htx,htx,OsweBr00,rush_att,4,,,,,
player,201609110htx,htx,OsweBr00,rush_yds,14,,,,,
player,201609110htx,htx,OsweBr00,rush_td,0,,,,,
player,201609110htx,htx,OsweBr00,rush_long,15,,,,,
player,201609110htx,htx,OsweBr00,targets,0,,,,,
player,201609110htx,htx,OsweBr00,rec,0,,,,,
player,201609110htx,htx,OsweBr00,rec_yds,0,,,,,
player,201609110htx,htx,OsweBr00,rec_td,0,,,,,
player,201609110htx,htx,OsweBr00,rec_long,0,,,,,
player,201609110htx,htx,OsweBr00,fumbles,0,,,,,
player,201609110htx,htx,OsweBr00,fumbles_lost,0,,,,,
player,201609110htx,htx,MillLa01,pass_cmp,0,,,,,
player,201609110htx,htx,MillLa01,pass_att,0,,,,,
player,201609110htx,htx,MillLa01,pass_yds,0,,,,,
player,201609110htx,htx,MillLa01,pass_td,0,,,,,
player,201609110htx,htx,MillLa01,pass_int,0,,,,,
player,201609110htx,htx,MillLa01,pass_sacked,0,,,,,
player,201609110htx,htx,MillLa01,pass_sacked_yds,0,,,,,
player,201609110htx,htx,MillLa01,pass_long,0,,,,,
player,201609110htx,htx,MillLa01,pass_rating,,,,,,
player,201609110htx,htx,MillLa01,rush_att,28,,,,,
player,201609110htx,htx,MillLa01,rush_yds,106,,,,,
player,201609110htx,htx,MillLa01,rush_td,0,,,,,
player,201609110htx,htx,MillLa01,rush_long,12,,,,,
player,201609110htx,htx,MillLa01,targets,4,,,,,
player,201609110htx,htx,MillLa01,rec,4,,,,,
player,201609110htx,htx,MillLa01,rec_yds,11,,,,,
player,201609110htx,htx,MillLa01,rec_td,0,,,,,
player,201609110htx,htx,MillLa01,rec_long,6,,,,,
player,201609110htx,htx,MillLa01,fumbles,1,,,,,
player,201609110htx,htx,MillLa01,fumbles_lost,0,,,,,
player,201609110htx,htx,BlueAl00,pass_cmp,0,,,,,
player,201609110htx,htx,BlueAl00,pass_att,0,,,,,
player,201609110htx,htx,BlueAl00,pass_yds,0,,,,,
player,201609110htx,htx,BlueAl00,pass_td,0,,,,,
player,201609110htx,htx,BlueAl00,pass_int,0,,,,,
player,201609110htx,htx,BlueAl00,pass_sacked,0,,,,,
player,201609110htx,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201609110htx,htx,BlueAl00,pass_long,0,,,,,
player,201609110htx,htx,BlueAl00,pass_rating,,,,,,
player,201609110htx,htx,BlueAl00,rush_att,1,,,,,
player,201609110htx,htx,BlueAl00,rush_yds,4,,,,,
player,201609110htx,htx,BlueAl00,rush_td,0,,,,,
player,201609110htx,htx,BlueAl00,rush_long,4,,,,,
player,201609110htx,htx,BlueAl00,targets,0,,,,,
player,201609110htx,htx,BlueAl00,rec,0,,,,,
player,201609110htx,htx,BlueAl00,rec_yds,0,,,,,
player,201609110htx,htx,BlueAl00,rec_td,0,,,,,
player,201609110htx,htx,BlueAl00,rec_long,0,,,,,
player,201609110htx,htx,BlueAl00,fumbles,0,,,,,
player,201609110htx,htx,BlueAl00,fumbles_lost,0,,,,,
player,201609110htx,htx,ErviTy00,pass_cmp,0,,,,,
player,201609110htx,htx,ErviTy00,pass_att,0,,,,,
player,201609110htx,htx,ErviTy00,pass_yds,0,,,,,
player,201609110htx,htx,ErviTy00,pass_td,0,,,,,
player,201609110htx,htx,ErviTy00,pass_int,0,,,,,
player,201609110htx,htx,ErviTy00,pass_sacked,0,,,,,
player,201609110htx,htx,ErviTy00,pass_sacked_yds,0,,,,,
player,201609110htx,htx,ErviTy00,pass_long,0,,,,,
player,201609110htx,htx,ErviTy00,pass_rating,,,,,,
player,201609110htx,htx,ErviTy00,rush_att,1,,,,,
player,201609110htx,htx,ErviTy00,rush_yds,3,,,,,
player,201609110htx,htx,ErviTy00,rush_td,0,,,,,
player,201609110htx,htx,ErviTy00,rush_long,3,,,,,
player,201609110htx,htx,ErviTy00,targets,2,,,,,
player,201609110htx,htx,ErviTy00,rec,1,,,,,
player,201609110htx,htx,ErviTy00,rec_yds,5,,,,,
player,201609110htx,htx,ErviTy00,rec_td,0,,,,,
player,201609110htx,htx,ErviTy00,rec_long,5,,,,,
player,201609110htx,htx,ErviTy00,fumbles,0,,,,,
player,201609110htx,htx,ErviTy00,fumbles_lost,0,,,,,
player,201609110htx,htx,ProsJa00,pass_cmp,0,,,,,
player,201609110htx,htx,ProsJa00,pass_att,0,,,,,
player,201609110htx,htx,ProsJa00,pass_yds,0,,,,,
player,201609110htx,htx,ProsJa00,pass_td,0,,,,,
player,201609110htx,htx,ProsJa00,pass_int,0,,,,,
player,201609110htx,htx,ProsJa00,pass_sacked,0,,,,,
player,201609110htx,htx,ProsJa00,pass_sacked_yds,0,,,,,
player,201609110htx,htx,ProsJa00,pass_long,0,,,,,
player,201609110htx,htx,ProsJa00,pass_rating,,,,,,
player,201609110htx,htx,ProsJa00,rush_att,1,,,,,
player,201609110htx,htx,ProsJa00,rush_yds,2,,,,,
player,201609110htx,htx,ProsJa00,rush_td,0,,,,,
player,201609110htx,htx,ProsJa00,rush_long,2,,,,,
player,201609110htx,htx,ProsJa00,targets,0,,,,,
player,201609110htx,htx,ProsJa00,rec,0,,,,,
player,201609110htx,htx,ProsJa00,rec_yds,0,,,,,
player,201609110htx,htx,ProsJa00,rec_td,0,,,,,
player,201609110htx,htx,ProsJa00,rec_long,0,,,,,
player,201609110htx,htx,ProsJa00,fumbles,0,,,,,
player,201609110htx,htx,ProsJa00,fumbles_lost,0,,,,,
player,201609110htx,htx,FullWi01,pass_cmp,0,,,,,
player,201609110htx,htx,FullWi01,pass_att,0,,,,,
player,201609110htx,htx,FullWi01,pass_yds,0,,,,,
player,201609110htx,htx,FullWi01,pass_td,0,,,,,
player,201609110htx,htx,FullWi01,pass_int,0,,,,,
player,201609110htx,htx,FullWi01,pass_sacked,0,,,,,
player,201609110htx,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201609110htx,htx,FullWi01,pass_long,0,,,,,
player,201609110htx,htx,FullWi01,pass_rating,,,,,,
player,201609110htx,htx,FullWi01,rush_att,0,,,,,
player,201609110htx,htx,FullWi01,rush_yds,0,,,,,
player,201609110htx,htx,FullWi01,rush_td,0,,,,,
player,201609110htx,htx,FullWi01,rush_long,0,,,,,
player,201609110htx,htx,FullWi01,targets,11,,,,,
player,201609110htx,htx,FullWi01,rec,5,,,,,
player,201609110htx,htx,FullWi01,rec_yds,107,,,,,
player,201609110htx,htx,FullWi01,rec_td,1,,,,,
player,201609110htx,htx,FullWi01,rec_long,35,,,,,
player,201609110htx,htx,FullWi01,fumbles,0,,,,,
player,201609110htx,htx,FullWi01,fumbles_lost,0,,,,,
player,201609110htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201609110htx,htx,HopkDe00,pass_att,0,,,,,
player,201609110htx,htx,HopkDe00,pass_yds,0,,,,,
player,201609110htx,htx,HopkDe00,pass_td,0,,,,,
player,201609110htx,htx,HopkDe00,pass_int,0,,,,,
player,201609110htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201609110htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201609110htx,htx,HopkDe00,pass_long,0,,,,,
player,201609110htx,htx,HopkDe00,pass_rating,,,,,,
player,201609110htx,htx,HopkDe00,rush_att,0,,,,,
player,201609110htx,htx,HopkDe00,rush_yds,0,,,,,
player,201609110htx,htx,HopkDe00,rush_td,0,,,,,
player,201609110htx,htx,HopkDe00,rush_long,0,,,,,
player,201609110htx,htx,HopkDe00,targets,8,,,,,
player,201609110htx,htx,HopkDe00,rec,5,,,,,
player,201609110htx,htx,HopkDe00,rec_yds,54,,,,,
player,201609110htx,htx,HopkDe00,rec_td,1,,,,,
player,201609110htx,htx,HopkDe00,rec_long,23,,,,,
player,201609110htx,htx,HopkDe00,fumbles,0,,,,,
player,201609110htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201609110htx,htx,AndeSt01,pass_cmp,0,,,,,
player,201609110htx,htx,AndeSt01,pass_att,0,,,,,
player,201609110htx,htx,AndeSt01,pass_yds,0,,,,,
player,201609110htx,htx,AndeSt01,pass_td,0,,,,,
player,201609110htx,htx,AndeSt01,pass_int,0,,,,,
player,201609110htx,htx,AndeSt01,pass_sacked,0,,,,,
player,201609110htx,htx,AndeSt01,pass_sacked_yds,0,,,,,
player,201609110htx,htx,AndeSt01,pass_long,0,,,,,
player,201609110htx,htx,AndeSt01,pass_rating,,,,,,
player,201609110htx,htx,AndeSt01,rush_att,0,,,,,
player,201609110htx,htx,AndeSt01,rush_yds,0,,,,,
player,201609110htx,htx,AndeSt01,rush_td,0,,,,,
player,201609110htx,htx,AndeSt01,rush_long,0,,,,,
player,201609110htx,htx,AndeSt01,targets,3,,,,,
player,201609110htx,htx,AndeSt01,rec,3,,,,,
player,201609110htx,htx,AndeSt01,rec_yds,25,,,,,
player,201609110htx,htx,AndeSt01,rec_td,0,,,,,
player,201609110htx,htx,AndeSt01,rec_long,12,,,,,
player,201609110htx,htx,AndeSt01,fumbles,0,,,,,
player,201609110htx,htx,AndeSt01,fumbles_lost,0,,,,,
player,201609110htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201609110htx,htx,GrifRy00,pass_att,0,,,,,
player,201609110htx,htx,GrifRy00,pass_yds,0,,,,,
player,201609110htx,htx,GrifRy00,pass_td,0,,,,,
player,201609110htx,htx,GrifRy00,pass_int,0,,,,,
player,201609110htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201609110htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201609110htx,htx,GrifRy00,pass_long,0,,,,,
player,201609110htx,htx,GrifRy00,pass_rating,,,,,,
player,201609110htx,htx,GrifRy00,rush_att,0,,,,,
player,201609110htx,htx,GrifRy00,rush_yds,0,,,,,
player,201609110htx,htx,GrifRy00,rush_td,0,,,,,
player,201609110htx,htx,GrifRy00,rush_long,0,,,,,
player,201609110htx,htx,GrifRy00,targets,2,,,,,
player,201609110htx,htx,GrifRy00,rec,2,,,,,
player,201609110htx,htx,GrifRy00,rec_yds,17,,,,,
player,201609110htx,htx,GrifRy00,rec_td,0,,,,,
player,201609110htx,htx,GrifRy00,rec_long,12,,,,,
player,201609110htx,htx,GrifRy00,fumbles,0,,,,,
player,201609110htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201609110htx,htx,MillBr03,pass_cmp,0,,,,,
player,201609110htx,htx,MillBr03,pass_att,0,,,,,
player,201609110htx,htx,MillBr03,pass_yds,0,,,,,
player,201609110htx,htx,MillBr03,pass_td,0,,,,,
player,201609110htx,htx,MillBr03,pass_int,0,,,,,
player,201609110htx,htx,MillBr03,pass_sacked,0,,,,,
player,201609110htx,htx,MillBr03,pass_sacked_yds,0,,,,,
player,201609110htx,htx,MillBr03,pass_long,0,,,,,
player,201609110htx,htx,MillBr03,pass_rating,,,,,,
player,201609110htx,htx,MillBr03,rush_att,0,,,,,
player,201609110htx,htx,MillBr03,rush_yds,0,,,,,
player,201609110htx,htx,MillBr03,rush_td,0,,,,,
player,201609110htx,htx,MillBr03,rush_long,0,,,,,
player,201609110htx,htx,MillBr03,targets,3,,,,,
player,201609110htx,htx,MillBr03,rec,1,,,,,
player,201609110htx,htx,MillBr03,rec_yds,6,,,,,
player,201609110htx,htx,MillBr03,rec_td,0,,,,,
player,201609110htx,htx,MillBr03,rec_long,6,,,,,
player,201609110htx,htx,MillBr03,fumbles,0,,,,,
player,201609110htx,htx,MillBr03,fumbles_lost,0,,,,,
player,201609110htx,htx,FiedC.00,pass_cmp,0,,,,,
player,201609110htx,htx,FiedC.00,pass_att,0,,,,,
player,201609110htx,htx,FiedC.00,pass_yds,0,,,,,
player,201609110htx,htx,FiedC.00,pass_td,0,,,,,
player,201609110htx,htx,FiedC.00,pass_int,0,,,,,
player,201609110htx,htx,FiedC.00,pass_sacked,0,,,,,
player,201609110htx,htx,FiedC.00,pass_sacked_yds,0,,,,,
player,201609110htx,htx,FiedC.00,pass_long,0,,,,,
player,201609110htx,htx,FiedC.00,pass_rating,,,,,,
player,201609110htx,htx,FiedC.00,rush_att,0,,,,,
player,201609110htx,htx,FiedC.00,rush_yds,0,,,,,
player,201609110htx,htx,FiedC.00,rush_td,0,,,,,
player,201609110htx,htx,FiedC.00,rush_long,0,,,,,
player,201609110htx,htx,FiedC.00,targets,2,,,,,
player,201609110htx,htx,FiedC.00,rec,1,,,,,
player,201609110htx,htx,FiedC.00,rec_yds,6,,,,,
player,201609110htx,htx,FiedC.00,rec_td,0,,,,,
player,201609110htx,htx,FiedC.00,rec_long,6,,,,,
player,201609110htx,htx,FiedC.00,fumbles,0,,,,,
player,201609110htx,htx,FiedC.00,fumbles_lost,0,,,,,
player,201609110htx,chi,PortTr99,def_int,1,,,,,
player,201609110htx,chi,PortTr99,def_int_yds,3,,,,,
player,201609110htx,chi,PortTr99,def_int_td,0,,,,,
player,201609110htx,chi,PortTr99,def_int_long,3,,,,,
player,201609110htx,chi,PortTr99,pass_defended,1,,,,,
player,201609110htx,chi,PortTr99,sacks,0.0,,,,,
player,201609110htx,chi,PortTr99,tackles_combined,4,,,,,
player,201609110htx,chi,PortTr99,tackles_solo,3,,,,,
player,201609110htx,chi,PortTr99,tackles_assists,1,,,,,
player,201609110htx,chi,PortTr99,tackles_loss,0,,,,,
player,201609110htx,chi,PortTr99,qb_hits,0,,,,,
player,201609110htx,chi,PortTr99,fumbles_rec,0,,,,,
player,201609110htx,chi,PortTr99,fumbles_rec_yds,0,,,,,
player,201609110htx,chi,PortTr99,fumbles_rec_td,0,,,,,
player,201609110htx,chi,PortTr99,fumbles_forced,0,,,,,
player,201609110htx,chi,TrevDa00,def_int,0,,,,,
player,201609110htx,chi,TrevDa00,def_int_yds,0,,,,,
player,201609110htx,chi,TrevDa00,def_int_td,0,,,,,
player,201609110htx,chi,TrevDa00,def_int_long,0,,,,,
player,201609110htx,chi,TrevDa00,pass_defended,0,,,,,
player,201609110htx,chi,TrevDa00,sacks,1.0,,,,,
player,201609110htx,chi,TrevDa00,tackles_combined,11,,,,,
player,201609110htx,chi,TrevDa00,tackles_solo,7,,,,,
player,201609110htx,chi,TrevDa00,tackles_assists,4,,,,,
player,201609110htx,chi,TrevDa00,tackles_loss,1,,,,,
player,201609110htx,chi,TrevDa00,qb_hits,1,,,,,
player,201609110htx,chi,TrevDa00,fumbles_rec,0,,,,,
player,201609110htx,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201609110htx,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201609110htx,chi,TrevDa00,fumbles_forced,0,,,,,
player,201609110htx,chi,FloyLe00,def_int,0,,,,,
player,201609110htx,chi,FloyLe00,def_int_yds,0,,,,,
player,201609110htx,chi,FloyLe00,def_int_td,0,,,,,
player,201609110htx,chi,FloyLe00,def_int_long,0,,,,,
player,201609110htx,chi,FloyLe00,pass_defended,0,,,,,
player,201609110htx,chi,FloyLe00,sacks,0.5,,,,,
player,201609110htx,chi,FloyLe00,tackles_combined,6,,,,,
player,201609110htx,chi,FloyLe00,tackles_solo,2,,,,,
player,201609110htx,chi,FloyLe00,tackles_assists,4,,,,,
player,201609110htx,chi,FloyLe00,tackles_loss,0,,,,,
player,201609110htx,chi,FloyLe00,qb_hits,1,,,,,
player,201609110htx,chi,FloyLe00,fumbles_rec,0,,,,,
player,201609110htx,chi,FloyLe00,fumbles_rec_yds,0,,,,,
player,201609110htx,chi,FloyLe00,fumbles_rec_td,0,,,,,
player,201609110htx,chi,FloyLe00,fumbles_forced,0,,,,,
player,201609110htx,chi,GoldEd00,def_int,0,,,,,
player,201609110htx,chi,GoldEd00,def_int_yds,0,,,,,
player,201609110htx,chi,GoldEd00,def_int_td,0,,,,,
player,201609110htx,chi,GoldEd00,def_int_long,0,,,,,
player,201609110htx,chi,GoldEd00,pass_defended,0,,,,,
player,201609110htx,chi,GoldEd00,sacks,0.5,,,,,
player,201609110htx,chi,GoldEd00,tackles_combined,6,,,,,
