game,2016,5,20161009,201610090det,phi,"Philadelphia Eagles",23,det,"Detroit Lions",24
player,201610090det,phi,SproDa00,pass_att,0,,,,,
player,201610090det,phi,SproDa00,pass_yds,0,,,,,
player,201610090det,phi,SproDa00,pass_td,0,,,,,
player,201610090det,phi,SproDa00,pass_int,0,,,,,
player,201610090det,phi,SproDa00,pass_sacked,0,,,,,
player,201610090det,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201610090det,phi,SproDa00,pass_long,0,,,,,
player,201610090det,phi,SproDa00,pass_rating,,,,,,
player,201610090det,phi,SproDa00,rush_att,5,,,,,
player,201610090det,phi,SproDa00,rush_yds,45,,,,,
player,201610090det,phi,SproDa00,rush_td,0,,,,,
player,201610090det,phi,SproDa00,rush_long,15,,,,,
player,201610090det,phi,SproDa00,targets,4,,,,,
player,201610090det,phi,SproDa00,rec,4,,,,,
player,201610090det,phi,SproDa00,rec_yds,23,,,,,
player,201610090det,phi,SproDa00,rec_td,0,,,,,
player,201610090det,phi,SproDa00,rec_long,11,,,,,
player,201610090det,phi,SproDa00,fumbles,0,,,,,
player,201610090det,phi,SproDa00,fumbles_lost,0,,,,,
player,201610090det,phi,MathRy00,pass_cmp,0,,,,,
player,201610090det,phi,MathRy00,pass_att,0,,,,,
player,201610090det,phi,MathRy00,pass_yds,0,,,,,
player,201610090det,phi,MathRy00,pass_td,0,,,,,
player,201610090det,phi,MathRy00,pass_int,0,,,,,
player,201610090det,phi,MathRy00,pass_sacked,0,,,,,
player,201610090det,phi,MathRy00,pass_sacked_yds,0,,,,,
player,201610090det,phi,MathRy00,pass_long,0,,,,,
player,201610090det,phi,MathRy00,pass_rating,,,,,,
player,201610090det,phi,MathRy00,rush_att,11,,,,,
player,201610090det,phi,MathRy00,rush_yds,42,,,,,
player,201610090det,phi,MathRy00,rush_td,0,,,,,
player,201610090det,phi,MathRy00,rush_long,10,,,,,
player,201610090det,phi,MathRy00,targets,5,,,,,
player,201610090det,phi,MathRy00,rec,5,,,,,
player,201610090det,phi,MathRy00,rec_yds,33,,,,,
player,201610090det,phi,MathRy00,rec_td,1,,,,,
player,201610090det,phi,MathRy00,rec_long,18,,,,,
player,201610090det,phi,MathRy00,fumbles,1,,,,,
player,201610090det,phi,MathRy00,fumbles_lost,1,,,,,
player,201610090det,phi,HuffJo00,pass_cmp,0,,,,,
player,201610090det,phi,HuffJo00,pass_att,0,,,,,
player,201610090det,phi,HuffJo00,pass_yds,0,,,,,
player,201610090det,phi,HuffJo00,pass_td,0,,,,,
player,201610090det,phi,HuffJo00,pass_int,0,,,,,
player,201610090det,phi,HuffJo00,pass_sacked,0,,,,,
player,201610090det,phi,HuffJo00,pass_sacked_yds,0,,,,,
player,201610090det,phi,HuffJo00,pass_long,0,,,,,
player,201610090det,phi,HuffJo00,pass_rating,,,,,,
player,201610090det,phi,HuffJo00,rush_att,2,,,,,
player,201610090det,phi,HuffJo00,rush_yds,10,,,,,
player,201610090det,phi,HuffJo00,rush_td,0,,,,,
player,201610090det,phi,HuffJo00,rush_long,10,,,,,
player,201610090det,phi,HuffJo00,targets,3,,,,,
player,201610090det,phi,HuffJo00,rec,3,,,,,
player,201610090det,phi,HuffJo00,rec_yds,5,,,,,
player,201610090det,phi,HuffJo00,rec_td,1,,,,,
player,201610090det,phi,HuffJo00,rec_long,2,,,,,
player,201610090det,phi,HuffJo00,fumbles,0,,,,,
player,201610090det,phi,HuffJo00,fumbles_lost,0,,,,,
player,201610090det,phi,AghoNe00,pass_cmp,0,,,,,
player,201610090det,phi,AghoNe00,pass_att,0,,,,,
player,201610090det,phi,AghoNe00,pass_yds,0,,,,,
player,201610090det,phi,AghoNe00,pass_td,0,,,,,
player,201610090det,phi,AghoNe00,pass_int,0,,,,,
player,201610090det,phi,AghoNe00,pass_sacked,0,,,,,
player,201610090det,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201610090det,phi,AghoNe00,pass_long,0,,,,,
player,201610090det,phi,AghoNe00,pass_rating,,,,,,
player,201610090det,phi,AghoNe00,rush_att,1,,,,,
player,201610090det,phi,AghoNe00,rush_yds,5,,,,,
player,201610090det,phi,AghoNe00,rush_td,0,,,,,
player,201610090det,phi,AghoNe00,rush_long,5,,,,,
player,201610090det,phi,AghoNe00,targets,7,,,,,
player,201610090det,phi,AghoNe00,rec,2,,,,,
player,201610090det,phi,AghoNe00,rec_yds,27,,,,,
player,201610090det,phi,AghoNe00,rec_td,0,,,,,
player,201610090det,phi,AghoNe00,rec_long,18,,,,,
player,201610090det,phi,AghoNe00,fumbles,0,,,,,
player,201610090det,phi,AghoNe00,fumbles_lost,0,,,,,
player,201610090det,phi,MattJo00,pass_cmp,0,,,,,
player,201610090det,phi,MattJo00,pass_att,0,,,,,
player,201610090det,phi,MattJo00,pass_yds,0,,,,,
player,201610090det,phi,MattJo00,pass_td,0,,,,,
player,201610090det,phi,MattJo00,pass_int,0,,,,,
player,201610090det,phi,MattJo00,pass_sacked,0,,,,,
player,201610090det,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201610090det,phi,MattJo00,pass_long,0,,,,,
player,201610090det,phi,MattJo00,pass_rating,,,,,,
player,201610090det,phi,MattJo00,rush_att,0,,,,,
player,201610090det,phi,MattJo00,rush_yds,0,,,,,
player,201610090det,phi,MattJo00,rush_td,0,,,,,
player,201610090det,phi,MattJo00,rush_long,0,,,,,
player,201610090det,phi,MattJo00,targets,4,,,,,
player,201610090det,phi,MattJo00,rec,4,,,,,
player,201610090det,phi,MattJo00,rec_yds,65,,,,,
player,201610090det,phi,MattJo00,rec_td,0,,,,,
player,201610090det,phi,MattJo00,rec_long,27,,,,,
player,201610090det,phi,MattJo00,fumbles,1,,,,,
player,201610090det,phi,MattJo00,fumbles_lost,0,,,,,
player,201610090det,phi,GreeDo00,pass_cmp,0,,,,,
player,201610090det,phi,GreeDo00,pass_att,0,,,,,
player,201610090det,phi,GreeDo00,pass_yds,0,,,,,
player,201610090det,phi,GreeDo00,pass_td,0,,,,,
player,201610090det,phi,GreeDo00,pass_int,0,,,,,
player,201610090det,phi,GreeDo00,pass_sacked,0,,,,,
player,201610090det,phi,GreeDo00,pass_sacked_yds,0,,,,,
player,201610090det,phi,GreeDo00,pass_long,0,,,,,
player,201610090det,phi,GreeDo00,pass_rating,,,,,,
player,201610090det,phi,GreeDo00,rush_att,0,,,,,
player,201610090det,phi,GreeDo00,rush_yds,0,,,,,
player,201610090det,phi,GreeDo00,rush_td,0,,,,,
player,201610090det,phi,GreeDo00,rush_long,0,,,,,
player,201610090det,phi,GreeDo00,targets,4,,,,,
player,201610090det,phi,GreeDo00,rec,3,,,,,
player,201610090det,phi,GreeDo00,rec_yds,43,,,,,
player,201610090det,phi,GreeDo00,rec_td,0,,,,,
player,201610090det,phi,GreeDo00,rec_long,26,,,,,
player,201610090det,phi,GreeDo00,fumbles,0,,,,,
player,201610090det,phi,GreeDo00,fumbles_lost,0,,,,,
player,201610090det,phi,ErtzZa00,pass_cmp,0,,,,,
player,201610090det,phi,ErtzZa00,pass_att,0,,,,,
player,201610090det,phi,ErtzZa00,pass_yds,0,,,,,
player,201610090det,phi,ErtzZa00,pass_td,0,,,,,
player,201610090det,phi,ErtzZa00,pass_int,0,,,,,
player,201610090det,phi,ErtzZa00,pass_sacked,0,,,,,
player,201610090det,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201610090det,phi,ErtzZa00,pass_long,0,,,,,
player,201610090det,phi,ErtzZa00,pass_rating,,,,,,
player,201610090det,phi,ErtzZa00,rush_att,0,,,,,
player,201610090det,phi,ErtzZa00,rush_yds,0,,,,,
player,201610090det,phi,ErtzZa00,rush_td,0,,,,,
player,201610090det,phi,ErtzZa00,rush_long,0,,,,,
player,201610090det,phi,ErtzZa00,targets,3,,,,,
player,201610090det,phi,ErtzZa00,rec,3,,,,,
player,201610090det,phi,ErtzZa00,rec_yds,37,,,,,
player,201610090det,phi,ErtzZa00,rec_td,0,,,,,
player,201610090det,phi,ErtzZa00,rec_long,21,,,,,
player,201610090det,phi,ErtzZa00,fumbles,0,,,,,
player,201610090det,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201610090det,phi,BurtTr01,pass_cmp,0,,,,,
player,201610090det,phi,BurtTr01,pass_att,0,,,,,
player,201610090det,phi,BurtTr01,pass_yds,0,,,,,
player,201610090det,phi,BurtTr01,pass_td,0,,,,,
player,201610090det,phi,BurtTr01,pass_int,0,,,,,
player,201610090det,phi,BurtTr01,pass_sacked,0,,,,,
player,201610090det,phi,BurtTr01,pass_sacked_yds,0,,,,,
player,201610090det,phi,BurtTr01,pass_long,0,,,,,
player,201610090det,phi,BurtTr01,pass_rating,,,,,,
player,201610090det,phi,BurtTr01,rush_att,0,,,,,
player,201610090det,phi,BurtTr01,rush_yds,0,,,,,
player,201610090det,phi,BurtTr01,rush_td,0,,,,,
player,201610090det,phi,BurtTr01,rush_long,0,,,,,
player,201610090det,phi,BurtTr01,targets,2,,,,,
player,201610090det,phi,BurtTr01,rec,1,,,,,
player,201610090det,phi,BurtTr01,rec_yds,5,,,,,
player,201610090det,phi,BurtTr01,rec_td,0,,,,,
player,201610090det,phi,BurtTr01,rec_long,5,,,,,
player,201610090det,phi,BurtTr01,fumbles,0,,,,,
player,201610090det,phi,BurtTr01,fumbles_lost,0,,,,,
player,201610090det,det,StafMa00,pass_cmp,19,,,,,
player,201610090det,det,StafMa00,pass_att,25,,,,,
player,201610090det,det,StafMa00,pass_yds,180,,,,,
player,201610090det,det,StafMa00,pass_td,3,,,,,
player,201610090det,det,StafMa00,pass_int,0,,,,,
player,201610090det,det,StafMa00,pass_sacked,4,,,,,
player,201610090det,det,StafMa00,pass_sacked_yds,16,,,,,
player,201610090det,det,StafMa00,pass_long,27,,,,,
player,201610090det,det,StafMa00,pass_rating,135.0,,,,,
player,201610090det,det,StafMa00,rush_att,6,,,,,
player,201610090det,det,StafMa00,rush_yds,16,,,,,
player,201610090det,det,StafMa00,rush_td,0,,,,,
player,201610090det,det,StafMa00,rush_long,14,,,,,
player,201610090det,det,StafMa00,targets,0,,,,,
player,201610090det,det,StafMa00,rec,0,,,,,
player,201610090det,det,StafMa00,rec_yds,0,,,,,
player,201610090det,det,StafMa00,rec_td,0,,,,,
player,201610090det,det,StafMa00,rec_long,0,,,,,
player,201610090det,det,StafMa00,fumbles,1,,,,,
player,201610090det,det,StafMa00,fumbles_lost,1,,,,,
player,201610090det,det,RiddTh00,pass_cmp,0,,,,,
player,201610090det,det,RiddTh00,pass_att,0,,,,,
player,201610090det,det,RiddTh00,pass_yds,0,,,,,
player,201610090det,det,RiddTh00,pass_td,0,,,,,
player,201610090det,det,RiddTh00,pass_int,0,,,,,
player,201610090det,det,RiddTh00,pass_sacked,0,,,,,
player,201610090det,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201610090det,det,RiddTh00,pass_long,0,,,,,
player,201610090det,det,RiddTh00,pass_rating,,,,,,
player,201610090det,det,RiddTh00,rush_att,11,,,,,
player,201610090det,det,RiddTh00,rush_yds,49,,,,,
player,201610090det,det,RiddTh00,rush_td,0,,,,,
player,201610090det,det,RiddTh00,rush_long,17,,,,,
player,201610090det,det,RiddTh00,targets,6,,,,,
player,201610090det,det,RiddTh00,rec,6,,,,,
player,201610090det,det,RiddTh00,rec_yds,33,,,,,
player,201610090det,det,RiddTh00,rec_td,2,,,,,
player,201610090det,det,RiddTh00,rec_long,17,,,,,
player,201610090det,det,RiddTh00,fumbles,0,,,,,
player,201610090det,det,RiddTh00,fumbles_lost,0,,,,,
player,201610090det,det,ZennZa00,pass_cmp,0,,,,,
player,201610090det,det,ZennZa00,pass_att,0,,,,,
player,201610090det,det,ZennZa00,pass_yds,0,,,,,
player,201610090det,det,ZennZa00,pass_td,0,,,,,
player,201610090det,det,ZennZa00,pass_int,0,,,,,
player,201610090det,det,ZennZa00,pass_sacked,0,,,,,
player,201610090det,det,ZennZa00,pass_sacked_yds,0,,,,,
player,201610090det,det,ZennZa00,pass_long,0,,,,,
player,201610090det,det,ZennZa00,pass_rating,,,,,,
player,201610090det,det,ZennZa00,rush_att,7,,,,,
player,201610090det,det,ZennZa00,rush_yds,9,,,,,
player,201610090det,det,ZennZa00,rush_td,0,,,,,
player,201610090det,det,ZennZa00,rush_long,6,,,,,
player,201610090det,det,ZennZa00,targets,2,,,,,
player,201610090det,det,ZennZa00,rec,2,,,,,
player,201610090det,det,ZennZa00,rec_yds,23,,,,,
player,201610090det,det,ZennZa00,rec_td,0,,,,,
player,201610090det,det,ZennZa00,rec_long,19,,,,,
player,201610090det,det,ZennZa00,fumbles,0,,,,,
player,201610090det,det,ZennZa00,fumbles_lost,0,,,,,
player,201610090det,det,TateGo00,pass_cmp,0,,,,,
player,201610090det,det,TateGo00,pass_att,0,,,,,
player,201610090det,det,TateGo00,pass_yds,0,,,,,
player,201610090det,det,TateGo00,pass_td,0,,,,,
player,201610090det,det,TateGo00,pass_int,0,,,,,
player,201610090det,det,TateGo00,pass_sacked,0,,,,,
player,201610090det,det,TateGo00,pass_sacked_yds,0,,,,,
player,201610090det,det,TateGo00,pass_long,0,,,,,
player,201610090det,det,TateGo00,pass_rating,,,,,,
player,201610090det,det,TateGo00,rush_att,3,,,,,
player,201610090det,det,TateGo00,rush_yds,6,,,,,
player,201610090det,det,TateGo00,rush_td,0,,,,,
player,201610090det,det,TateGo00,rush_long,11,,,,,
player,201610090det,det,TateGo00,targets,5,,,,,
player,201610090det,det,TateGo00,rec,3,,,,,
player,201610090det,det,TateGo00,rec_yds,39,,,,,
player,201610090det,det,TateGo00,rec_td,0,,,,,
player,201610090det,det,TateGo00,rec_long,27,,,,,
player,201610090det,det,TateGo00,fumbles,0,,,,,
player,201610090det,det,TateGo00,fumbles_lost,0,,,,,
player,201610090det,det,BoldAn00,pass_cmp,0,,,,,
player,201610090det,det,BoldAn00,pass_att,0,,,,,
player,201610090det,det,BoldAn00,pass_yds,0,,,,,
player,201610090det,det,BoldAn00,pass_td,0,,,,,
player,201610090det,det,BoldAn00,pass_int,0,,,,,
player,201610090det,det,BoldAn00,pass_sacked,0,,,,,
player,201610090det,det,BoldAn00,pass_sacked_yds,0,,,,,
player,201610090det,det,BoldAn00,pass_long,0,,,,,
player,201610090det,det,BoldAn00,pass_rating,,,,,,
player,201610090det,det,BoldAn00,rush_att,0,,,,,
player,201610090det,det,BoldAn00,rush_yds,0,,,,,
player,201610090det,det,BoldAn00,rush_td,0,,,,,
player,201610090det,det,BoldAn00,rush_long,0,,,,,
player,201610090det,det,BoldAn00,targets,4,,,,,
player,201610090det,det,BoldAn00,rec,4,,,,,
player,201610090det,det,BoldAn00,rec_yds,48,,,,,
player,201610090det,det,BoldAn00,rec_td,0,,,,,
player,201610090det,det,BoldAn00,rec_long,20,,,,,
player,201610090det,det,BoldAn00,fumbles,0,,,,,
player,201610090det,det,BoldAn00,fumbles_lost,0,,,,,
player,201610090det,det,JoneMa02,pass_cmp,0,,,,,
player,201610090det,det,JoneMa02,pass_att,0,,,,,
player,201610090det,det,JoneMa02,pass_yds,0,,,,,
player,201610090det,det,JoneMa02,pass_td,0,,,,,
player,201610090det,det,JoneMa02,pass_int,0,,,,,
player,201610090det,det,JoneMa02,pass_sacked,0,,,,,
player,201610090det,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201610090det,det,JoneMa02,pass_long,0,,,,,
player,201610090det,det,JoneMa02,pass_rating,,,,,,
player,201610090det,det,JoneMa02,rush_att,0,,,,,
player,201610090det,det,JoneMa02,rush_yds,0,,,,,
player,201610090det,det,JoneMa02,rush_td,0,,,,,
player,201610090det,det,JoneMa02,rush_long,0,,,,,
player,201610090det,det,JoneMa02,targets,5,,,,,
player,201610090det,det,JoneMa02,rec,4,,,,,
player,201610090det,det,JoneMa02,rec_yds,37,,,,,
player,201610090det,det,JoneMa02,rec_td,1,,,,,
player,201610090det,det,JoneMa02,rec_long,17,,,,,
player,201610090det,det,JoneMa02,fumbles,0,,,,,
player,201610090det,det,JoneMa02,fumbles_lost,0,,,,,
player,201610090det,det,RobeAn00,pass_cmp,0,,,,,
player,201610090det,det,RobeAn00,pass_att,0,,,,,
player,201610090det,det,RobeAn00,pass_yds,0,,,,,
player,201610090det,det,RobeAn00,pass_td,0,,,,,
player,201610090det,det,RobeAn00,pass_int,0,,,,,
player,201610090det,det,RobeAn00,pass_sacked,0,,,,,
player,201610090det,det,RobeAn00,pass_sacked_yds,0,,,,,
player,201610090det,det,RobeAn00,pass_long,0,,,,,
player,201610090det,det,RobeAn00,pass_rating,,,,,,
player,201610090det,det,RobeAn00,rush_att,0,,,,,
player,201610090det,det,RobeAn00,rush_yds,0,,,,,
player,201610090det,det,RobeAn00,rush_td,0,,,,,
player,201610090det,det,RobeAn00,rush_long,0,,,,,
player,201610090det,det,RobeAn00,targets,1,,,,,
player,201610090det,det,RobeAn00,rec,0,,,,,
player,201610090det,det,RobeAn00,rec_yds,0,,,,,
player,201610090det,det,RobeAn00,rec_td,0,,,,,
player,201610090det,det,RobeAn00,rec_long,0,,,,,
player,201610090det,det,RobeAn00,fumbles,0,,,,,
player,201610090det,det,RobeAn00,fumbles_lost,0,,,,,
player,201610090det,phi,CurrVi00,def_int,0,,,,,
player,201610090det,phi,CurrVi00,def_int_yds,0,,,,,
player,201610090det,phi,CurrVi00,def_int_td,0,,,,,
player,201610090det,phi,CurrVi00,def_int_long,0,,,,,
player,201610090det,phi,CurrVi00,pass_defended,0,,,,,
player,201610090det,phi,CurrVi00,sacks,1.0,,,,,
player,201610090det,phi,CurrVi00,tackles_combined,4,,,,,
player,201610090det,phi,CurrVi00,tackles_solo,2,,,,,
player,201610090det,phi,CurrVi00,tackles_assists,2,,,,,
player,201610090det,phi,CurrVi00,tackles_loss,1,,,,,
player,201610090det,phi,CurrVi00,qb_hits,2,,,,,
player,201610090det,phi,CurrVi00,fumbles_rec,0,,,,,
player,201610090det,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201610090det,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201610090det,phi,CurrVi00,fumbles_forced,0,,,,,
player,201610090det,phi,LogaBe00,def_int,0,,,,,
player,201610090det,phi,LogaBe00,def_int_yds,0,,,,,
player,201610090det,phi,LogaBe00,def_int_td,0,,,,,
player,201610090det,phi,LogaBe00,def_int_long,0,,,,,
player,201610090det,phi,LogaBe00,pass_defended,0,,,,,
player,201610090det,phi,LogaBe00,sacks,1.0,,,,,
player,201610090det,phi,LogaBe00,tackles_combined,3,,,,,
player,201610090det,phi,LogaBe00,tackles_solo,3,,,,,
player,201610090det,phi,LogaBe00,tackles_assists,0,,,,,
player,201610090det,phi,LogaBe00,tackles_loss,2,,,,,
player,201610090det,phi,LogaBe00,qb_hits,2,,,,,
player,201610090det,phi,LogaBe00,fumbles_rec,0,,,,,
player,201610090det,phi,LogaBe00,fumbles_rec_yds,0,,,,,
player,201610090det,phi,LogaBe00,fumbles_rec_td,0,,,,,
player,201610090det,phi,LogaBe00,fumbles_forced,0,,,,,
player,201610090det,phi,CoxxFl00,def_int,0,,,,,
player,201610090det,phi,CoxxFl00,def_int_yds,0,,,,,
player,201610090det,phi,CoxxFl00,def_int_td,0,,,,,
player,201610090det,phi,CoxxFl00,def_int_long,0,,,,,
player,201610090det,phi,CoxxFl00,pass_defended,0,,,,,
player,201610090det,phi,CoxxFl00,sacks,1.0,,,,,
player,201610090det,phi,CoxxFl00,tackles_combined,2,,,,,
player,201610090det,phi,CoxxFl00,tackles_solo,2,,,,,
player,201610090det,phi,CoxxFl00,tackles_assists,0,,,,,
player,201610090det,phi,CoxxFl00,tackles_loss,1,,,,,
player,201610090det,phi,CoxxFl00,qb_hits,1,,,,,
player,201610090det,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201610090det,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201610090det,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201610090det,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201610090det,phi,McLeRo00,def_int,0,,,,,
player,201610090det,phi,McLeRo00,def_int_yds,0,,,,,
player,201610090det,phi,McLeRo00,def_int_td,0,,,,,
player,201610090det,phi,McLeRo00,def_int_long,0,,,,,
player,201610090det,phi,McLeRo00,pass_defended,0,,,,,
player,201610090det,phi,McLeRo00,sacks,0.0,,,,,
player,201610090det,phi,McLeRo00,tackles_combined,9,,,,,
player,201610090det,phi,McLeRo00,tackles_solo,8,,,,,
player,201610090det,phi,McLeRo00,tackles_assists,1,,,,,
player,201610090det,phi,McLeRo00,tackles_loss,0,,,,,
player,201610090det,phi,McLeRo00,qb_hits,0,,,,,
player,201610090det,phi,McLeRo00,fumbles_rec,0,,,,,
player,201610090det,phi,McLeRo00,fumbles_rec_yds,0,,,,,
player,201610090det,phi,McLeRo00,fumbles_rec_td,0,,,,,
player,201610090det,phi,McLeRo00,fumbles_forced,0,,,,,
player,201610090det,phi,GrahBr99,def_int,0,,,,,
player,201610090det,phi,GrahBr99,def_int_yds,0,,,,,
player,201610090det,phi,GrahBr99,def_int_td,0,,,,,
player,201610090det,phi,GrahBr99,def_int_long,0,,,,,
player,201610090det,phi,GrahBr99,pass_defended,0,,,,,
player,201610090det,phi,GrahBr99,sacks,0.0,,,,,
player,201610090det,phi,GrahBr99,tackles_combined,6,,,,,
player,201610090det,phi,GrahBr99,tackles_solo,5,,,,,
player,201610090det,phi,GrahBr99,tackles_assists,1,,,,,
player,201610090det,phi,GrahBr99,tackles_loss,2,,,,,
player,201610090det,phi,GrahBr99,qb_hits,1,,,,,
player,201610090det,phi,GrahBr99,fumbles_rec,0,,,,,
player,201610090det,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201610090det,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201610090det,phi,GrahBr99,fumbles_forced,0,,,,,
player,201610090det,phi,BradNi00,def_int,0,,,,,
player,201610090det,phi,BradNi00,def_int_yds,0,,,,,
player,201610090det,phi,BradNi00,def_int_td,0,,,,,
player,201610090det,phi,BradNi00,def_int_long,0,,,,,
player,201610090det,phi,BradNi00,pass_defended,0,,,,,
player,201610090det,phi,BradNi00,sacks,0.0,,,,,
player,201610090det,phi,BradNi00,tackles_combined,5,,,,,
player,201610090det,phi,BradNi00,tackles_solo,4,,,,,
player,201610090det,phi,BradNi00,tackles_assists,1,,,,,
player,201610090det,phi,BradNi00,tackles_loss,3,,,,,
player,201610090det,phi,BradNi00,qb_hits,0,,,,,
player,201610090det,phi,BradNi00,fumbles_rec,1,,,,,
player,201610090det,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201610090det,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201610090det,phi,BradNi00,fumbles_forced,0,,,,,
player,201610090det,phi,HickJo00,def_int,0,,,,,
player,201610090det,phi,HickJo00,def_int_yds,0,,,,,
player,201610090det,phi,HickJo00,def_int_td,0,,,,,
player,201610090det,phi,HickJo00,def_int_long,0,,,,,
player,201610090det,phi,HickJo00,pass_defended,0,,,,,
player,201610090det,phi,HickJo00,sacks,0.0,,,,,
player,201610090det,phi,HickJo00,tackles_combined,5,,,,,
player,201610090det,phi,HickJo00,tackles_solo,2,,,,,
player,201610090det,phi,HickJo00,tackles_assists,3,,,,,
player,201610090det,phi,HickJo00,tackles_loss,0,,,,,
player,201610090det,phi,HickJo00,qb_hits,0,,,,,
player,201610090det,phi,HickJo00,fumbles_rec,0,,,,,
player,201610090det,phi,HickJo00,fumbles_rec_yds,0,,,,,
player,201610090det,phi,HickJo00,fumbles_rec_td,0,,,,,
player,201610090det,phi,HickJo00,fumbles_forced,0,,,,,
player,201610090det,phi,MillJa02,def_int,0,,,,,
player,201610090det,phi,MillJa02,def_int_yds,0,,,,,
player,201610090det,phi,MillJa02,def_int_td,0,,,,,
player,201610090det,phi,MillJa02,def_int_long,0,,,,,
player,201610090det,phi,MillJa02,pass_defended,0,,,,,
player,201610090det,phi,MillJa02,sacks,0.0,,,,,
player,201610090det,phi,MillJa02,tackles_combined,4,,,,,
player,201610090det,phi,MillJa02,tackles_solo,3,,,,,
player,201610090det,phi,MillJa02,tackles_assists,1,,,,,
player,201610090det,phi,MillJa02,tackles_loss,0,,,,,
player,201610090det,phi,MillJa02,qb_hits,0,,,,,
player,201610090det,phi,MillJa02,fumbles_rec,0,,,,,
player,201610090det,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201610090det,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201610090det,phi,MillJa02,fumbles_forced,0,,,,,
player,201610090det,phi,CarrNo00,def_int,0,,,,,
player,201610090det,phi,CarrNo00,def_int_yds,0,,,,,
player,201610090det,phi,CarrNo00,def_int_td,0,,,,,
player,201610090det,phi,CarrNo00,def_int_long,0,,,,,
player,201610090det,phi,CarrNo00,pass_defended,0,,,,,
player,201610090det,phi,CarrNo00,sacks,0.0,,,,,
player,201610090det,phi,CarrNo00,tackles_combined,3,,,,,
player,201610090det,phi,CarrNo00,tackles_solo,3,,,,,
player,201610090det,phi,CarrNo00,tackles_assists,0,,,,,
