game,2016,14,20161211,201612110car,sdg,"San Diego Chargers",16,car,"Carolina Panthers",28
player,201612110car,sdg,ToomKo00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,ToomKo00,fumbles_forced,0,,,,,
player,201612110car,sdg,IngrMe00,def_int,0,,,,,
player,201612110car,sdg,IngrMe00,def_int_yds,0,,,,,
player,201612110car,sdg,IngrMe00,def_int_td,0,,,,,
player,201612110car,sdg,IngrMe00,def_int_long,0,,,,,
player,201612110car,sdg,IngrMe00,pass_defended,0,,,,,
player,201612110car,sdg,IngrMe00,sacks,0.0,,,,,
player,201612110car,sdg,IngrMe00,tackles_combined,5,,,,,
player,201612110car,sdg,IngrMe00,tackles_solo,2,,,,,
player,201612110car,sdg,IngrMe00,tackles_assists,3,,,,,
player,201612110car,sdg,IngrMe00,tackles_loss,1,,,,,
player,201612110car,sdg,IngrMe00,qb_hits,0,,,,,
player,201612110car,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201612110car,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201612110car,sdg,PaleTe00,def_int,0,,,,,
player,201612110car,sdg,PaleTe00,def_int_yds,0,,,,,
player,201612110car,sdg,PaleTe00,def_int_td,0,,,,,
player,201612110car,sdg,PaleTe00,def_int_long,0,,,,,
player,201612110car,sdg,PaleTe00,pass_defended,0,,,,,
player,201612110car,sdg,PaleTe00,sacks,0.0,,,,,
player,201612110car,sdg,PaleTe00,tackles_combined,4,,,,,
player,201612110car,sdg,PaleTe00,tackles_solo,3,,,,,
player,201612110car,sdg,PaleTe00,tackles_assists,1,,,,,
player,201612110car,sdg,PaleTe00,tackles_loss,1,,,,,
player,201612110car,sdg,PaleTe00,qb_hits,1,,,,,
player,201612110car,sdg,PaleTe00,fumbles_rec,0,,,,,
player,201612110car,sdg,PaleTe00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,PaleTe00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,PaleTe00,fumbles_forced,0,,,,,
player,201612110car,sdg,WillTr05,def_int,0,,,,,
player,201612110car,sdg,WillTr05,def_int_yds,0,,,,,
player,201612110car,sdg,WillTr05,def_int_td,0,,,,,
player,201612110car,sdg,WillTr05,def_int_long,0,,,,,
player,201612110car,sdg,WillTr05,pass_defended,1,,,,,
player,201612110car,sdg,WillTr05,sacks,0.0,,,,,
player,201612110car,sdg,WillTr05,tackles_combined,4,,,,,
player,201612110car,sdg,WillTr05,tackles_solo,4,,,,,
player,201612110car,sdg,WillTr05,tackles_assists,0,,,,,
player,201612110car,sdg,WillTr05,tackles_loss,0,,,,,
player,201612110car,sdg,WillTr05,qb_hits,0,,,,,
player,201612110car,sdg,WillTr05,fumbles_rec,0,,,,,
player,201612110car,sdg,WillTr05,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,WillTr05,fumbles_rec_td,0,,,,,
player,201612110car,sdg,WillTr05,fumbles_forced,0,,,,,
player,201612110car,sdg,LiugCo00,def_int,0,,,,,
player,201612110car,sdg,LiugCo00,def_int_yds,0,,,,,
player,201612110car,sdg,LiugCo00,def_int_td,0,,,,,
player,201612110car,sdg,LiugCo00,def_int_long,0,,,,,
player,201612110car,sdg,LiugCo00,pass_defended,0,,,,,
player,201612110car,sdg,LiugCo00,sacks,0.0,,,,,
player,201612110car,sdg,LiugCo00,tackles_combined,3,,,,,
player,201612110car,sdg,LiugCo00,tackles_solo,2,,,,,
player,201612110car,sdg,LiugCo00,tackles_assists,1,,,,,
player,201612110car,sdg,LiugCo00,tackles_loss,0,,,,,
player,201612110car,sdg,LiugCo00,qb_hits,0,,,,,
player,201612110car,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201612110car,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201612110car,sdg,LoweDw99,def_int,0,,,,,
player,201612110car,sdg,LoweDw99,def_int_yds,0,,,,,
player,201612110car,sdg,LoweDw99,def_int_td,0,,,,,
player,201612110car,sdg,LoweDw99,def_int_long,0,,,,,
player,201612110car,sdg,LoweDw99,pass_defended,1,,,,,
player,201612110car,sdg,LoweDw99,sacks,0.0,,,,,
player,201612110car,sdg,LoweDw99,tackles_combined,3,,,,,
player,201612110car,sdg,LoweDw99,tackles_solo,3,,,,,
player,201612110car,sdg,LoweDw99,tackles_assists,0,,,,,
player,201612110car,sdg,LoweDw99,tackles_loss,0,,,,,
player,201612110car,sdg,LoweDw99,qb_hits,0,,,,,
player,201612110car,sdg,LoweDw99,fumbles_rec,0,,,,,
player,201612110car,sdg,LoweDw99,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,LoweDw99,fumbles_rec_td,0,,,,,
player,201612110car,sdg,LoweDw99,fumbles_forced,0,,,,,
player,201612110car,sdg,BrowJa05,def_int,0,,,,,
player,201612110car,sdg,BrowJa05,def_int_yds,0,,,,,
player,201612110car,sdg,BrowJa05,def_int_td,0,,,,,
player,201612110car,sdg,BrowJa05,def_int_long,0,,,,,
player,201612110car,sdg,BrowJa05,pass_defended,0,,,,,
player,201612110car,sdg,BrowJa05,sacks,0.0,,,,,
player,201612110car,sdg,BrowJa05,tackles_combined,2,,,,,
player,201612110car,sdg,BrowJa05,tackles_solo,1,,,,,
player,201612110car,sdg,BrowJa05,tackles_assists,1,,,,,
player,201612110car,sdg,BrowJa05,tackles_loss,0,,,,,
player,201612110car,sdg,BrowJa05,qb_hits,0,,,,,
player,201612110car,sdg,BrowJa05,fumbles_rec,0,,,,,
player,201612110car,sdg,BrowJa05,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,BrowJa05,fumbles_rec_td,0,,,,,
player,201612110car,sdg,BrowJa05,fumbles_forced,0,,,,,
player,201612110car,sdg,HaywCa00,def_int,0,,,,,
player,201612110car,sdg,HaywCa00,def_int_yds,0,,,,,
player,201612110car,sdg,HaywCa00,def_int_td,0,,,,,
player,201612110car,sdg,HaywCa00,def_int_long,0,,,,,
player,201612110car,sdg,HaywCa00,pass_defended,1,,,,,
player,201612110car,sdg,HaywCa00,sacks,0.0,,,,,
player,201612110car,sdg,HaywCa00,tackles_combined,2,,,,,
player,201612110car,sdg,HaywCa00,tackles_solo,2,,,,,
player,201612110car,sdg,HaywCa00,tackles_assists,0,,,,,
player,201612110car,sdg,HaywCa00,tackles_loss,0,,,,,
player,201612110car,sdg,HaywCa00,qb_hits,0,,,,,
player,201612110car,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201612110car,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201612110car,sdg,SquaDa00,def_int,0,,,,,
player,201612110car,sdg,SquaDa00,def_int_yds,0,,,,,
player,201612110car,sdg,SquaDa00,def_int_td,0,,,,,
player,201612110car,sdg,SquaDa00,def_int_long,0,,,,,
player,201612110car,sdg,SquaDa00,pass_defended,0,,,,,
player,201612110car,sdg,SquaDa00,sacks,0.0,,,,,
player,201612110car,sdg,SquaDa00,tackles_combined,2,,,,,
player,201612110car,sdg,SquaDa00,tackles_solo,2,,,,,
player,201612110car,sdg,SquaDa00,tackles_assists,0,,,,,
player,201612110car,sdg,SquaDa00,tackles_loss,1,,,,,
player,201612110car,sdg,SquaDa00,qb_hits,0,,,,,
player,201612110car,sdg,SquaDa00,fumbles_rec,0,,,,,
player,201612110car,sdg,SquaDa00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,SquaDa00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,SquaDa00,fumbles_forced,0,,,,,
player,201612110car,sdg,KaseDr00,def_int,0,,,,,
player,201612110car,sdg,KaseDr00,def_int_yds,0,,,,,
player,201612110car,sdg,KaseDr00,def_int_td,0,,,,,
player,201612110car,sdg,KaseDr00,def_int_long,0,,,,,
player,201612110car,sdg,KaseDr00,pass_defended,0,,,,,
player,201612110car,sdg,KaseDr00,sacks,0.0,,,,,
player,201612110car,sdg,KaseDr00,tackles_combined,1,,,,,
player,201612110car,sdg,KaseDr00,tackles_solo,1,,,,,
player,201612110car,sdg,KaseDr00,tackles_assists,0,,,,,
player,201612110car,sdg,KaseDr00,tackles_loss,0,,,,,
player,201612110car,sdg,KaseDr00,qb_hits,0,,,,,
player,201612110car,sdg,KaseDr00,fumbles_rec,0,,,,,
player,201612110car,sdg,KaseDr00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,KaseDr00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,KaseDr00,fumbles_forced,0,,,,,
player,201612110car,sdg,PerrJo01,def_int,0,,,,,
player,201612110car,sdg,PerrJo01,def_int_yds,0,,,,,
player,201612110car,sdg,PerrJo01,def_int_td,0,,,,,
player,201612110car,sdg,PerrJo01,def_int_long,0,,,,,
player,201612110car,sdg,PerrJo01,pass_defended,0,,,,,
player,201612110car,sdg,PerrJo01,sacks,0.0,,,,,
player,201612110car,sdg,PerrJo01,tackles_combined,1,,,,,
player,201612110car,sdg,PerrJo01,tackles_solo,1,,,,,
player,201612110car,sdg,PerrJo01,tackles_assists,0,,,,,
player,201612110car,sdg,PerrJo01,tackles_loss,0,,,,,
player,201612110car,sdg,PerrJo01,qb_hits,0,,,,,
player,201612110car,sdg,PerrJo01,fumbles_rec,0,,,,,
player,201612110car,sdg,PerrJo01,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,PerrJo01,fumbles_rec_td,0,,,,,
player,201612110car,sdg,PerrJo01,fumbles_forced,0,,,,,
player,201612110car,sdg,PhilAd00,def_int,0,,,,,
player,201612110car,sdg,PhilAd00,def_int_yds,0,,,,,
player,201612110car,sdg,PhilAd00,def_int_td,0,,,,,
player,201612110car,sdg,PhilAd00,def_int_long,0,,,,,
player,201612110car,sdg,PhilAd00,pass_defended,0,,,,,
player,201612110car,sdg,PhilAd00,sacks,0.0,,,,,
player,201612110car,sdg,PhilAd00,tackles_combined,1,,,,,
player,201612110car,sdg,PhilAd00,tackles_solo,0,,,,,
player,201612110car,sdg,PhilAd00,tackles_assists,1,,,,,
player,201612110car,sdg,PhilAd00,tackles_loss,0,,,,,
player,201612110car,sdg,PhilAd00,qb_hits,0,,,,,
player,201612110car,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201612110car,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201612110car,sdg,WattDe00,def_int,0,,,,,
player,201612110car,sdg,WattDe00,def_int_yds,0,,,,,
player,201612110car,sdg,WattDe00,def_int_td,0,,,,,
player,201612110car,sdg,WattDe00,def_int_long,0,,,,,
player,201612110car,sdg,WattDe00,pass_defended,0,,,,,
player,201612110car,sdg,WattDe00,sacks,0.0,,,,,
player,201612110car,sdg,WattDe00,tackles_combined,1,,,,,
player,201612110car,sdg,WattDe00,tackles_solo,1,,,,,
player,201612110car,sdg,WattDe00,tackles_assists,0,,,,,
player,201612110car,sdg,WattDe00,tackles_loss,0,,,,,
player,201612110car,sdg,WattDe00,qb_hits,0,,,,,
player,201612110car,sdg,WattDe00,fumbles_rec,0,,,,,
player,201612110car,sdg,WattDe00,fumbles_rec_yds,0,,,,,
player,201612110car,sdg,WattDe00,fumbles_rec_td,0,,,,,
player,201612110car,sdg,WattDe00,fumbles_forced,0,,,,,
player,201612110car,car,WorlDa00,def_int,1,,,,,
player,201612110car,car,WorlDa00,def_int_yds,22,,,,,
player,201612110car,car,WorlDa00,def_int_td,0,,,,,
player,201612110car,car,WorlDa00,def_int_long,22,,,,,
player,201612110car,car,WorlDa00,pass_defended,2,,,,,
player,201612110car,car,WorlDa00,sacks,0.0,,,,,
player,201612110car,car,WorlDa00,tackles_combined,10,,,,,
player,201612110car,car,WorlDa00,tackles_solo,8,,,,,
player,201612110car,car,WorlDa00,tackles_assists,2,,,,,
player,201612110car,car,WorlDa00,tackles_loss,0,,,,,
player,201612110car,car,WorlDa00,qb_hits,0,,,,,
player,201612110car,car,WorlDa00,fumbles_rec,0,,,,,
player,201612110car,car,WorlDa00,fumbles_rec_yds,0,,,,,
player,201612110car,car,WorlDa00,fumbles_rec_td,0,,,,,
player,201612110car,car,WorlDa00,fumbles_forced,0,,,,,
player,201612110car,car,ColeKu99,def_int,1,,,,,
player,201612110car,car,ColeKu99,def_int_yds,0,,,,,
player,201612110car,car,ColeKu99,def_int_td,0,,,,,
player,201612110car,car,ColeKu99,def_int_long,0,,,,,
player,201612110car,car,ColeKu99,pass_defended,3,,,,,
player,201612110car,car,ColeKu99,sacks,0.0,,,,,
player,201612110car,car,ColeKu99,tackles_combined,8,,,,,
player,201612110car,car,ColeKu99,tackles_solo,4,,,,,
player,201612110car,car,ColeKu99,tackles_assists,4,,,,,
player,201612110car,car,ColeKu99,tackles_loss,0,,,,,
player,201612110car,car,ColeKu99,qb_hits,0,,,,,
player,201612110car,car,ColeKu99,fumbles_rec,0,,,,,
player,201612110car,car,ColeKu99,fumbles_rec_yds,0,,,,,
player,201612110car,car,ColeKu99,fumbles_rec_td,0,,,,,
player,201612110car,car,ColeKu99,fumbles_forced,0,,,,,
player,201612110car,car,ThomSh01,def_int,1,,,,,
player,201612110car,car,ThomSh01,def_int_yds,12,,,,,
player,201612110car,car,ThomSh01,def_int_td,0,,,,,
player,201612110car,car,ThomSh01,def_int_long,12,,,,,
player,201612110car,car,ThomSh01,pass_defended,1,,,,,
player,201612110car,car,ThomSh01,sacks,0.0,,,,,
player,201612110car,car,ThomSh01,tackles_combined,7,,,,,
player,201612110car,car,ThomSh01,tackles_solo,3,,,,,
player,201612110car,car,ThomSh01,tackles_assists,4,,,,,
player,201612110car,car,ThomSh01,tackles_loss,0,,,,,
player,201612110car,car,ThomSh01,qb_hits,1,,,,,
player,201612110car,car,ThomSh01,fumbles_rec,0,,,,,
player,201612110car,car,ThomSh01,fumbles_rec_yds,0,,,,,
player,201612110car,car,ThomSh01,fumbles_rec_td,0,,,,,
player,201612110car,car,ThomSh01,fumbles_forced,0,,,,,
player,201612110car,car,ShorKa00,def_int,0,,,,,
player,201612110car,car,ShorKa00,def_int_yds,0,,,,,
player,201612110car,car,ShorKa00,def_int_td,0,,,,,
player,201612110car,car,ShorKa00,def_int_long,0,,,,,
player,201612110car,car,ShorKa00,pass_defended,0,,,,,
player,201612110car,car,ShorKa00,sacks,2.0,,,,,
player,201612110car,car,ShorKa00,tackles_combined,3,,,,,
player,201612110car,car,ShorKa00,tackles_solo,3,,,,,
player,201612110car,car,ShorKa00,tackles_assists,0,,,,,
player,201612110car,car,ShorKa00,tackles_loss,2,,,,,
player,201612110car,car,ShorKa00,qb_hits,3,,,,,
player,201612110car,car,ShorKa00,fumbles_rec,0,,,,,
player,201612110car,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201612110car,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201612110car,car,ShorKa00,fumbles_forced,1,,,,,
player,201612110car,car,KleiAJ00,def_int,0,,,,,
player,201612110car,car,KleiAJ00,def_int_yds,0,,,,,
player,201612110car,car,KleiAJ00,def_int_td,0,,,,,
player,201612110car,car,KleiAJ00,def_int_long,0,,,,,
player,201612110car,car,KleiAJ00,pass_defended,0,,,,,
player,201612110car,car,KleiAJ00,sacks,1.0,,,,,
player,201612110car,car,KleiAJ00,tackles_combined,7,,,,,
player,201612110car,car,KleiAJ00,tackles_solo,4,,,,,
player,201612110car,car,KleiAJ00,tackles_assists,3,,,,,
player,201612110car,car,KleiAJ00,tackles_loss,1,,,,,
player,201612110car,car,KleiAJ00,qb_hits,1,,,,,
player,201612110car,car,KleiAJ00,fumbles_rec,0,,,,,
player,201612110car,car,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201612110car,car,KleiAJ00,fumbles_rec_td,0,,,,,
player,201612110car,car,KleiAJ00,fumbles_forced,1,,,,,
player,201612110car,car,DelaRy00,def_int,0,,,,,
player,201612110car,car,DelaRy00,def_int_yds,0,,,,,
player,201612110car,car,DelaRy00,def_int_td,0,,,,,
player,201612110car,car,DelaRy00,def_int_long,0,,,,,
player,201612110car,car,DelaRy00,pass_defended,0,,,,,
player,201612110car,car,DelaRy00,sacks,1.0,,,,,
player,201612110car,car,DelaRy00,tackles_combined,2,,,,,
player,201612110car,car,DelaRy00,tackles_solo,1,,,,,
player,201612110car,car,DelaRy00,tackles_assists,1,,,,,
player,201612110car,car,DelaRy00,tackles_loss,1,,,,,
player,201612110car,car,DelaRy00,qb_hits,1,,,,,
player,201612110car,car,DelaRy00,fumbles_rec,0,,,,,
player,201612110car,car,DelaRy00,fumbles_rec_yds,0,,,,,
player,201612110car,car,DelaRy00,fumbles_rec_td,0,,,,,
player,201612110car,car,DelaRy00,fumbles_forced,0,,,,,
player,201612110car,car,AddiMa00,def_int,0,,,,,
player,201612110car,car,AddiMa00,def_int_yds,0,,,,,
player,201612110car,car,AddiMa00,def_int_td,0,,,,,
player,201612110car,car,AddiMa00,def_int_long,0,,,,,
player,201612110car,car,AddiMa00,pass_defended,0,,,,,
player,201612110car,car,AddiMa00,sacks,1.0,,,,,
player,201612110car,car,AddiMa00,tackles_combined,1,,,,,
player,201612110car,car,AddiMa00,tackles_solo,1,,,,,
player,201612110car,car,AddiMa00,tackles_assists,0,,,,,
player,201612110car,car,AddiMa00,tackles_loss,1,,,,,
player,201612110car,car,AddiMa00,qb_hits,1,,,,,
player,201612110car,car,AddiMa00,fumbles_rec,0,,,,,
player,201612110car,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201612110car,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201612110car,car,AddiMa00,fumbles_forced,0,,,,,
player,201612110car,car,DaviTh20,def_int,0,,,,,
player,201612110car,car,DaviTh20,def_int_yds,0,,,,,
player,201612110car,car,DaviTh20,def_int_td,0,,,,,
player,201612110car,car,DaviTh20,def_int_long,0,,,,,
player,201612110car,car,DaviTh20,pass_defended,0,,,,,
player,201612110car,car,DaviTh20,sacks,0.0,,,,,
player,201612110car,car,DaviTh20,tackles_combined,5,,,,,
player,201612110car,car,DaviTh20,tackles_solo,3,,,,,
player,201612110car,car,DaviTh20,tackles_assists,2,,,,,
player,201612110car,car,DaviTh20,tackles_loss,0,,,,,
player,201612110car,car,DaviTh20,qb_hits,0,,,,,
player,201612110car,car,DaviTh20,fumbles_rec,0,,,,,
player,201612110car,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201612110car,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201612110car,car,DaviTh20,fumbles_forced,0,,,,,
player,201612110car,car,JohnLe03,def_int,0,,,,,
player,201612110car,car,JohnLe03,def_int_yds,0,,,,,
player,201612110car,car,JohnLe03,def_int_td,0,,,,,
player,201612110car,car,JohnLe03,def_int_long,0,,,,,
player,201612110car,car,JohnLe03,pass_defended,0,,,,,
player,201612110car,car,JohnLe03,sacks,0.0,,,,,
player,201612110car,car,JohnLe03,tackles_combined,4,,,,,
player,201612110car,car,JohnLe03,tackles_solo,1,,,,,
player,201612110car,car,JohnLe03,tackles_assists,3,,,,,
player,201612110car,car,JohnLe03,tackles_loss,0,,,,,
player,201612110car,car,JohnLe03,qb_hits,0,,,,,
player,201612110car,car,JohnLe03,fumbles_rec,0,,,,,
player,201612110car,car,JohnLe03,fumbles_rec_yds,0,,,,,
player,201612110car,car,JohnLe03,fumbles_rec_td,0,,,,,
player,201612110car,car,JohnLe03,fumbles_forced,0,,,,,
player,201612110car,car,BostTr00,def_int,0,,,,,
player,201612110car,car,BostTr00,def_int_yds,0,,,,,
player,201612110car,car,BostTr00,def_int_td,0,,,,,
player,201612110car,car,BostTr00,def_int_long,0,,,,,
player,201612110car,car,BostTr00,pass_defended,0,,,,,
player,201612110car,car,BostTr00,sacks,0.0,,,,,
player,201612110car,car,BostTr00,tackles_combined,2,,,,,
player,201612110car,car,BostTr00,tackles_solo,2,,,,,
player,201612110car,car,BostTr00,tackles_assists,0,,,,,
player,201612110car,car,BostTr00,tackles_loss,1,,,,,
player,201612110car,car,BostTr00,qb_hits,0,,,,,
player,201612110car,car,BostTr00,fumbles_rec,0,,,,,
player,201612110car,car,BostTr00,fumbles_rec_yds,0,,,,,
player,201612110car,car,BostTr00,fumbles_rec_td,0,,,,,
player,201612110car,car,BostTr00,fumbles_forced,0,,,,,
player,201612110car,car,BradJa00,def_int,0,,,,,
player,201612110car,car,BradJa00,def_int_yds,0,,,,,
player,201612110car,car,BradJa00,def_int_td,0,,,,,
player,201612110car,car,BradJa00,def_int_long,0,,,,,
player,201612110car,car,BradJa00,pass_defended,0,,,,,
player,201612110car,car,BradJa00,sacks,0.0,,,,,
player,201612110car,car,BradJa00,tackles_combined,2,,,,,
player,201612110car,car,BradJa00,tackles_solo,2,,,,,
player,201612110car,car,BradJa00,tackles_assists,0,,,,,
player,201612110car,car,BradJa00,tackles_loss,0,,,,,
player,201612110car,car,BradJa00,qb_hits,0,,,,,
player,201612110car,car,BradJa00,fumbles_rec,0,,,,,
player,201612110car,car,BradJa00,fumbles_rec_yds,0,,,,,
player,201612110car,car,BradJa00,fumbles_rec_td,0,,,,,
player,201612110car,car,BradJa00,fumbles_forced,0,,,,,
player,201612110car,car,ButlVe00,def_int,0,,,,,
player,201612110car,car,ButlVe00,def_int_yds,0,,,,,
player,201612110car,car,ButlVe00,def_int_td,0,,,,,
player,201612110car,car,ButlVe00,def_int_long,0,,,,,
player,201612110car,car,ButlVe00,pass_defended,0,,,,,
player,201612110car,car,ButlVe00,sacks,0.0,,,,,
player,201612110car,car,ButlVe00,tackles_combined,2,,,,,
player,201612110car,car,ButlVe00,tackles_solo,1,,,,,
player,201612110car,car,ButlVe00,tackles_assists,1,,,,,
player,201612110car,car,ButlVe00,tackles_loss,1,,,,,
player,201612110car,car,ButlVe00,qb_hits,0,,,,,
player,201612110car,car,ButlVe00,fumbles_rec,0,,,,,
player,201612110car,car,ButlVe00,fumbles_rec_yds,0,,,,,
player,201612110car,car,ButlVe00,fumbles_rec_td,0,,,,,
player,201612110car,car,ButlVe00,fumbles_forced,0,,,,,
player,201612110car,car,CashJe00,def_int,0,,,,,
player,201612110car,car,CashJe00,def_int_yds,0,,,,,
player,201612110car,car,CashJe00,def_int_td,0,,,,,
player,201612110car,car,CashJe00,def_int_long,0,,,,,
player,201612110car,car,CashJe00,pass_defended,0,,,,,
player,201612110car,car,CashJe00,sacks,0.0,,,,,
player,201612110car,car,CashJe00,tackles_combined,1,,,,,
player,201612110car,car,CashJe00,tackles_solo,1,,,,,
player,201612110car,car,CashJe00,tackles_assists,0,,,,,
player,201612110car,car,CashJe00,tackles_loss,0,,,,,
player,201612110car,car,CashJe00,qb_hits,0,,,,,
player,201612110car,car,CashJe00,fumbles_rec,0,,,,,
player,201612110car,car,CashJe00,fumbles_rec_yds,0,,,,,
player,201612110car,car,CashJe00,fumbles_rec_td,0,,,,,
player,201612110car,car,CashJe00,fumbles_forced,0,,,,,
player,201612110car,car,EalyKo00,def_int,0,,,,,
player,201612110car,car,EalyKo00,def_int_yds,0,,,,,
player,201612110car,car,EalyKo00,def_int_td,0,,,,,
player,201612110car,car,EalyKo00,def_int_long,0,,,,,
player,201612110car,car,EalyKo00,pass_defended,0,,,,,
player,201612110car,car,EalyKo00,sacks,0.0,,,,,
player,201612110car,car,EalyKo00,tackles_combined,1,,,,,
player,201612110car,car,EalyKo00,tackles_solo,0,,,,,
player,201612110car,car,EalyKo00,tackles_assists,1,,,,,
player,201612110car,car,EalyKo00,tackles_loss,0,,,,,
player,201612110car,car,EalyKo00,qb_hits,0,,,,,
player,201612110car,car,EalyKo00,fumbles_rec,0,,,,,
player,201612110car,car,EalyKo00,fumbles_rec_yds,0,,,,,
player,201612110car,car,EalyKo00,fumbles_rec_td,0,,,,,
player,201612110car,car,EalyKo00,fumbles_forced,0,,,,,
player,201612110car,car,HortWe00,def_int,0,,,,,
player,201612110car,car,HortWe00,def_int_yds,0,,,,,
player,201612110car,car,HortWe00,def_int_td,0,,,,,
player,201612110car,car,HortWe00,def_int_long,0,,,,,
player,201612110car,car,HortWe00,pass_defended,0,,,,,
player,201612110car,car,HortWe00,sacks,0.0,,,,,
player,201612110car,car,HortWe00,tackles_combined,1,,,,,
player,201612110car,car,HortWe00,tackles_solo,0,,,,,
player,201612110car,car,HortWe00,tackles_assists,1,,,,,
player,201612110car,car,HortWe00,tackles_loss,0,,,,,
player,201612110car,car,HortWe00,qb_hits,0,,,,,
player,201612110car,car,HortWe00,fumbles_rec,1,,,,,
player,201612110car,car,HortWe00,fumbles_rec_yds,0,,,,,
player,201612110car,car,HortWe00,fumbles_rec_td,0,,,,,
player,201612110car,car,HortWe00,fumbles_forced,0,,,,,
player,201612110car,car,JoneCo01,def_int,0,,,,,
player,201612110car,car,JoneCo01,def_int_yds,0,,,,,
player,201612110car,car,JoneCo01,def_int_td,0,,,,,
player,201612110car,car,JoneCo01,def_int_long,0,,,,,
player,201612110car,car,JoneCo01,pass_defended,0,,,,,
player,201612110car,car,JoneCo01,sacks,0.0,,,,,
player,201612110car,car,JoneCo01,tackles_combined,1,,,,,
player,201612110car,car,JoneCo01,tackles_solo,1,,,,,
player,201612110car,car,JoneCo01,tackles_assists,0,,,,,
player,201612110car,car,JoneCo01,tackles_loss,0,,,,,
player,201612110car,car,JoneCo01,qb_hits,0,,,,,
player,201612110car,car,JoneCo01,fumbles_rec,0,,,,,
player,201612110car,car,JoneCo01,fumbles_rec_yds,0,,,,,
player,201612110car,car,JoneCo01,fumbles_rec_td,0,,,,,
player,201612110car,car,JoneCo01,fumbles_forced,0,,,,,
player,201612110car,car,TolbMi00,def_int,0,,,,,
player,201612110car,car,TolbMi00,def_int_yds,0,,,,,
player,201612110car,car,TolbMi00,def_int_td,0,,,,,
player,201612110car,car,TolbMi00,def_int_long,0,,,,,
player,201612110car,car,TolbMi00,pass_defended,0,,,,,
player,201612110car,car,TolbMi00,sacks,0.0,,,,,
player,201612110car,car,TolbMi00,tackles_combined,1,,,,,
player,201612110car,car,TolbMi00,tackles_solo,1,,,,,
player,201612110car,car,TolbMi00,tackles_assists,0,,,,,
player,201612110car,car,TolbMi00,tackles_loss,0,,,,,
player,201612110car,car,TolbMi00,qb_hits,0,,,,,
player,201612110car,car,TolbMi00,fumbles_rec,0,,,,,
player,201612110car,car,TolbMi00,fumbles_rec_yds,0,,,,,
player,201612110car,car,TolbMi00,fumbles_rec_td,0,,,,,
player,201612110car,car,TolbMi00,fumbles_forced,0,,,,,
player,201612110car,car,WhitFo00,def_int,0,,,,,
player,201612110car,car,WhitFo00,def_int_yds,,,,,,
player,201612110car,car,WhitFo00,def_int_td,0,,,,,
player,201612110car,car,WhitFo00,def_int_long,0,,,,,
player,201612110car,car,WhitFo00,pass_defended,0,,,,,
player,201612110car,car,WhitFo00,sacks,0.0,,,,,
player,201612110car,car,WhitFo00,tackles_combined,1,,,,,
player,201612110car,car,WhitFo00,tackles_solo,1,,,,,
player,201612110car,car,WhitFo00,tackles_assists,0,,,,,
player,201612110car,car,WhitFo00,tackles_loss,0,,,,,
player,201612110car,car,WhitFo00,qb_hits,0,,,,,
player,201612110car,car,WhitFo00,fumbles_rec,0,,,,,
player,201612110car,car,WhitFo00,fumbles_rec_yds,0,,,,,
player,201612110car,car,WhitFo00,fumbles_rec_td,0,,,,,
player,201612110car,car,WhitFo00,fumbles_forced,0,,,,,
player,201612110car,car,LotuSt00,def_int,0,,,,,
player,201612110car,car,LotuSt00,def_int_yds,0,,,,,
