game,2016,13,20161204,201612040gnb,htx,"Houston Texans",13,gnb,"Green Bay Packers",21
player,201612040gnb,htx,MillLa01,fumbles_lost,0,,,,,
player,201612040gnb,htx,FullWi01,pass_cmp,0,,,,,
player,201612040gnb,htx,FullWi01,pass_att,0,,,,,
player,201612040gnb,htx,FullWi01,pass_yds,0,,,,,
player,201612040gnb,htx,FullWi01,pass_td,0,,,,,
player,201612040gnb,htx,FullWi01,pass_int,0,,,,,
player,201612040gnb,htx,FullWi01,pass_sacked,0,,,,,
player,201612040gnb,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201612040gnb,htx,FullWi01,pass_long,0,,,,,
player,201612040gnb,htx,FullWi01,pass_rating,,,,,,
player,201612040gnb,htx,FullWi01,rush_att,0,,,,,
player,201612040gnb,htx,FullWi01,rush_yds,0,,,,,
player,201612040gnb,htx,FullWi01,rush_td,0,,,,,
player,201612040gnb,htx,FullWi01,rush_long,0,,,,,
player,201612040gnb,htx,FullWi01,targets,6,,,,,
player,201612040gnb,htx,FullWi01,rec,5,,,,,
player,201612040gnb,htx,FullWi01,rec_yds,59,,,,,
player,201612040gnb,htx,FullWi01,rec_td,0,,,,,
player,201612040gnb,htx,FullWi01,rec_long,24,,,,,
player,201612040gnb,htx,FullWi01,fumbles,0,,,,,
player,201612040gnb,htx,FullWi01,fumbles_lost,0,,,,,
player,201612040gnb,htx,HopkDe00,pass_cmp,0,,,,,
player,201612040gnb,htx,HopkDe00,pass_att,0,,,,,
player,201612040gnb,htx,HopkDe00,pass_yds,0,,,,,
player,201612040gnb,htx,HopkDe00,pass_td,0,,,,,
player,201612040gnb,htx,HopkDe00,pass_int,0,,,,,
player,201612040gnb,htx,HopkDe00,pass_sacked,0,,,,,
player,201612040gnb,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201612040gnb,htx,HopkDe00,pass_long,0,,,,,
player,201612040gnb,htx,HopkDe00,pass_rating,,,,,,
player,201612040gnb,htx,HopkDe00,rush_att,0,,,,,
player,201612040gnb,htx,HopkDe00,rush_yds,0,,,,,
player,201612040gnb,htx,HopkDe00,rush_td,0,,,,,
player,201612040gnb,htx,HopkDe00,rush_long,0,,,,,
player,201612040gnb,htx,HopkDe00,targets,8,,,,,
player,201612040gnb,htx,HopkDe00,rec,3,,,,,
player,201612040gnb,htx,HopkDe00,rec_yds,58,,,,,
player,201612040gnb,htx,HopkDe00,rec_td,1,,,,,
player,201612040gnb,htx,HopkDe00,rec_long,44,,,,,
player,201612040gnb,htx,HopkDe00,fumbles,0,,,,,
player,201612040gnb,htx,HopkDe00,fumbles_lost,0,,,,,
player,201612040gnb,htx,FiedC.00,pass_cmp,0,,,,,
player,201612040gnb,htx,FiedC.00,pass_att,0,,,,,
player,201612040gnb,htx,FiedC.00,pass_yds,0,,,,,
player,201612040gnb,htx,FiedC.00,pass_td,0,,,,,
player,201612040gnb,htx,FiedC.00,pass_int,0,,,,,
player,201612040gnb,htx,FiedC.00,pass_sacked,0,,,,,
player,201612040gnb,htx,FiedC.00,pass_sacked_yds,0,,,,,
player,201612040gnb,htx,FiedC.00,pass_long,0,,,,,
player,201612040gnb,htx,FiedC.00,pass_rating,,,,,,
player,201612040gnb,htx,FiedC.00,rush_att,0,,,,,
player,201612040gnb,htx,FiedC.00,rush_yds,0,,,,,
player,201612040gnb,htx,FiedC.00,rush_td,0,,,,,
player,201612040gnb,htx,FiedC.00,rush_long,0,,,,,
player,201612040gnb,htx,FiedC.00,targets,9,,,,,
player,201612040gnb,htx,FiedC.00,rec,6,,,,,
player,201612040gnb,htx,FiedC.00,rec_yds,44,,,,,
player,201612040gnb,htx,FiedC.00,rec_td,0,,,,,
player,201612040gnb,htx,FiedC.00,rec_long,13,,,,,
player,201612040gnb,htx,FiedC.00,fumbles,0,,,,,
player,201612040gnb,htx,FiedC.00,fumbles_lost,0,,,,,
player,201612040gnb,htx,GrifRy00,pass_cmp,0,,,,,
player,201612040gnb,htx,GrifRy00,pass_att,0,,,,,
player,201612040gnb,htx,GrifRy00,pass_yds,0,,,,,
player,201612040gnb,htx,GrifRy00,pass_td,0,,,,,
player,201612040gnb,htx,GrifRy00,pass_int,0,,,,,
player,201612040gnb,htx,GrifRy00,pass_sacked,0,,,,,
player,201612040gnb,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201612040gnb,htx,GrifRy00,pass_long,0,,,,,
player,201612040gnb,htx,GrifRy00,pass_rating,,,,,,
player,201612040gnb,htx,GrifRy00,rush_att,0,,,,,
player,201612040gnb,htx,GrifRy00,rush_yds,0,,,,,
player,201612040gnb,htx,GrifRy00,rush_td,0,,,,,
player,201612040gnb,htx,GrifRy00,rush_long,0,,,,,
player,201612040gnb,htx,GrifRy00,targets,6,,,,,
player,201612040gnb,htx,GrifRy00,rec,4,,,,,
player,201612040gnb,htx,GrifRy00,rec_yds,35,,,,,
player,201612040gnb,htx,GrifRy00,rec_td,1,,,,,
player,201612040gnb,htx,GrifRy00,rec_long,18,,,,,
player,201612040gnb,htx,GrifRy00,fumbles,1,,,,,
player,201612040gnb,htx,GrifRy00,fumbles_lost,1,,,,,
player,201612040gnb,htx,MillBr03,pass_cmp,0,,,,,
player,201612040gnb,htx,MillBr03,pass_att,0,,,,,
player,201612040gnb,htx,MillBr03,pass_yds,0,,,,,
player,201612040gnb,htx,MillBr03,pass_td,0,,,,,
player,201612040gnb,htx,MillBr03,pass_int,0,,,,,
player,201612040gnb,htx,MillBr03,pass_sacked,0,,,,,
player,201612040gnb,htx,MillBr03,pass_sacked_yds,0,,,,,
player,201612040gnb,htx,MillBr03,pass_long,0,,,,,
player,201612040gnb,htx,MillBr03,pass_rating,,,,,,
player,201612040gnb,htx,MillBr03,rush_att,0,,,,,
player,201612040gnb,htx,MillBr03,rush_yds,0,,,,,
player,201612040gnb,htx,MillBr03,rush_td,0,,,,,
player,201612040gnb,htx,MillBr03,rush_long,0,,,,,
player,201612040gnb,htx,MillBr03,targets,2,,,,,
player,201612040gnb,htx,MillBr03,rec,0,,,,,
player,201612040gnb,htx,MillBr03,rec_yds,0,,,,,
player,201612040gnb,htx,MillBr03,rec_td,0,,,,,
player,201612040gnb,htx,MillBr03,rec_long,0,,,,,
player,201612040gnb,htx,MillBr03,fumbles,0,,,,,
player,201612040gnb,htx,MillBr03,fumbles_lost,0,,,,,
player,201612040gnb,gnb,RodgAa00,pass_cmp,20,,,,,
player,201612040gnb,gnb,RodgAa00,pass_att,30,,,,,
player,201612040gnb,gnb,RodgAa00,pass_yds,209,,,,,
player,201612040gnb,gnb,RodgAa00,pass_td,2,,,,,
player,201612040gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201612040gnb,gnb,RodgAa00,pass_sacked,1,,,,,
player,201612040gnb,gnb,RodgAa00,pass_sacked_yds,9,,,,,
player,201612040gnb,gnb,RodgAa00,pass_long,32,,,,,
player,201612040gnb,gnb,RodgAa00,pass_rating,108.9,,,,,
player,201612040gnb,gnb,RodgAa00,rush_att,3,,,,,
player,201612040gnb,gnb,RodgAa00,rush_yds,16,,,,,
player,201612040gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201612040gnb,gnb,RodgAa00,rush_long,11,,,,,
player,201612040gnb,gnb,RodgAa00,targets,0,,,,,
player,201612040gnb,gnb,RodgAa00,rec,0,,,,,
player,201612040gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201612040gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201612040gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201612040gnb,gnb,RodgAa00,fumbles,1,,,,,
player,201612040gnb,gnb,RodgAa00,fumbles_lost,1,,,,,
player,201612040gnb,gnb,MontTy01,pass_cmp,0,,,,,
player,201612040gnb,gnb,MontTy01,pass_att,0,,,,,
player,201612040gnb,gnb,MontTy01,pass_yds,0,,,,,
player,201612040gnb,gnb,MontTy01,pass_td,0,,,,,
player,201612040gnb,gnb,MontTy01,pass_int,0,,,,,
player,201612040gnb,gnb,MontTy01,pass_sacked,0,,,,,
player,201612040gnb,gnb,MontTy01,pass_sacked_yds,0,,,,,
player,201612040gnb,gnb,MontTy01,pass_long,0,,,,,
player,201612040gnb,gnb,MontTy01,pass_rating,,,,,,
player,201612040gnb,gnb,MontTy01,rush_att,6,,,,,
player,201612040gnb,gnb,MontTy01,rush_yds,40,,,,,
player,201612040gnb,gnb,MontTy01,rush_td,0,,,,,
player,201612040gnb,gnb,MontTy01,rush_long,13,,,,,
player,201612040gnb,gnb,MontTy01,targets,3,,,,,
player,201612040gnb,gnb,MontTy01,rec,2,,,,,
player,201612040gnb,gnb,MontTy01,rec_yds,16,,,,,
player,201612040gnb,gnb,MontTy01,rec_td,0,,,,,
player,201612040gnb,gnb,MontTy01,rec_long,10,,,,,
player,201612040gnb,gnb,MontTy01,fumbles,0,,,,,
player,201612040gnb,gnb,MontTy01,fumbles_lost,0,,,,,
player,201612040gnb,gnb,JaniJe00,pass_cmp,0,,,,,
player,201612040gnb,gnb,JaniJe00,pass_att,0,,,,,
player,201612040gnb,gnb,JaniJe00,pass_yds,0,,,,,
player,201612040gnb,gnb,JaniJe00,pass_td,0,,,,,
player,201612040gnb,gnb,JaniJe00,pass_int,0,,,,,
player,201612040gnb,gnb,JaniJe00,pass_sacked,0,,,,,
player,201612040gnb,gnb,JaniJe00,pass_sacked_yds,0,,,,,
player,201612040gnb,gnb,JaniJe00,pass_long,0,,,,,
player,201612040gnb,gnb,JaniJe00,pass_rating,,,,,,
player,201612040gnb,gnb,JaniJe00,rush_att,1,,,,,
player,201612040gnb,gnb,JaniJe00,rush_yds,19,,,,,
player,201612040gnb,gnb,JaniJe00,rush_td,0,,,,,
player,201612040gnb,gnb,JaniJe00,rush_long,19,,,,,
player,201612040gnb,gnb,JaniJe00,targets,0,,,,,
player,201612040gnb,gnb,JaniJe00,rec,0,,,,,
player,201612040gnb,gnb,JaniJe00,rec_yds,0,,,,,
player,201612040gnb,gnb,JaniJe00,rec_td,0,,,,,
player,201612040gnb,gnb,JaniJe00,rec_long,0,,,,,
player,201612040gnb,gnb,JaniJe00,fumbles,0,,,,,
player,201612040gnb,gnb,JaniJe00,fumbles_lost,0,,,,,
player,201612040gnb,gnb,MichCh00,pass_cmp,0,,,,,
player,201612040gnb,gnb,MichCh00,pass_att,0,,,,,
player,201612040gnb,gnb,MichCh00,pass_yds,0,,,,,
player,201612040gnb,gnb,MichCh00,pass_td,0,,,,,
player,201612040gnb,gnb,MichCh00,pass_int,0,,,,,
player,201612040gnb,gnb,MichCh00,pass_sacked,0,,,,,
player,201612040gnb,gnb,MichCh00,pass_sacked_yds,0,,,,,
player,201612040gnb,gnb,MichCh00,pass_long,0,,,,,
player,201612040gnb,gnb,MichCh00,pass_rating,,,,,,
player,201612040gnb,gnb,MichCh00,rush_att,9,,,,,
player,201612040gnb,gnb,MichCh00,rush_yds,19,,,,,
player,201612040gnb,gnb,MichCh00,rush_td,0,,,,,
player,201612040gnb,gnb,MichCh00,rush_long,7,,,,,
player,201612040gnb,gnb,MichCh00,targets,0,,,,,
player,201612040gnb,gnb,MichCh00,rec,0,,,,,
player,201612040gnb,gnb,MichCh00,rec_yds,0,,,,,
player,201612040gnb,gnb,MichCh00,rec_td,0,,,,,
player,201612040gnb,gnb,MichCh00,rec_long,0,,,,,
player,201612040gnb,gnb,MichCh00,fumbles,0,,,,,
player,201612040gnb,gnb,MichCh00,fumbles_lost,0,,,,,
player,201612040gnb,gnb,RipkAa00,pass_cmp,0,,,,,
player,201612040gnb,gnb,RipkAa00,pass_att,0,,,,,
player,201612040gnb,gnb,RipkAa00,pass_yds,0,,,,,
player,201612040gnb,gnb,RipkAa00,pass_td,0,,,,,
player,201612040gnb,gnb,RipkAa00,pass_int,0,,,,,
player,201612040gnb,gnb,RipkAa00,pass_sacked,0,,,,,
player,201612040gnb,gnb,RipkAa00,pass_sacked_yds,0,,,,,
player,201612040gnb,gnb,RipkAa00,pass_long,0,,,,,
player,201612040gnb,gnb,RipkAa00,pass_rating,,,,,,
player,201612040gnb,gnb,RipkAa00,rush_att,3,,,,,
player,201612040gnb,gnb,RipkAa00,rush_yds,14,,,,,
player,201612040gnb,gnb,RipkAa00,rush_td,1,,,,,
player,201612040gnb,gnb,RipkAa00,rush_long,10,,,,,
player,201612040gnb,gnb,RipkAa00,targets,1,,,,,
player,201612040gnb,gnb,RipkAa00,rec,1,,,,,
player,201612040gnb,gnb,RipkAa00,rec_yds,4,,,,,
player,201612040gnb,gnb,RipkAa00,rec_td,0,,,,,
player,201612040gnb,gnb,RipkAa00,rec_long,4,,,,,
player,201612040gnb,gnb,RipkAa00,fumbles,0,,,,,
player,201612040gnb,gnb,RipkAa00,fumbles_lost,0,,,,,
player,201612040gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201612040gnb,gnb,StarJa00,pass_att,0,,,,,
player,201612040gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201612040gnb,gnb,StarJa00,pass_td,0,,,,,
player,201612040gnb,gnb,StarJa00,pass_int,0,,,,,
player,201612040gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201612040gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201612040gnb,gnb,StarJa00,pass_long,0,,,,,
player,201612040gnb,gnb,StarJa00,pass_rating,,,,,,
player,201612040gnb,gnb,StarJa00,rush_att,4,,,,,
player,201612040gnb,gnb,StarJa00,rush_yds,1,,,,,
player,201612040gnb,gnb,StarJa00,rush_td,0,,,,,
player,201612040gnb,gnb,StarJa00,rush_long,4,,,,,
player,201612040gnb,gnb,StarJa00,targets,0,,,,,
player,201612040gnb,gnb,StarJa00,rec,0,,,,,
player,201612040gnb,gnb,StarJa00,rec_yds,0,,,,,
player,201612040gnb,gnb,StarJa00,rec_td,0,,,,,
player,201612040gnb,gnb,StarJa00,rec_long,0,,,,,
player,201612040gnb,gnb,StarJa00,fumbles,0,,,,,
player,201612040gnb,gnb,StarJa00,fumbles_lost,0,,,,,
player,201612040gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201612040gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201612040gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201612040gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201612040gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201612040gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201612040gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201612040gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201612040gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201612040gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201612040gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201612040gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201612040gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201612040gnb,gnb,NelsJo00,targets,10,,,,,
player,201612040gnb,gnb,NelsJo00,rec,8,,,,,
player,201612040gnb,gnb,NelsJo00,rec_yds,118,,,,,
player,201612040gnb,gnb,NelsJo00,rec_td,1,,,,,
player,201612040gnb,gnb,NelsJo00,rec_long,32,,,,,
player,201612040gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201612040gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201612040gnb,gnb,CookJa02,pass_cmp,0,,,,,
player,201612040gnb,gnb,CookJa02,pass_att,0,,,,,
player,201612040gnb,gnb,CookJa02,pass_yds,0,,,,,
player,201612040gnb,gnb,CookJa02,pass_td,0,,,,,
player,201612040gnb,gnb,CookJa02,pass_int,0,,,,,
player,201612040gnb,gnb,CookJa02,pass_sacked,0,,,,,
player,201612040gnb,gnb,CookJa02,pass_sacked_yds,0,,,,,
player,201612040gnb,gnb,CookJa02,pass_long,0,,,,,
player,201612040gnb,gnb,CookJa02,pass_rating,,,,,,
player,201612040gnb,gnb,CookJa02,rush_att,0,,,,,
player,201612040gnb,gnb,CookJa02,rush_yds,0,,,,,
player,201612040gnb,gnb,CookJa02,rush_td,0,,,,,
player,201612040gnb,gnb,CookJa02,rush_long,0,,,,,
player,201612040gnb,gnb,CookJa02,targets,4,,,,,
player,201612040gnb,gnb,CookJa02,rec,3,,,,,
player,201612040gnb,gnb,CookJa02,rec_yds,19,,,,,
player,201612040gnb,gnb,CookJa02,rec_td,0,,,,,
player,201612040gnb,gnb,CookJa02,rec_long,10,,,,,
player,201612040gnb,gnb,CookJa02,fumbles,0,,,,,
player,201612040gnb,gnb,CookJa02,fumbles_lost,0,,,,,
player,201612040gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201612040gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201612040gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201612040gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201612040gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201612040gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201612040gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201612040gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201612040gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201612040gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201612040gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201612040gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201612040gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201612040gnb,gnb,CobbRa00,targets,3,,,,,
player,201612040gnb,gnb,CobbRa00,rec,3,,,,,
player,201612040gnb,gnb,CobbRa00,rec_yds,19,,,,,
player,201612040gnb,gnb,CobbRa00,rec_td,1,,,,,
player,201612040gnb,gnb,CobbRa00,rec_long,9,,,,,
player,201612040gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201612040gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201612040gnb,gnb,AdamDa01,pass_cmp,0,,,,,
player,201612040gnb,gnb,AdamDa01,pass_att,0,,,,,
player,201612040gnb,gnb,AdamDa01,pass_yds,0,,,,,
player,201612040gnb,gnb,AdamDa01,pass_td,0,,,,,
player,201612040gnb,gnb,AdamDa01,pass_int,0,,,,,
player,201612040gnb,gnb,AdamDa01,pass_sacked,0,,,,,
player,201612040gnb,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201612040gnb,gnb,AdamDa01,pass_long,0,,,,,
player,201612040gnb,gnb,AdamDa01,pass_rating,,,,,,
player,201612040gnb,gnb,AdamDa01,rush_att,0,,,,,
player,201612040gnb,gnb,AdamDa01,rush_yds,0,,,,,
player,201612040gnb,gnb,AdamDa01,rush_td,0,,,,,
player,201612040gnb,gnb,AdamDa01,rush_long,0,,,,,
player,201612040gnb,gnb,AdamDa01,targets,7,,,,,
player,201612040gnb,gnb,AdamDa01,rec,1,,,,,
player,201612040gnb,gnb,AdamDa01,rec_yds,17,,,,,
player,201612040gnb,gnb,AdamDa01,rec_td,0,,,,,
player,201612040gnb,gnb,AdamDa01,rec_long,17,,,,,
player,201612040gnb,gnb,AdamDa01,fumbles,0,,,,,
player,201612040gnb,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201612040gnb,gnb,RodgRi00,pass_cmp,0,,,,,
player,201612040gnb,gnb,RodgRi00,pass_att,0,,,,,
player,201612040gnb,gnb,RodgRi00,pass_yds,0,,,,,
player,201612040gnb,gnb,RodgRi00,pass_td,0,,,,,
player,201612040gnb,gnb,RodgRi00,pass_int,0,,,,,
player,201612040gnb,gnb,RodgRi00,pass_sacked,0,,,,,
player,201612040gnb,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201612040gnb,gnb,RodgRi00,pass_long,0,,,,,
player,201612040gnb,gnb,RodgRi00,pass_rating,,,,,,
player,201612040gnb,gnb,RodgRi00,rush_att,0,,,,,
player,201612040gnb,gnb,RodgRi00,rush_yds,0,,,,,
player,201612040gnb,gnb,RodgRi00,rush_td,0,,,,,
player,201612040gnb,gnb,RodgRi00,rush_long,0,,,,,
player,201612040gnb,gnb,RodgRi00,targets,2,,,,,
player,201612040gnb,gnb,RodgRi00,rec,2,,,,,
player,201612040gnb,gnb,RodgRi00,rec_yds,16,,,,,
player,201612040gnb,gnb,RodgRi00,rec_td,0,,,,,
player,201612040gnb,gnb,RodgRi00,rec_long,9,,,,,
player,201612040gnb,gnb,RodgRi00,fumbles,0,,,,,
player,201612040gnb,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201612040gnb,htx,MercWh00,def_int,0,,,,,
player,201612040gnb,htx,MercWh00,def_int_yds,0,,,,,
player,201612040gnb,htx,MercWh00,def_int_td,0,,,,,
player,201612040gnb,htx,MercWh00,def_int_long,0,,,,,
player,201612040gnb,htx,MercWh00,pass_defended,0,,,,,
player,201612040gnb,htx,MercWh00,sacks,1.0,,,,,
player,201612040gnb,htx,MercWh00,tackles_combined,6,,,,,
player,201612040gnb,htx,MercWh00,tackles_solo,5,,,,,
player,201612040gnb,htx,MercWh00,tackles_assists,1,,,,,
player,201612040gnb,htx,MercWh00,tackles_loss,3,,,,,
player,201612040gnb,htx,MercWh00,qb_hits,1,,,,,
player,201612040gnb,htx,MercWh00,fumbles_rec,1,,,,,
player,201612040gnb,htx,MercWh00,fumbles_rec_yds,0,,,,,
