game,2016,12,20161127,201611270rai,car,"Carolina Panthers",32,rai,"Oakland Raiders",35
player,201611270rai,rai,AutrDe00,fumbles_forced,0,,,,,
player,201611270rai,rai,BateDa00,def_int,0,,,,,
player,201611270rai,rai,BateDa00,def_int_yds,0,,,,,
player,201611270rai,rai,BateDa00,def_int_td,0,,,,,
player,201611270rai,rai,BateDa00,def_int_long,0,,,,,
player,201611270rai,rai,BateDa00,pass_defended,0,,,,,
player,201611270rai,rai,BateDa00,sacks,0.0,,,,,
player,201611270rai,rai,BateDa00,tackles_combined,1,,,,,
player,201611270rai,rai,BateDa00,tackles_solo,1,,,,,
player,201611270rai,rai,BateDa00,tackles_assists,0,,,,,
player,201611270rai,rai,BateDa00,tackles_loss,0,,,,,
player,201611270rai,rai,BateDa00,qb_hits,0,,,,,
player,201611270rai,rai,BateDa00,fumbles_rec,0,,,,,
player,201611270rai,rai,BateDa00,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,BateDa00,fumbles_rec_td,0,,,,,
player,201611270rai,rai,BateDa00,fumbles_forced,0,,,,,
player,201611270rai,rai,CowsJa00,def_int,0,,,,,
player,201611270rai,rai,CowsJa00,def_int_yds,0,,,,,
player,201611270rai,rai,CowsJa00,def_int_td,0,,,,,
player,201611270rai,rai,CowsJa00,def_int_long,0,,,,,
player,201611270rai,rai,CowsJa00,pass_defended,0,,,,,
player,201611270rai,rai,CowsJa00,sacks,0.0,,,,,
player,201611270rai,rai,CowsJa00,tackles_combined,1,,,,,
player,201611270rai,rai,CowsJa00,tackles_solo,1,,,,,
player,201611270rai,rai,CowsJa00,tackles_assists,0,,,,,
player,201611270rai,rai,CowsJa00,tackles_loss,0,,,,,
player,201611270rai,rai,CowsJa00,qb_hits,0,,,,,
player,201611270rai,rai,CowsJa00,fumbles_rec,0,,,,,
player,201611270rai,rai,CowsJa00,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,CowsJa00,fumbles_rec_td,0,,,,,
player,201611270rai,rai,CowsJa00,fumbles_forced,0,,,,,
player,201611270rai,rai,HoltJo00,def_int,0,,,,,
player,201611270rai,rai,HoltJo00,def_int_yds,,,,,,
player,201611270rai,rai,HoltJo00,def_int_td,0,,,,,
player,201611270rai,rai,HoltJo00,def_int_long,0,,,,,
player,201611270rai,rai,HoltJo00,pass_defended,0,,,,,
player,201611270rai,rai,HoltJo00,sacks,0.0,,,,,
player,201611270rai,rai,HoltJo00,tackles_combined,1,,,,,
player,201611270rai,rai,HoltJo00,tackles_solo,1,,,,,
player,201611270rai,rai,HoltJo00,tackles_assists,0,,,,,
player,201611270rai,rai,HoltJo00,tackles_loss,0,,,,,
player,201611270rai,rai,HoltJo00,qb_hits,0,,,,,
player,201611270rai,rai,HoltJo00,fumbles_rec,0,,,,,
player,201611270rai,rai,HoltJo00,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,HoltJo00,fumbles_rec_td,0,,,,,
player,201611270rai,rai,HoltJo00,fumbles_forced,0,,,,,
player,201611270rai,rai,LathDa01,def_int,0,,,,,
player,201611270rai,rai,LathDa01,def_int_yds,0,,,,,
player,201611270rai,rai,LathDa01,def_int_td,0,,,,,
player,201611270rai,rai,LathDa01,def_int_long,0,,,,,
player,201611270rai,rai,LathDa01,pass_defended,0,,,,,
player,201611270rai,rai,LathDa01,sacks,0.0,,,,,
player,201611270rai,rai,LathDa01,tackles_combined,1,,,,,
player,201611270rai,rai,LathDa01,tackles_solo,0,,,,,
player,201611270rai,rai,LathDa01,tackles_assists,1,,,,,
player,201611270rai,rai,LathDa01,tackles_loss,0,,,,,
player,201611270rai,rai,LathDa01,qb_hits,0,,,,,
player,201611270rai,rai,LathDa01,fumbles_rec,0,,,,,
player,201611270rai,rai,LathDa01,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,LathDa01,fumbles_rec_td,0,,,,,
player,201611270rai,rai,LathDa01,fumbles_forced,0,,,,,
player,201611270rai,rai,McGeSt01,def_int,0,,,,,
player,201611270rai,rai,McGeSt01,def_int_yds,0,,,,,
player,201611270rai,rai,McGeSt01,def_int_td,0,,,,,
player,201611270rai,rai,McGeSt01,def_int_long,0,,,,,
player,201611270rai,rai,McGeSt01,pass_defended,0,,,,,
player,201611270rai,rai,McGeSt01,sacks,0.0,,,,,
player,201611270rai,rai,McGeSt01,tackles_combined,1,,,,,
player,201611270rai,rai,McGeSt01,tackles_solo,1,,,,,
player,201611270rai,rai,McGeSt01,tackles_assists,0,,,,,
player,201611270rai,rai,McGeSt01,tackles_loss,0,,,,,
player,201611270rai,rai,McGeSt01,qb_hits,0,,,,,
player,201611270rai,rai,McGeSt01,fumbles_rec,0,,,,,
player,201611270rai,rai,McGeSt01,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,McGeSt01,fumbles_rec_td,0,,,,,
player,201611270rai,rai,McGeSt01,fumbles_forced,0,,,,,
player,201611270rai,rai,McGiKe00,def_int,0,,,,,
player,201611270rai,rai,McGiKe00,def_int_yds,0,,,,,
player,201611270rai,rai,McGiKe00,def_int_td,0,,,,,
player,201611270rai,rai,McGiKe00,def_int_long,0,,,,,
player,201611270rai,rai,McGiKe00,pass_defended,0,,,,,
player,201611270rai,rai,McGiKe00,sacks,0.0,,,,,
player,201611270rai,rai,McGiKe00,tackles_combined,1,,,,,
player,201611270rai,rai,McGiKe00,tackles_solo,0,,,,,
player,201611270rai,rai,McGiKe00,tackles_assists,1,,,,,
player,201611270rai,rai,McGiKe00,tackles_loss,0,,,,,
player,201611270rai,rai,McGiKe00,qb_hits,0,,,,,
player,201611270rai,rai,McGiKe00,fumbles_rec,0,,,,,
player,201611270rai,rai,McGiKe00,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,McGiKe00,fumbles_rec_td,0,,,,,
player,201611270rai,rai,McGiKe00,fumbles_forced,0,,,,,
player,201611270rai,rai,TrawBr00,def_int,0,,,,,
player,201611270rai,rai,TrawBr00,def_int_yds,0,,,,,
player,201611270rai,rai,TrawBr00,def_int_td,0,,,,,
player,201611270rai,rai,TrawBr00,def_int_long,0,,,,,
player,201611270rai,rai,TrawBr00,pass_defended,0,,,,,
player,201611270rai,rai,TrawBr00,sacks,0.0,,,,,
player,201611270rai,rai,TrawBr00,tackles_combined,1,,,,,
player,201611270rai,rai,TrawBr00,tackles_solo,0,,,,,
player,201611270rai,rai,TrawBr00,tackles_assists,1,,,,,
player,201611270rai,rai,TrawBr00,tackles_loss,0,,,,,
player,201611270rai,rai,TrawBr00,qb_hits,0,,,,,
player,201611270rai,rai,TrawBr00,fumbles_rec,0,,,,,
player,201611270rai,rai,TrawBr00,fumbles_rec_yds,0,,,,,
player,201611270rai,rai,TrawBr00,fumbles_rec_td,0,,,,,
player,201611270rai,rai,TrawBr00,fumbles_forced,0,,,,,
player,201611270rai,car,GinnTe00,kick_ret,0,,,,,
player,201611270rai,car,GinnTe00,kick_ret_yds,0,,,,,
player,201611270rai,car,GinnTe00,kick_ret_yds_per_ret,,,,,,
player,201611270rai,car,GinnTe00,kick_ret_td,0,,,,,
player,201611270rai,car,GinnTe00,kick_ret_long,0,,,,,
player,201611270rai,car,GinnTe00,punt_ret,1,,,,,
player,201611270rai,car,GinnTe00,punt_ret_yds,0,,,,,
player,201611270rai,car,GinnTe00,punt_ret_yds_per_ret,0.0,,,,,
player,201611270rai,car,GinnTe00,punt_ret_td,0,,,,,
player,201611270rai,car,GinnTe00,punt_ret_long,0,,,,,
player,201611270rai,car,WhitFo00,kick_ret,2,,,,,
player,201611270rai,car,WhitFo00,kick_ret_yds,29,,,,,
player,201611270rai,car,WhitFo00,kick_ret_yds_per_ret,14.5,,,,,
player,201611270rai,car,WhitFo00,kick_ret_td,0,,,,,
player,201611270rai,car,WhitFo00,kick_ret_long,18,,,,,
player,201611270rai,car,WhitFo00,punt_ret,0,,,,,
player,201611270rai,car,WhitFo00,punt_ret_yds,0,,,,,
player,201611270rai,car,WhitFo00,punt_ret_yds_per_ret,,,,,,
player,201611270rai,car,WhitFo00,punt_ret_td,0,,,,,
player,201611270rai,car,WhitFo00,punt_ret_long,0,,,,,
player,201611270rai,rai,RichJa01,kick_ret,2,,,,,
player,201611270rai,rai,RichJa01,kick_ret_yds,46,,,,,
player,201611270rai,rai,RichJa01,kick_ret_yds_per_ret,23.0,,,,,
player,201611270rai,rai,RichJa01,kick_ret_td,0,,,,,
player,201611270rai,rai,RichJa01,kick_ret_long,28,,,,,
player,201611270rai,rai,RichJa01,punt_ret,5,,,,,
player,201611270rai,rai,RichJa01,punt_ret_yds,34,,,,,
player,201611270rai,rai,RichJa01,punt_ret_yds_per_ret,6.8,,,,,
player,201611270rai,rai,RichJa01,punt_ret_td,0,,,,,
player,201611270rai,rai,RichJa01,punt_ret_long,12,,,,,
player,201611270rai,car,GanoGr44,xpm,2,,,,,
player,201611270rai,car,GanoGr44,xpa,3,,,,,
player,201611270rai,car,GanoGr44,fgm,,,,,,
player,201611270rai,car,GanoGr44,fga,,,,,,
player,201611270rai,car,GanoGr44,punt,0,,,,,
player,201611270rai,car,GanoGr44,punt_yds,0,,,,,
player,201611270rai,car,GanoGr44,punt_yds_per_punt,,,,,,
player,201611270rai,car,GanoGr44,punt_long,0,,,,,
player,201611270rai,car,PalaMi00,xpm,,,,,,
player,201611270rai,car,PalaMi00,xpa,,,,,,
player,201611270rai,car,PalaMi00,fgm,,,,,,
player,201611270rai,car,PalaMi00,fga,,,,,,
player,201611270rai,car,PalaMi00,punt,6,,,,,
player,201611270rai,car,PalaMi00,punt_yds,280,,,,,
player,201611270rai,car,PalaMi00,punt_yds_per_punt,46.7,,,,,
player,201611270rai,car,PalaMi00,punt_long,55,,,,,
player,201611270rai,rai,janikseb01,xpm,3,,,,,
player,201611270rai,rai,janikseb01,xpa,3,,,,,
player,201611270rai,rai,janikseb01,fgm,2,,,,,
player,201611270rai,rai,janikseb01,fga,2,,,,,
player,201611270rai,rai,janikseb01,punt,0,,,,,
player,201611270rai,rai,janikseb01,punt_yds,0,,,,,
player,201611270rai,rai,janikseb01,punt_yds_per_punt,,,,,,
player,201611270rai,rai,janikseb01,punt_long,0,,,,,
player,201611270rai,rai,KingMa00,xpm,,,,,,
player,201611270rai,rai,KingMa00,xpa,,,,,,
player,201611270rai,rai,KingMa00,fgm,,,,,,
player,201611270rai,rai,KingMa00,fga,,,,,,
player,201611270rai,rai,KingMa00,punt,5,,,,,
player,201611270rai,rai,KingMa00,punt_yds,239,,,,,
player,201611270rai,rai,KingMa00,punt_yds_per_punt,47.8,,,,,
player,201611270rai,rai,KingMa00,punt_long,56,,,,,
player,201611270rai,rai,PennDo20,pos,T,,,,,
player,201611270rai,rai,PennDo20,offense,74,,,,,
player,201611270rai,rai,PennDo20,off_pct,100%,,,,,
player,201611270rai,rai,PennDo20,defense,0,,,,,
player,201611270rai,rai,PennDo20,def_pct,0%,,,,,
player,201611270rai,rai,PennDo20,special_teams,5,,,,,
player,201611270rai,rai,PennDo20,st_pct,16%,,,,,
player,201611270rai,rai,OsemKe00,pos,G,,,,,
player,201611270rai,rai,OsemKe00,offense,74,,,,,
player,201611270rai,rai,OsemKe00,off_pct,100%,,,,,
player,201611270rai,rai,OsemKe00,defense,0,,,,,
player,201611270rai,rai,OsemKe00,def_pct,0%,,,,,
player,201611270rai,rai,OsemKe00,special_teams,5,,,,,
player,201611270rai,rai,OsemKe00,st_pct,16%,,,,,
player,201611270rai,rai,HowaAu20,pos,T,,,,,
player,201611270rai,rai,HowaAu20,offense,74,,,,,
player,201611270rai,rai,HowaAu20,off_pct,100%,,,,,
player,201611270rai,rai,HowaAu20,defense,0,,,,,
player,201611270rai,rai,HowaAu20,def_pct,0%,,,,,
player,201611270rai,rai,HowaAu20,special_teams,5,,,,,
player,201611270rai,rai,HowaAu20,st_pct,16%,,,,,
player,201611270rai,rai,JackGa00,pos,G,,,,,
player,201611270rai,rai,JackGa00,offense,74,,,,,
player,201611270rai,rai,JackGa00,off_pct,100%,,,,,
player,201611270rai,rai,JackGa00,defense,0,,,,,
player,201611270rai,rai,JackGa00,def_pct,0%,,,,,
player,201611270rai,rai,JackGa00,special_teams,5,,,,,
player,201611270rai,rai,JackGa00,st_pct,16%,,,,,
player,201611270rai,rai,HudsRo00,pos,C,,,,,
player,201611270rai,rai,HudsRo00,offense,74,,,,,
player,201611270rai,rai,HudsRo00,off_pct,100%,,,,,
player,201611270rai,rai,HudsRo00,defense,0,,,,,
player,201611270rai,rai,HudsRo00,def_pct,0%,,,,,
player,201611270rai,rai,HudsRo00,special_teams,0,,,,,
player,201611270rai,rai,HudsRo00,st_pct,0%,,,,,
player,201611270rai,rai,CoopAm00,pos,WR,,,,,
player,201611270rai,rai,CoopAm00,offense,71,,,,,
player,201611270rai,rai,CoopAm00,off_pct,96%,,,,,
player,201611270rai,rai,CoopAm00,defense,0,,,,,
player,201611270rai,rai,CoopAm00,def_pct,0%,,,,,
player,201611270rai,rai,CoopAm00,special_teams,0,,,,,
player,201611270rai,rai,CoopAm00,st_pct,0%,,,,,
player,201611270rai,rai,CarrDe02,pos,QB,,,,,
player,201611270rai,rai,CarrDe02,offense,70,,,,,
player,201611270rai,rai,CarrDe02,off_pct,95%,,,,,
player,201611270rai,rai,CarrDe02,defense,0,,,,,
player,201611270rai,rai,CarrDe02,def_pct,0%,,,,,
player,201611270rai,rai,CarrDe02,special_teams,0,,,,,
player,201611270rai,rai,CarrDe02,st_pct,0%,,,,,
player,201611270rai,rai,CrabMi00,pos,WR,,,,,
player,201611270rai,rai,CrabMi00,offense,65,,,,,
player,201611270rai,rai,CrabMi00,off_pct,88%,,,,,
player,201611270rai,rai,CrabMi00,defense,0,,,,,
player,201611270rai,rai,CrabMi00,def_pct,0%,,,,,
player,201611270rai,rai,CrabMi00,special_teams,0,,,,,
player,201611270rai,rai,CrabMi00,st_pct,0%,,,,,
player,201611270rai,rai,RobeSe00,pos,WR,,,,,
player,201611270rai,rai,RobeSe00,offense,55,,,,,
player,201611270rai,rai,RobeSe00,off_pct,74%,,,,,
player,201611270rai,rai,RobeSe00,defense,0,,,,,
player,201611270rai,rai,RobeSe00,def_pct,0%,,,,,
player,201611270rai,rai,RobeSe00,special_teams,0,,,,,
player,201611270rai,rai,RobeSe00,st_pct,0%,,,,,
player,201611270rai,rai,MurrLa00,pos,RB,,,,,
player,201611270rai,rai,MurrLa00,offense,49,,,,,
player,201611270rai,rai,MurrLa00,off_pct,66%,,,,,
player,201611270rai,rai,MurrLa00,defense,0,,,,,
player,201611270rai,rai,MurrLa00,def_pct,0%,,,,,
player,201611270rai,rai,MurrLa00,special_teams,0,,,,,
player,201611270rai,rai,MurrLa00,st_pct,0%,,,,,
player,201611270rai,rai,WalfCl00,pos,TE,,,,,
player,201611270rai,rai,WalfCl00,offense,43,,,,,
player,201611270rai,rai,WalfCl00,off_pct,58%,,,,,
player,201611270rai,rai,WalfCl00,defense,0,,,,,
player,201611270rai,rai,WalfCl00,def_pct,0%,,,,,
player,201611270rai,rai,WalfCl00,special_teams,6,,,,,
player,201611270rai,rai,WalfCl00,st_pct,19%,,,,,
player,201611270rai,rai,WatsMe00,pos,T,,,,,
player,201611270rai,rai,WatsMe00,offense,25,,,,,
player,201611270rai,rai,WatsMe00,off_pct,34%,,,,,
player,201611270rai,rai,WatsMe00,defense,0,,,,,
player,201611270rai,rai,WatsMe00,def_pct,0%,,,,,
player,201611270rai,rai,WatsMe00,special_teams,5,,,,,
player,201611270rai,rai,WatsMe00,st_pct,16%,,,,,
player,201611270rai,rai,RiveMy00,pos,TE,,,,,
player,201611270rai,rai,RiveMy00,offense,22,,,,,
player,201611270rai,rai,RiveMy00,off_pct,30%,,,,,
player,201611270rai,rai,RiveMy00,defense,0,,,,,
player,201611270rai,rai,RiveMy00,def_pct,0%,,,,,
player,201611270rai,rai,RiveMy00,special_teams,5,,,,,
player,201611270rai,rai,RiveMy00,st_pct,16%,,,,,
player,201611270rai,rai,RichJa01,pos,RB,,,,,
player,201611270rai,rai,RichJa01,offense,13,,,,,
player,201611270rai,rai,RichJa01,off_pct,18%,,,,,
player,201611270rai,rai,RichJa01,defense,0,,,,,
player,201611270rai,rai,RichJa01,def_pct,0%,,,,,
player,201611270rai,rai,RichJa01,special_teams,12,,,,,
player,201611270rai,rai,RichJa01,st_pct,38%,,,,,
player,201611270rai,rai,HolmAn00,pos,WR,,,,,
player,201611270rai,rai,HolmAn00,offense,11,,,,,
player,201611270rai,rai,HolmAn00,off_pct,15%,,,,,
player,201611270rai,rai,HolmAn00,defense,0,,,,,
player,201611270rai,rai,HolmAn00,def_pct,0%,,,,,
player,201611270rai,rai,HolmAn00,special_teams,24,,,,,
player,201611270rai,rai,HolmAn00,st_pct,75%,,,,,
player,201611270rai,rai,OlawJa00,pos,FB,,,,,
player,201611270rai,rai,OlawJa00,offense,10,,,,,
player,201611270rai,rai,OlawJa00,off_pct,14%,,,,,
player,201611270rai,rai,OlawJa00,defense,0,,,,,
player,201611270rai,rai,OlawJa00,def_pct,0%,,,,,
player,201611270rai,rai,OlawJa00,special_teams,24,,,,,
player,201611270rai,rai,OlawJa00,st_pct,75%,,,,,
player,201611270rai,rai,JoneTa00,pos,RB,,,,,
player,201611270rai,rai,JoneTa00,offense,4,,,,,
player,201611270rai,rai,JoneTa00,off_pct,5%,,,,,
player,201611270rai,rai,JoneTa00,defense,0,,,,,
player,201611270rai,rai,JoneTa00,def_pct,0%,,,,,
player,201611270rai,rai,JoneTa00,special_teams,23,,,,,
player,201611270rai,rai,JoneTa00,st_pct,72%,,,,,
player,201611270rai,rai,McGlMa01,pos,QB,,,,,
player,201611270rai,rai,McGlMa01,offense,4,,,,,
player,201611270rai,rai,McGlMa01,off_pct,5%,,,,,
player,201611270rai,rai,McGlMa01,defense,0,,,,,
player,201611270rai,rai,McGlMa01,def_pct,0%,,,,,
player,201611270rai,rai,McGlMa01,special_teams,0,,,,,
player,201611270rai,rai,McGlMa01,st_pct,0%,,,,,
player,201611270rai,rai,HoltJo00,pos,WR,,,,,
player,201611270rai,rai,HoltJo00,offense,2,,,,,
player,201611270rai,rai,HoltJo00,off_pct,3%,,,,,
player,201611270rai,rai,HoltJo00,defense,0,,,,,
player,201611270rai,rai,HoltJo00,def_pct,0%,,,,,
player,201611270rai,rai,HoltJo00,special_teams,8,,,,,
player,201611270rai,rai,HoltJo00,st_pct,25%,,,,,
player,201611270rai,rai,JameCo00,pos,LB,,,,,
player,201611270rai,rai,JameCo00,offense,0,,,,,
player,201611270rai,rai,JameCo00,off_pct,0%,,,,,
player,201611270rai,rai,JameCo00,defense,65,,,,,
player,201611270rai,rai,JameCo00,def_pct,100%,,,,,
player,201611270rai,rai,JameCo00,special_teams,5,,,,,
player,201611270rai,rai,JameCo00,st_pct,16%,,,,,
player,201611270rai,rai,IrviBr00,pos,LB,,,,,
player,201611270rai,rai,IrviBr00,offense,0,,,,,
player,201611270rai,rai,IrviBr00,off_pct,0%,,,,,
player,201611270rai,rai,IrviBr00,defense,65,,,,,
player,201611270rai,rai,IrviBr00,def_pct,100%,,,,,
player,201611270rai,rai,IrviBr00,special_teams,3,,,,,
player,201611270rai,rai,IrviBr00,st_pct,9%,,,,,
player,201611270rai,rai,MackKh00,pos,DE,,,,,
player,201611270rai,rai,MackKh00,offense,0,,,,,
player,201611270rai,rai,MackKh00,off_pct,0%,,,,,
player,201611270rai,rai,MackKh00,defense,65,,,,,
player,201611270rai,rai,MackKh00,def_pct,100%,,,,,
player,201611270rai,rai,MackKh00,special_teams,3,,,,,
player,201611270rai,rai,MackKh00,st_pct,9%,,,,,
player,201611270rai,rai,NelsRe99,pos,FS,,,,,
player,201611270rai,rai,NelsRe99,offense,0,,,,,
player,201611270rai,rai,NelsRe99,off_pct,0%,,,,,
player,201611270rai,rai,NelsRe99,defense,65,,,,,
player,201611270rai,rai,NelsRe99,def_pct,100%,,,,,
player,201611270rai,rai,NelsRe99,special_teams,0,,,,,
player,201611270rai,rai,NelsRe99,st_pct,0%,,,,,
player,201611270rai,rai,SmitMa02,pos,LB,,,,,
player,201611270rai,rai,SmitMa02,offense,0,,,,,
player,201611270rai,rai,SmitMa02,off_pct,0%,,,,,
player,201611270rai,rai,SmitMa02,defense,65,,,,,
player,201611270rai,rai,SmitMa02,def_pct,100%,,,,,
player,201611270rai,rai,SmitMa02,special_teams,0,,,,,
player,201611270rai,rai,SmitMa02,st_pct,0%,,,,,
player,201611270rai,rai,SmitSe99,pos,CB,,,,,
player,201611270rai,rai,SmitSe99,offense,0,,,,,
player,201611270rai,rai,SmitSe99,off_pct,0%,,,,,
player,201611270rai,rai,SmitSe99,defense,62,,,,,
player,201611270rai,rai,SmitSe99,def_pct,95%,,,,,
player,201611270rai,rai,SmitSe99,special_teams,0,,,,,
player,201611270rai,rai,SmitSe99,st_pct,0%,,,,,
player,201611270rai,rai,AutrDe00,pos,DE,,,,,
player,201611270rai,rai,AutrDe00,offense,0,,,,,
player,201611270rai,rai,AutrDe00,off_pct,0%,,,,,
player,201611270rai,rai,AutrDe00,defense,53,,,,,
player,201611270rai,rai,AutrDe00,def_pct,82%,,,,,
player,201611270rai,rai,AutrDe00,special_teams,3,,,,,
player,201611270rai,rai,AutrDe00,st_pct,9%,,,,,
player,201611270rai,rai,WardJi02,pos,DE,,,,,
player,201611270rai,rai,WardJi02,offense,0,,,,,
player,201611270rai,rai,WardJi02,off_pct,0%,,,,,
player,201611270rai,rai,WardJi02,defense,53,,,,,
player,201611270rai,rai,WardJi02,def_pct,82%,,,,,
player,201611270rai,rai,WardJi02,special_teams,1,,,,,
player,201611270rai,rai,WardJi02,st_pct,3%,,,,,
player,201611270rai,rai,JoseKa00,pos,SS,,,,,
player,201611270rai,rai,JoseKa00,offense,0,,,,,
player,201611270rai,rai,JoseKa00,off_pct,0%,,,,,
player,201611270rai,rai,JoseKa00,defense,50,,,,,
player,201611270rai,rai,JoseKa00,def_pct,77%,,,,,
player,201611270rai,rai,JoseKa00,special_teams,0,,,,,
player,201611270rai,rai,JoseKa00,st_pct,0%,,,,,
player,201611270rai,rai,HaydDJ00,pos,CB,,,,,
player,201611270rai,rai,HaydDJ00,offense,0,,,,,
player,201611270rai,rai,HaydDJ00,off_pct,0%,,,,,
player,201611270rai,rai,HaydDJ00,defense,47,,,,,
player,201611270rai,rai,HaydDJ00,def_pct,72%,,,,,
player,201611270rai,rai,HaydDJ00,special_teams,2,,,,,
player,201611270rai,rai,HaydDJ00,st_pct,6%,,,,,
player,201611270rai,rai,CarrTr00,pos,CB,,,,,
player,201611270rai,rai,CarrTr00,offense,0,,,,,
player,201611270rai,rai,CarrTr00,off_pct,0%,,,,,
player,201611270rai,rai,CarrTr00,defense,35,,,,,
player,201611270rai,rai,CarrTr00,def_pct,54%,,,,,
player,201611270rai,rai,CarrTr00,special_teams,3,,,,,
player,201611270rai,rai,CarrTr00,st_pct,9%,,,,,
player,201611270rai,rai,WillDa99,pos,DT,,,,,
player,201611270rai,rai,WillDa99,offense,0,,,,,
player,201611270rai,rai,WillDa99,off_pct,0%,,,,,
player,201611270rai,rai,WillDa99,defense,26,,,,,
player,201611270rai,rai,WillDa99,def_pct,40%,,,,,
player,201611270rai,rai,WillDa99,special_teams,3,,,,,
player,201611270rai,rai,WillDa99,st_pct,9%,,,,,
player,201611270rai,rai,McGeSt01,pos,DT,,,,,
player,201611270rai,rai,McGeSt01,offense,0,,,,,
player,201611270rai,rai,McGeSt01,off_pct,0%,,,,,
player,201611270rai,rai,McGeSt01,defense,20,,,,,
player,201611270rai,rai,McGeSt01,def_pct,31%,,,,,
player,201611270rai,rai,McGeSt01,special_teams,1,,,,,
player,201611270rai,rai,McGeSt01,st_pct,3%,,,,,
player,201611270rai,rai,ElliJu01,pos,NT,,,,,
player,201611270rai,rai,ElliJu01,offense,0,,,,,
player,201611270rai,rai,ElliJu01,off_pct,0%,,,,,
player,201611270rai,rai,ElliJu01,defense,18,,,,,
player,201611270rai,rai,ElliJu01,def_pct,28%,,,,,
player,201611270rai,rai,ElliJu01,special_teams,1,,,,,
player,201611270rai,rai,ElliJu01,st_pct,3%,,,,,
player,201611270rai,rai,LathDa01,pos,NT,,,,,
player,201611270rai,rai,LathDa01,offense,0,,,,,
player,201611270rai,rai,LathDa01,off_pct,0%,,,,,
player,201611270rai,rai,LathDa01,defense,12,,,,,
player,201611270rai,rai,LathDa01,def_pct,18%,,,,,
player,201611270rai,rai,LathDa01,special_teams,8,,,,,
player,201611270rai,rai,LathDa01,st_pct,25%,,,,,
player,201611270rai,rai,HamiAn01,pos,CB,,,,,
player,201611270rai,rai,HamiAn01,offense,0,,,,,
player,201611270rai,rai,HamiAn01,off_pct,0%,,,,,
player,201611270rai,rai,HamiAn01,defense,11,,,,,
player,201611270rai,rai,HamiAn01,def_pct,17%,,,,,
player,201611270rai,rai,HamiAn01,special_teams,7,,,,,
player,201611270rai,rai,HamiAn01,st_pct,22%,,,,,
player,201611270rai,rai,BateDa00,pos,LB,,,,,
player,201611270rai,rai,BateDa00,offense,0,,,,,
player,201611270rai,rai,BateDa00,off_pct,0%,,,,,
player,201611270rai,rai,BateDa00,defense,3,,,,,
player,201611270rai,rai,BateDa00,def_pct,5%,,,,,
player,201611270rai,rai,BateDa00,special_teams,27,,,,,
player,201611270rai,rai,BateDa00,st_pct,84%,,,,,
player,201611270rai,rai,AlleNa99,pos,SS,,,,,
player,201611270rai,rai,AlleNa99,offense,0,,,,,
player,201611270rai,rai,AlleNa99,off_pct,0%,,,,,
player,201611270rai,rai,AlleNa99,defense,0,,,,,
player,201611270rai,rai,AlleNa99,def_pct,0%,,,,,
player,201611270rai,rai,AlleNa99,special_teams,27,,,,,
player,201611270rai,rai,AlleNa99,st_pct,84%,,,,,
player,201611270rai,rai,CowsJa00,pos,DE,,,,,
player,201611270rai,rai,CowsJa00,offense,0,,,,,
player,201611270rai,rai,CowsJa00,off_pct,0%,,,,,
player,201611270rai,rai,CowsJa00,defense,0,,,,,
player,201611270rai,rai,CowsJa00,def_pct,0%,,,,,
player,201611270rai,rai,CowsJa00,special_teams,24,,,,,
player,201611270rai,rai,CowsJa00,st_pct,75%,,,,,
player,201611270rai,rai,TrawBr00,pos,FS,,,,,
player,201611270rai,rai,TrawBr00,offense,0,,,,,
player,201611270rai,rai,TrawBr00,off_pct,0%,,,,,
player,201611270rai,rai,TrawBr00,defense,0,,,,,
player,201611270rai,rai,TrawBr00,def_pct,0%,,,,,
player,201611270rai,rai,TrawBr00,special_teams,24,,,,,
player,201611270rai,rai,TrawBr00,st_pct,75%,,,,,
player,201611270rai,rai,McGiKe00,pos,FS,,,,,
player,201611270rai,rai,McGiKe00,offense,0,,,,,
player,201611270rai,rai,McGiKe00,off_pct,0%,,,,,
player,201611270rai,rai,McGiKe00,defense,0,,,,,
player,201611270rai,rai,McGiKe00,def_pct,0%,,,,,
player,201611270rai,rai,McGiKe00,special_teams,21,,,,,
player,201611270rai,rai,McGiKe00,st_pct,66%,,,,,
player,201611270rai,rai,AdamTy00,pos,LB,,,,,
player,201611270rai,rai,AdamTy00,offense,0,,,,,
player,201611270rai,rai,AdamTy00,off_pct,0%,,,,,
player,201611270rai,rai,AdamTy00,defense,0,,,,,
player,201611270rai,rai,AdamTy00,def_pct,0%,,,,,
player,201611270rai,rai,AdamTy00,special_teams,19,,,,,
player,201611270rai,rai,AdamTy00,st_pct,59%,,,,,
player,201611270rai,rai,janikseb01,pos,K,,,,,
player,201611270rai,rai,janikseb01,offense,0,,,,,
player,201611270rai,rai,janikseb01,off_pct,0%,,,,,
player,201611270rai,rai,janikseb01,defense,0,,,,,
player,201611270rai,rai,janikseb01,def_pct,0%,,,,,
player,201611270rai,rai,janikseb01,special_teams,12,,,,,
player,201611270rai,rai,janikseb01,st_pct,38%,,,,,
