game,2016,1,20160911,201609110oti,min,"Minnesota Vikings",25,oti,"Tennessee Titans",16
player,201609110oti,min,SendAn00,qb_hits,0,,,,,
player,201609110oti,min,SendAn00,fumbles_rec,1,,,,,
player,201609110oti,min,SendAn00,fumbles_rec_yds,2,,,,,
player,201609110oti,min,SendAn00,fumbles_rec_td,0,,,,,
player,201609110oti,min,SendAn00,fumbles_forced,0,,,,,
player,201609110oti,min,GrifEv99,def_int,0,,,,,
player,201609110oti,min,GrifEv99,def_int_yds,0,,,,,
player,201609110oti,min,GrifEv99,def_int_td,0,,,,,
player,201609110oti,min,GrifEv99,def_int_long,0,,,,,
player,201609110oti,min,GrifEv99,pass_defended,0,,,,,
player,201609110oti,min,GrifEv99,sacks,0.0,,,,,
player,201609110oti,min,GrifEv99,tackles_combined,3,,,,,
player,201609110oti,min,GrifEv99,tackles_solo,3,,,,,
player,201609110oti,min,GrifEv99,tackles_assists,0,,,,,
player,201609110oti,min,GrifEv99,tackles_loss,0,,,,,
player,201609110oti,min,GrifEv99,qb_hits,1,,,,,
player,201609110oti,min,GrifEv99,fumbles_rec,0,,,,,
player,201609110oti,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201609110oti,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201609110oti,min,GrifEv99,fumbles_forced,0,,,,,
player,201609110oti,min,BarrAn00,def_int,0,,,,,
player,201609110oti,min,BarrAn00,def_int_yds,0,,,,,
player,201609110oti,min,BarrAn00,def_int_td,0,,,,,
player,201609110oti,min,BarrAn00,def_int_long,0,,,,,
player,201609110oti,min,BarrAn00,pass_defended,0,,,,,
player,201609110oti,min,BarrAn00,sacks,0.0,,,,,
player,201609110oti,min,BarrAn00,tackles_combined,2,,,,,
player,201609110oti,min,BarrAn00,tackles_solo,1,,,,,
player,201609110oti,min,BarrAn00,tackles_assists,1,,,,,
player,201609110oti,min,BarrAn00,tackles_loss,0,,,,,
player,201609110oti,min,BarrAn00,qb_hits,1,,,,,
player,201609110oti,min,BarrAn00,fumbles_rec,0,,,,,
player,201609110oti,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201609110oti,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201609110oti,min,BarrAn00,fumbles_forced,0,,,,,
player,201609110oti,min,RobiBr98,def_int,0,,,,,
player,201609110oti,min,RobiBr98,def_int_yds,0,,,,,
player,201609110oti,min,RobiBr98,def_int_td,0,,,,,
player,201609110oti,min,RobiBr98,def_int_long,0,,,,,
player,201609110oti,min,RobiBr98,pass_defended,1,,,,,
player,201609110oti,min,RobiBr98,sacks,0.0,,,,,
player,201609110oti,min,RobiBr98,tackles_combined,2,,,,,
player,201609110oti,min,RobiBr98,tackles_solo,1,,,,,
player,201609110oti,min,RobiBr98,tackles_assists,1,,,,,
player,201609110oti,min,RobiBr98,tackles_loss,1,,,,,
player,201609110oti,min,RobiBr98,qb_hits,0,,,,,
player,201609110oti,min,RobiBr98,fumbles_rec,0,,,,,
player,201609110oti,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201609110oti,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201609110oti,min,RobiBr98,fumbles_forced,0,,,,,
player,201609110oti,min,ThieAd00,def_int,0,,,,,
player,201609110oti,min,ThieAd00,def_int_yds,,,,,,
player,201609110oti,min,ThieAd00,def_int_td,0,,,,,
player,201609110oti,min,ThieAd00,def_int_long,0,,,,,
player,201609110oti,min,ThieAd00,pass_defended,0,,,,,
player,201609110oti,min,ThieAd00,sacks,0.0,,,,,
player,201609110oti,min,ThieAd00,tackles_combined,2,,,,,
player,201609110oti,min,ThieAd00,tackles_solo,1,,,,,
player,201609110oti,min,ThieAd00,tackles_assists,1,,,,,
player,201609110oti,min,ThieAd00,tackles_loss,0,,,,,
player,201609110oti,min,ThieAd00,qb_hits,0,,,,,
player,201609110oti,min,ThieAd00,fumbles_rec,0,,,,,
player,201609110oti,min,ThieAd00,fumbles_rec_yds,0,,,,,
player,201609110oti,min,ThieAd00,fumbles_rec_td,0,,,,,
player,201609110oti,min,ThieAd00,fumbles_forced,0,,,,,
player,201609110oti,min,KearJa00,def_int,0,,,,,
player,201609110oti,min,KearJa00,def_int_yds,0,,,,,
player,201609110oti,min,KearJa00,def_int_td,0,,,,,
player,201609110oti,min,KearJa00,def_int_long,0,,,,,
player,201609110oti,min,KearJa00,pass_defended,0,,,,,
player,201609110oti,min,KearJa00,sacks,0.0,,,,,
player,201609110oti,min,KearJa00,tackles_combined,1,,,,,
player,201609110oti,min,KearJa00,tackles_solo,1,,,,,
player,201609110oti,min,KearJa00,tackles_assists,0,,,,,
player,201609110oti,min,KearJa00,tackles_loss,0,,,,,
player,201609110oti,min,KearJa00,qb_hits,0,,,,,
player,201609110oti,min,KearJa00,fumbles_rec,0,,,,,
player,201609110oti,min,KearJa00,fumbles_rec_yds,0,,,,,
player,201609110oti,min,KearJa00,fumbles_rec_td,0,,,,,
player,201609110oti,min,KearJa00,fumbles_forced,0,,,,,
player,201609110oti,min,LamuEm00,def_int,0,,,,,
player,201609110oti,min,LamuEm00,def_int_yds,0,,,,,
player,201609110oti,min,LamuEm00,def_int_td,0,,,,,
player,201609110oti,min,LamuEm00,def_int_long,0,,,,,
player,201609110oti,min,LamuEm00,pass_defended,0,,,,,
player,201609110oti,min,LamuEm00,sacks,0.0,,,,,
player,201609110oti,min,LamuEm00,tackles_combined,1,,,,,
player,201609110oti,min,LamuEm00,tackles_solo,0,,,,,
player,201609110oti,min,LamuEm00,tackles_assists,1,,,,,
player,201609110oti,min,LamuEm00,tackles_loss,0,,,,,
player,201609110oti,min,LamuEm00,qb_hits,0,,,,,
player,201609110oti,min,LamuEm00,fumbles_rec,0,,,,,
player,201609110oti,min,LamuEm00,fumbles_rec_yds,0,,,,,
player,201609110oti,min,LamuEm00,fumbles_rec_td,0,,,,,
player,201609110oti,min,LamuEm00,fumbles_forced,0,,,,,
player,201609110oti,min,McKiJe00,def_int,0,,,,,
player,201609110oti,min,McKiJe00,def_int_yds,,,,,,
player,201609110oti,min,McKiJe00,def_int_td,0,,,,,
player,201609110oti,min,McKiJe00,def_int_long,0,,,,,
player,201609110oti,min,McKiJe00,pass_defended,0,,,,,
player,201609110oti,min,McKiJe00,sacks,0.0,,,,,
player,201609110oti,min,McKiJe00,tackles_combined,1,,,,,
player,201609110oti,min,McKiJe00,tackles_solo,1,,,,,
player,201609110oti,min,McKiJe00,tackles_assists,0,,,,,
player,201609110oti,min,McKiJe00,tackles_loss,0,,,,,
player,201609110oti,min,McKiJe00,qb_hits,0,,,,,
player,201609110oti,min,McKiJe00,fumbles_rec,0,,,,,
player,201609110oti,min,McKiJe00,fumbles_rec_yds,0,,,,,
player,201609110oti,min,McKiJe00,fumbles_rec_td,0,,,,,
player,201609110oti,min,McKiJe00,fumbles_forced,0,,,,,
player,201609110oti,min,SherMa20,def_int,0,,,,,
player,201609110oti,min,SherMa20,def_int_yds,0,,,,,
player,201609110oti,min,SherMa20,def_int_td,0,,,,,
player,201609110oti,min,SherMa20,def_int_long,0,,,,,
player,201609110oti,min,SherMa20,pass_defended,0,,,,,
player,201609110oti,min,SherMa20,sacks,0.0,,,,,
player,201609110oti,min,SherMa20,tackles_combined,1,,,,,
player,201609110oti,min,SherMa20,tackles_solo,1,,,,,
player,201609110oti,min,SherMa20,tackles_assists,0,,,,,
player,201609110oti,min,SherMa20,tackles_loss,0,,,,,
player,201609110oti,min,SherMa20,qb_hits,0,,,,,
player,201609110oti,min,SherMa20,fumbles_rec,0,,,,,
player,201609110oti,min,SherMa20,fumbles_rec_yds,0,,,,,
player,201609110oti,min,SherMa20,fumbles_rec_td,0,,,,,
player,201609110oti,min,SherMa20,fumbles_forced,0,,,,,
player,201609110oti,oti,SearDa00,def_int,0,,,,,
player,201609110oti,oti,SearDa00,def_int_yds,0,,,,,
player,201609110oti,oti,SearDa00,def_int_td,0,,,,,
player,201609110oti,oti,SearDa00,def_int_long,0,,,,,
player,201609110oti,oti,SearDa00,pass_defended,1,,,,,
player,201609110oti,oti,SearDa00,sacks,0.0,,,,,
player,201609110oti,oti,SearDa00,tackles_combined,8,,,,,
player,201609110oti,oti,SearDa00,tackles_solo,8,,,,,
player,201609110oti,oti,SearDa00,tackles_assists,0,,,,,
player,201609110oti,oti,SearDa00,tackles_loss,2,,,,,
player,201609110oti,oti,SearDa00,qb_hits,0,,,,,
player,201609110oti,oti,SearDa00,fumbles_rec,0,,,,,
player,201609110oti,oti,SearDa00,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,SearDa00,fumbles_rec_td,0,,,,,
player,201609110oti,oti,SearDa00,fumbles_forced,0,,,,,
player,201609110oti,oti,WillAv00,def_int,0,,,,,
player,201609110oti,oti,WillAv00,def_int_yds,0,,,,,
player,201609110oti,oti,WillAv00,def_int_td,0,,,,,
player,201609110oti,oti,WillAv00,def_int_long,0,,,,,
player,201609110oti,oti,WillAv00,pass_defended,0,,,,,
player,201609110oti,oti,WillAv00,sacks,0.0,,,,,
player,201609110oti,oti,WillAv00,tackles_combined,6,,,,,
player,201609110oti,oti,WillAv00,tackles_solo,3,,,,,
player,201609110oti,oti,WillAv00,tackles_assists,3,,,,,
player,201609110oti,oti,WillAv00,tackles_loss,0,,,,,
player,201609110oti,oti,WillAv00,qb_hits,0,,,,,
player,201609110oti,oti,WillAv00,fumbles_rec,0,,,,,
player,201609110oti,oti,WillAv00,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,WillAv00,fumbles_rec_td,0,,,,,
player,201609110oti,oti,WillAv00,fumbles_forced,0,,,,,
player,201609110oti,oti,ByarKe01,def_int,0,,,,,
player,201609110oti,oti,ByarKe01,def_int_yds,0,,,,,
player,201609110oti,oti,ByarKe01,def_int_td,0,,,,,
player,201609110oti,oti,ByarKe01,def_int_long,0,,,,,
player,201609110oti,oti,ByarKe01,pass_defended,0,,,,,
player,201609110oti,oti,ByarKe01,sacks,0.0,,,,,
player,201609110oti,oti,ByarKe01,tackles_combined,5,,,,,
player,201609110oti,oti,ByarKe01,tackles_solo,5,,,,,
player,201609110oti,oti,ByarKe01,tackles_assists,0,,,,,
player,201609110oti,oti,ByarKe01,tackles_loss,1,,,,,
player,201609110oti,oti,ByarKe01,qb_hits,0,,,,,
player,201609110oti,oti,ByarKe01,fumbles_rec,0,,,,,
player,201609110oti,oti,ByarKe01,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,ByarKe01,fumbles_rec_td,0,,,,,
player,201609110oti,oti,ByarKe01,fumbles_forced,0,,,,,
player,201609110oti,oti,CaseJu00,def_int,0,,,,,
player,201609110oti,oti,CaseJu00,def_int_yds,0,,,,,
player,201609110oti,oti,CaseJu00,def_int_td,0,,,,,
player,201609110oti,oti,CaseJu00,def_int_long,0,,,,,
player,201609110oti,oti,CaseJu00,pass_defended,0,,,,,
player,201609110oti,oti,CaseJu00,sacks,0.0,,,,,
player,201609110oti,oti,CaseJu00,tackles_combined,4,,,,,
player,201609110oti,oti,CaseJu00,tackles_solo,3,,,,,
player,201609110oti,oti,CaseJu00,tackles_assists,1,,,,,
player,201609110oti,oti,CaseJu00,tackles_loss,1,,,,,
player,201609110oti,oti,CaseJu00,qb_hits,2,,,,,
player,201609110oti,oti,CaseJu00,fumbles_rec,0,,,,,
player,201609110oti,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201609110oti,oti,CaseJu00,fumbles_forced,0,,,,,
player,201609110oti,oti,McCaBr99,def_int,0,,,,,
player,201609110oti,oti,McCaBr99,def_int_yds,0,,,,,
player,201609110oti,oti,McCaBr99,def_int_td,0,,,,,
player,201609110oti,oti,McCaBr99,def_int_long,0,,,,,
player,201609110oti,oti,McCaBr99,pass_defended,1,,,,,
player,201609110oti,oti,McCaBr99,sacks,0.0,,,,,
player,201609110oti,oti,McCaBr99,tackles_combined,4,,,,,
player,201609110oti,oti,McCaBr99,tackles_solo,4,,,,,
player,201609110oti,oti,McCaBr99,tackles_assists,0,,,,,
player,201609110oti,oti,McCaBr99,tackles_loss,0,,,,,
player,201609110oti,oti,McCaBr99,qb_hits,0,,,,,
player,201609110oti,oti,McCaBr99,fumbles_rec,0,,,,,
player,201609110oti,oti,McCaBr99,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,McCaBr99,fumbles_rec_td,0,,,,,
player,201609110oti,oti,McCaBr99,fumbles_forced,0,,,,,
player,201609110oti,oti,CoxxPe99,def_int,0,,,,,
player,201609110oti,oti,CoxxPe99,def_int_yds,0,,,,,
player,201609110oti,oti,CoxxPe99,def_int_td,0,,,,,
player,201609110oti,oti,CoxxPe99,def_int_long,0,,,,,
player,201609110oti,oti,CoxxPe99,pass_defended,0,,,,,
player,201609110oti,oti,CoxxPe99,sacks,0.0,,,,,
player,201609110oti,oti,CoxxPe99,tackles_combined,3,,,,,
player,201609110oti,oti,CoxxPe99,tackles_solo,3,,,,,
player,201609110oti,oti,CoxxPe99,tackles_assists,0,,,,,
player,201609110oti,oti,CoxxPe99,tackles_loss,0,,,,,
player,201609110oti,oti,CoxxPe99,qb_hits,0,,,,,
player,201609110oti,oti,CoxxPe99,fumbles_rec,0,,,,,
player,201609110oti,oti,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,CoxxPe99,fumbles_rec_td,0,,,,,
player,201609110oti,oti,CoxxPe99,fumbles_forced,0,,,,,
player,201609110oti,oti,JohnRa98,def_int,0,,,,,
player,201609110oti,oti,JohnRa98,def_int_yds,0,,,,,
player,201609110oti,oti,JohnRa98,def_int_td,0,,,,,
player,201609110oti,oti,JohnRa98,def_int_long,0,,,,,
player,201609110oti,oti,JohnRa98,pass_defended,0,,,,,
player,201609110oti,oti,JohnRa98,sacks,0.0,,,,,
player,201609110oti,oti,JohnRa98,tackles_combined,3,,,,,
player,201609110oti,oti,JohnRa98,tackles_solo,2,,,,,
player,201609110oti,oti,JohnRa98,tackles_assists,1,,,,,
player,201609110oti,oti,JohnRa98,tackles_loss,0,,,,,
player,201609110oti,oti,JohnRa98,qb_hits,0,,,,,
player,201609110oti,oti,JohnRa98,fumbles_rec,0,,,,,
player,201609110oti,oti,JohnRa98,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,JohnRa98,fumbles_rec_td,0,,,,,
player,201609110oti,oti,JohnRa98,fumbles_forced,0,,,,,
player,201609110oti,oti,McCoJa99,def_int,0,,,,,
player,201609110oti,oti,McCoJa99,def_int_yds,0,,,,,
player,201609110oti,oti,McCoJa99,def_int_td,0,,,,,
player,201609110oti,oti,McCoJa99,def_int_long,0,,,,,
player,201609110oti,oti,McCoJa99,pass_defended,1,,,,,
player,201609110oti,oti,McCoJa99,sacks,0.0,,,,,
player,201609110oti,oti,McCoJa99,tackles_combined,3,,,,,
player,201609110oti,oti,McCoJa99,tackles_solo,3,,,,,
player,201609110oti,oti,McCoJa99,tackles_assists,0,,,,,
player,201609110oti,oti,McCoJa99,tackles_loss,0,,,,,
player,201609110oti,oti,McCoJa99,qb_hits,0,,,,,
player,201609110oti,oti,McCoJa99,fumbles_rec,0,,,,,
player,201609110oti,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201609110oti,oti,McCoJa99,fumbles_forced,0,,,,,
player,201609110oti,oti,StafDa00,def_int,0,,,,,
player,201609110oti,oti,StafDa00,def_int_yds,0,,,,,
player,201609110oti,oti,StafDa00,def_int_td,0,,,,,
player,201609110oti,oti,StafDa00,def_int_long,0,,,,,
player,201609110oti,oti,StafDa00,pass_defended,0,,,,,
player,201609110oti,oti,StafDa00,sacks,0.0,,,,,
player,201609110oti,oti,StafDa00,tackles_combined,3,,,,,
player,201609110oti,oti,StafDa00,tackles_solo,3,,,,,
player,201609110oti,oti,StafDa00,tackles_assists,0,,,,,
player,201609110oti,oti,StafDa00,tackles_loss,0,,,,,
player,201609110oti,oti,StafDa00,qb_hits,0,,,,,
player,201609110oti,oti,StafDa00,fumbles_rec,0,,,,,
player,201609110oti,oti,StafDa00,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,StafDa00,fumbles_rec_td,0,,,,,
player,201609110oti,oti,StafDa00,fumbles_forced,0,,,,,
player,201609110oti,oti,WoodWe20,def_int,0,,,,,
player,201609110oti,oti,WoodWe20,def_int_yds,0,,,,,
player,201609110oti,oti,WoodWe20,def_int_td,0,,,,,
player,201609110oti,oti,WoodWe20,def_int_long,0,,,,,
player,201609110oti,oti,WoodWe20,pass_defended,0,,,,,
player,201609110oti,oti,WoodWe20,sacks,0.0,,,,,
player,201609110oti,oti,WoodWe20,tackles_combined,3,,,,,
player,201609110oti,oti,WoodWe20,tackles_solo,3,,,,,
player,201609110oti,oti,WoodWe20,tackles_assists,0,,,,,
player,201609110oti,oti,WoodWe20,tackles_loss,0,,,,,
player,201609110oti,oti,WoodWe20,qb_hits,2,,,,,
player,201609110oti,oti,WoodWe20,fumbles_rec,0,,,,,
player,201609110oti,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201609110oti,oti,WoodWe20,fumbles_forced,0,,,,,
player,201609110oti,oti,BlacAn00,def_int,0,,,,,
player,201609110oti,oti,BlacAn00,def_int_yds,0,,,,,
player,201609110oti,oti,BlacAn00,def_int_td,0,,,,,
player,201609110oti,oti,BlacAn00,def_int_long,0,,,,,
player,201609110oti,oti,BlacAn00,pass_defended,0,,,,,
player,201609110oti,oti,BlacAn00,sacks,0.0,,,,,
player,201609110oti,oti,BlacAn00,tackles_combined,2,,,,,
player,201609110oti,oti,BlacAn00,tackles_solo,1,,,,,
player,201609110oti,oti,BlacAn00,tackles_assists,1,,,,,
player,201609110oti,oti,BlacAn00,tackles_loss,1,,,,,
player,201609110oti,oti,BlacAn00,qb_hits,0,,,,,
player,201609110oti,oti,BlacAn00,fumbles_rec,0,,,,,
player,201609110oti,oti,BlacAn00,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,BlacAn00,fumbles_rec_td,0,,,,,
player,201609110oti,oti,BlacAn00,fumbles_forced,0,,,,,
player,201609110oti,oti,KlugKa00,def_int,0,,,,,
player,201609110oti,oti,KlugKa00,def_int_yds,0,,,,,
player,201609110oti,oti,KlugKa00,def_int_td,0,,,,,
player,201609110oti,oti,KlugKa00,def_int_long,0,,,,,
player,201609110oti,oti,KlugKa00,pass_defended,0,,,,,
player,201609110oti,oti,KlugKa00,sacks,0.0,,,,,
player,201609110oti,oti,KlugKa00,tackles_combined,2,,,,,
player,201609110oti,oti,KlugKa00,tackles_solo,2,,,,,
player,201609110oti,oti,KlugKa00,tackles_assists,0,,,,,
player,201609110oti,oti,KlugKa00,tackles_loss,0,,,,,
player,201609110oti,oti,KlugKa00,qb_hits,0,,,,,
player,201609110oti,oti,KlugKa00,fumbles_rec,0,,,,,
player,201609110oti,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201609110oti,oti,KlugKa00,fumbles_forced,0,,,,,
player,201609110oti,oti,MorgDe99,def_int,0,,,,,
player,201609110oti,oti,MorgDe99,def_int_yds,0,,,,,
player,201609110oti,oti,MorgDe99,def_int_td,0,,,,,
player,201609110oti,oti,MorgDe99,def_int_long,0,,,,,
player,201609110oti,oti,MorgDe99,pass_defended,0,,,,,
player,201609110oti,oti,MorgDe99,sacks,0.0,,,,,
player,201609110oti,oti,MorgDe99,tackles_combined,2,,,,,
player,201609110oti,oti,MorgDe99,tackles_solo,0,,,,,
player,201609110oti,oti,MorgDe99,tackles_assists,2,,,,,
player,201609110oti,oti,MorgDe99,tackles_loss,0,,,,,
player,201609110oti,oti,MorgDe99,qb_hits,0,,,,,
player,201609110oti,oti,MorgDe99,fumbles_rec,0,,,,,
player,201609110oti,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201609110oti,oti,MorgDe99,fumbles_forced,0,,,,,
player,201609110oti,oti,SpenSe00,def_int,0,,,,,
player,201609110oti,oti,SpenSe00,def_int_yds,0,,,,,
player,201609110oti,oti,SpenSe00,def_int_td,0,,,,,
player,201609110oti,oti,SpenSe00,def_int_long,0,,,,,
player,201609110oti,oti,SpenSe00,pass_defended,1,,,,,
player,201609110oti,oti,SpenSe00,sacks,0.0,,,,,
player,201609110oti,oti,SpenSe00,tackles_combined,2,,,,,
player,201609110oti,oti,SpenSe00,tackles_solo,1,,,,,
player,201609110oti,oti,SpenSe00,tackles_assists,1,,,,,
player,201609110oti,oti,SpenSe00,tackles_loss,0,,,,,
player,201609110oti,oti,SpenSe00,qb_hits,0,,,,,
player,201609110oti,oti,SpenSe00,fumbles_rec,0,,,,,
player,201609110oti,oti,SpenSe00,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,SpenSe00,fumbles_rec_td,0,,,,,
player,201609110oti,oti,SpenSe00,fumbles_forced,0,,,,,
player,201609110oti,oti,WoodAl99,def_int,0,,,,,
player,201609110oti,oti,WoodAl99,def_int_yds,0,,,,,
player,201609110oti,oti,WoodAl99,def_int_td,0,,,,,
player,201609110oti,oti,WoodAl99,def_int_long,0,,,,,
player,201609110oti,oti,WoodAl99,pass_defended,0,,,,,
player,201609110oti,oti,WoodAl99,sacks,0.0,,,,,
player,201609110oti,oti,WoodAl99,tackles_combined,2,,,,,
player,201609110oti,oti,WoodAl99,tackles_solo,2,,,,,
player,201609110oti,oti,WoodAl99,tackles_assists,0,,,,,
player,201609110oti,oti,WoodAl99,tackles_loss,1,,,,,
player,201609110oti,oti,WoodAl99,qb_hits,0,,,,,
player,201609110oti,oti,WoodAl99,fumbles_rec,0,,,,,
player,201609110oti,oti,WoodAl99,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,WoodAl99,fumbles_rec_td,0,,,,,
player,201609110oti,oti,WoodAl99,fumbles_forced,0,,,,,
player,201609110oti,oti,BlakAn00,def_int,0,,,,,
player,201609110oti,oti,BlakAn00,def_int_yds,0,,,,,
player,201609110oti,oti,BlakAn00,def_int_td,0,,,,,
player,201609110oti,oti,BlakAn00,def_int_long,0,,,,,
player,201609110oti,oti,BlakAn00,pass_defended,0,,,,,
player,201609110oti,oti,BlakAn00,sacks,0.0,,,,,
player,201609110oti,oti,BlakAn00,tackles_combined,1,,,,,
player,201609110oti,oti,BlakAn00,tackles_solo,0,,,,,
player,201609110oti,oti,BlakAn00,tackles_assists,1,,,,,
player,201609110oti,oti,BlakAn00,tackles_loss,0,,,,,
player,201609110oti,oti,BlakAn00,qb_hits,0,,,,,
player,201609110oti,oti,BlakAn00,fumbles_rec,0,,,,,
player,201609110oti,oti,BlakAn00,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,BlakAn00,fumbles_rec_td,0,,,,,
player,201609110oti,oti,BlakAn00,fumbles_forced,0,,,,,
player,201609110oti,oti,JohnAu01,def_int,0,,,,,
player,201609110oti,oti,JohnAu01,def_int_yds,0,,,,,
player,201609110oti,oti,JohnAu01,def_int_td,0,,,,,
player,201609110oti,oti,JohnAu01,def_int_long,0,,,,,
player,201609110oti,oti,JohnAu01,pass_defended,0,,,,,
player,201609110oti,oti,JohnAu01,sacks,0.0,,,,,
player,201609110oti,oti,JohnAu01,tackles_combined,1,,,,,
player,201609110oti,oti,JohnAu01,tackles_solo,0,,,,,
player,201609110oti,oti,JohnAu01,tackles_assists,1,,,,,
player,201609110oti,oti,JohnAu01,tackles_loss,0,,,,,
player,201609110oti,oti,JohnAu01,qb_hits,0,,,,,
player,201609110oti,oti,JohnAu01,fumbles_rec,0,,,,,
player,201609110oti,oti,JohnAu01,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,JohnAu01,fumbles_rec_td,0,,,,,
player,201609110oti,oti,JohnAu01,fumbles_forced,0,,,,,
player,201609110oti,oti,PalmNa01,def_int,0,,,,,
player,201609110oti,oti,PalmNa01,def_int_yds,0,,,,,
player,201609110oti,oti,PalmNa01,def_int_td,0,,,,,
player,201609110oti,oti,PalmNa01,def_int_long,0,,,,,
player,201609110oti,oti,PalmNa01,pass_defended,0,,,,,
player,201609110oti,oti,PalmNa01,sacks,0.0,,,,,
player,201609110oti,oti,PalmNa01,tackles_combined,1,,,,,
player,201609110oti,oti,PalmNa01,tackles_solo,0,,,,,
player,201609110oti,oti,PalmNa01,tackles_assists,1,,,,,
player,201609110oti,oti,PalmNa01,tackles_loss,0,,,,,
player,201609110oti,oti,PalmNa01,qb_hits,0,,,,,
player,201609110oti,oti,PalmNa01,fumbles_rec,0,,,,,
player,201609110oti,oti,PalmNa01,fumbles_rec_yds,0,,,,,
player,201609110oti,oti,PalmNa01,fumbles_rec_td,0,,,,,
player,201609110oti,oti,PalmNa01,fumbles_forced,0,,,,,
player,201609110oti,min,SherMa20,kick_ret,0,,,,,
player,201609110oti,min,SherMa20,kick_ret_yds,0,,,,,
player,201609110oti,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201609110oti,min,SherMa20,kick_ret_td,0,,,,,
player,201609110oti,min,SherMa20,kick_ret_long,0,,,,,
player,201609110oti,min,SherMa20,punt_ret,3,,,,,
player,201609110oti,min,SherMa20,punt_ret_yds,10,,,,,
player,201609110oti,min,SherMa20,punt_ret_yds_per_ret,3.3,,,,,
player,201609110oti,min,SherMa20,punt_ret_td,0,,,,,
player,201609110oti,min,SherMa20,punt_ret_long,12,,,,,
player,201609110oti,min,PattCo00,kick_ret,1,,,,,
player,201609110oti,min,PattCo00,kick_ret_yds,61,,,,,
player,201609110oti,min,PattCo00,kick_ret_yds_per_ret,61.0,,,,,
player,201609110oti,min,PattCo00,kick_ret_td,0,,,,,
player,201609110oti,min,PattCo00,kick_ret_long,61,,,,,
player,201609110oti,min,PattCo00,punt_ret,0,,,,,
player,201609110oti,min,PattCo00,punt_ret_yds,9,,,,,
player,201609110oti,min,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201609110oti,min,PattCo00,punt_ret_td,0,,,,,
player,201609110oti,min,PattCo00,punt_ret_long,9,,,,,
player,201609110oti,oti,MariMa00,kick_ret,5,,,,,
player,201609110oti,oti,MariMa00,kick_ret_yds,118,,,,,
player,201609110oti,oti,MariMa00,kick_ret_yds_per_ret,23.6,,,,,
player,201609110oti,oti,MariMa00,kick_ret_td,0,,,,,
player,201609110oti,oti,MariMa00,kick_ret_long,31,,,,,
player,201609110oti,oti,MariMa00,punt_ret,1,,,,,
player,201609110oti,oti,MariMa00,punt_ret_yds,14,,,,,
player,201609110oti,oti,MariMa00,punt_ret_yds_per_ret,14.0,,,,,
player,201609110oti,oti,MariMa00,punt_ret_td,0,,,,,
player,201609110oti,oti,MariMa00,punt_ret_long,14,,,,,
player,201609110oti,min,WalsBl00,xpm,1,,,,,
player,201609110oti,min,WalsBl00,xpa,2,,,,,
player,201609110oti,min,WalsBl00,fgm,4,,,,,
player,201609110oti,min,WalsBl00,fga,6,,,,,
player,201609110oti,min,WalsBl00,punt,0,,,,,
player,201609110oti,min,WalsBl00,punt_yds,0,,,,,
player,201609110oti,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201609110oti,min,WalsBl00,punt_long,0,,,,,
player,201609110oti,min,LockJe00,xpm,,,,,,
player,201609110oti,min,LockJe00,xpa,,,,,,
player,201609110oti,min,LockJe00,fgm,,,,,,
player,201609110oti,min,LockJe00,fga,,,,,,
player,201609110oti,min,LockJe00,punt,3,,,,,
player,201609110oti,min,LockJe00,punt_yds,113,,,,,
player,201609110oti,min,LockJe00,punt_yds_per_punt,37.7,,,,,
player,201609110oti,min,LockJe00,punt_long,51,,,,,
player,201609110oti,oti,SuccRy44,xpm,1,,,,,
