game,2016,12,20161127,201611270atl,crd,"Arizona Cardinals",19,atl,"Atlanta Falcons",38
team,201611270atl,crd,First Downs,23,,,,,,
team,201611270atl,atl,First Downs,28,,,,,,
team,201611270atl,crd,Rush-Yds-TDs,14-58-0,,,,,,
team,201611270atl,atl,Rush-Yds-TDs,30-116-3,,,,,,
team,201611270atl,crd,Cmp-Att-Yd-TD-INT,25-45-289-2-1,,,,,,
team,201611270atl,atl,Cmp-Att-Yd-TD-INT,26-34-269-2-1,,,,,,
team,201611270atl,crd,Sacked-Yards,2-15,,,,,,
team,201611270atl,atl,Sacked-Yards,3-25,,,,,,
team,201611270atl,crd,Net Pass Yards,274,,,,,,
team,201611270atl,atl,Net Pass Yards,244,,,,,,
team,201611270atl,crd,Total Yards,332,,,,,,
team,201611270atl,atl,Total Yards,360,,,,,,
team,201611270atl,crd,Fumbles-Lost,1-0,,,,,,
team,201611270atl,atl,Fumbles-Lost,0-0,,,,,,
team,201611270atl,crd,Turnovers,1,,,,,,
team,201611270atl,atl,Turnovers,1,,,,,,
team,201611270atl,crd,Penalties-Yards,8-60,,,,,,
team,201611270atl,atl,Penalties-Yards,4-23,,,,,,
team,201611270atl,crd,Third Down Conv.,4-11,,,,,,
team,201611270atl,atl,Third Down Conv.,4-9,,,,,,
team,201611270atl,crd,Fourth Down Conv.,1-2,,,,,,
team,201611270atl,atl,Fourth Down Conv.,1-1,,,,,,
team,201611270atl,crd,Time of Possession,25:38,,,,,,
team,201611270atl,atl,Time of Possession,34:22,,,,,,
player,201611270atl,crd,PalmCa00,pass_cmp,25,,,,,
player,201611270atl,crd,PalmCa00,pass_att,45,,,,,
player,201611270atl,crd,PalmCa00,pass_yds,289,,,,,
player,201611270atl,crd,PalmCa00,pass_td,2,,,,,
player,201611270atl,crd,PalmCa00,pass_int,1,,,,,
player,201611270atl,crd,PalmCa00,pass_sacked,2,,,,,
player,201611270atl,crd,PalmCa00,pass_sacked_yds,15,,,,,
player,201611270atl,crd,PalmCa00,pass_long,25,,,,,
player,201611270atl,crd,PalmCa00,pass_rating,80.7,,,,,
player,201611270atl,crd,PalmCa00,rush_att,1,,,,,
player,201611270atl,crd,PalmCa00,rush_yds,0,,,,,
player,201611270atl,crd,PalmCa00,rush_td,0,,,,,
player,201611270atl,crd,PalmCa00,rush_long,0,,,,,
player,201611270atl,crd,PalmCa00,targets,0,,,,,
player,201611270atl,crd,PalmCa00,rec,0,,,,,
player,201611270atl,crd,PalmCa00,rec_yds,0,,,,,
player,201611270atl,crd,PalmCa00,rec_td,0,,,,,
player,201611270atl,crd,PalmCa00,rec_long,0,,,,,
player,201611270atl,crd,PalmCa00,fumbles,1,,,,,
player,201611270atl,crd,PalmCa00,fumbles_lost,0,,,,,
player,201611270atl,crd,JohnDa08,pass_cmp,0,,,,,
player,201611270atl,crd,JohnDa08,pass_att,0,,,,,
player,201611270atl,crd,JohnDa08,pass_yds,0,,,,,
player,201611270atl,crd,JohnDa08,pass_td,0,,,,,
player,201611270atl,crd,JohnDa08,pass_int,0,,,,,
player,201611270atl,crd,JohnDa08,pass_sacked,0,,,,,
player,201611270atl,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201611270atl,crd,JohnDa08,pass_long,0,,,,,
player,201611270atl,crd,JohnDa08,pass_rating,,,,,,
player,201611270atl,crd,JohnDa08,rush_att,13,,,,,
player,201611270atl,crd,JohnDa08,rush_yds,58,,,,,
player,201611270atl,crd,JohnDa08,rush_td,0,,,,,
player,201611270atl,crd,JohnDa08,rush_long,16,,,,,
player,201611270atl,crd,JohnDa08,targets,11,,,,,
player,201611270atl,crd,JohnDa08,rec,8,,,,,
player,201611270atl,crd,JohnDa08,rec_yds,103,,,,,
player,201611270atl,crd,JohnDa08,rec_td,1,,,,,
player,201611270atl,crd,JohnDa08,rec_long,25,,,,,
player,201611270atl,crd,JohnDa08,fumbles,0,,,,,
player,201611270atl,crd,JohnDa08,fumbles_lost,0,,,,,
player,201611270atl,crd,FitzLa00,pass_cmp,0,,,,,
player,201611270atl,crd,FitzLa00,pass_att,0,,,,,
player,201611270atl,crd,FitzLa00,pass_yds,0,,,,,
player,201611270atl,crd,FitzLa00,pass_td,0,,,,,
player,201611270atl,crd,FitzLa00,pass_int,0,,,,,
player,201611270atl,crd,FitzLa00,pass_sacked,0,,,,,
player,201611270atl,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201611270atl,crd,FitzLa00,pass_long,0,,,,,
player,201611270atl,crd,FitzLa00,pass_rating,,,,,,
player,201611270atl,crd,FitzLa00,rush_att,0,,,,,
player,201611270atl,crd,FitzLa00,rush_yds,0,,,,,
player,201611270atl,crd,FitzLa00,rush_td,0,,,,,
player,201611270atl,crd,FitzLa00,rush_long,0,,,,,
player,201611270atl,crd,FitzLa00,targets,4,,,,,
player,201611270atl,crd,FitzLa00,rec,4,,,,,
player,201611270atl,crd,FitzLa00,rec_yds,53,,,,,
player,201611270atl,crd,FitzLa00,rec_td,0,,,,,
player,201611270atl,crd,FitzLa00,rec_long,18,,,,,
player,201611270atl,crd,FitzLa00,fumbles,0,,,,,
player,201611270atl,crd,FitzLa00,fumbles_lost,0,,,,,
player,201611270atl,crd,GresJe00,pass_cmp,0,,,,,
player,201611270atl,crd,GresJe00,pass_att,0,,,,,
player,201611270atl,crd,GresJe00,pass_yds,0,,,,,
player,201611270atl,crd,GresJe00,pass_td,0,,,,,
player,201611270atl,crd,GresJe00,pass_int,0,,,,,
player,201611270atl,crd,GresJe00,pass_sacked,0,,,,,
player,201611270atl,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201611270atl,crd,GresJe00,pass_long,0,,,,,
player,201611270atl,crd,GresJe00,pass_rating,,,,,,
player,201611270atl,crd,GresJe00,rush_att,0,,,,,
player,201611270atl,crd,GresJe00,rush_yds,0,,,,,
player,201611270atl,crd,GresJe00,rush_td,0,,,,,
player,201611270atl,crd,GresJe00,rush_long,0,,,,,
player,201611270atl,crd,GresJe00,targets,10,,,,,
player,201611270atl,crd,GresJe00,rec,5,,,,,
player,201611270atl,crd,GresJe00,rec_yds,35,,,,,
player,201611270atl,crd,GresJe00,rec_td,1,,,,,
player,201611270atl,crd,GresJe00,rec_long,15,,,,,
player,201611270atl,crd,GresJe00,fumbles,0,,,,,
player,201611270atl,crd,GresJe00,fumbles_lost,0,,,,,
player,201611270atl,crd,FloyMi00,pass_cmp,0,,,,,
player,201611270atl,crd,FloyMi00,pass_att,0,,,,,
player,201611270atl,crd,FloyMi00,pass_yds,0,,,,,
player,201611270atl,crd,FloyMi00,pass_td,0,,,,,
player,201611270atl,crd,FloyMi00,pass_int,0,,,,,
player,201611270atl,crd,FloyMi00,pass_sacked,0,,,,,
player,201611270atl,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201611270atl,crd,FloyMi00,pass_long,0,,,,,
player,201611270atl,crd,FloyMi00,pass_rating,,,,,,
player,201611270atl,crd,FloyMi00,rush_att,0,,,,,
player,201611270atl,crd,FloyMi00,rush_yds,0,,,,,
player,201611270atl,crd,FloyMi00,rush_td,0,,,,,
player,201611270atl,crd,FloyMi00,rush_long,0,,,,,
player,201611270atl,crd,FloyMi00,targets,5,,,,,
player,201611270atl,crd,FloyMi00,rec,2,,,,,
player,201611270atl,crd,FloyMi00,rec_yds,31,,,,,
player,201611270atl,crd,FloyMi00,rec_td,0,,,,,
player,201611270atl,crd,FloyMi00,rec_long,19,,,,,
player,201611270atl,crd,FloyMi00,fumbles,0,,,,,
player,201611270atl,crd,FloyMi00,fumbles_lost,0,,,,,
player,201611270atl,crd,NelsJJ00,pass_cmp,0,,,,,
player,201611270atl,crd,NelsJJ00,pass_att,0,,,,,
player,201611270atl,crd,NelsJJ00,pass_yds,0,,,,,
player,201611270atl,crd,NelsJJ00,pass_td,0,,,,,
player,201611270atl,crd,NelsJJ00,pass_int,0,,,,,
player,201611270atl,crd,NelsJJ00,pass_sacked,0,,,,,
player,201611270atl,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201611270atl,crd,NelsJJ00,pass_long,0,,,,,
player,201611270atl,crd,NelsJJ00,pass_rating,,,,,,
player,201611270atl,crd,NelsJJ00,rush_att,0,,,,,
player,201611270atl,crd,NelsJJ00,rush_yds,0,,,,,
player,201611270atl,crd,NelsJJ00,rush_td,0,,,,,
player,201611270atl,crd,NelsJJ00,rush_long,0,,,,,
player,201611270atl,crd,NelsJJ00,targets,4,,,,,
player,201611270atl,crd,NelsJJ00,rec,2,,,,,
player,201611270atl,crd,NelsJJ00,rec_yds,30,,,,,
player,201611270atl,crd,NelsJJ00,rec_td,0,,,,,
player,201611270atl,crd,NelsJJ00,rec_long,17,,,,,
player,201611270atl,crd,NelsJJ00,fumbles,0,,,,,
player,201611270atl,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201611270atl,crd,BrowJo02,pass_cmp,0,,,,,
player,201611270atl,crd,BrowJo02,pass_att,0,,,,,
player,201611270atl,crd,BrowJo02,pass_yds,0,,,,,
player,201611270atl,crd,BrowJo02,pass_td,0,,,,,
player,201611270atl,crd,BrowJo02,pass_int,0,,,,,
player,201611270atl,crd,BrowJo02,pass_sacked,0,,,,,
player,201611270atl,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201611270atl,crd,BrowJo02,pass_long,0,,,,,
player,201611270atl,crd,BrowJo02,pass_rating,,,,,,
player,201611270atl,crd,BrowJo02,rush_att,0,,,,,
player,201611270atl,crd,BrowJo02,rush_yds,0,,,,,
player,201611270atl,crd,BrowJo02,rush_td,0,,,,,
player,201611270atl,crd,BrowJo02,rush_long,0,,,,,
player,201611270atl,crd,BrowJo02,targets,2,,,,,
player,201611270atl,crd,BrowJo02,rec,1,,,,,
player,201611270atl,crd,BrowJo02,rec_yds,19,,,,,
player,201611270atl,crd,BrowJo02,rec_td,0,,,,,
player,201611270atl,crd,BrowJo02,rec_long,19,,,,,
player,201611270atl,crd,BrowJo02,fumbles,0,,,,,
player,201611270atl,crd,BrowJo02,fumbles_lost,0,,,,,
player,201611270atl,crd,ElliAn00,pass_cmp,0,,,,,
player,201611270atl,crd,ElliAn00,pass_att,0,,,,,
player,201611270atl,crd,ElliAn00,pass_yds,0,,,,,
player,201611270atl,crd,ElliAn00,pass_td,0,,,,,
player,201611270atl,crd,ElliAn00,pass_int,0,,,,,
player,201611270atl,crd,ElliAn00,pass_sacked,0,,,,,
player,201611270atl,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201611270atl,crd,ElliAn00,pass_long,0,,,,,
player,201611270atl,crd,ElliAn00,pass_rating,,,,,,
player,201611270atl,crd,ElliAn00,rush_att,0,,,,,
player,201611270atl,crd,ElliAn00,rush_yds,0,,,,,
player,201611270atl,crd,ElliAn00,rush_td,0,,,,,
player,201611270atl,crd,ElliAn00,rush_long,0,,,,,
player,201611270atl,crd,ElliAn00,targets,5,,,,,
player,201611270atl,crd,ElliAn00,rec,2,,,,,
player,201611270atl,crd,ElliAn00,rec_yds,19,,,,,
player,201611270atl,crd,ElliAn00,rec_td,0,,,,,
player,201611270atl,crd,ElliAn00,rec_long,10,,,,,
player,201611270atl,crd,ElliAn00,fumbles,0,,,,,
player,201611270atl,crd,ElliAn00,fumbles_lost,0,,,,,
player,201611270atl,crd,GoldBr00,pass_cmp,0,,,,,
player,201611270atl,crd,GoldBr00,pass_att,0,,,,,
player,201611270atl,crd,GoldBr00,pass_yds,0,,,,,
player,201611270atl,crd,GoldBr00,pass_td,0,,,,,
player,201611270atl,crd,GoldBr00,pass_int,0,,,,,
player,201611270atl,crd,GoldBr00,pass_sacked,0,,,,,
player,201611270atl,crd,GoldBr00,pass_sacked_yds,0,,,,,
player,201611270atl,crd,GoldBr00,pass_long,0,,,,,
player,201611270atl,crd,GoldBr00,pass_rating,,,,,,
player,201611270atl,crd,GoldBr00,rush_att,0,,,,,
player,201611270atl,crd,GoldBr00,rush_yds,0,,,,,
player,201611270atl,crd,GoldBr00,rush_td,0,,,,,
player,201611270atl,crd,GoldBr00,rush_long,0,,,,,
player,201611270atl,crd,GoldBr00,targets,3,,,,,
player,201611270atl,crd,GoldBr00,rec,1,,,,,
