game,2016,9,20161106,201611060ram,car,"Carolina Panthers",13,ram,"Los Angeles Rams",10
player,201611060ram,ram,HageBr00,def_int,0,,,,,
player,201611060ram,ram,HageBr00,def_int_yds,0,,,,,
player,201611060ram,ram,HageBr00,def_int_td,0,,,,,
player,201611060ram,ram,HageBr00,def_int_long,0,,,,,
player,201611060ram,ram,HageBr00,pass_defended,0,,,,,
player,201611060ram,ram,HageBr00,sacks,0.0,,,,,
player,201611060ram,ram,HageBr00,tackles_combined,1,,,,,
player,201611060ram,ram,HageBr00,tackles_solo,1,,,,,
player,201611060ram,ram,HageBr00,tackles_assists,0,,,,,
player,201611060ram,ram,HageBr00,tackles_loss,0,,,,,
player,201611060ram,ram,HageBr00,qb_hits,0,,,,,
player,201611060ram,ram,HageBr00,fumbles_rec,0,,,,,
player,201611060ram,ram,HageBr00,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,HageBr00,fumbles_rec_td,0,,,,,
player,201611060ram,ram,HageBr00,fumbles_forced,0,,,,,
player,201611060ram,ram,ForrJo00,def_int,0,,,,,
player,201611060ram,ram,ForrJo00,def_int_yds,0,,,,,
player,201611060ram,ram,ForrJo00,def_int_td,0,,,,,
player,201611060ram,ram,ForrJo00,def_int_long,0,,,,,
player,201611060ram,ram,ForrJo00,pass_defended,1,,,,,
player,201611060ram,ram,ForrJo00,sacks,0.0,,,,,
player,201611060ram,ram,ForrJo00,tackles_combined,0,,,,,
player,201611060ram,ram,ForrJo00,tackles_solo,0,,,,,
player,201611060ram,ram,ForrJo00,tackles_assists,0,,,,,
player,201611060ram,ram,ForrJo00,tackles_loss,0,,,,,
player,201611060ram,ram,ForrJo00,qb_hits,0,,,,,
player,201611060ram,ram,ForrJo00,fumbles_rec,0,,,,,
player,201611060ram,ram,ForrJo00,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,ForrJo00,fumbles_rec_td,0,,,,,
player,201611060ram,ram,ForrJo00,fumbles_forced,0,,,,,
player,201611060ram,ram,WestEt00,def_int,0,,,,,
player,201611060ram,ram,WestEt00,def_int_yds,0,,,,,
player,201611060ram,ram,WestEt00,def_int_td,0,,,,,
player,201611060ram,ram,WestEt00,def_int_long,0,,,,,
player,201611060ram,ram,WestEt00,pass_defended,0,,,,,
player,201611060ram,ram,WestEt00,sacks,0.0,,,,,
player,201611060ram,ram,WestEt00,tackles_combined,0,,,,,
player,201611060ram,ram,WestEt00,tackles_solo,0,,,,,
player,201611060ram,ram,WestEt00,tackles_assists,0,,,,,
player,201611060ram,ram,WestEt00,tackles_loss,0,,,,,
player,201611060ram,ram,WestEt00,qb_hits,1,,,,,
player,201611060ram,ram,WestEt00,fumbles_rec,0,,,,,
player,201611060ram,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201611060ram,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201611060ram,ram,WestEt00,fumbles_forced,0,,,,,
player,201611060ram,car,WebbJo00,kick_ret,1,,,,,
player,201611060ram,car,WebbJo00,kick_ret_yds,8,,,,,
player,201611060ram,car,WebbJo00,kick_ret_yds_per_ret,8.0,,,,,
player,201611060ram,car,WebbJo00,kick_ret_td,0,,,,,
player,201611060ram,car,WebbJo00,kick_ret_long,8,,,,,
player,201611060ram,car,WebbJo00,punt_ret,0,,,,,
player,201611060ram,car,WebbJo00,punt_ret_yds,0,,,,,
player,201611060ram,car,WebbJo00,punt_ret_yds_per_ret,,,,,,
player,201611060ram,car,WebbJo00,punt_ret_td,0,,,,,
player,201611060ram,car,WebbJo00,punt_ret_long,0,,,,,
player,201611060ram,ram,AustTa00,kick_ret,0,,,,,
player,201611060ram,ram,AustTa00,kick_ret_yds,0,,,,,
player,201611060ram,ram,AustTa00,kick_ret_yds_per_ret,,,,,,
player,201611060ram,ram,AustTa00,kick_ret_td,0,,,,,
player,201611060ram,ram,AustTa00,kick_ret_long,0,,,,,
player,201611060ram,ram,AustTa00,punt_ret,4,,,,,
player,201611060ram,ram,AustTa00,punt_ret_yds,40,,,,,
player,201611060ram,ram,AustTa00,punt_ret_yds_per_ret,10.0,,,,,
player,201611060ram,ram,AustTa00,punt_ret_td,0,,,,,
player,201611060ram,ram,AustTa00,punt_ret_long,19,,,,,
player,201611060ram,ram,CunnBe01,kick_ret,1,,,,,
player,201611060ram,ram,CunnBe01,kick_ret_yds,10,,,,,
player,201611060ram,ram,CunnBe01,kick_ret_yds_per_ret,10.0,,,,,
player,201611060ram,ram,CunnBe01,kick_ret_td,0,,,,,
player,201611060ram,ram,CunnBe01,kick_ret_long,10,,,,,
player,201611060ram,ram,CunnBe01,punt_ret,0,,,,,
player,201611060ram,ram,CunnBe01,punt_ret_yds,0,,,,,
player,201611060ram,ram,CunnBe01,punt_ret_yds_per_ret,,,,,,
player,201611060ram,ram,CunnBe01,punt_ret_td,0,,,,,
player,201611060ram,ram,CunnBe01,punt_ret_long,0,,,,,
player,201611060ram,ram,DaviCo02,kick_ret,0,,,,,
player,201611060ram,ram,DaviCo02,kick_ret_yds,15,,,,,
player,201611060ram,ram,DaviCo02,kick_ret_yds_per_ret,,,,,,
player,201611060ram,ram,DaviCo02,kick_ret_td,0,,,,,
player,201611060ram,ram,DaviCo02,kick_ret_long,15,,,,,
player,201611060ram,ram,DaviCo02,punt_ret,0,,,,,
player,201611060ram,ram,DaviCo02,punt_ret_yds,0,,,,,
player,201611060ram,ram,DaviCo02,punt_ret_yds_per_ret,,,,,,
player,201611060ram,ram,DaviCo02,punt_ret_td,0,,,,,
player,201611060ram,ram,DaviCo02,punt_ret_long,0,,,,,
player,201611060ram,car,GanoGr44,xpm,1,,,,,
player,201611060ram,car,GanoGr44,xpa,1,,,,,
player,201611060ram,car,GanoGr44,fgm,2,,,,,
player,201611060ram,car,GanoGr44,fga,3,,,,,
player,201611060ram,car,GanoGr44,punt,0,,,,,
player,201611060ram,car,GanoGr44,punt_yds,0,,,,,
player,201611060ram,car,GanoGr44,punt_yds_per_punt,,,,,,
player,201611060ram,car,GanoGr44,punt_long,0,,,,,
player,201611060ram,car,LeexAn20,xpm,,,,,,
player,201611060ram,car,LeexAn20,xpa,,,,,,
player,201611060ram,car,LeexAn20,fgm,,,,,,
player,201611060ram,car,LeexAn20,fga,,,,,,
player,201611060ram,car,LeexAn20,punt,6,,,,,
player,201611060ram,car,LeexAn20,punt_yds,282,,,,,
player,201611060ram,car,LeexAn20,punt_yds_per_punt,47.0,,,,,
player,201611060ram,car,LeexAn20,punt_long,58,,,,,
player,201611060ram,ram,ZuerGr00,xpm,1,,,,,
player,201611060ram,ram,ZuerGr00,xpa,1,,,,,
player,201611060ram,ram,ZuerGr00,fgm,1,,,,,
player,201611060ram,ram,ZuerGr00,fga,3,,,,,
player,201611060ram,ram,ZuerGr00,punt,0,,,,,
player,201611060ram,ram,ZuerGr00,punt_yds,0,,,,,
player,201611060ram,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201611060ram,ram,ZuerGr00,punt_long,0,,,,,
player,201611060ram,ram,HekkJo00,xpm,,,,,,
player,201611060ram,ram,HekkJo00,xpa,,,,,,
player,201611060ram,ram,HekkJo00,fgm,,,,,,
player,201611060ram,ram,HekkJo00,fga,,,,,,
player,201611060ram,ram,HekkJo00,punt,5,,,,,
player,201611060ram,ram,HekkJo00,punt_yds,243,,,,,
player,201611060ram,ram,HekkJo00,punt_yds_per_punt,48.6,,,,,
player,201611060ram,ram,HekkJo00,punt_long,75,,,,,
player,201611060ram,ram,HaveRo00,pos,T,,,,,
player,201611060ram,ram,HaveRo00,offense,68,,,,,
player,201611060ram,ram,HaveRo00,off_pct,100%,,,,,
player,201611060ram,ram,HaveRo00,defense,0,,,,,
player,201611060ram,ram,HaveRo00,def_pct,0%,,,,,
player,201611060ram,ram,HaveRo00,special_teams,4,,,,,
player,201611060ram,ram,HaveRo00,st_pct,15%,,,,,
player,201611060ram,ram,RobiGr01,pos,T,,,,,
player,201611060ram,ram,RobiGr01,offense,68,,,,,
player,201611060ram,ram,RobiGr01,off_pct,100%,,,,,
player,201611060ram,ram,RobiGr01,defense,0,,,,,
player,201611060ram,ram,RobiGr01,def_pct,0%,,,,,
player,201611060ram,ram,RobiGr01,special_teams,4,,,,,
player,201611060ram,ram,RobiGr01,st_pct,15%,,,,,
player,201611060ram,ram,SaffRo20,pos,T,,,,,
player,201611060ram,ram,SaffRo20,offense,68,,,,,
player,201611060ram,ram,SaffRo20,off_pct,100%,,,,,
player,201611060ram,ram,SaffRo20,defense,0,,,,,
player,201611060ram,ram,SaffRo20,def_pct,0%,,,,,
player,201611060ram,ram,SaffRo20,special_teams,4,,,,,
player,201611060ram,ram,SaffRo20,st_pct,15%,,,,,
player,201611060ram,ram,WichCo00,pos,G,,,,,
player,201611060ram,ram,WichCo00,offense,68,,,,,
player,201611060ram,ram,WichCo00,off_pct,100%,,,,,
player,201611060ram,ram,WichCo00,defense,0,,,,,
player,201611060ram,ram,WichCo00,def_pct,0%,,,,,
player,201611060ram,ram,WichCo00,special_teams,4,,,,,
player,201611060ram,ram,WichCo00,st_pct,15%,,,,,
player,201611060ram,ram,KeenCa00,pos,QB,,,,,
player,201611060ram,ram,KeenCa00,offense,68,,,,,
player,201611060ram,ram,KeenCa00,off_pct,100%,,,,,
player,201611060ram,ram,KeenCa00,defense,0,,,,,
player,201611060ram,ram,KeenCa00,def_pct,0%,,,,,
player,201611060ram,ram,KeenCa00,special_teams,0,,,,,
player,201611060ram,ram,KeenCa00,st_pct,0%,,,,,
player,201611060ram,ram,BarnTi01,pos,C,,,,,
player,201611060ram,ram,BarnTi01,offense,68,,,,,
player,201611060ram,ram,BarnTi01,off_pct,100%,,,,,
player,201611060ram,ram,BarnTi01,defense,0,,,,,
player,201611060ram,ram,BarnTi01,def_pct,0%,,,,,
player,201611060ram,ram,BarnTi01,special_teams,0,,,,,
player,201611060ram,ram,BarnTi01,st_pct,0%,,,,,
player,201611060ram,ram,BritKe00,pos,WR,,,,,
player,201611060ram,ram,BritKe00,offense,60,,,,,
player,201611060ram,ram,BritKe00,off_pct,88%,,,,,
player,201611060ram,ram,BritKe00,defense,0,,,,,
player,201611060ram,ram,BritKe00,def_pct,0%,,,,,
player,201611060ram,ram,BritKe00,special_teams,1,,,,,
player,201611060ram,ram,BritKe00,st_pct,4%,,,,,
player,201611060ram,ram,KendLa00,pos,TE,,,,,
player,201611060ram,ram,KendLa00,offense,54,,,,,
player,201611060ram,ram,KendLa00,off_pct,79%,,,,,
player,201611060ram,ram,KendLa00,defense,0,,,,,
player,201611060ram,ram,KendLa00,def_pct,0%,,,,,
player,201611060ram,ram,KendLa00,special_teams,0,,,,,
player,201611060ram,ram,KendLa00,st_pct,0%,,,,,
player,201611060ram,ram,AustTa00,pos,WR,,,,,
player,201611060ram,ram,AustTa00,offense,53,,,,,
player,201611060ram,ram,AustTa00,off_pct,78%,,,,,
player,201611060ram,ram,AustTa00,defense,0,,,,,
player,201611060ram,ram,AustTa00,def_pct,0%,,,,,
player,201611060ram,ram,AustTa00,special_teams,6,,,,,
player,201611060ram,ram,AustTa00,st_pct,23%,,,,,
player,201611060ram,ram,QuicBr00,pos,WR,,,,,
player,201611060ram,ram,QuicBr00,offense,50,,,,,
player,201611060ram,ram,QuicBr00,off_pct,74%,,,,,
player,201611060ram,ram,QuicBr00,defense,0,,,,,
player,201611060ram,ram,QuicBr00,def_pct,0%,,,,,
player,201611060ram,ram,QuicBr00,special_teams,1,,,,,
player,201611060ram,ram,QuicBr00,st_pct,4%,,,,,
player,201611060ram,ram,GurlTo01,pos,RB,,,,,
player,201611060ram,ram,GurlTo01,offense,43,,,,,
player,201611060ram,ram,GurlTo01,off_pct,63%,,,,,
player,201611060ram,ram,GurlTo01,defense,0,,,,,
player,201611060ram,ram,GurlTo01,def_pct,0%,,,,,
player,201611060ram,ram,GurlTo01,special_teams,0,,,,,
player,201611060ram,ram,GurlTo01,st_pct,0%,,,,,
player,201611060ram,ram,HigbTy00,pos,TE,,,,,
player,201611060ram,ram,HigbTy00,offense,31,,,,,
player,201611060ram,ram,HigbTy00,off_pct,46%,,,,,
player,201611060ram,ram,HigbTy00,defense,0,,,,,
player,201611060ram,ram,HigbTy00,def_pct,0%,,,,,
player,201611060ram,ram,HigbTy00,special_teams,0,,,,,
player,201611060ram,ram,HigbTy00,st_pct,0%,,,,,
player,201611060ram,ram,CunnBe01,pos,RB,,,,,
player,201611060ram,ram,CunnBe01,offense,25,,,,,
player,201611060ram,ram,CunnBe01,off_pct,37%,,,,,
player,201611060ram,ram,CunnBe01,defense,0,,,,,
player,201611060ram,ram,CunnBe01,def_pct,0%,,,,,
player,201611060ram,ram,CunnBe01,special_teams,10,,,,,
player,201611060ram,ram,CunnBe01,st_pct,38%,,,,,
player,201611060ram,ram,CoopPh00,pos,WR,,,,,
player,201611060ram,ram,CoopPh00,offense,13,,,,,
player,201611060ram,ram,CoopPh00,off_pct,19%,,,,,
player,201611060ram,ram,CoopPh00,defense,0,,,,,
player,201611060ram,ram,CoopPh00,def_pct,0%,,,,,
player,201611060ram,ram,CoopPh00,special_teams,0,,,,,
player,201611060ram,ram,CoopPh00,st_pct,0%,,,,,
player,201611060ram,ram,HarkCo00,pos,TE,,,,,
player,201611060ram,ram,HarkCo00,offense,4,,,,,
player,201611060ram,ram,HarkCo00,off_pct,6%,,,,,
player,201611060ram,ram,HarkCo00,defense,0,,,,,
player,201611060ram,ram,HarkCo00,def_pct,0%,,,,,
player,201611060ram,ram,HarkCo00,special_teams,19,,,,,
player,201611060ram,ram,HarkCo00,st_pct,73%,,,,,
player,201611060ram,ram,BrowMa03,pos,RB,,,,,
player,201611060ram,ram,BrowMa03,offense,2,,,,,
player,201611060ram,ram,BrowMa03,off_pct,3%,,,,,
player,201611060ram,ram,BrowMa03,defense,0,,,,,
player,201611060ram,ram,BrowMa03,def_pct,0%,,,,,
player,201611060ram,ram,BrowMa03,special_teams,10,,,,,
player,201611060ram,ram,BrowMa03,st_pct,38%,,,,,
player,201611060ram,ram,ThomMi04,pos,WR,,,,,
player,201611060ram,ram,ThomMi04,offense,2,,,,,
player,201611060ram,ram,ThomMi04,off_pct,3%,,,,,
player,201611060ram,ram,ThomMi04,defense,0,,,,,
player,201611060ram,ram,ThomMi04,def_pct,0%,,,,,
player,201611060ram,ram,ThomMi04,special_teams,8,,,,,
player,201611060ram,ram,ThomMi04,st_pct,31%,,,,,
player,201611060ram,ram,DonnAn00,pos,T,,,,,
player,201611060ram,ram,DonnAn00,offense,2,,,,,
player,201611060ram,ram,DonnAn00,off_pct,3%,,,,,
player,201611060ram,ram,DonnAn00,defense,0,,,,,
player,201611060ram,ram,DonnAn00,def_pct,0%,,,,,
player,201611060ram,ram,DonnAn00,special_teams,4,,,,,
player,201611060ram,ram,DonnAn00,st_pct,15%,,,,,
player,201611060ram,ram,MarqBr00,pos,WR,,,,,
player,201611060ram,ram,MarqBr00,offense,1,,,,,
player,201611060ram,ram,MarqBr00,off_pct,1%,,,,,
player,201611060ram,ram,MarqBr00,defense,0,,,,,
player,201611060ram,ram,MarqBr00,def_pct,0%,,,,,
player,201611060ram,ram,MarqBr00,special_teams,17,,,,,
player,201611060ram,ram,MarqBr00,st_pct,65%,,,,,
player,201611060ram,ram,McDoTJ00,pos,SS,,,,,
player,201611060ram,ram,McDoTJ00,offense,0,,,,,
player,201611060ram,ram,McDoTJ00,off_pct,0%,,,,,
player,201611060ram,ram,McDoTJ00,defense,64,,,,,
player,201611060ram,ram,McDoTJ00,def_pct,100%,,,,,
player,201611060ram,ram,McDoTJ00,special_teams,7,,,,,
player,201611060ram,ram,McDoTJ00,st_pct,27%,,,,,
player,201611060ram,ram,AlexMa00,pos,FS,,,,,
player,201611060ram,ram,AlexMa00,offense,0,,,,,
player,201611060ram,ram,AlexMa00,off_pct,0%,,,,,
player,201611060ram,ram,AlexMa00,defense,64,,,,,
player,201611060ram,ram,AlexMa00,def_pct,100%,,,,,
player,201611060ram,ram,AlexMa00,special_teams,5,,,,,
player,201611060ram,ram,AlexMa00,st_pct,19%,,,,,
player,201611060ram,ram,BarrMa00,pos,LB,,,,,
player,201611060ram,ram,BarrMa00,offense,0,,,,,
player,201611060ram,ram,BarrMa00,off_pct,0%,,,,,
player,201611060ram,ram,BarrMa00,defense,64,,,,,
player,201611060ram,ram,BarrMa00,def_pct,100%,,,,,
player,201611060ram,ram,BarrMa00,special_teams,2,,,,,
player,201611060ram,ram,BarrMa00,st_pct,8%,,,,,
player,201611060ram,ram,JohnTr05,pos,CB,,,,,
player,201611060ram,ram,JohnTr05,offense,0,,,,,
player,201611060ram,ram,JohnTr05,off_pct,0%,,,,,
player,201611060ram,ram,JohnTr05,defense,64,,,,,
player,201611060ram,ram,JohnTr05,def_pct,100%,,,,,
player,201611060ram,ram,JohnTr05,special_teams,1,,,,,
player,201611060ram,ram,JohnTr05,st_pct,4%,,,,,
player,201611060ram,ram,OgleAl00,pos,LB,,,,,
player,201611060ram,ram,OgleAl00,offense,0,,,,,
player,201611060ram,ram,OgleAl00,off_pct,0%,,,,,
player,201611060ram,ram,OgleAl00,defense,64,,,,,
player,201611060ram,ram,OgleAl00,def_pct,100%,,,,,
player,201611060ram,ram,OgleAl00,special_teams,0,,,,,
player,201611060ram,ram,OgleAl00,st_pct,0%,,,,,
player,201611060ram,ram,GainE.00,pos,CB,,,,,
player,201611060ram,ram,GainE.00,offense,0,,,,,
player,201611060ram,ram,GainE.00,off_pct,0%,,,,,
player,201611060ram,ram,GainE.00,defense,58,,,,,
player,201611060ram,ram,GainE.00,def_pct,91%,,,,,
player,201611060ram,ram,GainE.00,special_teams,4,,,,,
player,201611060ram,ram,GainE.00,st_pct,15%,,,,,
player,201611060ram,ram,DonaAa00,pos,DT,,,,,
player,201611060ram,ram,DonaAa00,offense,0,,,,,
player,201611060ram,ram,DonaAa00,off_pct,0%,,,,,
player,201611060ram,ram,DonaAa00,defense,52,,,,,
player,201611060ram,ram,DonaAa00,def_pct,81%,,,,,
player,201611060ram,ram,DonaAa00,special_teams,5,,,,,
player,201611060ram,ram,DonaAa00,st_pct,19%,,,,,
player,201611060ram,ram,JoynLa00,pos,CB,,,,,
player,201611060ram,ram,JoynLa00,offense,0,,,,,
player,201611060ram,ram,JoynLa00,off_pct,0%,,,,,
player,201611060ram,ram,JoynLa00,defense,46,,,,,
player,201611060ram,ram,JoynLa00,def_pct,72%,,,,,
player,201611060ram,ram,JoynLa00,special_teams,0,,,,,
player,201611060ram,ram,JoynLa00,st_pct,0%,,,,,
player,201611060ram,ram,HayeWi99,pos,DE,,,,,
player,201611060ram,ram,HayeWi99,offense,0,,,,,
player,201611060ram,ram,HayeWi99,off_pct,0%,,,,,
player,201611060ram,ram,HayeWi99,defense,39,,,,,
player,201611060ram,ram,HayeWi99,def_pct,61%,,,,,
player,201611060ram,ram,HayeWi99,special_teams,0,,,,,
player,201611060ram,ram,HayeWi99,st_pct,0%,,,,,
player,201611060ram,ram,QuinRo00,pos,DE,,,,,
player,201611060ram,ram,QuinRo00,offense,0,,,,,
player,201611060ram,ram,QuinRo00,off_pct,0%,,,,,
player,201611060ram,ram,QuinRo00,defense,38,,,,,
player,201611060ram,ram,QuinRo00,def_pct,59%,,,,,
player,201611060ram,ram,QuinRo00,special_teams,4,,,,,
player,201611060ram,ram,QuinRo00,st_pct,15%,,,,,
player,201611060ram,ram,ThomCa99,pos,DT,,,,,
player,201611060ram,ram,ThomCa99,offense,0,,,,,
player,201611060ram,ram,ThomCa99,off_pct,0%,,,,,
player,201611060ram,ram,ThomCa99,defense,28,,,,,
player,201611060ram,ram,ThomCa99,def_pct,44%,,,,,
player,201611060ram,ram,ThomCa99,special_teams,4,,,,,
player,201611060ram,ram,ThomCa99,st_pct,15%,,,,,
player,201611060ram,ram,EaslDo00,pos,DT,,,,,
player,201611060ram,ram,EaslDo00,offense,0,,,,,
player,201611060ram,ram,EaslDo00,off_pct,0%,,,,,
player,201611060ram,ram,EaslDo00,defense,27,,,,,
player,201611060ram,ram,EaslDo00,def_pct,42%,,,,,
player,201611060ram,ram,EaslDo00,special_teams,0,,,,,
player,201611060ram,ram,EaslDo00,st_pct,0%,,,,,
player,201611060ram,ram,SimsEu99,pos,DE,,,,,
player,201611060ram,ram,SimsEu99,offense,0,,,,,
player,201611060ram,ram,SimsEu99,off_pct,0%,,,,,
player,201611060ram,ram,SimsEu99,defense,26,,,,,
player,201611060ram,ram,SimsEu99,def_pct,41%,,,,,
player,201611060ram,ram,SimsEu99,special_teams,13,,,,,
player,201611060ram,ram,SimsEu99,st_pct,50%,,,,,
player,201611060ram,ram,WestEt00,pos,DT,,,,,
player,201611060ram,ram,WestEt00,offense,0,,,,,
player,201611060ram,ram,WestEt00,off_pct,0%,,,,,
player,201611060ram,ram,WestEt00,defense,25,,,,,
player,201611060ram,ram,WestEt00,def_pct,39%,,,,,
player,201611060ram,ram,WestEt00,special_teams,5,,,,,
player,201611060ram,ram,WestEt00,st_pct,19%,,,,,
player,201611060ram,ram,BrocMi00,pos,DT,,,,,
player,201611060ram,ram,BrocMi00,offense,0,,,,,
player,201611060ram,ram,BrocMi00,off_pct,0%,,,,,
player,201611060ram,ram,BrocMi00,defense,20,,,,,
player,201611060ram,ram,BrocMi00,def_pct,31%,,,,,
player,201611060ram,ram,BrocMi00,special_teams,1,,,,,
player,201611060ram,ram,BrocMi00,st_pct,4%,,,,,
player,201611060ram,ram,ForrJo00,pos,LB,,,,,
player,201611060ram,ram,ForrJo00,offense,0,,,,,
player,201611060ram,ram,ForrJo00,off_pct,0%,,,,,
player,201611060ram,ram,ForrJo00,defense,13,,,,,
player,201611060ram,ram,ForrJo00,def_pct,20%,,,,,
player,201611060ram,ram,ForrJo00,special_teams,16,,,,,
player,201611060ram,ram,ForrJo00,st_pct,62%,,,,,
player,201611060ram,ram,HillTr01,pos,CB,,,,,
player,201611060ram,ram,HillTr01,offense,0,,,,,
player,201611060ram,ram,HillTr01,off_pct,0%,,,,,
player,201611060ram,ram,HillTr01,defense,8,,,,,
player,201611060ram,ram,HillTr01,def_pct,12%,,,,,
player,201611060ram,ram,HillTr01,special_teams,11,,,,,
player,201611060ram,ram,HillTr01,st_pct,42%,,,,,
player,201611060ram,ram,DaviCo02,pos,FS,,,,,
player,201611060ram,ram,DaviCo02,offense,0,,,,,
player,201611060ram,ram,DaviCo02,off_pct,0%,,,,,
player,201611060ram,ram,DaviCo02,defense,4,,,,,
player,201611060ram,ram,DaviCo02,def_pct,6%,,,,,
player,201611060ram,ram,DaviCo02,special_teams,22,,,,,
player,201611060ram,ram,DaviCo02,st_pct,85%,,,,,
player,201611060ram,ram,ReynCh00,pos,RB,,,,,
player,201611060ram,ram,ReynCh00,offense,0,,,,,
player,201611060ram,ram,ReynCh00,off_pct,0%,,,,,
player,201611060ram,ram,ReynCh00,defense,0,,,,,
player,201611060ram,ram,ReynCh00,def_pct,0%,,,,,
player,201611060ram,ram,ReynCh00,special_teams,22,,,,,
player,201611060ram,ram,ReynCh00,st_pct,85%,,,,,
player,201611060ram,ram,HageBr00,pos,LB,,,,,
player,201611060ram,ram,HageBr00,offense,0,,,,,
player,201611060ram,ram,HageBr00,off_pct,0%,,,,,
player,201611060ram,ram,HageBr00,defense,0,,,,,
player,201611060ram,ram,HageBr00,def_pct,0%,,,,,
player,201611060ram,ram,HageBr00,special_teams,16,,,,,
player,201611060ram,ram,HageBr00,st_pct,62%,,,,,
player,201611060ram,ram,LittCo01,pos,LB,,,,,
player,201611060ram,ram,LittCo01,offense,0,,,,,
player,201611060ram,ram,LittCo01,off_pct,0%,,,,,
player,201611060ram,ram,LittCo01,defense,0,,,,,
player,201611060ram,ram,LittCo01,def_pct,0%,,,,,
player,201611060ram,ram,LittCo01,special_teams,16,,,,,
player,201611060ram,ram,LittCo01,st_pct,62%,,,,,
player,201611060ram,ram,McQuJa00,pos,LS,,,,,
player,201611060ram,ram,McQuJa00,offense,0,,,,,
player,201611060ram,ram,McQuJa00,off_pct,0%,,,,,
player,201611060ram,ram,McQuJa00,defense,0,,,,,
player,201611060ram,ram,McQuJa00,def_pct,0%,,,,,
player,201611060ram,ram,McQuJa00,special_teams,9,,,,,
player,201611060ram,ram,McQuJa00,st_pct,35%,,,,,
player,201611060ram,ram,HekkJo00,pos,P,,,,,
player,201611060ram,ram,HekkJo00,offense,0,,,,,
player,201611060ram,ram,HekkJo00,off_pct,0%,,,,,
player,201611060ram,ram,HekkJo00,defense,0,,,,,
player,201611060ram,ram,HekkJo00,def_pct,0%,,,,,
player,201611060ram,ram,HekkJo00,special_teams,9,,,,,
player,201611060ram,ram,HekkJo00,st_pct,35%,,,,,
player,201611060ram,ram,RhanDe00,pos,C,,,,,
player,201611060ram,ram,RhanDe00,offense,0,,,,,
player,201611060ram,ram,RhanDe00,off_pct,0%,,,,,
player,201611060ram,ram,RhanDe00,defense,0,,,,,
player,201611060ram,ram,RhanDe00,def_pct,0%,,,,,
player,201611060ram,ram,RhanDe00,special_teams,8,,,,,
player,201611060ram,ram,RhanDe00,st_pct,31%,,,,,
player,201611060ram,ram,ChriMa00,pos,SS,,,,,
player,201611060ram,ram,ChriMa00,offense,0,,,,,
player,201611060ram,ram,ChriMa00,off_pct,0%,,,,,
player,201611060ram,ram,ChriMa00,defense,0,,,,,
player,201611060ram,ram,ChriMa00,def_pct,0%,,,,,
player,201611060ram,ram,ChriMa00,special_teams,7,,,,,
player,201611060ram,ram,ChriMa00,st_pct,27%,,,,,
player,201611060ram,ram,ZuerGr00,pos,K,,,,,
player,201611060ram,ram,ZuerGr00,offense,0,,,,,
player,201611060ram,ram,ZuerGr00,off_pct,0%,,,,,
player,201611060ram,ram,ZuerGr00,defense,0,,,,,
player,201611060ram,ram,ZuerGr00,def_pct,0%,,,,,
player,201611060ram,ram,ZuerGr00,special_teams,7,,,,,
player,201611060ram,ram,ZuerGr00,st_pct,27%,,,,,
player,201611060ram,car,WillDa06,pos,T,,,,,
player,201611060ram,car,WillDa06,offense,64,,,,,
player,201611060ram,car,WillDa06,off_pct,100%,,,,,
player,201611060ram,car,WillDa06,defense,0,,,,,
player,201611060ram,car,WillDa06,def_pct,0%,,,,,
player,201611060ram,car,WillDa06,special_teams,4,,,,,
player,201611060ram,car,WillDa06,st_pct,15%,,,,,
player,201611060ram,car,NorwAn01,pos,G,,,,,
player,201611060ram,car,NorwAn01,offense,64,,,,,
player,201611060ram,car,NorwAn01,off_pct,100%,,,,,
player,201611060ram,car,NorwAn01,defense,0,,,,,
player,201611060ram,car,NorwAn01,def_pct,0%,,,,,
player,201611060ram,car,NorwAn01,special_teams,4,,,,,
player,201611060ram,car,NorwAn01,st_pct,15%,,,,,
player,201611060ram,car,TurnTr01,pos,G,,,,,
player,201611060ram,car,TurnTr01,offense,64,,,,,
player,201611060ram,car,TurnTr01,off_pct,100%,,,,,
player,201611060ram,car,TurnTr01,defense,0,,,,,
player,201611060ram,car,TurnTr01,def_pct,0%,,,,,
player,201611060ram,car,TurnTr01,special_teams,4,,,,,
player,201611060ram,car,TurnTr01,st_pct,15%,,,,,
player,201611060ram,car,RemmMi00,pos,T,,,,,
player,201611060ram,car,RemmMi00,offense,64,,,,,
player,201611060ram,car,RemmMi00,off_pct,100%,,,,,
player,201611060ram,car,RemmMi00,defense,0,,,,,
player,201611060ram,car,RemmMi00,def_pct,0%,,,,,
player,201611060ram,car,RemmMi00,special_teams,4,,,,,
player,201611060ram,car,RemmMi00,st_pct,15%,,,,,
player,201611060ram,car,GradGi00,pos,C,,,,,
player,201611060ram,car,GradGi00,offense,64,,,,,
player,201611060ram,car,GradGi00,off_pct,100%,,,,,
player,201611060ram,car,GradGi00,defense,0,,,,,
player,201611060ram,car,GradGi00,def_pct,0%,,,,,
