game,2016,1,20160912,201609120sfo,ram,"Los Angeles Rams",0,sfo,"San Francisco 49ers",28
team,201609120sfo,ram,First Downs,10,,,,,,
team,201609120sfo,sfo,First Downs,28,,,,,,
team,201609120sfo,ram,Rush-Yds-TDs,23-65-0,,,,,,
team,201609120sfo,sfo,Rush-Yds-TDs,42-150-3,,,,,,
team,201609120sfo,ram,Cmp-Att-Yd-TD-INT,17-35-130-0-2,,,,,,
team,201609120sfo,sfo,Cmp-Att-Yd-TD-INT,22-35-170-1-0,,,,,,
team,201609120sfo,ram,Sacked-Yards,2-10,,,,,,
team,201609120sfo,sfo,Sacked-Yards,0-0,,,,,,
team,201609120sfo,ram,Net Pass Yards,120,,,,,,
team,201609120sfo,sfo,Net Pass Yards,170,,,,,,
team,201609120sfo,ram,Total Yards,185,,,,,,
team,201609120sfo,sfo,Total Yards,320,,,,,,
team,201609120sfo,ram,Fumbles-Lost,0-0,,,,,,
team,201609120sfo,sfo,Fumbles-Lost,2-1,,,,,,
team,201609120sfo,ram,Turnovers,2,,,,,,
team,201609120sfo,sfo,Turnovers,1,,,,,,
team,201609120sfo,ram,Penalties-Yards,10-102,,,,,,
team,201609120sfo,sfo,Penalties-Yards,2-10,,,,,,
team,201609120sfo,ram,Third Down Conv.,3-15,,,,,,
team,201609120sfo,sfo,Third Down Conv.,8-17,,,,,,
team,201609120sfo,ram,Fourth Down Conv.,1-2,,,,,,
team,201609120sfo,sfo,Fourth Down Conv.,1-2,,,,,,
team,201609120sfo,ram,Time of Possession,27:50,,,,,,
team,201609120sfo,sfo,Time of Possession,32:10,,,,,,
player,201609120sfo,ram,KeenCa00,pass_cmp,17,,,,,
player,201609120sfo,ram,KeenCa00,pass_att,35,,,,,
player,201609120sfo,ram,KeenCa00,pass_yds,130,,,,,
player,201609120sfo,ram,KeenCa00,pass_td,0,,,,,
player,201609120sfo,ram,KeenCa00,pass_int,2,,,,,
player,201609120sfo,ram,KeenCa00,pass_sacked,2,,,,,
player,201609120sfo,ram,KeenCa00,pass_sacked_yds,10,,,,,
player,201609120sfo,ram,KeenCa00,pass_long,22,,,,,
player,201609120sfo,ram,KeenCa00,pass_rating,34.2,,,,,
player,201609120sfo,ram,KeenCa00,rush_att,3,,,,,
player,201609120sfo,ram,KeenCa00,rush_yds,10,,,,,
player,201609120sfo,ram,KeenCa00,rush_td,0,,,,,
player,201609120sfo,ram,KeenCa00,rush_long,6,,,,,
player,201609120sfo,ram,KeenCa00,targets,0,,,,,
player,201609120sfo,ram,KeenCa00,rec,0,,,,,
player,201609120sfo,ram,KeenCa00,rec_yds,0,,,,,
player,201609120sfo,ram,KeenCa00,rec_td,0,,,,,
player,201609120sfo,ram,KeenCa00,rec_long,0,,,,,
player,201609120sfo,ram,KeenCa00,fumbles,0,,,,,
player,201609120sfo,ram,KeenCa00,fumbles_lost,0,,,,,
player,201609120sfo,ram,GurlTo01,pass_cmp,0,,,,,
player,201609120sfo,ram,GurlTo01,pass_att,0,,,,,
player,201609120sfo,ram,GurlTo01,pass_yds,0,,,,,
player,201609120sfo,ram,GurlTo01,pass_td,0,,,,,
player,201609120sfo,ram,GurlTo01,pass_int,0,,,,,
player,201609120sfo,ram,GurlTo01,pass_sacked,0,,,,,
player,201609120sfo,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201609120sfo,ram,GurlTo01,pass_long,0,,,,,
player,201609120sfo,ram,GurlTo01,pass_rating,,,,,,
player,201609120sfo,ram,GurlTo01,rush_att,17,,,,,
player,201609120sfo,ram,GurlTo01,rush_yds,47,,,,,
player,201609120sfo,ram,GurlTo01,rush_td,0,,,,,
player,201609120sfo,ram,GurlTo01,rush_long,10,,,,,
player,201609120sfo,ram,GurlTo01,targets,3,,,,,
player,201609120sfo,ram,GurlTo01,rec,1,,,,,
player,201609120sfo,ram,GurlTo01,rec_yds,-5,,,,,
player,201609120sfo,ram,GurlTo01,rec_td,0,,,,,
player,201609120sfo,ram,GurlTo01,rec_long,-5,,,,,
player,201609120sfo,ram,GurlTo01,fumbles,0,,,,,
player,201609120sfo,ram,GurlTo01,fumbles_lost,0,,,,,
player,201609120sfo,ram,BrowMa03,pass_cmp,0,,,,,
player,201609120sfo,ram,BrowMa03,pass_att,0,,,,,
player,201609120sfo,ram,BrowMa03,pass_yds,0,,,,,
player,201609120sfo,ram,BrowMa03,pass_td,0,,,,,
player,201609120sfo,ram,BrowMa03,pass_int,0,,,,,
player,201609120sfo,ram,BrowMa03,pass_sacked,0,,,,,
player,201609120sfo,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201609120sfo,ram,BrowMa03,pass_long,0,,,,,
player,201609120sfo,ram,BrowMa03,pass_rating,,,,,,
player,201609120sfo,ram,BrowMa03,rush_att,1,,,,,
player,201609120sfo,ram,BrowMa03,rush_yds,5,,,,,
player,201609120sfo,ram,BrowMa03,rush_td,0,,,,,
player,201609120sfo,ram,BrowMa03,rush_long,5,,,,,
player,201609120sfo,ram,BrowMa03,targets,1,,,,,
player,201609120sfo,ram,BrowMa03,rec,1,,,,,
player,201609120sfo,ram,BrowMa03,rec_yds,8,,,,,
player,201609120sfo,ram,BrowMa03,rec_td,0,,,,,
player,201609120sfo,ram,BrowMa03,rec_long,8,,,,,
player,201609120sfo,ram,BrowMa03,fumbles,0,,,,,
player,201609120sfo,ram,BrowMa03,fumbles_lost,0,,,,,
player,201609120sfo,ram,AustTa00,pass_cmp,0,,,,,
player,201609120sfo,ram,AustTa00,pass_att,0,,,,,
player,201609120sfo,ram,AustTa00,pass_yds,0,,,,,
player,201609120sfo,ram,AustTa00,pass_td,0,,,,,
player,201609120sfo,ram,AustTa00,pass_int,0,,,,,
player,201609120sfo,ram,AustTa00,pass_sacked,0,,,,,
player,201609120sfo,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201609120sfo,ram,AustTa00,pass_long,0,,,,,
player,201609120sfo,ram,AustTa00,pass_rating,,,,,,
player,201609120sfo,ram,AustTa00,rush_att,1,,,,,
player,201609120sfo,ram,AustTa00,rush_yds,2,,,,,
player,201609120sfo,ram,AustTa00,rush_td,0,,,,,
player,201609120sfo,ram,AustTa00,rush_long,2,,,,,
player,201609120sfo,ram,AustTa00,targets,12,,,,,
player,201609120sfo,ram,AustTa00,rec,4,,,,,
player,201609120sfo,ram,AustTa00,rec_yds,13,,,,,
player,201609120sfo,ram,AustTa00,rec_td,0,,,,,
player,201609120sfo,ram,AustTa00,rec_long,5,,,,,
player,201609120sfo,ram,AustTa00,fumbles,0,,,,,
player,201609120sfo,ram,AustTa00,fumbles_lost,0,,,,,
player,201609120sfo,ram,CunnBe01,pass_cmp,0,,,,,
player,201609120sfo,ram,CunnBe01,pass_att,0,,,,,
player,201609120sfo,ram,CunnBe01,pass_yds,0,,,,,
player,201609120sfo,ram,CunnBe01,pass_td,0,,,,,
player,201609120sfo,ram,CunnBe01,pass_int,0,,,,,
player,201609120sfo,ram,CunnBe01,pass_sacked,0,,,,,
player,201609120sfo,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201609120sfo,ram,CunnBe01,pass_long,0,,,,,
player,201609120sfo,ram,CunnBe01,pass_rating,,,,,,
player,201609120sfo,ram,CunnBe01,rush_att,1,,,,,
player,201609120sfo,ram,CunnBe01,rush_yds,1,,,,,
player,201609120sfo,ram,CunnBe01,rush_td,0,,,,,
player,201609120sfo,ram,CunnBe01,rush_long,1,,,,,
player,201609120sfo,ram,CunnBe01,targets,1,,,,,
player,201609120sfo,ram,CunnBe01,rec,1,,,,,
player,201609120sfo,ram,CunnBe01,rec_yds,7,,,,,
player,201609120sfo,ram,CunnBe01,rec_td,0,,,,,
player,201609120sfo,ram,CunnBe01,rec_long,7,,,,,
player,201609120sfo,ram,CunnBe01,fumbles,0,,,,,
player,201609120sfo,ram,CunnBe01,fumbles_lost,0,,,,,
player,201609120sfo,ram,BritKe00,pass_cmp,0,,,,,
player,201609120sfo,ram,BritKe00,pass_att,0,,,,,
player,201609120sfo,ram,BritKe00,pass_yds,0,,,,,
player,201609120sfo,ram,BritKe00,pass_td,0,,,,,
player,201609120sfo,ram,BritKe00,pass_int,0,,,,,
player,201609120sfo,ram,BritKe00,pass_sacked,0,,,,,
player,201609120sfo,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201609120sfo,ram,BritKe00,pass_long,0,,,,,
player,201609120sfo,ram,BritKe00,pass_rating,,,,,,
player,201609120sfo,ram,BritKe00,rush_att,0,,,,,
player,201609120sfo,ram,BritKe00,rush_yds,0,,,,,
player,201609120sfo,ram,BritKe00,rush_td,0,,,,,
player,201609120sfo,ram,BritKe00,rush_long,0,,,,,
player,201609120sfo,ram,BritKe00,targets,6,,,,,
player,201609120sfo,ram,BritKe00,rec,4,,,,,
player,201609120sfo,ram,BritKe00,rec_yds,67,,,,,
player,201609120sfo,ram,BritKe00,rec_td,0,,,,,
player,201609120sfo,ram,BritKe00,rec_long,22,,,,,
player,201609120sfo,ram,BritKe00,fumbles,0,,,,,
player,201609120sfo,ram,BritKe00,fumbles_lost,0,,,,,
player,201609120sfo,ram,QuicBr00,pass_cmp,0,,,,,
player,201609120sfo,ram,QuicBr00,pass_att,0,,,,,
player,201609120sfo,ram,QuicBr00,pass_yds,0,,,,,
player,201609120sfo,ram,QuicBr00,pass_td,0,,,,,
player,201609120sfo,ram,QuicBr00,pass_int,0,,,,,
player,201609120sfo,ram,QuicBr00,pass_sacked,0,,,,,
player,201609120sfo,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201609120sfo,ram,QuicBr00,pass_long,0,,,,,
player,201609120sfo,ram,QuicBr00,pass_rating,,,,,,
player,201609120sfo,ram,QuicBr00,rush_att,0,,,,,
player,201609120sfo,ram,QuicBr00,rush_yds,0,,,,,
player,201609120sfo,ram,QuicBr00,rush_td,0,,,,,
player,201609120sfo,ram,QuicBr00,rush_long,0,,,,,
player,201609120sfo,ram,QuicBr00,targets,5,,,,,
player,201609120sfo,ram,QuicBr00,rec,3,,,,,
player,201609120sfo,ram,QuicBr00,rec_yds,23,,,,,
player,201609120sfo,ram,QuicBr00,rec_td,0,,,,,
player,201609120sfo,ram,QuicBr00,rec_long,15,,,,,
player,201609120sfo,ram,QuicBr00,fumbles,0,,,,,
player,201609120sfo,ram,QuicBr00,fumbles_lost,0,,,,,
player,201609120sfo,ram,KendLa00,pass_cmp,0,,,,,
player,201609120sfo,ram,KendLa00,pass_att,0,,,,,
player,201609120sfo,ram,KendLa00,pass_yds,0,,,,,
player,201609120sfo,ram,KendLa00,pass_td,0,,,,,
player,201609120sfo,ram,KendLa00,pass_int,0,,,,,
player,201609120sfo,ram,KendLa00,pass_sacked,0,,,,,
player,201609120sfo,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201609120sfo,ram,KendLa00,pass_long,0,,,,,
player,201609120sfo,ram,KendLa00,pass_rating,,,,,,
player,201609120sfo,ram,KendLa00,rush_att,0,,,,,
player,201609120sfo,ram,KendLa00,rush_yds,0,,,,,
player,201609120sfo,ram,KendLa00,rush_td,0,,,,,
player,201609120sfo,ram,KendLa00,rush_long,0,,,,,
player,201609120sfo,ram,KendLa00,targets,3,,,,,
player,201609120sfo,ram,KendLa00,rec,2,,,,,
player,201609120sfo,ram,KendLa00,rec_yds,15,,,,,
player,201609120sfo,ram,KendLa00,rec_td,0,,,,,
player,201609120sfo,ram,KendLa00,rec_long,9,,,,,
player,201609120sfo,ram,KendLa00,fumbles,0,,,,,
player,201609120sfo,ram,KendLa00,fumbles_lost,0,,,,,
player,201609120sfo,ram,HigbTy00,pass_cmp,0,,,,,
player,201609120sfo,ram,HigbTy00,pass_att,0,,,,,
player,201609120sfo,ram,HigbTy00,pass_yds,0,,,,,
player,201609120sfo,ram,HigbTy00,pass_td,0,,,,,
player,201609120sfo,ram,HigbTy00,pass_int,0,,,,,
player,201609120sfo,ram,HigbTy00,pass_sacked,0,,,,,
player,201609120sfo,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201609120sfo,ram,HigbTy00,pass_long,0,,,,,
player,201609120sfo,ram,HigbTy00,pass_rating,,,,,,
player,201609120sfo,ram,HigbTy00,rush_att,0,,,,,
player,201609120sfo,ram,HigbTy00,rush_yds,0,,,,,
player,201609120sfo,ram,HigbTy00,rush_td,0,,,,,
player,201609120sfo,ram,HigbTy00,rush_long,0,,,,,
player,201609120sfo,ram,HigbTy00,targets,4,,,,,
player,201609120sfo,ram,HigbTy00,rec,1,,,,,
player,201609120sfo,ram,HigbTy00,rec_yds,2,,,,,
