game,2016,4,20161002,201610020was,cle,"Cleveland Browns",20,was,"Washington Redskins",31
player,201610020was,was,PaulNi00,fumbles_rec,0,,,,,
player,201610020was,was,PaulNi00,fumbles_rec_yds,0,,,,,
player,201610020was,was,PaulNi00,fumbles_rec_td,0,,,,,
player,201610020was,was,PaulNi00,fumbles_forced,0,,,,,
player,201610020was,was,CousKi00,def_int,0,,,,,
player,201610020was,was,CousKi00,def_int_yds,,,,,,
player,201610020was,was,CousKi00,def_int_td,0,,,,,
player,201610020was,was,CousKi00,def_int_long,0,,,,,
player,201610020was,was,CousKi00,pass_defended,0,,,,,
player,201610020was,was,CousKi00,sacks,0.0,,,,,
player,201610020was,was,CousKi00,tackles_combined,0,,,,,
player,201610020was,was,CousKi00,tackles_solo,0,,,,,
player,201610020was,was,CousKi00,tackles_assists,0,,,,,
player,201610020was,was,CousKi00,tackles_loss,,,,,,
player,201610020was,was,CousKi00,qb_hits,,,,,,
player,201610020was,was,CousKi00,fumbles_rec,1,,,,,
player,201610020was,was,CousKi00,fumbles_rec_yds,0,,,,,
player,201610020was,was,CousKi00,fumbles_rec_td,0,,,,,
player,201610020was,was,CousKi00,fumbles_forced,0,,,,,
player,201610020was,was,KerrRy00,def_int,0,,,,,
player,201610020was,was,KerrRy00,def_int_yds,0,,,,,
player,201610020was,was,KerrRy00,def_int_td,0,,,,,
player,201610020was,was,KerrRy00,def_int_long,0,,,,,
player,201610020was,was,KerrRy00,pass_defended,0,,,,,
player,201610020was,was,KerrRy00,sacks,0.0,,,,,
player,201610020was,was,KerrRy00,tackles_combined,0,,,,,
player,201610020was,was,KerrRy00,tackles_solo,0,,,,,
player,201610020was,was,KerrRy00,tackles_assists,0,,,,,
player,201610020was,was,KerrRy00,tackles_loss,2,,,,,
player,201610020was,was,KerrRy00,qb_hits,2,,,,,
player,201610020was,was,KerrRy00,fumbles_rec,0,,,,,
player,201610020was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201610020was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201610020was,was,KerrRy00,fumbles_forced,0,,,,,
player,201610020was,cle,JohnDu00,kick_ret,0,,,,,
player,201610020was,cle,JohnDu00,kick_ret_yds,0,,,,,
player,201610020was,cle,JohnDu00,kick_ret_yds_per_ret,,,,,,
player,201610020was,cle,JohnDu00,kick_ret_td,0,,,,,
player,201610020was,cle,JohnDu00,kick_ret_long,0,,,,,
player,201610020was,cle,JohnDu00,punt_ret,1,,,,,
player,201610020was,cle,JohnDu00,punt_ret_yds,18,,,,,
player,201610020was,cle,JohnDu00,punt_ret_yds_per_ret,18.0,,,,,
player,201610020was,cle,JohnDu00,punt_ret_td,0,,,,,
player,201610020was,cle,JohnDu00,punt_ret_long,18,,,,,
player,201610020was,cle,PoyeJo00,kick_ret,0,,,,,
player,201610020was,cle,PoyeJo00,kick_ret_yds,0,,,,,
player,201610020was,cle,PoyeJo00,kick_ret_yds_per_ret,,,,,,
player,201610020was,cle,PoyeJo00,kick_ret_td,0,,,,,
player,201610020was,cle,PoyeJo00,kick_ret_long,0,,,,,
player,201610020was,cle,PoyeJo00,punt_ret,1,,,,,
player,201610020was,cle,PoyeJo00,punt_ret_yds,2,,,,,
player,201610020was,cle,PoyeJo00,punt_ret_yds_per_ret,2.0,,,,,
player,201610020was,cle,PoyeJo00,punt_ret_td,0,,,,,
player,201610020was,cle,PoyeJo00,punt_ret_long,2,,,,,
player,201610020was,cle,AtkiGe01,kick_ret,1,,,,,
player,201610020was,cle,AtkiGe01,kick_ret_yds,17,,,,,
player,201610020was,cle,AtkiGe01,kick_ret_yds_per_ret,17.0,,,,,
player,201610020was,cle,AtkiGe01,kick_ret_td,0,,,,,
player,201610020was,cle,AtkiGe01,kick_ret_long,17,,,,,
player,201610020was,cle,AtkiGe01,punt_ret,0,,,,,
player,201610020was,cle,AtkiGe01,punt_ret_yds,0,,,,,
player,201610020was,cle,AtkiGe01,punt_ret_yds_per_ret,,,,,,
player,201610020was,cle,AtkiGe01,punt_ret_td,0,,,,,
player,201610020was,cle,AtkiGe01,punt_ret_long,0,,,,,
player,201610020was,was,ThomCh03,kick_ret,1,,,,,
player,201610020was,was,ThomCh03,kick_ret_yds,26,,,,,
player,201610020was,was,ThomCh03,kick_ret_yds_per_ret,26.0,,,,,
player,201610020was,was,ThomCh03,kick_ret_td,0,,,,,
player,201610020was,was,ThomCh03,kick_ret_long,26,,,,,
player,201610020was,was,ThomCh03,punt_ret,0,,,,,
player,201610020was,was,ThomCh03,punt_ret_yds,0,,,,,
player,201610020was,was,ThomCh03,punt_ret_yds_per_ret,,,,,,
player,201610020was,was,ThomCh03,punt_ret_td,0,,,,,
player,201610020was,was,ThomCh03,punt_ret_long,0,,,,,
player,201610020was,cle,ParkCo03,xpm,2,,,,,
player,201610020was,cle,ParkCo03,xpa,2,,,,,
player,201610020was,cle,ParkCo03,fgm,2,,,,,
player,201610020was,cle,ParkCo03,fga,2,,,,,
player,201610020was,cle,ParkCo03,punt,0,,,,,
player,201610020was,cle,ParkCo03,punt_yds,0,,,,,
player,201610020was,cle,ParkCo03,punt_yds_per_punt,,,,,,
player,201610020was,cle,ParkCo03,punt_long,0,,,,,
player,201610020was,cle,ColqBr00,xpm,,,,,,
player,201610020was,cle,ColqBr00,xpa,,,,,,
player,201610020was,cle,ColqBr00,fgm,,,,,,
player,201610020was,cle,ColqBr00,fga,,,,,,
player,201610020was,cle,ColqBr00,punt,1,,,,,
player,201610020was,cle,ColqBr00,punt_yds,55,,,,,
player,201610020was,cle,ColqBr00,punt_yds_per_punt,55.0,,,,,
player,201610020was,cle,ColqBr00,punt_long,55,,,,,
player,201610020was,was,HopkDu00,xpm,4,,,,,
player,201610020was,was,HopkDu00,xpa,4,,,,,
player,201610020was,was,HopkDu00,fgm,1,,,,,
player,201610020was,was,HopkDu00,fga,1,,,,,
player,201610020was,was,HopkDu00,punt,0,,,,,
player,201610020was,was,HopkDu00,punt_yds,0,,,,,
player,201610020was,was,HopkDu00,punt_yds_per_punt,,,,,,
player,201610020was,was,HopkDu00,punt_long,0,,,,,
player,201610020was,was,WayxTr00,xpm,,,,,,
player,201610020was,was,WayxTr00,xpa,,,,,,
player,201610020was,was,WayxTr00,fgm,,,,,,
player,201610020was,was,WayxTr00,fga,,,,,,
player,201610020was,was,WayxTr00,punt,3,,,,,
player,201610020was,was,WayxTr00,punt_yds,146,,,,,
player,201610020was,was,WayxTr00,punt_yds_per_punt,48.7,,,,,
player,201610020was,was,WayxTr00,punt_long,59,,,,,
player,201610020was,was,ScheBr00,pos,G,,,,,
player,201610020was,was,ScheBr00,offense,62,,,,,
player,201610020was,was,ScheBr00,off_pct,100%,,,,,
player,201610020was,was,ScheBr00,defense,0,,,,,
player,201610020was,was,ScheBr00,def_pct,0%,,,,,
player,201610020was,was,ScheBr00,special_teams,5,,,,,
player,201610020was,was,ScheBr00,st_pct,22%,,,,,
player,201610020was,was,MoseMo00,pos,T,,,,,
player,201610020was,was,MoseMo00,offense,62,,,,,
player,201610020was,was,MoseMo00,off_pct,100%,,,,,
player,201610020was,was,MoseMo00,defense,0,,,,,
player,201610020was,was,MoseMo00,def_pct,0%,,,,,
player,201610020was,was,MoseMo00,special_teams,5,,,,,
player,201610020was,was,MoseMo00,st_pct,22%,,,,,
player,201610020was,was,KouaAr00,pos,G,,,,,
player,201610020was,was,KouaAr00,offense,62,,,,,
player,201610020was,was,KouaAr00,off_pct,100%,,,,,
player,201610020was,was,KouaAr00,defense,0,,,,,
player,201610020was,was,KouaAr00,def_pct,0%,,,,,
player,201610020was,was,KouaAr00,special_teams,5,,,,,
player,201610020was,was,KouaAr00,st_pct,22%,,,,,
player,201610020was,was,LongSp00,pos,G,,,,,
player,201610020was,was,LongSp00,offense,62,,,,,
player,201610020was,was,LongSp00,off_pct,100%,,,,,
player,201610020was,was,LongSp00,defense,0,,,,,
player,201610020was,was,LongSp00,def_pct,0%,,,,,
player,201610020was,was,LongSp00,special_teams,5,,,,,
player,201610020was,was,LongSp00,st_pct,22%,,,,,
player,201610020was,was,CousKi00,pos,QB,,,,,
player,201610020was,was,CousKi00,offense,62,,,,,
player,201610020was,was,CousKi00,off_pct,100%,,,,,
player,201610020was,was,CousKi00,defense,0,,,,,
player,201610020was,was,CousKi00,def_pct,0%,,,,,
player,201610020was,was,CousKi00,special_teams,0,,,,,
player,201610020was,was,CousKi00,st_pct,0%,,,,,
player,201610020was,was,WillTr21,pos,T,,,,,
player,201610020was,was,WillTr21,offense,62,,,,,
player,201610020was,was,WillTr21,off_pct,100%,,,,,
player,201610020was,was,WillTr21,defense,0,,,,,
player,201610020was,was,WillTr21,def_pct,0%,,,,,
player,201610020was,was,WillTr21,special_teams,0,,,,,
player,201610020was,was,WillTr21,st_pct,0%,,,,,
player,201610020was,was,ReedJo02,pos,TE,,,,,
player,201610020was,was,ReedJo02,offense,55,,,,,
player,201610020was,was,ReedJo02,off_pct,89%,,,,,
player,201610020was,was,ReedJo02,defense,0,,,,,
player,201610020was,was,ReedJo02,def_pct,0%,,,,,
player,201610020was,was,ReedJo02,special_teams,0,,,,,
player,201610020was,was,ReedJo02,st_pct,0%,,,,,
player,201610020was,was,JackDe00,pos,WR,,,,,
player,201610020was,was,JackDe00,offense,48,,,,,
player,201610020was,was,JackDe00,off_pct,77%,,,,,
player,201610020was,was,JackDe00,defense,0,,,,,
player,201610020was,was,JackDe00,def_pct,0%,,,,,
player,201610020was,was,JackDe00,special_teams,0,,,,,
player,201610020was,was,JackDe00,st_pct,0%,,,,,
player,201610020was,was,GarcPi00,pos,WR,,,,,
player,201610020was,was,GarcPi00,offense,44,,,,,
player,201610020was,was,GarcPi00,off_pct,71%,,,,,
player,201610020was,was,GarcPi00,defense,0,,,,,
player,201610020was,was,GarcPi00,def_pct,0%,,,,,
player,201610020was,was,GarcPi00,special_teams,0,,,,,
player,201610020was,was,GarcPi00,st_pct,0%,,,,,
player,201610020was,was,JoneMa04,pos,RB,,,,,
player,201610020was,was,JoneMa04,offense,41,,,,,
player,201610020was,was,JoneMa04,off_pct,66%,,,,,
player,201610020was,was,JoneMa04,defense,0,,,,,
player,201610020was,was,JoneMa04,def_pct,0%,,,,,
player,201610020was,was,JoneMa04,special_teams,0,,,,,
player,201610020was,was,JoneMa04,st_pct,0%,,,,,
player,201610020was,was,CrowJa00,pos,WR,,,,,
player,201610020was,was,CrowJa00,offense,34,,,,,
player,201610020was,was,CrowJa00,off_pct,55%,,,,,
player,201610020was,was,CrowJa00,defense,0,,,,,
player,201610020was,was,CrowJa00,def_pct,0%,,,,,
player,201610020was,was,CrowJa00,special_teams,1,,,,,
player,201610020was,was,CrowJa00,st_pct,4%,,,,,
player,201610020was,was,DaviVe00,pos,TE,,,,,
player,201610020was,was,DaviVe00,offense,34,,,,,
player,201610020was,was,DaviVe00,off_pct,55%,,,,,
player,201610020was,was,DaviVe00,defense,0,,,,,
player,201610020was,was,DaviVe00,def_pct,0%,,,,,
player,201610020was,was,DaviVe00,special_teams,0,,,,,
player,201610020was,was,DaviVe00,st_pct,0%,,,,,
player,201610020was,was,ThomCh03,pos,RB,,,,,
player,201610020was,was,ThomCh03,offense,20,,,,,
player,201610020was,was,ThomCh03,off_pct,32%,,,,,
player,201610020was,was,ThomCh03,defense,0,,,,,
player,201610020was,was,ThomCh03,def_pct,0%,,,,,
player,201610020was,was,ThomCh03,special_teams,4,,,,,
player,201610020was,was,ThomCh03,st_pct,17%,,,,,
player,201610020was,was,PaulNi00,pos,TE,,,,,
player,201610020was,was,PaulNi00,offense,18,,,,,
player,201610020was,was,PaulNi00,off_pct,29%,,,,,
player,201610020was,was,PaulNi00,defense,0,,,,,
player,201610020was,was,PaulNi00,def_pct,0%,,,,,
player,201610020was,was,PaulNi00,special_teams,14,,,,,
player,201610020was,was,PaulNi00,st_pct,61%,,,,,
player,201610020was,was,GranRy01,pos,WR,,,,,
player,201610020was,was,GranRy01,offense,12,,,,,
player,201610020was,was,GranRy01,off_pct,19%,,,,,
player,201610020was,was,GranRy01,defense,0,,,,,
player,201610020was,was,GranRy01,def_pct,0%,,,,,
player,201610020was,was,GranRy01,special_teams,4,,,,,
player,201610020was,was,GranRy01,st_pct,17%,,,,,
player,201610020was,was,NsekTy00,pos,T,,,,,
player,201610020was,was,NsekTy00,offense,2,,,,,
player,201610020was,was,NsekTy00,off_pct,3%,,,,,
player,201610020was,was,NsekTy00,defense,0,,,,,
player,201610020was,was,NsekTy00,def_pct,0%,,,,,
player,201610020was,was,NsekTy00,special_teams,9,,,,,
player,201610020was,was,NsekTy00,st_pct,39%,,,,,
player,201610020was,was,KellRo00,pos,RB,,,,,
player,201610020was,was,KellRo00,offense,1,,,,,
player,201610020was,was,KellRo00,off_pct,2%,,,,,
player,201610020was,was,KellRo00,defense,0,,,,,
player,201610020was,was,KellRo00,def_pct,0%,,,,,
player,201610020was,was,KellRo00,special_teams,1,,,,,
player,201610020was,was,KellRo00,st_pct,4%,,,,,
player,201610020was,was,RossRa00,pos,WR,,,,,
player,201610020was,was,RossRa00,offense,1,,,,,
player,201610020was,was,RossRa00,off_pct,2%,,,,,
player,201610020was,was,RossRa00,defense,0,,,,,
player,201610020was,was,RossRa00,def_pct,0%,,,,,
player,201610020was,was,RossRa00,special_teams,0,,,,,
player,201610020was,was,RossRa00,st_pct,0%,,,,,
player,201610020was,was,BlacWi20,pos,FS,,,,,
player,201610020was,was,BlacWi20,offense,0,,,,,
player,201610020was,was,BlacWi20,off_pct,0%,,,,,
player,201610020was,was,BlacWi20,defense,72,,,,,
player,201610020was,was,BlacWi20,def_pct,100%,,,,,
player,201610020was,was,BlacWi20,special_teams,10,,,,,
player,201610020was,was,BlacWi20,st_pct,43%,,,,,
player,201610020was,was,NormJo01,pos,CB,,,,,
player,201610020was,was,NormJo01,offense,0,,,,,
player,201610020was,was,NormJo01,off_pct,0%,,,,,
player,201610020was,was,NormJo01,defense,72,,,,,
player,201610020was,was,NormJo01,def_pct,100%,,,,,
player,201610020was,was,NormJo01,special_teams,4,,,,,
player,201610020was,was,NormJo01,st_pct,17%,,,,,
player,201610020was,was,CompWi00,pos,LB,,,,,
player,201610020was,was,CompWi00,offense,0,,,,,
player,201610020was,was,CompWi00,off_pct,0%,,,,,
player,201610020was,was,CompWi00,defense,70,,,,,
player,201610020was,was,CompWi00,def_pct,97%,,,,,
player,201610020was,was,CompWi00,special_teams,6,,,,,
player,201610020was,was,CompWi00,st_pct,26%,,,,,
player,201610020was,was,MurpTr00,pos,LB,,,,,
player,201610020was,was,MurpTr00,offense,0,,,,,
player,201610020was,was,MurpTr00,off_pct,0%,,,,,
player,201610020was,was,MurpTr00,defense,66,,,,,
player,201610020was,was,MurpTr00,def_pct,92%,,,,,
player,201610020was,was,MurpTr00,special_teams,11,,,,,
player,201610020was,was,MurpTr00,st_pct,48%,,,,,
player,201610020was,was,SmitPr00,pos,LB,,,,,
player,201610020was,was,SmitPr00,offense,0,,,,,
player,201610020was,was,SmitPr00,off_pct,0%,,,,,
player,201610020was,was,SmitPr00,defense,63,,,,,
player,201610020was,was,SmitPr00,def_pct,88%,,,,,
player,201610020was,was,SmitPr00,special_teams,4,,,,,
player,201610020was,was,SmitPr00,st_pct,17%,,,,,
player,201610020was,was,DunbQu00,pos,CB,,,,,
player,201610020was,was,DunbQu00,offense,0,,,,,
player,201610020was,was,DunbQu00,off_pct,0%,,,,,
player,201610020was,was,DunbQu00,defense,56,,,,,
player,201610020was,was,DunbQu00,def_pct,78%,,,,,
player,201610020was,was,DunbQu00,special_teams,8,,,,,
player,201610020was,was,DunbQu00,st_pct,35%,,,,,
player,201610020was,was,BakeCh99,pos,DE,,,,,
player,201610020was,was,BakeCh99,offense,0,,,,,
player,201610020was,was,BakeCh99,off_pct,0%,,,,,
player,201610020was,was,BakeCh99,defense,47,,,,,
player,201610020was,was,BakeCh99,def_pct,65%,,,,,
player,201610020was,was,BakeCh99,special_teams,0,,,,,
player,201610020was,was,BakeCh99,st_pct,0%,,,,,
player,201610020was,was,FostMa00,pos,LB,,,,,
player,201610020was,was,FostMa00,offense,0,,,,,
player,201610020was,was,FostMa00,off_pct,0%,,,,,
player,201610020was,was,FostMa00,defense,45,,,,,
player,201610020was,was,FostMa00,def_pct,62%,,,,,
player,201610020was,was,FostMa00,special_teams,12,,,,,
player,201610020was,was,FostMa00,st_pct,52%,,,,,
player,201610020was,was,FullKe00,pos,CB,,,,,
player,201610020was,was,FullKe00,offense,0,,,,,
player,201610020was,was,FullKe00,off_pct,0%,,,,,
player,201610020was,was,FullKe00,defense,45,,,,,
player,201610020was,was,FullKe00,def_pct,62%,,,,,
player,201610020was,was,FullKe00,special_teams,7,,,,,
player,201610020was,was,FullKe00,st_pct,30%,,,,,
player,201610020was,was,BrutDa99,pos,SS,,,,,
player,201610020was,was,BrutDa99,offense,0,,,,,
player,201610020was,was,BrutDa99,off_pct,0%,,,,,
player,201610020was,was,BrutDa99,defense,43,,,,,
player,201610020was,was,BrutDa99,def_pct,60%,,,,,
player,201610020was,was,BrutDa99,special_teams,6,,,,,
player,201610020was,was,BrutDa99,st_pct,26%,,,,,
player,201610020was,was,HoodEv99,pos,DE,,,,,
player,201610020was,was,HoodEv99,offense,0,,,,,
player,201610020was,was,HoodEv99,off_pct,0%,,,,,
player,201610020was,was,HoodEv99,defense,42,,,,,
player,201610020was,was,HoodEv99,def_pct,58%,,,,,
player,201610020was,was,HoodEv99,special_teams,5,,,,,
player,201610020was,was,HoodEv99,st_pct,22%,,,,,
player,201610020was,was,IhenDu00,pos,SS,,,,,
player,201610020was,was,IhenDu00,offense,0,,,,,
player,201610020was,was,IhenDu00,off_pct,0%,,,,,
player,201610020was,was,IhenDu00,defense,36,,,,,
player,201610020was,was,IhenDu00,def_pct,50%,,,,,
player,201610020was,was,IhenDu00,special_teams,11,,,,,
player,201610020was,was,IhenDu00,st_pct,48%,,,,,
player,201610020was,was,JeanRi99,pos,DE,,,,,
player,201610020was,was,JeanRi99,offense,0,,,,,
player,201610020was,was,JeanRi99,off_pct,0%,,,,,
player,201610020was,was,JeanRi99,defense,30,,,,,
player,201610020was,was,JeanRi99,def_pct,42%,,,,,
player,201610020was,was,JeanRi99,special_teams,4,,,,,
player,201610020was,was,JeanRi99,st_pct,17%,,,,,
player,201610020was,was,CravSu00,pos,LB,,,,,
player,201610020was,was,CravSu00,offense,0,,,,,
player,201610020was,was,CravSu00,off_pct,0%,,,,,
player,201610020was,was,CravSu00,defense,27,,,,,
player,201610020was,was,CravSu00,def_pct,38%,,,,,
player,201610020was,was,CravSu00,special_teams,8,,,,,
player,201610020was,was,CravSu00,st_pct,35%,,,,,
player,201610020was,was,JenkCu20,pos,DT,,,,,
player,201610020was,was,JenkCu20,offense,0,,,,,
player,201610020was,was,JenkCu20,off_pct,0%,,,,,
player,201610020was,was,JenkCu20,defense,19,,,,,
player,201610020was,was,JenkCu20,def_pct,26%,,,,,
player,201610020was,was,JenkCu20,special_teams,4,,,,,
player,201610020was,was,JenkCu20,st_pct,17%,,,,,
player,201610020was,was,ReyeKe00,pos,DE,,,,,
player,201610020was,was,ReyeKe00,offense,0,,,,,
player,201610020was,was,ReyeKe00,off_pct,0%,,,,,
player,201610020was,was,ReyeKe00,defense,19,,,,,
player,201610020was,was,ReyeKe00,def_pct,26%,,,,,
player,201610020was,was,ReyeKe00,special_teams,0,,,,,
player,201610020was,was,ReyeKe00,st_pct,0%,,,,,
player,201610020was,was,BateHo00,pos,LB,,,,,
player,201610020was,was,BateHo00,offense,0,,,,,
player,201610020was,was,BateHo00,off_pct,0%,,,,,
player,201610020was,was,BateHo00,defense,11,,,,,
player,201610020was,was,BateHo00,def_pct,15%,,,,,
player,201610020was,was,BateHo00,special_teams,18,,,,,
player,201610020was,was,BateHo00,st_pct,78%,,,,,
player,201610020was,was,ToleGr99,pos,CB,,,,,
player,201610020was,was,ToleGr99,offense,0,,,,,
player,201610020was,was,ToleGr99,off_pct,0%,,,,,
player,201610020was,was,ToleGr99,defense,9,,,,,
player,201610020was,was,ToleGr99,def_pct,12%,,,,,
player,201610020was,was,ToleGr99,special_teams,7,,,,,
player,201610020was,was,ToleGr99,st_pct,30%,,,,,
player,201610020was,was,KerrRy00,pos,LB,,,,,
player,201610020was,was,KerrRy00,offense,0,,,,,
player,201610020was,was,KerrRy00,off_pct,0%,,,,,
player,201610020was,was,KerrRy00,defense,8,,,,,
player,201610020was,was,KerrRy00,def_pct,11%,,,,,
player,201610020was,was,KerrRy00,special_teams,0,,,,,
player,201610020was,was,KerrRy00,st_pct,0%,,,,,
player,201610020was,was,IoanMa01,pos,DT,,,,,
player,201610020was,was,IoanMa01,offense,0,,,,,
player,201610020was,was,IoanMa01,off_pct,0%,,,,,
player,201610020was,was,IoanMa01,defense,7,,,,,
player,201610020was,was,IoanMa01,def_pct,10%,,,,,
player,201610020was,was,IoanMa01,special_teams,5,,,,,
player,201610020was,was,IoanMa01,st_pct,22%,,,,,
player,201610020was,was,GarvTe00,pos,LB,,,,,
player,201610020was,was,GarvTe00,offense,0,,,,,
player,201610020was,was,GarvTe00,off_pct,0%,,,,,
player,201610020was,was,GarvTe00,defense,3,,,,,
player,201610020was,was,GarvTe00,def_pct,4%,,,,,
player,201610020was,was,GarvTe00,special_teams,14,,,,,
player,201610020was,was,GarvTe00,st_pct,61%,,,,,
player,201610020was,was,SpaiMa00,pos,LB,,,,,
player,201610020was,was,SpaiMa00,offense,0,,,,,
player,201610020was,was,SpaiMa00,off_pct,0%,,,,,
player,201610020was,was,SpaiMa00,defense,2,,,,,
player,201610020was,was,SpaiMa00,def_pct,3%,,,,,
player,201610020was,was,SpaiMa00,special_teams,10,,,,,
player,201610020was,was,SpaiMa00,st_pct,43%,,,,,
player,201610020was,was,EverDe01,pos,FS,,,,,
player,201610020was,was,EverDe01,offense,0,,,,,
player,201610020was,was,EverDe01,off_pct,0%,,,,,
player,201610020was,was,EverDe01,defense,0,,,,,
player,201610020was,was,EverDe01,def_pct,0%,,,,,
player,201610020was,was,EverDe01,special_teams,14,,,,,
player,201610020was,was,EverDe01,st_pct,61%,,,,,
player,201610020was,was,HopkDu00,pos,K,,,,,
player,201610020was,was,HopkDu00,offense,0,,,,,
player,201610020was,was,HopkDu00,off_pct,0%,,,,,
player,201610020was,was,HopkDu00,defense,0,,,,,
player,201610020was,was,HopkDu00,def_pct,0%,,,,,
player,201610020was,was,HopkDu00,special_teams,11,,,,,
player,201610020was,was,HopkDu00,st_pct,48%,,,,,
player,201610020was,was,SundNi00,pos,LS,,,,,
player,201610020was,was,SundNi00,offense,0,,,,,
player,201610020was,was,SundNi00,off_pct,0%,,,,,
player,201610020was,was,SundNi00,defense,0,,,,,
player,201610020was,was,SundNi00,def_pct,0%,,,,,
player,201610020was,was,SundNi00,special_teams,8,,,,,
player,201610020was,was,SundNi00,st_pct,35%,,,,,
player,201610020was,was,WayxTr00,pos,P,,,,,
player,201610020was,was,WayxTr00,offense,0,,,,,
player,201610020was,was,WayxTr00,off_pct,0%,,,,,
player,201610020was,was,WayxTr00,defense,0,,,,,
player,201610020was,was,WayxTr00,def_pct,0%,,,,,
player,201610020was,was,WayxTr00,special_teams,8,,,,,
player,201610020was,was,WayxTr00,st_pct,35%,,,,,
player,201610020was,was,SullJo24,pos,C,,,,,
player,201610020was,was,SullJo24,offense,0,,,,,
player,201610020was,was,SullJo24,off_pct,0%,,,,,
player,201610020was,was,SullJo24,defense,0,,,,,
player,201610020was,was,SullJo24,def_pct,0%,,,,,
player,201610020was,was,SullJo24,special_teams,5,,,,,
player,201610020was,was,SullJo24,st_pct,22%,,,,,
player,201610020was,cle,GrecJo20,pos,G,,,,,
player,201610020was,cle,GrecJo20,offense,72,,,,,
player,201610020was,cle,GrecJo20,off_pct,100%,,,,,
player,201610020was,cle,GrecJo20,defense,0,,,,,
player,201610020was,cle,GrecJo20,def_pct,0%,,,,,
player,201610020was,cle,GrecJo20,special_teams,4,,,,,
player,201610020was,cle,GrecJo20,st_pct,17%,,,,,
player,201610020was,cle,PaszAu00,pos,T,,,,,
player,201610020was,cle,PaszAu00,offense,72,,,,,
player,201610020was,cle,PaszAu00,off_pct,100%,,,,,
player,201610020was,cle,PaszAu00,defense,0,,,,,
player,201610020was,cle,PaszAu00,def_pct,0%,,,,,
player,201610020was,cle,PaszAu00,special_teams,4,,,,,
player,201610020was,cle,PaszAu00,st_pct,17%,,,,,
player,201610020was,cle,BitoJo00,pos,G,,,,,
player,201610020was,cle,BitoJo00,offense,72,,,,,
player,201610020was,cle,BitoJo00,off_pct,100%,,,,,
player,201610020was,cle,BitoJo00,defense,0,,,,,
player,201610020was,cle,BitoJo00,def_pct,0%,,,,,
player,201610020was,cle,BitoJo00,special_teams,4,,,,,
player,201610020was,cle,BitoJo00,st_pct,17%,,,,,
player,201610020was,cle,BarnGa01,pos,TE,,,,,
player,201610020was,cle,BarnGa01,offense,72,,,,,
player,201610020was,cle,BarnGa01,off_pct,100%,,,,,
player,201610020was,cle,BarnGa01,defense,0,,,,,
player,201610020was,cle,BarnGa01,def_pct,0%,,,,,
player,201610020was,cle,BarnGa01,special_teams,4,,,,,
player,201610020was,cle,BarnGa01,st_pct,17%,,,,,
player,201610020was,cle,ThomJo28,pos,T,,,,,
player,201610020was,cle,ThomJo28,offense,72,,,,,
player,201610020was,cle,ThomJo28,off_pct,100%,,,,,
player,201610020was,cle,ThomJo28,defense,0,,,,,
player,201610020was,cle,ThomJo28,def_pct,0%,,,,,
player,201610020was,cle,ThomJo28,special_teams,0,,,,,
player,201610020was,cle,ThomJo28,st_pct,0%,,,,,
player,201610020was,cle,KessCo00,pos,QB,,,,,
player,201610020was,cle,KessCo00,offense,71,,,,,
player,201610020was,cle,KessCo00,off_pct,99%,,,,,
player,201610020was,cle,KessCo00,defense,0,,,,,
player,201610020was,cle,KessCo00,def_pct,0%,,,,,
player,201610020was,cle,KessCo00,special_teams,0,,,,,
player,201610020was,cle,KessCo00,st_pct,0%,,,,,
player,201610020was,cle,PryoTe00,pos,WR,,,,,
player,201610020was,cle,PryoTe00,offense,67,,,,,
player,201610020was,cle,PryoTe00,off_pct,93%,,,,,
player,201610020was,cle,PryoTe00,defense,0,,,,,
player,201610020was,cle,PryoTe00,def_pct,0%,,,,,
player,201610020was,cle,PryoTe00,special_teams,0,,,,,
player,201610020was,cle,PryoTe00,st_pct,0%,,,,,
player,201610020was,cle,ReitAu00,pos,C,,,,,
player,201610020was,cle,ReitAu00,offense,59,,,,,
player,201610020was,cle,ReitAu00,off_pct,82%,,,,,
player,201610020was,cle,ReitAu00,defense,0,,,,,
player,201610020was,cle,ReitAu00,def_pct,0%,,,,,
player,201610020was,cle,ReitAu00,special_teams,0,,,,,
player,201610020was,cle,ReitAu00,st_pct,0%,,,,,
player,201610020was,cle,HawkAn00,pos,WR,,,,,
player,201610020was,cle,HawkAn00,offense,54,,,,,
player,201610020was,cle,HawkAn00,off_pct,75%,,,,,
player,201610020was,cle,HawkAn00,defense,0,,,,,
player,201610020was,cle,HawkAn00,def_pct,0%,,,,,
player,201610020was,cle,HawkAn00,special_teams,0,,,,,
player,201610020was,cle,HawkAn00,st_pct,0%,,,,,
player,201610020was,cle,LouiRi00,pos,WR,,,,,
player,201610020was,cle,LouiRi00,offense,50,,,,,
player,201610020was,cle,LouiRi00,off_pct,69%,,,,,
player,201610020was,cle,LouiRi00,defense,0,,,,,
player,201610020was,cle,LouiRi00,def_pct,0%,,,,,
player,201610020was,cle,LouiRi00,special_teams,11,,,,,
player,201610020was,cle,LouiRi00,st_pct,48%,,,,,
player,201610020was,cle,JohnDu00,pos,RB,,,,,
player,201610020was,cle,JohnDu00,offense,41,,,,,
