game,2016,15,20161218,201612180kan,oti,"Tennessee Titans",19,kan,"Kansas City Chiefs",17
player,201612180kan,oti,MurrDe00,pass_cmp,0,,,,,
player,201612180kan,oti,MurrDe00,pass_att,0,,,,,
player,201612180kan,oti,MurrDe00,pass_yds,0,,,,,
player,201612180kan,oti,MurrDe00,pass_td,0,,,,,
player,201612180kan,oti,MurrDe00,pass_int,0,,,,,
player,201612180kan,oti,MurrDe00,pass_sacked,0,,,,,
player,201612180kan,oti,MurrDe00,pass_sacked_yds,0,,,,,
player,201612180kan,oti,MurrDe00,pass_long,0,,,,,
player,201612180kan,oti,MurrDe00,pass_rating,,,,,,
player,201612180kan,oti,MurrDe00,rush_att,18,,,,,
player,201612180kan,oti,MurrDe00,rush_yds,89,,,,,
player,201612180kan,oti,MurrDe00,rush_td,0,,,,,
player,201612180kan,oti,MurrDe00,rush_long,12,,,,,
player,201612180kan,oti,MurrDe00,targets,6,,,,,
player,201612180kan,oti,MurrDe00,rec,5,,,,,
player,201612180kan,oti,MurrDe00,rec_yds,52,,,,,
player,201612180kan,oti,MurrDe00,rec_td,0,,,,,
player,201612180kan,oti,MurrDe00,rec_long,19,,,,,
player,201612180kan,oti,MurrDe00,fumbles,0,,,,,
player,201612180kan,oti,MurrDe00,fumbles_lost,0,,,,,
player,201612180kan,oti,HenrDe00,pass_cmp,0,,,,,
player,201612180kan,oti,HenrDe00,pass_att,0,,,,,
player,201612180kan,oti,HenrDe00,pass_yds,0,,,,,
player,201612180kan,oti,HenrDe00,pass_td,0,,,,,
player,201612180kan,oti,HenrDe00,pass_int,0,,,,,
player,201612180kan,oti,HenrDe00,pass_sacked,0,,,,,
player,201612180kan,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201612180kan,oti,HenrDe00,pass_long,0,,,,,
player,201612180kan,oti,HenrDe00,pass_rating,,,,,,
player,201612180kan,oti,HenrDe00,rush_att,9,,,,,
player,201612180kan,oti,HenrDe00,rush_yds,58,,,,,
player,201612180kan,oti,HenrDe00,rush_td,2,,,,,
player,201612180kan,oti,HenrDe00,rush_long,15,,,,,
player,201612180kan,oti,HenrDe00,targets,0,,,,,
player,201612180kan,oti,HenrDe00,rec,0,,,,,
player,201612180kan,oti,HenrDe00,rec_yds,0,,,,,
player,201612180kan,oti,HenrDe00,rec_td,0,,,,,
player,201612180kan,oti,HenrDe00,rec_long,0,,,,,
player,201612180kan,oti,HenrDe00,fumbles,0,,,,,
player,201612180kan,oti,HenrDe00,fumbles_lost,0,,,,,
player,201612180kan,oti,FowlJa00,pass_cmp,0,,,,,
player,201612180kan,oti,FowlJa00,pass_att,0,,,,,
player,201612180kan,oti,FowlJa00,pass_yds,0,,,,,
player,201612180kan,oti,FowlJa00,pass_td,0,,,,,
player,201612180kan,oti,FowlJa00,pass_int,0,,,,,
player,201612180kan,oti,FowlJa00,pass_sacked,0,,,,,
player,201612180kan,oti,FowlJa00,pass_sacked_yds,0,,,,,
player,201612180kan,oti,FowlJa00,pass_long,0,,,,,
player,201612180kan,oti,FowlJa00,pass_rating,,,,,,
player,201612180kan,oti,FowlJa00,rush_att,1,,,,,
player,201612180kan,oti,FowlJa00,rush_yds,3,,,,,
player,201612180kan,oti,FowlJa00,rush_td,0,,,,,
player,201612180kan,oti,FowlJa00,rush_long,3,,,,,
player,201612180kan,oti,FowlJa00,targets,0,,,,,
player,201612180kan,oti,FowlJa00,rec,0,,,,,
player,201612180kan,oti,FowlJa00,rec_yds,0,,,,,
player,201612180kan,oti,FowlJa00,rec_td,0,,,,,
player,201612180kan,oti,FowlJa00,rec_long,0,,,,,
player,201612180kan,oti,FowlJa00,fumbles,0,,,,,
player,201612180kan,oti,FowlJa00,fumbles_lost,0,,,,,
player,201612180kan,oti,MattRi00,pass_cmp,0,,,,,
player,201612180kan,oti,MattRi00,pass_att,0,,,,,
player,201612180kan,oti,MattRi00,pass_yds,0,,,,,
player,201612180kan,oti,MattRi00,pass_td,0,,,,,
player,201612180kan,oti,MattRi00,pass_int,0,,,,,
player,201612180kan,oti,MattRi00,pass_sacked,0,,,,,
player,201612180kan,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201612180kan,oti,MattRi00,pass_long,0,,,,,
player,201612180kan,oti,MattRi00,pass_rating,,,,,,
player,201612180kan,oti,MattRi00,rush_att,0,,,,,
player,201612180kan,oti,MattRi00,rush_yds,0,,,,,
player,201612180kan,oti,MattRi00,rush_td,0,,,,,
player,201612180kan,oti,MattRi00,rush_long,0,,,,,
player,201612180kan,oti,MattRi00,targets,10,,,,,
player,201612180kan,oti,MattRi00,rec,4,,,,,
player,201612180kan,oti,MattRi00,rec_yds,105,,,,,
player,201612180kan,oti,MattRi00,rec_td,0,,,,,
player,201612180kan,oti,MattRi00,rec_long,46,,,,,
player,201612180kan,oti,MattRi00,fumbles,1,,,,,
player,201612180kan,oti,MattRi00,fumbles_lost,1,,,,,
player,201612180kan,oti,WalkHu00,pass_cmp,0,,,,,
player,201612180kan,oti,WalkHu00,pass_att,0,,,,,
player,201612180kan,oti,WalkHu00,pass_yds,0,,,,,
player,201612180kan,oti,WalkHu00,pass_td,0,,,,,
player,201612180kan,oti,WalkHu00,pass_int,0,,,,,
player,201612180kan,oti,WalkHu00,pass_sacked,0,,,,,
player,201612180kan,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201612180kan,oti,WalkHu00,pass_long,0,,,,,
player,201612180kan,oti,WalkHu00,pass_rating,,,,,,
player,201612180kan,oti,WalkHu00,rush_att,0,,,,,
player,201612180kan,oti,WalkHu00,rush_yds,0,,,,,
player,201612180kan,oti,WalkHu00,rush_td,0,,,,,
player,201612180kan,oti,WalkHu00,rush_long,0,,,,,
player,201612180kan,oti,WalkHu00,targets,7,,,,,
player,201612180kan,oti,WalkHu00,rec,6,,,,,
player,201612180kan,oti,WalkHu00,rec_yds,55,,,,,
player,201612180kan,oti,WalkHu00,rec_td,0,,,,,
player,201612180kan,oti,WalkHu00,rec_long,16,,,,,
player,201612180kan,oti,WalkHu00,fumbles,0,,,,,
player,201612180kan,oti,WalkHu00,fumbles_lost,0,,,,,
player,201612180kan,oti,WrigKe01,pass_cmp,0,,,,,
player,201612180kan,oti,WrigKe01,pass_att,0,,,,,
player,201612180kan,oti,WrigKe01,pass_yds,0,,,,,
player,201612180kan,oti,WrigKe01,pass_td,0,,,,,
player,201612180kan,oti,WrigKe01,pass_int,0,,,,,
player,201612180kan,oti,WrigKe01,pass_sacked,0,,,,,
player,201612180kan,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201612180kan,oti,WrigKe01,pass_long,0,,,,,
player,201612180kan,oti,WrigKe01,pass_rating,,,,,,
player,201612180kan,oti,WrigKe01,rush_att,0,,,,,
player,201612180kan,oti,WrigKe01,rush_yds,0,,,,,
player,201612180kan,oti,WrigKe01,rush_td,0,,,,,
player,201612180kan,oti,WrigKe01,rush_long,0,,,,,
player,201612180kan,oti,WrigKe01,targets,2,,,,,
player,201612180kan,oti,WrigKe01,rec,2,,,,,
player,201612180kan,oti,WrigKe01,rec_yds,19,,,,,
player,201612180kan,oti,WrigKe01,rec_td,0,,,,,
player,201612180kan,oti,WrigKe01,rec_long,13,,,,,
player,201612180kan,oti,WrigKe01,fumbles,0,,,,,
player,201612180kan,oti,WrigKe01,fumbles_lost,0,,,,,
player,201612180kan,oti,SharTa00,pass_cmp,0,,,,,
player,201612180kan,oti,SharTa00,pass_att,0,,,,,
player,201612180kan,oti,SharTa00,pass_yds,0,,,,,
player,201612180kan,oti,SharTa00,pass_td,0,,,,,
player,201612180kan,oti,SharTa00,pass_int,0,,,,,
player,201612180kan,oti,SharTa00,pass_sacked,0,,,,,
player,201612180kan,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201612180kan,oti,SharTa00,pass_long,0,,,,,
player,201612180kan,oti,SharTa00,pass_rating,,,,,,
player,201612180kan,oti,SharTa00,rush_att,0,,,,,
player,201612180kan,oti,SharTa00,rush_yds,0,,,,,
player,201612180kan,oti,SharTa00,rush_td,0,,,,,
player,201612180kan,oti,SharTa00,rush_long,0,,,,,
player,201612180kan,oti,SharTa00,targets,4,,,,,
player,201612180kan,oti,SharTa00,rec,2,,,,,
player,201612180kan,oti,SharTa00,rec_yds,10,,,,,
player,201612180kan,oti,SharTa00,rec_td,0,,,,,
player,201612180kan,oti,SharTa00,rec_long,6,,,,,
player,201612180kan,oti,SharTa00,fumbles,0,,,,,
player,201612180kan,oti,SharTa00,fumbles_lost,0,,,,,
player,201612180kan,kan,SmitAl03,pass_cmp,15,,,,,
player,201612180kan,kan,SmitAl03,pass_att,28,,,,,
player,201612180kan,kan,SmitAl03,pass_yds,163,,,,,
player,201612180kan,kan,SmitAl03,pass_td,0,,,,,
player,201612180kan,kan,SmitAl03,pass_int,1,,,,,
player,201612180kan,kan,SmitAl03,pass_sacked,1,,,,,
player,201612180kan,kan,SmitAl03,pass_sacked_yds,4,,,,,
player,201612180kan,kan,SmitAl03,pass_long,44,,,,,
player,201612180kan,kan,SmitAl03,pass_rating,56.1,,,,,
player,201612180kan,kan,SmitAl03,rush_att,4,,,,,
player,201612180kan,kan,SmitAl03,rush_yds,11,,,,,
player,201612180kan,kan,SmitAl03,rush_td,1,,,,,
player,201612180kan,kan,SmitAl03,rush_long,10,,,,,
player,201612180kan,kan,SmitAl03,targets,0,,,,,
player,201612180kan,kan,SmitAl03,rec,0,,,,,
player,201612180kan,kan,SmitAl03,rec_yds,0,,,,,
player,201612180kan,kan,SmitAl03,rec_td,0,,,,,
player,201612180kan,kan,SmitAl03,rec_long,0,,,,,
player,201612180kan,kan,SmitAl03,fumbles,1,,,,,
player,201612180kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201612180kan,kan,WareSp00,pass_cmp,0,,,,,
player,201612180kan,kan,WareSp00,pass_att,0,,,,,
player,201612180kan,kan,WareSp00,pass_yds,0,,,,,
player,201612180kan,kan,WareSp00,pass_td,0,,,,,
player,201612180kan,kan,WareSp00,pass_int,0,,,,,
player,201612180kan,kan,WareSp00,pass_sacked,0,,,,,
player,201612180kan,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201612180kan,kan,WareSp00,pass_long,0,,,,,
player,201612180kan,kan,WareSp00,pass_rating,,,,,,
player,201612180kan,kan,WareSp00,rush_att,18,,,,,
player,201612180kan,kan,WareSp00,rush_yds,69,,,,,
player,201612180kan,kan,WareSp00,rush_td,0,,,,,
player,201612180kan,kan,WareSp00,rush_long,9,,,,,
player,201612180kan,kan,WareSp00,targets,3,,,,,
player,201612180kan,kan,WareSp00,rec,3,,,,,
player,201612180kan,kan,WareSp00,rec_yds,25,,,,,
player,201612180kan,kan,WareSp00,rec_td,0,,,,,
player,201612180kan,kan,WareSp00,rec_long,12,,,,,
player,201612180kan,kan,WareSp00,fumbles,0,,,,,
player,201612180kan,kan,WareSp00,fumbles_lost,0,,,,,
player,201612180kan,kan,HillTy00,pass_cmp,0,,,,,
player,201612180kan,kan,HillTy00,pass_att,0,,,,,
player,201612180kan,kan,HillTy00,pass_yds,0,,,,,
player,201612180kan,kan,HillTy00,pass_td,0,,,,,
player,201612180kan,kan,HillTy00,pass_int,0,,,,,
player,201612180kan,kan,HillTy00,pass_sacked,0,,,,,
player,201612180kan,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201612180kan,kan,HillTy00,pass_long,0,,,,,
player,201612180kan,kan,HillTy00,pass_rating,,,,,,
player,201612180kan,kan,HillTy00,rush_att,1,,,,,
player,201612180kan,kan,HillTy00,rush_yds,68,,,,,
player,201612180kan,kan,HillTy00,rush_td,1,,,,,
player,201612180kan,kan,HillTy00,rush_long,68,,,,,
player,201612180kan,kan,HillTy00,targets,3,,,,,
player,201612180kan,kan,HillTy00,rec,0,,,,,
player,201612180kan,kan,HillTy00,rec_yds,0,,,,,
player,201612180kan,kan,HillTy00,rec_td,0,,,,,
player,201612180kan,kan,HillTy00,rec_long,0,,,,,
player,201612180kan,kan,HillTy00,fumbles,1,,,,,
player,201612180kan,kan,HillTy00,fumbles_lost,0,,,,,
player,201612180kan,kan,WestCh01,pass_cmp,0,,,,,
player,201612180kan,kan,WestCh01,pass_att,0,,,,,
player,201612180kan,kan,WestCh01,pass_yds,0,,,,,
player,201612180kan,kan,WestCh01,pass_td,0,,,,,
player,201612180kan,kan,WestCh01,pass_int,0,,,,,
player,201612180kan,kan,WestCh01,pass_sacked,0,,,,,
player,201612180kan,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201612180kan,kan,WestCh01,pass_long,0,,,,,
player,201612180kan,kan,WestCh01,pass_rating,,,,,,
player,201612180kan,kan,WestCh01,rush_att,4,,,,,
player,201612180kan,kan,WestCh01,rush_yds,5,,,,,
player,201612180kan,kan,WestCh01,rush_td,0,,,,,
player,201612180kan,kan,WestCh01,rush_long,3,,,,,
player,201612180kan,kan,WestCh01,targets,0,,,,,
player,201612180kan,kan,WestCh01,rec,0,,,,,
player,201612180kan,kan,WestCh01,rec_yds,0,,,,,
player,201612180kan,kan,WestCh01,rec_td,0,,,,,
player,201612180kan,kan,WestCh01,rec_long,0,,,,,
player,201612180kan,kan,WestCh01,fumbles,0,,,,,
player,201612180kan,kan,WestCh01,fumbles_lost,0,,,,,
player,201612180kan,kan,ThomDe05,pass_cmp,0,,,,,
player,201612180kan,kan,ThomDe05,pass_att,0,,,,,
player,201612180kan,kan,ThomDe05,pass_yds,0,,,,,
player,201612180kan,kan,ThomDe05,pass_td,0,,,,,
player,201612180kan,kan,ThomDe05,pass_int,0,,,,,
player,201612180kan,kan,ThomDe05,pass_sacked,0,,,,,
player,201612180kan,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201612180kan,kan,ThomDe05,pass_long,0,,,,,
player,201612180kan,kan,ThomDe05,pass_rating,,,,,,
player,201612180kan,kan,ThomDe05,rush_att,1,,,,,
player,201612180kan,kan,ThomDe05,rush_yds,4,,,,,
player,201612180kan,kan,ThomDe05,rush_td,0,,,,,
player,201612180kan,kan,ThomDe05,rush_long,4,,,,,
player,201612180kan,kan,ThomDe05,targets,2,,,,,
player,201612180kan,kan,ThomDe05,rec,1,,,,,
player,201612180kan,kan,ThomDe05,rec_yds,4,,,,,
player,201612180kan,kan,ThomDe05,rec_td,0,,,,,
player,201612180kan,kan,ThomDe05,rec_long,4,,,,,
player,201612180kan,kan,ThomDe05,fumbles,0,,,,,
player,201612180kan,kan,ThomDe05,fumbles_lost,0,,,,,
player,201612180kan,kan,MaclJe00,pass_cmp,0,,,,,
player,201612180kan,kan,MaclJe00,pass_att,0,,,,,
player,201612180kan,kan,MaclJe00,pass_yds,0,,,,,
player,201612180kan,kan,MaclJe00,pass_td,0,,,,,
player,201612180kan,kan,MaclJe00,pass_int,0,,,,,
player,201612180kan,kan,MaclJe00,pass_sacked,0,,,,,
player,201612180kan,kan,MaclJe00,pass_sacked_yds,0,,,,,
player,201612180kan,kan,MaclJe00,pass_long,0,,,,,
player,201612180kan,kan,MaclJe00,pass_rating,,,,,,
player,201612180kan,kan,MaclJe00,rush_att,0,,,,,
player,201612180kan,kan,MaclJe00,rush_yds,0,,,,,
player,201612180kan,kan,MaclJe00,rush_td,0,,,,,
player,201612180kan,kan,MaclJe00,rush_long,0,,,,,
player,201612180kan,kan,MaclJe00,targets,8,,,,,
player,201612180kan,kan,MaclJe00,rec,6,,,,,
player,201612180kan,kan,MaclJe00,rec_yds,82,,,,,
player,201612180kan,kan,MaclJe00,rec_td,0,,,,,
player,201612180kan,kan,MaclJe00,rec_long,44,,,,,
player,201612180kan,kan,MaclJe00,fumbles,0,,,,,
player,201612180kan,kan,MaclJe00,fumbles_lost,0,,,,,
player,201612180kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201612180kan,kan,KelcTr00,pass_att,0,,,,,
player,201612180kan,kan,KelcTr00,pass_yds,0,,,,,
player,201612180kan,kan,KelcTr00,pass_td,0,,,,,
player,201612180kan,kan,KelcTr00,pass_int,0,,,,,
player,201612180kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201612180kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201612180kan,kan,KelcTr00,pass_long,0,,,,,
player,201612180kan,kan,KelcTr00,pass_rating,,,,,,
player,201612180kan,kan,KelcTr00,rush_att,0,,,,,
player,201612180kan,kan,KelcTr00,rush_yds,0,,,,,
player,201612180kan,kan,KelcTr00,rush_td,0,,,,,
player,201612180kan,kan,KelcTr00,rush_long,0,,,,,
player,201612180kan,kan,KelcTr00,targets,5,,,,,
player,201612180kan,kan,KelcTr00,rec,3,,,,,
player,201612180kan,kan,KelcTr00,rec_yds,41,,,,,
player,201612180kan,kan,KelcTr00,rec_td,0,,,,,
player,201612180kan,kan,KelcTr00,rec_long,16,,,,,
player,201612180kan,kan,KelcTr00,fumbles,0,,,,,
player,201612180kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201612180kan,kan,ConlCh00,pass_cmp,0,,,,,
player,201612180kan,kan,ConlCh00,pass_att,0,,,,,
player,201612180kan,kan,ConlCh00,pass_yds,0,,,,,
player,201612180kan,kan,ConlCh00,pass_td,0,,,,,
player,201612180kan,kan,ConlCh00,pass_int,0,,,,,
player,201612180kan,kan,ConlCh00,pass_sacked,0,,,,,
player,201612180kan,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201612180kan,kan,ConlCh00,pass_long,0,,,,,
player,201612180kan,kan,ConlCh00,pass_rating,,,,,,
player,201612180kan,kan,ConlCh00,rush_att,0,,,,,
player,201612180kan,kan,ConlCh00,rush_yds,0,,,,,
player,201612180kan,kan,ConlCh00,rush_td,0,,,,,
player,201612180kan,kan,ConlCh00,rush_long,0,,,,,
player,201612180kan,kan,ConlCh00,targets,4,,,,,
player,201612180kan,kan,ConlCh00,rec,2,,,,,
player,201612180kan,kan,ConlCh00,rec_yds,11,,,,,
player,201612180kan,kan,ConlCh00,rec_td,0,,,,,
player,201612180kan,kan,ConlCh00,rec_long,9,,,,,
player,201612180kan,kan,ConlCh00,fumbles,0,,,,,
player,201612180kan,kan,ConlCh00,fumbles_lost,0,,,,,
player,201612180kan,kan,SherAn00,pass_cmp,0,,,,,
player,201612180kan,kan,SherAn00,pass_att,0,,,,,
player,201612180kan,kan,SherAn00,pass_yds,0,,,,,
player,201612180kan,kan,SherAn00,pass_td,0,,,,,
player,201612180kan,kan,SherAn00,pass_int,0,,,,,
player,201612180kan,kan,SherAn00,pass_sacked,0,,,,,
player,201612180kan,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201612180kan,kan,SherAn00,pass_long,0,,,,,
player,201612180kan,kan,SherAn00,pass_rating,,,,,,
player,201612180kan,kan,SherAn00,rush_att,0,,,,,
player,201612180kan,kan,SherAn00,rush_yds,0,,,,,
player,201612180kan,kan,SherAn00,rush_td,0,,,,,
player,201612180kan,kan,SherAn00,rush_long,0,,,,,
player,201612180kan,kan,SherAn00,targets,1,,,,,
player,201612180kan,kan,SherAn00,rec,0,,,,,
player,201612180kan,kan,SherAn00,rec_yds,0,,,,,
player,201612180kan,kan,SherAn00,rec_td,0,,,,,
player,201612180kan,kan,SherAn00,rec_long,0,,,,,
player,201612180kan,kan,SherAn00,fumbles,0,,,,,
player,201612180kan,kan,SherAn00,fumbles_lost,0,,,,,
player,201612180kan,kan,WilsAl02,pass_cmp,0,,,,,
player,201612180kan,kan,WilsAl02,pass_att,0,,,,,
player,201612180kan,kan,WilsAl02,pass_yds,0,,,,,
player,201612180kan,kan,WilsAl02,pass_td,0,,,,,
player,201612180kan,kan,WilsAl02,pass_int,0,,,,,
player,201612180kan,kan,WilsAl02,pass_sacked,0,,,,,
player,201612180kan,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201612180kan,kan,WilsAl02,pass_long,0,,,,,
player,201612180kan,kan,WilsAl02,pass_rating,,,,,,
player,201612180kan,kan,WilsAl02,rush_att,0,,,,,
player,201612180kan,kan,WilsAl02,rush_yds,0,,,,,
player,201612180kan,kan,WilsAl02,rush_td,0,,,,,
player,201612180kan,kan,WilsAl02,rush_long,0,,,,,
player,201612180kan,kan,WilsAl02,targets,1,,,,,
player,201612180kan,kan,WilsAl02,rec,0,,,,,
player,201612180kan,kan,WilsAl02,rec_yds,0,,,,,
player,201612180kan,kan,WilsAl02,rec_td,0,,,,,
player,201612180kan,kan,WilsAl02,rec_long,0,,,,,
player,201612180kan,kan,WilsAl02,fumbles,0,,,,,
player,201612180kan,kan,WilsAl02,fumbles_lost,0,,,,,
player,201612180kan,kan,O'ShJa00,pass_cmp,0,,,,,
player,201612180kan,kan,O'ShJa00,pass_att,0,,,,,
player,201612180kan,kan,O'ShJa00,pass_yds,0,,,,,
player,201612180kan,kan,O'ShJa00,pass_td,0,,,,,
player,201612180kan,kan,O'ShJa00,pass_int,0,,,,,
player,201612180kan,kan,O'ShJa00,pass_sacked,0,,,,,
player,201612180kan,kan,O'ShJa00,pass_sacked_yds,0,,,,,
player,201612180kan,kan,O'ShJa00,pass_long,0,,,,,
player,201612180kan,kan,O'ShJa00,pass_rating,,,,,,
player,201612180kan,kan,O'ShJa00,rush_att,0,,,,,
player,201612180kan,kan,O'ShJa00,rush_yds,0,,,,,
player,201612180kan,kan,O'ShJa00,rush_td,0,,,,,
player,201612180kan,kan,O'ShJa00,rush_long,0,,,,,
player,201612180kan,kan,O'ShJa00,targets,1,,,,,
player,201612180kan,kan,O'ShJa00,rec,0,,,,,
player,201612180kan,kan,O'ShJa00,rec_yds,0,,,,,
player,201612180kan,kan,O'ShJa00,rec_td,0,,,,,
player,201612180kan,kan,O'ShJa00,rec_long,0,,,,,
player,201612180kan,kan,O'ShJa00,fumbles,0,,,,,
player,201612180kan,kan,O'ShJa00,fumbles_lost,0,,,,,
player,201612180kan,oti,SimsLe00,def_int,1,,,,,
player,201612180kan,oti,SimsLe00,def_int_yds,0,,,,,
player,201612180kan,oti,SimsLe00,def_int_td,0,,,,,
player,201612180kan,oti,SimsLe00,def_int_long,0,,,,,
player,201612180kan,oti,SimsLe00,pass_defended,1,,,,,
player,201612180kan,oti,SimsLe00,sacks,0.0,,,,,
player,201612180kan,oti,SimsLe00,tackles_combined,0,,,,,
player,201612180kan,oti,SimsLe00,tackles_solo,0,,,,,
player,201612180kan,oti,SimsLe00,tackles_assists,0,,,,,
player,201612180kan,oti,SimsLe00,tackles_loss,0,,,,,
player,201612180kan,oti,SimsLe00,qb_hits,0,,,,,
player,201612180kan,oti,SimsLe00,fumbles_rec,0,,,,,
player,201612180kan,oti,SimsLe00,fumbles_rec_yds,0,,,,,
player,201612180kan,oti,SimsLe00,fumbles_rec_td,0,,,,,
player,201612180kan,oti,SimsLe00,fumbles_forced,0,,,,,
player,201612180kan,oti,OrakBr99,def_int,0,,,,,
player,201612180kan,oti,OrakBr99,def_int_yds,0,,,,,
player,201612180kan,oti,OrakBr99,def_int_td,0,,,,,
player,201612180kan,oti,OrakBr99,def_int_long,0,,,,,
player,201612180kan,oti,OrakBr99,pass_defended,1,,,,,
player,201612180kan,oti,OrakBr99,sacks,0.5,,,,,
player,201612180kan,oti,OrakBr99,tackles_combined,4,,,,,
player,201612180kan,oti,OrakBr99,tackles_solo,3,,,,,
player,201612180kan,oti,OrakBr99,tackles_assists,1,,,,,
player,201612180kan,oti,OrakBr99,tackles_loss,0,,,,,
player,201612180kan,oti,OrakBr99,qb_hits,1,,,,,
player,201612180kan,oti,OrakBr99,fumbles_rec,0,,,,,
player,201612180kan,oti,OrakBr99,fumbles_rec_yds,0,,,,,
player,201612180kan,oti,OrakBr99,fumbles_rec_td,0,,,,,
player,201612180kan,oti,OrakBr99,fumbles_forced,0,,,,,
player,201612180kan,oti,JoneDa04,def_int,0,,,,,
player,201612180kan,oti,JoneDa04,def_int_yds,0,,,,,
player,201612180kan,oti,JoneDa04,def_int_td,0,,,,,
player,201612180kan,oti,JoneDa04,def_int_long,0,,,,,
player,201612180kan,oti,JoneDa04,pass_defended,0,,,,,
player,201612180kan,oti,JoneDa04,sacks,0.5,,,,,
player,201612180kan,oti,JoneDa04,tackles_combined,1,,,,,
player,201612180kan,oti,JoneDa04,tackles_solo,0,,,,,
player,201612180kan,oti,JoneDa04,tackles_assists,1,,,,,
player,201612180kan,oti,JoneDa04,tackles_loss,0,,,,,
player,201612180kan,oti,JoneDa04,qb_hits,1,,,,,
player,201612180kan,oti,JoneDa04,fumbles_rec,0,,,,,
player,201612180kan,oti,JoneDa04,fumbles_rec_yds,0,,,,,
player,201612180kan,oti,JoneDa04,fumbles_rec_td,0,,,,,
player,201612180kan,oti,JoneDa04,fumbles_forced,0,,,,,
player,201612180kan,oti,BlakAn00,def_int,0,,,,,
player,201612180kan,oti,BlakAn00,def_int_yds,0,,,,,
player,201612180kan,oti,BlakAn00,def_int_td,0,,,,,
player,201612180kan,oti,BlakAn00,def_int_long,0,,,,,
player,201612180kan,oti,BlakAn00,pass_defended,0,,,,,
player,201612180kan,oti,BlakAn00,sacks,0.0,,,,,
player,201612180kan,oti,BlakAn00,tackles_combined,5,,,,,
