game,2016,15,20161218,201612180nyg,det,"Detroit Lions",6,nyg,"New York Giants",17
player,201612180nyg,det,StafMa00,fumbles_lost,0,,,,,
player,201612180nyg,det,WashDw00,pass_cmp,0,,,,,
player,201612180nyg,det,WashDw00,pass_att,0,,,,,
player,201612180nyg,det,WashDw00,pass_yds,0,,,,,
player,201612180nyg,det,WashDw00,pass_td,0,,,,,
player,201612180nyg,det,WashDw00,pass_int,0,,,,,
player,201612180nyg,det,WashDw00,pass_sacked,0,,,,,
player,201612180nyg,det,WashDw00,pass_sacked_yds,0,,,,,
player,201612180nyg,det,WashDw00,pass_long,0,,,,,
player,201612180nyg,det,WashDw00,pass_rating,,,,,,
player,201612180nyg,det,WashDw00,rush_att,14,,,,,
player,201612180nyg,det,WashDw00,rush_yds,31,,,,,
player,201612180nyg,det,WashDw00,rush_td,0,,,,,
player,201612180nyg,det,WashDw00,rush_long,12,,,,,
player,201612180nyg,det,WashDw00,targets,4,,,,,
player,201612180nyg,det,WashDw00,rec,2,,,,,
player,201612180nyg,det,WashDw00,rec_yds,9,,,,,
player,201612180nyg,det,WashDw00,rec_td,0,,,,,
player,201612180nyg,det,WashDw00,rec_long,7,,,,,
player,201612180nyg,det,WashDw00,fumbles,0,,,,,
player,201612180nyg,det,WashDw00,fumbles_lost,0,,,,,
player,201612180nyg,det,ZennZa00,pass_cmp,0,,,,,
player,201612180nyg,det,ZennZa00,pass_att,0,,,,,
player,201612180nyg,det,ZennZa00,pass_yds,0,,,,,
player,201612180nyg,det,ZennZa00,pass_td,0,,,,,
player,201612180nyg,det,ZennZa00,pass_int,0,,,,,
player,201612180nyg,det,ZennZa00,pass_sacked,0,,,,,
player,201612180nyg,det,ZennZa00,pass_sacked_yds,0,,,,,
player,201612180nyg,det,ZennZa00,pass_long,0,,,,,
player,201612180nyg,det,ZennZa00,pass_rating,,,,,,
player,201612180nyg,det,ZennZa00,rush_att,3,,,,,
player,201612180nyg,det,ZennZa00,rush_yds,12,,,,,
player,201612180nyg,det,ZennZa00,rush_td,0,,,,,
player,201612180nyg,det,ZennZa00,rush_long,7,,,,,
player,201612180nyg,det,ZennZa00,targets,5,,,,,
player,201612180nyg,det,ZennZa00,rec,4,,,,,
player,201612180nyg,det,ZennZa00,rec_yds,52,,,,,
player,201612180nyg,det,ZennZa00,rec_td,0,,,,,
player,201612180nyg,det,ZennZa00,rec_long,33,,,,,
player,201612180nyg,det,ZennZa00,fumbles,1,,,,,
player,201612180nyg,det,ZennZa00,fumbles_lost,1,,,,,
player,201612180nyg,det,TateGo00,pass_cmp,0,,,,,
player,201612180nyg,det,TateGo00,pass_att,0,,,,,
player,201612180nyg,det,TateGo00,pass_yds,0,,,,,
player,201612180nyg,det,TateGo00,pass_td,0,,,,,
player,201612180nyg,det,TateGo00,pass_int,0,,,,,
player,201612180nyg,det,TateGo00,pass_sacked,0,,,,,
player,201612180nyg,det,TateGo00,pass_sacked_yds,0,,,,,
player,201612180nyg,det,TateGo00,pass_long,0,,,,,
player,201612180nyg,det,TateGo00,pass_rating,,,,,,
player,201612180nyg,det,TateGo00,rush_att,0,,,,,
player,201612180nyg,det,TateGo00,rush_yds,0,,,,,
player,201612180nyg,det,TateGo00,rush_td,0,,,,,
player,201612180nyg,det,TateGo00,rush_long,0,,,,,
player,201612180nyg,det,TateGo00,targets,13,,,,,
player,201612180nyg,det,TateGo00,rec,8,,,,,
player,201612180nyg,det,TateGo00,rec_yds,122,,,,,
player,201612180nyg,det,TateGo00,rec_td,0,,,,,
player,201612180nyg,det,TateGo00,rec_long,67,,,,,
player,201612180nyg,det,TateGo00,fumbles,0,,,,,
player,201612180nyg,det,TateGo00,fumbles_lost,0,,,,,
player,201612180nyg,det,JoneMa02,pass_cmp,0,,,,,
player,201612180nyg,det,JoneMa02,pass_att,0,,,,,
player,201612180nyg,det,JoneMa02,pass_yds,0,,,,,
player,201612180nyg,det,JoneMa02,pass_td,0,,,,,
player,201612180nyg,det,JoneMa02,pass_int,0,,,,,
player,201612180nyg,det,JoneMa02,pass_sacked,0,,,,,
player,201612180nyg,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201612180nyg,det,JoneMa02,pass_long,0,,,,,
player,201612180nyg,det,JoneMa02,pass_rating,,,,,,
player,201612180nyg,det,JoneMa02,rush_att,0,,,,,
player,201612180nyg,det,JoneMa02,rush_yds,0,,,,,
player,201612180nyg,det,JoneMa02,rush_td,0,,,,,
player,201612180nyg,det,JoneMa02,rush_long,0,,,,,
player,201612180nyg,det,JoneMa02,targets,5,,,,,
player,201612180nyg,det,JoneMa02,rec,3,,,,,
player,201612180nyg,det,JoneMa02,rec_yds,41,,,,,
player,201612180nyg,det,JoneMa02,rec_td,0,,,,,
player,201612180nyg,det,JoneMa02,rec_long,21,,,,,
player,201612180nyg,det,JoneMa02,fumbles,0,,,,,
player,201612180nyg,det,JoneMa02,fumbles_lost,0,,,,,
player,201612180nyg,det,EbroEr00,pass_cmp,0,,,,,
player,201612180nyg,det,EbroEr00,pass_att,0,,,,,
player,201612180nyg,det,EbroEr00,pass_yds,0,,,,,
player,201612180nyg,det,EbroEr00,pass_td,0,,,,,
player,201612180nyg,det,EbroEr00,pass_int,0,,,,,
player,201612180nyg,det,EbroEr00,pass_sacked,0,,,,,
player,201612180nyg,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201612180nyg,det,EbroEr00,pass_long,0,,,,,
player,201612180nyg,det,EbroEr00,pass_rating,,,,,,
player,201612180nyg,det,EbroEr00,rush_att,0,,,,,
player,201612180nyg,det,EbroEr00,rush_yds,0,,,,,
player,201612180nyg,det,EbroEr00,rush_td,0,,,,,
player,201612180nyg,det,EbroEr00,rush_long,0,,,,,
player,201612180nyg,det,EbroEr00,targets,7,,,,,
player,201612180nyg,det,EbroEr00,rec,4,,,,,
player,201612180nyg,det,EbroEr00,rec_yds,36,,,,,
player,201612180nyg,det,EbroEr00,rec_td,0,,,,,
player,201612180nyg,det,EbroEr00,rec_long,21,,,,,
player,201612180nyg,det,EbroEr00,fumbles,0,,,,,
player,201612180nyg,det,EbroEr00,fumbles_lost,0,,,,,
player,201612180nyg,det,BoldAn00,pass_cmp,0,,,,,
player,201612180nyg,det,BoldAn00,pass_att,0,,,,,
player,201612180nyg,det,BoldAn00,pass_yds,0,,,,,
player,201612180nyg,det,BoldAn00,pass_td,0,,,,,
player,201612180nyg,det,BoldAn00,pass_int,0,,,,,
player,201612180nyg,det,BoldAn00,pass_sacked,0,,,,,
player,201612180nyg,det,BoldAn00,pass_sacked_yds,0,,,,,
player,201612180nyg,det,BoldAn00,pass_long,0,,,,,
player,201612180nyg,det,BoldAn00,pass_rating,,,,,,
player,201612180nyg,det,BoldAn00,rush_att,0,,,,,
player,201612180nyg,det,BoldAn00,rush_yds,0,,,,,
player,201612180nyg,det,BoldAn00,rush_td,0,,,,,
player,201612180nyg,det,BoldAn00,rush_long,0,,,,,
player,201612180nyg,det,BoldAn00,targets,4,,,,,
player,201612180nyg,det,BoldAn00,rec,3,,,,,
player,201612180nyg,det,BoldAn00,rec_yds,13,,,,,
player,201612180nyg,det,BoldAn00,rec_td,0,,,,,
player,201612180nyg,det,BoldAn00,rec_long,9,,,,,
player,201612180nyg,det,BoldAn00,fumbles,0,,,,,
player,201612180nyg,det,BoldAn00,fumbles_lost,0,,,,,
player,201612180nyg,nyg,MannEl00,pass_cmp,20,,,,,
player,201612180nyg,nyg,MannEl00,pass_att,28,,,,,
player,201612180nyg,nyg,MannEl00,pass_yds,201,,,,,
player,201612180nyg,nyg,MannEl00,pass_td,2,,,,,
player,201612180nyg,nyg,MannEl00,pass_int,0,,,,,
player,201612180nyg,nyg,MannEl00,pass_sacked,2,,,,,
player,201612180nyg,nyg,MannEl00,pass_sacked_yds,15,,,,,
player,201612180nyg,nyg,MannEl00,pass_long,29,,,,,
player,201612180nyg,nyg,MannEl00,pass_rating,115.3,,,,,
player,201612180nyg,nyg,MannEl00,rush_att,0,,,,,
player,201612180nyg,nyg,MannEl00,rush_yds,0,,,,,
player,201612180nyg,nyg,MannEl00,rush_td,0,,,,,
player,201612180nyg,nyg,MannEl00,rush_long,0,,,,,
player,201612180nyg,nyg,MannEl00,targets,0,,,,,
player,201612180nyg,nyg,MannEl00,rec,0,,,,,
player,201612180nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201612180nyg,nyg,MannEl00,rec_td,0,,,,,
player,201612180nyg,nyg,MannEl00,rec_long,0,,,,,
player,201612180nyg,nyg,MannEl00,fumbles,0,,,,,
player,201612180nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201612180nyg,nyg,PerkPa00,pass_cmp,0,,,,,
player,201612180nyg,nyg,PerkPa00,pass_att,0,,,,,
player,201612180nyg,nyg,PerkPa00,pass_yds,0,,,,,
player,201612180nyg,nyg,PerkPa00,pass_td,0,,,,,
player,201612180nyg,nyg,PerkPa00,pass_int,0,,,,,
player,201612180nyg,nyg,PerkPa00,pass_sacked,0,,,,,
player,201612180nyg,nyg,PerkPa00,pass_sacked_yds,0,,,,,
player,201612180nyg,nyg,PerkPa00,pass_long,0,,,,,
player,201612180nyg,nyg,PerkPa00,pass_rating,,,,,,
player,201612180nyg,nyg,PerkPa00,rush_att,11,,,,,
player,201612180nyg,nyg,PerkPa00,rush_yds,56,,,,,
player,201612180nyg,nyg,PerkPa00,rush_td,0,,,,,
player,201612180nyg,nyg,PerkPa00,rush_long,11,,,,,
player,201612180nyg,nyg,PerkPa00,targets,1,,,,,
player,201612180nyg,nyg,PerkPa00,rec,0,,,,,
player,201612180nyg,nyg,PerkPa00,rec_yds,0,,,,,
player,201612180nyg,nyg,PerkPa00,rec_td,0,,,,,
player,201612180nyg,nyg,PerkPa00,rec_long,0,,,,,
player,201612180nyg,nyg,PerkPa00,fumbles,0,,,,,
player,201612180nyg,nyg,PerkPa00,fumbles_lost,0,,,,,
player,201612180nyg,nyg,JennRa00,pass_cmp,0,,,,,
player,201612180nyg,nyg,JennRa00,pass_att,0,,,,,
player,201612180nyg,nyg,JennRa00,pass_yds,0,,,,,
player,201612180nyg,nyg,JennRa00,pass_td,0,,,,,
player,201612180nyg,nyg,JennRa00,pass_int,0,,,,,
player,201612180nyg,nyg,JennRa00,pass_sacked,0,,,,,
player,201612180nyg,nyg,JennRa00,pass_sacked_yds,0,,,,,
player,201612180nyg,nyg,JennRa00,pass_long,0,,,,,
player,201612180nyg,nyg,JennRa00,pass_rating,,,,,,
player,201612180nyg,nyg,JennRa00,rush_att,18,,,,,
player,201612180nyg,nyg,JennRa00,rush_yds,38,,,,,
player,201612180nyg,nyg,JennRa00,rush_td,0,,,,,
player,201612180nyg,nyg,JennRa00,rush_long,6,,,,,
player,201612180nyg,nyg,JennRa00,targets,0,,,,,
player,201612180nyg,nyg,JennRa00,rec,0,,,,,
player,201612180nyg,nyg,JennRa00,rec_yds,0,,,,,
player,201612180nyg,nyg,JennRa00,rec_td,0,,,,,
player,201612180nyg,nyg,JennRa00,rec_long,0,,,,,
player,201612180nyg,nyg,JennRa00,fumbles,0,,,,,
player,201612180nyg,nyg,JennRa00,fumbles_lost,0,,,,,
player,201612180nyg,nyg,VereSh00,pass_cmp,0,,,,,
player,201612180nyg,nyg,VereSh00,pass_att,0,,,,,
player,201612180nyg,nyg,VereSh00,pass_yds,0,,,,,
player,201612180nyg,nyg,VereSh00,pass_td,0,,,,,
player,201612180nyg,nyg,VereSh00,pass_int,0,,,,,
player,201612180nyg,nyg,VereSh00,pass_sacked,0,,,,,
player,201612180nyg,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201612180nyg,nyg,VereSh00,pass_long,0,,,,,
player,201612180nyg,nyg,VereSh00,pass_rating,,,,,,
player,201612180nyg,nyg,VereSh00,rush_att,2,,,,,
player,201612180nyg,nyg,VereSh00,rush_yds,11,,,,,
player,201612180nyg,nyg,VereSh00,rush_td,0,,,,,
player,201612180nyg,nyg,VereSh00,rush_long,8,,,,,
player,201612180nyg,nyg,VereSh00,targets,4,,,,,
player,201612180nyg,nyg,VereSh00,rec,2,,,,,
player,201612180nyg,nyg,VereSh00,rec_yds,9,,,,,
player,201612180nyg,nyg,VereSh00,rec_td,0,,,,,
player,201612180nyg,nyg,VereSh00,rec_long,6,,,,,
player,201612180nyg,nyg,VereSh00,fumbles,0,,,,,
player,201612180nyg,nyg,VereSh00,fumbles_lost,0,,,,,
player,201612180nyg,nyg,BeckOd00,pass_cmp,0,,,,,
player,201612180nyg,nyg,BeckOd00,pass_att,0,,,,,
player,201612180nyg,nyg,BeckOd00,pass_yds,0,,,,,
player,201612180nyg,nyg,BeckOd00,pass_td,0,,,,,
player,201612180nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201612180nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201612180nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201612180nyg,nyg,BeckOd00,pass_long,0,,,,,
player,201612180nyg,nyg,BeckOd00,pass_rating,,,,,,
player,201612180nyg,nyg,BeckOd00,rush_att,1,,,,,
player,201612180nyg,nyg,BeckOd00,rush_yds,9,,,,,
player,201612180nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201612180nyg,nyg,BeckOd00,rush_long,9,,,,,
player,201612180nyg,nyg,BeckOd00,targets,8,,,,,
player,201612180nyg,nyg,BeckOd00,rec,6,,,,,
player,201612180nyg,nyg,BeckOd00,rec_yds,64,,,,,
player,201612180nyg,nyg,BeckOd00,rec_td,1,,,,,
player,201612180nyg,nyg,BeckOd00,rec_long,25,,,,,
player,201612180nyg,nyg,BeckOd00,fumbles,0,,,,,
player,201612180nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201612180nyg,nyg,ShepSt00,pass_cmp,0,,,,,
player,201612180nyg,nyg,ShepSt00,pass_att,0,,,,,
player,201612180nyg,nyg,ShepSt00,pass_yds,0,,,,,
player,201612180nyg,nyg,ShepSt00,pass_td,0,,,,,
player,201612180nyg,nyg,ShepSt00,pass_int,0,,,,,
player,201612180nyg,nyg,ShepSt00,pass_sacked,0,,,,,
player,201612180nyg,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201612180nyg,nyg,ShepSt00,pass_long,0,,,,,
player,201612180nyg,nyg,ShepSt00,pass_rating,,,,,,
player,201612180nyg,nyg,ShepSt00,rush_att,0,,,,,
player,201612180nyg,nyg,ShepSt00,rush_yds,0,,,,,
player,201612180nyg,nyg,ShepSt00,rush_td,0,,,,,
player,201612180nyg,nyg,ShepSt00,rush_long,0,,,,,
player,201612180nyg,nyg,ShepSt00,targets,5,,,,,
player,201612180nyg,nyg,ShepSt00,rec,4,,,,,
player,201612180nyg,nyg,ShepSt00,rec_yds,56,,,,,
player,201612180nyg,nyg,ShepSt00,rec_td,1,,,,,
player,201612180nyg,nyg,ShepSt00,rec_long,23,,,,,
player,201612180nyg,nyg,ShepSt00,fumbles,0,,,,,
player,201612180nyg,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201612180nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201612180nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201612180nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201612180nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201612180nyg,nyg,CruzVi00,pass_int,0,,,,,
player,201612180nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201612180nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201612180nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201612180nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201612180nyg,nyg,CruzVi00,rush_att,0,,,,,
player,201612180nyg,nyg,CruzVi00,rush_yds,0,,,,,
player,201612180nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201612180nyg,nyg,CruzVi00,rush_long,0,,,,,
player,201612180nyg,nyg,CruzVi00,targets,2,,,,,
player,201612180nyg,nyg,CruzVi00,rec,1,,,,,
player,201612180nyg,nyg,CruzVi00,rec_yds,29,,,,,
player,201612180nyg,nyg,CruzVi00,rec_td,0,,,,,
player,201612180nyg,nyg,CruzVi00,rec_long,29,,,,,
player,201612180nyg,nyg,CruzVi00,fumbles,0,,,,,
player,201612180nyg,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201612180nyg,nyg,TyexWi00,pass_cmp,0,,,,,
player,201612180nyg,nyg,TyexWi00,pass_att,0,,,,,
player,201612180nyg,nyg,TyexWi00,pass_yds,0,,,,,
player,201612180nyg,nyg,TyexWi00,pass_td,0,,,,,
player,201612180nyg,nyg,TyexWi00,pass_int,0,,,,,
player,201612180nyg,nyg,TyexWi00,pass_sacked,0,,,,,
player,201612180nyg,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201612180nyg,nyg,TyexWi00,pass_long,0,,,,,
player,201612180nyg,nyg,TyexWi00,pass_rating,,,,,,
player,201612180nyg,nyg,TyexWi00,rush_att,0,,,,,
player,201612180nyg,nyg,TyexWi00,rush_yds,0,,,,,
player,201612180nyg,nyg,TyexWi00,rush_td,0,,,,,
player,201612180nyg,nyg,TyexWi00,rush_long,0,,,,,
player,201612180nyg,nyg,TyexWi00,targets,4,,,,,
player,201612180nyg,nyg,TyexWi00,rec,4,,,,,
player,201612180nyg,nyg,TyexWi00,rec_yds,25,,,,,
player,201612180nyg,nyg,TyexWi00,rec_td,0,,,,,
player,201612180nyg,nyg,TyexWi00,rec_long,11,,,,,
player,201612180nyg,nyg,TyexWi00,fumbles,0,,,,,
player,201612180nyg,nyg,TyexWi00,fumbles_lost,0,,,,,
player,201612180nyg,nyg,AdamJe01,pass_cmp,0,,,,,
player,201612180nyg,nyg,AdamJe01,pass_att,0,,,,,
player,201612180nyg,nyg,AdamJe01,pass_yds,0,,,,,
player,201612180nyg,nyg,AdamJe01,pass_td,0,,,,,
player,201612180nyg,nyg,AdamJe01,pass_int,0,,,,,
player,201612180nyg,nyg,AdamJe01,pass_sacked,0,,,,,
player,201612180nyg,nyg,AdamJe01,pass_sacked_yds,0,,,,,
player,201612180nyg,nyg,AdamJe01,pass_long,0,,,,,
player,201612180nyg,nyg,AdamJe01,pass_rating,,,,,,
player,201612180nyg,nyg,AdamJe01,rush_att,0,,,,,
player,201612180nyg,nyg,AdamJe01,rush_yds,0,,,,,
player,201612180nyg,nyg,AdamJe01,rush_td,0,,,,,
player,201612180nyg,nyg,AdamJe01,rush_long,0,,,,,
player,201612180nyg,nyg,AdamJe01,targets,4,,,,,
player,201612180nyg,nyg,AdamJe01,rec,3,,,,,
player,201612180nyg,nyg,AdamJe01,rec_yds,18,,,,,
player,201612180nyg,nyg,AdamJe01,rec_td,0,,,,,
player,201612180nyg,nyg,AdamJe01,rec_long,11,,,,,
player,201612180nyg,nyg,AdamJe01,fumbles,0,,,,,
player,201612180nyg,nyg,AdamJe01,fumbles_lost,0,,,,,
player,201612180nyg,det,AnsaEz00,def_int,0,,,,,
player,201612180nyg,det,AnsaEz00,def_int_yds,0,,,,,
player,201612180nyg,det,AnsaEz00,def_int_td,0,,,,,
player,201612180nyg,det,AnsaEz00,def_int_long,0,,,,,
player,201612180nyg,det,AnsaEz00,pass_defended,0,,,,,
player,201612180nyg,det,AnsaEz00,sacks,1.0,,,,,
player,201612180nyg,det,AnsaEz00,tackles_combined,5,,,,,
player,201612180nyg,det,AnsaEz00,tackles_solo,2,,,,,
player,201612180nyg,det,AnsaEz00,tackles_assists,3,,,,,
player,201612180nyg,det,AnsaEz00,tackles_loss,1,,,,,
player,201612180nyg,det,AnsaEz00,qb_hits,1,,,,,
player,201612180nyg,det,AnsaEz00,fumbles_rec,0,,,,,
player,201612180nyg,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201612180nyg,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201612180nyg,det,AnsaEz00,fumbles_forced,0,,,,,
player,201612180nyg,det,ZettAn00,def_int,0,,,,,
player,201612180nyg,det,ZettAn00,def_int_yds,0,,,,,
player,201612180nyg,det,ZettAn00,def_int_td,0,,,,,
player,201612180nyg,det,ZettAn00,def_int_long,0,,,,,
player,201612180nyg,det,ZettAn00,pass_defended,0,,,,,
player,201612180nyg,det,ZettAn00,sacks,1.0,,,,,
player,201612180nyg,det,ZettAn00,tackles_combined,2,,,,,
player,201612180nyg,det,ZettAn00,tackles_solo,2,,,,,
player,201612180nyg,det,ZettAn00,tackles_assists,0,,,,,
player,201612180nyg,det,ZettAn00,tackles_loss,1,,,,,
player,201612180nyg,det,ZettAn00,qb_hits,1,,,,,
player,201612180nyg,det,ZettAn00,fumbles_rec,0,,,,,
player,201612180nyg,det,ZettAn00,fumbles_rec_yds,0,,,,,
player,201612180nyg,det,ZettAn00,fumbles_rec_td,0,,,,,
player,201612180nyg,det,ZettAn00,fumbles_forced,0,,,,,
player,201612180nyg,det,WhitTa00,def_int,0,,,,,
player,201612180nyg,det,WhitTa00,def_int_yds,0,,,,,
player,201612180nyg,det,WhitTa00,def_int_td,0,,,,,
player,201612180nyg,det,WhitTa00,def_int_long,0,,,,,
player,201612180nyg,det,WhitTa00,pass_defended,0,,,,,
player,201612180nyg,det,WhitTa00,sacks,0.0,,,,,
player,201612180nyg,det,WhitTa00,tackles_combined,12,,,,,
player,201612180nyg,det,WhitTa00,tackles_solo,10,,,,,
player,201612180nyg,det,WhitTa00,tackles_assists,2,,,,,
player,201612180nyg,det,WhitTa00,tackles_loss,1,,,,,
player,201612180nyg,det,WhitTa00,qb_hits,0,,,,,
player,201612180nyg,det,WhitTa00,fumbles_rec,0,,,,,
player,201612180nyg,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201612180nyg,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201612180nyg,det,WhitTa00,fumbles_forced,0,,,,,
player,201612180nyg,det,WilsTa00,def_int,0,,,,,
player,201612180nyg,det,WilsTa00,def_int_yds,0,,,,,
player,201612180nyg,det,WilsTa00,def_int_td,0,,,,,
player,201612180nyg,det,WilsTa00,def_int_long,0,,,,,
player,201612180nyg,det,WilsTa00,pass_defended,0,,,,,
player,201612180nyg,det,WilsTa00,sacks,0.0,,,,,
player,201612180nyg,det,WilsTa00,tackles_combined,9,,,,,
player,201612180nyg,det,WilsTa00,tackles_solo,7,,,,,
player,201612180nyg,det,WilsTa00,tackles_assists,2,,,,,
player,201612180nyg,det,WilsTa00,tackles_loss,0,,,,,
player,201612180nyg,det,WilsTa00,qb_hits,0,,,,,
player,201612180nyg,det,WilsTa00,fumbles_rec,0,,,,,
player,201612180nyg,det,WilsTa00,fumbles_rec_yds,0,,,,,
player,201612180nyg,det,WilsTa00,fumbles_rec_td,0,,,,,
player,201612180nyg,det,WilsTa00,fumbles_forced,0,,,,,
player,201612180nyg,det,LevyDe99,def_int,0,,,,,
player,201612180nyg,det,LevyDe99,def_int_yds,0,,,,,
player,201612180nyg,det,LevyDe99,def_int_td,0,,,,,
player,201612180nyg,det,LevyDe99,def_int_long,0,,,,,
player,201612180nyg,det,LevyDe99,pass_defended,0,,,,,
player,201612180nyg,det,LevyDe99,sacks,0.0,,,,,
player,201612180nyg,det,LevyDe99,tackles_combined,8,,,,,
player,201612180nyg,det,LevyDe99,tackles_solo,8,,,,,
player,201612180nyg,det,LevyDe99,tackles_assists,0,,,,,
player,201612180nyg,det,LevyDe99,tackles_loss,0,,,,,
player,201612180nyg,det,LevyDe99,qb_hits,0,,,,,
player,201612180nyg,det,LevyDe99,fumbles_rec,0,,,,,
player,201612180nyg,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201612180nyg,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201612180nyg,det,LevyDe99,fumbles_forced,0,,,,,
player,201612180nyg,det,BushRa00,def_int,0,,,,,
player,201612180nyg,det,BushRa00,def_int_yds,0,,,,,
player,201612180nyg,det,BushRa00,def_int_td,0,,,,,
player,201612180nyg,det,BushRa00,def_int_long,0,,,,,
player,201612180nyg,det,BushRa00,pass_defended,0,,,,,
player,201612180nyg,det,BushRa00,sacks,0.0,,,,,
player,201612180nyg,det,BushRa00,tackles_combined,6,,,,,
player,201612180nyg,det,BushRa00,tackles_solo,5,,,,,
player,201612180nyg,det,BushRa00,tackles_assists,1,,,,,
player,201612180nyg,det,BushRa00,tackles_loss,0,,,,,
player,201612180nyg,det,BushRa00,qb_hits,0,,,,,
player,201612180nyg,det,BushRa00,fumbles_rec,0,,,,,
player,201612180nyg,det,BushRa00,fumbles_rec_yds,0,,,,,
player,201612180nyg,det,BushRa00,fumbles_rec_td,0,,,,,
player,201612180nyg,det,BushRa00,fumbles_forced,0,,,,,
player,201612180nyg,det,ByneJo00,def_int,0,,,,,
player,201612180nyg,det,ByneJo00,def_int_yds,0,,,,,
player,201612180nyg,det,ByneJo00,def_int_td,0,,,,,
player,201612180nyg,det,ByneJo00,def_int_long,0,,,,,
player,201612180nyg,det,ByneJo00,pass_defended,0,,,,,
player,201612180nyg,det,ByneJo00,sacks,0.0,,,,,
player,201612180nyg,det,ByneJo00,tackles_combined,6,,,,,
player,201612180nyg,det,ByneJo00,tackles_solo,2,,,,,
