game,2016,16,20161224,201612240gnb,min,"Minnesota Vikings",25,gnb,"Green Bay Packers",38
team,201612240gnb,min,First Downs,22,,,,,,
team,201612240gnb,gnb,First Downs,19,,,,,,
team,201612240gnb,min,Rush-Yds-TDs,20-93-0,,,,,,
team,201612240gnb,gnb,Rush-Yds-TDs,15-40-1,,,,,,
team,201612240gnb,min,Cmp-Att-Yd-TD-INT,34-50-382-3-0,,,,,,
team,201612240gnb,gnb,Cmp-Att-Yd-TD-INT,28-39-347-4-0,,,,,,
team,201612240gnb,min,Sacked-Yards,4-29,,,,,,
team,201612240gnb,gnb,Sacked-Yards,4-39,,,,,,
team,201612240gnb,min,Net Pass Yards,353,,,,,,
team,201612240gnb,gnb,Net Pass Yards,308,,,,,,
team,201612240gnb,min,Total Yards,446,,,,,,
team,201612240gnb,gnb,Total Yards,348,,,,,,
team,201612240gnb,min,Fumbles-Lost,2-2,,,,,,
team,201612240gnb,gnb,Fumbles-Lost,1-0,,,,,,
team,201612240gnb,min,Turnovers,2,,,,,,
team,201612240gnb,gnb,Turnovers,0,,,,,,
team,201612240gnb,min,Penalties-Yards,8-70,,,,,,
team,201612240gnb,gnb,Penalties-Yards,3-21,,,,,,
team,201612240gnb,min,Third Down Conv.,5-15,,,,,,
team,201612240gnb,gnb,Third Down Conv.,6-13,,,,,,
team,201612240gnb,min,Fourth Down Conv.,3-3,,,,,,
team,201612240gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201612240gnb,min,Time of Possession,31:01,,,,,,
team,201612240gnb,gnb,Time of Possession,28:59,,,,,,
player,201612240gnb,min,BradSa00,pass_cmp,34,,,,,
player,201612240gnb,min,BradSa00,pass_att,50,,,,,
player,201612240gnb,min,BradSa00,pass_yds,382,,,,,
player,201612240gnb,min,BradSa00,pass_td,3,,,,,
player,201612240gnb,min,BradSa00,pass_int,0,,,,,
player,201612240gnb,min,BradSa00,pass_sacked,4,,,,,
player,201612240gnb,min,BradSa00,pass_sacked_yds,29,,,,,
player,201612240gnb,min,BradSa00,pass_long,71,,,,,
player,201612240gnb,min,BradSa00,pass_rating,110.6,,,,,
player,201612240gnb,min,BradSa00,rush_att,2,,,,,
player,201612240gnb,min,BradSa00,rush_yds,5,,,,,
player,201612240gnb,min,BradSa00,rush_td,0,,,,,
player,201612240gnb,min,BradSa00,rush_long,5,,,,,
player,201612240gnb,min,BradSa00,targets,0,,,,,
player,201612240gnb,min,BradSa00,rec,0,,,,,
player,201612240gnb,min,BradSa00,rec_yds,0,,,,,
player,201612240gnb,min,BradSa00,rec_td,0,,,,,
player,201612240gnb,min,BradSa00,rec_long,0,,,,,
player,201612240gnb,min,BradSa00,fumbles,1,,,,,
player,201612240gnb,min,BradSa00,fumbles_lost,1,,,,,
player,201612240gnb,min,McKiJe00,pass_cmp,0,,,,,
player,201612240gnb,min,McKiJe00,pass_att,0,,,,,
player,201612240gnb,min,McKiJe00,pass_yds,0,,,,,
player,201612240gnb,min,McKiJe00,pass_td,0,,,,,
player,201612240gnb,min,McKiJe00,pass_int,0,,,,,
player,201612240gnb,min,McKiJe00,pass_sacked,0,,,,,
player,201612240gnb,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201612240gnb,min,McKiJe00,pass_long,0,,,,,
player,201612240gnb,min,McKiJe00,pass_rating,,,,,,
player,201612240gnb,min,McKiJe00,rush_att,11,,,,,
player,201612240gnb,min,McKiJe00,rush_yds,50,,,,,
player,201612240gnb,min,McKiJe00,rush_td,0,,,,,
player,201612240gnb,min,McKiJe00,rush_long,11,,,,,
player,201612240gnb,min,McKiJe00,targets,6,,,,,
player,201612240gnb,min,McKiJe00,rec,5,,,,,
player,201612240gnb,min,McKiJe00,rec_yds,35,,,,,
player,201612240gnb,min,McKiJe00,rec_td,0,,,,,
player,201612240gnb,min,McKiJe00,rec_long,20,,,,,
player,201612240gnb,min,McKiJe00,fumbles,0,,,,,
player,201612240gnb,min,McKiJe00,fumbles_lost,0,,,,,
player,201612240gnb,min,AsiaMa00,pass_cmp,0,,,,,
player,201612240gnb,min,AsiaMa00,pass_att,0,,,,,
player,201612240gnb,min,AsiaMa00,pass_yds,0,,,,,
player,201612240gnb,min,AsiaMa00,pass_td,0,,,,,
player,201612240gnb,min,AsiaMa00,pass_int,0,,,,,
player,201612240gnb,min,AsiaMa00,pass_sacked,0,,,,,
player,201612240gnb,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201612240gnb,min,AsiaMa00,pass_long,0,,,,,
player,201612240gnb,min,AsiaMa00,pass_rating,,,,,,
