game,2016,15,20161218,201612180den,nwe,"New England Patriots",16,den,"Denver Broncos",3
player,201612180den,den,SiemTr00,pass_sacked_yds,31,,,,,
player,201612180den,den,SiemTr00,pass_long,31,,,,,
player,201612180den,den,SiemTr00,pass_rating,73.1,,,,,
player,201612180den,den,SiemTr00,rush_att,1,,,,,
player,201612180den,den,SiemTr00,rush_yds,4,,,,,
player,201612180den,den,SiemTr00,rush_td,0,,,,,
player,201612180den,den,SiemTr00,rush_long,4,,,,,
player,201612180den,den,SiemTr00,targets,0,,,,,
player,201612180den,den,SiemTr00,rec,0,,,,,
player,201612180den,den,SiemTr00,rec_yds,0,,,,,
player,201612180den,den,SiemTr00,rec_td,0,,,,,
player,201612180den,den,SiemTr00,rec_long,0,,,,,
player,201612180den,den,SiemTr00,fumbles,0,,,,,
player,201612180den,den,SiemTr00,fumbles_lost,0,,,,,
player,201612180den,den,ForsJu00,pass_cmp,0,,,,,
player,201612180den,den,ForsJu00,pass_att,0,,,,,
player,201612180den,den,ForsJu00,pass_yds,0,,,,,
player,201612180den,den,ForsJu00,pass_td,0,,,,,
player,201612180den,den,ForsJu00,pass_int,0,,,,,
player,201612180den,den,ForsJu00,pass_sacked,0,,,,,
player,201612180den,den,ForsJu00,pass_sacked_yds,0,,,,,
player,201612180den,den,ForsJu00,pass_long,0,,,,,
player,201612180den,den,ForsJu00,pass_rating,,,,,,
player,201612180den,den,ForsJu00,rush_att,10,,,,,
player,201612180den,den,ForsJu00,rush_yds,37,,,,,
player,201612180den,den,ForsJu00,rush_td,0,,,,,
player,201612180den,den,ForsJu00,rush_long,13,,,,,
player,201612180den,den,ForsJu00,targets,5,,,,,
player,201612180den,den,ForsJu00,rec,4,,,,,
player,201612180den,den,ForsJu00,rec_yds,16,,,,,
player,201612180den,den,ForsJu00,rec_td,0,,,,,
player,201612180den,den,ForsJu00,rec_long,9,,,,,
player,201612180den,den,ForsJu00,fumbles,0,,,,,
player,201612180den,den,ForsJu00,fumbles_lost,0,,,,,
player,201612180den,den,BookDe00,pass_cmp,0,,,,,
player,201612180den,den,BookDe00,pass_att,0,,,,,
player,201612180den,den,BookDe00,pass_yds,0,,,,,
player,201612180den,den,BookDe00,pass_td,0,,,,,
player,201612180den,den,BookDe00,pass_int,0,,,,,
player,201612180den,den,BookDe00,pass_sacked,0,,,,,
player,201612180den,den,BookDe00,pass_sacked_yds,0,,,,,
player,201612180den,den,BookDe00,pass_long,0,,,,,
player,201612180den,den,BookDe00,pass_rating,,,,,,
player,201612180den,den,BookDe00,rush_att,6,,,,,
player,201612180den,den,BookDe00,rush_yds,17,,,,,
player,201612180den,den,BookDe00,rush_td,0,,,,,
player,201612180den,den,BookDe00,rush_long,5,,,,,
player,201612180den,den,BookDe00,targets,3,,,,,
player,201612180den,den,BookDe00,rec,2,,,,,
player,201612180den,den,BookDe00,rec_yds,16,,,,,
player,201612180den,den,BookDe00,rec_td,0,,,,,
player,201612180den,den,BookDe00,rec_long,14,,,,,
player,201612180den,den,BookDe00,fumbles,0,,,,,
player,201612180den,den,BookDe00,fumbles_lost,0,,,,,
player,201612180den,den,ThomDe03,pass_cmp,0,,,,,
player,201612180den,den,ThomDe03,pass_att,0,,,,,
player,201612180den,den,ThomDe03,pass_yds,0,,,,,
player,201612180den,den,ThomDe03,pass_td,0,,,,,
player,201612180den,den,ThomDe03,pass_int,0,,,,,
player,201612180den,den,ThomDe03,pass_sacked,0,,,,,
player,201612180den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201612180den,den,ThomDe03,pass_long,0,,,,,
player,201612180den,den,ThomDe03,pass_rating,,,,,,
player,201612180den,den,ThomDe03,rush_att,0,,,,,
player,201612180den,den,ThomDe03,rush_yds,0,,,,,
player,201612180den,den,ThomDe03,rush_td,0,,,,,
player,201612180den,den,ThomDe03,rush_long,0,,,,,
player,201612180den,den,ThomDe03,targets,11,,,,,
player,201612180den,den,ThomDe03,rec,7,,,,,
player,201612180den,den,ThomDe03,rec_yds,91,,,,,
player,201612180den,den,ThomDe03,rec_td,0,,,,,
player,201612180den,den,ThomDe03,rec_long,23,,,,,
player,201612180den,den,ThomDe03,fumbles,0,,,,,
player,201612180den,den,ThomDe03,fumbles_lost,0,,,,,
player,201612180den,den,SandEm00,pass_cmp,0,,,,,
player,201612180den,den,SandEm00,pass_att,0,,,,,
player,201612180den,den,SandEm00,pass_yds,0,,,,,
player,201612180den,den,SandEm00,pass_td,0,,,,,
player,201612180den,den,SandEm00,pass_int,0,,,,,
player,201612180den,den,SandEm00,pass_sacked,0,,,,,
player,201612180den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201612180den,den,SandEm00,pass_long,0,,,,,
player,201612180den,den,SandEm00,pass_rating,,,,,,
player,201612180den,den,SandEm00,rush_att,0,,,,,
player,201612180den,den,SandEm00,rush_yds,0,,,,,
player,201612180den,den,SandEm00,rush_td,0,,,,,
player,201612180den,den,SandEm00,rush_long,0,,,,,
player,201612180den,den,SandEm00,targets,6,,,,,
player,201612180den,den,SandEm00,rec,3,,,,,
player,201612180den,den,SandEm00,rec_yds,48,,,,,
player,201612180den,den,SandEm00,rec_td,0,,,,,
player,201612180den,den,SandEm00,rec_long,21,,,,,
player,201612180den,den,SandEm00,fumbles,0,,,,,
player,201612180den,den,SandEm00,fumbles_lost,0,,,,,
player,201612180den,den,HeueJe00,pass_cmp,0,,,,,
player,201612180den,den,HeueJe00,pass_att,0,,,,,
player,201612180den,den,HeueJe00,pass_yds,0,,,,,
player,201612180den,den,HeueJe00,pass_td,0,,,,,
player,201612180den,den,HeueJe00,pass_int,0,,,,,
player,201612180den,den,HeueJe00,pass_sacked,0,,,,,
player,201612180den,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201612180den,den,HeueJe00,pass_long,0,,,,,
player,201612180den,den,HeueJe00,pass_rating,,,,,,
player,201612180den,den,HeueJe00,rush_att,0,,,,,
player,201612180den,den,HeueJe00,rush_yds,0,,,,,
player,201612180den,den,HeueJe00,rush_td,0,,,,,
player,201612180den,den,HeueJe00,rush_long,0,,,,,
player,201612180den,den,HeueJe00,targets,4,,,,,
player,201612180den,den,HeueJe00,rec,2,,,,,
player,201612180den,den,HeueJe00,rec_yds,40,,,,,
player,201612180den,den,HeueJe00,rec_td,0,,,,,
player,201612180den,den,HeueJe00,rec_long,31,,,,,
player,201612180den,den,HeueJe00,fumbles,0,,,,,
player,201612180den,den,HeueJe00,fumbles_lost,0,,,,,
player,201612180den,den,DerbA.00,pass_cmp,0,,,,,
player,201612180den,den,DerbA.00,pass_att,0,,,,,
player,201612180den,den,DerbA.00,pass_yds,0,,,,,
player,201612180den,den,DerbA.00,pass_td,0,,,,,
player,201612180den,den,DerbA.00,pass_int,0,,,,,
player,201612180den,den,DerbA.00,pass_sacked,0,,,,,
player,201612180den,den,DerbA.00,pass_sacked_yds,0,,,,,
player,201612180den,den,DerbA.00,pass_long,0,,,,,
player,201612180den,den,DerbA.00,pass_rating,,,,,,
player,201612180den,den,DerbA.00,rush_att,0,,,,,
player,201612180den,den,DerbA.00,rush_yds,0,,,,,
player,201612180den,den,DerbA.00,rush_td,0,,,,,
player,201612180den,den,DerbA.00,rush_long,0,,,,,
player,201612180den,den,DerbA.00,targets,6,,,,,
player,201612180den,den,DerbA.00,rec,4,,,,,
player,201612180den,den,DerbA.00,rec_yds,35,,,,,
player,201612180den,den,DerbA.00,rec_td,0,,,,,
player,201612180den,den,DerbA.00,rec_long,16,,,,,
player,201612180den,den,DerbA.00,fumbles,0,,,,,
player,201612180den,den,DerbA.00,fumbles_lost,0,,,,,
player,201612180den,den,TaylJo01,pass_cmp,0,,,,,
player,201612180den,den,TaylJo01,pass_att,0,,,,,
player,201612180den,den,TaylJo01,pass_yds,0,,,,,
player,201612180den,den,TaylJo01,pass_td,0,,,,,
player,201612180den,den,TaylJo01,pass_int,0,,,,,
player,201612180den,den,TaylJo01,pass_sacked,0,,,,,
player,201612180den,den,TaylJo01,pass_sacked_yds,0,,,,,
player,201612180den,den,TaylJo01,pass_long,0,,,,,
player,201612180den,den,TaylJo01,pass_rating,,,,,,
player,201612180den,den,TaylJo01,rush_att,0,,,,,
player,201612180den,den,TaylJo01,rush_yds,0,,,,,
player,201612180den,den,TaylJo01,rush_td,0,,,,,
player,201612180den,den,TaylJo01,rush_long,0,,,,,
player,201612180den,den,TaylJo01,targets,1,,,,,
player,201612180den,den,TaylJo01,rec,1,,,,,
player,201612180den,den,TaylJo01,rec_yds,15,,,,,
player,201612180den,den,TaylJo01,rec_td,0,,,,,
player,201612180den,den,TaylJo01,rec_long,15,,,,,
player,201612180den,den,TaylJo01,fumbles,0,,,,,
player,201612180den,den,TaylJo01,fumbles_lost,0,,,,,
player,201612180den,den,NorwJo00,pass_cmp,0,,,,,
player,201612180den,den,NorwJo00,pass_att,0,,,,,
player,201612180den,den,NorwJo00,pass_yds,0,,,,,
player,201612180den,den,NorwJo00,pass_td,0,,,,,
player,201612180den,den,NorwJo00,pass_int,0,,,,,
player,201612180den,den,NorwJo00,pass_sacked,0,,,,,
player,201612180den,den,NorwJo00,pass_sacked_yds,0,,,,,
player,201612180den,den,NorwJo00,pass_long,0,,,,,
player,201612180den,den,NorwJo00,pass_rating,,,,,,
player,201612180den,den,NorwJo00,rush_att,0,,,,,
player,201612180den,den,NorwJo00,rush_yds,0,,,,,
player,201612180den,den,NorwJo00,rush_td,0,,,,,
player,201612180den,den,NorwJo00,rush_long,0,,,,,
player,201612180den,den,NorwJo00,targets,1,,,,,
player,201612180den,den,NorwJo00,rec,1,,,,,
player,201612180den,den,NorwJo00,rec_yds,12,,,,,
player,201612180den,den,NorwJo00,rec_td,0,,,,,
player,201612180den,den,NorwJo00,rec_long,12,,,,,
player,201612180den,den,NorwJo00,fumbles,2,,,,,
player,201612180den,den,NorwJo00,fumbles_lost,2,,,,,
player,201612180den,den,GreeVi00,pass_cmp,0,,,,,
player,201612180den,den,GreeVi00,pass_att,0,,,,,
player,201612180den,den,GreeVi00,pass_yds,0,,,,,
player,201612180den,den,GreeVi00,pass_td,0,,,,,
player,201612180den,den,GreeVi00,pass_int,0,,,,,
player,201612180den,den,GreeVi00,pass_sacked,0,,,,,
player,201612180den,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201612180den,den,GreeVi00,pass_long,0,,,,,
player,201612180den,den,GreeVi00,pass_rating,,,,,,
player,201612180den,den,GreeVi00,rush_att,0,,,,,
player,201612180den,den,GreeVi00,rush_yds,0,,,,,
player,201612180den,den,GreeVi00,rush_td,0,,,,,
player,201612180den,den,GreeVi00,rush_long,0,,,,,
player,201612180den,den,GreeVi00,targets,2,,,,,
player,201612180den,den,GreeVi00,rec,1,,,,,
player,201612180den,den,GreeVi00,rec_yds,9,,,,,
player,201612180den,den,GreeVi00,rec_td,0,,,,,
player,201612180den,den,GreeVi00,rec_long,9,,,,,
player,201612180den,den,GreeVi00,fumbles,0,,,,,
player,201612180den,den,GreeVi00,fumbles_lost,0,,,,,
player,201612180den,nwe,RyanLo00,def_int,1,,,,,
player,201612180den,nwe,RyanLo00,def_int_yds,46,,,,,
player,201612180den,nwe,RyanLo00,def_int_td,0,,,,,
player,201612180den,nwe,RyanLo00,def_int_long,46,,,,,
player,201612180den,nwe,RyanLo00,pass_defended,1,,,,,
player,201612180den,nwe,RyanLo00,sacks,0.0,,,,,
player,201612180den,nwe,RyanLo00,tackles_combined,7,,,,,
player,201612180den,nwe,RyanLo00,tackles_solo,7,,,,,
player,201612180den,nwe,RyanLo00,tackles_assists,0,,,,,
player,201612180den,nwe,RyanLo00,tackles_loss,0,,,,,
player,201612180den,nwe,RyanLo00,qb_hits,0,,,,,
player,201612180den,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201612180den,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201612180den,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201612180den,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201612180den,nwe,FlowTr00,def_int,0,,,,,
player,201612180den,nwe,FlowTr00,def_int_yds,0,,,,,
player,201612180den,nwe,FlowTr00,def_int_td,0,,,,,
player,201612180den,nwe,FlowTr00,def_int_long,0,,,,,
player,201612180den,nwe,FlowTr00,pass_defended,0,,,,,
player,201612180den,nwe,FlowTr00,sacks,2.0,,,,,
player,201612180den,nwe,FlowTr00,tackles_combined,3,,,,,
player,201612180den,nwe,FlowTr00,tackles_solo,3,,,,,
player,201612180den,nwe,FlowTr00,tackles_assists,0,,,,,
player,201612180den,nwe,FlowTr00,tackles_loss,2,,,,,
player,201612180den,nwe,FlowTr00,qb_hits,2,,,,,
player,201612180den,nwe,FlowTr00,fumbles_rec,0,,,,,
player,201612180den,nwe,FlowTr00,fumbles_rec_yds,0,,,,,
player,201612180den,nwe,FlowTr00,fumbles_rec_td,0,,,,,
player,201612180den,nwe,FlowTr00,fumbles_forced,0,,,,,
player,201612180den,nwe,BrowMa01,def_int,0,,,,,
player,201612180den,nwe,BrowMa01,def_int_yds,0,,,,,
player,201612180den,nwe,BrowMa01,def_int_td,0,,,,,
player,201612180den,nwe,BrowMa01,def_int_long,0,,,,,
player,201612180den,nwe,BrowMa01,pass_defended,0,,,,,
player,201612180den,nwe,BrowMa01,sacks,1.0,,,,,
player,201612180den,nwe,BrowMa01,tackles_combined,4,,,,,
player,201612180den,nwe,BrowMa01,tackles_solo,3,,,,,
player,201612180den,nwe,BrowMa01,tackles_assists,1,,,,,
player,201612180den,nwe,BrowMa01,tackles_loss,1,,,,,
player,201612180den,nwe,BrowMa01,qb_hits,1,,,,,
player,201612180den,nwe,BrowMa01,fumbles_rec,0,,,,,
player,201612180den,nwe,BrowMa01,fumbles_rec_yds,0,,,,,
player,201612180den,nwe,BrowMa01,fumbles_rec_td,0,,,,,
player,201612180den,nwe,BrowMa01,fumbles_forced,0,,,,,
player,201612180den,nwe,SheaJa00,def_int,0,,,,,
player,201612180den,nwe,SheaJa00,def_int_yds,0,,,,,
player,201612180den,nwe,SheaJa00,def_int_td,0,,,,,
player,201612180den,nwe,SheaJa00,def_int_long,0,,,,,
player,201612180den,nwe,SheaJa00,pass_defended,0,,,,,
player,201612180den,nwe,SheaJa00,sacks,1.0,,,,,
player,201612180den,nwe,SheaJa00,tackles_combined,4,,,,,
player,201612180den,nwe,SheaJa00,tackles_solo,1,,,,,
player,201612180den,nwe,SheaJa00,tackles_assists,3,,,,,
player,201612180den,nwe,SheaJa00,tackles_loss,1,,,,,
player,201612180den,nwe,SheaJa00,qb_hits,2,,,,,
player,201612180den,nwe,SheaJa00,fumbles_rec,0,,,,,
player,201612180den,nwe,SheaJa00,fumbles_rec_yds,0,,,,,
player,201612180den,nwe,SheaJa00,fumbles_rec_td,0,,,,,
player,201612180den,nwe,SheaJa00,fumbles_forced,0,,,,,
player,201612180den,nwe,VanNKy00,def_int,0,,,,,
player,201612180den,nwe,VanNKy00,def_int_yds,0,,,,,
player,201612180den,nwe,VanNKy00,def_int_td,0,,,,,
player,201612180den,nwe,VanNKy00,def_int_long,0,,,,,
