game,2016,12,20161128,201611280phi,gnb,"Green Bay Packers",27,phi,"Philadelphia Eagles",13
player,201611280phi,gnb,ClinHa00,fumbles_forced,0,,,,,
player,201611280phi,gnb,MattCl99,def_int,0,,,,,
player,201611280phi,gnb,MattCl99,def_int_yds,0,,,,,
player,201611280phi,gnb,MattCl99,def_int_td,0,,,,,
player,201611280phi,gnb,MattCl99,def_int_long,0,,,,,
player,201611280phi,gnb,MattCl99,pass_defended,0,,,,,
player,201611280phi,gnb,MattCl99,sacks,1.0,,,,,
player,201611280phi,gnb,MattCl99,tackles_combined,4,,,,,
player,201611280phi,gnb,MattCl99,tackles_solo,4,,,,,
player,201611280phi,gnb,MattCl99,tackles_assists,0,,,,,
player,201611280phi,gnb,MattCl99,tackles_loss,1,,,,,
player,201611280phi,gnb,MattCl99,qb_hits,1,,,,,
player,201611280phi,gnb,MattCl99,fumbles_rec,0,,,,,
player,201611280phi,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,MattCl99,fumbles_forced,0,,,,,
player,201611280phi,gnb,DaniMi00,def_int,0,,,,,
player,201611280phi,gnb,DaniMi00,def_int_yds,0,,,,,
player,201611280phi,gnb,DaniMi00,def_int_td,0,,,,,
player,201611280phi,gnb,DaniMi00,def_int_long,0,,,,,
player,201611280phi,gnb,DaniMi00,pass_defended,0,,,,,
player,201611280phi,gnb,DaniMi00,sacks,1.0,,,,,
player,201611280phi,gnb,DaniMi00,tackles_combined,3,,,,,
player,201611280phi,gnb,DaniMi00,tackles_solo,3,,,,,
player,201611280phi,gnb,DaniMi00,tackles_assists,0,,,,,
player,201611280phi,gnb,DaniMi00,tackles_loss,1,,,,,
player,201611280phi,gnb,DaniMi00,qb_hits,1,,,,,
player,201611280phi,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201611280phi,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201611280phi,gnb,PerrNi00,def_int,0,,,,,
player,201611280phi,gnb,PerrNi00,def_int_yds,0,,,,,
player,201611280phi,gnb,PerrNi00,def_int_td,0,,,,,
player,201611280phi,gnb,PerrNi00,def_int_long,0,,,,,
player,201611280phi,gnb,PerrNi00,pass_defended,1,,,,,
player,201611280phi,gnb,PerrNi00,sacks,1.0,,,,,
player,201611280phi,gnb,PerrNi00,tackles_combined,3,,,,,
player,201611280phi,gnb,PerrNi00,tackles_solo,2,,,,,
player,201611280phi,gnb,PerrNi00,tackles_assists,1,,,,,
player,201611280phi,gnb,PerrNi00,tackles_loss,1,,,,,
player,201611280phi,gnb,PerrNi00,qb_hits,1,,,,,
player,201611280phi,gnb,PerrNi00,fumbles_rec,0,,,,,
player,201611280phi,gnb,PerrNi00,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,PerrNi00,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,PerrNi00,fumbles_forced,0,,,,,
player,201611280phi,gnb,PeppJu99,def_int,0,,,,,
player,201611280phi,gnb,PeppJu99,def_int_yds,0,,,,,
player,201611280phi,gnb,PeppJu99,def_int_td,0,,,,,
player,201611280phi,gnb,PeppJu99,def_int_long,0,,,,,
player,201611280phi,gnb,PeppJu99,pass_defended,0,,,,,
player,201611280phi,gnb,PeppJu99,sacks,1.0,,,,,
player,201611280phi,gnb,PeppJu99,tackles_combined,2,,,,,
player,201611280phi,gnb,PeppJu99,tackles_solo,2,,,,,
player,201611280phi,gnb,PeppJu99,tackles_assists,0,,,,,
player,201611280phi,gnb,PeppJu99,tackles_loss,1,,,,,
player,201611280phi,gnb,PeppJu99,qb_hits,2,,,,,
player,201611280phi,gnb,PeppJu99,fumbles_rec,0,,,,,
player,201611280phi,gnb,PeppJu99,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,PeppJu99,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,PeppJu99,fumbles_forced,0,,,,,
player,201611280phi,gnb,BurnMo99,def_int,0,,,,,
player,201611280phi,gnb,BurnMo99,def_int_yds,0,,,,,
player,201611280phi,gnb,BurnMo99,def_int_td,0,,,,,
player,201611280phi,gnb,BurnMo99,def_int_long,0,,,,,
player,201611280phi,gnb,BurnMo99,pass_defended,0,,,,,
player,201611280phi,gnb,BurnMo99,sacks,0.0,,,,,
player,201611280phi,gnb,BurnMo99,tackles_combined,8,,,,,
player,201611280phi,gnb,BurnMo99,tackles_solo,7,,,,,
player,201611280phi,gnb,BurnMo99,tackles_assists,1,,,,,
player,201611280phi,gnb,BurnMo99,tackles_loss,0,,,,,
player,201611280phi,gnb,BurnMo99,qb_hits,0,,,,,
player,201611280phi,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201611280phi,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201611280phi,gnb,RandDa00,def_int,0,,,,,
player,201611280phi,gnb,RandDa00,def_int_yds,0,,,,,
player,201611280phi,gnb,RandDa00,def_int_td,0,,,,,
player,201611280phi,gnb,RandDa00,def_int_long,0,,,,,
player,201611280phi,gnb,RandDa00,pass_defended,1,,,,,
player,201611280phi,gnb,RandDa00,sacks,0.0,,,,,
player,201611280phi,gnb,RandDa00,tackles_combined,6,,,,,
player,201611280phi,gnb,RandDa00,tackles_solo,6,,,,,
player,201611280phi,gnb,RandDa00,tackles_assists,0,,,,,
player,201611280phi,gnb,RandDa00,tackles_loss,0,,,,,
player,201611280phi,gnb,RandDa00,qb_hits,0,,,,,
player,201611280phi,gnb,RandDa00,fumbles_rec,0,,,,,
player,201611280phi,gnb,RandDa00,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,RandDa00,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,RandDa00,fumbles_forced,0,,,,,
player,201611280phi,gnb,GuntLa00,def_int,0,,,,,
player,201611280phi,gnb,GuntLa00,def_int_yds,0,,,,,
player,201611280phi,gnb,GuntLa00,def_int_td,0,,,,,
player,201611280phi,gnb,GuntLa00,def_int_long,0,,,,,
player,201611280phi,gnb,GuntLa00,pass_defended,1,,,,,
player,201611280phi,gnb,GuntLa00,sacks,0.0,,,,,
player,201611280phi,gnb,GuntLa00,tackles_combined,5,,,,,
player,201611280phi,gnb,GuntLa00,tackles_solo,5,,,,,
player,201611280phi,gnb,GuntLa00,tackles_assists,0,,,,,
player,201611280phi,gnb,GuntLa00,tackles_loss,0,,,,,
player,201611280phi,gnb,GuntLa00,qb_hits,0,,,,,
player,201611280phi,gnb,GuntLa00,fumbles_rec,0,,,,,
player,201611280phi,gnb,GuntLa00,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,GuntLa00,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,GuntLa00,fumbles_forced,0,,,,,
player,201611280phi,gnb,ThomJo04,def_int,0,,,,,
player,201611280phi,gnb,ThomJo04,def_int_yds,0,,,,,
player,201611280phi,gnb,ThomJo04,def_int_td,0,,,,,
player,201611280phi,gnb,ThomJo04,def_int_long,0,,,,,
player,201611280phi,gnb,ThomJo04,pass_defended,0,,,,,
player,201611280phi,gnb,ThomJo04,sacks,0.0,,,,,
player,201611280phi,gnb,ThomJo04,tackles_combined,4,,,,,
player,201611280phi,gnb,ThomJo04,tackles_solo,4,,,,,
player,201611280phi,gnb,ThomJo04,tackles_assists,0,,,,,
player,201611280phi,gnb,ThomJo04,tackles_loss,0,,,,,
player,201611280phi,gnb,ThomJo04,qb_hits,2,,,,,
player,201611280phi,gnb,ThomJo04,fumbles_rec,0,,,,,
player,201611280phi,gnb,ThomJo04,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,ThomJo04,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,ThomJo04,fumbles_forced,0,,,,,
player,201611280phi,gnb,GuioLe99,def_int,0,,,,,
player,201611280phi,gnb,GuioLe99,def_int_yds,0,,,,,
player,201611280phi,gnb,GuioLe99,def_int_td,0,,,,,
player,201611280phi,gnb,GuioLe99,def_int_long,0,,,,,
player,201611280phi,gnb,GuioLe99,pass_defended,0,,,,,
player,201611280phi,gnb,GuioLe99,sacks,0.0,,,,,
player,201611280phi,gnb,GuioLe99,tackles_combined,3,,,,,
player,201611280phi,gnb,GuioLe99,tackles_solo,2,,,,,
player,201611280phi,gnb,GuioLe99,tackles_assists,1,,,,,
player,201611280phi,gnb,GuioLe99,tackles_loss,1,,,,,
player,201611280phi,gnb,GuioLe99,qb_hits,0,,,,,
player,201611280phi,gnb,GuioLe99,fumbles_rec,0,,,,,
player,201611280phi,gnb,GuioLe99,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,GuioLe99,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,GuioLe99,fumbles_forced,0,,,,,
player,201611280phi,gnb,ElliJa02,def_int,0,,,,,
player,201611280phi,gnb,ElliJa02,def_int_yds,0,,,,,
player,201611280phi,gnb,ElliJa02,def_int_td,0,,,,,
player,201611280phi,gnb,ElliJa02,def_int_long,0,,,,,
player,201611280phi,gnb,ElliJa02,pass_defended,0,,,,,
player,201611280phi,gnb,ElliJa02,sacks,0.0,,,,,
player,201611280phi,gnb,ElliJa02,tackles_combined,2,,,,,
player,201611280phi,gnb,ElliJa02,tackles_solo,2,,,,,
player,201611280phi,gnb,ElliJa02,tackles_assists,0,,,,,
player,201611280phi,gnb,ElliJa02,tackles_loss,0,,,,,
player,201611280phi,gnb,ElliJa02,qb_hits,0,,,,,
player,201611280phi,gnb,ElliJa02,fumbles_rec,0,,,,,
player,201611280phi,gnb,ElliJa02,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,ElliJa02,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,ElliJa02,fumbles_forced,0,,,,,
player,201611280phi,gnb,RollQu00,def_int,0,,,,,
player,201611280phi,gnb,RollQu00,def_int_yds,0,,,,,
player,201611280phi,gnb,RollQu00,def_int_td,0,,,,,
player,201611280phi,gnb,RollQu00,def_int_long,0,,,,,
player,201611280phi,gnb,RollQu00,pass_defended,1,,,,,
player,201611280phi,gnb,RollQu00,sacks,0.0,,,,,
player,201611280phi,gnb,RollQu00,tackles_combined,2,,,,,
player,201611280phi,gnb,RollQu00,tackles_solo,2,,,,,
player,201611280phi,gnb,RollQu00,tackles_assists,0,,,,,
player,201611280phi,gnb,RollQu00,tackles_loss,0,,,,,
player,201611280phi,gnb,RollQu00,qb_hits,0,,,,,
player,201611280phi,gnb,RollQu00,fumbles_rec,0,,,,,
player,201611280phi,gnb,RollQu00,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,RollQu00,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,RollQu00,fumbles_forced,0,,,,,
player,201611280phi,gnb,BradCa01,def_int,0,,,,,
player,201611280phi,gnb,BradCa01,def_int_yds,0,,,,,
player,201611280phi,gnb,BradCa01,def_int_td,0,,,,,
player,201611280phi,gnb,BradCa01,def_int_long,0,,,,,
player,201611280phi,gnb,BradCa01,pass_defended,0,,,,,
player,201611280phi,gnb,BradCa01,sacks,0.0,,,,,
player,201611280phi,gnb,BradCa01,tackles_combined,1,,,,,
player,201611280phi,gnb,BradCa01,tackles_solo,0,,,,,
player,201611280phi,gnb,BradCa01,tackles_assists,1,,,,,
player,201611280phi,gnb,BradCa01,tackles_loss,0,,,,,
player,201611280phi,gnb,BradCa01,qb_hits,0,,,,,
player,201611280phi,gnb,BradCa01,fumbles_rec,0,,,,,
player,201611280phi,gnb,BradCa01,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,BradCa01,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,BradCa01,fumbles_forced,0,,,,,
player,201611280phi,gnb,EvanMa00,def_int,0,,,,,
player,201611280phi,gnb,EvanMa00,def_int_yds,0,,,,,
player,201611280phi,gnb,EvanMa00,def_int_td,0,,,,,
player,201611280phi,gnb,EvanMa00,def_int_long,0,,,,,
player,201611280phi,gnb,EvanMa00,pass_defended,0,,,,,
player,201611280phi,gnb,EvanMa00,sacks,0.0,,,,,
player,201611280phi,gnb,EvanMa00,tackles_combined,1,,,,,
player,201611280phi,gnb,EvanMa00,tackles_solo,1,,,,,
player,201611280phi,gnb,EvanMa00,tackles_assists,0,,,,,
player,201611280phi,gnb,EvanMa00,tackles_loss,0,,,,,
player,201611280phi,gnb,EvanMa00,qb_hits,0,,,,,
player,201611280phi,gnb,EvanMa00,fumbles_rec,0,,,,,
player,201611280phi,gnb,EvanMa00,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,EvanMa00,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,EvanMa00,fumbles_forced,0,,,,,
player,201611280phi,gnb,HawkJo00,def_int,0,,,,,
player,201611280phi,gnb,HawkJo00,def_int_yds,0,,,,,
player,201611280phi,gnb,HawkJo00,def_int_td,0,,,,,
player,201611280phi,gnb,HawkJo00,def_int_long,0,,,,,
player,201611280phi,gnb,HawkJo00,pass_defended,0,,,,,
player,201611280phi,gnb,HawkJo00,sacks,0.0,,,,,
player,201611280phi,gnb,HawkJo00,tackles_combined,1,,,,,
player,201611280phi,gnb,HawkJo00,tackles_solo,1,,,,,
player,201611280phi,gnb,HawkJo00,tackles_assists,0,,,,,
player,201611280phi,gnb,HawkJo00,tackles_loss,0,,,,,
player,201611280phi,gnb,HawkJo00,qb_hits,0,,,,,
player,201611280phi,gnb,HawkJo00,fumbles_rec,0,,,,,
player,201611280phi,gnb,HawkJo00,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,HawkJo00,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,HawkJo00,fumbles_forced,0,,,,,
player,201611280phi,gnb,HydeMi00,def_int,0,,,,,
player,201611280phi,gnb,HydeMi00,def_int_yds,0,,,,,
player,201611280phi,gnb,HydeMi00,def_int_td,0,,,,,
player,201611280phi,gnb,HydeMi00,def_int_long,0,,,,,
player,201611280phi,gnb,HydeMi00,pass_defended,0,,,,,
player,201611280phi,gnb,HydeMi00,sacks,0.0,,,,,
player,201611280phi,gnb,HydeMi00,tackles_combined,1,,,,,
player,201611280phi,gnb,HydeMi00,tackles_solo,1,,,,,
player,201611280phi,gnb,HydeMi00,tackles_assists,0,,,,,
player,201611280phi,gnb,HydeMi00,tackles_loss,0,,,,,
player,201611280phi,gnb,HydeMi00,qb_hits,0,,,,,
player,201611280phi,gnb,HydeMi00,fumbles_rec,0,,,,,
player,201611280phi,gnb,HydeMi00,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,HydeMi00,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,HydeMi00,fumbles_forced,0,,,,,
player,201611280phi,gnb,ClarKe01,def_int,0,,,,,
player,201611280phi,gnb,ClarKe01,def_int_yds,0,,,,,
player,201611280phi,gnb,ClarKe01,def_int_td,0,,,,,
player,201611280phi,gnb,ClarKe01,def_int_long,0,,,,,
player,201611280phi,gnb,ClarKe01,pass_defended,0,,,,,
player,201611280phi,gnb,ClarKe01,sacks,0.0,,,,,
player,201611280phi,gnb,ClarKe01,tackles_combined,0,,,,,
player,201611280phi,gnb,ClarKe01,tackles_solo,0,,,,,
player,201611280phi,gnb,ClarKe01,tackles_assists,0,,,,,
player,201611280phi,gnb,ClarKe01,tackles_loss,0,,,,,
player,201611280phi,gnb,ClarKe01,qb_hits,1,,,,,
player,201611280phi,gnb,ClarKe01,fumbles_rec,0,,,,,
player,201611280phi,gnb,ClarKe01,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,ClarKe01,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,ClarKe01,fumbles_forced,0,,,,,
player,201611280phi,gnb,CobbRa00,def_int,0,,,,,
player,201611280phi,gnb,CobbRa00,def_int_yds,,,,,,
player,201611280phi,gnb,CobbRa00,def_int_td,0,,,,,
player,201611280phi,gnb,CobbRa00,def_int_long,0,,,,,
player,201611280phi,gnb,CobbRa00,pass_defended,0,,,,,
player,201611280phi,gnb,CobbRa00,sacks,0.0,,,,,
player,201611280phi,gnb,CobbRa00,tackles_combined,0,,,,,
player,201611280phi,gnb,CobbRa00,tackles_solo,0,,,,,
player,201611280phi,gnb,CobbRa00,tackles_assists,0,,,,,
player,201611280phi,gnb,CobbRa00,tackles_loss,0,,,,,
player,201611280phi,gnb,CobbRa00,qb_hits,0,,,,,
player,201611280phi,gnb,CobbRa00,fumbles_rec,1,,,,,
player,201611280phi,gnb,CobbRa00,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,CobbRa00,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,CobbRa00,fumbles_forced,0,,,,,
player,201611280phi,gnb,JoneDa03,def_int,0,,,,,
player,201611280phi,gnb,JoneDa03,def_int_yds,0,,,,,
player,201611280phi,gnb,JoneDa03,def_int_td,0,,,,,
player,201611280phi,gnb,JoneDa03,def_int_long,0,,,,,
player,201611280phi,gnb,JoneDa03,pass_defended,0,,,,,
player,201611280phi,gnb,JoneDa03,sacks,0.0,,,,,
player,201611280phi,gnb,JoneDa03,tackles_combined,0,,,,,
player,201611280phi,gnb,JoneDa03,tackles_solo,0,,,,,
player,201611280phi,gnb,JoneDa03,tackles_assists,0,,,,,
player,201611280phi,gnb,JoneDa03,tackles_loss,0,,,,,
player,201611280phi,gnb,JoneDa03,qb_hits,1,,,,,
player,201611280phi,gnb,JoneDa03,fumbles_rec,0,,,,,
player,201611280phi,gnb,JoneDa03,fumbles_rec_yds,0,,,,,
player,201611280phi,gnb,JoneDa03,fumbles_rec_td,0,,,,,
player,201611280phi,gnb,JoneDa03,fumbles_forced,0,,,,,
player,201611280phi,phi,HickJo00,def_int,0,,,,,
player,201611280phi,phi,HickJo00,def_int_yds,0,,,,,
player,201611280phi,phi,HickJo00,def_int_td,0,,,,,
player,201611280phi,phi,HickJo00,def_int_long,0,,,,,
player,201611280phi,phi,HickJo00,pass_defended,0,,,,,
player,201611280phi,phi,HickJo00,sacks,0.0,,,,,
player,201611280phi,phi,HickJo00,tackles_combined,9,,,,,
player,201611280phi,phi,HickJo00,tackles_solo,7,,,,,
player,201611280phi,phi,HickJo00,tackles_assists,2,,,,,
player,201611280phi,phi,HickJo00,tackles_loss,0,,,,,
player,201611280phi,phi,HickJo00,qb_hits,1,,,,,
player,201611280phi,phi,HickJo00,fumbles_rec,0,,,,,
player,201611280phi,phi,HickJo00,fumbles_rec_yds,0,,,,,
player,201611280phi,phi,HickJo00,fumbles_rec_td,0,,,,,
player,201611280phi,phi,HickJo00,fumbles_forced,0,,,,,
player,201611280phi,phi,BradNi00,def_int,0,,,,,
player,201611280phi,phi,BradNi00,def_int_yds,0,,,,,
player,201611280phi,phi,BradNi00,def_int_td,0,,,,,
player,201611280phi,phi,BradNi00,def_int_long,0,,,,,
player,201611280phi,phi,BradNi00,pass_defended,0,,,,,
player,201611280phi,phi,BradNi00,sacks,0.0,,,,,
player,201611280phi,phi,BradNi00,tackles_combined,7,,,,,
player,201611280phi,phi,BradNi00,tackles_solo,5,,,,,
player,201611280phi,phi,BradNi00,tackles_assists,2,,,,,
player,201611280phi,phi,BradNi00,tackles_loss,1,,,,,
player,201611280phi,phi,BradNi00,qb_hits,0,,,,,
player,201611280phi,phi,BradNi00,fumbles_rec,0,,,,,
player,201611280phi,phi,BradNi00,fumbles_rec_yds,0,,,,,
player,201611280phi,phi,BradNi00,fumbles_rec_td,0,,,,,
player,201611280phi,phi,BradNi00,fumbles_forced,0,,,,,
player,201611280phi,phi,JenkMa99,def_int,0,,,,,
player,201611280phi,phi,JenkMa99,def_int_yds,0,,,,,
player,201611280phi,phi,JenkMa99,def_int_td,0,,,,,
player,201611280phi,phi,JenkMa99,def_int_long,0,,,,,
player,201611280phi,phi,JenkMa99,pass_defended,0,,,,,
player,201611280phi,phi,JenkMa99,sacks,0.0,,,,,
player,201611280phi,phi,JenkMa99,tackles_combined,7,,,,,
player,201611280phi,phi,JenkMa99,tackles_solo,5,,,,,
player,201611280phi,phi,JenkMa99,tackles_assists,2,,,,,
player,201611280phi,phi,JenkMa99,tackles_loss,0,,,,,
player,201611280phi,phi,JenkMa99,qb_hits,0,,,,,
player,201611280phi,phi,JenkMa99,fumbles_rec,0,,,,,
player,201611280phi,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201611280phi,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201611280phi,phi,JenkMa99,fumbles_forced,0,,,,,
player,201611280phi,phi,CurrVi00,def_int,0,,,,,
player,201611280phi,phi,CurrVi00,def_int_yds,0,,,,,
player,201611280phi,phi,CurrVi00,def_int_td,0,,,,,
player,201611280phi,phi,CurrVi00,def_int_long,0,,,,,
player,201611280phi,phi,CurrVi00,pass_defended,0,,,,,
player,201611280phi,phi,CurrVi00,sacks,0.0,,,,,
player,201611280phi,phi,CurrVi00,tackles_combined,5,,,,,
player,201611280phi,phi,CurrVi00,tackles_solo,4,,,,,
player,201611280phi,phi,CurrVi00,tackles_assists,1,,,,,
player,201611280phi,phi,CurrVi00,tackles_loss,1,,,,,
player,201611280phi,phi,CurrVi00,qb_hits,0,,,,,
player,201611280phi,phi,CurrVi00,fumbles_rec,0,,,,,
player,201611280phi,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201611280phi,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201611280phi,phi,CurrVi00,fumbles_forced,0,,,,,
player,201611280phi,phi,GrahBr99,def_int,0,,,,,
player,201611280phi,phi,GrahBr99,def_int_yds,0,,,,,
player,201611280phi,phi,GrahBr99,def_int_td,0,,,,,
player,201611280phi,phi,GrahBr99,def_int_long,0,,,,,
player,201611280phi,phi,GrahBr99,pass_defended,0,,,,,
player,201611280phi,phi,GrahBr99,sacks,0.0,,,,,
player,201611280phi,phi,GrahBr99,tackles_combined,5,,,,,
player,201611280phi,phi,GrahBr99,tackles_solo,3,,,,,
player,201611280phi,phi,GrahBr99,tackles_assists,2,,,,,
player,201611280phi,phi,GrahBr99,tackles_loss,0,,,,,
player,201611280phi,phi,GrahBr99,qb_hits,0,,,,,
player,201611280phi,phi,GrahBr99,fumbles_rec,0,,,,,
player,201611280phi,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201611280phi,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201611280phi,phi,GrahBr99,fumbles_forced,0,,,,,
player,201611280phi,phi,McKeLe99,def_int,0,,,,,
player,201611280phi,phi,McKeLe99,def_int_yds,0,,,,,
player,201611280phi,phi,McKeLe99,def_int_td,0,,,,,
player,201611280phi,phi,McKeLe99,def_int_long,0,,,,,
player,201611280phi,phi,McKeLe99,pass_defended,0,,,,,
player,201611280phi,phi,McKeLe99,sacks,0.0,,,,,
player,201611280phi,phi,McKeLe99,tackles_combined,5,,,,,
player,201611280phi,phi,McKeLe99,tackles_solo,5,,,,,
player,201611280phi,phi,McKeLe99,tackles_assists,0,,,,,
player,201611280phi,phi,McKeLe99,tackles_loss,0,,,,,
player,201611280phi,phi,McKeLe99,qb_hits,0,,,,,
player,201611280phi,phi,McKeLe99,fumbles_rec,0,,,,,
player,201611280phi,phi,McKeLe99,fumbles_rec_yds,0,,,,,
player,201611280phi,phi,McKeLe99,fumbles_rec_td,0,,,,,
player,201611280phi,phi,McKeLe99,fumbles_forced,0,,,,,
player,201611280phi,phi,WatkJa01,def_int,0,,,,,
player,201611280phi,phi,WatkJa01,def_int_yds,0,,,,,
player,201611280phi,phi,WatkJa01,def_int_td,0,,,,,
player,201611280phi,phi,WatkJa01,def_int_long,0,,,,,
player,201611280phi,phi,WatkJa01,pass_defended,0,,,,,
player,201611280phi,phi,WatkJa01,sacks,0.0,,,,,
player,201611280phi,phi,WatkJa01,tackles_combined,5,,,,,
player,201611280phi,phi,WatkJa01,tackles_solo,5,,,,,
player,201611280phi,phi,WatkJa01,tackles_assists,0,,,,,
player,201611280phi,phi,WatkJa01,tackles_loss,0,,,,,
player,201611280phi,phi,WatkJa01,qb_hits,0,,,,,
player,201611280phi,phi,WatkJa01,fumbles_rec,0,,,,,
player,201611280phi,phi,WatkJa01,fumbles_rec_yds,0,,,,,
player,201611280phi,phi,WatkJa01,fumbles_rec_td,0,,,,,
player,201611280phi,phi,WatkJa01,fumbles_forced,0,,,,,
player,201611280phi,phi,McLeRo00,def_int,0,,,,,
player,201611280phi,phi,McLeRo00,def_int_yds,0,,,,,
player,201611280phi,phi,McLeRo00,def_int_td,0,,,,,
player,201611280phi,phi,McLeRo00,def_int_long,0,,,,,
player,201611280phi,phi,McLeRo00,pass_defended,0,,,,,
player,201611280phi,phi,McLeRo00,sacks,0.0,,,,,
player,201611280phi,phi,McLeRo00,tackles_combined,3,,,,,
player,201611280phi,phi,McLeRo00,tackles_solo,2,,,,,
player,201611280phi,phi,McLeRo00,tackles_assists,1,,,,,
player,201611280phi,phi,McLeRo00,tackles_loss,0,,,,,
player,201611280phi,phi,McLeRo00,qb_hits,0,,,,,
player,201611280phi,phi,McLeRo00,fumbles_rec,0,,,,,
player,201611280phi,phi,McLeRo00,fumbles_rec_yds,0,,,,,
player,201611280phi,phi,McLeRo00,fumbles_rec_td,0,,,,,
player,201611280phi,phi,McLeRo00,fumbles_forced,0,,,,,
player,201611280phi,phi,MillJa02,def_int,0,,,,,
player,201611280phi,phi,MillJa02,def_int_yds,0,,,,,
player,201611280phi,phi,MillJa02,def_int_td,0,,,,,
player,201611280phi,phi,MillJa02,def_int_long,0,,,,,
player,201611280phi,phi,MillJa02,pass_defended,2,,,,,
player,201611280phi,phi,MillJa02,sacks,0.0,,,,,
player,201611280phi,phi,MillJa02,tackles_combined,3,,,,,
player,201611280phi,phi,MillJa02,tackles_solo,3,,,,,
player,201611280phi,phi,MillJa02,tackles_assists,0,,,,,
player,201611280phi,phi,MillJa02,tackles_loss,0,,,,,
player,201611280phi,phi,MillJa02,qb_hits,0,,,,,
player,201611280phi,phi,MillJa02,fumbles_rec,0,,,,,
player,201611280phi,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201611280phi,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201611280phi,phi,MillJa02,fumbles_forced,0,,,,,
player,201611280phi,phi,CarrNo00,def_int,0,,,,,
player,201611280phi,phi,CarrNo00,def_int_yds,0,,,,,
player,201611280phi,phi,CarrNo00,def_int_td,0,,,,,
player,201611280phi,phi,CarrNo00,def_int_long,0,,,,,
player,201611280phi,phi,CarrNo00,pass_defended,0,,,,,
player,201611280phi,phi,CarrNo00,sacks,0.0,,,,,
player,201611280phi,phi,CarrNo00,tackles_combined,2,,,,,
player,201611280phi,phi,CarrNo00,tackles_solo,1,,,,,
player,201611280phi,phi,CarrNo00,tackles_assists,1,,,,,
player,201611280phi,phi,CarrNo00,tackles_loss,0,,,,,
player,201611280phi,phi,CarrNo00,qb_hits,0,,,,,
player,201611280phi,phi,CarrNo00,fumbles_rec,0,,,,,
player,201611280phi,phi,CarrNo00,fumbles_rec_yds,0,,,,,
player,201611280phi,phi,CarrNo00,fumbles_rec_td,0,,,,,
player,201611280phi,phi,CarrNo00,fumbles_forced,0,,,,,
player,201611280phi,phi,AlleBe00,def_int,0,,,,,
player,201611280phi,phi,AlleBe00,def_int_yds,0,,,,,
player,201611280phi,phi,AlleBe00,def_int_td,0,,,,,
player,201611280phi,phi,AlleBe00,def_int_long,0,,,,,
player,201611280phi,phi,AlleBe00,pass_defended,0,,,,,
player,201611280phi,phi,AlleBe00,sacks,0.0,,,,,
player,201611280phi,phi,AlleBe00,tackles_combined,1,,,,,
player,201611280phi,phi,AlleBe00,tackles_solo,0,,,,,
player,201611280phi,phi,AlleBe00,tackles_assists,1,,,,,
