game,2016,12,20161124,201611240dal,was,"Washington Redskins",26,dal,"Dallas Cowboys",31
team,201611240dal,was,First Downs,25,,,,,,
team,201611240dal,dal,First Downs,24,,,,,,
team,201611240dal,was,Rush-Yds-TDs,19-56-0,,,,,,
team,201611240dal,dal,Rush-Yds-TDs,30-163-3,,,,,,
team,201611240dal,was,Cmp-Att-Yd-TD-INT,41-53-449-3-0,,,,,,
team,201611240dal,dal,Cmp-Att-Yd-TD-INT,17-24-195-1-0,,,,,,
team,201611240dal,was,Sacked-Yards,0-0,,,,,,
team,201611240dal,dal,Sacked-Yards,1-5,,,,,,
team,201611240dal,was,Net Pass Yards,449,,,,,,
team,201611240dal,dal,Net Pass Yards,190,,,,,,
team,201611240dal,was,Total Yards,505,,,,,,
team,201611240dal,dal,Total Yards,353,,,,,,
team,201611240dal,was,Fumbles-Lost,1-0,,,,,,
team,201611240dal,dal,Fumbles-Lost,0-0,,,,,,
team,201611240dal,was,Turnovers,0,,,,,,
team,201611240dal,dal,Turnovers,0,,,,,,
team,201611240dal,was,Penalties-Yards,3-30,,,,,,
team,201611240dal,dal,Penalties-Yards,3-25,,,,,,
team,201611240dal,was,Third Down Conv.,8-15,,,,,,
team,201611240dal,dal,Third Down Conv.,4-8,,,,,,
team,201611240dal,was,Fourth Down Conv.,2-2,,,,,,
team,201611240dal,dal,Fourth Down Conv.,0-0,,,,,,
team,201611240dal,was,Time of Possession,33:24,,,,,,
team,201611240dal,dal,Time of Possession,26:36,,,,,,
player,201611240dal,was,CousKi00,pass_cmp,41,,,,,
player,201611240dal,was,CousKi00,pass_att,53,,,,,
player,201611240dal,was,CousKi00,pass_yds,449,,,,,
player,201611240dal,was,CousKi00,pass_td,3,,,,,
player,201611240dal,was,CousKi00,pass_int,0,,,,,
player,201611240dal,was,CousKi00,pass_sacked,0,,,,,
player,201611240dal,was,CousKi00,pass_sacked_yds,0,,,,,
player,201611240dal,was,CousKi00,pass_long,67,,,,,
player,201611240dal,was,CousKi00,pass_rating,120.7,,,,,
player,201611240dal,was,CousKi00,rush_att,1,,,,,
player,201611240dal,was,CousKi00,rush_yds,2,,,,,
player,201611240dal,was,CousKi00,rush_td,0,,,,,
player,201611240dal,was,CousKi00,rush_long,2,,,,,
player,201611240dal,was,CousKi00,targets,0,,,,,
player,201611240dal,was,CousKi00,rec,0,,,,,
player,201611240dal,was,CousKi00,rec_yds,0,,,,,
player,201611240dal,was,CousKi00,rec_td,0,,,,,
player,201611240dal,was,CousKi00,rec_long,0,,,,,
player,201611240dal,was,CousKi00,fumbles,1,,,,,
player,201611240dal,was,CousKi00,fumbles_lost,0,,,,,
player,201611240dal,was,KellRo00,pass_cmp,0,,,,,
player,201611240dal,was,KellRo00,pass_att,0,,,,,
player,201611240dal,was,KellRo00,pass_yds,0,,,,,
player,201611240dal,was,KellRo00,pass_td,0,,,,,
