game,2016,2,20160918,201609180crd,tam,"Tampa Bay Buccaneers",7,crd,"Arizona Cardinals",40
player,201609180crd,tam,EvanMi00,targets,18,,,,,
player,201609180crd,tam,EvanMi00,rec,6,,,,,
player,201609180crd,tam,EvanMi00,rec_yds,70,,,,,
player,201609180crd,tam,EvanMi00,rec_td,1,,,,,
player,201609180crd,tam,EvanMi00,rec_long,19,,,,,
player,201609180crd,tam,EvanMi00,fumbles,0,,,,,
player,201609180crd,tam,EvanMi00,fumbles_lost,0,,,,,
player,201609180crd,tam,HumpAd00,pass_cmp,0,,,,,
player,201609180crd,tam,HumpAd00,pass_att,0,,,,,
player,201609180crd,tam,HumpAd00,pass_yds,0,,,,,
player,201609180crd,tam,HumpAd00,pass_td,0,,,,,
player,201609180crd,tam,HumpAd00,pass_int,0,,,,,
player,201609180crd,tam,HumpAd00,pass_sacked,0,,,,,
player,201609180crd,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201609180crd,tam,HumpAd00,pass_long,0,,,,,
player,201609180crd,tam,HumpAd00,pass_rating,,,,,,
player,201609180crd,tam,HumpAd00,rush_att,0,,,,,
player,201609180crd,tam,HumpAd00,rush_yds,0,,,,,
player,201609180crd,tam,HumpAd00,rush_td,0,,,,,
player,201609180crd,tam,HumpAd00,rush_long,0,,,,,
player,201609180crd,tam,HumpAd00,targets,8,,,,,
player,201609180crd,tam,HumpAd00,rec,6,,,,,
player,201609180crd,tam,HumpAd00,rec_yds,67,,,,,
player,201609180crd,tam,HumpAd00,rec_td,0,,,,,
player,201609180crd,tam,HumpAd00,rec_long,24,,,,,
player,201609180crd,tam,HumpAd00,fumbles,0,,,,,
player,201609180crd,tam,HumpAd00,fumbles_lost,0,,,,,
player,201609180crd,tam,JackVi00,pass_cmp,0,,,,,
player,201609180crd,tam,JackVi00,pass_att,0,,,,,
player,201609180crd,tam,JackVi00,pass_yds,0,,,,,
player,201609180crd,tam,JackVi00,pass_td,0,,,,,
player,201609180crd,tam,JackVi00,pass_int,0,,,,,
player,201609180crd,tam,JackVi00,pass_sacked,0,,,,,
player,201609180crd,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201609180crd,tam,JackVi00,pass_long,0,,,,,
player,201609180crd,tam,JackVi00,pass_rating,,,,,,
player,201609180crd,tam,JackVi00,rush_att,0,,,,,
player,201609180crd,tam,JackVi00,rush_yds,0,,,,,
player,201609180crd,tam,JackVi00,rush_td,0,,,,,
player,201609180crd,tam,JackVi00,rush_long,0,,,,,
player,201609180crd,tam,JackVi00,targets,9,,,,,
player,201609180crd,tam,JackVi00,rec,4,,,,,
player,201609180crd,tam,JackVi00,rec_yds,44,,,,,
player,201609180crd,tam,JackVi00,rec_td,0,,,,,
player,201609180crd,tam,JackVi00,rec_long,15,,,,,
player,201609180crd,tam,JackVi00,fumbles,0,,,,,
player,201609180crd,tam,JackVi00,fumbles_lost,0,,,,,
player,201609180crd,tam,ShepRu00,pass_cmp,0,,,,,
player,201609180crd,tam,ShepRu00,pass_att,0,,,,,
player,201609180crd,tam,ShepRu00,pass_yds,0,,,,,
player,201609180crd,tam,ShepRu00,pass_td,0,,,,,
player,201609180crd,tam,ShepRu00,pass_int,0,,,,,
player,201609180crd,tam,ShepRu00,pass_sacked,0,,,,,
player,201609180crd,tam,ShepRu00,pass_sacked_yds,0,,,,,
player,201609180crd,tam,ShepRu00,pass_long,0,,,,,
player,201609180crd,tam,ShepRu00,pass_rating,,,,,,
player,201609180crd,tam,ShepRu00,rush_att,0,,,,,
player,201609180crd,tam,ShepRu00,rush_yds,0,,,,,
player,201609180crd,tam,ShepRu00,rush_td,0,,,,,
player,201609180crd,tam,ShepRu00,rush_long,0,,,,,
player,201609180crd,tam,ShepRu00,targets,2,,,,,
player,201609180crd,tam,ShepRu00,rec,2,,,,,
player,201609180crd,tam,ShepRu00,rec_yds,16,,,,,
player,201609180crd,tam,ShepRu00,rec_td,0,,,,,
player,201609180crd,tam,ShepRu00,rec_long,10,,,,,
player,201609180crd,tam,ShepRu00,fumbles,0,,,,,
player,201609180crd,tam,ShepRu00,fumbles_lost,0,,,,,
player,201609180crd,tam,BratCa00,pass_cmp,0,,,,,
player,201609180crd,tam,BratCa00,pass_att,0,,,,,
player,201609180crd,tam,BratCa00,pass_yds,0,,,,,
player,201609180crd,tam,BratCa00,pass_td,0,,,,,
player,201609180crd,tam,BratCa00,pass_int,0,,,,,
player,201609180crd,tam,BratCa00,pass_sacked,0,,,,,
player,201609180crd,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201609180crd,tam,BratCa00,pass_long,0,,,,,
player,201609180crd,tam,BratCa00,pass_rating,,,,,,
player,201609180crd,tam,BratCa00,rush_att,0,,,,,
player,201609180crd,tam,BratCa00,rush_yds,0,,,,,
player,201609180crd,tam,BratCa00,rush_td,0,,,,,
player,201609180crd,tam,BratCa00,rush_long,0,,,,,
player,201609180crd,tam,BratCa00,targets,4,,,,,
player,201609180crd,tam,BratCa00,rec,3,,,,,
player,201609180crd,tam,BratCa00,rec_yds,16,,,,,
player,201609180crd,tam,BratCa00,rec_td,0,,,,,
player,201609180crd,tam,BratCa00,rec_long,15,,,,,
player,201609180crd,tam,BratCa00,fumbles,0,,,,,
player,201609180crd,tam,BratCa00,fumbles_lost,0,,,,,
player,201609180crd,tam,SefeAu00,pass_cmp,0,,,,,
player,201609180crd,tam,SefeAu00,pass_att,0,,,,,
player,201609180crd,tam,SefeAu00,pass_yds,0,,,,,
player,201609180crd,tam,SefeAu00,pass_td,0,,,,,
player,201609180crd,tam,SefeAu00,pass_int,0,,,,,
player,201609180crd,tam,SefeAu00,pass_sacked,0,,,,,
player,201609180crd,tam,SefeAu00,pass_sacked_yds,0,,,,,
player,201609180crd,tam,SefeAu00,pass_long,0,,,,,
player,201609180crd,tam,SefeAu00,pass_rating,,,,,,
player,201609180crd,tam,SefeAu00,rush_att,0,,,,,
player,201609180crd,tam,SefeAu00,rush_yds,0,,,,,
player,201609180crd,tam,SefeAu00,rush_td,0,,,,,
player,201609180crd,tam,SefeAu00,rush_long,0,,,,,
player,201609180crd,tam,SefeAu00,targets,2,,,,,
player,201609180crd,tam,SefeAu00,rec,2,,,,,
player,201609180crd,tam,SefeAu00,rec_yds,14,,,,,
player,201609180crd,tam,SefeAu00,rec_td,0,,,,,
player,201609180crd,tam,SefeAu00,rec_long,9,,,,,
player,201609180crd,tam,SefeAu00,fumbles,0,,,,,
player,201609180crd,tam,SefeAu00,fumbles_lost,0,,,,,
player,201609180crd,tam,ShorCe00,pass_cmp,0,,,,,
player,201609180crd,tam,ShorCe00,pass_att,0,,,,,
player,201609180crd,tam,ShorCe00,pass_yds,0,,,,,
player,201609180crd,tam,ShorCe00,pass_td,0,,,,,
player,201609180crd,tam,ShorCe00,pass_int,0,,,,,
player,201609180crd,tam,ShorCe00,pass_sacked,0,,,,,
player,201609180crd,tam,ShorCe00,pass_sacked_yds,0,,,,,
player,201609180crd,tam,ShorCe00,pass_long,0,,,,,
player,201609180crd,tam,ShorCe00,pass_rating,,,,,,
player,201609180crd,tam,ShorCe00,rush_att,0,,,,,
player,201609180crd,tam,ShorCe00,rush_yds,0,,,,,
player,201609180crd,tam,ShorCe00,rush_td,0,,,,,
player,201609180crd,tam,ShorCe00,rush_long,0,,,,,
player,201609180crd,tam,ShorCe00,targets,2,,,,,
player,201609180crd,tam,ShorCe00,rec,1,,,,,
player,201609180crd,tam,ShorCe00,rec_yds,12,,,,,
player,201609180crd,tam,ShorCe00,rec_td,0,,,,,
player,201609180crd,tam,ShorCe00,rec_long,12,,,,,
player,201609180crd,tam,ShorCe00,fumbles,0,,,,,
player,201609180crd,tam,ShorCe00,fumbles_lost,0,,,,,
player,201609180crd,crd,PalmCa00,pass_cmp,17,,,,,
player,201609180crd,crd,PalmCa00,pass_att,30,,,,,
player,201609180crd,crd,PalmCa00,pass_yds,304,,,,,
player,201609180crd,crd,PalmCa00,pass_td,3,,,,,
player,201609180crd,crd,PalmCa00,pass_int,0,,,,,
player,201609180crd,crd,PalmCa00,pass_sacked,1,,,,,
player,201609180crd,crd,PalmCa00,pass_sacked_yds,4,,,,,
player,201609180crd,crd,PalmCa00,pass_long,58,,,,,
player,201609180crd,crd,PalmCa00,pass_rating,124.9,,,,,
player,201609180crd,crd,PalmCa00,rush_att,0,,,,,
player,201609180crd,crd,PalmCa00,rush_yds,0,,,,,
player,201609180crd,crd,PalmCa00,rush_td,0,,,,,
player,201609180crd,crd,PalmCa00,rush_long,0,,,,,
player,201609180crd,crd,PalmCa00,targets,0,,,,,
player,201609180crd,crd,PalmCa00,rec,0,,,,,
player,201609180crd,crd,PalmCa00,rec_yds,0,,,,,
player,201609180crd,crd,PalmCa00,rec_td,0,,,,,
player,201609180crd,crd,PalmCa00,rec_long,0,,,,,
player,201609180crd,crd,PalmCa00,fumbles,0,,,,,
player,201609180crd,crd,PalmCa00,fumbles_lost,0,,,,,
player,201609180crd,crd,StanDr00,pass_cmp,1,,,,,
player,201609180crd,crd,StanDr00,pass_att,4,,,,,
player,201609180crd,crd,StanDr00,pass_yds,11,,,,,
player,201609180crd,crd,StanDr00,pass_td,0,,,,,
player,201609180crd,crd,StanDr00,pass_int,0,,,,,
player,201609180crd,crd,StanDr00,pass_sacked,0,,,,,
player,201609180crd,crd,StanDr00,pass_sacked_yds,0,,,,,
player,201609180crd,crd,StanDr00,pass_long,11,,,,,
player,201609180crd,crd,StanDr00,pass_rating,39.6,,,,,
player,201609180crd,crd,StanDr00,rush_att,0,,,,,
player,201609180crd,crd,StanDr00,rush_yds,0,,,,,
player,201609180crd,crd,StanDr00,rush_td,0,,,,,
player,201609180crd,crd,StanDr00,rush_long,0,,,,,
player,201609180crd,crd,StanDr00,targets,0,,,,,
player,201609180crd,crd,StanDr00,rec,0,,,,,
player,201609180crd,crd,StanDr00,rec_yds,0,,,,,
player,201609180crd,crd,StanDr00,rec_td,0,,,,,
player,201609180crd,crd,StanDr00,rec_long,0,,,,,
player,201609180crd,crd,StanDr00,fumbles,0,,,,,
player,201609180crd,crd,StanDr00,fumbles_lost,0,,,,,
player,201609180crd,crd,JohnCh04,pass_cmp,0,,,,,
player,201609180crd,crd,JohnCh04,pass_att,0,,,,,
player,201609180crd,crd,JohnCh04,pass_yds,0,,,,,
player,201609180crd,crd,JohnCh04,pass_td,0,,,,,
player,201609180crd,crd,JohnCh04,pass_int,0,,,,,
player,201609180crd,crd,JohnCh04,pass_sacked,0,,,,,
player,201609180crd,crd,JohnCh04,pass_sacked_yds,0,,,,,
player,201609180crd,crd,JohnCh04,pass_long,0,,,,,
player,201609180crd,crd,JohnCh04,pass_rating,,,,,,
player,201609180crd,crd,JohnCh04,rush_att,16,,,,,
player,201609180crd,crd,JohnCh04,rush_yds,54,,,,,
player,201609180crd,crd,JohnCh04,rush_td,1,,,,,
player,201609180crd,crd,JohnCh04,rush_long,9,,,,,
player,201609180crd,crd,JohnCh04,targets,0,,,,,
player,201609180crd,crd,JohnCh04,rec,0,,,,,
player,201609180crd,crd,JohnCh04,rec_yds,0,,,,,
player,201609180crd,crd,JohnCh04,rec_td,0,,,,,
player,201609180crd,crd,JohnCh04,rec_long,0,,,,,
player,201609180crd,crd,JohnCh04,fumbles,0,,,,,
player,201609180crd,crd,JohnCh04,fumbles_lost,0,,,,,
player,201609180crd,crd,JohnDa08,pass_cmp,0,,,,,
player,201609180crd,crd,JohnDa08,pass_att,0,,,,,
player,201609180crd,crd,JohnDa08,pass_yds,0,,,,,
player,201609180crd,crd,JohnDa08,pass_td,0,,,,,
player,201609180crd,crd,JohnDa08,pass_int,0,,,,,
player,201609180crd,crd,JohnDa08,pass_sacked,0,,,,,
player,201609180crd,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201609180crd,crd,JohnDa08,pass_long,0,,,,,
player,201609180crd,crd,JohnDa08,pass_rating,,,,,,
player,201609180crd,crd,JohnDa08,rush_att,12,,,,,
player,201609180crd,crd,JohnDa08,rush_yds,45,,,,,
player,201609180crd,crd,JohnDa08,rush_td,0,,,,,
player,201609180crd,crd,JohnDa08,rush_long,10,,,,,
player,201609180crd,crd,JohnDa08,targets,5,,,,,
player,201609180crd,crd,JohnDa08,rec,3,,,,,
player,201609180crd,crd,JohnDa08,rec_yds,98,,,,,
player,201609180crd,crd,JohnDa08,rec_td,0,,,,,
player,201609180crd,crd,JohnDa08,rec_long,58,,,,,
player,201609180crd,crd,JohnDa08,fumbles,0,,,,,
player,201609180crd,crd,JohnDa08,fumbles_lost,0,,,,,
player,201609180crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201609180crd,crd,FitzLa00,pass_att,0,,,,,
player,201609180crd,crd,FitzLa00,pass_yds,0,,,,,
player,201609180crd,crd,FitzLa00,pass_td,0,,,,,
player,201609180crd,crd,FitzLa00,pass_int,0,,,,,
player,201609180crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201609180crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201609180crd,crd,FitzLa00,pass_long,0,,,,,
player,201609180crd,crd,FitzLa00,pass_rating,,,,,,
player,201609180crd,crd,FitzLa00,rush_att,1,,,,,
player,201609180crd,crd,FitzLa00,rush_yds,4,,,,,
player,201609180crd,crd,FitzLa00,rush_td,0,,,,,
player,201609180crd,crd,FitzLa00,rush_long,4,,,,,
player,201609180crd,crd,FitzLa00,targets,10,,,,,
player,201609180crd,crd,FitzLa00,rec,5,,,,,
player,201609180crd,crd,FitzLa00,rec_yds,77,,,,,
player,201609180crd,crd,FitzLa00,rec_td,1,,,,,
player,201609180crd,crd,FitzLa00,rec_long,25,,,,,
player,201609180crd,crd,FitzLa00,fumbles,0,,,,,
player,201609180crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201609180crd,crd,ElliAn00,pass_cmp,0,,,,,
player,201609180crd,crd,ElliAn00,pass_att,0,,,,,
player,201609180crd,crd,ElliAn00,pass_yds,0,,,,,
player,201609180crd,crd,ElliAn00,pass_td,0,,,,,
player,201609180crd,crd,ElliAn00,pass_int,0,,,,,
player,201609180crd,crd,ElliAn00,pass_sacked,0,,,,,
player,201609180crd,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201609180crd,crd,ElliAn00,pass_long,0,,,,,
player,201609180crd,crd,ElliAn00,pass_rating,,,,,,
player,201609180crd,crd,ElliAn00,rush_att,1,,,,,
player,201609180crd,crd,ElliAn00,rush_yds,2,,,,,
player,201609180crd,crd,ElliAn00,rush_td,0,,,,,
player,201609180crd,crd,ElliAn00,rush_long,2,,,,,
player,201609180crd,crd,ElliAn00,targets,1,,,,,
player,201609180crd,crd,ElliAn00,rec,1,,,,,
player,201609180crd,crd,ElliAn00,rec_yds,9,,,,,
player,201609180crd,crd,ElliAn00,rec_td,0,,,,,
player,201609180crd,crd,ElliAn00,rec_long,9,,,,,
player,201609180crd,crd,ElliAn00,fumbles,0,,,,,
player,201609180crd,crd,ElliAn00,fumbles_lost,0,,,,,
player,201609180crd,crd,BrowJa03,pass_cmp,0,,,,,
player,201609180crd,crd,BrowJa03,pass_att,0,,,,,
player,201609180crd,crd,BrowJa03,pass_yds,0,,,,,
player,201609180crd,crd,BrowJa03,pass_td,0,,,,,
player,201609180crd,crd,BrowJa03,pass_int,0,,,,,
player,201609180crd,crd,BrowJa03,pass_sacked,0,,,,,
player,201609180crd,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201609180crd,crd,BrowJa03,pass_long,0,,,,,
player,201609180crd,crd,BrowJa03,pass_rating,,,,,,
player,201609180crd,crd,BrowJa03,rush_att,0,,,,,
player,201609180crd,crd,BrowJa03,rush_yds,0,,,,,
player,201609180crd,crd,BrowJa03,rush_td,0,,,,,
player,201609180crd,crd,BrowJa03,rush_long,0,,,,,
player,201609180crd,crd,BrowJa03,targets,2,,,,,
player,201609180crd,crd,BrowJa03,rec,2,,,,,
player,201609180crd,crd,BrowJa03,rec_yds,78,,,,,
player,201609180crd,crd,BrowJa03,rec_td,1,,,,,
player,201609180crd,crd,BrowJa03,rec_long,51,,,,,
player,201609180crd,crd,BrowJa03,fumbles,0,,,,,
player,201609180crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201609180crd,crd,FellDa01,pass_cmp,0,,,,,
player,201609180crd,crd,FellDa01,pass_att,0,,,,,
player,201609180crd,crd,FellDa01,pass_yds,0,,,,,
player,201609180crd,crd,FellDa01,pass_td,0,,,,,
player,201609180crd,crd,FellDa01,pass_int,0,,,,,
player,201609180crd,crd,FellDa01,pass_sacked,0,,,,,
player,201609180crd,crd,FellDa01,pass_sacked_yds,0,,,,,
player,201609180crd,crd,FellDa01,pass_long,0,,,,,
player,201609180crd,crd,FellDa01,pass_rating,,,,,,
player,201609180crd,crd,FellDa01,rush_att,0,,,,,
player,201609180crd,crd,FellDa01,rush_yds,0,,,,,
player,201609180crd,crd,FellDa01,rush_td,0,,,,,
player,201609180crd,crd,FellDa01,rush_long,0,,,,,
player,201609180crd,crd,FellDa01,targets,5,,,,,
player,201609180crd,crd,FellDa01,rec,4,,,,,
player,201609180crd,crd,FellDa01,rec_yds,31,,,,,
player,201609180crd,crd,FellDa01,rec_td,0,,,,,
player,201609180crd,crd,FellDa01,rec_long,11,,,,,
player,201609180crd,crd,FellDa01,fumbles,0,,,,,
player,201609180crd,crd,FellDa01,fumbles_lost,0,,,,,
player,201609180crd,crd,BrowJo02,pass_cmp,0,,,,,
player,201609180crd,crd,BrowJo02,pass_att,0,,,,,
player,201609180crd,crd,BrowJo02,pass_yds,0,,,,,
player,201609180crd,crd,BrowJo02,pass_td,0,,,,,
player,201609180crd,crd,BrowJo02,pass_int,0,,,,,
player,201609180crd,crd,BrowJo02,pass_sacked,0,,,,,
player,201609180crd,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201609180crd,crd,BrowJo02,pass_long,0,,,,,
player,201609180crd,crd,BrowJo02,pass_rating,,,,,,
player,201609180crd,crd,BrowJo02,rush_att,0,,,,,
player,201609180crd,crd,BrowJo02,rush_yds,0,,,,,
player,201609180crd,crd,BrowJo02,rush_td,0,,,,,
player,201609180crd,crd,BrowJo02,rush_long,0,,,,,
player,201609180crd,crd,BrowJo02,targets,3,,,,,
player,201609180crd,crd,BrowJo02,rec,1,,,,,
player,201609180crd,crd,BrowJo02,rec_yds,14,,,,,
player,201609180crd,crd,BrowJo02,rec_td,0,,,,,
player,201609180crd,crd,BrowJo02,rec_long,14,,,,,
player,201609180crd,crd,BrowJo02,fumbles,0,,,,,
player,201609180crd,crd,BrowJo02,fumbles_lost,0,,,,,
player,201609180crd,crd,FloyMi00,pass_cmp,0,,,,,
player,201609180crd,crd,FloyMi00,pass_att,0,,,,,
player,201609180crd,crd,FloyMi00,pass_yds,0,,,,,
player,201609180crd,crd,FloyMi00,pass_td,0,,,,,
player,201609180crd,crd,FloyMi00,pass_int,0,,,,,
player,201609180crd,crd,FloyMi00,pass_sacked,0,,,,,
player,201609180crd,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201609180crd,crd,FloyMi00,pass_long,0,,,,,
player,201609180crd,crd,FloyMi00,pass_rating,,,,,,
player,201609180crd,crd,FloyMi00,rush_att,0,,,,,
player,201609180crd,crd,FloyMi00,rush_yds,0,,,,,
player,201609180crd,crd,FloyMi00,rush_td,0,,,,,
player,201609180crd,crd,FloyMi00,rush_long,0,,,,,
player,201609180crd,crd,FloyMi00,targets,6,,,,,
player,201609180crd,crd,FloyMi00,rec,2,,,,,
player,201609180crd,crd,FloyMi00,rec_yds,8,,,,,
player,201609180crd,crd,FloyMi00,rec_td,1,,,,,
player,201609180crd,crd,FloyMi00,rec_long,7,,,,,
player,201609180crd,crd,FloyMi00,fumbles,0,,,,,
player,201609180crd,crd,FloyMi00,fumbles_lost,0,,,,,
player,201609180crd,crd,NiklTr00,pass_cmp,0,,,,,
player,201609180crd,crd,NiklTr00,pass_att,0,,,,,
player,201609180crd,crd,NiklTr00,pass_yds,0,,,,,
player,201609180crd,crd,NiklTr00,pass_td,0,,,,,
player,201609180crd,crd,NiklTr00,pass_int,0,,,,,
player,201609180crd,crd,NiklTr00,pass_sacked,0,,,,,
player,201609180crd,crd,NiklTr00,pass_sacked_yds,0,,,,,
player,201609180crd,crd,NiklTr00,pass_long,0,,,,,
player,201609180crd,crd,NiklTr00,pass_rating,,,,,,
player,201609180crd,crd,NiklTr00,rush_att,0,,,,,
player,201609180crd,crd,NiklTr00,rush_yds,0,,,,,
player,201609180crd,crd,NiklTr00,rush_td,0,,,,,
player,201609180crd,crd,NiklTr00,rush_long,0,,,,,
