game,2016,9,20161106,201611060sdg,oti,"Tennessee Titans",35,sdg,"San Diego Chargers",43
player,201611060sdg,oti,MurrDe00,rush_td,1,,,,,
player,201611060sdg,oti,MurrDe00,rush_long,13,,,,,
player,201611060sdg,oti,MurrDe00,targets,7,,,,,
player,201611060sdg,oti,MurrDe00,rec,7,,,,,
player,201611060sdg,oti,MurrDe00,rec_yds,29,,,,,
player,201611060sdg,oti,MurrDe00,rec_td,0,,,,,
player,201611060sdg,oti,MurrDe00,rec_long,10,,,,,
player,201611060sdg,oti,MurrDe00,fumbles,0,,,,,
player,201611060sdg,oti,MurrDe00,fumbles_lost,0,,,,,
player,201611060sdg,oti,AndrAn00,pass_cmp,0,,,,,
player,201611060sdg,oti,AndrAn00,pass_att,0,,,,,
player,201611060sdg,oti,AndrAn00,pass_yds,0,,,,,
player,201611060sdg,oti,AndrAn00,pass_td,0,,,,,
player,201611060sdg,oti,AndrAn00,pass_int,0,,,,,
player,201611060sdg,oti,AndrAn00,pass_sacked,0,,,,,
player,201611060sdg,oti,AndrAn00,pass_sacked_yds,0,,,,,
player,201611060sdg,oti,AndrAn00,pass_long,0,,,,,
player,201611060sdg,oti,AndrAn00,pass_rating,,,,,,
player,201611060sdg,oti,AndrAn00,rush_att,2,,,,,
player,201611060sdg,oti,AndrAn00,rush_yds,15,,,,,
player,201611060sdg,oti,AndrAn00,rush_td,0,,,,,
player,201611060sdg,oti,AndrAn00,rush_long,9,,,,,
player,201611060sdg,oti,AndrAn00,targets,0,,,,,
player,201611060sdg,oti,AndrAn00,rec,0,,,,,
player,201611060sdg,oti,AndrAn00,rec_yds,0,,,,,
player,201611060sdg,oti,AndrAn00,rec_td,0,,,,,
player,201611060sdg,oti,AndrAn00,rec_long,0,,,,,
player,201611060sdg,oti,AndrAn00,fumbles,0,,,,,
player,201611060sdg,oti,AndrAn00,fumbles_lost,0,,,,,
player,201611060sdg,oti,WrigKe01,pass_cmp,0,,,,,
player,201611060sdg,oti,WrigKe01,pass_att,0,,,,,
player,201611060sdg,oti,WrigKe01,pass_yds,0,,,,,
player,201611060sdg,oti,WrigKe01,pass_td,0,,,,,
player,201611060sdg,oti,WrigKe01,pass_int,0,,,,,
player,201611060sdg,oti,WrigKe01,pass_sacked,0,,,,,
player,201611060sdg,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201611060sdg,oti,WrigKe01,pass_long,0,,,,,
player,201611060sdg,oti,WrigKe01,pass_rating,,,,,,
player,201611060sdg,oti,WrigKe01,rush_att,0,,,,,
player,201611060sdg,oti,WrigKe01,rush_yds,0,,,,,
player,201611060sdg,oti,WrigKe01,rush_td,0,,,,,
player,201611060sdg,oti,WrigKe01,rush_long,0,,,,,
player,201611060sdg,oti,WrigKe01,targets,5,,,,,
player,201611060sdg,oti,WrigKe01,rec,2,,,,,
player,201611060sdg,oti,WrigKe01,rec_yds,64,,,,,
player,201611060sdg,oti,WrigKe01,rec_td,0,,,,,
player,201611060sdg,oti,WrigKe01,rec_long,48,,,,,
player,201611060sdg,oti,WrigKe01,fumbles,0,,,,,
player,201611060sdg,oti,WrigKe01,fumbles_lost,0,,,,,
player,201611060sdg,oti,MattRi00,pass_cmp,0,,,,,
player,201611060sdg,oti,MattRi00,pass_att,0,,,,,
player,201611060sdg,oti,MattRi00,pass_yds,0,,,,,
player,201611060sdg,oti,MattRi00,pass_td,0,,,,,
player,201611060sdg,oti,MattRi00,pass_int,0,,,,,
player,201611060sdg,oti,MattRi00,pass_sacked,0,,,,,
player,201611060sdg,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201611060sdg,oti,MattRi00,pass_long,0,,,,,
player,201611060sdg,oti,MattRi00,pass_rating,,,,,,
player,201611060sdg,oti,MattRi00,rush_att,0,,,,,
player,201611060sdg,oti,MattRi00,rush_yds,0,,,,,
player,201611060sdg,oti,MattRi00,rush_td,0,,,,,
player,201611060sdg,oti,MattRi00,rush_long,0,,,,,
player,201611060sdg,oti,MattRi00,targets,10,,,,,
player,201611060sdg,oti,MattRi00,rec,6,,,,,
player,201611060sdg,oti,MattRi00,rec_yds,63,,,,,
player,201611060sdg,oti,MattRi00,rec_td,2,,,,,
player,201611060sdg,oti,MattRi00,rec_long,16,,,,,
player,201611060sdg,oti,MattRi00,fumbles,0,,,,,
player,201611060sdg,oti,MattRi00,fumbles_lost,0,,,,,
player,201611060sdg,oti,SharTa00,pass_cmp,0,,,,,
player,201611060sdg,oti,SharTa00,pass_att,0,,,,,
player,201611060sdg,oti,SharTa00,pass_yds,0,,,,,
player,201611060sdg,oti,SharTa00,pass_td,0,,,,,
player,201611060sdg,oti,SharTa00,pass_int,0,,,,,
player,201611060sdg,oti,SharTa00,pass_sacked,0,,,,,
player,201611060sdg,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201611060sdg,oti,SharTa00,pass_long,0,,,,,
player,201611060sdg,oti,SharTa00,pass_rating,,,,,,
player,201611060sdg,oti,SharTa00,rush_att,0,,,,,
player,201611060sdg,oti,SharTa00,rush_yds,0,,,,,
player,201611060sdg,oti,SharTa00,rush_td,0,,,,,
player,201611060sdg,oti,SharTa00,rush_long,0,,,,,
player,201611060sdg,oti,SharTa00,targets,8,,,,,
player,201611060sdg,oti,SharTa00,rec,4,,,,,
player,201611060sdg,oti,SharTa00,rec_yds,58,,,,,
player,201611060sdg,oti,SharTa00,rec_td,0,,,,,
player,201611060sdg,oti,SharTa00,rec_long,29,,,,,
player,201611060sdg,oti,SharTa00,fumbles,0,,,,,
player,201611060sdg,oti,SharTa00,fumbles_lost,0,,,,,
player,201611060sdg,oti,DougHa00,pass_cmp,0,,,,,
player,201611060sdg,oti,DougHa00,pass_att,0,,,,,
player,201611060sdg,oti,DougHa00,pass_yds,0,,,,,
player,201611060sdg,oti,DougHa00,pass_td,0,,,,,
player,201611060sdg,oti,DougHa00,pass_int,0,,,,,
player,201611060sdg,oti,DougHa00,pass_sacked,0,,,,,
player,201611060sdg,oti,DougHa00,pass_sacked_yds,0,,,,,
player,201611060sdg,oti,DougHa00,pass_long,0,,,,,
player,201611060sdg,oti,DougHa00,pass_rating,,,,,,
player,201611060sdg,oti,DougHa00,rush_att,0,,,,,
player,201611060sdg,oti,DougHa00,rush_yds,0,,,,,
player,201611060sdg,oti,DougHa00,rush_td,0,,,,,
player,201611060sdg,oti,DougHa00,rush_long,0,,,,,
player,201611060sdg,oti,DougHa00,targets,2,,,,,
player,201611060sdg,oti,DougHa00,rec,2,,,,,
player,201611060sdg,oti,DougHa00,rec_yds,48,,,,,
player,201611060sdg,oti,DougHa00,rec_td,0,,,,,
player,201611060sdg,oti,DougHa00,rec_long,27,,,,,
player,201611060sdg,oti,DougHa00,fumbles,0,,,,,
player,201611060sdg,oti,DougHa00,fumbles_lost,0,,,,,
player,201611060sdg,oti,WalkHu00,pass_cmp,0,,,,,
player,201611060sdg,oti,WalkHu00,pass_att,0,,,,,
player,201611060sdg,oti,WalkHu00,pass_yds,0,,,,,
player,201611060sdg,oti,WalkHu00,pass_td,0,,,,,
player,201611060sdg,oti,WalkHu00,pass_int,0,,,,,
player,201611060sdg,oti,WalkHu00,pass_sacked,0,,,,,
player,201611060sdg,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201611060sdg,oti,WalkHu00,pass_long,0,,,,,
player,201611060sdg,oti,WalkHu00,pass_rating,,,,,,
player,201611060sdg,oti,WalkHu00,rush_att,0,,,,,
player,201611060sdg,oti,WalkHu00,rush_yds,0,,,,,
player,201611060sdg,oti,WalkHu00,rush_td,0,,,,,
player,201611060sdg,oti,WalkHu00,rush_long,0,,,,,
player,201611060sdg,oti,WalkHu00,targets,9,,,,,
player,201611060sdg,oti,WalkHu00,rec,5,,,,,
player,201611060sdg,oti,WalkHu00,rec_yds,42,,,,,
player,201611060sdg,oti,WalkHu00,rec_td,1,,,,,
player,201611060sdg,oti,WalkHu00,rec_long,20,,,,,
player,201611060sdg,oti,WalkHu00,fumbles,0,,,,,
player,201611060sdg,oti,WalkHu00,fumbles_lost,0,,,,,
player,201611060sdg,oti,FasaAn00,pass_cmp,0,,,,,
player,201611060sdg,oti,FasaAn00,pass_att,0,,,,,
player,201611060sdg,oti,FasaAn00,pass_yds,0,,,,,
player,201611060sdg,oti,FasaAn00,pass_td,0,,,,,
player,201611060sdg,oti,FasaAn00,pass_int,0,,,,,
player,201611060sdg,oti,FasaAn00,pass_sacked,0,,,,,
player,201611060sdg,oti,FasaAn00,pass_sacked_yds,0,,,,,
player,201611060sdg,oti,FasaAn00,pass_long,0,,,,,
player,201611060sdg,oti,FasaAn00,pass_rating,,,,,,
player,201611060sdg,oti,FasaAn00,rush_att,0,,,,,
player,201611060sdg,oti,FasaAn00,rush_yds,0,,,,,
player,201611060sdg,oti,FasaAn00,rush_td,0,,,,,
player,201611060sdg,oti,FasaAn00,rush_long,0,,,,,
player,201611060sdg,oti,FasaAn00,targets,1,,,,,
player,201611060sdg,oti,FasaAn00,rec,1,,,,,
player,201611060sdg,oti,FasaAn00,rec_yds,9,,,,,
player,201611060sdg,oti,FasaAn00,rec_td,0,,,,,
player,201611060sdg,oti,FasaAn00,rec_long,9,,,,,
player,201611060sdg,oti,FasaAn00,fumbles,0,,,,,
player,201611060sdg,oti,FasaAn00,fumbles_lost,0,,,,,
player,201611060sdg,sdg,RivePh00,pass_cmp,24,,,,,
player,201611060sdg,sdg,RivePh00,pass_att,33,,,,,
player,201611060sdg,sdg,RivePh00,pass_yds,275,,,,,
player,201611060sdg,sdg,RivePh00,pass_td,2,,,,,
player,201611060sdg,sdg,RivePh00,pass_int,0,,,,,
player,201611060sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201611060sdg,sdg,RivePh00,pass_sacked_yds,7,,,,,
player,201611060sdg,sdg,RivePh00,pass_long,35,,,,,
player,201611060sdg,sdg,RivePh00,pass_rating,117.6,,,,,
player,201611060sdg,sdg,RivePh00,rush_att,3,,,,,
player,201611060sdg,sdg,RivePh00,rush_yds,-3,,,,,
player,201611060sdg,sdg,RivePh00,rush_td,0,,,,,
player,201611060sdg,sdg,RivePh00,rush_long,0,,,,,
player,201611060sdg,sdg,RivePh00,targets,0,,,,,
player,201611060sdg,sdg,RivePh00,rec,0,,,,,
player,201611060sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201611060sdg,sdg,RivePh00,rec_td,0,,,,,
player,201611060sdg,sdg,RivePh00,rec_long,0,,,,,
player,201611060sdg,sdg,RivePh00,fumbles,0,,,,,
player,201611060sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201611060sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201611060sdg,sdg,GordMe00,pass_att,0,,,,,
player,201611060sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201611060sdg,sdg,GordMe00,pass_td,0,,,,,
player,201611060sdg,sdg,GordMe00,pass_int,0,,,,,
player,201611060sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201611060sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201611060sdg,sdg,GordMe00,pass_long,0,,,,,
player,201611060sdg,sdg,GordMe00,pass_rating,,,,,,
player,201611060sdg,sdg,GordMe00,rush_att,32,,,,,
player,201611060sdg,sdg,GordMe00,rush_yds,196,,,,,
player,201611060sdg,sdg,GordMe00,rush_td,1,,,,,
player,201611060sdg,sdg,GordMe00,rush_long,47,,,,,
player,201611060sdg,sdg,GordMe00,targets,4,,,,,
player,201611060sdg,sdg,GordMe00,rec,4,,,,,
player,201611060sdg,sdg,GordMe00,rec_yds,65,,,,,
player,201611060sdg,sdg,GordMe00,rec_td,0,,,,,
player,201611060sdg,sdg,GordMe00,rec_long,35,,,,,
player,201611060sdg,sdg,GordMe00,fumbles,0,,,,,
player,201611060sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201611060sdg,sdg,FarrKe02,pass_cmp,0,,,,,
player,201611060sdg,sdg,FarrKe02,pass_att,0,,,,,
player,201611060sdg,sdg,FarrKe02,pass_yds,0,,,,,
player,201611060sdg,sdg,FarrKe02,pass_td,0,,,,,
player,201611060sdg,sdg,FarrKe02,pass_int,0,,,,,
player,201611060sdg,sdg,FarrKe02,pass_sacked,0,,,,,
player,201611060sdg,sdg,FarrKe02,pass_sacked_yds,0,,,,,
player,201611060sdg,sdg,FarrKe02,pass_long,0,,,,,
player,201611060sdg,sdg,FarrKe02,pass_rating,,,,,,
player,201611060sdg,sdg,FarrKe02,rush_att,4,,,,,
player,201611060sdg,sdg,FarrKe02,rush_yds,15,,,,,
player,201611060sdg,sdg,FarrKe02,rush_td,0,,,,,
player,201611060sdg,sdg,FarrKe02,rush_long,5,,,,,
player,201611060sdg,sdg,FarrKe02,targets,2,,,,,
player,201611060sdg,sdg,FarrKe02,rec,1,,,,,
player,201611060sdg,sdg,FarrKe02,rec_yds,4,,,,,
player,201611060sdg,sdg,FarrKe02,rec_td,0,,,,,
player,201611060sdg,sdg,FarrKe02,rec_long,4,,,,,
player,201611060sdg,sdg,FarrKe02,fumbles,0,,,,,
player,201611060sdg,sdg,FarrKe02,fumbles_lost,0,,,,,
player,201611060sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201611060sdg,sdg,GateAn00,pass_att,0,,,,,
player,201611060sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201611060sdg,sdg,GateAn00,pass_td,0,,,,,
player,201611060sdg,sdg,GateAn00,pass_int,0,,,,,
player,201611060sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201611060sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201611060sdg,sdg,GateAn00,pass_long,0,,,,,
player,201611060sdg,sdg,GateAn00,pass_rating,,,,,,
player,201611060sdg,sdg,GateAn00,rush_att,0,,,,,
player,201611060sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201611060sdg,sdg,GateAn00,rush_td,0,,,,,
player,201611060sdg,sdg,GateAn00,rush_long,0,,,,,
player,201611060sdg,sdg,GateAn00,targets,9,,,,,
player,201611060sdg,sdg,GateAn00,rec,5,,,,,
player,201611060sdg,sdg,GateAn00,rec_yds,75,,,,,
player,201611060sdg,sdg,GateAn00,rec_td,1,,,,,
player,201611060sdg,sdg,GateAn00,rec_long,17,,,,,
player,201611060sdg,sdg,GateAn00,fumbles,0,,,,,
player,201611060sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201611060sdg,sdg,WillTy00,pass_cmp,0,,,,,
player,201611060sdg,sdg,WillTy00,pass_att,0,,,,,
player,201611060sdg,sdg,WillTy00,pass_yds,0,,,,,
player,201611060sdg,sdg,WillTy00,pass_td,0,,,,,
player,201611060sdg,sdg,WillTy00,pass_int,0,,,,,
player,201611060sdg,sdg,WillTy00,pass_sacked,0,,,,,
player,201611060sdg,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201611060sdg,sdg,WillTy00,pass_long,0,,,,,
player,201611060sdg,sdg,WillTy00,pass_rating,,,,,,
player,201611060sdg,sdg,WillTy00,rush_att,0,,,,,
player,201611060sdg,sdg,WillTy00,rush_yds,0,,,,,
player,201611060sdg,sdg,WillTy00,rush_td,0,,,,,
player,201611060sdg,sdg,WillTy00,rush_long,0,,,,,
player,201611060sdg,sdg,WillTy00,targets,7,,,,,
player,201611060sdg,sdg,WillTy00,rec,6,,,,,
player,201611060sdg,sdg,WillTy00,rec_yds,65,,,,,
player,201611060sdg,sdg,WillTy00,rec_td,1,,,,,
player,201611060sdg,sdg,WillTy00,rec_long,19,,,,,
player,201611060sdg,sdg,WillTy00,fumbles,0,,,,,
player,201611060sdg,sdg,WillTy00,fumbles_lost,0,,,,,
player,201611060sdg,sdg,InmaDo00,pass_cmp,0,,,,,
player,201611060sdg,sdg,InmaDo00,pass_att,0,,,,,
player,201611060sdg,sdg,InmaDo00,pass_yds,0,,,,,
player,201611060sdg,sdg,InmaDo00,pass_td,0,,,,,
player,201611060sdg,sdg,InmaDo00,pass_int,0,,,,,
player,201611060sdg,sdg,InmaDo00,pass_sacked,0,,,,,
player,201611060sdg,sdg,InmaDo00,pass_sacked_yds,0,,,,,
player,201611060sdg,sdg,InmaDo00,pass_long,0,,,,,
player,201611060sdg,sdg,InmaDo00,pass_rating,,,,,,
player,201611060sdg,sdg,InmaDo00,rush_att,0,,,,,
player,201611060sdg,sdg,InmaDo00,rush_yds,0,,,,,
player,201611060sdg,sdg,InmaDo00,rush_td,0,,,,,
player,201611060sdg,sdg,InmaDo00,rush_long,0,,,,,
player,201611060sdg,sdg,InmaDo00,targets,9,,,,,
player,201611060sdg,sdg,InmaDo00,rec,6,,,,,
player,201611060sdg,sdg,InmaDo00,rec_yds,56,,,,,
player,201611060sdg,sdg,InmaDo00,rec_td,0,,,,,
player,201611060sdg,sdg,InmaDo00,rec_long,17,,,,,
player,201611060sdg,sdg,InmaDo00,fumbles,0,,,,,
player,201611060sdg,sdg,InmaDo00,fumbles_lost,0,,,,,
player,201611060sdg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201611060sdg,sdg,BenjTr00,pass_att,0,,,,,
player,201611060sdg,sdg,BenjTr00,pass_yds,0,,,,,
player,201611060sdg,sdg,BenjTr00,pass_td,0,,,,,
player,201611060sdg,sdg,BenjTr00,pass_int,0,,,,,
player,201611060sdg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201611060sdg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201611060sdg,sdg,BenjTr00,pass_long,0,,,,,
player,201611060sdg,sdg,BenjTr00,pass_rating,,,,,,
player,201611060sdg,sdg,BenjTr00,rush_att,0,,,,,
player,201611060sdg,sdg,BenjTr00,rush_yds,0,,,,,
player,201611060sdg,sdg,BenjTr00,rush_td,0,,,,,
player,201611060sdg,sdg,BenjTr00,rush_long,0,,,,,
player,201611060sdg,sdg,BenjTr00,targets,1,,,,,
player,201611060sdg,sdg,BenjTr00,rec,1,,,,,
player,201611060sdg,sdg,BenjTr00,rec_yds,5,,,,,
player,201611060sdg,sdg,BenjTr00,rec_td,0,,,,,
player,201611060sdg,sdg,BenjTr00,rec_long,5,,,,,
player,201611060sdg,sdg,BenjTr00,fumbles,0,,,,,
player,201611060sdg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201611060sdg,sdg,ButlJe01,pass_cmp,0,,,,,
player,201611060sdg,sdg,ButlJe01,pass_att,0,,,,,
player,201611060sdg,sdg,ButlJe01,pass_yds,0,,,,,
player,201611060sdg,sdg,ButlJe01,pass_td,0,,,,,
player,201611060sdg,sdg,ButlJe01,pass_int,0,,,,,
player,201611060sdg,sdg,ButlJe01,pass_sacked,0,,,,,
player,201611060sdg,sdg,ButlJe01,pass_sacked_yds,0,,,,,
player,201611060sdg,sdg,ButlJe01,pass_long,0,,,,,
player,201611060sdg,sdg,ButlJe01,pass_rating,,,,,,
player,201611060sdg,sdg,ButlJe01,rush_att,0,,,,,
player,201611060sdg,sdg,ButlJe01,rush_yds,0,,,,,
player,201611060sdg,sdg,ButlJe01,rush_td,0,,,,,
player,201611060sdg,sdg,ButlJe01,rush_long,0,,,,,
player,201611060sdg,sdg,ButlJe01,targets,1,,,,,
player,201611060sdg,sdg,ButlJe01,rec,1,,,,,
player,201611060sdg,sdg,ButlJe01,rec_yds,5,,,,,
player,201611060sdg,sdg,ButlJe01,rec_td,0,,,,,
player,201611060sdg,sdg,ButlJe01,rec_long,5,,,,,
player,201611060sdg,sdg,ButlJe01,fumbles,0,,,,,
player,201611060sdg,sdg,ButlJe01,fumbles_lost,0,,,,,
player,201611060sdg,oti,WoodWe20,def_int,0,,,,,
player,201611060sdg,oti,WoodWe20,def_int_yds,0,,,,,
player,201611060sdg,oti,WoodWe20,def_int_td,0,,,,,
player,201611060sdg,oti,WoodWe20,def_int_long,0,,,,,
player,201611060sdg,oti,WoodWe20,pass_defended,0,,,,,
player,201611060sdg,oti,WoodWe20,sacks,1.0,,,,,
player,201611060sdg,oti,WoodWe20,tackles_combined,5,,,,,
player,201611060sdg,oti,WoodWe20,tackles_solo,5,,,,,
player,201611060sdg,oti,WoodWe20,tackles_assists,0,,,,,
player,201611060sdg,oti,WoodWe20,tackles_loss,2,,,,,
player,201611060sdg,oti,WoodWe20,qb_hits,1,,,,,
player,201611060sdg,oti,WoodWe20,fumbles_rec,0,,,,,
player,201611060sdg,oti,WoodWe20,fumbles_rec_yds,0,,,,,
player,201611060sdg,oti,WoodWe20,fumbles_rec_td,0,,,,,
player,201611060sdg,oti,WoodWe20,fumbles_forced,0,,,,,
player,201611060sdg,oti,ByarKe01,def_int,0,,,,,
player,201611060sdg,oti,ByarKe01,def_int_yds,0,,,,,
player,201611060sdg,oti,ByarKe01,def_int_td,0,,,,,
player,201611060sdg,oti,ByarKe01,def_int_long,0,,,,,
player,201611060sdg,oti,ByarKe01,pass_defended,1,,,,,
player,201611060sdg,oti,ByarKe01,sacks,0.0,,,,,
player,201611060sdg,oti,ByarKe01,tackles_combined,10,,,,,
player,201611060sdg,oti,ByarKe01,tackles_solo,5,,,,,
player,201611060sdg,oti,ByarKe01,tackles_assists,5,,,,,
player,201611060sdg,oti,ByarKe01,tackles_loss,1,,,,,
player,201611060sdg,oti,ByarKe01,qb_hits,0,,,,,
player,201611060sdg,oti,ByarKe01,fumbles_rec,0,,,,,
player,201611060sdg,oti,ByarKe01,fumbles_rec_yds,0,,,,,
player,201611060sdg,oti,ByarKe01,fumbles_rec_td,0,,,,,
player,201611060sdg,oti,ByarKe01,fumbles_forced,0,,,,,
player,201611060sdg,oti,McCoJa99,def_int,0,,,,,
player,201611060sdg,oti,McCoJa99,def_int_yds,0,,,,,
player,201611060sdg,oti,McCoJa99,def_int_td,0,,,,,
player,201611060sdg,oti,McCoJa99,def_int_long,0,,,,,
player,201611060sdg,oti,McCoJa99,pass_defended,0,,,,,
player,201611060sdg,oti,McCoJa99,sacks,0.0,,,,,
player,201611060sdg,oti,McCoJa99,tackles_combined,9,,,,,
player,201611060sdg,oti,McCoJa99,tackles_solo,9,,,,,
player,201611060sdg,oti,McCoJa99,tackles_assists,0,,,,,
player,201611060sdg,oti,McCoJa99,tackles_loss,0,,,,,
player,201611060sdg,oti,McCoJa99,qb_hits,0,,,,,
player,201611060sdg,oti,McCoJa99,fumbles_rec,0,,,,,
player,201611060sdg,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201611060sdg,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201611060sdg,oti,McCoJa99,fumbles_forced,0,,,,,
player,201611060sdg,oti,CaseJu00,def_int,0,,,,,
player,201611060sdg,oti,CaseJu00,def_int_yds,0,,,,,
player,201611060sdg,oti,CaseJu00,def_int_td,0,,,,,
player,201611060sdg,oti,CaseJu00,def_int_long,0,,,,,
player,201611060sdg,oti,CaseJu00,pass_defended,0,,,,,
player,201611060sdg,oti,CaseJu00,sacks,0.0,,,,,
player,201611060sdg,oti,CaseJu00,tackles_combined,8,,,,,
player,201611060sdg,oti,CaseJu00,tackles_solo,5,,,,,
player,201611060sdg,oti,CaseJu00,tackles_assists,3,,,,,
player,201611060sdg,oti,CaseJu00,tackles_loss,0,,,,,
player,201611060sdg,oti,CaseJu00,qb_hits,1,,,,,
player,201611060sdg,oti,CaseJu00,fumbles_rec,0,,,,,
player,201611060sdg,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201611060sdg,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201611060sdg,oti,CaseJu00,fumbles_forced,0,,,,,
player,201611060sdg,oti,JoneDa04,def_int,0,,,,,
player,201611060sdg,oti,JoneDa04,def_int_yds,0,,,,,
player,201611060sdg,oti,JoneDa04,def_int_td,0,,,,,
player,201611060sdg,oti,JoneDa04,def_int_long,0,,,,,
player,201611060sdg,oti,JoneDa04,pass_defended,0,,,,,
player,201611060sdg,oti,JoneDa04,sacks,0.0,,,,,
player,201611060sdg,oti,JoneDa04,tackles_combined,8,,,,,
player,201611060sdg,oti,JoneDa04,tackles_solo,7,,,,,
player,201611060sdg,oti,JoneDa04,tackles_assists,1,,,,,
player,201611060sdg,oti,JoneDa04,tackles_loss,0,,,,,
player,201611060sdg,oti,JoneDa04,qb_hits,1,,,,,
player,201611060sdg,oti,JoneDa04,fumbles_rec,0,,,,,
