game,2016,9,20161106,201611060rai,den,"Denver Broncos",20,rai,"Oakland Raiders",30
team,201611060rai,den,First Downs,13,,,,,,
team,201611060rai,rai,First Downs,30,,,,,,
team,201611060rai,den,Rush-Yds-TDs,12-33-0,,,,,,
team,201611060rai,rai,Rush-Yds-TDs,43-218-3,,,,,,
team,201611060rai,den,Cmp-Att-Yd-TD-INT,18-37-283-2-1,,,,,,
team,201611060rai,rai,Cmp-Att-Yd-TD-INT,20-31-184-0-0,,,,,,
team,201611060rai,den,Sacked-Yards,2-17,,,,,,
team,201611060rai,rai,Sacked-Yards,2-5,,,,,,
team,201611060rai,den,Net Pass Yards,266,,,,,,
team,201611060rai,rai,Net Pass Yards,179,,,,,,
team,201611060rai,den,Total Yards,299,,,,,,
team,201611060rai,rai,Total Yards,397,,,,,,
team,201611060rai,den,Fumbles-Lost,1-1,,,,,,
team,201611060rai,rai,Fumbles-Lost,0-0,,,,,,
team,201611060rai,den,Turnovers,2,,,,,,
team,201611060rai,rai,Turnovers,0,,,,,,
team,201611060rai,den,Penalties-Yards,12-104,,,,,,
team,201611060rai,rai,Penalties-Yards,8-72,,,,,,
team,201611060rai,den,Third Down Conv.,3-11,,,,,,
team,201611060rai,rai,Third Down Conv.,5-14,,,,,,
team,201611060rai,den,Fourth Down Conv.,0-1,,,,,,
team,201611060rai,rai,Fourth Down Conv.,0-0,,,,,,
team,201611060rai,den,Time of Possession,18:32,,,,,,
team,201611060rai,rai,Time of Possession,41:28,,,,,,
player,201611060rai,den,SiemTr00,pass_cmp,18,,,,,
player,201611060rai,den,SiemTr00,pass_att,37,,,,,
player,201611060rai,den,SiemTr00,pass_yds,283,,,,,
player,201611060rai,den,SiemTr00,pass_td,2,,,,,
player,201611060rai,den,SiemTr00,pass_int,1,,,,,
player,201611060rai,den,SiemTr00,pass_sacked,2,,,,,
player,201611060rai,den,SiemTr00,pass_sacked_yds,17,,,,,
player,201611060rai,den,SiemTr00,pass_long,69,,,,,
player,201611060rai,den,SiemTr00,pass_rating,81.2,,,,,
player,201611060rai,den,SiemTr00,rush_att,0,,,,,
player,201611060rai,den,SiemTr00,rush_yds,0,,,,,
player,201611060rai,den,SiemTr00,rush_td,0,,,,,
player,201611060rai,den,SiemTr00,rush_long,0,,,,,
player,201611060rai,den,SiemTr00,targets,0,,,,,
player,201611060rai,den,SiemTr00,rec,0,,,,,
player,201611060rai,den,SiemTr00,rec_yds,0,,,,,
player,201611060rai,den,SiemTr00,rec_td,0,,,,,
player,201611060rai,den,SiemTr00,rec_long,0,,,,,
player,201611060rai,den,SiemTr00,fumbles,1,,,,,
player,201611060rai,den,SiemTr00,fumbles_lost,1,,,,,
player,201611060rai,den,BookDe00,pass_cmp,0,,,,,
player,201611060rai,den,BookDe00,pass_att,0,,,,,
player,201611060rai,den,BookDe00,pass_yds,0,,,,,
player,201611060rai,den,BookDe00,pass_td,0,,,,,
player,201611060rai,den,BookDe00,pass_int,0,,,,,
player,201611060rai,den,BookDe00,pass_sacked,0,,,,,
