game,2016,16,20161222,201612220phi,nyg,"New York Giants",19,phi,"Philadelphia Eagles",24
team,201612220phi,nyg,First Downs,24,,,,,,
team,201612220phi,phi,First Downs,15,,,,,,
team,201612220phi,nyg,Rush-Yds-TDs,25-114-0,,,,,,
team,201612220phi,phi,Rush-Yds-TDs,30-118-1,,,,,,
team,201612220phi,nyg,Cmp-Att-Yd-TD-INT,38-63-356-1-3,,,,,,
team,201612220phi,phi,Cmp-Att-Yd-TD-INT,14-25-168-1-1,,,,,,
team,201612220phi,nyg,Sacked-Yards,0-0,,,,,,
team,201612220phi,phi,Sacked-Yards,0-0,,,,,,
team,201612220phi,nyg,Net Pass Yards,356,,,,,,
team,201612220phi,phi,Net Pass Yards,168,,,,,,
team,201612220phi,nyg,Total Yards,470,,,,,,
team,201612220phi,phi,Total Yards,286,,,,,,
team,201612220phi,nyg,Fumbles-Lost,2-0,,,,,,
team,201612220phi,phi,Fumbles-Lost,0-0,,,,,,
team,201612220phi,nyg,Turnovers,3,,,,,,
team,201612220phi,phi,Turnovers,1,,,,,,
team,201612220phi,nyg,Penalties-Yards,5-50,,,,,,
team,201612220phi,phi,Penalties-Yards,1-5,,,,,,
team,201612220phi,nyg,Third Down Conv.,10-22,,,,,,
team,201612220phi,phi,Third Down Conv.,4-12,,,,,,
team,201612220phi,nyg,Fourth Down Conv.,1-2,,,,,,
team,201612220phi,phi,Fourth Down Conv.,0-1,,,,,,
team,201612220phi,nyg,Time of Possession,34:04,,,,,,
team,201612220phi,phi,Time of Possession,25:56,,,,,,
player,201612220phi,nyg,MannEl00,pass_cmp,38,,,,,
player,201612220phi,nyg,MannEl00,pass_att,63,,,,,
player,201612220phi,nyg,MannEl00,pass_yds,356,,,,,
player,201612220phi,nyg,MannEl00,pass_td,1,,,,,
player,201612220phi,nyg,MannEl00,pass_int,3,,,,,
player,201612220phi,nyg,MannEl00,pass_sacked,0,,,,,
player,201612220phi,nyg,MannEl00,pass_sacked_yds,0,,,,,
player,201612220phi,nyg,MannEl00,pass_long,33,,,,,
player,201612220phi,nyg,MannEl00,pass_rating,61.3,,,,,
player,201612220phi,nyg,MannEl00,rush_att,0,,,,,
player,201612220phi,nyg,MannEl00,rush_yds,0,,,,,
player,201612220phi,nyg,MannEl00,rush_td,0,,,,,
player,201612220phi,nyg,MannEl00,rush_long,0,,,,,
player,201612220phi,nyg,MannEl00,targets,0,,,,,
player,201612220phi,nyg,MannEl00,rec,0,,,,,
player,201612220phi,nyg,MannEl00,rec_yds,0,,,,,
player,201612220phi,nyg,MannEl00,rec_td,0,,,,,
player,201612220phi,nyg,MannEl00,rec_long,0,,,,,
player,201612220phi,nyg,MannEl00,fumbles,0,,,,,
player,201612220phi,nyg,MannEl00,fumbles_lost,0,,,,,
player,201612220phi,nyg,PerkPa00,pass_cmp,0,,,,,
player,201612220phi,nyg,PerkPa00,pass_att,0,,,,,
player,201612220phi,nyg,PerkPa00,pass_yds,0,,,,,
player,201612220phi,nyg,PerkPa00,pass_td,0,,,,,
player,201612220phi,nyg,PerkPa00,pass_int,0,,,,,
player,201612220phi,nyg,PerkPa00,pass_sacked,0,,,,,
player,201612220phi,nyg,PerkPa00,pass_sacked_yds,0,,,,,
player,201612220phi,nyg,PerkPa00,pass_long,0,,,,,
player,201612220phi,nyg,PerkPa00,pass_rating,,,,,,
player,201612220phi,nyg,PerkPa00,rush_att,15,,,,,
player,201612220phi,nyg,PerkPa00,rush_yds,68,,,,,
player,201612220phi,nyg,PerkPa00,rush_td,0,,,,,
player,201612220phi,nyg,PerkPa00,rush_long,20,,,,,
player,201612220phi,nyg,PerkPa00,targets,2,,,,,
player,201612220phi,nyg,PerkPa00,rec,1,,,,,
player,201612220phi,nyg,PerkPa00,rec_yds,9,,,,,
player,201612220phi,nyg,PerkPa00,rec_td,0,,,,,
player,201612220phi,nyg,PerkPa00,rec_long,9,,,,,
player,201612220phi,nyg,PerkPa00,fumbles,0,,,,,
player,201612220phi,nyg,PerkPa00,fumbles_lost,0,,,,,
player,201612220phi,nyg,JennRa00,pass_cmp,0,,,,,
player,201612220phi,nyg,JennRa00,pass_att,0,,,,,
player,201612220phi,nyg,JennRa00,pass_yds,0,,,,,
player,201612220phi,nyg,JennRa00,pass_td,0,,,,,
player,201612220phi,nyg,JennRa00,pass_int,0,,,,,
player,201612220phi,nyg,JennRa00,pass_sacked,0,,,,,
player,201612220phi,nyg,JennRa00,pass_sacked_yds,0,,,,,
player,201612220phi,nyg,JennRa00,pass_long,0,,,,,
player,201612220phi,nyg,JennRa00,pass_rating,,,,,,
player,201612220phi,nyg,JennRa00,rush_att,9,,,,,
player,201612220phi,nyg,JennRa00,rush_yds,44,,,,,
player,201612220phi,nyg,JennRa00,rush_td,0,,,,,
player,201612220phi,nyg,JennRa00,rush_long,19,,,,,
player,201612220phi,nyg,JennRa00,targets,5,,,,,
player,201612220phi,nyg,JennRa00,rec,4,,,,,
player,201612220phi,nyg,JennRa00,rec_yds,7,,,,,
player,201612220phi,nyg,JennRa00,rec_td,0,,,,,
player,201612220phi,nyg,JennRa00,rec_long,6,,,,,
player,201612220phi,nyg,JennRa00,fumbles,1,,,,,
player,201612220phi,nyg,JennRa00,fumbles_lost,0,,,,,
player,201612220phi,nyg,ShepSt00,pass_cmp,0,,,,,
player,201612220phi,nyg,ShepSt00,pass_att,0,,,,,
player,201612220phi,nyg,ShepSt00,pass_yds,0,,,,,
player,201612220phi,nyg,ShepSt00,pass_td,0,,,,,
player,201612220phi,nyg,ShepSt00,pass_int,0,,,,,
player,201612220phi,nyg,ShepSt00,pass_sacked,0,,,,,
player,201612220phi,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201612220phi,nyg,ShepSt00,pass_long,0,,,,,
player,201612220phi,nyg,ShepSt00,pass_rating,,,,,,
player,201612220phi,nyg,ShepSt00,rush_att,1,,,,,
player,201612220phi,nyg,ShepSt00,rush_yds,2,,,,,
player,201612220phi,nyg,ShepSt00,rush_td,0,,,,,
player,201612220phi,nyg,ShepSt00,rush_long,2,,,,,
player,201612220phi,nyg,ShepSt00,targets,11,,,,,
player,201612220phi,nyg,ShepSt00,rec,7,,,,,
player,201612220phi,nyg,ShepSt00,rec_yds,61,,,,,
player,201612220phi,nyg,ShepSt00,rec_td,1,,,,,
player,201612220phi,nyg,ShepSt00,rec_long,13,,,,,
player,201612220phi,nyg,ShepSt00,fumbles,0,,,,,
player,201612220phi,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201612220phi,nyg,BeckOd00,pass_cmp,0,,,,,
player,201612220phi,nyg,BeckOd00,pass_att,0,,,,,
player,201612220phi,nyg,BeckOd00,pass_yds,0,,,,,
player,201612220phi,nyg,BeckOd00,pass_td,0,,,,,
player,201612220phi,nyg,BeckOd00,pass_int,0,,,,,
player,201612220phi,nyg,BeckOd00,pass_sacked,0,,,,,
player,201612220phi,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201612220phi,nyg,BeckOd00,pass_long,0,,,,,
player,201612220phi,nyg,BeckOd00,pass_rating,,,,,,
player,201612220phi,nyg,BeckOd00,rush_att,0,,,,,
player,201612220phi,nyg,BeckOd00,rush_yds,0,,,,,
player,201612220phi,nyg,BeckOd00,rush_td,0,,,,,
player,201612220phi,nyg,BeckOd00,rush_long,0,,,,,
player,201612220phi,nyg,BeckOd00,targets,20,,,,,
player,201612220phi,nyg,BeckOd00,rec,11,,,,,
player,201612220phi,nyg,BeckOd00,rec_yds,150,,,,,
player,201612220phi,nyg,BeckOd00,rec_td,0,,,,,
player,201612220phi,nyg,BeckOd00,rec_long,33,,,,,
player,201612220phi,nyg,BeckOd00,fumbles,0,,,,,
player,201612220phi,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201612220phi,nyg,CruzVi00,pass_cmp,0,,,,,
player,201612220phi,nyg,CruzVi00,pass_att,0,,,,,
player,201612220phi,nyg,CruzVi00,pass_yds,0,,,,,
player,201612220phi,nyg,CruzVi00,pass_td,0,,,,,
player,201612220phi,nyg,CruzVi00,pass_int,0,,,,,
player,201612220phi,nyg,CruzVi00,pass_sacked,0,,,,,
player,201612220phi,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201612220phi,nyg,CruzVi00,pass_long,0,,,,,
player,201612220phi,nyg,CruzVi00,pass_rating,,,,,,
player,201612220phi,nyg,CruzVi00,rush_att,0,,,,,
player,201612220phi,nyg,CruzVi00,rush_yds,0,,,,,
player,201612220phi,nyg,CruzVi00,rush_td,0,,,,,
player,201612220phi,nyg,CruzVi00,rush_long,0,,,,,
player,201612220phi,nyg,CruzVi00,targets,13,,,,,
player,201612220phi,nyg,CruzVi00,rec,8,,,,,
player,201612220phi,nyg,CruzVi00,rec_yds,84,,,,,
player,201612220phi,nyg,CruzVi00,rec_td,0,,,,,
player,201612220phi,nyg,CruzVi00,rec_long,29,,,,,
player,201612220phi,nyg,CruzVi00,fumbles,0,,,,,
player,201612220phi,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201612220phi,nyg,TyexWi00,pass_cmp,0,,,,,
player,201612220phi,nyg,TyexWi00,pass_att,0,,,,,
player,201612220phi,nyg,TyexWi00,pass_yds,0,,,,,
player,201612220phi,nyg,TyexWi00,pass_td,0,,,,,
player,201612220phi,nyg,TyexWi00,pass_int,0,,,,,
player,201612220phi,nyg,TyexWi00,pass_sacked,0,,,,,
player,201612220phi,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201612220phi,nyg,TyexWi00,pass_long,0,,,,,
player,201612220phi,nyg,TyexWi00,pass_rating,,,,,,
player,201612220phi,nyg,TyexWi00,rush_att,0,,,,,
player,201612220phi,nyg,TyexWi00,rush_yds,0,,,,,
player,201612220phi,nyg,TyexWi00,rush_td,0,,,,,
player,201612220phi,nyg,TyexWi00,rush_long,0,,,,,
player,201612220phi,nyg,TyexWi00,targets,8,,,,,
player,201612220phi,nyg,TyexWi00,rec,5,,,,,
player,201612220phi,nyg,TyexWi00,rec_yds,23,,,,,
player,201612220phi,nyg,TyexWi00,rec_td,0,,,,,
player,201612220phi,nyg,TyexWi00,rec_long,7,,,,,
player,201612220phi,nyg,TyexWi00,fumbles,0,,,,,
player,201612220phi,nyg,TyexWi00,fumbles_lost,0,,,,,
player,201612220phi,nyg,RainBo00,pass_cmp,0,,,,,
player,201612220phi,nyg,RainBo00,pass_att,0,,,,,
player,201612220phi,nyg,RainBo00,pass_yds,0,,,,,
player,201612220phi,nyg,RainBo00,pass_td,0,,,,,
player,201612220phi,nyg,RainBo00,pass_int,0,,,,,
player,201612220phi,nyg,RainBo00,pass_sacked,0,,,,,
player,201612220phi,nyg,RainBo00,pass_sacked_yds,0,,,,,
player,201612220phi,nyg,RainBo00,pass_long,0,,,,,
player,201612220phi,nyg,RainBo00,pass_rating,,,,,,
player,201612220phi,nyg,RainBo00,rush_att,0,,,,,
player,201612220phi,nyg,RainBo00,rush_yds,0,,,,,
player,201612220phi,nyg,RainBo00,rush_td,0,,,,,
player,201612220phi,nyg,RainBo00,rush_long,0,,,,,
player,201612220phi,nyg,RainBo00,targets,2,,,,,
player,201612220phi,nyg,RainBo00,rec,1,,,,,
player,201612220phi,nyg,RainBo00,rec_yds,13,,,,,
player,201612220phi,nyg,RainBo00,rec_td,0,,,,,
player,201612220phi,nyg,RainBo00,rec_long,13,,,,,
player,201612220phi,nyg,RainBo00,fumbles,0,,,,,
player,201612220phi,nyg,RainBo00,fumbles_lost,0,,,,,
player,201612220phi,nyg,AdamJe01,pass_cmp,0,,,,,
player,201612220phi,nyg,AdamJe01,pass_att,0,,,,,
player,201612220phi,nyg,AdamJe01,pass_yds,0,,,,,
player,201612220phi,nyg,AdamJe01,pass_td,0,,,,,
player,201612220phi,nyg,AdamJe01,pass_int,0,,,,,
player,201612220phi,nyg,AdamJe01,pass_sacked,0,,,,,
player,201612220phi,nyg,AdamJe01,pass_sacked_yds,0,,,,,
player,201612220phi,nyg,AdamJe01,pass_long,0,,,,,
player,201612220phi,nyg,AdamJe01,pass_rating,,,,,,
player,201612220phi,nyg,AdamJe01,rush_att,0,,,,,
player,201612220phi,nyg,AdamJe01,rush_yds,0,,,,,
player,201612220phi,nyg,AdamJe01,rush_td,0,,,,,
player,201612220phi,nyg,AdamJe01,rush_long,0,,,,,
player,201612220phi,nyg,AdamJe01,targets,1,,,,,
player,201612220phi,nyg,AdamJe01,rec,1,,,,,
player,201612220phi,nyg,AdamJe01,rec_yds,9,,,,,
player,201612220phi,nyg,AdamJe01,rec_td,0,,,,,
player,201612220phi,nyg,AdamJe01,rec_long,9,,,,,
