game,2016,15,20161218,201612180atl,sfo,"San Francisco 49ers",13,atl,"Atlanta Falcons",41
player,201612180atl,atl,HoopAu00,pass_long,0,,,,,
player,201612180atl,atl,HoopAu00,pass_rating,,,,,,
player,201612180atl,atl,HoopAu00,rush_att,0,,,,,
player,201612180atl,atl,HoopAu00,rush_yds,0,,,,,
player,201612180atl,atl,HoopAu00,rush_td,0,,,,,
player,201612180atl,atl,HoopAu00,rush_long,0,,,,,
player,201612180atl,atl,HoopAu00,targets,1,,,,,
player,201612180atl,atl,HoopAu00,rec,1,,,,,
player,201612180atl,atl,HoopAu00,rec_yds,9,,,,,
player,201612180atl,atl,HoopAu00,rec_td,1,,,,,
player,201612180atl,atl,HoopAu00,rec_long,9,,,,,
player,201612180atl,atl,HoopAu00,fumbles,0,,,,,
player,201612180atl,atl,HoopAu00,fumbles_lost,0,,,,,
player,201612180atl,atl,PerkJo02,pass_cmp,0,,,,,
player,201612180atl,atl,PerkJo02,pass_att,0,,,,,
player,201612180atl,atl,PerkJo02,pass_yds,0,,,,,
player,201612180atl,atl,PerkJo02,pass_td,0,,,,,
player,201612180atl,atl,PerkJo02,pass_int,0,,,,,
player,201612180atl,atl,PerkJo02,pass_sacked,0,,,,,
player,201612180atl,atl,PerkJo02,pass_sacked_yds,0,,,,,
player,201612180atl,atl,PerkJo02,pass_long,0,,,,,
player,201612180atl,atl,PerkJo02,pass_rating,,,,,,
player,201612180atl,atl,PerkJo02,rush_att,0,,,,,
player,201612180atl,atl,PerkJo02,rush_yds,0,,,,,
player,201612180atl,atl,PerkJo02,rush_td,0,,,,,
player,201612180atl,atl,PerkJo02,rush_long,0,,,,,
player,201612180atl,atl,PerkJo02,targets,1,,,,,
player,201612180atl,atl,PerkJo02,rec,1,,,,,
player,201612180atl,atl,PerkJo02,rec_yds,8,,,,,
player,201612180atl,atl,PerkJo02,rec_td,0,,,,,
player,201612180atl,atl,PerkJo02,rec_long,8,,,,,
player,201612180atl,atl,PerkJo02,fumbles,0,,,,,
player,201612180atl,atl,PerkJo02,fumbles_lost,0,,,,,
player,201612180atl,sfo,HaroEl00,def_int,0,,,,,
player,201612180atl,sfo,HaroEl00,def_int_yds,0,,,,,
player,201612180atl,sfo,HaroEl00,def_int_td,0,,,,,
player,201612180atl,sfo,HaroEl00,def_int_long,0,,,,,
player,201612180atl,sfo,HaroEl00,pass_defended,0,,,,,
player,201612180atl,sfo,HaroEl00,sacks,1.0,,,,,
player,201612180atl,sfo,HaroEl00,tackles_combined,2,,,,,
player,201612180atl,sfo,HaroEl00,tackles_solo,2,,,,,
player,201612180atl,sfo,HaroEl00,tackles_assists,0,,,,,
player,201612180atl,sfo,HaroEl00,tackles_loss,0,,,,,
player,201612180atl,sfo,HaroEl00,qb_hits,1,,,,,
player,201612180atl,sfo,HaroEl00,fumbles_rec,0,,,,,
player,201612180atl,sfo,HaroEl00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,HaroEl00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,HaroEl00,fumbles_forced,0,,,,,
player,201612180atl,sfo,BethAn20,def_int,0,,,,,
player,201612180atl,sfo,BethAn20,def_int_yds,0,,,,,
player,201612180atl,sfo,BethAn20,def_int_td,0,,,,,
player,201612180atl,sfo,BethAn20,def_int_long,0,,,,,
player,201612180atl,sfo,BethAn20,pass_defended,0,,,,,
player,201612180atl,sfo,BethAn20,sacks,0.0,,,,,
player,201612180atl,sfo,BethAn20,tackles_combined,10,,,,,
player,201612180atl,sfo,BethAn20,tackles_solo,9,,,,,
player,201612180atl,sfo,BethAn20,tackles_assists,1,,,,,
player,201612180atl,sfo,BethAn20,tackles_loss,1,,,,,
player,201612180atl,sfo,BethAn20,qb_hits,0,,,,,
player,201612180atl,sfo,BethAn20,fumbles_rec,0,,,,,
player,201612180atl,sfo,BethAn20,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,BethAn20,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,BethAn20,fumbles_forced,0,,,,,
player,201612180atl,sfo,TartJa00,def_int,0,,,,,
player,201612180atl,sfo,TartJa00,def_int_yds,0,,,,,
player,201612180atl,sfo,TartJa00,def_int_td,0,,,,,
player,201612180atl,sfo,TartJa00,def_int_long,0,,,,,
player,201612180atl,sfo,TartJa00,pass_defended,0,,,,,
player,201612180atl,sfo,TartJa00,sacks,0.0,,,,,
player,201612180atl,sfo,TartJa00,tackles_combined,8,,,,,
player,201612180atl,sfo,TartJa00,tackles_solo,7,,,,,
player,201612180atl,sfo,TartJa00,tackles_assists,1,,,,,
player,201612180atl,sfo,TartJa00,tackles_loss,1,,,,,
player,201612180atl,sfo,TartJa00,qb_hits,0,,,,,
player,201612180atl,sfo,TartJa00,fumbles_rec,0,,,,,
player,201612180atl,sfo,TartJa00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,TartJa00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,TartJa00,fumbles_forced,0,,,,,
player,201612180atl,sfo,WilhMi00,def_int,0,,,,,
player,201612180atl,sfo,WilhMi00,def_int_yds,0,,,,,
player,201612180atl,sfo,WilhMi00,def_int_td,0,,,,,
player,201612180atl,sfo,WilhMi00,def_int_long,0,,,,,
player,201612180atl,sfo,WilhMi00,pass_defended,0,,,,,
player,201612180atl,sfo,WilhMi00,sacks,0.0,,,,,
player,201612180atl,sfo,WilhMi00,tackles_combined,6,,,,,
player,201612180atl,sfo,WilhMi00,tackles_solo,5,,,,,
player,201612180atl,sfo,WilhMi00,tackles_assists,1,,,,,
player,201612180atl,sfo,WilhMi00,tackles_loss,0,,,,,
player,201612180atl,sfo,WilhMi00,qb_hits,0,,,,,
player,201612180atl,sfo,WilhMi00,fumbles_rec,1,,,,,
player,201612180atl,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,WilhMi00,fumbles_forced,1,,,,,
player,201612180atl,sfo,BrooAh21,def_int,0,,,,,
player,201612180atl,sfo,BrooAh21,def_int_yds,0,,,,,
player,201612180atl,sfo,BrooAh21,def_int_td,0,,,,,
player,201612180atl,sfo,BrooAh21,def_int_long,0,,,,,
player,201612180atl,sfo,BrooAh21,pass_defended,0,,,,,
player,201612180atl,sfo,BrooAh21,sacks,0.0,,,,,
player,201612180atl,sfo,BrooAh21,tackles_combined,4,,,,,
player,201612180atl,sfo,BrooAh21,tackles_solo,4,,,,,
player,201612180atl,sfo,BrooAh21,tackles_assists,0,,,,,
player,201612180atl,sfo,BrooAh21,tackles_loss,0,,,,,
player,201612180atl,sfo,BrooAh21,qb_hits,0,,,,,
player,201612180atl,sfo,BrooAh21,fumbles_rec,0,,,,,
player,201612180atl,sfo,BrooAh21,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,BrooAh21,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,BrooAh21,fumbles_forced,1,,,,,
player,201612180atl,sfo,BuckDe00,def_int,0,,,,,
player,201612180atl,sfo,BuckDe00,def_int_yds,0,,,,,
player,201612180atl,sfo,BuckDe00,def_int_td,0,,,,,
player,201612180atl,sfo,BuckDe00,def_int_long,0,,,,,
player,201612180atl,sfo,BuckDe00,pass_defended,0,,,,,
player,201612180atl,sfo,BuckDe00,sacks,0.0,,,,,
player,201612180atl,sfo,BuckDe00,tackles_combined,4,,,,,
player,201612180atl,sfo,BuckDe00,tackles_solo,3,,,,,
player,201612180atl,sfo,BuckDe00,tackles_assists,1,,,,,
player,201612180atl,sfo,BuckDe00,tackles_loss,1,,,,,
player,201612180atl,sfo,BuckDe00,qb_hits,0,,,,,
player,201612180atl,sfo,BuckDe00,fumbles_rec,0,,,,,
player,201612180atl,sfo,BuckDe00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,BuckDe00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,BuckDe00,fumbles_forced,0,,,,,
player,201612180atl,sfo,LyncAa00,def_int,0,,,,,
player,201612180atl,sfo,LyncAa00,def_int_yds,0,,,,,
player,201612180atl,sfo,LyncAa00,def_int_td,0,,,,,
player,201612180atl,sfo,LyncAa00,def_int_long,0,,,,,
player,201612180atl,sfo,LyncAa00,pass_defended,0,,,,,
player,201612180atl,sfo,LyncAa00,sacks,0.0,,,,,
player,201612180atl,sfo,LyncAa00,tackles_combined,4,,,,,
player,201612180atl,sfo,LyncAa00,tackles_solo,4,,,,,
player,201612180atl,sfo,LyncAa00,tackles_assists,0,,,,,
player,201612180atl,sfo,LyncAa00,tackles_loss,1,,,,,
player,201612180atl,sfo,LyncAa00,qb_hits,0,,,,,
player,201612180atl,sfo,LyncAa00,fumbles_rec,0,,,,,
player,201612180atl,sfo,LyncAa00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,LyncAa00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,LyncAa00,fumbles_forced,0,,,,,
player,201612180atl,sfo,BrocTr00,def_int,0,,,,,
player,201612180atl,sfo,BrocTr00,def_int_yds,0,,,,,
player,201612180atl,sfo,BrocTr00,def_int_td,0,,,,,
player,201612180atl,sfo,BrocTr00,def_int_long,0,,,,,
player,201612180atl,sfo,BrocTr00,pass_defended,1,,,,,
player,201612180atl,sfo,BrocTr00,sacks,0.0,,,,,
player,201612180atl,sfo,BrocTr00,tackles_combined,3,,,,,
player,201612180atl,sfo,BrocTr00,tackles_solo,2,,,,,
player,201612180atl,sfo,BrocTr00,tackles_assists,1,,,,,
player,201612180atl,sfo,BrocTr00,tackles_loss,1,,,,,
player,201612180atl,sfo,BrocTr00,qb_hits,0,,,,,
player,201612180atl,sfo,BrocTr00,fumbles_rec,0,,,,,
player,201612180atl,sfo,BrocTr00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,BrocTr00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,BrocTr00,fumbles_forced,0,,,,,
player,201612180atl,sfo,CarrCo00,def_int,0,,,,,
player,201612180atl,sfo,CarrCo00,def_int_yds,0,,,,,
player,201612180atl,sfo,CarrCo00,def_int_td,0,,,,,
player,201612180atl,sfo,CarrCo00,def_int_long,0,,,,,
player,201612180atl,sfo,CarrCo00,pass_defended,0,,,,,
player,201612180atl,sfo,CarrCo00,sacks,0.0,,,,,
player,201612180atl,sfo,CarrCo00,tackles_combined,3,,,,,
player,201612180atl,sfo,CarrCo00,tackles_solo,1,,,,,
player,201612180atl,sfo,CarrCo00,tackles_assists,2,,,,,
player,201612180atl,sfo,CarrCo00,tackles_loss,,,,,,
player,201612180atl,sfo,CarrCo00,qb_hits,,,,,,
player,201612180atl,sfo,CarrCo00,fumbles_rec,0,,,,,
player,201612180atl,sfo,CarrCo00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,CarrCo00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,CarrCo00,fumbles_forced,0,,,,,
player,201612180atl,sfo,CromMa01,def_int,0,,,,,
player,201612180atl,sfo,CromMa01,def_int_yds,0,,,,,
player,201612180atl,sfo,CromMa01,def_int_td,0,,,,,
player,201612180atl,sfo,CromMa01,def_int_long,0,,,,,
player,201612180atl,sfo,CromMa01,pass_defended,0,,,,,
player,201612180atl,sfo,CromMa01,sacks,0.0,,,,,
player,201612180atl,sfo,CromMa01,tackles_combined,3,,,,,
player,201612180atl,sfo,CromMa01,tackles_solo,3,,,,,
player,201612180atl,sfo,CromMa01,tackles_assists,0,,,,,
player,201612180atl,sfo,CromMa01,tackles_loss,0,,,,,
player,201612180atl,sfo,CromMa01,qb_hits,0,,,,,
player,201612180atl,sfo,CromMa01,fumbles_rec,0,,,,,
player,201612180atl,sfo,CromMa01,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,CromMa01,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,CromMa01,fumbles_forced,0,,,,,
player,201612180atl,sfo,BallMa00,def_int,0,,,,,
player,201612180atl,sfo,BallMa00,def_int_yds,0,,,,,
player,201612180atl,sfo,BallMa00,def_int_td,0,,,,,
player,201612180atl,sfo,BallMa00,def_int_long,0,,,,,
player,201612180atl,sfo,BallMa00,pass_defended,0,,,,,
player,201612180atl,sfo,BallMa00,sacks,0.0,,,,,
player,201612180atl,sfo,BallMa00,tackles_combined,2,,,,,
player,201612180atl,sfo,BallMa00,tackles_solo,1,,,,,
player,201612180atl,sfo,BallMa00,tackles_assists,1,,,,,
player,201612180atl,sfo,BallMa00,tackles_loss,0,,,,,
player,201612180atl,sfo,BallMa00,qb_hits,0,,,,,
player,201612180atl,sfo,BallMa00,fumbles_rec,0,,,,,
player,201612180atl,sfo,BallMa00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,BallMa00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,BallMa00,fumbles_forced,0,,,,,
player,201612180atl,sfo,DialQu00,def_int,0,,,,,
player,201612180atl,sfo,DialQu00,def_int_yds,0,,,,,
player,201612180atl,sfo,DialQu00,def_int_td,0,,,,,
player,201612180atl,sfo,DialQu00,def_int_long,0,,,,,
player,201612180atl,sfo,DialQu00,pass_defended,0,,,,,
player,201612180atl,sfo,DialQu00,sacks,0.0,,,,,
player,201612180atl,sfo,DialQu00,tackles_combined,2,,,,,
player,201612180atl,sfo,DialQu00,tackles_solo,0,,,,,
player,201612180atl,sfo,DialQu00,tackles_assists,2,,,,,
player,201612180atl,sfo,DialQu00,tackles_loss,0,,,,,
player,201612180atl,sfo,DialQu00,qb_hits,0,,,,,
player,201612180atl,sfo,DialQu00,fumbles_rec,0,,,,,
player,201612180atl,sfo,DialQu00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,DialQu00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,DialQu00,fumbles_forced,0,,,,,
player,201612180atl,sfo,DorsGl99,def_int,0,,,,,
player,201612180atl,sfo,DorsGl99,def_int_yds,0,,,,,
player,201612180atl,sfo,DorsGl99,def_int_td,0,,,,,
player,201612180atl,sfo,DorsGl99,def_int_long,0,,,,,
player,201612180atl,sfo,DorsGl99,pass_defended,0,,,,,
player,201612180atl,sfo,DorsGl99,sacks,0.0,,,,,
player,201612180atl,sfo,DorsGl99,tackles_combined,2,,,,,
player,201612180atl,sfo,DorsGl99,tackles_solo,2,,,,,
player,201612180atl,sfo,DorsGl99,tackles_assists,0,,,,,
player,201612180atl,sfo,DorsGl99,tackles_loss,0,,,,,
player,201612180atl,sfo,DorsGl99,qb_hits,1,,,,,
player,201612180atl,sfo,DorsGl99,fumbles_rec,0,,,,,
player,201612180atl,sfo,DorsGl99,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,DorsGl99,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,DorsGl99,fumbles_forced,0,,,,,
player,201612180atl,sfo,JoneCh04,def_int,0,,,,,
player,201612180atl,sfo,JoneCh04,def_int_yds,0,,,,,
player,201612180atl,sfo,JoneCh04,def_int_td,0,,,,,
player,201612180atl,sfo,JoneCh04,def_int_long,0,,,,,
player,201612180atl,sfo,JoneCh04,pass_defended,0,,,,,
player,201612180atl,sfo,JoneCh04,sacks,0.0,,,,,
player,201612180atl,sfo,JoneCh04,tackles_combined,2,,,,,
player,201612180atl,sfo,JoneCh04,tackles_solo,1,,,,,
player,201612180atl,sfo,JoneCh04,tackles_assists,1,,,,,
player,201612180atl,sfo,JoneCh04,tackles_loss,1,,,,,
player,201612180atl,sfo,JoneCh04,qb_hits,0,,,,,
player,201612180atl,sfo,JoneCh04,fumbles_rec,0,,,,,
player,201612180atl,sfo,JoneCh04,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,JoneCh04,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,JoneCh04,fumbles_forced,0,,,,,
player,201612180atl,sfo,SunsVi00,def_int,0,,,,,
player,201612180atl,sfo,SunsVi00,def_int_yds,0,,,,,
player,201612180atl,sfo,SunsVi00,def_int_td,0,,,,,
player,201612180atl,sfo,SunsVi00,def_int_long,0,,,,,
player,201612180atl,sfo,SunsVi00,pass_defended,0,,,,,
player,201612180atl,sfo,SunsVi00,sacks,0.0,,,,,
player,201612180atl,sfo,SunsVi00,tackles_combined,2,,,,,
player,201612180atl,sfo,SunsVi00,tackles_solo,2,,,,,
player,201612180atl,sfo,SunsVi00,tackles_assists,0,,,,,
player,201612180atl,sfo,SunsVi00,tackles_loss,0,,,,,
player,201612180atl,sfo,SunsVi00,qb_hits,0,,,,,
player,201612180atl,sfo,SunsVi00,fumbles_rec,0,,,,,
player,201612180atl,sfo,SunsVi00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,SunsVi00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,SunsVi00,fumbles_forced,0,,,,,
player,201612180atl,sfo,WardJi01,def_int,0,,,,,
player,201612180atl,sfo,WardJi01,def_int_yds,0,,,,,
player,201612180atl,sfo,WardJi01,def_int_td,0,,,,,
player,201612180atl,sfo,WardJi01,def_int_long,0,,,,,
player,201612180atl,sfo,WardJi01,pass_defended,0,,,,,
player,201612180atl,sfo,WardJi01,sacks,0.0,,,,,
player,201612180atl,sfo,WardJi01,tackles_combined,2,,,,,
player,201612180atl,sfo,WardJi01,tackles_solo,2,,,,,
player,201612180atl,sfo,WardJi01,tackles_assists,0,,,,,
player,201612180atl,sfo,WardJi01,tackles_loss,0,,,,,
player,201612180atl,sfo,WardJi01,qb_hits,0,,,,,
player,201612180atl,sfo,WardJi01,fumbles_rec,0,,,,,
player,201612180atl,sfo,WardJi01,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,WardJi01,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,WardJi01,fumbles_forced,0,,,,,
player,201612180atl,sfo,BellNi01,def_int,0,,,,,
player,201612180atl,sfo,BellNi01,def_int_yds,0,,,,,
player,201612180atl,sfo,BellNi01,def_int_td,0,,,,,
player,201612180atl,sfo,BellNi01,def_int_long,0,,,,,
player,201612180atl,sfo,BellNi01,pass_defended,0,,,,,
player,201612180atl,sfo,BellNi01,sacks,0.0,,,,,
player,201612180atl,sfo,BellNi01,tackles_combined,1,,,,,
player,201612180atl,sfo,BellNi01,tackles_solo,0,,,,,
player,201612180atl,sfo,BellNi01,tackles_assists,1,,,,,
player,201612180atl,sfo,BellNi01,tackles_loss,0,,,,,
player,201612180atl,sfo,BellNi01,qb_hits,0,,,,,
player,201612180atl,sfo,BellNi01,fumbles_rec,0,,,,,
player,201612180atl,sfo,BellNi01,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,BellNi01,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,BellNi01,fumbles_forced,0,,,,,
player,201612180atl,sfo,HammJe01,def_int,0,,,,,
player,201612180atl,sfo,HammJe01,def_int_yds,,,,,,
player,201612180atl,sfo,HammJe01,def_int_td,0,,,,,
player,201612180atl,sfo,HammJe01,def_int_long,0,,,,,
player,201612180atl,sfo,HammJe01,pass_defended,0,,,,,
player,201612180atl,sfo,HammJe01,sacks,0.0,,,,,
player,201612180atl,sfo,HammJe01,tackles_combined,1,,,,,
player,201612180atl,sfo,HammJe01,tackles_solo,0,,,,,
player,201612180atl,sfo,HammJe01,tackles_assists,1,,,,,
player,201612180atl,sfo,HammJe01,tackles_loss,0,,,,,
player,201612180atl,sfo,HammJe01,qb_hits,0,,,,,
player,201612180atl,sfo,HammJe01,fumbles_rec,0,,,,,
player,201612180atl,sfo,HammJe01,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,HammJe01,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,HammJe01,fumbles_forced,0,,,,,
player,201612180atl,sfo,JohnDo02,def_int,0,,,,,
player,201612180atl,sfo,JohnDo02,def_int_yds,0,,,,,
player,201612180atl,sfo,JohnDo02,def_int_td,0,,,,,
player,201612180atl,sfo,JohnDo02,def_int_long,0,,,,,
player,201612180atl,sfo,JohnDo02,pass_defended,0,,,,,
player,201612180atl,sfo,JohnDo02,sacks,0.0,,,,,
player,201612180atl,sfo,JohnDo02,tackles_combined,1,,,,,
player,201612180atl,sfo,JohnDo02,tackles_solo,1,,,,,
player,201612180atl,sfo,JohnDo02,tackles_assists,0,,,,,
player,201612180atl,sfo,JohnDo02,tackles_loss,0,,,,,
player,201612180atl,sfo,JohnDo02,qb_hits,0,,,,,
player,201612180atl,sfo,JohnDo02,fumbles_rec,0,,,,,
player,201612180atl,sfo,JohnDo02,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,JohnDo02,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,JohnDo02,fumbles_forced,0,,,,,
player,201612180atl,sfo,PiniBr00,def_int,0,,,,,
player,201612180atl,sfo,PiniBr00,def_int_yds,0,,,,,
player,201612180atl,sfo,PiniBr00,def_int_td,0,,,,,
player,201612180atl,sfo,PiniBr00,def_int_long,0,,,,,
player,201612180atl,sfo,PiniBr00,pass_defended,0,,,,,
player,201612180atl,sfo,PiniBr00,sacks,0.0,,,,,
player,201612180atl,sfo,PiniBr00,tackles_combined,1,,,,,
player,201612180atl,sfo,PiniBr00,tackles_solo,1,,,,,
player,201612180atl,sfo,PiniBr00,tackles_assists,0,,,,,
player,201612180atl,sfo,PiniBr00,tackles_loss,0,,,,,
player,201612180atl,sfo,PiniBr00,qb_hits,0,,,,,
player,201612180atl,sfo,PiniBr00,fumbles_rec,0,,,,,
player,201612180atl,sfo,PiniBr00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,PiniBr00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,PiniBr00,fumbles_forced,0,,,,,
player,201612180atl,sfo,PurcMi00,def_int,0,,,,,
player,201612180atl,sfo,PurcMi00,def_int_yds,0,,,,,
player,201612180atl,sfo,PurcMi00,def_int_td,0,,,,,
player,201612180atl,sfo,PurcMi00,def_int_long,0,,,,,
player,201612180atl,sfo,PurcMi00,pass_defended,0,,,,,
player,201612180atl,sfo,PurcMi00,sacks,0.0,,,,,
player,201612180atl,sfo,PurcMi00,tackles_combined,1,,,,,
player,201612180atl,sfo,PurcMi00,tackles_solo,1,,,,,
player,201612180atl,sfo,PurcMi00,tackles_assists,0,,,,,
player,201612180atl,sfo,PurcMi00,tackles_loss,0,,,,,
player,201612180atl,sfo,PurcMi00,qb_hits,0,,,,,
player,201612180atl,sfo,PurcMi00,fumbles_rec,0,,,,,
player,201612180atl,sfo,PurcMi00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,PurcMi00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,PurcMi00,fumbles_forced,0,,,,,
player,201612180atl,sfo,ReasKe00,def_int,0,,,,,
player,201612180atl,sfo,ReasKe00,def_int_yds,0,,,,,
player,201612180atl,sfo,ReasKe00,def_int_td,0,,,,,
player,201612180atl,sfo,ReasKe00,def_int_long,0,,,,,
player,201612180atl,sfo,ReasKe00,pass_defended,0,,,,,
player,201612180atl,sfo,ReasKe00,sacks,0.0,,,,,
player,201612180atl,sfo,ReasKe00,tackles_combined,0,,,,,
player,201612180atl,sfo,ReasKe00,tackles_solo,0,,,,,
player,201612180atl,sfo,ReasKe00,tackles_assists,0,,,,,
player,201612180atl,sfo,ReasKe00,tackles_loss,0,,,,,
player,201612180atl,sfo,ReasKe00,qb_hits,1,,,,,
player,201612180atl,sfo,ReasKe00,fumbles_rec,0,,,,,
player,201612180atl,sfo,ReasKe00,fumbles_rec_yds,0,,,,,
player,201612180atl,sfo,ReasKe00,fumbles_rec_td,0,,,,,
player,201612180atl,sfo,ReasKe00,fumbles_forced,0,,,,,
player,201612180atl,atl,BeasVi00,def_int,0,,,,,
player,201612180atl,atl,BeasVi00,def_int_yds,0,,,,,
player,201612180atl,atl,BeasVi00,def_int_td,0,,,,,
player,201612180atl,atl,BeasVi00,def_int_long,0,,,,,
player,201612180atl,atl,BeasVi00,pass_defended,0,,,,,
player,201612180atl,atl,BeasVi00,sacks,1.0,,,,,
player,201612180atl,atl,BeasVi00,tackles_combined,1,,,,,
player,201612180atl,atl,BeasVi00,tackles_solo,1,,,,,
player,201612180atl,atl,BeasVi00,tackles_assists,0,,,,,
player,201612180atl,atl,BeasVi00,tackles_loss,1,,,,,
player,201612180atl,atl,BeasVi00,qb_hits,0,,,,,
player,201612180atl,atl,BeasVi00,fumbles_rec,0,,,,,
player,201612180atl,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201612180atl,atl,BeasVi00,fumbles_rec_td,0,,,,,
player,201612180atl,atl,BeasVi00,fumbles_forced,0,,,,,
player,201612180atl,atl,HageRa00,def_int,0,,,,,
player,201612180atl,atl,HageRa00,def_int_yds,0,,,,,
player,201612180atl,atl,HageRa00,def_int_td,0,,,,,
player,201612180atl,atl,HageRa00,def_int_long,0,,,,,
player,201612180atl,atl,HageRa00,pass_defended,0,,,,,
player,201612180atl,atl,HageRa00,sacks,1.0,,,,,
player,201612180atl,atl,HageRa00,tackles_combined,1,,,,,
player,201612180atl,atl,HageRa00,tackles_solo,1,,,,,
player,201612180atl,atl,HageRa00,tackles_assists,0,,,,,
player,201612180atl,atl,HageRa00,tackles_loss,1,,,,,
player,201612180atl,atl,HageRa00,qb_hits,1,,,,,
player,201612180atl,atl,HageRa00,fumbles_rec,0,,,,,
player,201612180atl,atl,HageRa00,fumbles_rec_yds,0,,,,,
player,201612180atl,atl,HageRa00,fumbles_rec_td,0,,,,,
player,201612180atl,atl,HageRa00,fumbles_forced,0,,,,,
player,201612180atl,atl,NealKe01,def_int,0,,,,,
player,201612180atl,atl,NealKe01,def_int_yds,0,,,,,
player,201612180atl,atl,NealKe01,def_int_td,0,,,,,
player,201612180atl,atl,NealKe01,def_int_long,0,,,,,
player,201612180atl,atl,NealKe01,pass_defended,2,,,,,
player,201612180atl,atl,NealKe01,sacks,0.0,,,,,
player,201612180atl,atl,NealKe01,tackles_combined,11,,,,,
player,201612180atl,atl,NealKe01,tackles_solo,5,,,,,
player,201612180atl,atl,NealKe01,tackles_assists,6,,,,,
player,201612180atl,atl,NealKe01,tackles_loss,0,,,,,
player,201612180atl,atl,NealKe01,qb_hits,0,,,,,
player,201612180atl,atl,NealKe01,fumbles_rec,1,,,,,
player,201612180atl,atl,NealKe01,fumbles_rec_yds,0,,,,,
player,201612180atl,atl,NealKe01,fumbles_rec_td,0,,,,,
player,201612180atl,atl,NealKe01,fumbles_forced,0,,,,,
player,201612180atl,atl,JoneDe01,def_int,0,,,,,
player,201612180atl,atl,JoneDe01,def_int_yds,0,,,,,
player,201612180atl,atl,JoneDe01,def_int_td,0,,,,,
player,201612180atl,atl,JoneDe01,def_int_long,0,,,,,
player,201612180atl,atl,JoneDe01,pass_defended,0,,,,,
player,201612180atl,atl,JoneDe01,sacks,0.0,,,,,
player,201612180atl,atl,JoneDe01,tackles_combined,8,,,,,
player,201612180atl,atl,JoneDe01,tackles_solo,3,,,,,
player,201612180atl,atl,JoneDe01,tackles_assists,5,,,,,
player,201612180atl,atl,JoneDe01,tackles_loss,0,,,,,
player,201612180atl,atl,JoneDe01,qb_hits,0,,,,,
player,201612180atl,atl,JoneDe01,fumbles_rec,0,,,,,
player,201612180atl,atl,JoneDe01,fumbles_rec_yds,0,,,,,
player,201612180atl,atl,JoneDe01,fumbles_rec_td,0,,,,,
player,201612180atl,atl,JoneDe01,fumbles_forced,1,,,,,
player,201612180atl,atl,AlfoRo00,def_int,0,,,,,
player,201612180atl,atl,AlfoRo00,def_int_yds,0,,,,,
player,201612180atl,atl,AlfoRo00,def_int_td,0,,,,,
player,201612180atl,atl,AlfoRo00,def_int_long,0,,,,,
player,201612180atl,atl,AlfoRo00,pass_defended,1,,,,,
player,201612180atl,atl,AlfoRo00,sacks,0.0,,,,,
player,201612180atl,atl,AlfoRo00,tackles_combined,7,,,,,
player,201612180atl,atl,AlfoRo00,tackles_solo,4,,,,,
