game,2016,13,20161204,201612040sdg,tam,"Tampa Bay Buccaneers",28,sdg,"San Diego Chargers",21
player,201612040sdg,tam,WinsJa00,rec_long,0,,,,,
player,201612040sdg,tam,WinsJa00,fumbles,0,,,,,
player,201612040sdg,tam,WinsJa00,fumbles_lost,0,,,,,
player,201612040sdg,tam,MartDo00,pass_cmp,0,,,,,
player,201612040sdg,tam,MartDo00,pass_att,0,,,,,
player,201612040sdg,tam,MartDo00,pass_yds,0,,,,,
player,201612040sdg,tam,MartDo00,pass_td,0,,,,,
player,201612040sdg,tam,MartDo00,pass_int,0,,,,,
player,201612040sdg,tam,MartDo00,pass_sacked,0,,,,,
player,201612040sdg,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201612040sdg,tam,MartDo00,pass_long,0,,,,,
player,201612040sdg,tam,MartDo00,pass_rating,,,,,,
player,201612040sdg,tam,MartDo00,rush_att,17,,,,,
player,201612040sdg,tam,MartDo00,rush_yds,45,,,,,
player,201612040sdg,tam,MartDo00,rush_td,1,,,,,
player,201612040sdg,tam,MartDo00,rush_long,15,,,,,
player,201612040sdg,tam,MartDo00,targets,1,,,,,
player,201612040sdg,tam,MartDo00,rec,1,,,,,
player,201612040sdg,tam,MartDo00,rec_yds,23,,,,,
player,201612040sdg,tam,MartDo00,rec_td,0,,,,,
player,201612040sdg,tam,MartDo00,rec_long,23,,,,,
player,201612040sdg,tam,MartDo00,fumbles,0,,,,,
player,201612040sdg,tam,MartDo00,fumbles_lost,0,,,,,
player,201612040sdg,tam,RodgJa00,pass_cmp,0,,,,,
player,201612040sdg,tam,RodgJa00,pass_att,0,,,,,
player,201612040sdg,tam,RodgJa00,pass_yds,0,,,,,
player,201612040sdg,tam,RodgJa00,pass_td,0,,,,,
player,201612040sdg,tam,RodgJa00,pass_int,0,,,,,
player,201612040sdg,tam,RodgJa00,pass_sacked,0,,,,,
player,201612040sdg,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201612040sdg,tam,RodgJa00,pass_long,0,,,,,
player,201612040sdg,tam,RodgJa00,pass_rating,,,,,,
player,201612040sdg,tam,RodgJa00,rush_att,7,,,,,
player,201612040sdg,tam,RodgJa00,rush_yds,29,,,,,
player,201612040sdg,tam,RodgJa00,rush_td,0,,,,,
player,201612040sdg,tam,RodgJa00,rush_long,14,,,,,
player,201612040sdg,tam,RodgJa00,targets,1,,,,,
player,201612040sdg,tam,RodgJa00,rec,1,,,,,
player,201612040sdg,tam,RodgJa00,rec_yds,21,,,,,
player,201612040sdg,tam,RodgJa00,rec_td,0,,,,,
player,201612040sdg,tam,RodgJa00,rec_long,21,,,,,
player,201612040sdg,tam,RodgJa00,fumbles,0,,,,,
player,201612040sdg,tam,RodgJa00,fumbles_lost,0,,,,,
player,201612040sdg,tam,BarbPe01,pass_cmp,0,,,,,
player,201612040sdg,tam,BarbPe01,pass_att,0,,,,,
player,201612040sdg,tam,BarbPe01,pass_yds,0,,,,,
player,201612040sdg,tam,BarbPe01,pass_td,0,,,,,
player,201612040sdg,tam,BarbPe01,pass_int,0,,,,,
player,201612040sdg,tam,BarbPe01,pass_sacked,0,,,,,
player,201612040sdg,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201612040sdg,tam,BarbPe01,pass_long,0,,,,,
player,201612040sdg,tam,BarbPe01,pass_rating,,,,,,
player,201612040sdg,tam,BarbPe01,rush_att,2,,,,,
player,201612040sdg,tam,BarbPe01,rush_yds,6,,,,,
player,201612040sdg,tam,BarbPe01,rush_td,0,,,,,
player,201612040sdg,tam,BarbPe01,rush_long,4,,,,,
player,201612040sdg,tam,BarbPe01,targets,0,,,,,
player,201612040sdg,tam,BarbPe01,rec,0,,,,,
player,201612040sdg,tam,BarbPe01,rec_yds,0,,,,,
player,201612040sdg,tam,BarbPe01,rec_td,0,,,,,
player,201612040sdg,tam,BarbPe01,rec_long,0,,,,,
player,201612040sdg,tam,BarbPe01,fumbles,0,,,,,
player,201612040sdg,tam,BarbPe01,fumbles_lost,0,,,,,
player,201612040sdg,tam,BratCa00,pass_cmp,0,,,,,
player,201612040sdg,tam,BratCa00,pass_att,0,,,,,
player,201612040sdg,tam,BratCa00,pass_yds,0,,,,,
player,201612040sdg,tam,BratCa00,pass_td,0,,,,,
player,201612040sdg,tam,BratCa00,pass_int,0,,,,,
player,201612040sdg,tam,BratCa00,pass_sacked,0,,,,,
player,201612040sdg,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201612040sdg,tam,BratCa00,pass_long,0,,,,,
player,201612040sdg,tam,BratCa00,pass_rating,,,,,,
player,201612040sdg,tam,BratCa00,rush_att,0,,,,,
player,201612040sdg,tam,BratCa00,rush_yds,0,,,,,
player,201612040sdg,tam,BratCa00,rush_td,0,,,,,
player,201612040sdg,tam,BratCa00,rush_long,0,,,,,
player,201612040sdg,tam,BratCa00,targets,9,,,,,
player,201612040sdg,tam,BratCa00,rec,6,,,,,
player,201612040sdg,tam,BratCa00,rec_yds,86,,,,,
player,201612040sdg,tam,BratCa00,rec_td,1,,,,,
player,201612040sdg,tam,BratCa00,rec_long,38,,,,,
player,201612040sdg,tam,BratCa00,fumbles,0,,,,,
player,201612040sdg,tam,BratCa00,fumbles_lost,0,,,,,
player,201612040sdg,tam,MartFr00,pass_cmp,0,,,,,
player,201612040sdg,tam,MartFr00,pass_att,0,,,,,
player,201612040sdg,tam,MartFr00,pass_yds,0,,,,,
player,201612040sdg,tam,MartFr00,pass_td,0,,,,,
player,201612040sdg,tam,MartFr00,pass_int,0,,,,,
player,201612040sdg,tam,MartFr00,pass_sacked,0,,,,,
player,201612040sdg,tam,MartFr00,pass_sacked_yds,0,,,,,
player,201612040sdg,tam,MartFr00,pass_long,0,,,,,
player,201612040sdg,tam,MartFr00,pass_rating,,,,,,
player,201612040sdg,tam,MartFr00,rush_att,0,,,,,
player,201612040sdg,tam,MartFr00,rush_yds,0,,,,,
player,201612040sdg,tam,MartFr00,rush_td,0,,,,,
player,201612040sdg,tam,MartFr00,rush_long,0,,,,,
player,201612040sdg,tam,MartFr00,targets,4,,,,,
player,201612040sdg,tam,MartFr00,rec,4,,,,,
player,201612040sdg,tam,MartFr00,rec_yds,56,,,,,
player,201612040sdg,tam,MartFr00,rec_td,0,,,,,
player,201612040sdg,tam,MartFr00,rec_long,17,,,,,
player,201612040sdg,tam,MartFr00,fumbles,0,,,,,
player,201612040sdg,tam,MartFr00,fumbles_lost,0,,,,,
player,201612040sdg,tam,EvanMi00,pass_cmp,0,,,,,
player,201612040sdg,tam,EvanMi00,pass_att,0,,,,,
player,201612040sdg,tam,EvanMi00,pass_yds,0,,,,,
player,201612040sdg,tam,EvanMi00,pass_td,0,,,,,
player,201612040sdg,tam,EvanMi00,pass_int,0,,,,,
player,201612040sdg,tam,EvanMi00,pass_sacked,0,,,,,
player,201612040sdg,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201612040sdg,tam,EvanMi00,pass_long,0,,,,,
player,201612040sdg,tam,EvanMi00,pass_rating,,,,,,
player,201612040sdg,tam,EvanMi00,rush_att,0,,,,,
player,201612040sdg,tam,EvanMi00,rush_yds,0,,,,,
player,201612040sdg,tam,EvanMi00,rush_td,0,,,,,
player,201612040sdg,tam,EvanMi00,rush_long,0,,,,,
player,201612040sdg,tam,EvanMi00,targets,6,,,,,
player,201612040sdg,tam,EvanMi00,rec,3,,,,,
player,201612040sdg,tam,EvanMi00,rec_yds,38,,,,,
player,201612040sdg,tam,EvanMi00,rec_td,0,,,,,
player,201612040sdg,tam,EvanMi00,rec_long,22,,,,,
player,201612040sdg,tam,EvanMi00,fumbles,0,,,,,
player,201612040sdg,tam,EvanMi00,fumbles_lost,0,,,,,
player,201612040sdg,tam,HumpAd00,pass_cmp,0,,,,,
player,201612040sdg,tam,HumpAd00,pass_att,0,,,,,
player,201612040sdg,tam,HumpAd00,pass_yds,0,,,,,
player,201612040sdg,tam,HumpAd00,pass_td,0,,,,,
player,201612040sdg,tam,HumpAd00,pass_int,0,,,,,
player,201612040sdg,tam,HumpAd00,pass_sacked,0,,,,,
player,201612040sdg,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201612040sdg,tam,HumpAd00,pass_long,0,,,,,
player,201612040sdg,tam,HumpAd00,pass_rating,,,,,,
player,201612040sdg,tam,HumpAd00,rush_att,0,,,,,
player,201612040sdg,tam,HumpAd00,rush_yds,0,,,,,
player,201612040sdg,tam,HumpAd00,rush_td,0,,,,,
player,201612040sdg,tam,HumpAd00,rush_long,0,,,,,
player,201612040sdg,tam,HumpAd00,targets,2,,,,,
player,201612040sdg,tam,HumpAd00,rec,2,,,,,
player,201612040sdg,tam,HumpAd00,rec_yds,19,,,,,
player,201612040sdg,tam,HumpAd00,rec_td,0,,,,,
player,201612040sdg,tam,HumpAd00,rec_long,12,,,,,
player,201612040sdg,tam,HumpAd00,fumbles,0,,,,,
player,201612040sdg,tam,HumpAd00,fumbles_lost,0,,,,,
player,201612040sdg,tam,ShepRu00,pass_cmp,0,,,,,
player,201612040sdg,tam,ShepRu00,pass_att,0,,,,,
player,201612040sdg,tam,ShepRu00,pass_yds,0,,,,,
player,201612040sdg,tam,ShepRu00,pass_td,0,,,,,
player,201612040sdg,tam,ShepRu00,pass_int,0,,,,,
player,201612040sdg,tam,ShepRu00,pass_sacked,0,,,,,
player,201612040sdg,tam,ShepRu00,pass_sacked_yds,0,,,,,
player,201612040sdg,tam,ShepRu00,pass_long,0,,,,,
player,201612040sdg,tam,ShepRu00,pass_rating,,,,,,
player,201612040sdg,tam,ShepRu00,rush_att,0,,,,,
player,201612040sdg,tam,ShepRu00,rush_yds,0,,,,,
player,201612040sdg,tam,ShepRu00,rush_td,0,,,,,
player,201612040sdg,tam,ShepRu00,rush_long,0,,,,,
player,201612040sdg,tam,ShepRu00,targets,2,,,,,
player,201612040sdg,tam,ShepRu00,rec,1,,,,,
player,201612040sdg,tam,ShepRu00,rec_yds,15,,,,,
player,201612040sdg,tam,ShepRu00,rec_td,0,,,,,
player,201612040sdg,tam,ShepRu00,rec_long,15,,,,,
player,201612040sdg,tam,ShepRu00,fumbles,0,,,,,
player,201612040sdg,tam,ShepRu00,fumbles_lost,0,,,,,
player,201612040sdg,tam,ShorCe00,pass_cmp,0,,,,,
player,201612040sdg,tam,ShorCe00,pass_att,0,,,,,
player,201612040sdg,tam,ShorCe00,pass_yds,0,,,,,
player,201612040sdg,tam,ShorCe00,pass_td,0,,,,,
player,201612040sdg,tam,ShorCe00,pass_int,0,,,,,
player,201612040sdg,tam,ShorCe00,pass_sacked,0,,,,,
player,201612040sdg,tam,ShorCe00,pass_sacked_yds,0,,,,,
player,201612040sdg,tam,ShorCe00,pass_long,0,,,,,
player,201612040sdg,tam,ShorCe00,pass_rating,,,,,,
player,201612040sdg,tam,ShorCe00,rush_att,0,,,,,
player,201612040sdg,tam,ShorCe00,rush_yds,0,,,,,
player,201612040sdg,tam,ShorCe00,rush_td,0,,,,,
player,201612040sdg,tam,ShorCe00,rush_long,0,,,,,
player,201612040sdg,tam,ShorCe00,targets,2,,,,,
player,201612040sdg,tam,ShorCe00,rec,1,,,,,
player,201612040sdg,tam,ShorCe00,rec_yds,14,,,,,
player,201612040sdg,tam,ShorCe00,rec_td,0,,,,,
player,201612040sdg,tam,ShorCe00,rec_long,14,,,,,
player,201612040sdg,tam,ShorCe00,fumbles,0,,,,,
player,201612040sdg,tam,ShorCe00,fumbles_lost,0,,,,,
player,201612040sdg,tam,CrosAl00,pass_cmp,0,,,,,
player,201612040sdg,tam,CrosAl00,pass_att,0,,,,,
player,201612040sdg,tam,CrosAl00,pass_yds,0,,,,,
player,201612040sdg,tam,CrosAl00,pass_td,0,,,,,
player,201612040sdg,tam,CrosAl00,pass_int,0,,,,,
player,201612040sdg,tam,CrosAl00,pass_sacked,0,,,,,
player,201612040sdg,tam,CrosAl00,pass_sacked_yds,0,,,,,
player,201612040sdg,tam,CrosAl00,pass_long,0,,,,,
player,201612040sdg,tam,CrosAl00,pass_rating,,,,,,
player,201612040sdg,tam,CrosAl00,rush_att,0,,,,,
player,201612040sdg,tam,CrosAl00,rush_yds,0,,,,,
player,201612040sdg,tam,CrosAl00,rush_td,0,,,,,
player,201612040sdg,tam,CrosAl00,rush_long,0,,,,,
player,201612040sdg,tam,CrosAl00,targets,2,,,,,
player,201612040sdg,tam,CrosAl00,rec,1,,,,,
player,201612040sdg,tam,CrosAl00,rec_yds,8,,,,,
player,201612040sdg,tam,CrosAl00,rec_td,0,,,,,
player,201612040sdg,tam,CrosAl00,rec_long,8,,,,,
player,201612040sdg,tam,CrosAl00,fumbles,0,,,,,
player,201612040sdg,tam,CrosAl00,fumbles_lost,0,,,,,
player,201612040sdg,tam,MyerBr00,pass_cmp,0,,,,,
player,201612040sdg,tam,MyerBr00,pass_att,0,,,,,
player,201612040sdg,tam,MyerBr00,pass_yds,0,,,,,
player,201612040sdg,tam,MyerBr00,pass_td,0,,,,,
player,201612040sdg,tam,MyerBr00,pass_int,0,,,,,
player,201612040sdg,tam,MyerBr00,pass_sacked,0,,,,,
player,201612040sdg,tam,MyerBr00,pass_sacked_yds,0,,,,,
player,201612040sdg,tam,MyerBr00,pass_long,0,,,,,
player,201612040sdg,tam,MyerBr00,pass_rating,,,,,,
player,201612040sdg,tam,MyerBr00,rush_att,0,,,,,
player,201612040sdg,tam,MyerBr00,rush_yds,0,,,,,
player,201612040sdg,tam,MyerBr00,rush_td,0,,,,,
player,201612040sdg,tam,MyerBr00,rush_long,0,,,,,
player,201612040sdg,tam,MyerBr00,targets,1,,,,,
player,201612040sdg,tam,MyerBr00,rec,0,,,,,
player,201612040sdg,tam,MyerBr00,rec_yds,0,,,,,
player,201612040sdg,tam,MyerBr00,rec_td,0,,,,,
player,201612040sdg,tam,MyerBr00,rec_long,0,,,,,
player,201612040sdg,tam,MyerBr00,fumbles,0,,,,,
player,201612040sdg,tam,MyerBr00,fumbles_lost,0,,,,,
player,201612040sdg,sdg,RivePh00,pass_cmp,15,,,,,
player,201612040sdg,sdg,RivePh00,pass_att,26,,,,,
player,201612040sdg,sdg,RivePh00,pass_yds,225,,,,,
player,201612040sdg,sdg,RivePh00,pass_td,2,,,,,
player,201612040sdg,sdg,RivePh00,pass_int,2,,,,,
player,201612040sdg,sdg,RivePh00,pass_sacked,2,,,,,
player,201612040sdg,sdg,RivePh00,pass_sacked_yds,14,,,,,
player,201612040sdg,sdg,RivePh00,pass_long,0,,,,,
player,201612040sdg,sdg,RivePh00,pass_rating,79.8,,,,,
player,201612040sdg,sdg,RivePh00,rush_att,3,,,,,
player,201612040sdg,sdg,RivePh00,rush_yds,18,,,,,
player,201612040sdg,sdg,RivePh00,rush_td,0,,,,,
player,201612040sdg,sdg,RivePh00,rush_long,9,,,,,
player,201612040sdg,sdg,RivePh00,targets,0,,,,,
player,201612040sdg,sdg,RivePh00,rec,0,,,,,
player,201612040sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201612040sdg,sdg,RivePh00,rec_td,0,,,,,
player,201612040sdg,sdg,RivePh00,rec_long,0,,,,,
player,201612040sdg,sdg,RivePh00,fumbles,0,,,,,
player,201612040sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201612040sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201612040sdg,sdg,GordMe00,pass_att,0,,,,,
player,201612040sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201612040sdg,sdg,GordMe00,pass_td,0,,,,,
player,201612040sdg,sdg,GordMe00,pass_int,0,,,,,
player,201612040sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201612040sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201612040sdg,sdg,GordMe00,pass_long,0,,,,,
player,201612040sdg,sdg,GordMe00,pass_rating,,,,,,
player,201612040sdg,sdg,GordMe00,rush_att,17,,,,,
player,201612040sdg,sdg,GordMe00,rush_yds,84,,,,,
player,201612040sdg,sdg,GordMe00,rush_td,1,,,,,
player,201612040sdg,sdg,GordMe00,rush_long,23,,,,,
player,201612040sdg,sdg,GordMe00,targets,6,,,,,
player,201612040sdg,sdg,GordMe00,rec,4,,,,,
player,201612040sdg,sdg,GordMe00,rec_yds,54,,,,,
player,201612040sdg,sdg,GordMe00,rec_td,0,,,,,
player,201612040sdg,sdg,GordMe00,rec_long,17,,,,,
player,201612040sdg,sdg,GordMe00,fumbles,0,,,,,
player,201612040sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201612040sdg,sdg,FarrKe02,pass_cmp,0,,,,,
player,201612040sdg,sdg,FarrKe02,pass_att,0,,,,,
player,201612040sdg,sdg,FarrKe02,pass_yds,0,,,,,
player,201612040sdg,sdg,FarrKe02,pass_td,0,,,,,
player,201612040sdg,sdg,FarrKe02,pass_int,0,,,,,
player,201612040sdg,sdg,FarrKe02,pass_sacked,0,,,,,
player,201612040sdg,sdg,FarrKe02,pass_sacked_yds,0,,,,,
player,201612040sdg,sdg,FarrKe02,pass_long,0,,,,,
player,201612040sdg,sdg,FarrKe02,pass_rating,,,,,,
player,201612040sdg,sdg,FarrKe02,rush_att,4,,,,,
player,201612040sdg,sdg,FarrKe02,rush_yds,15,,,,,
player,201612040sdg,sdg,FarrKe02,rush_td,0,,,,,
player,201612040sdg,sdg,FarrKe02,rush_long,8,,,,,
player,201612040sdg,sdg,FarrKe02,targets,0,,,,,
player,201612040sdg,sdg,FarrKe02,rec,0,,,,,
player,201612040sdg,sdg,FarrKe02,rec_yds,0,,,,,
player,201612040sdg,sdg,FarrKe02,rec_td,0,,,,,
player,201612040sdg,sdg,FarrKe02,rec_long,0,,,,,
player,201612040sdg,sdg,FarrKe02,fumbles,0,,,,,
player,201612040sdg,sdg,FarrKe02,fumbles_lost,0,,,,,
player,201612040sdg,sdg,WattDe00,pass_cmp,0,,,,,
player,201612040sdg,sdg,WattDe00,pass_att,0,,,,,
player,201612040sdg,sdg,WattDe00,pass_yds,0,,,,,
player,201612040sdg,sdg,WattDe00,pass_td,0,,,,,
player,201612040sdg,sdg,WattDe00,pass_int,0,,,,,
player,201612040sdg,sdg,WattDe00,pass_sacked,0,,,,,
player,201612040sdg,sdg,WattDe00,pass_sacked_yds,0,,,,,
player,201612040sdg,sdg,WattDe00,pass_long,0,,,,,
player,201612040sdg,sdg,WattDe00,pass_rating,,,,,,
player,201612040sdg,sdg,WattDe00,rush_att,1,,,,,
player,201612040sdg,sdg,WattDe00,rush_yds,2,,,,,
player,201612040sdg,sdg,WattDe00,rush_td,0,,,,,
player,201612040sdg,sdg,WattDe00,rush_long,2,,,,,
player,201612040sdg,sdg,WattDe00,targets,0,,,,,
player,201612040sdg,sdg,WattDe00,rec,0,,,,,
player,201612040sdg,sdg,WattDe00,rec_yds,0,,,,,
player,201612040sdg,sdg,WattDe00,rec_td,0,,,,,
player,201612040sdg,sdg,WattDe00,rec_long,0,,,,,
player,201612040sdg,sdg,WattDe00,fumbles,0,,,,,
player,201612040sdg,sdg,WattDe00,fumbles_lost,0,,,,,
player,201612040sdg,sdg,InmaDo00,pass_cmp,0,,,,,
player,201612040sdg,sdg,InmaDo00,pass_att,0,,,,,
player,201612040sdg,sdg,InmaDo00,pass_yds,0,,,,,
player,201612040sdg,sdg,InmaDo00,pass_td,0,,,,,
player,201612040sdg,sdg,InmaDo00,pass_int,0,,,,,
player,201612040sdg,sdg,InmaDo00,pass_sacked,0,,,,,
player,201612040sdg,sdg,InmaDo00,pass_sacked_yds,0,,,,,
player,201612040sdg,sdg,InmaDo00,pass_long,0,,,,,
player,201612040sdg,sdg,InmaDo00,pass_rating,,,,,,
player,201612040sdg,sdg,InmaDo00,rush_att,0,,,,,
player,201612040sdg,sdg,InmaDo00,rush_yds,0,,,,,
player,201612040sdg,sdg,InmaDo00,rush_td,0,,,,,
player,201612040sdg,sdg,InmaDo00,rush_long,0,,,,,
player,201612040sdg,sdg,InmaDo00,targets,5,,,,,
player,201612040sdg,sdg,InmaDo00,rec,2,,,,,
player,201612040sdg,sdg,InmaDo00,rec_yds,49,,,,,
player,201612040sdg,sdg,InmaDo00,rec_td,1,,,,,
player,201612040sdg,sdg,InmaDo00,rec_long,35,,,,,
player,201612040sdg,sdg,InmaDo00,fumbles,0,,,,,
player,201612040sdg,sdg,InmaDo00,fumbles_lost,0,,,,,
player,201612040sdg,sdg,WillTy00,pass_cmp,0,,,,,
player,201612040sdg,sdg,WillTy00,pass_att,0,,,,,
player,201612040sdg,sdg,WillTy00,pass_yds,0,,,,,
player,201612040sdg,sdg,WillTy00,pass_td,0,,,,,
player,201612040sdg,sdg,WillTy00,pass_int,0,,,,,
player,201612040sdg,sdg,WillTy00,pass_sacked,0,,,,,
player,201612040sdg,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201612040sdg,sdg,WillTy00,pass_long,0,,,,,
player,201612040sdg,sdg,WillTy00,pass_rating,,,,,,
player,201612040sdg,sdg,WillTy00,rush_att,0,,,,,
player,201612040sdg,sdg,WillTy00,rush_yds,0,,,,,
player,201612040sdg,sdg,WillTy00,rush_td,0,,,,,
player,201612040sdg,sdg,WillTy00,rush_long,0,,,,,
player,201612040sdg,sdg,WillTy00,targets,4,,,,,
player,201612040sdg,sdg,WillTy00,rec,2,,,,,
player,201612040sdg,sdg,WillTy00,rec_yds,47,,,,,
player,201612040sdg,sdg,WillTy00,rec_td,1,,,,,
player,201612040sdg,sdg,WillTy00,rec_long,40,,,,,
player,201612040sdg,sdg,WillTy00,fumbles,0,,,,,
player,201612040sdg,sdg,WillTy00,fumbles_lost,0,,,,,
player,201612040sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201612040sdg,sdg,GateAn00,pass_att,0,,,,,
player,201612040sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201612040sdg,sdg,GateAn00,pass_td,0,,,,,
player,201612040sdg,sdg,GateAn00,pass_int,0,,,,,
player,201612040sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201612040sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201612040sdg,sdg,GateAn00,pass_long,0,,,,,
player,201612040sdg,sdg,GateAn00,pass_rating,,,,,,
player,201612040sdg,sdg,GateAn00,rush_att,0,,,,,
player,201612040sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201612040sdg,sdg,GateAn00,rush_td,0,,,,,
player,201612040sdg,sdg,GateAn00,rush_long,0,,,,,
player,201612040sdg,sdg,GateAn00,targets,4,,,,,
player,201612040sdg,sdg,GateAn00,rec,4,,,,,
player,201612040sdg,sdg,GateAn00,rec_yds,37,,,,,
player,201612040sdg,sdg,GateAn00,rec_td,0,,,,,
player,201612040sdg,sdg,GateAn00,rec_long,14,,,,,
player,201612040sdg,sdg,GateAn00,fumbles,0,,,,,
player,201612040sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201612040sdg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201612040sdg,sdg,BenjTr00,pass_att,0,,,,,
player,201612040sdg,sdg,BenjTr00,pass_yds,0,,,,,
player,201612040sdg,sdg,BenjTr00,pass_td,0,,,,,
player,201612040sdg,sdg,BenjTr00,pass_int,0,,,,,
player,201612040sdg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201612040sdg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201612040sdg,sdg,BenjTr00,pass_long,0,,,,,
player,201612040sdg,sdg,BenjTr00,pass_rating,,,,,,
player,201612040sdg,sdg,BenjTr00,rush_att,0,,,,,
player,201612040sdg,sdg,BenjTr00,rush_yds,0,,,,,
player,201612040sdg,sdg,BenjTr00,rush_td,0,,,,,
player,201612040sdg,sdg,BenjTr00,rush_long,0,,,,,
player,201612040sdg,sdg,BenjTr00,targets,4,,,,,
player,201612040sdg,sdg,BenjTr00,rec,2,,,,,
player,201612040sdg,sdg,BenjTr00,rec_yds,24,,,,,
player,201612040sdg,sdg,BenjTr00,rec_td,0,,,,,
player,201612040sdg,sdg,BenjTr00,rec_long,18,,,,,
player,201612040sdg,sdg,BenjTr00,fumbles,0,,,,,
player,201612040sdg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201612040sdg,sdg,HenrHu00,pass_cmp,0,,,,,
player,201612040sdg,sdg,HenrHu00,pass_att,0,,,,,
player,201612040sdg,sdg,HenrHu00,pass_yds,0,,,,,
player,201612040sdg,sdg,HenrHu00,pass_td,0,,,,,
player,201612040sdg,sdg,HenrHu00,pass_int,0,,,,,
player,201612040sdg,sdg,HenrHu00,pass_sacked,0,,,,,
player,201612040sdg,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201612040sdg,sdg,HenrHu00,pass_long,0,,,,,
player,201612040sdg,sdg,HenrHu00,pass_rating,,,,,,
player,201612040sdg,sdg,HenrHu00,rush_att,0,,,,,
player,201612040sdg,sdg,HenrHu00,rush_yds,0,,,,,
player,201612040sdg,sdg,HenrHu00,rush_td,0,,,,,
player,201612040sdg,sdg,HenrHu00,rush_long,0,,,,,
player,201612040sdg,sdg,HenrHu00,targets,1,,,,,
player,201612040sdg,sdg,HenrHu00,rec,1,,,,,
