game,2016,1,20160911,201609110atl,tam,"Tampa Bay Buccaneers",31,atl,"Atlanta Falcons",24
team,201609110atl,tam,First Downs,20,,,,,,
team,201609110atl,atl,First Downs,19,,,,,,
team,201609110atl,tam,Rush-Yds-TDs,28-90-0,,,,,,
team,201609110atl,atl,Rush-Yds-TDs,22-52-0,,,,,,
team,201609110atl,tam,Cmp-Att-Yd-TD-INT,23-32-281-4-1,,,,,,
team,201609110atl,atl,Cmp-Att-Yd-TD-INT,27-39-334-2-0,,,,,,
team,201609110atl,tam,Sacked-Yards,0-0,,,,,,
team,201609110atl,atl,Sacked-Yards,3-12,,,,,,
team,201609110atl,tam,Net Pass Yards,281,,,,,,
team,201609110atl,atl,Net Pass Yards,322,,,,,,
team,201609110atl,tam,Total Yards,371,,,,,,
team,201609110atl,atl,Total Yards,374,,,,,,
team,201609110atl,tam,Fumbles-Lost,0-0,,,,,,
team,201609110atl,atl,Fumbles-Lost,0-0,,,,,,
team,201609110atl,tam,Turnovers,1,,,,,,
team,201609110atl,atl,Turnovers,0,,,,,,
team,201609110atl,tam,Penalties-Yards,6-48,,,,,,
team,201609110atl,atl,Penalties-Yards,7-74,,,,,,
team,201609110atl,tam,Third Down Conv.,3-10,,,,,,
team,201609110atl,atl,Third Down Conv.,3-13,,,,,,
team,201609110atl,tam,Fourth Down Conv.,0-0,,,,,,
team,201609110atl,atl,Fourth Down Conv.,1-2,,,,,,
team,201609110atl,tam,Time of Possession,27:37,,,,,,
team,201609110atl,atl,Time of Possession,32:23,,,,,,
player,201609110atl,tam,WinsJa00,pass_cmp,23,,,,,
player,201609110atl,tam,WinsJa00,pass_att,32,,,,,
player,201609110atl,tam,WinsJa00,pass_yds,281,,,,,
player,201609110atl,tam,WinsJa00,pass_td,4,,,,,
player,201609110atl,tam,WinsJa00,pass_int,1,,,,,
player,201609110atl,tam,WinsJa00,pass_sacked,0,,,,,
player,201609110atl,tam,WinsJa00,pass_sacked_yds,0,,,,,
player,201609110atl,tam,WinsJa00,pass_long,45,,,,,
player,201609110atl,tam,WinsJa00,pass_rating,125.1,,,,,
player,201609110atl,tam,WinsJa00,rush_att,4,,,,,
player,201609110atl,tam,WinsJa00,rush_yds,3,,,,,
player,201609110atl,tam,WinsJa00,rush_td,0,,,,,
player,201609110atl,tam,WinsJa00,rush_long,4,,,,,
player,201609110atl,tam,WinsJa00,targets,0,,,,,
player,201609110atl,tam,WinsJa00,rec,0,,,,,
player,201609110atl,tam,WinsJa00,rec_yds,0,,,,,
player,201609110atl,tam,WinsJa00,rec_td,0,,,,,
player,201609110atl,tam,WinsJa00,rec_long,0,,,,,
player,201609110atl,tam,WinsJa00,fumbles,0,,,,,
player,201609110atl,tam,WinsJa00,fumbles_lost,0,,,,,
player,201609110atl,tam,MartDo00,pass_cmp,0,,,,,
player,201609110atl,tam,MartDo00,pass_att,0,,,,,
player,201609110atl,tam,MartDo00,pass_yds,0,,,,,
player,201609110atl,tam,MartDo00,pass_td,0,,,,,
player,201609110atl,tam,MartDo00,pass_int,0,,,,,
player,201609110atl,tam,MartDo00,pass_sacked,0,,,,,
player,201609110atl,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201609110atl,tam,MartDo00,pass_long,0,,,,,
player,201609110atl,tam,MartDo00,pass_rating,,,,,,
player,201609110atl,tam,MartDo00,rush_att,18,,,,,
player,201609110atl,tam,MartDo00,rush_yds,62,,,,,
player,201609110atl,tam,MartDo00,rush_td,0,,,,,
player,201609110atl,tam,MartDo00,rush_long,17,,,,,
player,201609110atl,tam,MartDo00,targets,5,,,,,
player,201609110atl,tam,MartDo00,rec,5,,,,,
player,201609110atl,tam,MartDo00,rec_yds,34,,,,,
player,201609110atl,tam,MartDo00,rec_td,0,,,,,
player,201609110atl,tam,MartDo00,rec_long,14,,,,,
player,201609110atl,tam,MartDo00,fumbles,0,,,,,
player,201609110atl,tam,MartDo00,fumbles_lost,0,,,,,
player,201609110atl,tam,SimsCh00,pass_cmp,0,,,,,
player,201609110atl,tam,SimsCh00,pass_att,0,,,,,
player,201609110atl,tam,SimsCh00,pass_yds,0,,,,,
player,201609110atl,tam,SimsCh00,pass_td,0,,,,,
player,201609110atl,tam,SimsCh00,pass_int,0,,,,,
player,201609110atl,tam,SimsCh00,pass_sacked,0,,,,,
player,201609110atl,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201609110atl,tam,SimsCh00,pass_long,0,,,,,
player,201609110atl,tam,SimsCh00,pass_rating,,,,,,
player,201609110atl,tam,SimsCh00,rush_att,4,,,,,
player,201609110atl,tam,SimsCh00,rush_yds,9,,,,,
player,201609110atl,tam,SimsCh00,rush_td,0,,,,,
player,201609110atl,tam,SimsCh00,rush_long,5,,,,,
player,201609110atl,tam,SimsCh00,targets,3,,,,,
player,201609110atl,tam,SimsCh00,rec,3,,,,,
player,201609110atl,tam,SimsCh00,rec_yds,32,,,,,
player,201609110atl,tam,SimsCh00,rec_td,1,,,,,
player,201609110atl,tam,SimsCh00,rec_long,23,,,,,
player,201609110atl,tam,SimsCh00,fumbles,0,,,,,
player,201609110atl,tam,SimsCh00,fumbles_lost,0,,,,,
player,201609110atl,tam,ShepRu00,pass_cmp,0,,,,,
player,201609110atl,tam,ShepRu00,pass_att,0,,,,,
player,201609110atl,tam,ShepRu00,pass_yds,0,,,,,
player,201609110atl,tam,ShepRu00,pass_td,0,,,,,
player,201609110atl,tam,ShepRu00,pass_int,0,,,,,
player,201609110atl,tam,ShepRu00,pass_sacked,0,,,,,
