game,2016,11,20161120,201611200min,crd,"Arizona Cardinals",24,min,"Minnesota Vikings",30
team,201611200min,crd,First Downs,24,,,,,,
team,201611200min,min,First Downs,16,,,,,,
team,201611200min,crd,Rush-Yds-TDs,28-135-1,,,,,,
team,201611200min,min,Rush-Yds-TDs,24-72-1,,,,,,
team,201611200min,crd,Cmp-Att-Yd-TD-INT,20-38-198-2-2,,,,,,
team,201611200min,min,Cmp-Att-Yd-TD-INT,20-28-169-1-0,,,,,,
team,201611200min,crd,Sacked-Yards,4-43,,,,,,
team,201611200min,min,Sacked-Yards,2-24,,,,,,
team,201611200min,crd,Net Pass Yards,155,,,,,,
team,201611200min,min,Net Pass Yards,145,,,,,,
team,201611200min,crd,Total Yards,290,,,,,,
team,201611200min,min,Total Yards,217,,,,,,
team,201611200min,crd,Fumbles-Lost,1-0,,,,,,
team,201611200min,min,Fumbles-Lost,1-1,,,,,,
team,201611200min,crd,Turnovers,2,,,,,,
team,201611200min,min,Turnovers,1,,,,,,
team,201611200min,crd,Penalties-Yards,8-96,,,,,,
team,201611200min,min,Penalties-Yards,10-73,,,,,,
team,201611200min,crd,Third Down Conv.,4-13,,,,,,
team,201611200min,min,Third Down Conv.,6-13,,,,,,
team,201611200min,crd,Fourth Down Conv.,0-1,,,,,,
team,201611200min,min,Fourth Down Conv.,0-1,,,,,,
team,201611200min,crd,Time of Possession,31:02,,,,,,
team,201611200min,min,Time of Possession,28:58,,,,,,
player,201611200min,crd,PalmCa00,pass_cmp,20,,,,,
player,201611200min,crd,PalmCa00,pass_att,38,,,,,
player,201611200min,crd,PalmCa00,pass_yds,198,,,,,
player,201611200min,crd,PalmCa00,pass_td,2,,,,,
player,201611200min,crd,PalmCa00,pass_int,2,,,,,
player,201611200min,crd,PalmCa00,pass_sacked,4,,,,,
player,201611200min,crd,PalmCa00,pass_sacked_yds,43,,,,,
player,201611200min,crd,PalmCa00,pass_long,29,,,,,
player,201611200min,crd,PalmCa00,pass_rating,63.3,,,,,
player,201611200min,crd,PalmCa00,rush_att,1,,,,,
player,201611200min,crd,PalmCa00,rush_yds,11,,,,,
player,201611200min,crd,PalmCa00,rush_td,0,,,,,
player,201611200min,crd,PalmCa00,rush_long,11,,,,,
player,201611200min,crd,PalmCa00,targets,0,,,,,
player,201611200min,crd,PalmCa00,rec,0,,,,,
player,201611200min,crd,PalmCa00,rec_yds,0,,,,,
player,201611200min,crd,PalmCa00,rec_td,0,,,,,
player,201611200min,crd,PalmCa00,rec_long,0,,,,,
player,201611200min,crd,PalmCa00,fumbles,0,,,,,
player,201611200min,crd,PalmCa00,fumbles_lost,0,,,,,
player,201611200min,crd,JohnDa08,pass_cmp,0,,,,,
player,201611200min,crd,JohnDa08,pass_att,0,,,,,
player,201611200min,crd,JohnDa08,pass_yds,0,,,,,
player,201611200min,crd,JohnDa08,pass_td,0,,,,,
player,201611200min,crd,JohnDa08,pass_int,0,,,,,
player,201611200min,crd,JohnDa08,pass_sacked,0,,,,,
player,201611200min,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201611200min,crd,JohnDa08,pass_long,0,,,,,
player,201611200min,crd,JohnDa08,pass_rating,,,,,,
player,201611200min,crd,JohnDa08,rush_att,22,,,,,
player,201611200min,crd,JohnDa08,rush_yds,103,,,,,
player,201611200min,crd,JohnDa08,rush_td,1,,,,,
player,201611200min,crd,JohnDa08,rush_long,11,,,,,
player,201611200min,crd,JohnDa08,targets,11,,,,,
player,201611200min,crd,JohnDa08,rec,7,,,,,
player,201611200min,crd,JohnDa08,rec_yds,57,,,,,
player,201611200min,crd,JohnDa08,rec_td,1,,,,,
player,201611200min,crd,JohnDa08,rec_long,15,,,,,
player,201611200min,crd,JohnDa08,fumbles,0,,,,,
player,201611200min,crd,JohnDa08,fumbles_lost,0,,,,,
player,201611200min,crd,ElliAn00,pass_cmp,0,,,,,
player,201611200min,crd,ElliAn00,pass_att,0,,,,,
player,201611200min,crd,ElliAn00,pass_yds,0,,,,,
player,201611200min,crd,ElliAn00,pass_td,0,,,,,
player,201611200min,crd,ElliAn00,pass_int,0,,,,,
player,201611200min,crd,ElliAn00,pass_sacked,0,,,,,
player,201611200min,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201611200min,crd,ElliAn00,pass_long,0,,,,,
player,201611200min,crd,ElliAn00,pass_rating,,,,,,
player,201611200min,crd,ElliAn00,rush_att,5,,,,,
player,201611200min,crd,ElliAn00,rush_yds,21,,,,,
player,201611200min,crd,ElliAn00,rush_td,0,,,,,
player,201611200min,crd,ElliAn00,rush_long,8,,,,,
player,201611200min,crd,ElliAn00,targets,2,,,,,
player,201611200min,crd,ElliAn00,rec,1,,,,,
player,201611200min,crd,ElliAn00,rec_yds,2,,,,,
player,201611200min,crd,ElliAn00,rec_td,0,,,,,
player,201611200min,crd,ElliAn00,rec_long,2,,,,,
player,201611200min,crd,ElliAn00,fumbles,0,,,,,
player,201611200min,crd,ElliAn00,fumbles_lost,0,,,,,
player,201611200min,crd,FitzLa00,pass_cmp,0,,,,,
player,201611200min,crd,FitzLa00,pass_att,0,,,,,
player,201611200min,crd,FitzLa00,pass_yds,0,,,,,
player,201611200min,crd,FitzLa00,pass_td,0,,,,,
player,201611200min,crd,FitzLa00,pass_int,0,,,,,
player,201611200min,crd,FitzLa00,pass_sacked,0,,,,,
player,201611200min,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201611200min,crd,FitzLa00,pass_long,0,,,,,
player,201611200min,crd,FitzLa00,pass_rating,,,,,,
player,201611200min,crd,FitzLa00,rush_att,0,,,,,
player,201611200min,crd,FitzLa00,rush_yds,0,,,,,
player,201611200min,crd,FitzLa00,rush_td,0,,,,,
player,201611200min,crd,FitzLa00,rush_long,0,,,,,
player,201611200min,crd,FitzLa00,targets,7,,,,,
player,201611200min,crd,FitzLa00,rec,6,,,,,
player,201611200min,crd,FitzLa00,rec_yds,63,,,,,
player,201611200min,crd,FitzLa00,rec_td,0,,,,,
player,201611200min,crd,FitzLa00,rec_long,16,,,,,
player,201611200min,crd,FitzLa00,fumbles,0,,,,,
