game,2016,12,20161127,201611270cle,nyg,"New York Giants",27,cle,"Cleveland Browns",13
player,201611270cle,cle,CoopXa00,def_pct,36%,,,,,
player,201611270cle,cle,CoopXa00,special_teams,0,,,,,
player,201611270cle,cle,CoopXa00,st_pct,0%,,,,,
player,201611270cle,cle,LemoCo00,pos,LB,,,,,
player,201611270cle,cle,LemoCo00,offense,0,,,,,
player,201611270cle,cle,LemoCo00,off_pct,0%,,,,,
player,201611270cle,cle,LemoCo00,defense,11,,,,,
player,201611270cle,cle,LemoCo00,def_pct,20%,,,,,
player,201611270cle,cle,LemoCo00,special_teams,2,,,,,
player,201611270cle,cle,LemoCo00,st_pct,6%,,,,,
player,201611270cle,cle,JohnCa01,pos,LB,,,,,
player,201611270cle,cle,JohnCa01,offense,0,,,,,
player,201611270cle,cle,JohnCa01,off_pct,0%,,,,,
player,201611270cle,cle,JohnCa01,defense,9,,,,,
player,201611270cle,cle,JohnCa01,def_pct,16%,,,,,
player,201611270cle,cle,JohnCa01,special_teams,8,,,,,
player,201611270cle,cle,JohnCa01,st_pct,25%,,,,,
player,201611270cle,cle,DaviDe00,pos,LB,,,,,
player,201611270cle,cle,DaviDe00,offense,0,,,,,
player,201611270cle,cle,DaviDe00,off_pct,0%,,,,,
player,201611270cle,cle,DaviDe00,defense,9,,,,,
player,201611270cle,cle,DaviDe00,def_pct,16%,,,,,
player,201611270cle,cle,DaviDe00,special_teams,4,,,,,
player,201611270cle,cle,DaviDe00,st_pct,12%,,,,,
player,201611270cle,cle,BurlMa00,pos,CB,,,,,
player,201611270cle,cle,BurlMa00,offense,0,,,,,
player,201611270cle,cle,BurlMa00,off_pct,0%,,,,,
player,201611270cle,cle,BurlMa00,defense,4,,,,,
player,201611270cle,cle,BurlMa00,def_pct,7%,,,,,
player,201611270cle,cle,BurlMa00,special_teams,20,,,,,
player,201611270cle,cle,BurlMa00,st_pct,62%,,,,,
player,201611270cle,cle,CardTa00,pos,LB,,,,,
player,201611270cle,cle,CardTa00,offense,0,,,,,
player,201611270cle,cle,CardTa00,off_pct,0%,,,,,
player,201611270cle,cle,CardTa00,defense,0,,,,,
player,201611270cle,cle,CardTa00,def_pct,0%,,,,,
player,201611270cle,cle,CardTa00,special_teams,28,,,,,
player,201611270cle,cle,CardTa00,st_pct,88%,,,,,
player,201611270cle,cle,SchoJo00,pos,LB,,,,,
player,201611270cle,cle,SchoJo00,offense,0,,,,,
player,201611270cle,cle,SchoJo00,off_pct,0%,,,,,
player,201611270cle,cle,SchoJo00,defense,0,,,,,
player,201611270cle,cle,SchoJo00,def_pct,0%,,,,,
player,201611270cle,cle,SchoJo00,special_teams,24,,,,,
player,201611270cle,cle,SchoJo00,st_pct,75%,,,,,
player,201611270cle,cle,CampIb00,pos,SS,,,,,
player,201611270cle,cle,CampIb00,offense,0,,,,,
player,201611270cle,cle,CampIb00,off_pct,0%,,,,,
player,201611270cle,cle,CampIb00,defense,0,,,,,
player,201611270cle,cle,CampIb00,def_pct,0%,,,,,
player,201611270cle,cle,CampIb00,special_teams,24,,,,,
player,201611270cle,cle,CampIb00,st_pct,75%,,,,,
player,201611270cle,cle,AlexDo01,pos,LB,,,,,
player,201611270cle,cle,AlexDo01,offense,0,,,,,
player,201611270cle,cle,AlexDo01,off_pct,0%,,,,,
player,201611270cle,cle,AlexDo01,defense,0,,,,,
player,201611270cle,cle,AlexDo01,def_pct,0%,,,,,
player,201611270cle,cle,AlexDo01,special_teams,24,,,,,
player,201611270cle,cle,AlexDo01,st_pct,75%,,,,,
player,201611270cle,cle,AtkiGe01,pos,RB,,,,,
player,201611270cle,cle,AtkiGe01,offense,0,,,,,
player,201611270cle,cle,AtkiGe01,off_pct,0%,,,,,
player,201611270cle,cle,AtkiGe01,defense,0,,,,,
player,201611270cle,cle,AtkiGe01,def_pct,0%,,,,,
player,201611270cle,cle,AtkiGe01,special_teams,14,,,,,
player,201611270cle,cle,AtkiGe01,st_pct,44%,,,,,
player,201611270cle,cle,ColqBr00,pos,P,,,,,
player,201611270cle,cle,ColqBr00,offense,0,,,,,
player,201611270cle,cle,ColqBr00,off_pct,0%,,,,,
player,201611270cle,cle,ColqBr00,defense,0,,,,,
player,201611270cle,cle,ColqBr00,def_pct,0%,,,,,
player,201611270cle,cle,ColqBr00,special_teams,11,,,,,
player,201611270cle,cle,ColqBr00,st_pct,34%,,,,,
player,201611270cle,cle,HughCh01,pos,LS,,,,,
player,201611270cle,cle,HughCh01,offense,0,,,,,
player,201611270cle,cle,HughCh01,off_pct,0%,,,,,
player,201611270cle,cle,HughCh01,defense,0,,,,,
player,201611270cle,cle,HughCh01,def_pct,0%,,,,,
player,201611270cle,cle,HughCh01,special_teams,11,,,,,
player,201611270cle,cle,HughCh01,st_pct,34%,,,,,
player,201611270cle,cle,ParkCo03,pos,K,,,,,
player,201611270cle,cle,ParkCo03,offense,0,,,,,
player,201611270cle,cle,ParkCo03,off_pct,0%,,,,,
player,201611270cle,cle,ParkCo03,defense,0,,,,,
player,201611270cle,cle,ParkCo03,def_pct,0%,,,,,
player,201611270cle,cle,ParkCo03,special_teams,6,,,,,
player,201611270cle,cle,ParkCo03,st_pct,19%,,,,,
player,201611270cle,cle,HowaTr02,pos,CB,,,,,
player,201611270cle,cle,HowaTr02,offense,0,,,,,
player,201611270cle,cle,HowaTr02,off_pct,0%,,,,,
player,201611270cle,cle,HowaTr02,defense,0,,,,,
player,201611270cle,cle,HowaTr02,def_pct,0%,,,,,
player,201611270cle,cle,HowaTr02,special_teams,5,,,,,
player,201611270cle,cle,HowaTr02,st_pct,16%,,,,,
player,201611270cle,nyg,JerrJo20,pos,G,,,,,
player,201611270cle,nyg,JerrJo20,offense,56,,,,,
player,201611270cle,nyg,JerrJo20,off_pct,100%,,,,,
player,201611270cle,nyg,JerrJo20,defense,0,,,,,
player,201611270cle,nyg,JerrJo20,def_pct,0%,,,,,
player,201611270cle,nyg,JerrJo20,special_teams,4,,,,,
player,201611270cle,nyg,JerrJo20,st_pct,12%,,,,,
player,201611270cle,nyg,HartBo00,pos,G,,,,,
player,201611270cle,nyg,HartBo00,offense,56,,,,,
player,201611270cle,nyg,HartBo00,off_pct,100%,,,,,
player,201611270cle,nyg,HartBo00,defense,0,,,,,
player,201611270cle,nyg,HartBo00,def_pct,0%,,,,,
player,201611270cle,nyg,HartBo00,special_teams,4,,,,,
player,201611270cle,nyg,HartBo00,st_pct,12%,,,,,
player,201611270cle,nyg,FlowEr00,pos,T,,,,,
player,201611270cle,nyg,FlowEr00,offense,56,,,,,
player,201611270cle,nyg,FlowEr00,off_pct,100%,,,,,
player,201611270cle,nyg,FlowEr00,defense,0,,,,,
player,201611270cle,nyg,FlowEr00,def_pct,0%,,,,,
player,201611270cle,nyg,FlowEr00,special_teams,4,,,,,
player,201611270cle,nyg,FlowEr00,st_pct,12%,,,,,
player,201611270cle,nyg,GettAd00,pos,G,,,,,
player,201611270cle,nyg,GettAd00,offense,56,,,,,
player,201611270cle,nyg,GettAd00,off_pct,100%,,,,,
player,201611270cle,nyg,GettAd00,defense,0,,,,,
player,201611270cle,nyg,GettAd00,def_pct,0%,,,,,
player,201611270cle,nyg,GettAd00,special_teams,4,,,,,
player,201611270cle,nyg,GettAd00,st_pct,12%,,,,,
player,201611270cle,nyg,RichWe00,pos,C,,,,,
player,201611270cle,nyg,RichWe00,offense,56,,,,,
player,201611270cle,nyg,RichWe00,off_pct,100%,,,,,
player,201611270cle,nyg,RichWe00,defense,0,,,,,
player,201611270cle,nyg,RichWe00,def_pct,0%,,,,,
player,201611270cle,nyg,RichWe00,special_teams,0,,,,,
player,201611270cle,nyg,RichWe00,st_pct,0%,,,,,
player,201611270cle,nyg,MannEl00,pos,QB,,,,,
player,201611270cle,nyg,MannEl00,offense,56,,,,,
player,201611270cle,nyg,MannEl00,off_pct,100%,,,,,
player,201611270cle,nyg,MannEl00,defense,0,,,,,
player,201611270cle,nyg,MannEl00,def_pct,0%,,,,,
player,201611270cle,nyg,MannEl00,special_teams,0,,,,,
player,201611270cle,nyg,MannEl00,st_pct,0%,,,,,
player,201611270cle,nyg,ShepSt00,pos,WR,,,,,
player,201611270cle,nyg,ShepSt00,offense,51,,,,,
player,201611270cle,nyg,ShepSt00,off_pct,91%,,,,,
player,201611270cle,nyg,ShepSt00,defense,0,,,,,
player,201611270cle,nyg,ShepSt00,def_pct,0%,,,,,
player,201611270cle,nyg,ShepSt00,special_teams,0,,,,,
player,201611270cle,nyg,ShepSt00,st_pct,0%,,,,,
player,201611270cle,nyg,TyexWi00,pos,TE,,,,,
player,201611270cle,nyg,TyexWi00,offense,49,,,,,
player,201611270cle,nyg,TyexWi00,off_pct,88%,,,,,
player,201611270cle,nyg,TyexWi00,defense,0,,,,,
player,201611270cle,nyg,TyexWi00,def_pct,0%,,,,,
player,201611270cle,nyg,TyexWi00,special_teams,2,,,,,
player,201611270cle,nyg,TyexWi00,st_pct,6%,,,,,
player,201611270cle,nyg,BeckOd00,pos,WR,,,,,
player,201611270cle,nyg,BeckOd00,offense,44,,,,,
player,201611270cle,nyg,BeckOd00,off_pct,79%,,,,,
player,201611270cle,nyg,BeckOd00,defense,0,,,,,
player,201611270cle,nyg,BeckOd00,def_pct,0%,,,,,
player,201611270cle,nyg,BeckOd00,special_teams,4,,,,,
player,201611270cle,nyg,BeckOd00,st_pct,12%,,,,,
player,201611270cle,nyg,CruzVi00,pos,WR,,,,,
player,201611270cle,nyg,CruzVi00,offense,42,,,,,
player,201611270cle,nyg,CruzVi00,off_pct,75%,,,,,
player,201611270cle,nyg,CruzVi00,defense,0,,,,,
player,201611270cle,nyg,CruzVi00,def_pct,0%,,,,,
player,201611270cle,nyg,CruzVi00,special_teams,0,,,,,
player,201611270cle,nyg,CruzVi00,st_pct,0%,,,,,
player,201611270cle,nyg,JennRa00,pos,RB,,,,,
player,201611270cle,nyg,JennRa00,offense,28,,,,,
player,201611270cle,nyg,JennRa00,off_pct,50%,,,,,
player,201611270cle,nyg,JennRa00,defense,0,,,,,
player,201611270cle,nyg,JennRa00,def_pct,0%,,,,,
player,201611270cle,nyg,JennRa00,special_teams,0,,,,,
player,201611270cle,nyg,JennRa00,st_pct,0%,,,,,
player,201611270cle,nyg,PerkPa00,pos,RB,,,,,
player,201611270cle,nyg,PerkPa00,offense,22,,,,,
player,201611270cle,nyg,PerkPa00,off_pct,39%,,,,,
player,201611270cle,nyg,PerkPa00,defense,0,,,,,
player,201611270cle,nyg,PerkPa00,def_pct,0%,,,,,
player,201611270cle,nyg,PerkPa00,special_teams,15,,,,,
player,201611270cle,nyg,PerkPa00,st_pct,47%,,,,,
player,201611270cle,nyg,LewiRo03,pos,WR,,,,,
player,201611270cle,nyg,LewiRo03,offense,15,,,,,
player,201611270cle,nyg,LewiRo03,off_pct,27%,,,,,
player,201611270cle,nyg,LewiRo03,defense,0,,,,,
player,201611270cle,nyg,LewiRo03,def_pct,0%,,,,,
player,201611270cle,nyg,LewiRo03,special_teams,11,,,,,
player,201611270cle,nyg,LewiRo03,st_pct,34%,,,,,
player,201611270cle,nyg,AdamJe01,pos,TE,,,,,
player,201611270cle,nyg,AdamJe01,offense,11,,,,,
player,201611270cle,nyg,AdamJe01,off_pct,20%,,,,,
player,201611270cle,nyg,AdamJe01,defense,0,,,,,
player,201611270cle,nyg,AdamJe01,def_pct,0%,,,,,
player,201611270cle,nyg,AdamJe01,special_teams,0,,,,,
player,201611270cle,nyg,AdamJe01,st_pct,0%,,,,,
player,201611270cle,nyg,HarrDw00,pos,WR,,,,,
player,201611270cle,nyg,HarrDw00,offense,6,,,,,
player,201611270cle,nyg,HarrDw00,off_pct,11%,,,,,
player,201611270cle,nyg,HarrDw00,defense,0,,,,,
player,201611270cle,nyg,HarrDw00,def_pct,0%,,,,,
player,201611270cle,nyg,HarrDw00,special_teams,13,,,,,
player,201611270cle,nyg,HarrDw00,st_pct,41%,,,,,
player,201611270cle,nyg,RainBo00,pos,RB,,,,,
player,201611270cle,nyg,RainBo00,offense,6,,,,,
player,201611270cle,nyg,RainBo00,off_pct,11%,,,,,
player,201611270cle,nyg,RainBo00,defense,0,,,,,
player,201611270cle,nyg,RainBo00,def_pct,0%,,,,,
player,201611270cle,nyg,RainBo00,special_teams,12,,,,,
player,201611270cle,nyg,RainBo00,st_pct,38%,,,,,
player,201611270cle,nyg,McDeSh01,pos,C,,,,,
player,201611270cle,nyg,McDeSh01,offense,3,,,,,
player,201611270cle,nyg,McDeSh01,off_pct,5%,,,,,
player,201611270cle,nyg,McDeSh01,defense,0,,,,,
player,201611270cle,nyg,McDeSh01,def_pct,0%,,,,,
player,201611270cle,nyg,McDeSh01,special_teams,5,,,,,
player,201611270cle,nyg,McDeSh01,st_pct,16%,,,,,
player,201611270cle,nyg,BeatWi20,pos,T,,,,,
player,201611270cle,nyg,BeatWi20,offense,3,,,,,
player,201611270cle,nyg,BeatWi20,off_pct,5%,,,,,
player,201611270cle,nyg,BeatWi20,defense,0,,,,,
player,201611270cle,nyg,BeatWi20,def_pct,0%,,,,,
player,201611270cle,nyg,BeatWi20,special_teams,4,,,,,
player,201611270cle,nyg,BeatWi20,st_pct,12%,,,,,
player,201611270cle,nyg,CollLa00,pos,SS,,,,,
player,201611270cle,nyg,CollLa00,offense,0,,,,,
player,201611270cle,nyg,CollLa00,off_pct,0%,,,,,
player,201611270cle,nyg,CollLa00,defense,75,,,,,
player,201611270cle,nyg,CollLa00,def_pct,100%,,,,,
player,201611270cle,nyg,CollLa00,special_teams,3,,,,,
player,201611270cle,nyg,CollLa00,st_pct,9%,,,,,
player,201611270cle,nyg,VernOl00,pos,DE,,,,,
player,201611270cle,nyg,VernOl00,offense,0,,,,,
player,201611270cle,nyg,VernOl00,off_pct,0%,,,,,
player,201611270cle,nyg,VernOl00,defense,71,,,,,
player,201611270cle,nyg,VernOl00,def_pct,95%,,,,,
player,201611270cle,nyg,VernOl00,special_teams,0,,,,,
player,201611270cle,nyg,VernOl00,st_pct,0%,,,,,
player,201611270cle,nyg,AdamAn00,pos,SS,,,,,
player,201611270cle,nyg,AdamAn00,offense,0,,,,,
player,201611270cle,nyg,AdamAn00,off_pct,0%,,,,,
player,201611270cle,nyg,AdamAn00,defense,69,,,,,
player,201611270cle,nyg,AdamAn00,def_pct,92%,,,,,
player,201611270cle,nyg,AdamAn00,special_teams,6,,,,,
player,201611270cle,nyg,AdamAn00,st_pct,19%,,,,,
player,201611270cle,nyg,PierJa99,pos,DE,,,,,
player,201611270cle,nyg,PierJa99,offense,0,,,,,
player,201611270cle,nyg,PierJa99,off_pct,0%,,,,,
player,201611270cle,nyg,PierJa99,defense,69,,,,,
player,201611270cle,nyg,PierJa99,def_pct,92%,,,,,
player,201611270cle,nyg,PierJa99,special_teams,3,,,,,
player,201611270cle,nyg,PierJa99,st_pct,9%,,,,,
player,201611270cle,nyg,JenkJa03,pos,CB,,,,,
player,201611270cle,nyg,JenkJa03,offense,0,,,,,
player,201611270cle,nyg,JenkJa03,off_pct,0%,,,,,
player,201611270cle,nyg,JenkJa03,defense,62,,,,,
player,201611270cle,nyg,JenkJa03,def_pct,83%,,,,,
player,201611270cle,nyg,JenkJa03,special_teams,3,,,,,
player,201611270cle,nyg,JenkJa03,st_pct,9%,,,,,
player,201611270cle,nyg,RobiKe01,pos,LB,,,,,
player,201611270cle,nyg,RobiKe01,offense,0,,,,,
player,201611270cle,nyg,RobiKe01,off_pct,0%,,,,,
player,201611270cle,nyg,RobiKe01,defense,60,,,,,
player,201611270cle,nyg,RobiKe01,def_pct,80%,,,,,
player,201611270cle,nyg,RobiKe01,special_teams,12,,,,,
player,201611270cle,nyg,RobiKe01,st_pct,38%,,,,,
player,201611270cle,nyg,ApplEl00,pos,CB,,,,,
player,201611270cle,nyg,ApplEl00,offense,0,,,,,
player,201611270cle,nyg,ApplEl00,off_pct,0%,,,,,
player,201611270cle,nyg,ApplEl00,defense,58,,,,,
player,201611270cle,nyg,ApplEl00,def_pct,77%,,,,,
player,201611270cle,nyg,ApplEl00,special_teams,11,,,,,
player,201611270cle,nyg,ApplEl00,st_pct,34%,,,,,
player,201611270cle,nyg,RodgDo99,pos,CB,,,,,
player,201611270cle,nyg,RodgDo99,offense,0,,,,,
player,201611270cle,nyg,RodgDo99,off_pct,0%,,,,,
player,201611270cle,nyg,RodgDo99,defense,49,,,,,
player,201611270cle,nyg,RodgDo99,def_pct,65%,,,,,
player,201611270cle,nyg,RodgDo99,special_teams,11,,,,,
player,201611270cle,nyg,RodgDo99,st_pct,34%,,,,,
player,201611270cle,nyg,KennDe00,pos,LB,,,,,
player,201611270cle,nyg,KennDe00,offense,0,,,,,
player,201611270cle,nyg,KennDe00,off_pct,0%,,,,,
player,201611270cle,nyg,KennDe00,defense,47,,,,,
player,201611270cle,nyg,KennDe00,def_pct,63%,,,,,
player,201611270cle,nyg,KennDe00,special_teams,10,,,,,
player,201611270cle,nyg,KennDe00,st_pct,31%,,,,,
player,201611270cle,nyg,HankJo00,pos,DT,,,,,
player,201611270cle,nyg,HankJo00,offense,0,,,,,
player,201611270cle,nyg,HankJo00,off_pct,0%,,,,,
player,201611270cle,nyg,HankJo00,defense,47,,,,,
player,201611270cle,nyg,HankJo00,def_pct,63%,,,,,
player,201611270cle,nyg,HankJo00,special_teams,3,,,,,
player,201611270cle,nyg,HankJo00,st_pct,9%,,,,,
player,201611270cle,nyg,HarrDa03,pos,DT,,,,,
player,201611270cle,nyg,HarrDa03,offense,0,,,,,
player,201611270cle,nyg,HarrDa03,off_pct,0%,,,,,
player,201611270cle,nyg,HarrDa03,defense,47,,,,,
player,201611270cle,nyg,HarrDa03,def_pct,63%,,,,,
player,201611270cle,nyg,HarrDa03,special_teams,3,,,,,
player,201611270cle,nyg,HarrDa03,st_pct,9%,,,,,
player,201611270cle,nyg,CasiJo99,pos,LB,,,,,
player,201611270cle,nyg,CasiJo99,offense,0,,,,,
player,201611270cle,nyg,CasiJo99,off_pct,0%,,,,,
player,201611270cle,nyg,CasiJo99,defense,45,,,,,
player,201611270cle,nyg,CasiJo99,def_pct,60%,,,,,
player,201611270cle,nyg,CasiJo99,special_teams,10,,,,,
player,201611270cle,nyg,CasiJo99,st_pct,31%,,,,,
player,201611270cle,nyg,SensCo00,pos,CB,,,,,
player,201611270cle,nyg,SensCo00,offense,0,,,,,
player,201611270cle,nyg,SensCo00,off_pct,0%,,,,,
player,201611270cle,nyg,SensCo00,defense,30,,,,,
player,201611270cle,nyg,SensCo00,def_pct,40%,,,,,
player,201611270cle,nyg,SensCo00,special_teams,16,,,,,
player,201611270cle,nyg,SensCo00,st_pct,50%,,,,,
player,201611270cle,nyg,ShepKe00,pos,LB,,,,,
player,201611270cle,nyg,ShepKe00,offense,0,,,,,
player,201611270cle,nyg,ShepKe00,off_pct,0%,,,,,
player,201611270cle,nyg,ShepKe00,defense,25,,,,,
player,201611270cle,nyg,ShepKe00,def_pct,33%,,,,,
player,201611270cle,nyg,ShepKe00,special_teams,15,,,,,
player,201611270cle,nyg,ShepKe00,st_pct,47%,,,,,
player,201611270cle,nyg,OkwaRo01,pos,DE,,,,,
player,201611270cle,nyg,OkwaRo01,offense,0,,,,,
player,201611270cle,nyg,OkwaRo01,off_pct,0%,,,,,
player,201611270cle,nyg,OkwaRo01,defense,24,,,,,
player,201611270cle,nyg,OkwaRo01,def_pct,32%,,,,,
player,201611270cle,nyg,OkwaRo01,special_teams,16,,,,,
player,201611270cle,nyg,OkwaRo01,st_pct,50%,,,,,
player,201611270cle,nyg,WadeTr00,pos,CB,,,,,
player,201611270cle,nyg,WadeTr00,offense,0,,,,,
player,201611270cle,nyg,WadeTr00,off_pct,0%,,,,,
player,201611270cle,nyg,WadeTr00,defense,19,,,,,
player,201611270cle,nyg,WadeTr00,def_pct,25%,,,,,
player,201611270cle,nyg,WadeTr00,special_teams,9,,,,,
player,201611270cle,nyg,WadeTr00,st_pct,28%,,,,,
player,201611270cle,nyg,ThomRo04,pos,DT,,,,,
player,201611270cle,nyg,ThomRo04,offense,0,,,,,
player,201611270cle,nyg,ThomRo04,off_pct,0%,,,,,
player,201611270cle,nyg,ThomRo04,defense,12,,,,,
player,201611270cle,nyg,ThomRo04,def_pct,16%,,,,,
player,201611270cle,nyg,ThomRo04,special_teams,0,,,,,
player,201611270cle,nyg,ThomRo04,st_pct,0%,,,,,
player,201611270cle,nyg,BerhNa00,pos,FS,,,,,
player,201611270cle,nyg,BerhNa00,offense,0,,,,,
player,201611270cle,nyg,BerhNa00,off_pct,0%,,,,,
player,201611270cle,nyg,BerhNa00,defense,5,,,,,
player,201611270cle,nyg,BerhNa00,def_pct,7%,,,,,
player,201611270cle,nyg,BerhNa00,special_teams,9,,,,,
player,201611270cle,nyg,BerhNa00,st_pct,28%,,,,,
player,201611270cle,nyg,WynnKe00,pos,DE,,,,,
player,201611270cle,nyg,WynnKe00,offense,0,,,,,
player,201611270cle,nyg,WynnKe00,off_pct,0%,,,,,
player,201611270cle,nyg,WynnKe00,defense,5,,,,,
player,201611270cle,nyg,WynnKe00,def_pct,7%,,,,,
player,201611270cle,nyg,WynnKe00,special_teams,3,,,,,
player,201611270cle,nyg,WynnKe00,st_pct,9%,,,,,
player,201611270cle,nyg,OdigOw00,pos,DE,,,,,
player,201611270cle,nyg,OdigOw00,offense,0,,,,,
player,201611270cle,nyg,OdigOw00,off_pct,0%,,,,,
player,201611270cle,nyg,OdigOw00,defense,4,,,,,
player,201611270cle,nyg,OdigOw00,def_pct,5%,,,,,
player,201611270cle,nyg,OdigOw00,special_teams,13,,,,,
player,201611270cle,nyg,OdigOw00,st_pct,41%,,,,,
player,201611270cle,nyg,GoodB.00,pos,LB,,,,,
player,201611270cle,nyg,GoodB.00,offense,0,,,,,
player,201611270cle,nyg,GoodB.00,off_pct,0%,,,,,
player,201611270cle,nyg,GoodB.00,defense,1,,,,,
player,201611270cle,nyg,GoodB.00,def_pct,1%,,,,,
player,201611270cle,nyg,GoodB.00,special_teams,27,,,,,
player,201611270cle,nyg,GoodB.00,st_pct,84%,,,,,
player,201611270cle,nyg,HerzMa00,pos,LB,,,,,
player,201611270cle,nyg,HerzMa00,offense,0,,,,,
player,201611270cle,nyg,HerzMa00,off_pct,0%,,,,,
player,201611270cle,nyg,HerzMa00,defense,1,,,,,
player,201611270cle,nyg,HerzMa00,def_pct,1%,,,,,
player,201611270cle,nyg,HerzMa00,special_teams,25,,,,,
player,201611270cle,nyg,HerzMa00,st_pct,78%,,,,,
player,201611270cle,nyg,DarkOr00,pos,RB,,,,,
player,201611270cle,nyg,DarkOr00,offense,0,,,,,
player,201611270cle,nyg,DarkOr00,off_pct,0%,,,,,
player,201611270cle,nyg,DarkOr00,defense,0,,,,,
player,201611270cle,nyg,DarkOr00,def_pct,0%,,,,,
player,201611270cle,nyg,DarkOr00,special_teams,20,,,,,
player,201611270cle,nyg,DarkOr00,st_pct,62%,,,,,
player,201611270cle,nyg,DeOsZa99,pos,LS,,,,,
player,201611270cle,nyg,DeOsZa99,offense,0,,,,,
player,201611270cle,nyg,DeOsZa99,off_pct,0%,,,,,
player,201611270cle,nyg,DeOsZa99,defense,0,,,,,
player,201611270cle,nyg,DeOsZa99,def_pct,0%,,,,,
player,201611270cle,nyg,DeOsZa99,special_teams,13,,,,,
player,201611270cle,nyg,DeOsZa99,st_pct,41%,,,,,
player,201611270cle,nyg,WingBr00,pos,P,,,,,
player,201611270cle,nyg,WingBr00,offense,0,,,,,
player,201611270cle,nyg,WingBr00,off_pct,0%,,,,,
player,201611270cle,nyg,WingBr00,defense,0,,,,,
player,201611270cle,nyg,WingBr00,def_pct,0%,,,,,
player,201611270cle,nyg,WingBr00,special_teams,13,,,,,
player,201611270cle,nyg,WingBr00,st_pct,41%,,,,,
player,201611270cle,nyg,gouldrob01,pos,K,,,,,
player,201611270cle,nyg,gouldrob01,offense,0,,,,,
player,201611270cle,nyg,gouldrob01,off_pct,0%,,,,,
player,201611270cle,nyg,gouldrob01,defense,0,,,,,
player,201611270cle,nyg,gouldrob01,def_pct,0%,,,,,
player,201611270cle,nyg,gouldrob01,special_teams,9,,,,,
player,201611270cle,nyg,gouldrob01,st_pct,28%,,,,,
player,201611270cle,nyg,DonnLa00,pos,TE,,,,,
player,201611270cle,nyg,DonnLa00,offense,0,,,,,
player,201611270cle,nyg,DonnLa00,off_pct,0%,,,,,
player,201611270cle,nyg,DonnLa00,defense,0,,,,,
player,201611270cle,nyg,DonnLa00,def_pct,0%,,,,,
player,201611270cle,nyg,DonnLa00,special_teams,7,,,,,
player,201611270cle,nyg,DonnLa00,st_pct,22%,,,,,
