game,2016,2,20160918,201609180htx,kan,"Kansas City Chiefs",12,htx,"Houston Texans",19
team,201609180htx,kan,First Downs,14,,,,,,
team,201609180htx,htx,First Downs,15,,,,,,
team,201609180htx,kan,Rush-Yds-TDs,19-119-0,,,,,,
team,201609180htx,htx,Rush-Yds-TDs,34-97-0,,,,,,
team,201609180htx,kan,Cmp-Att-Yd-TD-INT,20-37-186-0-0,,,,,,
team,201609180htx,htx,Cmp-Att-Yd-TD-INT,19-33-268-1-2,,,,,,
team,201609180htx,kan,Sacked-Yards,4-14,,,,,,
team,201609180htx,htx,Sacked-Yards,2-14,,,,,,
team,201609180htx,kan,Net Pass Yards,172,,,,,,
team,201609180htx,htx,Net Pass Yards,254,,,,,,
team,201609180htx,kan,Total Yards,291,,,,,,
team,201609180htx,htx,Total Yards,351,,,,,,
team,201609180htx,kan,Fumbles-Lost,3-3,,,,,,
team,201609180htx,htx,Fumbles-Lost,0-0,,,,,,
team,201609180htx,kan,Turnovers,3,,,,,,
team,201609180htx,htx,Turnovers,2,,,,,,
team,201609180htx,kan,Penalties-Yards,9-77,,,,,,
team,201609180htx,htx,Penalties-Yards,5-44,,,,,,
team,201609180htx,kan,Third Down Conv.,3-14,,,,,,
team,201609180htx,htx,Third Down Conv.,4-15,,,,,,
team,201609180htx,kan,Fourth Down Conv.,0-0,,,,,,
team,201609180htx,htx,Fourth Down Conv.,1-1,,,,,,
team,201609180htx,kan,Time of Possession,26:01,,,,,,
team,201609180htx,htx,Time of Possession,33:59,,,,,,
player,201609180htx,kan,SmitAl03,pass_cmp,20,,,,,
player,201609180htx,kan,SmitAl03,pass_att,37,,,,,
player,201609180htx,kan,SmitAl03,pass_yds,186,,,,,
player,201609180htx,kan,SmitAl03,pass_td,0,,,,,
player,201609180htx,kan,SmitAl03,pass_int,0,,,,,
player,201609180htx,kan,SmitAl03,pass_sacked,4,,,,,
player,201609180htx,kan,SmitAl03,pass_sacked_yds,14,,,,,
player,201609180htx,kan,SmitAl03,pass_long,34,,,,,
player,201609180htx,kan,SmitAl03,pass_rating,68.1,,,,,
player,201609180htx,kan,SmitAl03,rush_att,2,,,,,
player,201609180htx,kan,SmitAl03,rush_yds,2,,,,,
player,201609180htx,kan,SmitAl03,rush_td,0,,,,,
player,201609180htx,kan,SmitAl03,rush_long,2,,,,,
player,201609180htx,kan,SmitAl03,targets,0,,,,,
player,201609180htx,kan,SmitAl03,rec,0,,,,,
player,201609180htx,kan,SmitAl03,rec_yds,0,,,,,
player,201609180htx,kan,SmitAl03,rec_td,0,,,,,
player,201609180htx,kan,SmitAl03,rec_long,0,,,,,
player,201609180htx,kan,SmitAl03,fumbles,2,,,,,
player,201609180htx,kan,SmitAl03,fumbles_lost,2,,,,,
player,201609180htx,kan,WestCh01,pass_cmp,0,,,,,
player,201609180htx,kan,WestCh01,pass_att,0,,,,,
player,201609180htx,kan,WestCh01,pass_yds,0,,,,,
player,201609180htx,kan,WestCh01,pass_td,0,,,,,
player,201609180htx,kan,WestCh01,pass_int,0,,,,,
player,201609180htx,kan,WestCh01,pass_sacked,0,,,,,
player,201609180htx,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201609180htx,kan,WestCh01,pass_long,0,,,,,
player,201609180htx,kan,WestCh01,pass_rating,,,,,,
