game,2016,9,20161106,201611060min,det,"Detroit Lions",22,min,"Minnesota Vikings",16
player,201611060min,det,RobeAn00,pass_att,0,,,,,
player,201611060min,det,RobeAn00,pass_yds,0,,,,,
player,201611060min,det,RobeAn00,pass_td,0,,,,,
player,201611060min,det,RobeAn00,pass_int,0,,,,,
player,201611060min,det,RobeAn00,pass_sacked,0,,,,,
player,201611060min,det,RobeAn00,pass_sacked_yds,0,,,,,
player,201611060min,det,RobeAn00,pass_long,0,,,,,
player,201611060min,det,RobeAn00,pass_rating,,,,,,
player,201611060min,det,RobeAn00,rush_att,0,,,,,
player,201611060min,det,RobeAn00,rush_yds,0,,,,,
player,201611060min,det,RobeAn00,rush_td,0,,,,,
player,201611060min,det,RobeAn00,rush_long,0,,,,,
player,201611060min,det,RobeAn00,targets,1,,,,,
player,201611060min,det,RobeAn00,rec,1,,,,,
player,201611060min,det,RobeAn00,rec_yds,27,,,,,
player,201611060min,det,RobeAn00,rec_td,0,,,,,
player,201611060min,det,RobeAn00,rec_long,27,,,,,
player,201611060min,det,RobeAn00,fumbles,0,,,,,
player,201611060min,det,RobeAn00,fumbles_lost,0,,,,,
player,201611060min,det,BoldAn00,pass_cmp,0,,,,,
player,201611060min,det,BoldAn00,pass_att,0,,,,,
player,201611060min,det,BoldAn00,pass_yds,0,,,,,
player,201611060min,det,BoldAn00,pass_td,0,,,,,
player,201611060min,det,BoldAn00,pass_int,0,,,,,
player,201611060min,det,BoldAn00,pass_sacked,0,,,,,
player,201611060min,det,BoldAn00,pass_sacked_yds,0,,,,,
player,201611060min,det,BoldAn00,pass_long,0,,,,,
player,201611060min,det,BoldAn00,pass_rating,,,,,,
player,201611060min,det,BoldAn00,rush_att,0,,,,,
player,201611060min,det,BoldAn00,rush_yds,0,,,,,
player,201611060min,det,BoldAn00,rush_td,0,,,,,
player,201611060min,det,BoldAn00,rush_long,0,,,,,
player,201611060min,det,BoldAn00,targets,4,,,,,
player,201611060min,det,BoldAn00,rec,2,,,,,
player,201611060min,det,BoldAn00,rec_yds,10,,,,,
player,201611060min,det,BoldAn00,rec_td,1,,,,,
player,201611060min,det,BoldAn00,rec_long,9,,,,,
player,201611060min,det,BoldAn00,fumbles,0,,,,,
player,201611060min,det,BoldAn00,fumbles_lost,0,,,,,
player,201611060min,det,JoneMa02,pass_cmp,0,,,,,
player,201611060min,det,JoneMa02,pass_att,0,,,,,
player,201611060min,det,JoneMa02,pass_yds,0,,,,,
player,201611060min,det,JoneMa02,pass_td,0,,,,,
player,201611060min,det,JoneMa02,pass_int,0,,,,,
player,201611060min,det,JoneMa02,pass_sacked,0,,,,,
player,201611060min,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201611060min,det,JoneMa02,pass_long,0,,,,,
player,201611060min,det,JoneMa02,pass_rating,,,,,,
player,201611060min,det,JoneMa02,rush_att,0,,,,,
player,201611060min,det,JoneMa02,rush_yds,0,,,,,
player,201611060min,det,JoneMa02,rush_td,0,,,,,
player,201611060min,det,JoneMa02,rush_long,0,,,,,
player,201611060min,det,JoneMa02,targets,5,,,,,
player,201611060min,det,JoneMa02,rec,1,,,,,
player,201611060min,det,JoneMa02,rec_yds,5,,,,,
player,201611060min,det,JoneMa02,rec_td,0,,,,,
player,201611060min,det,JoneMa02,rec_long,5,,,,,
player,201611060min,det,JoneMa02,fumbles,0,,,,,
player,201611060min,det,JoneMa02,fumbles_lost,0,,,,,
player,201611060min,det,BurtMi00,pass_cmp,0,,,,,
player,201611060min,det,BurtMi00,pass_att,0,,,,,
player,201611060min,det,BurtMi00,pass_yds,0,,,,,
player,201611060min,det,BurtMi00,pass_td,0,,,,,
player,201611060min,det,BurtMi00,pass_int,0,,,,,
player,201611060min,det,BurtMi00,pass_sacked,0,,,,,
player,201611060min,det,BurtMi00,pass_sacked_yds,0,,,,,
player,201611060min,det,BurtMi00,pass_long,0,,,,,
player,201611060min,det,BurtMi00,pass_rating,,,,,,
player,201611060min,det,BurtMi00,rush_att,0,,,,,
player,201611060min,det,BurtMi00,rush_yds,0,,,,,
player,201611060min,det,BurtMi00,rush_td,0,,,,,
player,201611060min,det,BurtMi00,rush_long,0,,,,,
player,201611060min,det,BurtMi00,targets,1,,,,,
player,201611060min,det,BurtMi00,rec,0,,,,,
player,201611060min,det,BurtMi00,rec_yds,0,,,,,
player,201611060min,det,BurtMi00,rec_td,0,,,,,
player,201611060min,det,BurtMi00,rec_long,0,,,,,
player,201611060min,det,BurtMi00,fumbles,0,,,,,
player,201611060min,det,BurtMi00,fumbles_lost,0,,,,,
player,201611060min,min,BradSa00,pass_cmp,31,,,,,
player,201611060min,min,BradSa00,pass_att,40,,,,,
player,201611060min,min,BradSa00,pass_yds,273,,,,,
player,201611060min,min,BradSa00,pass_td,1,,,,,
player,201611060min,min,BradSa00,pass_int,0,,,,,
player,201611060min,min,BradSa00,pass_sacked,2,,,,,
player,201611060min,min,BradSa00,pass_sacked_yds,14,,,,,
player,201611060min,min,BradSa00,pass_long,32,,,,,
player,201611060min,min,BradSa00,pass_rating,103.4,,,,,
player,201611060min,min,BradSa00,rush_att,0,,,,,
player,201611060min,min,BradSa00,rush_yds,0,,,,,
player,201611060min,min,BradSa00,rush_td,0,,,,,
player,201611060min,min,BradSa00,rush_long,0,,,,,
player,201611060min,min,BradSa00,targets,1,,,,,
player,201611060min,min,BradSa00,rec,1,,,,,
player,201611060min,min,BradSa00,rec_yds,5,,,,,
player,201611060min,min,BradSa00,rec_td,0,,,,,
player,201611060min,min,BradSa00,rec_long,5,,,,,
player,201611060min,min,BradSa00,fumbles,0,,,,,
player,201611060min,min,BradSa00,fumbles_lost,0,,,,,
player,201611060min,min,HillRo00,pass_cmp,0,,,,,
player,201611060min,min,HillRo00,pass_att,0,,,,,
player,201611060min,min,HillRo00,pass_yds,0,,,,,
player,201611060min,min,HillRo00,pass_td,0,,,,,
player,201611060min,min,HillRo00,pass_int,0,,,,,
player,201611060min,min,HillRo00,pass_sacked,0,,,,,
player,201611060min,min,HillRo00,pass_sacked_yds,0,,,,,
player,201611060min,min,HillRo00,pass_long,0,,,,,
player,201611060min,min,HillRo00,pass_rating,,,,,,
player,201611060min,min,HillRo00,rush_att,7,,,,,
player,201611060min,min,HillRo00,rush_yds,30,,,,,
player,201611060min,min,HillRo00,rush_td,0,,,,,
player,201611060min,min,HillRo00,rush_long,14,,,,,
player,201611060min,min,HillRo00,targets,1,,,,,
player,201611060min,min,HillRo00,rec,1,,,,,
player,201611060min,min,HillRo00,rec_yds,32,,,,,
player,201611060min,min,HillRo00,rec_td,0,,,,,
player,201611060min,min,HillRo00,rec_long,32,,,,,
player,201611060min,min,HillRo00,fumbles,0,,,,,
player,201611060min,min,HillRo00,fumbles_lost,0,,,,,
player,201611060min,min,AsiaMa00,pass_cmp,0,,,,,
player,201611060min,min,AsiaMa00,pass_att,0,,,,,
player,201611060min,min,AsiaMa00,pass_yds,0,,,,,
player,201611060min,min,AsiaMa00,pass_td,0,,,,,
player,201611060min,min,AsiaMa00,pass_int,0,,,,,
player,201611060min,min,AsiaMa00,pass_sacked,0,,,,,
player,201611060min,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201611060min,min,AsiaMa00,pass_long,0,,,,,
player,201611060min,min,AsiaMa00,pass_rating,,,,,,
player,201611060min,min,AsiaMa00,rush_att,9,,,,,
player,201611060min,min,AsiaMa00,rush_yds,27,,,,,
player,201611060min,min,AsiaMa00,rush_td,0,,,,,
player,201611060min,min,AsiaMa00,rush_long,8,,,,,
player,201611060min,min,AsiaMa00,targets,2,,,,,
player,201611060min,min,AsiaMa00,rec,2,,,,,
player,201611060min,min,AsiaMa00,rec_yds,14,,,,,
player,201611060min,min,AsiaMa00,rec_td,0,,,,,
player,201611060min,min,AsiaMa00,rec_long,9,,,,,
player,201611060min,min,AsiaMa00,fumbles,0,,,,,
player,201611060min,min,AsiaMa00,fumbles_lost,0,,,,,
player,201611060min,min,DiggSt00,pass_cmp,0,,,,,
player,201611060min,min,DiggSt00,pass_att,0,,,,,
player,201611060min,min,DiggSt00,pass_yds,0,,,,,
player,201611060min,min,DiggSt00,pass_td,0,,,,,
player,201611060min,min,DiggSt00,pass_int,0,,,,,
player,201611060min,min,DiggSt00,pass_sacked,0,,,,,
player,201611060min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201611060min,min,DiggSt00,pass_long,0,,,,,
player,201611060min,min,DiggSt00,pass_rating,,,,,,
player,201611060min,min,DiggSt00,rush_att,1,,,,,
player,201611060min,min,DiggSt00,rush_yds,12,,,,,
player,201611060min,min,DiggSt00,rush_td,0,,,,,
player,201611060min,min,DiggSt00,rush_long,12,,,,,
player,201611060min,min,DiggSt00,targets,14,,,,,
player,201611060min,min,DiggSt00,rec,13,,,,,
player,201611060min,min,DiggSt00,rec_yds,80,,,,,
player,201611060min,min,DiggSt00,rec_td,0,,,,,
player,201611060min,min,DiggSt00,rec_long,12,,,,,
player,201611060min,min,DiggSt00,fumbles,0,,,,,
player,201611060min,min,DiggSt00,fumbles_lost,0,,,,,
player,201611060min,min,McKiJe00,pass_cmp,0,,,,,
player,201611060min,min,McKiJe00,pass_att,0,,,,,
player,201611060min,min,McKiJe00,pass_yds,0,,,,,
player,201611060min,min,McKiJe00,pass_td,0,,,,,
player,201611060min,min,McKiJe00,pass_int,0,,,,,
player,201611060min,min,McKiJe00,pass_sacked,0,,,,,
player,201611060min,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201611060min,min,McKiJe00,pass_long,0,,,,,
player,201611060min,min,McKiJe00,pass_rating,,,,,,
player,201611060min,min,McKiJe00,rush_att,7,,,,,
player,201611060min,min,McKiJe00,rush_yds,8,,,,,
player,201611060min,min,McKiJe00,rush_td,0,,,,,
player,201611060min,min,McKiJe00,rush_long,4,,,,,
player,201611060min,min,McKiJe00,targets,0,,,,,
player,201611060min,min,McKiJe00,rec,0,,,,,
player,201611060min,min,McKiJe00,rec_yds,0,,,,,
player,201611060min,min,McKiJe00,rec_td,0,,,,,
player,201611060min,min,McKiJe00,rec_long,0,,,,,
player,201611060min,min,McKiJe00,fumbles,0,,,,,
player,201611060min,min,McKiJe00,fumbles_lost,0,,,,,
player,201611060min,min,ElliRh00,pass_cmp,0,,,,,
player,201611060min,min,ElliRh00,pass_att,0,,,,,
player,201611060min,min,ElliRh00,pass_yds,0,,,,,
player,201611060min,min,ElliRh00,pass_td,0,,,,,
player,201611060min,min,ElliRh00,pass_int,0,,,,,
player,201611060min,min,ElliRh00,pass_sacked,0,,,,,
player,201611060min,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201611060min,min,ElliRh00,pass_long,0,,,,,
player,201611060min,min,ElliRh00,pass_rating,,,,,,
player,201611060min,min,ElliRh00,rush_att,1,,,,,
player,201611060min,min,ElliRh00,rush_yds,1,,,,,
player,201611060min,min,ElliRh00,rush_td,1,,,,,
player,201611060min,min,ElliRh00,rush_long,1,,,,,
player,201611060min,min,ElliRh00,targets,1,,,,,
player,201611060min,min,ElliRh00,rec,1,,,,,
player,201611060min,min,ElliRh00,rec_yds,4,,,,,
player,201611060min,min,ElliRh00,rec_td,0,,,,,
player,201611060min,min,ElliRh00,rec_long,4,,,,,
player,201611060min,min,ElliRh00,fumbles,0,,,,,
player,201611060min,min,ElliRh00,fumbles_lost,0,,,,,
player,201611060min,min,ThieAd00,pass_cmp,0,,,,,
player,201611060min,min,ThieAd00,pass_att,0,,,,,
player,201611060min,min,ThieAd00,pass_yds,0,,,,,
player,201611060min,min,ThieAd00,pass_td,0,,,,,
player,201611060min,min,ThieAd00,pass_int,0,,,,,
player,201611060min,min,ThieAd00,pass_sacked,0,,,,,
player,201611060min,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201611060min,min,ThieAd00,pass_long,0,,,,,
player,201611060min,min,ThieAd00,pass_rating,,,,,,
player,201611060min,min,ThieAd00,rush_att,0,,,,,
player,201611060min,min,ThieAd00,rush_yds,0,,,,,
player,201611060min,min,ThieAd00,rush_td,0,,,,,
player,201611060min,min,ThieAd00,rush_long,0,,,,,
player,201611060min,min,ThieAd00,targets,6,,,,,
player,201611060min,min,ThieAd00,rec,4,,,,,
player,201611060min,min,ThieAd00,rec_yds,68,,,,,
player,201611060min,min,ThieAd00,rec_td,0,,,,,
player,201611060min,min,ThieAd00,rec_long,29,,,,,
player,201611060min,min,ThieAd00,fumbles,0,,,,,
player,201611060min,min,ThieAd00,fumbles_lost,0,,,,,
player,201611060min,min,PattCo00,pass_cmp,0,,,,,
player,201611060min,min,PattCo00,pass_att,0,,,,,
player,201611060min,min,PattCo00,pass_yds,0,,,,,
player,201611060min,min,PattCo00,pass_td,0,,,,,
player,201611060min,min,PattCo00,pass_int,0,,,,,
player,201611060min,min,PattCo00,pass_sacked,0,,,,,
player,201611060min,min,PattCo00,pass_sacked_yds,0,,,,,
player,201611060min,min,PattCo00,pass_long,0,,,,,
player,201611060min,min,PattCo00,pass_rating,,,,,,
player,201611060min,min,PattCo00,rush_att,0,,,,,
player,201611060min,min,PattCo00,rush_yds,0,,,,,
player,201611060min,min,PattCo00,rush_td,0,,,,,
player,201611060min,min,PattCo00,rush_long,0,,,,,
player,201611060min,min,PattCo00,targets,8,,,,,
player,201611060min,min,PattCo00,rec,6,,,,,
player,201611060min,min,PattCo00,rec_yds,45,,,,,
player,201611060min,min,PattCo00,rec_td,0,,,,,
player,201611060min,min,PattCo00,rec_long,13,,,,,
player,201611060min,min,PattCo00,fumbles,0,,,,,
player,201611060min,min,PattCo00,fumbles_lost,0,,,,,
player,201611060min,min,TreaLa00,pass_cmp,0,,,,,
player,201611060min,min,TreaLa00,pass_att,0,,,,,
player,201611060min,min,TreaLa00,pass_yds,0,,,,,
player,201611060min,min,TreaLa00,pass_td,0,,,,,
player,201611060min,min,TreaLa00,pass_int,0,,,,,
player,201611060min,min,TreaLa00,pass_sacked,0,,,,,
player,201611060min,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201611060min,min,TreaLa00,pass_long,0,,,,,
player,201611060min,min,TreaLa00,pass_rating,,,,,,
player,201611060min,min,TreaLa00,rush_att,0,,,,,
player,201611060min,min,TreaLa00,rush_yds,0,,,,,
player,201611060min,min,TreaLa00,rush_td,0,,,,,
player,201611060min,min,TreaLa00,rush_long,0,,,,,
player,201611060min,min,TreaLa00,targets,1,,,,,
player,201611060min,min,TreaLa00,rec,1,,,,,
player,201611060min,min,TreaLa00,rec_yds,15,,,,,
player,201611060min,min,TreaLa00,rec_td,0,,,,,
player,201611060min,min,TreaLa00,rec_long,15,,,,,
player,201611060min,min,TreaLa00,fumbles,0,,,,,
player,201611060min,min,TreaLa00,fumbles_lost,0,,,,,
player,201611060min,min,JohnCh08,pass_cmp,0,,,,,
player,201611060min,min,JohnCh08,pass_att,0,,,,,
player,201611060min,min,JohnCh08,pass_yds,0,,,,,
player,201611060min,min,JohnCh08,pass_td,0,,,,,
player,201611060min,min,JohnCh08,pass_int,0,,,,,
player,201611060min,min,JohnCh08,pass_sacked,0,,,,,
player,201611060min,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201611060min,min,JohnCh08,pass_long,0,,,,,
player,201611060min,min,JohnCh08,pass_rating,,,,,,
player,201611060min,min,JohnCh08,rush_att,0,,,,,
player,201611060min,min,JohnCh08,rush_yds,0,,,,,
player,201611060min,min,JohnCh08,rush_td,0,,,,,
player,201611060min,min,JohnCh08,rush_long,0,,,,,
player,201611060min,min,JohnCh08,targets,3,,,,,
player,201611060min,min,JohnCh08,rec,1,,,,,
player,201611060min,min,JohnCh08,rec_yds,9,,,,,
player,201611060min,min,JohnCh08,rec_td,0,,,,,
player,201611060min,min,JohnCh08,rec_long,9,,,,,
player,201611060min,min,JohnCh08,fumbles,0,,,,,
player,201611060min,min,JohnCh08,fumbles_lost,0,,,,,
player,201611060min,min,RudoKy00,pass_cmp,0,,,,,
player,201611060min,min,RudoKy00,pass_att,0,,,,,
player,201611060min,min,RudoKy00,pass_yds,0,,,,,
player,201611060min,min,RudoKy00,pass_td,0,,,,,
player,201611060min,min,RudoKy00,pass_int,0,,,,,
player,201611060min,min,RudoKy00,pass_sacked,0,,,,,
player,201611060min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201611060min,min,RudoKy00,pass_long,0,,,,,
player,201611060min,min,RudoKy00,pass_rating,,,,,,
player,201611060min,min,RudoKy00,rush_att,0,,,,,
player,201611060min,min,RudoKy00,rush_yds,0,,,,,
player,201611060min,min,RudoKy00,rush_td,0,,,,,
player,201611060min,min,RudoKy00,rush_long,0,,,,,
player,201611060min,min,RudoKy00,targets,3,,,,,
player,201611060min,min,RudoKy00,rec,1,,,,,
player,201611060min,min,RudoKy00,rec_yds,1,,,,,
player,201611060min,min,RudoKy00,rec_td,1,,,,,
player,201611060min,min,RudoKy00,rec_long,1,,,,,
player,201611060min,min,RudoKy00,fumbles,0,,,,,
player,201611060min,min,RudoKy00,fumbles_lost,0,,,,,
player,201611060min,det,HydeKe01,def_int,0,,,,,
player,201611060min,det,HydeKe01,def_int_yds,0,,,,,
player,201611060min,det,HydeKe01,def_int_td,0,,,,,
player,201611060min,det,HydeKe01,def_int_long,0,,,,,
player,201611060min,det,HydeKe01,pass_defended,0,,,,,
player,201611060min,det,HydeKe01,sacks,2.0,,,,,
player,201611060min,det,HydeKe01,tackles_combined,3,,,,,
player,201611060min,det,HydeKe01,tackles_solo,2,,,,,
player,201611060min,det,HydeKe01,tackles_assists,1,,,,,
player,201611060min,det,HydeKe01,tackles_loss,2,,,,,
player,201611060min,det,HydeKe01,qb_hits,3,,,,,
player,201611060min,det,HydeKe01,fumbles_rec,0,,,,,
player,201611060min,det,HydeKe01,fumbles_rec_yds,0,,,,,
player,201611060min,det,HydeKe01,fumbles_rec_td,0,,,,,
player,201611060min,det,HydeKe01,fumbles_forced,0,,,,,
player,201611060min,det,WhitTa00,def_int,0,,,,,
player,201611060min,det,WhitTa00,def_int_yds,0,,,,,
player,201611060min,det,WhitTa00,def_int_td,0,,,,,
player,201611060min,det,WhitTa00,def_int_long,0,,,,,
player,201611060min,det,WhitTa00,pass_defended,0,,,,,
player,201611060min,det,WhitTa00,sacks,0.0,,,,,
player,201611060min,det,WhitTa00,tackles_combined,12,,,,,
player,201611060min,det,WhitTa00,tackles_solo,9,,,,,
player,201611060min,det,WhitTa00,tackles_assists,3,,,,,
player,201611060min,det,WhitTa00,tackles_loss,0,,,,,
player,201611060min,det,WhitTa00,qb_hits,0,,,,,
player,201611060min,det,WhitTa00,fumbles_rec,0,,,,,
player,201611060min,det,WhitTa00,fumbles_rec_yds,0,,,,,
player,201611060min,det,WhitTa00,fumbles_rec_td,0,,,,,
player,201611060min,det,WhitTa00,fumbles_forced,0,,,,,
player,201611060min,det,QuinGl99,def_int,0,,,,,
player,201611060min,det,QuinGl99,def_int_yds,0,,,,,
player,201611060min,det,QuinGl99,def_int_td,0,,,,,
player,201611060min,det,QuinGl99,def_int_long,0,,,,,
player,201611060min,det,QuinGl99,pass_defended,0,,,,,
player,201611060min,det,QuinGl99,sacks,0.0,,,,,
player,201611060min,det,QuinGl99,tackles_combined,9,,,,,
player,201611060min,det,QuinGl99,tackles_solo,8,,,,,
player,201611060min,det,QuinGl99,tackles_assists,1,,,,,
player,201611060min,det,QuinGl99,tackles_loss,1,,,,,
player,201611060min,det,QuinGl99,qb_hits,0,,,,,
player,201611060min,det,QuinGl99,fumbles_rec,0,,,,,
player,201611060min,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201611060min,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201611060min,det,QuinGl99,fumbles_forced,0,,,,,
player,201611060min,det,WilsTa00,def_int,0,,,,,
player,201611060min,det,WilsTa00,def_int_yds,0,,,,,
player,201611060min,det,WilsTa00,def_int_td,0,,,,,
player,201611060min,det,WilsTa00,def_int_long,0,,,,,
player,201611060min,det,WilsTa00,pass_defended,0,,,,,
player,201611060min,det,WilsTa00,sacks,0.0,,,,,
player,201611060min,det,WilsTa00,tackles_combined,8,,,,,
player,201611060min,det,WilsTa00,tackles_solo,8,,,,,
player,201611060min,det,WilsTa00,tackles_assists,0,,,,,
player,201611060min,det,WilsTa00,tackles_loss,0,,,,,
player,201611060min,det,WilsTa00,qb_hits,0,,,,,
player,201611060min,det,WilsTa00,fumbles_rec,0,,,,,
player,201611060min,det,WilsTa00,fumbles_rec_yds,0,,,,,
player,201611060min,det,WilsTa00,fumbles_rec_td,0,,,,,
player,201611060min,det,WilsTa00,fumbles_forced,0,,,,,
player,201611060min,det,ByneJo00,def_int,0,,,,,
player,201611060min,det,ByneJo00,def_int_yds,0,,,,,
player,201611060min,det,ByneJo00,def_int_td,0,,,,,
