game,2016,11,20161120,201611200nyg,chi,"Chicago Bears",16,nyg,"New York Giants",22
player,201611200nyg,chi,CutlJa00,targets,0,,,,,
player,201611200nyg,chi,CutlJa00,rec,0,,,,,
player,201611200nyg,chi,CutlJa00,rec_yds,0,,,,,
player,201611200nyg,chi,CutlJa00,rec_td,0,,,,,
player,201611200nyg,chi,CutlJa00,rec_long,0,,,,,
player,201611200nyg,chi,CutlJa00,fumbles,1,,,,,
player,201611200nyg,chi,CutlJa00,fumbles_lost,0,,,,,
player,201611200nyg,chi,HowaJo00,pass_cmp,0,,,,,
player,201611200nyg,chi,HowaJo00,pass_att,0,,,,,
player,201611200nyg,chi,HowaJo00,pass_yds,0,,,,,
player,201611200nyg,chi,HowaJo00,pass_td,0,,,,,
player,201611200nyg,chi,HowaJo00,pass_int,0,,,,,
player,201611200nyg,chi,HowaJo00,pass_sacked,0,,,,,
player,201611200nyg,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201611200nyg,chi,HowaJo00,pass_long,0,,,,,
player,201611200nyg,chi,HowaJo00,pass_rating,,,,,,
player,201611200nyg,chi,HowaJo00,rush_att,17,,,,,
player,201611200nyg,chi,HowaJo00,rush_yds,77,,,,,
player,201611200nyg,chi,HowaJo00,rush_td,0,,,,,
player,201611200nyg,chi,HowaJo00,rush_long,27,,,,,
player,201611200nyg,chi,HowaJo00,targets,8,,,,,
player,201611200nyg,chi,HowaJo00,rec,1,,,,,
player,201611200nyg,chi,HowaJo00,rec_yds,22,,,,,
player,201611200nyg,chi,HowaJo00,rec_td,0,,,,,
player,201611200nyg,chi,HowaJo00,rec_long,22,,,,,
player,201611200nyg,chi,HowaJo00,fumbles,0,,,,,
player,201611200nyg,chi,HowaJo00,fumbles_lost,0,,,,,
player,201611200nyg,chi,LangJe00,pass_cmp,0,,,,,
player,201611200nyg,chi,LangJe00,pass_att,0,,,,,
player,201611200nyg,chi,LangJe00,pass_yds,0,,,,,
player,201611200nyg,chi,LangJe00,pass_td,0,,,,,
player,201611200nyg,chi,LangJe00,pass_int,0,,,,,
player,201611200nyg,chi,LangJe00,pass_sacked,0,,,,,
player,201611200nyg,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201611200nyg,chi,LangJe00,pass_long,0,,,,,
player,201611200nyg,chi,LangJe00,pass_rating,,,,,,
player,201611200nyg,chi,LangJe00,rush_att,6,,,,,
player,201611200nyg,chi,LangJe00,rush_yds,8,,,,,
player,201611200nyg,chi,LangJe00,rush_td,1,,,,,
player,201611200nyg,chi,LangJe00,rush_long,6,,,,,
player,201611200nyg,chi,LangJe00,targets,3,,,,,
player,201611200nyg,chi,LangJe00,rec,3,,,,,
player,201611200nyg,chi,LangJe00,rec_yds,30,,,,,
player,201611200nyg,chi,LangJe00,rec_td,0,,,,,
player,201611200nyg,chi,LangJe00,rec_long,14,,,,,
player,201611200nyg,chi,LangJe00,fumbles,0,,,,,
player,201611200nyg,chi,LangJe00,fumbles_lost,0,,,,,
player,201611200nyg,chi,LasiPa00,pass_cmp,0,,,,,
player,201611200nyg,chi,LasiPa00,pass_att,0,,,,,
player,201611200nyg,chi,LasiPa00,pass_yds,0,,,,,
player,201611200nyg,chi,LasiPa00,pass_td,0,,,,,
player,201611200nyg,chi,LasiPa00,pass_int,0,,,,,
player,201611200nyg,chi,LasiPa00,pass_sacked,0,,,,,
player,201611200nyg,chi,LasiPa00,pass_sacked_yds,0,,,,,
player,201611200nyg,chi,LasiPa00,pass_long,0,,,,,
player,201611200nyg,chi,LasiPa00,pass_rating,,,,,,
player,201611200nyg,chi,LasiPa00,rush_att,1,,,,,
player,201611200nyg,chi,LasiPa00,rush_yds,5,,,,,
player,201611200nyg,chi,LasiPa00,rush_td,0,,,,,
player,201611200nyg,chi,LasiPa00,rush_long,5,,,,,
player,201611200nyg,chi,LasiPa00,targets,0,,,,,
player,201611200nyg,chi,LasiPa00,rec,0,,,,,
player,201611200nyg,chi,LasiPa00,rec_yds,0,,,,,
player,201611200nyg,chi,LasiPa00,rec_td,0,,,,,
player,201611200nyg,chi,LasiPa00,rec_long,0,,,,,
player,201611200nyg,chi,LasiPa00,fumbles,0,,,,,
player,201611200nyg,chi,LasiPa00,fumbles_lost,0,,,,,
player,201611200nyg,chi,MillZa02,pass_cmp,0,,,,,
player,201611200nyg,chi,MillZa02,pass_att,0,,,,,
player,201611200nyg,chi,MillZa02,pass_yds,0,,,,,
player,201611200nyg,chi,MillZa02,pass_td,0,,,,,
player,201611200nyg,chi,MillZa02,pass_int,0,,,,,
player,201611200nyg,chi,MillZa02,pass_sacked,0,,,,,
player,201611200nyg,chi,MillZa02,pass_sacked_yds,0,,,,,
player,201611200nyg,chi,MillZa02,pass_long,0,,,,,
player,201611200nyg,chi,MillZa02,pass_rating,,,,,,
player,201611200nyg,chi,MillZa02,rush_att,0,,,,,
player,201611200nyg,chi,MillZa02,rush_yds,0,,,,,
player,201611200nyg,chi,MillZa02,rush_td,0,,,,,
player,201611200nyg,chi,MillZa02,rush_long,0,,,,,
player,201611200nyg,chi,MillZa02,targets,3,,,,,
player,201611200nyg,chi,MillZa02,rec,3,,,,,
player,201611200nyg,chi,MillZa02,rec_yds,61,,,,,
player,201611200nyg,chi,MillZa02,rec_td,1,,,,,
player,201611200nyg,chi,MillZa02,rec_long,34,,,,,
player,201611200nyg,chi,MillZa02,fumbles,0,,,,,
player,201611200nyg,chi,MillZa02,fumbles_lost,0,,,,,
player,201611200nyg,chi,MereCa00,pass_cmp,0,,,,,
player,201611200nyg,chi,MereCa00,pass_att,0,,,,,
player,201611200nyg,chi,MereCa00,pass_yds,0,,,,,
player,201611200nyg,chi,MereCa00,pass_td,0,,,,,
player,201611200nyg,chi,MereCa00,pass_int,0,,,,,
player,201611200nyg,chi,MereCa00,pass_sacked,0,,,,,
player,201611200nyg,chi,MereCa00,pass_sacked_yds,0,,,,,
player,201611200nyg,chi,MereCa00,pass_long,0,,,,,
player,201611200nyg,chi,MereCa00,pass_rating,,,,,,
player,201611200nyg,chi,MereCa00,rush_att,0,,,,,
player,201611200nyg,chi,MereCa00,rush_yds,0,,,,,
player,201611200nyg,chi,MereCa00,rush_td,0,,,,,
player,201611200nyg,chi,MereCa00,rush_long,0,,,,,
player,201611200nyg,chi,MereCa00,targets,4,,,,,
player,201611200nyg,chi,MereCa00,rec,4,,,,,
player,201611200nyg,chi,MereCa00,rec_yds,49,,,,,
player,201611200nyg,chi,MereCa00,rec_td,0,,,,,
player,201611200nyg,chi,MereCa00,rec_long,18,,,,,
player,201611200nyg,chi,MereCa00,fumbles,0,,,,,
player,201611200nyg,chi,MereCa00,fumbles_lost,0,,,,,
player,201611200nyg,chi,WilsMa02,pass_cmp,0,,,,,
player,201611200nyg,chi,WilsMa02,pass_att,0,,,,,
player,201611200nyg,chi,WilsMa02,pass_yds,0,,,,,
player,201611200nyg,chi,WilsMa02,pass_td,0,,,,,
player,201611200nyg,chi,WilsMa02,pass_int,0,,,,,
player,201611200nyg,chi,WilsMa02,pass_sacked,0,,,,,
player,201611200nyg,chi,WilsMa02,pass_sacked_yds,0,,,,,
player,201611200nyg,chi,WilsMa02,pass_long,0,,,,,
player,201611200nyg,chi,WilsMa02,pass_rating,,,,,,
player,201611200nyg,chi,WilsMa02,rush_att,0,,,,,
player,201611200nyg,chi,WilsMa02,rush_yds,0,,,,,
player,201611200nyg,chi,WilsMa02,rush_td,0,,,,,
player,201611200nyg,chi,WilsMa02,rush_long,0,,,,,
player,201611200nyg,chi,WilsMa02,targets,4,,,,,
player,201611200nyg,chi,WilsMa02,rec,1,,,,,
player,201611200nyg,chi,WilsMa02,rec_yds,35,,,,,
player,201611200nyg,chi,WilsMa02,rec_td,0,,,,,
player,201611200nyg,chi,WilsMa02,rec_long,35,,,,,
player,201611200nyg,chi,WilsMa02,fumbles,0,,,,,
player,201611200nyg,chi,WilsMa02,fumbles_lost,0,,,,,
player,201611200nyg,chi,BellJo02,pass_cmp,0,,,,,
player,201611200nyg,chi,BellJo02,pass_att,0,,,,,
player,201611200nyg,chi,BellJo02,pass_yds,0,,,,,
player,201611200nyg,chi,BellJo02,pass_td,0,,,,,
player,201611200nyg,chi,BellJo02,pass_int,0,,,,,
player,201611200nyg,chi,BellJo02,pass_sacked,0,,,,,
player,201611200nyg,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201611200nyg,chi,BellJo02,pass_long,0,,,,,
player,201611200nyg,chi,BellJo02,pass_rating,,,,,,
player,201611200nyg,chi,BellJo02,rush_att,0,,,,,
player,201611200nyg,chi,BellJo02,rush_yds,0,,,,,
player,201611200nyg,chi,BellJo02,rush_td,0,,,,,
player,201611200nyg,chi,BellJo02,rush_long,0,,,,,
player,201611200nyg,chi,BellJo02,targets,2,,,,,
player,201611200nyg,chi,BellJo02,rec,2,,,,,
player,201611200nyg,chi,BellJo02,rec_yds,32,,,,,
player,201611200nyg,chi,BellJo02,rec_td,0,,,,,
player,201611200nyg,chi,BellJo02,rec_long,23,,,,,
player,201611200nyg,chi,BellJo02,fumbles,0,,,,,
player,201611200nyg,chi,BellJo02,fumbles_lost,0,,,,,
player,201611200nyg,chi,RoyaEd00,pass_cmp,0,,,,,
player,201611200nyg,chi,RoyaEd00,pass_att,0,,,,,
player,201611200nyg,chi,RoyaEd00,pass_yds,0,,,,,
player,201611200nyg,chi,RoyaEd00,pass_td,0,,,,,
player,201611200nyg,chi,RoyaEd00,pass_int,0,,,,,
player,201611200nyg,chi,RoyaEd00,pass_sacked,0,,,,,
player,201611200nyg,chi,RoyaEd00,pass_sacked_yds,0,,,,,
player,201611200nyg,chi,RoyaEd00,pass_long,0,,,,,
player,201611200nyg,chi,RoyaEd00,pass_rating,,,,,,
player,201611200nyg,chi,RoyaEd00,rush_att,0,,,,,
player,201611200nyg,chi,RoyaEd00,rush_yds,0,,,,,
player,201611200nyg,chi,RoyaEd00,rush_td,0,,,,,
player,201611200nyg,chi,RoyaEd00,rush_long,0,,,,,
player,201611200nyg,chi,RoyaEd00,targets,3,,,,,
player,201611200nyg,chi,RoyaEd00,rec,2,,,,,
player,201611200nyg,chi,RoyaEd00,rec_yds,13,,,,,
player,201611200nyg,chi,RoyaEd00,rec_td,0,,,,,
player,201611200nyg,chi,RoyaEd00,rec_long,11,,,,,
player,201611200nyg,chi,RoyaEd00,fumbles,1,,,,,
player,201611200nyg,chi,RoyaEd00,fumbles_lost,0,,,,,
player,201611200nyg,chi,ThomDe04,pass_cmp,0,,,,,
player,201611200nyg,chi,ThomDe04,pass_att,0,,,,,
player,201611200nyg,chi,ThomDe04,pass_yds,0,,,,,
player,201611200nyg,chi,ThomDe04,pass_td,0,,,,,
player,201611200nyg,chi,ThomDe04,pass_int,0,,,,,
player,201611200nyg,chi,ThomDe04,pass_sacked,0,,,,,
player,201611200nyg,chi,ThomDe04,pass_sacked_yds,0,,,,,
player,201611200nyg,chi,ThomDe04,pass_long,0,,,,,
player,201611200nyg,chi,ThomDe04,pass_rating,,,,,,
player,201611200nyg,chi,ThomDe04,rush_att,0,,,,,
player,201611200nyg,chi,ThomDe04,rush_yds,0,,,,,
player,201611200nyg,chi,ThomDe04,rush_td,0,,,,,
player,201611200nyg,chi,ThomDe04,rush_long,0,,,,,
player,201611200nyg,chi,ThomDe04,targets,1,,,,,
player,201611200nyg,chi,ThomDe04,rec,1,,,,,
player,201611200nyg,chi,ThomDe04,rec_yds,10,,,,,
player,201611200nyg,chi,ThomDe04,rec_td,0,,,,,
player,201611200nyg,chi,ThomDe04,rec_long,10,,,,,
player,201611200nyg,chi,ThomDe04,fumbles,0,,,,,
player,201611200nyg,chi,ThomDe04,fumbles_lost,0,,,,,
player,201611200nyg,chi,PaulLo00,pass_cmp,0,,,,,
player,201611200nyg,chi,PaulLo00,pass_att,0,,,,,
player,201611200nyg,chi,PaulLo00,pass_yds,0,,,,,
player,201611200nyg,chi,PaulLo00,pass_td,0,,,,,
player,201611200nyg,chi,PaulLo00,pass_int,0,,,,,
player,201611200nyg,chi,PaulLo00,pass_sacked,0,,,,,
player,201611200nyg,chi,PaulLo00,pass_sacked_yds,0,,,,,
player,201611200nyg,chi,PaulLo00,pass_long,0,,,,,
player,201611200nyg,chi,PaulLo00,pass_rating,,,,,,
player,201611200nyg,chi,PaulLo00,rush_att,0,,,,,
player,201611200nyg,chi,PaulLo00,rush_yds,0,,,,,
player,201611200nyg,chi,PaulLo00,rush_td,0,,,,,
player,201611200nyg,chi,PaulLo00,rush_long,0,,,,,
player,201611200nyg,chi,PaulLo00,targets,1,,,,,
player,201611200nyg,chi,PaulLo00,rec,0,,,,,
player,201611200nyg,chi,PaulLo00,rec_yds,0,,,,,
player,201611200nyg,chi,PaulLo00,rec_td,0,,,,,
player,201611200nyg,chi,PaulLo00,rec_long,0,,,,,
player,201611200nyg,chi,PaulLo00,fumbles,0,,,,,
player,201611200nyg,chi,PaulLo00,fumbles_lost,0,,,,,
player,201611200nyg,nyg,MannEl00,pass_cmp,21,,,,,
player,201611200nyg,nyg,MannEl00,pass_att,36,,,,,
player,201611200nyg,nyg,MannEl00,pass_yds,227,,,,,
player,201611200nyg,nyg,MannEl00,pass_td,2,,,,,
player,201611200nyg,nyg,MannEl00,pass_int,0,,,,,
player,201611200nyg,nyg,MannEl00,pass_sacked,0,,,,,
player,201611200nyg,nyg,MannEl00,pass_sacked_yds,0,,,,,
player,201611200nyg,nyg,MannEl00,pass_long,48,,,,,
player,201611200nyg,nyg,MannEl00,pass_rating,95.5,,,,,
player,201611200nyg,nyg,MannEl00,rush_att,4,,,,,
player,201611200nyg,nyg,MannEl00,rush_yds,1,,,,,
player,201611200nyg,nyg,MannEl00,rush_td,0,,,,,
player,201611200nyg,nyg,MannEl00,rush_long,4,,,,,
player,201611200nyg,nyg,MannEl00,targets,0,,,,,
player,201611200nyg,nyg,MannEl00,rec,0,,,,,
player,201611200nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201611200nyg,nyg,MannEl00,rec_td,0,,,,,
player,201611200nyg,nyg,MannEl00,rec_long,0,,,,,
player,201611200nyg,nyg,MannEl00,fumbles,0,,,,,
player,201611200nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201611200nyg,nyg,JennRa00,pass_cmp,0,,,,,
player,201611200nyg,nyg,JennRa00,pass_att,0,,,,,
player,201611200nyg,nyg,JennRa00,pass_yds,0,,,,,
player,201611200nyg,nyg,JennRa00,pass_td,0,,,,,
player,201611200nyg,nyg,JennRa00,pass_int,0,,,,,
player,201611200nyg,nyg,JennRa00,pass_sacked,0,,,,,
player,201611200nyg,nyg,JennRa00,pass_sacked_yds,0,,,,,
player,201611200nyg,nyg,JennRa00,pass_long,0,,,,,
player,201611200nyg,nyg,JennRa00,pass_rating,,,,,,
player,201611200nyg,nyg,JennRa00,rush_att,21,,,,,
player,201611200nyg,nyg,JennRa00,rush_yds,85,,,,,
player,201611200nyg,nyg,JennRa00,rush_td,1,,,,,
player,201611200nyg,nyg,JennRa00,rush_long,21,,,,,
player,201611200nyg,nyg,JennRa00,targets,6,,,,,
player,201611200nyg,nyg,JennRa00,rec,5,,,,,
player,201611200nyg,nyg,JennRa00,rec_yds,44,,,,,
player,201611200nyg,nyg,JennRa00,rec_td,0,,,,,
player,201611200nyg,nyg,JennRa00,rec_long,16,,,,,
player,201611200nyg,nyg,JennRa00,fumbles,0,,,,,
player,201611200nyg,nyg,JennRa00,fumbles_lost,0,,,,,
player,201611200nyg,nyg,PerkPa00,pass_cmp,0,,,,,
player,201611200nyg,nyg,PerkPa00,pass_att,0,,,,,
player,201611200nyg,nyg,PerkPa00,pass_yds,0,,,,,
player,201611200nyg,nyg,PerkPa00,pass_td,0,,,,,
player,201611200nyg,nyg,PerkPa00,pass_int,0,,,,,
player,201611200nyg,nyg,PerkPa00,pass_sacked,0,,,,,
player,201611200nyg,nyg,PerkPa00,pass_sacked_yds,0,,,,,
player,201611200nyg,nyg,PerkPa00,pass_long,0,,,,,
player,201611200nyg,nyg,PerkPa00,pass_rating,,,,,,
player,201611200nyg,nyg,PerkPa00,rush_att,4,,,,,
player,201611200nyg,nyg,PerkPa00,rush_yds,16,,,,,
player,201611200nyg,nyg,PerkPa00,rush_td,0,,,,,
player,201611200nyg,nyg,PerkPa00,rush_long,11,,,,,
player,201611200nyg,nyg,PerkPa00,targets,2,,,,,
player,201611200nyg,nyg,PerkPa00,rec,2,,,,,
player,201611200nyg,nyg,PerkPa00,rec_yds,19,,,,,
player,201611200nyg,nyg,PerkPa00,rec_td,0,,,,,
player,201611200nyg,nyg,PerkPa00,rec_long,13,,,,,
player,201611200nyg,nyg,PerkPa00,fumbles,0,,,,,
player,201611200nyg,nyg,PerkPa00,fumbles_lost,0,,,,,
player,201611200nyg,nyg,ShepSt00,pass_cmp,0,,,,,
player,201611200nyg,nyg,ShepSt00,pass_att,0,,,,,
player,201611200nyg,nyg,ShepSt00,pass_yds,0,,,,,
player,201611200nyg,nyg,ShepSt00,pass_td,0,,,,,
player,201611200nyg,nyg,ShepSt00,pass_int,0,,,,,
player,201611200nyg,nyg,ShepSt00,pass_sacked,0,,,,,
player,201611200nyg,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201611200nyg,nyg,ShepSt00,pass_long,0,,,,,
player,201611200nyg,nyg,ShepSt00,pass_rating,,,,,,
player,201611200nyg,nyg,ShepSt00,rush_att,0,,,,,
player,201611200nyg,nyg,ShepSt00,rush_yds,0,,,,,
player,201611200nyg,nyg,ShepSt00,rush_td,0,,,,,
player,201611200nyg,nyg,ShepSt00,rush_long,0,,,,,
player,201611200nyg,nyg,ShepSt00,targets,11,,,,,
player,201611200nyg,nyg,ShepSt00,rec,5,,,,,
player,201611200nyg,nyg,ShepSt00,rec_yds,50,,,,,
player,201611200nyg,nyg,ShepSt00,rec_td,1,,,,,
player,201611200nyg,nyg,ShepSt00,rec_long,15,,,,,
player,201611200nyg,nyg,ShepSt00,fumbles,0,,,,,
player,201611200nyg,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201611200nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201611200nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201611200nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201611200nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201611200nyg,nyg,CruzVi00,pass_int,0,,,,,
player,201611200nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201611200nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201611200nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201611200nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201611200nyg,nyg,CruzVi00,rush_att,0,,,,,
player,201611200nyg,nyg,CruzVi00,rush_yds,0,,,,,
player,201611200nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201611200nyg,nyg,CruzVi00,rush_long,0,,,,,
player,201611200nyg,nyg,CruzVi00,targets,2,,,,,
player,201611200nyg,nyg,CruzVi00,rec,1,,,,,
player,201611200nyg,nyg,CruzVi00,rec_yds,48,,,,,
player,201611200nyg,nyg,CruzVi00,rec_td,0,,,,,
player,201611200nyg,nyg,CruzVi00,rec_long,48,,,,,
player,201611200nyg,nyg,CruzVi00,fumbles,0,,,,,
player,201611200nyg,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201611200nyg,nyg,BeckOd00,pass_cmp,0,,,,,
player,201611200nyg,nyg,BeckOd00,pass_att,0,,,,,
player,201611200nyg,nyg,BeckOd00,pass_yds,0,,,,,
player,201611200nyg,nyg,BeckOd00,pass_td,0,,,,,
player,201611200nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201611200nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201611200nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201611200nyg,nyg,BeckOd00,pass_long,0,,,,,
player,201611200nyg,nyg,BeckOd00,pass_rating,,,,,,
player,201611200nyg,nyg,BeckOd00,rush_att,0,,,,,
player,201611200nyg,nyg,BeckOd00,rush_yds,0,,,,,
player,201611200nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201611200nyg,nyg,BeckOd00,rush_long,0,,,,,
player,201611200nyg,nyg,BeckOd00,targets,7,,,,,
player,201611200nyg,nyg,BeckOd00,rec,5,,,,,
player,201611200nyg,nyg,BeckOd00,rec_yds,46,,,,,
player,201611200nyg,nyg,BeckOd00,rec_td,0,,,,,
player,201611200nyg,nyg,BeckOd00,rec_long,20,,,,,
player,201611200nyg,nyg,BeckOd00,fumbles,1,,,,,
player,201611200nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201611200nyg,nyg,TyexWi00,pass_cmp,0,,,,,
player,201611200nyg,nyg,TyexWi00,pass_att,0,,,,,
player,201611200nyg,nyg,TyexWi00,pass_yds,0,,,,,
player,201611200nyg,nyg,TyexWi00,pass_td,0,,,,,
player,201611200nyg,nyg,TyexWi00,pass_int,0,,,,,
player,201611200nyg,nyg,TyexWi00,pass_sacked,0,,,,,
player,201611200nyg,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201611200nyg,nyg,TyexWi00,pass_long,0,,,,,
player,201611200nyg,nyg,TyexWi00,pass_rating,,,,,,
player,201611200nyg,nyg,TyexWi00,rush_att,0,,,,,
player,201611200nyg,nyg,TyexWi00,rush_yds,0,,,,,
player,201611200nyg,nyg,TyexWi00,rush_td,0,,,,,
player,201611200nyg,nyg,TyexWi00,rush_long,0,,,,,
player,201611200nyg,nyg,TyexWi00,targets,5,,,,,
player,201611200nyg,nyg,TyexWi00,rec,2,,,,,
player,201611200nyg,nyg,TyexWi00,rec_yds,12,,,,,
player,201611200nyg,nyg,TyexWi00,rec_td,1,,,,,
player,201611200nyg,nyg,TyexWi00,rec_long,9,,,,,
player,201611200nyg,nyg,TyexWi00,fumbles,0,,,,,
player,201611200nyg,nyg,TyexWi00,fumbles_lost,0,,,,,
player,201611200nyg,nyg,LewiRo03,pass_cmp,0,,,,,
player,201611200nyg,nyg,LewiRo03,pass_att,0,,,,,
player,201611200nyg,nyg,LewiRo03,pass_yds,0,,,,,
player,201611200nyg,nyg,LewiRo03,pass_td,0,,,,,
player,201611200nyg,nyg,LewiRo03,pass_int,0,,,,,
player,201611200nyg,nyg,LewiRo03,pass_sacked,0,,,,,
player,201611200nyg,nyg,LewiRo03,pass_sacked_yds,0,,,,,
player,201611200nyg,nyg,LewiRo03,pass_long,0,,,,,
player,201611200nyg,nyg,LewiRo03,pass_rating,,,,,,
player,201611200nyg,nyg,LewiRo03,rush_att,0,,,,,
player,201611200nyg,nyg,LewiRo03,rush_yds,0,,,,,
player,201611200nyg,nyg,LewiRo03,rush_td,0,,,,,
player,201611200nyg,nyg,LewiRo03,rush_long,0,,,,,
player,201611200nyg,nyg,LewiRo03,targets,2,,,,,
player,201611200nyg,nyg,LewiRo03,rec,1,,,,,
player,201611200nyg,nyg,LewiRo03,rec_yds,8,,,,,
player,201611200nyg,nyg,LewiRo03,rec_td,0,,,,,
player,201611200nyg,nyg,LewiRo03,rec_long,8,,,,,
player,201611200nyg,nyg,LewiRo03,fumbles,0,,,,,
player,201611200nyg,nyg,LewiRo03,fumbles_lost,0,,,,,
player,201611200nyg,nyg,AdamJe01,pass_cmp,0,,,,,
player,201611200nyg,nyg,AdamJe01,pass_att,0,,,,,
player,201611200nyg,nyg,AdamJe01,pass_yds,0,,,,,
player,201611200nyg,nyg,AdamJe01,pass_td,0,,,,,
player,201611200nyg,nyg,AdamJe01,pass_int,0,,,,,
player,201611200nyg,nyg,AdamJe01,pass_sacked,0,,,,,
player,201611200nyg,nyg,AdamJe01,pass_sacked_yds,0,,,,,
player,201611200nyg,nyg,AdamJe01,pass_long,0,,,,,
player,201611200nyg,nyg,AdamJe01,pass_rating,,,,,,
player,201611200nyg,nyg,AdamJe01,rush_att,0,,,,,
player,201611200nyg,nyg,AdamJe01,rush_yds,0,,,,,
player,201611200nyg,nyg,AdamJe01,rush_td,0,,,,,
player,201611200nyg,nyg,AdamJe01,rush_long,0,,,,,
player,201611200nyg,nyg,AdamJe01,targets,1,,,,,
player,201611200nyg,nyg,AdamJe01,rec,0,,,,,
player,201611200nyg,nyg,AdamJe01,rec_yds,0,,,,,
player,201611200nyg,nyg,AdamJe01,rec_td,0,,,,,
player,201611200nyg,nyg,AdamJe01,rec_long,0,,,,,
player,201611200nyg,nyg,AdamJe01,fumbles,0,,,,,
player,201611200nyg,nyg,AdamJe01,fumbles_lost,0,,,,,
player,201611200nyg,chi,TrevDa00,def_int,0,,,,,
player,201611200nyg,chi,TrevDa00,def_int_yds,0,,,,,
player,201611200nyg,chi,TrevDa00,def_int_td,0,,,,,
player,201611200nyg,chi,TrevDa00,def_int_long,0,,,,,
player,201611200nyg,chi,TrevDa00,pass_defended,0,,,,,
player,201611200nyg,chi,TrevDa00,sacks,0.0,,,,,
player,201611200nyg,chi,TrevDa00,tackles_combined,11,,,,,
player,201611200nyg,chi,TrevDa00,tackles_solo,9,,,,,
player,201611200nyg,chi,TrevDa00,tackles_assists,2,,,,,
player,201611200nyg,chi,TrevDa00,tackles_loss,0,,,,,
player,201611200nyg,chi,TrevDa00,qb_hits,0,,,,,
player,201611200nyg,chi,TrevDa00,fumbles_rec,0,,,,,
player,201611200nyg,chi,TrevDa00,fumbles_rec_yds,0,,,,,
