game,2016,1,20160911,201609110crd,nwe,"New England Patriots",23,crd,"Arizona Cardinals",21
player,201609110crd,nwe,GaroJi00,rec,1,,,,,
player,201609110crd,nwe,GaroJi00,rec_yds,3,,,,,
player,201609110crd,nwe,GaroJi00,rec_td,0,,,,,
player,201609110crd,nwe,GaroJi00,rec_long,3,,,,,
player,201609110crd,nwe,GaroJi00,fumbles,2,,,,,
player,201609110crd,nwe,GaroJi00,fumbles_lost,1,,,,,
player,201609110crd,nwe,BlouLe00,pass_cmp,0,,,,,
player,201609110crd,nwe,BlouLe00,pass_att,0,,,,,
player,201609110crd,nwe,BlouLe00,pass_yds,0,,,,,
player,201609110crd,nwe,BlouLe00,pass_td,0,,,,,
player,201609110crd,nwe,BlouLe00,pass_int,0,,,,,
player,201609110crd,nwe,BlouLe00,pass_sacked,0,,,,,
player,201609110crd,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201609110crd,nwe,BlouLe00,pass_long,0,,,,,
player,201609110crd,nwe,BlouLe00,pass_rating,,,,,,
player,201609110crd,nwe,BlouLe00,rush_att,22,,,,,
player,201609110crd,nwe,BlouLe00,rush_yds,70,,,,,
player,201609110crd,nwe,BlouLe00,rush_td,1,,,,,
player,201609110crd,nwe,BlouLe00,rush_long,13,,,,,
player,201609110crd,nwe,BlouLe00,targets,0,,,,,
player,201609110crd,nwe,BlouLe00,rec,0,,,,,
player,201609110crd,nwe,BlouLe00,rec_yds,0,,,,,
player,201609110crd,nwe,BlouLe00,rec_td,0,,,,,
player,201609110crd,nwe,BlouLe00,rec_long,0,,,,,
player,201609110crd,nwe,BlouLe00,fumbles,1,,,,,
player,201609110crd,nwe,BlouLe00,fumbles_lost,1,,,,,
player,201609110crd,nwe,EdelJu00,pass_cmp,0,,,,,
player,201609110crd,nwe,EdelJu00,pass_att,0,,,,,
player,201609110crd,nwe,EdelJu00,pass_yds,0,,,,,
player,201609110crd,nwe,EdelJu00,pass_td,0,,,,,
player,201609110crd,nwe,EdelJu00,pass_int,0,,,,,
player,201609110crd,nwe,EdelJu00,pass_sacked,0,,,,,
player,201609110crd,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201609110crd,nwe,EdelJu00,pass_long,0,,,,,
player,201609110crd,nwe,EdelJu00,pass_rating,,,,,,
player,201609110crd,nwe,EdelJu00,rush_att,3,,,,,
player,201609110crd,nwe,EdelJu00,rush_yds,16,,,,,
player,201609110crd,nwe,EdelJu00,rush_td,0,,,,,
player,201609110crd,nwe,EdelJu00,rush_long,9,,,,,
player,201609110crd,nwe,EdelJu00,targets,7,,,,,
player,201609110crd,nwe,EdelJu00,rec,7,,,,,
player,201609110crd,nwe,EdelJu00,rec_yds,66,,,,,
player,201609110crd,nwe,EdelJu00,rec_td,0,,,,,
player,201609110crd,nwe,EdelJu00,rec_long,19,,,,,
player,201609110crd,nwe,EdelJu00,fumbles,0,,,,,
player,201609110crd,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201609110crd,nwe,WhitJa02,pass_cmp,0,,,,,
player,201609110crd,nwe,WhitJa02,pass_att,0,,,,,
player,201609110crd,nwe,WhitJa02,pass_yds,0,,,,,
player,201609110crd,nwe,WhitJa02,pass_td,0,,,,,
player,201609110crd,nwe,WhitJa02,pass_int,0,,,,,
player,201609110crd,nwe,WhitJa02,pass_sacked,0,,,,,
player,201609110crd,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201609110crd,nwe,WhitJa02,pass_long,0,,,,,
player,201609110crd,nwe,WhitJa02,pass_rating,,,,,,
player,201609110crd,nwe,WhitJa02,rush_att,1,,,,,
player,201609110crd,nwe,WhitJa02,rush_yds,4,,,,,
player,201609110crd,nwe,WhitJa02,rush_td,0,,,,,
player,201609110crd,nwe,WhitJa02,rush_long,4,,,,,
player,201609110crd,nwe,WhitJa02,targets,7,,,,,
player,201609110crd,nwe,WhitJa02,rec,5,,,,,
player,201609110crd,nwe,WhitJa02,rec_yds,40,,,,,
player,201609110crd,nwe,WhitJa02,rec_td,0,,,,,
player,201609110crd,nwe,WhitJa02,rec_long,21,,,,,
player,201609110crd,nwe,WhitJa02,fumbles,0,,,,,
player,201609110crd,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201609110crd,nwe,BoldBr00,pass_cmp,0,,,,,
player,201609110crd,nwe,BoldBr00,pass_att,0,,,,,
player,201609110crd,nwe,BoldBr00,pass_yds,0,,,,,
player,201609110crd,nwe,BoldBr00,pass_td,0,,,,,
player,201609110crd,nwe,BoldBr00,pass_int,0,,,,,
player,201609110crd,nwe,BoldBr00,pass_sacked,0,,,,,
player,201609110crd,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201609110crd,nwe,BoldBr00,pass_long,0,,,,,
player,201609110crd,nwe,BoldBr00,pass_rating,,,,,,
player,201609110crd,nwe,BoldBr00,rush_att,1,,,,,
player,201609110crd,nwe,BoldBr00,rush_yds,4,,,,,
player,201609110crd,nwe,BoldBr00,rush_td,0,,,,,
player,201609110crd,nwe,BoldBr00,rush_long,4,,,,,
player,201609110crd,nwe,BoldBr00,targets,0,,,,,
player,201609110crd,nwe,BoldBr00,rec,0,,,,,
player,201609110crd,nwe,BoldBr00,rec_yds,0,,,,,
player,201609110crd,nwe,BoldBr00,rec_td,0,,,,,
player,201609110crd,nwe,BoldBr00,rec_long,0,,,,,
player,201609110crd,nwe,BoldBr00,fumbles,0,,,,,
player,201609110crd,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201609110crd,nwe,HogaCh00,pass_cmp,0,,,,,
player,201609110crd,nwe,HogaCh00,pass_att,0,,,,,
player,201609110crd,nwe,HogaCh00,pass_yds,0,,,,,
player,201609110crd,nwe,HogaCh00,pass_td,0,,,,,
player,201609110crd,nwe,HogaCh00,pass_int,0,,,,,
player,201609110crd,nwe,HogaCh00,pass_sacked,0,,,,,
player,201609110crd,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201609110crd,nwe,HogaCh00,pass_long,0,,,,,
player,201609110crd,nwe,HogaCh00,pass_rating,,,,,,
player,201609110crd,nwe,HogaCh00,rush_att,0,,,,,
player,201609110crd,nwe,HogaCh00,rush_yds,0,,,,,
player,201609110crd,nwe,HogaCh00,rush_td,0,,,,,
player,201609110crd,nwe,HogaCh00,rush_long,0,,,,,
player,201609110crd,nwe,HogaCh00,targets,4,,,,,
player,201609110crd,nwe,HogaCh00,rec,3,,,,,
player,201609110crd,nwe,HogaCh00,rec_yds,60,,,,,
player,201609110crd,nwe,HogaCh00,rec_td,1,,,,,
player,201609110crd,nwe,HogaCh00,rec_long,37,,,,,
player,201609110crd,nwe,HogaCh00,fumbles,0,,,,,
player,201609110crd,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201609110crd,nwe,AmenDa00,pass_cmp,0,,,,,
player,201609110crd,nwe,AmenDa00,pass_att,0,,,,,
player,201609110crd,nwe,AmenDa00,pass_yds,0,,,,,
player,201609110crd,nwe,AmenDa00,pass_td,0,,,,,
player,201609110crd,nwe,AmenDa00,pass_int,0,,,,,
player,201609110crd,nwe,AmenDa00,pass_sacked,0,,,,,
player,201609110crd,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201609110crd,nwe,AmenDa00,pass_long,0,,,,,
player,201609110crd,nwe,AmenDa00,pass_rating,,,,,,
player,201609110crd,nwe,AmenDa00,rush_att,0,,,,,
player,201609110crd,nwe,AmenDa00,rush_yds,0,,,,,
player,201609110crd,nwe,AmenDa00,rush_td,0,,,,,
player,201609110crd,nwe,AmenDa00,rush_long,0,,,,,
player,201609110crd,nwe,AmenDa00,targets,4,,,,,
player,201609110crd,nwe,AmenDa00,rec,3,,,,,
player,201609110crd,nwe,AmenDa00,rec_yds,48,,,,,
player,201609110crd,nwe,AmenDa00,rec_td,0,,,,,
player,201609110crd,nwe,AmenDa00,rec_long,32,,,,,
player,201609110crd,nwe,AmenDa00,fumbles,0,,,,,
player,201609110crd,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201609110crd,nwe,MitcMa01,pass_cmp,0,,,,,
player,201609110crd,nwe,MitcMa01,pass_att,0,,,,,
player,201609110crd,nwe,MitcMa01,pass_yds,0,,,,,
player,201609110crd,nwe,MitcMa01,pass_td,0,,,,,
player,201609110crd,nwe,MitcMa01,pass_int,0,,,,,
player,201609110crd,nwe,MitcMa01,pass_sacked,0,,,,,
player,201609110crd,nwe,MitcMa01,pass_sacked_yds,0,,,,,
player,201609110crd,nwe,MitcMa01,pass_long,0,,,,,
player,201609110crd,nwe,MitcMa01,pass_rating,,,,,,
player,201609110crd,nwe,MitcMa01,rush_att,0,,,,,
player,201609110crd,nwe,MitcMa01,rush_yds,0,,,,,
player,201609110crd,nwe,MitcMa01,rush_td,0,,,,,
player,201609110crd,nwe,MitcMa01,rush_long,0,,,,,
player,201609110crd,nwe,MitcMa01,targets,5,,,,,
player,201609110crd,nwe,MitcMa01,rec,2,,,,,
player,201609110crd,nwe,MitcMa01,rec_yds,33,,,,,
player,201609110crd,nwe,MitcMa01,rec_td,0,,,,,
player,201609110crd,nwe,MitcMa01,rec_long,28,,,,,
player,201609110crd,nwe,MitcMa01,fumbles,0,,,,,
player,201609110crd,nwe,MitcMa01,fumbles_lost,0,,,,,
player,201609110crd,nwe,BennMa00,pass_cmp,0,,,,,
player,201609110crd,nwe,BennMa00,pass_att,0,,,,,
player,201609110crd,nwe,BennMa00,pass_yds,0,,,,,
player,201609110crd,nwe,BennMa00,pass_td,0,,,,,
player,201609110crd,nwe,BennMa00,pass_int,0,,,,,
player,201609110crd,nwe,BennMa00,pass_sacked,0,,,,,
player,201609110crd,nwe,BennMa00,pass_sacked_yds,0,,,,,
player,201609110crd,nwe,BennMa00,pass_long,0,,,,,
player,201609110crd,nwe,BennMa00,pass_rating,,,,,,
player,201609110crd,nwe,BennMa00,rush_att,0,,,,,
player,201609110crd,nwe,BennMa00,rush_yds,0,,,,,
player,201609110crd,nwe,BennMa00,rush_td,0,,,,,
player,201609110crd,nwe,BennMa00,rush_long,0,,,,,
player,201609110crd,nwe,BennMa00,targets,5,,,,,
player,201609110crd,nwe,BennMa00,rec,3,,,,,
player,201609110crd,nwe,BennMa00,rec_yds,14,,,,,
player,201609110crd,nwe,BennMa00,rec_td,0,,,,,
player,201609110crd,nwe,BennMa00,rec_long,5,,,,,
player,201609110crd,nwe,BennMa00,fumbles,0,,,,,
player,201609110crd,nwe,BennMa00,fumbles_lost,0,,,,,
player,201609110crd,crd,PalmCa00,pass_cmp,24,,,,,
player,201609110crd,crd,PalmCa00,pass_att,37,,,,,
player,201609110crd,crd,PalmCa00,pass_yds,271,,,,,
player,201609110crd,crd,PalmCa00,pass_td,2,,,,,
player,201609110crd,crd,PalmCa00,pass_int,0,,,,,
player,201609110crd,crd,PalmCa00,pass_sacked,3,,,,,
player,201609110crd,crd,PalmCa00,pass_sacked_yds,19,,,,,
player,201609110crd,crd,PalmCa00,pass_long,39,,,,,
player,201609110crd,crd,PalmCa00,pass_rating,104.7,,,,,
player,201609110crd,crd,PalmCa00,rush_att,2,,,,,
player,201609110crd,crd,PalmCa00,rush_yds,1,,,,,
player,201609110crd,crd,PalmCa00,rush_td,0,,,,,
player,201609110crd,crd,PalmCa00,rush_long,1,,,,,
player,201609110crd,crd,PalmCa00,targets,0,,,,,
player,201609110crd,crd,PalmCa00,rec,0,,,,,
player,201609110crd,crd,PalmCa00,rec_yds,0,,,,,
player,201609110crd,crd,PalmCa00,rec_td,0,,,,,
player,201609110crd,crd,PalmCa00,rec_long,0,,,,,
player,201609110crd,crd,PalmCa00,fumbles,1,,,,,
player,201609110crd,crd,PalmCa00,fumbles_lost,0,,,,,
player,201609110crd,crd,JohnDa08,pass_cmp,0,,,,,
player,201609110crd,crd,JohnDa08,pass_att,0,,,,,
player,201609110crd,crd,JohnDa08,pass_yds,0,,,,,
player,201609110crd,crd,JohnDa08,pass_td,0,,,,,
player,201609110crd,crd,JohnDa08,pass_int,0,,,,,
player,201609110crd,crd,JohnDa08,pass_sacked,0,,,,,
player,201609110crd,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201609110crd,crd,JohnDa08,pass_long,0,,,,,
player,201609110crd,crd,JohnDa08,pass_rating,,,,,,
player,201609110crd,crd,JohnDa08,rush_att,16,,,,,
player,201609110crd,crd,JohnDa08,rush_yds,89,,,,,
player,201609110crd,crd,JohnDa08,rush_td,1,,,,,
player,201609110crd,crd,JohnDa08,rush_long,45,,,,,
player,201609110crd,crd,JohnDa08,targets,6,,,,,
player,201609110crd,crd,JohnDa08,rec,4,,,,,
player,201609110crd,crd,JohnDa08,rec_yds,43,,,,,
player,201609110crd,crd,JohnDa08,rec_td,0,,,,,
player,201609110crd,crd,JohnDa08,rec_long,26,,,,,
player,201609110crd,crd,JohnDa08,fumbles,0,,,,,
player,201609110crd,crd,JohnDa08,fumbles_lost,0,,,,,
player,201609110crd,crd,JohnCh04,pass_cmp,0,,,,,
player,201609110crd,crd,JohnCh04,pass_att,0,,,,,
player,201609110crd,crd,JohnCh04,pass_yds,0,,,,,
player,201609110crd,crd,JohnCh04,pass_td,0,,,,,
player,201609110crd,crd,JohnCh04,pass_int,0,,,,,
player,201609110crd,crd,JohnCh04,pass_sacked,0,,,,,
player,201609110crd,crd,JohnCh04,pass_sacked_yds,0,,,,,
player,201609110crd,crd,JohnCh04,pass_long,0,,,,,
player,201609110crd,crd,JohnCh04,pass_rating,,,,,,
player,201609110crd,crd,JohnCh04,rush_att,1,,,,,
player,201609110crd,crd,JohnCh04,rush_yds,2,,,,,
player,201609110crd,crd,JohnCh04,rush_td,0,,,,,
player,201609110crd,crd,JohnCh04,rush_long,2,,,,,
player,201609110crd,crd,JohnCh04,targets,0,,,,,
player,201609110crd,crd,JohnCh04,rec,0,,,,,
player,201609110crd,crd,JohnCh04,rec_yds,0,,,,,
player,201609110crd,crd,JohnCh04,rec_td,0,,,,,
player,201609110crd,crd,JohnCh04,rec_long,0,,,,,
player,201609110crd,crd,JohnCh04,fumbles,0,,,,,
player,201609110crd,crd,JohnCh04,fumbles_lost,0,,,,,
player,201609110crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201609110crd,crd,FitzLa00,pass_att,0,,,,,
player,201609110crd,crd,FitzLa00,pass_yds,0,,,,,
player,201609110crd,crd,FitzLa00,pass_td,0,,,,,
player,201609110crd,crd,FitzLa00,pass_int,0,,,,,
player,201609110crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201609110crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201609110crd,crd,FitzLa00,pass_long,0,,,,,
player,201609110crd,crd,FitzLa00,pass_rating,,,,,,
player,201609110crd,crd,FitzLa00,rush_att,0,,,,,
player,201609110crd,crd,FitzLa00,rush_yds,0,,,,,
player,201609110crd,crd,FitzLa00,rush_td,0,,,,,
player,201609110crd,crd,FitzLa00,rush_long,0,,,,,
player,201609110crd,crd,FitzLa00,targets,10,,,,,
player,201609110crd,crd,FitzLa00,rec,8,,,,,
player,201609110crd,crd,FitzLa00,rec_yds,81,,,,,
player,201609110crd,crd,FitzLa00,rec_td,2,,,,,
player,201609110crd,crd,FitzLa00,rec_long,21,,,,,
player,201609110crd,crd,FitzLa00,fumbles,0,,,,,
player,201609110crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201609110crd,crd,FloyMi00,pass_cmp,0,,,,,
player,201609110crd,crd,FloyMi00,pass_att,0,,,,,
player,201609110crd,crd,FloyMi00,pass_yds,0,,,,,
player,201609110crd,crd,FloyMi00,pass_td,0,,,,,
player,201609110crd,crd,FloyMi00,pass_int,0,,,,,
player,201609110crd,crd,FloyMi00,pass_sacked,0,,,,,
player,201609110crd,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201609110crd,crd,FloyMi00,pass_long,0,,,,,
player,201609110crd,crd,FloyMi00,pass_rating,,,,,,
player,201609110crd,crd,FloyMi00,rush_att,0,,,,,
player,201609110crd,crd,FloyMi00,rush_yds,0,,,,,
player,201609110crd,crd,FloyMi00,rush_td,0,,,,,
player,201609110crd,crd,FloyMi00,rush_long,0,,,,,
player,201609110crd,crd,FloyMi00,targets,7,,,,,
player,201609110crd,crd,FloyMi00,rec,3,,,,,
player,201609110crd,crd,FloyMi00,rec_yds,61,,,,,
player,201609110crd,crd,FloyMi00,rec_td,0,,,,,
player,201609110crd,crd,FloyMi00,rec_long,39,,,,,
player,201609110crd,crd,FloyMi00,fumbles,0,,,,,
player,201609110crd,crd,FloyMi00,fumbles_lost,0,,,,,
player,201609110crd,crd,GresJe00,pass_cmp,0,,,,,
player,201609110crd,crd,GresJe00,pass_att,0,,,,,
player,201609110crd,crd,GresJe00,pass_yds,0,,,,,
player,201609110crd,crd,GresJe00,pass_td,0,,,,,
player,201609110crd,crd,GresJe00,pass_int,0,,,,,
player,201609110crd,crd,GresJe00,pass_sacked,0,,,,,
player,201609110crd,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201609110crd,crd,GresJe00,pass_long,0,,,,,
player,201609110crd,crd,GresJe00,pass_rating,,,,,,
player,201609110crd,crd,GresJe00,rush_att,0,,,,,
player,201609110crd,crd,GresJe00,rush_yds,0,,,,,
player,201609110crd,crd,GresJe00,rush_td,0,,,,,
player,201609110crd,crd,GresJe00,rush_long,0,,,,,
player,201609110crd,crd,GresJe00,targets,4,,,,,
player,201609110crd,crd,GresJe00,rec,4,,,,,
player,201609110crd,crd,GresJe00,rec_yds,41,,,,,
player,201609110crd,crd,GresJe00,rec_td,0,,,,,
player,201609110crd,crd,GresJe00,rec_long,15,,,,,
player,201609110crd,crd,GresJe00,fumbles,0,,,,,
player,201609110crd,crd,GresJe00,fumbles_lost,0,,,,,
player,201609110crd,crd,BrowJa03,pass_cmp,0,,,,,
player,201609110crd,crd,BrowJa03,pass_att,0,,,,,
player,201609110crd,crd,BrowJa03,pass_yds,0,,,,,
player,201609110crd,crd,BrowJa03,pass_td,0,,,,,
player,201609110crd,crd,BrowJa03,pass_int,0,,,,,
player,201609110crd,crd,BrowJa03,pass_sacked,0,,,,,
player,201609110crd,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201609110crd,crd,BrowJa03,pass_long,0,,,,,
player,201609110crd,crd,BrowJa03,pass_rating,,,,,,
player,201609110crd,crd,BrowJa03,rush_att,0,,,,,
player,201609110crd,crd,BrowJa03,rush_yds,0,,,,,
player,201609110crd,crd,BrowJa03,rush_td,0,,,,,
player,201609110crd,crd,BrowJa03,rush_long,0,,,,,
player,201609110crd,crd,BrowJa03,targets,2,,,,,
player,201609110crd,crd,BrowJa03,rec,1,,,,,
player,201609110crd,crd,BrowJa03,rec_yds,18,,,,,
player,201609110crd,crd,BrowJa03,rec_td,0,,,,,
player,201609110crd,crd,BrowJa03,rec_long,18,,,,,
player,201609110crd,crd,BrowJa03,fumbles,0,,,,,
player,201609110crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201609110crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201609110crd,crd,NelsJJ00,pass_att,0,,,,,
player,201609110crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201609110crd,crd,NelsJJ00,pass_td,0,,,,,
player,201609110crd,crd,NelsJJ00,pass_int,0,,,,,
player,201609110crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201609110crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201609110crd,crd,NelsJJ00,pass_long,0,,,,,
player,201609110crd,crd,NelsJJ00,pass_rating,,,,,,
player,201609110crd,crd,NelsJJ00,rush_att,0,,,,,
player,201609110crd,crd,NelsJJ00,rush_yds,0,,,,,
player,201609110crd,crd,NelsJJ00,rush_td,0,,,,,
player,201609110crd,crd,NelsJJ00,rush_long,0,,,,,
player,201609110crd,crd,NelsJJ00,targets,2,,,,,
player,201609110crd,crd,NelsJJ00,rec,1,,,,,
player,201609110crd,crd,NelsJJ00,rec_yds,11,,,,,
player,201609110crd,crd,NelsJJ00,rec_td,0,,,,,
player,201609110crd,crd,NelsJJ00,rec_long,11,,,,,
player,201609110crd,crd,NelsJJ00,fumbles,0,,,,,
player,201609110crd,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201609110crd,crd,BrowJo02,pass_cmp,0,,,,,
player,201609110crd,crd,BrowJo02,pass_att,0,,,,,
player,201609110crd,crd,BrowJo02,pass_yds,0,,,,,
player,201609110crd,crd,BrowJo02,pass_td,0,,,,,
player,201609110crd,crd,BrowJo02,pass_int,0,,,,,
player,201609110crd,crd,BrowJo02,pass_sacked,0,,,,,
player,201609110crd,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201609110crd,crd,BrowJo02,pass_long,0,,,,,
player,201609110crd,crd,BrowJo02,pass_rating,,,,,,
player,201609110crd,crd,BrowJo02,rush_att,0,,,,,
player,201609110crd,crd,BrowJo02,rush_yds,0,,,,,
player,201609110crd,crd,BrowJo02,rush_td,0,,,,,
player,201609110crd,crd,BrowJo02,rush_long,0,,,,,
player,201609110crd,crd,BrowJo02,targets,4,,,,,
player,201609110crd,crd,BrowJo02,rec,1,,,,,
player,201609110crd,crd,BrowJo02,rec_yds,8,,,,,
player,201609110crd,crd,BrowJo02,rec_td,0,,,,,
player,201609110crd,crd,BrowJo02,rec_long,8,,,,,
player,201609110crd,crd,BrowJo02,fumbles,0,,,,,
player,201609110crd,crd,BrowJo02,fumbles_lost,0,,,,,
player,201609110crd,crd,ElliAn00,pass_cmp,0,,,,,
player,201609110crd,crd,ElliAn00,pass_att,0,,,,,
player,201609110crd,crd,ElliAn00,pass_yds,0,,,,,
player,201609110crd,crd,ElliAn00,pass_td,0,,,,,
player,201609110crd,crd,ElliAn00,pass_int,0,,,,,
player,201609110crd,crd,ElliAn00,pass_sacked,0,,,,,
player,201609110crd,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201609110crd,crd,ElliAn00,pass_long,0,,,,,
player,201609110crd,crd,ElliAn00,pass_rating,,,,,,
player,201609110crd,crd,ElliAn00,rush_att,0,,,,,
player,201609110crd,crd,ElliAn00,rush_yds,0,,,,,
player,201609110crd,crd,ElliAn00,rush_td,0,,,,,
player,201609110crd,crd,ElliAn00,rush_long,0,,,,,
player,201609110crd,crd,ElliAn00,targets,2,,,,,
player,201609110crd,crd,ElliAn00,rec,2,,,,,
player,201609110crd,crd,ElliAn00,rec_yds,8,,,,,
player,201609110crd,crd,ElliAn00,rec_td,0,,,,,
player,201609110crd,crd,ElliAn00,rec_long,12,,,,,
player,201609110crd,crd,ElliAn00,fumbles,0,,,,,
player,201609110crd,crd,ElliAn00,fumbles_lost,0,,,,,
player,201609110crd,nwe,CollJa00,def_int,0,,,,,
player,201609110crd,nwe,CollJa00,def_int_yds,0,,,,,
player,201609110crd,nwe,CollJa00,def_int_td,0,,,,,
player,201609110crd,nwe,CollJa00,def_int_long,0,,,,,
player,201609110crd,nwe,CollJa00,pass_defended,1,,,,,
player,201609110crd,nwe,CollJa00,sacks,1.0,,,,,
player,201609110crd,nwe,CollJa00,tackles_combined,4,,,,,
player,201609110crd,nwe,CollJa00,tackles_solo,3,,,,,
player,201609110crd,nwe,CollJa00,tackles_assists,1,,,,,
player,201609110crd,nwe,CollJa00,tackles_loss,1,,,,,
player,201609110crd,nwe,CollJa00,qb_hits,1,,,,,
player,201609110crd,nwe,CollJa00,fumbles_rec,0,,,,,
player,201609110crd,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201609110crd,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201609110crd,nwe,CollJa00,fumbles_forced,0,,,,,
player,201609110crd,nwe,LongCh99,def_int,0,,,,,
player,201609110crd,nwe,LongCh99,def_int_yds,0,,,,,
player,201609110crd,nwe,LongCh99,def_int_td,0,,,,,
player,201609110crd,nwe,LongCh99,def_int_long,0,,,,,
player,201609110crd,nwe,LongCh99,pass_defended,0,,,,,
player,201609110crd,nwe,LongCh99,sacks,1.0,,,,,
player,201609110crd,nwe,LongCh99,tackles_combined,3,,,,,
player,201609110crd,nwe,LongCh99,tackles_solo,3,,,,,
player,201609110crd,nwe,LongCh99,tackles_assists,0,,,,,
player,201609110crd,nwe,LongCh99,tackles_loss,1,,,,,
player,201609110crd,nwe,LongCh99,qb_hits,1,,,,,
player,201609110crd,nwe,LongCh99,fumbles_rec,0,,,,,
player,201609110crd,nwe,LongCh99,fumbles_rec_yds,0,,,,,
player,201609110crd,nwe,LongCh99,fumbles_rec_td,0,,,,,
player,201609110crd,nwe,LongCh99,fumbles_forced,0,,,,,
player,201609110crd,nwe,ValeVi00,def_int,0,,,,,
player,201609110crd,nwe,ValeVi00,def_int_yds,0,,,,,
player,201609110crd,nwe,ValeVi00,def_int_td,0,,,,,
player,201609110crd,nwe,ValeVi00,def_int_long,0,,,,,
player,201609110crd,nwe,ValeVi00,pass_defended,0,,,,,
player,201609110crd,nwe,ValeVi00,sacks,1.0,,,,,
player,201609110crd,nwe,ValeVi00,tackles_combined,3,,,,,
player,201609110crd,nwe,ValeVi00,tackles_solo,3,,,,,
player,201609110crd,nwe,ValeVi00,tackles_assists,0,,,,,
player,201609110crd,nwe,ValeVi00,tackles_loss,1,,,,,
player,201609110crd,nwe,ValeVi00,qb_hits,1,,,,,
player,201609110crd,nwe,ValeVi00,fumbles_rec,0,,,,,
player,201609110crd,nwe,ValeVi00,fumbles_rec_yds,0,,,,,
