game,2016,1,20160911,201609110clt,det,"Detroit Lions",39,clt,"Indianapolis Colts",35
player,201609110clt,clt,MathRo20,qb_hits,1,,,,,
player,201609110clt,clt,MathRo20,fumbles_rec,0,,,,,
player,201609110clt,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201609110clt,clt,MathRo20,fumbles_forced,0,,,,,
player,201609110clt,clt,McNaJo00,def_int,0,,,,,
player,201609110clt,clt,McNaJo00,def_int_yds,0,,,,,
player,201609110clt,clt,McNaJo00,def_int_td,0,,,,,
player,201609110clt,clt,McNaJo00,def_int_long,0,,,,,
player,201609110clt,clt,McNaJo00,pass_defended,0,,,,,
player,201609110clt,clt,McNaJo00,sacks,0.0,,,,,
player,201609110clt,clt,McNaJo00,tackles_combined,2,,,,,
player,201609110clt,clt,McNaJo00,tackles_solo,1,,,,,
player,201609110clt,clt,McNaJo00,tackles_assists,1,,,,,
player,201609110clt,clt,McNaJo00,tackles_loss,0,,,,,
player,201609110clt,clt,McNaJo00,qb_hits,0,,,,,
player,201609110clt,clt,McNaJo00,fumbles_rec,0,,,,,
player,201609110clt,clt,McNaJo00,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,McNaJo00,fumbles_rec_td,0,,,,,
player,201609110clt,clt,McNaJo00,fumbles_forced,0,,,,,
player,201609110clt,clt,MelvRa00,def_int,0,,,,,
player,201609110clt,clt,MelvRa00,def_int_yds,0,,,,,
player,201609110clt,clt,MelvRa00,def_int_td,0,,,,,
player,201609110clt,clt,MelvRa00,def_int_long,0,,,,,
player,201609110clt,clt,MelvRa00,pass_defended,1,,,,,
player,201609110clt,clt,MelvRa00,sacks,0.0,,,,,
player,201609110clt,clt,MelvRa00,tackles_combined,2,,,,,
player,201609110clt,clt,MelvRa00,tackles_solo,2,,,,,
player,201609110clt,clt,MelvRa00,tackles_assists,0,,,,,
player,201609110clt,clt,MelvRa00,tackles_loss,0,,,,,
player,201609110clt,clt,MelvRa00,qb_hits,0,,,,,
player,201609110clt,clt,MelvRa00,fumbles_rec,0,,,,,
player,201609110clt,clt,MelvRa00,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,MelvRa00,fumbles_rec_td,0,,,,,
player,201609110clt,clt,MelvRa00,fumbles_forced,0,,,,,
player,201609110clt,clt,AyerAk00,def_int,0,,,,,
player,201609110clt,clt,AyerAk00,def_int_yds,0,,,,,
player,201609110clt,clt,AyerAk00,def_int_td,0,,,,,
player,201609110clt,clt,AyerAk00,def_int_long,0,,,,,
player,201609110clt,clt,AyerAk00,pass_defended,0,,,,,
player,201609110clt,clt,AyerAk00,sacks,0.0,,,,,
player,201609110clt,clt,AyerAk00,tackles_combined,1,,,,,
player,201609110clt,clt,AyerAk00,tackles_solo,1,,,,,
player,201609110clt,clt,AyerAk00,tackles_assists,0,,,,,
player,201609110clt,clt,AyerAk00,tackles_loss,0,,,,,
player,201609110clt,clt,AyerAk00,qb_hits,0,,,,,
player,201609110clt,clt,AyerAk00,fumbles_rec,0,,,,,
player,201609110clt,clt,AyerAk00,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,AyerAk00,fumbles_rec_td,0,,,,,
player,201609110clt,clt,AyerAk00,fumbles_forced,0,,,,,
player,201609110clt,clt,LangKe98,def_int,0,,,,,
player,201609110clt,clt,LangKe98,def_int_yds,0,,,,,
player,201609110clt,clt,LangKe98,def_int_td,0,,,,,
player,201609110clt,clt,LangKe98,def_int_long,0,,,,,
player,201609110clt,clt,LangKe98,pass_defended,0,,,,,
player,201609110clt,clt,LangKe98,sacks,0.0,,,,,
player,201609110clt,clt,LangKe98,tackles_combined,1,,,,,
player,201609110clt,clt,LangKe98,tackles_solo,0,,,,,
player,201609110clt,clt,LangKe98,tackles_assists,1,,,,,
player,201609110clt,clt,LangKe98,tackles_loss,0,,,,,
player,201609110clt,clt,LangKe98,qb_hits,0,,,,,
player,201609110clt,clt,LangKe98,fumbles_rec,0,,,,,
player,201609110clt,clt,LangKe98,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,LangKe98,fumbles_rec_td,0,,,,,
player,201609110clt,clt,LangKe98,fumbles_forced,0,,,,,
player,201609110clt,clt,MorrAn01,def_int,0,,,,,
player,201609110clt,clt,MorrAn01,def_int_yds,0,,,,,
player,201609110clt,clt,MorrAn01,def_int_td,0,,,,,
player,201609110clt,clt,MorrAn01,def_int_long,0,,,,,
player,201609110clt,clt,MorrAn01,pass_defended,0,,,,,
player,201609110clt,clt,MorrAn01,sacks,0.0,,,,,
player,201609110clt,clt,MorrAn01,tackles_combined,1,,,,,
player,201609110clt,clt,MorrAn01,tackles_solo,1,,,,,
player,201609110clt,clt,MorrAn01,tackles_assists,0,,,,,
player,201609110clt,clt,MorrAn01,tackles_loss,0,,,,,
player,201609110clt,clt,MorrAn01,qb_hits,0,,,,,
player,201609110clt,clt,MorrAn01,fumbles_rec,0,,,,,
player,201609110clt,clt,MorrAn01,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,MorrAn01,fumbles_rec_td,0,,,,,
player,201609110clt,clt,MorrAn01,fumbles_forced,0,,,,,
player,201609110clt,clt,ParrDa00,def_int,0,,,,,
player,201609110clt,clt,ParrDa00,def_int_yds,0,,,,,
player,201609110clt,clt,ParrDa00,def_int_td,0,,,,,
player,201609110clt,clt,ParrDa00,def_int_long,0,,,,,
player,201609110clt,clt,ParrDa00,pass_defended,0,,,,,
player,201609110clt,clt,ParrDa00,sacks,0.0,,,,,
player,201609110clt,clt,ParrDa00,tackles_combined,1,,,,,
player,201609110clt,clt,ParrDa00,tackles_solo,1,,,,,
player,201609110clt,clt,ParrDa00,tackles_assists,0,,,,,
player,201609110clt,clt,ParrDa00,tackles_loss,0,,,,,
player,201609110clt,clt,ParrDa00,qb_hits,0,,,,,
player,201609110clt,clt,ParrDa00,fumbles_rec,0,,,,,
player,201609110clt,clt,ParrDa00,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,ParrDa00,fumbles_rec_td,0,,,,,
player,201609110clt,clt,ParrDa00,fumbles_forced,0,,,,,
player,201609110clt,clt,RidgHa00,def_int,0,,,,,
player,201609110clt,clt,RidgHa00,def_int_yds,0,,,,,
player,201609110clt,clt,RidgHa00,def_int_td,0,,,,,
player,201609110clt,clt,RidgHa00,def_int_long,0,,,,,
player,201609110clt,clt,RidgHa00,pass_defended,0,,,,,
player,201609110clt,clt,RidgHa00,sacks,0.0,,,,,
player,201609110clt,clt,RidgHa00,tackles_combined,1,,,,,
player,201609110clt,clt,RidgHa00,tackles_solo,0,,,,,
player,201609110clt,clt,RidgHa00,tackles_assists,1,,,,,
player,201609110clt,clt,RidgHa00,tackles_loss,0,,,,,
player,201609110clt,clt,RidgHa00,qb_hits,0,,,,,
player,201609110clt,clt,RidgHa00,fumbles_rec,0,,,,,
player,201609110clt,clt,RidgHa00,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,RidgHa00,fumbles_rec_td,0,,,,,
player,201609110clt,clt,RidgHa00,fumbles_forced,0,,,,,
player,201609110clt,clt,SwooEr00,def_int,0,,,,,
player,201609110clt,clt,SwooEr00,def_int_yds,0,,,,,
player,201609110clt,clt,SwooEr00,def_int_td,0,,,,,
player,201609110clt,clt,SwooEr00,def_int_long,0,,,,,
player,201609110clt,clt,SwooEr00,pass_defended,0,,,,,
player,201609110clt,clt,SwooEr00,sacks,0.0,,,,,
player,201609110clt,clt,SwooEr00,tackles_combined,1,,,,,
player,201609110clt,clt,SwooEr00,tackles_solo,1,,,,,
player,201609110clt,clt,SwooEr00,tackles_assists,0,,,,,
player,201609110clt,clt,SwooEr00,tackles_loss,0,,,,,
player,201609110clt,clt,SwooEr00,qb_hits,0,,,,,
player,201609110clt,clt,SwooEr00,fumbles_rec,0,,,,,
player,201609110clt,clt,SwooEr00,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,SwooEr00,fumbles_rec_td,0,,,,,
player,201609110clt,clt,SwooEr00,fumbles_forced,0,,,,,
player,201609110clt,clt,McGiT.00,def_int,0,,,,,
player,201609110clt,clt,McGiT.00,def_int_yds,0,,,,,
player,201609110clt,clt,McGiT.00,def_int_td,0,,,,,
player,201609110clt,clt,McGiT.00,def_int_long,0,,,,,
player,201609110clt,clt,McGiT.00,pass_defended,0,,,,,
player,201609110clt,clt,McGiT.00,sacks,0.0,,,,,
player,201609110clt,clt,McGiT.00,tackles_combined,0,,,,,
player,201609110clt,clt,McGiT.00,tackles_solo,0,,,,,
player,201609110clt,clt,McGiT.00,tackles_assists,0,,,,,
player,201609110clt,clt,McGiT.00,tackles_loss,0,,,,,
player,201609110clt,clt,McGiT.00,qb_hits,1,,,,,
player,201609110clt,clt,McGiT.00,fumbles_rec,0,,,,,
player,201609110clt,clt,McGiT.00,fumbles_rec_yds,0,,,,,
player,201609110clt,clt,McGiT.00,fumbles_rec_td,0,,,,,
player,201609110clt,clt,McGiT.00,fumbles_forced,0,,,,,
player,201609110clt,det,RobeAn00,kick_ret,1,,,,,
player,201609110clt,det,RobeAn00,kick_ret_yds,22,,,,,
player,201609110clt,det,RobeAn00,kick_ret_yds_per_ret,22.0,,,,,
player,201609110clt,det,RobeAn00,kick_ret_td,0,,,,,
player,201609110clt,det,RobeAn00,kick_ret_long,22,,,,,
player,201609110clt,det,RobeAn00,punt_ret,1,,,,,
player,201609110clt,det,RobeAn00,punt_ret_yds,-1,,,,,
player,201609110clt,det,RobeAn00,punt_ret_yds_per_ret,-1.0,,,,,
player,201609110clt,det,RobeAn00,punt_ret_td,0,,,,,
player,201609110clt,det,RobeAn00,punt_ret_long,-1,,,,,
player,201609110clt,clt,BrayQu00,kick_ret,1,,,,,
player,201609110clt,clt,BrayQu00,kick_ret_yds,25,,,,,
player,201609110clt,clt,BrayQu00,kick_ret_yds_per_ret,25.0,,,,,
player,201609110clt,clt,BrayQu00,kick_ret_td,0,,,,,
player,201609110clt,clt,BrayQu00,kick_ret_long,25,,,,,
player,201609110clt,clt,BrayQu00,punt_ret,2,,,,,
player,201609110clt,clt,BrayQu00,punt_ret_yds,13,,,,,
player,201609110clt,clt,BrayQu00,punt_ret_yds_per_ret,6.5,,,,,
player,201609110clt,clt,BrayQu00,punt_ret_td,0,,,,,
player,201609110clt,clt,BrayQu00,punt_ret_long,9,,,,,
player,201609110clt,clt,HiltT.00,kick_ret,1,,,,,
player,201609110clt,clt,HiltT.00,kick_ret_yds,0,,,,,
player,201609110clt,clt,HiltT.00,kick_ret_yds_per_ret,0.0,,,,,
player,201609110clt,clt,HiltT.00,kick_ret_td,0,,,,,
player,201609110clt,clt,HiltT.00,kick_ret_long,0,,,,,
player,201609110clt,clt,HiltT.00,punt_ret,0,,,,,
player,201609110clt,clt,HiltT.00,punt_ret_yds,0,,,,,
player,201609110clt,clt,HiltT.00,punt_ret_yds_per_ret,,,,,,
player,201609110clt,clt,HiltT.00,punt_ret_td,0,,,,,
player,201609110clt,clt,HiltT.00,punt_ret_long,0,,,,,
player,201609110clt,det,PratMa20,xpm,4,,,,,
player,201609110clt,det,PratMa20,xpa,5,,,,,
player,201609110clt,det,PratMa20,fgm,1,,,,,
player,201609110clt,det,PratMa20,fga,1,,,,,
player,201609110clt,det,PratMa20,punt,0,,,,,
player,201609110clt,det,PratMa20,punt_yds,0,,,,,
player,201609110clt,det,PratMa20,punt_yds_per_punt,,,,,,
player,201609110clt,det,PratMa20,punt_long,0,,,,,
player,201609110clt,det,MartSa01,xpm,,,,,,
player,201609110clt,det,MartSa01,xpa,,,,,,
player,201609110clt,det,MartSa01,fgm,,,,,,
player,201609110clt,det,MartSa01,fga,,,,,,
player,201609110clt,det,MartSa01,punt,4,,,,,
player,201609110clt,det,MartSa01,punt_yds,235,,,,,
player,201609110clt,det,MartSa01,punt_yds_per_punt,58.8,,,,,
player,201609110clt,det,MartSa01,punt_long,63,,,,,
player,201609110clt,clt,vinatada01,xpm,3,,,,,
player,201609110clt,clt,vinatada01,xpa,3,,,,,
player,201609110clt,clt,vinatada01,fgm,2,,,,,
player,201609110clt,clt,vinatada01,fga,2,,,,,
player,201609110clt,clt,vinatada01,punt,0,,,,,
player,201609110clt,clt,vinatada01,punt_yds,0,,,,,
player,201609110clt,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201609110clt,clt,vinatada01,punt_long,0,,,,,
player,201609110clt,clt,McAfPa44,xpm,,,,,,
player,201609110clt,clt,McAfPa44,xpa,,,,,,
player,201609110clt,clt,McAfPa44,fgm,,,,,,
player,201609110clt,clt,McAfPa44,fga,,,,,,
player,201609110clt,clt,McAfPa44,punt,4,,,,,
player,201609110clt,clt,McAfPa44,punt_yds,195,,,,,
player,201609110clt,clt,McAfPa44,punt_yds_per_punt,48.8,,,,,
player,201609110clt,clt,McAfPa44,punt_long,52,,,,,
player,201609110clt,clt,MewhJa00,pos,G,,,,,
player,201609110clt,clt,MewhJa00,offense,70,,,,,
player,201609110clt,clt,MewhJa00,off_pct,100%,,,,,
player,201609110clt,clt,MewhJa00,defense,0,,,,,
player,201609110clt,clt,MewhJa00,def_pct,0%,,,,,
player,201609110clt,clt,MewhJa00,special_teams,5,,,,,
player,201609110clt,clt,MewhJa00,st_pct,15%,,,,,
player,201609110clt,clt,GoodDe01,pos,T,,,,,
player,201609110clt,clt,GoodDe01,offense,70,,,,,
player,201609110clt,clt,GoodDe01,off_pct,100%,,,,,
player,201609110clt,clt,GoodDe01,defense,0,,,,,
player,201609110clt,clt,GoodDe01,def_pct,0%,,,,,
player,201609110clt,clt,GoodDe01,special_teams,5,,,,,
player,201609110clt,clt,GoodDe01,st_pct,15%,,,,,
player,201609110clt,clt,ReitJo00,pos,T,,,,,
player,201609110clt,clt,ReitJo00,offense,70,,,,,
player,201609110clt,clt,ReitJo00,off_pct,100%,,,,,
player,201609110clt,clt,ReitJo00,defense,0,,,,,
player,201609110clt,clt,ReitJo00,def_pct,0%,,,,,
player,201609110clt,clt,ReitJo00,special_teams,5,,,,,
player,201609110clt,clt,ReitJo00,st_pct,15%,,,,,
player,201609110clt,clt,CastAn00,pos,T,,,,,
player,201609110clt,clt,CastAn00,offense,70,,,,,
player,201609110clt,clt,CastAn00,off_pct,100%,,,,,
player,201609110clt,clt,CastAn00,defense,0,,,,,
player,201609110clt,clt,CastAn00,def_pct,0%,,,,,
player,201609110clt,clt,CastAn00,special_teams,0,,,,,
player,201609110clt,clt,CastAn00,st_pct,0%,,,,,
player,201609110clt,clt,LuckAn00,pos,QB,,,,,
player,201609110clt,clt,LuckAn00,offense,70,,,,,
player,201609110clt,clt,LuckAn00,off_pct,100%,,,,,
player,201609110clt,clt,LuckAn00,defense,0,,,,,
player,201609110clt,clt,LuckAn00,def_pct,0%,,,,,
player,201609110clt,clt,LuckAn00,special_teams,0,,,,,
player,201609110clt,clt,LuckAn00,st_pct,0%,,,,,
player,201609110clt,clt,KellRy00,pos,C,,,,,
player,201609110clt,clt,KellRy00,offense,70,,,,,
player,201609110clt,clt,KellRy00,off_pct,100%,,,,,
player,201609110clt,clt,KellRy00,defense,0,,,,,
player,201609110clt,clt,KellRy00,def_pct,0%,,,,,
player,201609110clt,clt,KellRy00,special_teams,0,,,,,
player,201609110clt,clt,KellRy00,st_pct,0%,,,,,
player,201609110clt,clt,MoncDo00,pos,WR,,,,,
player,201609110clt,clt,MoncDo00,offense,68,,,,,
player,201609110clt,clt,MoncDo00,off_pct,97%,,,,,
player,201609110clt,clt,MoncDo00,defense,0,,,,,
player,201609110clt,clt,MoncDo00,def_pct,0%,,,,,
player,201609110clt,clt,MoncDo00,special_teams,1,,,,,
player,201609110clt,clt,MoncDo00,st_pct,3%,,,,,
player,201609110clt,clt,HiltT.00,pos,WR,,,,,
player,201609110clt,clt,HiltT.00,offense,67,,,,,
player,201609110clt,clt,HiltT.00,off_pct,96%,,,,,
player,201609110clt,clt,HiltT.00,defense,0,,,,,
player,201609110clt,clt,HiltT.00,def_pct,0%,,,,,
player,201609110clt,clt,HiltT.00,special_teams,1,,,,,
player,201609110clt,clt,HiltT.00,st_pct,3%,,,,,
player,201609110clt,clt,DorsPh00,pos,WR,,,,,
player,201609110clt,clt,DorsPh00,offense,51,,,,,
player,201609110clt,clt,DorsPh00,off_pct,73%,,,,,
player,201609110clt,clt,DorsPh00,defense,0,,,,,
player,201609110clt,clt,DorsPh00,def_pct,0%,,,,,
player,201609110clt,clt,DorsPh00,special_teams,0,,,,,
player,201609110clt,clt,DorsPh00,st_pct,0%,,,,,
player,201609110clt,clt,AlleDw00,pos,TE,,,,,
player,201609110clt,clt,AlleDw00,offense,49,,,,,
player,201609110clt,clt,AlleDw00,off_pct,70%,,,,,
player,201609110clt,clt,AlleDw00,defense,0,,,,,
player,201609110clt,clt,AlleDw00,def_pct,0%,,,,,
player,201609110clt,clt,AlleDw00,special_teams,0,,,,,
player,201609110clt,clt,AlleDw00,st_pct,0%,,,,,
player,201609110clt,clt,GoreFr00,pos,RB,,,,,
player,201609110clt,clt,GoreFr00,offense,48,,,,,
player,201609110clt,clt,GoreFr00,off_pct,69%,,,,,
player,201609110clt,clt,GoreFr00,defense,0,,,,,
player,201609110clt,clt,GoreFr00,def_pct,0%,,,,,
player,201609110clt,clt,GoreFr00,special_teams,0,,,,,
player,201609110clt,clt,GoreFr00,st_pct,0%,,,,,
player,201609110clt,clt,DoylJa00,pos,TE,,,,,
player,201609110clt,clt,DoylJa00,offense,39,,,,,
player,201609110clt,clt,DoylJa00,off_pct,56%,,,,,
player,201609110clt,clt,DoylJa00,defense,0,,,,,
player,201609110clt,clt,DoylJa00,def_pct,0%,,,,,
player,201609110clt,clt,DoylJa00,special_teams,16,,,,,
player,201609110clt,clt,DoylJa00,st_pct,48%,,,,,
player,201609110clt,clt,TurbRo00,pos,RB,,,,,
player,201609110clt,clt,TurbRo00,offense,12,,,,,
player,201609110clt,clt,TurbRo00,off_pct,17%,,,,,
player,201609110clt,clt,TurbRo00,defense,0,,,,,
player,201609110clt,clt,TurbRo00,def_pct,0%,,,,,
player,201609110clt,clt,TurbRo00,special_teams,18,,,,,
player,201609110clt,clt,TurbRo00,st_pct,55%,,,,,
player,201609110clt,clt,FergJo02,pos,RB,,,,,
player,201609110clt,clt,FergJo02,offense,12,,,,,
player,201609110clt,clt,FergJo02,off_pct,17%,,,,,
player,201609110clt,clt,FergJo02,defense,0,,,,,
player,201609110clt,clt,FergJo02,def_pct,0%,,,,,
player,201609110clt,clt,FergJo02,special_teams,11,,,,,
player,201609110clt,clt,FergJo02,st_pct,33%,,,,,
player,201609110clt,clt,SwooEr00,pos,TE,,,,,
player,201609110clt,clt,SwooEr00,offense,3,,,,,
player,201609110clt,clt,SwooEr00,off_pct,4%,,,,,
player,201609110clt,clt,SwooEr00,defense,0,,,,,
player,201609110clt,clt,SwooEr00,def_pct,0%,,,,,
player,201609110clt,clt,SwooEr00,special_teams,19,,,,,
player,201609110clt,clt,SwooEr00,st_pct,58%,,,,,
player,201609110clt,clt,HarrJo03,pos,C,,,,,
player,201609110clt,clt,HarrJo03,offense,1,,,,,
player,201609110clt,clt,HarrJo03,off_pct,1%,,,,,
player,201609110clt,clt,HarrJo03,defense,0,,,,,
player,201609110clt,clt,HarrJo03,def_pct,0%,,,,,
player,201609110clt,clt,HarrJo03,special_teams,5,,,,,
player,201609110clt,clt,HarrJo03,st_pct,15%,,,,,
player,201609110clt,clt,AdamMi21,pos,SS,,,,,
player,201609110clt,clt,AdamMi21,offense,0,,,,,
player,201609110clt,clt,AdamMi21,off_pct,0%,,,,,
player,201609110clt,clt,AdamMi21,defense,65,,,,,
player,201609110clt,clt,AdamMi21,def_pct,100%,,,,,
player,201609110clt,clt,AdamMi21,special_teams,6,,,,,
player,201609110clt,clt,AdamMi21,st_pct,18%,,,,,
player,201609110clt,clt,CromAn20,pos,CB,,,,,
player,201609110clt,clt,CromAn20,offense,0,,,,,
player,201609110clt,clt,CromAn20,off_pct,0%,,,,,
player,201609110clt,clt,CromAn20,defense,61,,,,,
player,201609110clt,clt,CromAn20,def_pct,94%,,,,,
player,201609110clt,clt,CromAn20,special_teams,2,,,,,
player,201609110clt,clt,CromAn20,st_pct,6%,,,,,
player,201609110clt,clt,JackDQ20,pos,LB,,,,,
player,201609110clt,clt,JackDQ20,offense,0,,,,,
player,201609110clt,clt,JackDQ20,off_pct,0%,,,,,
player,201609110clt,clt,JackDQ20,defense,51,,,,,
player,201609110clt,clt,JackDQ20,def_pct,78%,,,,,
player,201609110clt,clt,JackDQ20,special_teams,6,,,,,
player,201609110clt,clt,JackDQ20,st_pct,18%,,,,,
player,201609110clt,clt,MorrDa01,pos,CB,,,,,
player,201609110clt,clt,MorrDa01,offense,0,,,,,
player,201609110clt,clt,MorrDa01,off_pct,0%,,,,,
player,201609110clt,clt,MorrDa01,defense,48,,,,,
player,201609110clt,clt,MorrDa01,def_pct,74%,,,,,
player,201609110clt,clt,MorrDa01,special_teams,13,,,,,
player,201609110clt,clt,MorrDa01,st_pct,39%,,,,,
player,201609110clt,clt,MoorSi00,pos,LB,,,,,
player,201609110clt,clt,MoorSi00,offense,0,,,,,
player,201609110clt,clt,MoorSi00,off_pct,0%,,,,,
player,201609110clt,clt,MoorSi00,defense,47,,,,,
player,201609110clt,clt,MoorSi00,def_pct,72%,,,,,
player,201609110clt,clt,MoorSi00,special_teams,0,,,,,
player,201609110clt,clt,MoorSi00,st_pct,0%,,,,,
player,201609110clt,clt,MathRo20,pos,LB,,,,,
player,201609110clt,clt,MathRo20,offense,0,,,,,
player,201609110clt,clt,MathRo20,off_pct,0%,,,,,
player,201609110clt,clt,MathRo20,defense,44,,,,,
player,201609110clt,clt,MathRo20,def_pct,68%,,,,,
player,201609110clt,clt,MathRo20,special_teams,0,,,,,
player,201609110clt,clt,MathRo20,st_pct,0%,,,,,
player,201609110clt,clt,WaldEr99,pos,LB,,,,,
player,201609110clt,clt,WaldEr99,offense,0,,,,,
player,201609110clt,clt,WaldEr99,off_pct,0%,,,,,
player,201609110clt,clt,WaldEr99,defense,42,,,,,
player,201609110clt,clt,WaldEr99,def_pct,65%,,,,,
player,201609110clt,clt,WaldEr99,special_teams,6,,,,,
player,201609110clt,clt,WaldEr99,st_pct,18%,,,,,
player,201609110clt,clt,ColeTr20,pos,LB,,,,,
player,201609110clt,clt,ColeTr20,offense,0,,,,,
player,201609110clt,clt,ColeTr20,off_pct,0%,,,,,
player,201609110clt,clt,ColeTr20,defense,39,,,,,
player,201609110clt,clt,ColeTr20,def_pct,60%,,,,,
player,201609110clt,clt,ColeTr20,special_teams,6,,,,,
player,201609110clt,clt,ColeTr20,st_pct,18%,,,,,
player,201609110clt,clt,KerrZa00,pos,DT,,,,,
player,201609110clt,clt,KerrZa00,offense,0,,,,,
player,201609110clt,clt,KerrZa00,off_pct,0%,,,,,
player,201609110clt,clt,KerrZa00,defense,39,,,,,
player,201609110clt,clt,KerrZa00,def_pct,60%,,,,,
player,201609110clt,clt,KerrZa00,special_teams,5,,,,,
player,201609110clt,clt,KerrZa00,st_pct,15%,,,,,
player,201609110clt,clt,GuyxWi00,pos,SS,,,,,
player,201609110clt,clt,GuyxWi00,offense,0,,,,,
player,201609110clt,clt,GuyxWi00,off_pct,0%,,,,,
player,201609110clt,clt,GuyxWi00,defense,38,,,,,
player,201609110clt,clt,GuyxWi00,def_pct,58%,,,,,
player,201609110clt,clt,GuyxWi00,special_teams,21,,,,,
player,201609110clt,clt,GuyxWi00,st_pct,64%,,,,,
player,201609110clt,clt,ParrDa00,pos,NT,,,,,
player,201609110clt,clt,ParrDa00,offense,0,,,,,
player,201609110clt,clt,ParrDa00,off_pct,0%,,,,,
player,201609110clt,clt,ParrDa00,defense,38,,,,,
player,201609110clt,clt,ParrDa00,def_pct,58%,,,,,
player,201609110clt,clt,ParrDa00,special_teams,6,,,,,
player,201609110clt,clt,ParrDa00,st_pct,18%,,,,,
player,201609110clt,clt,MelvRa00,pos,CB,,,,,
player,201609110clt,clt,MelvRa00,offense,0,,,,,
player,201609110clt,clt,MelvRa00,off_pct,0%,,,,,
player,201609110clt,clt,MelvRa00,defense,34,,,,,
player,201609110clt,clt,MelvRa00,def_pct,52%,,,,,
player,201609110clt,clt,MelvRa00,special_teams,4,,,,,
player,201609110clt,clt,MelvRa00,st_pct,12%,,,,,
player,201609110clt,clt,RobiPa99,pos,CB,,,,,
player,201609110clt,clt,RobiPa99,offense,0,,,,,
player,201609110clt,clt,RobiPa99,off_pct,0%,,,,,
player,201609110clt,clt,RobiPa99,defense,31,,,,,
player,201609110clt,clt,RobiPa99,def_pct,48%,,,,,
player,201609110clt,clt,RobiPa99,special_teams,0,,,,,
player,201609110clt,clt,RobiPa99,st_pct,0%,,,,,
player,201609110clt,clt,GreeT.00,pos,FS,,,,,
player,201609110clt,clt,GreeT.00,offense,0,,,,,
player,201609110clt,clt,GreeT.00,off_pct,0%,,,,,
player,201609110clt,clt,GreeT.00,defense,28,,,,,
player,201609110clt,clt,GreeT.00,def_pct,43%,,,,,
player,201609110clt,clt,GreeT.00,special_teams,2,,,,,
player,201609110clt,clt,GreeT.00,st_pct,6%,,,,,
player,201609110clt,clt,RidgHa00,pos,DT,,,,,
player,201609110clt,clt,RidgHa00,offense,0,,,,,
player,201609110clt,clt,RidgHa00,off_pct,0%,,,,,
player,201609110clt,clt,RidgHa00,defense,27,,,,,
player,201609110clt,clt,RidgHa00,def_pct,42%,,,,,
player,201609110clt,clt,RidgHa00,special_teams,0,,,,,
player,201609110clt,clt,RidgHa00,st_pct,0%,,,,,
player,201609110clt,clt,McGiT.00,pos,NT,,,,,
player,201609110clt,clt,McGiT.00,offense,0,,,,,
player,201609110clt,clt,McGiT.00,off_pct,0%,,,,,
player,201609110clt,clt,McGiT.00,defense,22,,,,,
player,201609110clt,clt,McGiT.00,def_pct,34%,,,,,
player,201609110clt,clt,McGiT.00,special_teams,12,,,,,
player,201609110clt,clt,McGiT.00,st_pct,36%,,,,,
player,201609110clt,clt,LangKe98,pos,DE,,,,,
player,201609110clt,clt,LangKe98,offense,0,,,,,
player,201609110clt,clt,LangKe98,off_pct,0%,,,,,
player,201609110clt,clt,LangKe98,defense,22,,,,,
player,201609110clt,clt,LangKe98,def_pct,34%,,,,,
player,201609110clt,clt,LangKe98,special_teams,0,,,,,
player,201609110clt,clt,LangKe98,st_pct,0%,,,,,
player,201609110clt,clt,McNaJo00,pos,LB,,,,,
player,201609110clt,clt,McNaJo00,offense,0,,,,,
player,201609110clt,clt,McNaJo00,off_pct,0%,,,,,
player,201609110clt,clt,McNaJo00,defense,16,,,,,
player,201609110clt,clt,McNaJo00,def_pct,25%,,,,,
player,201609110clt,clt,McNaJo00,special_teams,28,,,,,
player,201609110clt,clt,McNaJo00,st_pct,85%,,,,,
player,201609110clt,clt,MorrAn01,pos,LB,,,,,
player,201609110clt,clt,MorrAn01,offense,0,,,,,
player,201609110clt,clt,MorrAn01,off_pct,0%,,,,,
player,201609110clt,clt,MorrAn01,defense,11,,,,,
player,201609110clt,clt,MorrAn01,def_pct,17%,,,,,
player,201609110clt,clt,MorrAn01,special_teams,22,,,,,
player,201609110clt,clt,MorrAn01,st_pct,67%,,,,,
player,201609110clt,clt,AyerAk00,pos,LB,,,,,
player,201609110clt,clt,AyerAk00,offense,0,,,,,
player,201609110clt,clt,AyerAk00,off_pct,0%,,,,,
player,201609110clt,clt,AyerAk00,defense,7,,,,,
player,201609110clt,clt,AyerAk00,def_pct,11%,,,,,
player,201609110clt,clt,AyerAk00,special_teams,3,,,,,
player,201609110clt,clt,AyerAk00,st_pct,9%,,,,,
player,201609110clt,clt,FarlMa00,pos,FS,,,,,
player,201609110clt,clt,FarlMa00,offense,0,,,,,
player,201609110clt,clt,FarlMa00,off_pct,0%,,,,,
