game,2016,10,20161113,201611130nor,den,"Denver Broncos",25,nor,"New Orleans Saints",23
player,201611130nor,den,DaviTo01,fumbles_rec,0,,,,,
player,201611130nor,den,DaviTo01,fumbles_rec_yds,0,,,,,
player,201611130nor,den,DaviTo01,fumbles_rec_td,0,,,,,
player,201611130nor,den,DaviTo01,fumbles_forced,0,,,,,
player,201611130nor,den,WardT.99,def_int,0,,,,,
player,201611130nor,den,WardT.99,def_int_yds,0,,,,,
player,201611130nor,den,WardT.99,def_int_td,0,,,,,
player,201611130nor,den,WardT.99,def_int_long,0,,,,,
player,201611130nor,den,WardT.99,pass_defended,0,,,,,
player,201611130nor,den,WardT.99,sacks,0.0,,,,,
player,201611130nor,den,WardT.99,tackles_combined,6,,,,,
player,201611130nor,den,WardT.99,tackles_solo,3,,,,,
player,201611130nor,den,WardT.99,tackles_assists,3,,,,,
player,201611130nor,den,WardT.99,tackles_loss,0,,,,,
player,201611130nor,den,WardT.99,qb_hits,0,,,,,
player,201611130nor,den,WardT.99,fumbles_rec,1,,,,,
player,201611130nor,den,WardT.99,fumbles_rec_yds,0,,,,,
player,201611130nor,den,WardT.99,fumbles_rec_td,0,,,,,
player,201611130nor,den,WardT.99,fumbles_forced,0,,,,,
player,201611130nor,den,CricJa00,def_int,0,,,,,
player,201611130nor,den,CricJa00,def_int_yds,0,,,,,
player,201611130nor,den,CricJa00,def_int_td,0,,,,,
player,201611130nor,den,CricJa00,def_int_long,0,,,,,
player,201611130nor,den,CricJa00,pass_defended,0,,,,,
player,201611130nor,den,CricJa00,sacks,0.0,,,,,
player,201611130nor,den,CricJa00,tackles_combined,4,,,,,
player,201611130nor,den,CricJa00,tackles_solo,2,,,,,
player,201611130nor,den,CricJa00,tackles_assists,2,,,,,
player,201611130nor,den,CricJa00,tackles_loss,0,,,,,
player,201611130nor,den,CricJa00,qb_hits,0,,,,,
player,201611130nor,den,CricJa00,fumbles_rec,0,,,,,
player,201611130nor,den,CricJa00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,CricJa00,fumbles_rec_td,0,,,,,
player,201611130nor,den,CricJa00,fumbles_forced,1,,,,,
player,201611130nor,den,MillVo00,def_int,0,,,,,
player,201611130nor,den,MillVo00,def_int_yds,0,,,,,
player,201611130nor,den,MillVo00,def_int_td,0,,,,,
player,201611130nor,den,MillVo00,def_int_long,0,,,,,
player,201611130nor,den,MillVo00,pass_defended,0,,,,,
player,201611130nor,den,MillVo00,sacks,0.0,,,,,
player,201611130nor,den,MillVo00,tackles_combined,4,,,,,
player,201611130nor,den,MillVo00,tackles_solo,4,,,,,
player,201611130nor,den,MillVo00,tackles_assists,0,,,,,
player,201611130nor,den,MillVo00,tackles_loss,1,,,,,
player,201611130nor,den,MillVo00,qb_hits,1,,,,,
player,201611130nor,den,MillVo00,fumbles_rec,0,,,,,
player,201611130nor,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,MillVo00,fumbles_rec_td,0,,,,,
player,201611130nor,den,MillVo00,fumbles_forced,0,,,,,
player,201611130nor,den,WillSy00,def_int,0,,,,,
player,201611130nor,den,WillSy00,def_int_yds,0,,,,,
player,201611130nor,den,WillSy00,def_int_td,0,,,,,
player,201611130nor,den,WillSy00,def_int_long,0,,,,,
player,201611130nor,den,WillSy00,pass_defended,0,,,,,
player,201611130nor,den,WillSy00,sacks,0.0,,,,,
player,201611130nor,den,WillSy00,tackles_combined,4,,,,,
player,201611130nor,den,WillSy00,tackles_solo,3,,,,,
player,201611130nor,den,WillSy00,tackles_assists,1,,,,,
player,201611130nor,den,WillSy00,tackles_loss,0,,,,,
player,201611130nor,den,WillSy00,qb_hits,0,,,,,
player,201611130nor,den,WillSy00,fumbles_rec,0,,,,,
player,201611130nor,den,WillSy00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,WillSy00,fumbles_rec_td,0,,,,,
player,201611130nor,den,WillSy00,fumbles_forced,0,,,,,
player,201611130nor,den,MarsBr01,def_int,0,,,,,
player,201611130nor,den,MarsBr01,def_int_yds,0,,,,,
player,201611130nor,den,MarsBr01,def_int_td,0,,,,,
player,201611130nor,den,MarsBr01,def_int_long,0,,,,,
player,201611130nor,den,MarsBr01,pass_defended,0,,,,,
player,201611130nor,den,MarsBr01,sacks,0.0,,,,,
player,201611130nor,den,MarsBr01,tackles_combined,3,,,,,
player,201611130nor,den,MarsBr01,tackles_solo,3,,,,,
player,201611130nor,den,MarsBr01,tackles_assists,0,,,,,
player,201611130nor,den,MarsBr01,tackles_loss,0,,,,,
player,201611130nor,den,MarsBr01,qb_hits,0,,,,,
player,201611130nor,den,MarsBr01,fumbles_rec,0,,,,,
player,201611130nor,den,MarsBr01,fumbles_rec_yds,0,,,,,
player,201611130nor,den,MarsBr01,fumbles_rec_td,0,,,,,
player,201611130nor,den,MarsBr01,fumbles_forced,0,,,,,
player,201611130nor,den,NelsCo00,def_int,0,,,,,
player,201611130nor,den,NelsCo00,def_int_yds,0,,,,,
player,201611130nor,den,NelsCo00,def_int_td,0,,,,,
player,201611130nor,den,NelsCo00,def_int_long,0,,,,,
player,201611130nor,den,NelsCo00,pass_defended,0,,,,,
player,201611130nor,den,NelsCo00,sacks,0.0,,,,,
player,201611130nor,den,NelsCo00,tackles_combined,3,,,,,
player,201611130nor,den,NelsCo00,tackles_solo,1,,,,,
player,201611130nor,den,NelsCo00,tackles_assists,2,,,,,
player,201611130nor,den,NelsCo00,tackles_loss,0,,,,,
player,201611130nor,den,NelsCo00,qb_hits,0,,,,,
player,201611130nor,den,NelsCo00,fumbles_rec,0,,,,,
player,201611130nor,den,NelsCo00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,NelsCo00,fumbles_rec_td,0,,,,,
player,201611130nor,den,NelsCo00,fumbles_forced,0,,,,,
player,201611130nor,den,SimmJu00,def_int,0,,,,,
player,201611130nor,den,SimmJu00,def_int_yds,0,,,,,
player,201611130nor,den,SimmJu00,def_int_td,0,,,,,
player,201611130nor,den,SimmJu00,def_int_long,0,,,,,
player,201611130nor,den,SimmJu00,pass_defended,0,,,,,
player,201611130nor,den,SimmJu00,sacks,0.0,,,,,
player,201611130nor,den,SimmJu00,tackles_combined,3,,,,,
player,201611130nor,den,SimmJu00,tackles_solo,2,,,,,
player,201611130nor,den,SimmJu00,tackles_assists,1,,,,,
player,201611130nor,den,SimmJu00,tackles_loss,0,,,,,
player,201611130nor,den,SimmJu00,qb_hits,0,,,,,
player,201611130nor,den,SimmJu00,fumbles_rec,0,,,,,
player,201611130nor,den,SimmJu00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,SimmJu00,fumbles_rec_td,0,,,,,
player,201611130nor,den,SimmJu00,fumbles_forced,0,,,,,
player,201611130nor,den,HarrCh01,def_int,0,,,,,
player,201611130nor,den,HarrCh01,def_int_yds,0,,,,,
player,201611130nor,den,HarrCh01,def_int_td,0,,,,,
player,201611130nor,den,HarrCh01,def_int_long,0,,,,,
player,201611130nor,den,HarrCh01,pass_defended,1,,,,,
player,201611130nor,den,HarrCh01,sacks,0.0,,,,,
player,201611130nor,den,HarrCh01,tackles_combined,2,,,,,
player,201611130nor,den,HarrCh01,tackles_solo,2,,,,,
player,201611130nor,den,HarrCh01,tackles_assists,0,,,,,
player,201611130nor,den,HarrCh01,tackles_loss,0,,,,,
player,201611130nor,den,HarrCh01,qb_hits,0,,,,,
player,201611130nor,den,HarrCh01,fumbles_rec,0,,,,,
player,201611130nor,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201611130nor,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201611130nor,den,HarrCh01,fumbles_forced,0,,,,,
player,201611130nor,den,ParkWi01,def_int,0,,,,,
player,201611130nor,den,ParkWi01,def_int_yds,0,,,,,
player,201611130nor,den,ParkWi01,def_int_td,0,,,,,
player,201611130nor,den,ParkWi01,def_int_long,0,,,,,
player,201611130nor,den,ParkWi01,pass_defended,0,,,,,
player,201611130nor,den,ParkWi01,sacks,0.0,,,,,
player,201611130nor,den,ParkWi01,tackles_combined,2,,,,,
player,201611130nor,den,ParkWi01,tackles_solo,0,,,,,
player,201611130nor,den,ParkWi01,tackles_assists,2,,,,,
player,201611130nor,den,ParkWi01,tackles_loss,0,,,,,
player,201611130nor,den,ParkWi01,qb_hits,0,,,,,
player,201611130nor,den,ParkWi01,fumbles_rec,0,,,,,
player,201611130nor,den,ParkWi01,fumbles_rec_yds,0,,,,,
player,201611130nor,den,ParkWi01,fumbles_rec_td,0,,,,,
player,201611130nor,den,ParkWi01,fumbles_forced,0,,,,,
player,201611130nor,den,RobyBr00,def_int,0,,,,,
player,201611130nor,den,RobyBr00,def_int_yds,0,,,,,
player,201611130nor,den,RobyBr00,def_int_td,0,,,,,
player,201611130nor,den,RobyBr00,def_int_long,0,,,,,
player,201611130nor,den,RobyBr00,pass_defended,2,,,,,
player,201611130nor,den,RobyBr00,sacks,0.0,,,,,
player,201611130nor,den,RobyBr00,tackles_combined,2,,,,,
player,201611130nor,den,RobyBr00,tackles_solo,2,,,,,
player,201611130nor,den,RobyBr00,tackles_assists,0,,,,,
player,201611130nor,den,RobyBr00,tackles_loss,0,,,,,
player,201611130nor,den,RobyBr00,qb_hits,0,,,,,
player,201611130nor,den,RobyBr00,fumbles_rec,0,,,,,
player,201611130nor,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201611130nor,den,RobyBr00,fumbles_forced,1,,,,,
player,201611130nor,den,WinnBi00,def_int,0,,,,,
player,201611130nor,den,WinnBi00,def_int_yds,0,,,,,
player,201611130nor,den,WinnBi00,def_int_td,0,,,,,
player,201611130nor,den,WinnBi00,def_int_long,0,,,,,
player,201611130nor,den,WinnBi00,pass_defended,0,,,,,
player,201611130nor,den,WinnBi00,sacks,0.0,,,,,
player,201611130nor,den,WinnBi00,tackles_combined,2,,,,,
player,201611130nor,den,WinnBi00,tackles_solo,0,,,,,
player,201611130nor,den,WinnBi00,tackles_assists,2,,,,,
player,201611130nor,den,WinnBi00,tackles_loss,0,,,,,
player,201611130nor,den,WinnBi00,qb_hits,0,,,,,
player,201611130nor,den,WinnBi00,fumbles_rec,0,,,,,
player,201611130nor,den,WinnBi00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,WinnBi00,fumbles_rec_td,0,,,,,
player,201611130nor,den,WinnBi00,fumbles_forced,0,,,,,
player,201611130nor,den,AndeZa01,def_int,0,,,,,
player,201611130nor,den,AndeZa01,def_int_yds,0,,,,,
player,201611130nor,den,AndeZa01,def_int_td,0,,,,,
player,201611130nor,den,AndeZa01,def_int_long,0,,,,,
player,201611130nor,den,AndeZa01,pass_defended,0,,,,,
player,201611130nor,den,AndeZa01,sacks,0.0,,,,,
player,201611130nor,den,AndeZa01,tackles_combined,1,,,,,
player,201611130nor,den,AndeZa01,tackles_solo,1,,,,,
player,201611130nor,den,AndeZa01,tackles_assists,0,,,,,
player,201611130nor,den,AndeZa01,tackles_loss,0,,,,,
player,201611130nor,den,AndeZa01,qb_hits,0,,,,,
player,201611130nor,den,AndeZa01,fumbles_rec,0,,,,,
player,201611130nor,den,AndeZa01,fumbles_rec_yds,0,,,,,
player,201611130nor,den,AndeZa01,fumbles_rec_td,0,,,,,
player,201611130nor,den,AndeZa01,fumbles_forced,0,,,,,
player,201611130nor,den,DossLo00,def_int,0,,,,,
player,201611130nor,den,DossLo00,def_int_yds,0,,,,,
player,201611130nor,den,DossLo00,def_int_td,0,,,,,
player,201611130nor,den,DossLo00,def_int_long,0,,,,,
player,201611130nor,den,DossLo00,pass_defended,0,,,,,
player,201611130nor,den,DossLo00,sacks,0.0,,,,,
player,201611130nor,den,DossLo00,tackles_combined,1,,,,,
player,201611130nor,den,DossLo00,tackles_solo,1,,,,,
player,201611130nor,den,DossLo00,tackles_assists,0,,,,,
player,201611130nor,den,DossLo00,tackles_loss,0,,,,,
player,201611130nor,den,DossLo00,qb_hits,0,,,,,
player,201611130nor,den,DossLo00,fumbles_rec,0,,,,,
player,201611130nor,den,DossLo00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,DossLo00,fumbles_rec_td,0,,,,,
player,201611130nor,den,DossLo00,fumbles_forced,0,,,,,
player,201611130nor,den,FowlBe00,def_int,0,,,,,
player,201611130nor,den,FowlBe00,def_int_yds,0,,,,,
player,201611130nor,den,FowlBe00,def_int_td,0,,,,,
player,201611130nor,den,FowlBe00,def_int_long,0,,,,,
player,201611130nor,den,FowlBe00,pass_defended,0,,,,,
player,201611130nor,den,FowlBe00,sacks,0.0,,,,,
player,201611130nor,den,FowlBe00,tackles_combined,1,,,,,
player,201611130nor,den,FowlBe00,tackles_solo,1,,,,,
player,201611130nor,den,FowlBe00,tackles_assists,0,,,,,
player,201611130nor,den,FowlBe00,tackles_loss,0,,,,,
player,201611130nor,den,FowlBe00,qb_hits,0,,,,,
player,201611130nor,den,FowlBe00,fumbles_rec,0,,,,,
player,201611130nor,den,FowlBe00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,FowlBe00,fumbles_rec_td,0,,,,,
player,201611130nor,den,FowlBe00,fumbles_forced,0,,,,,
player,201611130nor,den,GotsAd00,def_int,0,,,,,
player,201611130nor,den,GotsAd00,def_int_yds,0,,,,,
player,201611130nor,den,GotsAd00,def_int_td,0,,,,,
player,201611130nor,den,GotsAd00,def_int_long,0,,,,,
player,201611130nor,den,GotsAd00,pass_defended,0,,,,,
player,201611130nor,den,GotsAd00,sacks,0.0,,,,,
player,201611130nor,den,GotsAd00,tackles_combined,1,,,,,
player,201611130nor,den,GotsAd00,tackles_solo,0,,,,,
player,201611130nor,den,GotsAd00,tackles_assists,1,,,,,
player,201611130nor,den,GotsAd00,tackles_loss,0,,,,,
player,201611130nor,den,GotsAd00,qb_hits,0,,,,,
player,201611130nor,den,GotsAd00,fumbles_rec,0,,,,,
player,201611130nor,den,GotsAd00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,GotsAd00,fumbles_rec_td,0,,,,,
player,201611130nor,den,GotsAd00,fumbles_forced,0,,,,,
player,201611130nor,den,McMaBr01,def_int,0,,,,,
player,201611130nor,den,McMaBr01,def_int_yds,0,,,,,
player,201611130nor,den,McMaBr01,def_int_td,0,,,,,
player,201611130nor,den,McMaBr01,def_int_long,0,,,,,
player,201611130nor,den,McMaBr01,pass_defended,0,,,,,
player,201611130nor,den,McMaBr01,sacks,0.0,,,,,
player,201611130nor,den,McMaBr01,tackles_combined,1,,,,,
player,201611130nor,den,McMaBr01,tackles_solo,1,,,,,
player,201611130nor,den,McMaBr01,tackles_assists,0,,,,,
player,201611130nor,den,McMaBr01,tackles_loss,0,,,,,
player,201611130nor,den,McMaBr01,qb_hits,0,,,,,
player,201611130nor,den,McMaBr01,fumbles_rec,0,,,,,
player,201611130nor,den,McMaBr01,fumbles_rec_yds,0,,,,,
player,201611130nor,den,McMaBr01,fumbles_rec_td,0,,,,,
player,201611130nor,den,McMaBr01,fumbles_forced,0,,,,,
player,201611130nor,den,WebsKa00,def_int,0,,,,,
player,201611130nor,den,WebsKa00,def_int_yds,0,,,,,
player,201611130nor,den,WebsKa00,def_int_td,0,,,,,
player,201611130nor,den,WebsKa00,def_int_long,0,,,,,
player,201611130nor,den,WebsKa00,pass_defended,0,,,,,
player,201611130nor,den,WebsKa00,sacks,0.0,,,,,
player,201611130nor,den,WebsKa00,tackles_combined,1,,,,,
player,201611130nor,den,WebsKa00,tackles_solo,1,,,,,
player,201611130nor,den,WebsKa00,tackles_assists,0,,,,,
player,201611130nor,den,WebsKa00,tackles_loss,0,,,,,
player,201611130nor,den,WebsKa00,qb_hits,0,,,,,
player,201611130nor,den,WebsKa00,fumbles_rec,0,,,,,
player,201611130nor,den,WebsKa00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,WebsKa00,fumbles_rec_td,0,,,,,
player,201611130nor,den,WebsKa00,fumbles_forced,0,,,,,
player,201611130nor,den,RayxSh00,def_int,0,,,,,
player,201611130nor,den,RayxSh00,def_int_yds,0,,,,,
player,201611130nor,den,RayxSh00,def_int_td,0,,,,,
player,201611130nor,den,RayxSh00,def_int_long,0,,,,,
player,201611130nor,den,RayxSh00,pass_defended,0,,,,,
player,201611130nor,den,RayxSh00,sacks,0.0,,,,,
player,201611130nor,den,RayxSh00,tackles_combined,0,,,,,
player,201611130nor,den,RayxSh00,tackles_solo,0,,,,,
player,201611130nor,den,RayxSh00,tackles_assists,0,,,,,
player,201611130nor,den,RayxSh00,tackles_loss,0,,,,,
player,201611130nor,den,RayxSh00,qb_hits,1,,,,,
player,201611130nor,den,RayxSh00,fumbles_rec,0,,,,,
player,201611130nor,den,RayxSh00,fumbles_rec_yds,0,,,,,
player,201611130nor,den,RayxSh00,fumbles_rec_td,0,,,,,
player,201611130nor,den,RayxSh00,fumbles_forced,0,,,,,
player,201611130nor,den,WareDe99,def_int,0,,,,,
player,201611130nor,den,WareDe99,def_int_yds,0,,,,,
player,201611130nor,den,WareDe99,def_int_td,0,,,,,
player,201611130nor,den,WareDe99,def_int_long,0,,,,,
player,201611130nor,den,WareDe99,pass_defended,0,,,,,
player,201611130nor,den,WareDe99,sacks,0.0,,,,,
player,201611130nor,den,WareDe99,tackles_combined,0,,,,,
player,201611130nor,den,WareDe99,tackles_solo,0,,,,,
player,201611130nor,den,WareDe99,tackles_assists,0,,,,,
player,201611130nor,den,WareDe99,tackles_loss,0,,,,,
player,201611130nor,den,WareDe99,qb_hits,1,,,,,
player,201611130nor,den,WareDe99,fumbles_rec,0,,,,,
player,201611130nor,den,WareDe99,fumbles_rec_yds,0,,,,,
player,201611130nor,den,WareDe99,fumbles_rec_td,0,,,,,
player,201611130nor,den,WareDe99,fumbles_forced,0,,,,,
player,201611130nor,nor,VaccKe00,def_int,1,,,,,
player,201611130nor,nor,VaccKe00,def_int_yds,30,,,,,
player,201611130nor,nor,VaccKe00,def_int_td,0,,,,,
player,201611130nor,nor,VaccKe00,def_int_long,30,,,,,
player,201611130nor,nor,VaccKe00,pass_defended,2,,,,,
player,201611130nor,nor,VaccKe00,sacks,1.0,,,,,
player,201611130nor,nor,VaccKe00,tackles_combined,9,,,,,
player,201611130nor,nor,VaccKe00,tackles_solo,7,,,,,
player,201611130nor,nor,VaccKe00,tackles_assists,2,,,,,
player,201611130nor,nor,VaccKe00,tackles_loss,0,,,,,
player,201611130nor,nor,VaccKe00,qb_hits,2,,,,,
player,201611130nor,nor,VaccKe00,fumbles_rec,0,,,,,
player,201611130nor,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201611130nor,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201611130nor,nor,VaccKe00,fumbles_forced,0,,,,,
player,201611130nor,nor,MoorSt00,def_int,1,,,,,
player,201611130nor,nor,MoorSt00,def_int_yds,8,,,,,
player,201611130nor,nor,MoorSt00,def_int_td,0,,,,,
player,201611130nor,nor,MoorSt00,def_int_long,8,,,,,
player,201611130nor,nor,MoorSt00,pass_defended,2,,,,,
player,201611130nor,nor,MoorSt00,sacks,0.0,,,,,
player,201611130nor,nor,MoorSt00,tackles_combined,5,,,,,
player,201611130nor,nor,MoorSt00,tackles_solo,5,,,,,
player,201611130nor,nor,MoorSt00,tackles_assists,0,,,,,
player,201611130nor,nor,MoorSt00,tackles_loss,0,,,,,
player,201611130nor,nor,MoorSt00,qb_hits,0,,,,,
player,201611130nor,nor,MoorSt00,fumbles_rec,0,,,,,
player,201611130nor,nor,MoorSt00,fumbles_rec_yds,0,,,,,
player,201611130nor,nor,MoorSt00,fumbles_rec_td,0,,,,,
player,201611130nor,nor,MoorSt00,fumbles_forced,0,,,,,
player,201611130nor,nor,JordCa00,def_int,0,,,,,
player,201611130nor,nor,JordCa00,def_int_yds,0,,,,,
player,201611130nor,nor,JordCa00,def_int_td,0,,,,,
player,201611130nor,nor,JordCa00,def_int_long,0,,,,,
player,201611130nor,nor,JordCa00,pass_defended,0,,,,,
player,201611130nor,nor,JordCa00,sacks,1.0,,,,,
player,201611130nor,nor,JordCa00,tackles_combined,9,,,,,
player,201611130nor,nor,JordCa00,tackles_solo,8,,,,,
player,201611130nor,nor,JordCa00,tackles_assists,1,,,,,
player,201611130nor,nor,JordCa00,tackles_loss,3,,,,,
player,201611130nor,nor,JordCa00,qb_hits,3,,,,,
player,201611130nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201611130nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201611130nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201611130nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201611130nor,nor,RobeCr00,def_int,0,,,,,
player,201611130nor,nor,RobeCr00,def_int_yds,0,,,,,
player,201611130nor,nor,RobeCr00,def_int_td,0,,,,,
player,201611130nor,nor,RobeCr00,def_int_long,0,,,,,
player,201611130nor,nor,RobeCr00,pass_defended,0,,,,,
player,201611130nor,nor,RobeCr00,sacks,1.0,,,,,
player,201611130nor,nor,RobeCr00,tackles_combined,9,,,,,
player,201611130nor,nor,RobeCr00,tackles_solo,5,,,,,
player,201611130nor,nor,RobeCr00,tackles_assists,4,,,,,
player,201611130nor,nor,RobeCr00,tackles_loss,1,,,,,
player,201611130nor,nor,RobeCr00,qb_hits,2,,,,,
player,201611130nor,nor,RobeCr00,fumbles_rec,0,,,,,
player,201611130nor,nor,RobeCr00,fumbles_rec_yds,0,,,,,
player,201611130nor,nor,RobeCr00,fumbles_rec_td,0,,,,,
player,201611130nor,nor,RobeCr00,fumbles_forced,0,,,,,
player,201611130nor,nor,ElleDa99,def_int,0,,,,,
player,201611130nor,nor,ElleDa99,def_int_yds,0,,,,,
player,201611130nor,nor,ElleDa99,def_int_td,0,,,,,
player,201611130nor,nor,ElleDa99,def_int_long,0,,,,,
player,201611130nor,nor,ElleDa99,pass_defended,1,,,,,
player,201611130nor,nor,ElleDa99,sacks,1.0,,,,,
player,201611130nor,nor,ElleDa99,tackles_combined,7,,,,,
player,201611130nor,nor,ElleDa99,tackles_solo,2,,,,,
player,201611130nor,nor,ElleDa99,tackles_assists,5,,,,,
player,201611130nor,nor,ElleDa99,tackles_loss,1,,,,,
player,201611130nor,nor,ElleDa99,qb_hits,2,,,,,
player,201611130nor,nor,ElleDa99,fumbles_rec,0,,,,,
player,201611130nor,nor,ElleDa99,fumbles_rec_yds,0,,,,,
player,201611130nor,nor,ElleDa99,fumbles_rec_td,0,,,,,
player,201611130nor,nor,ElleDa99,fumbles_forced,0,,,,,
player,201611130nor,nor,FairNi00,def_int,0,,,,,
player,201611130nor,nor,FairNi00,def_int_yds,0,,,,,
player,201611130nor,nor,FairNi00,def_int_td,0,,,,,
player,201611130nor,nor,FairNi00,def_int_long,0,,,,,
player,201611130nor,nor,FairNi00,pass_defended,0,,,,,
player,201611130nor,nor,FairNi00,sacks,1.0,,,,,
player,201611130nor,nor,FairNi00,tackles_combined,4,,,,,
player,201611130nor,nor,FairNi00,tackles_solo,3,,,,,
player,201611130nor,nor,FairNi00,tackles_assists,1,,,,,
player,201611130nor,nor,FairNi00,tackles_loss,1,,,,,
player,201611130nor,nor,FairNi00,qb_hits,2,,,,,
player,201611130nor,nor,FairNi00,fumbles_rec,0,,,,,
player,201611130nor,nor,FairNi00,fumbles_rec_yds,0,,,,,
player,201611130nor,nor,FairNi00,fumbles_rec_td,0,,,,,
player,201611130nor,nor,FairNi00,fumbles_forced,0,,,,,
player,201611130nor,nor,RankSh00,def_int,0,,,,,
player,201611130nor,nor,RankSh00,def_int_yds,0,,,,,
player,201611130nor,nor,RankSh00,def_int_td,0,,,,,
player,201611130nor,nor,RankSh00,def_int_long,0,,,,,
player,201611130nor,nor,RankSh00,pass_defended,0,,,,,
player,201611130nor,nor,RankSh00,sacks,1.0,,,,,
player,201611130nor,nor,RankSh00,tackles_combined,2,,,,,
player,201611130nor,nor,RankSh00,tackles_solo,2,,,,,
player,201611130nor,nor,RankSh00,tackles_assists,0,,,,,
player,201611130nor,nor,RankSh00,tackles_loss,1,,,,,
player,201611130nor,nor,RankSh00,qb_hits,1,,,,,
player,201611130nor,nor,RankSh00,fumbles_rec,0,,,,,
player,201611130nor,nor,RankSh00,fumbles_rec_yds,0,,,,,
player,201611130nor,nor,RankSh00,fumbles_rec_td,0,,,,,
player,201611130nor,nor,RankSh00,fumbles_forced,0,,,,,
player,201611130nor,nor,BellVo00,def_int,0,,,,,
player,201611130nor,nor,BellVo00,def_int_yds,0,,,,,
player,201611130nor,nor,BellVo00,def_int_td,0,,,,,
player,201611130nor,nor,BellVo00,def_int_long,0,,,,,
player,201611130nor,nor,BellVo00,pass_defended,1,,,,,
player,201611130nor,nor,BellVo00,sacks,0.0,,,,,
player,201611130nor,nor,BellVo00,tackles_combined,6,,,,,
player,201611130nor,nor,BellVo00,tackles_solo,6,,,,,
player,201611130nor,nor,BellVo00,tackles_assists,0,,,,,
player,201611130nor,nor,BellVo00,tackles_loss,0,,,,,
player,201611130nor,nor,BellVo00,qb_hits,0,,,,,
player,201611130nor,nor,BellVo00,fumbles_rec,0,,,,,
player,201611130nor,nor,BellVo00,fumbles_rec_yds,0,,,,,
player,201611130nor,nor,BellVo00,fumbles_rec_td,0,,,,,
player,201611130nor,nor,BellVo00,fumbles_forced,0,,,,,
player,201611130nor,nor,BreaDe00,def_int,0,,,,,
player,201611130nor,nor,BreaDe00,def_int_yds,0,,,,,
player,201611130nor,nor,BreaDe00,def_int_td,0,,,,,
player,201611130nor,nor,BreaDe00,def_int_long,0,,,,,
player,201611130nor,nor,BreaDe00,pass_defended,0,,,,,
player,201611130nor,nor,BreaDe00,sacks,0.0,,,,,
player,201611130nor,nor,BreaDe00,tackles_combined,6,,,,,
player,201611130nor,nor,BreaDe00,tackles_solo,5,,,,,
player,201611130nor,nor,BreaDe00,tackles_assists,1,,,,,
player,201611130nor,nor,BreaDe00,tackles_loss,0,,,,,
player,201611130nor,nor,BreaDe00,qb_hits,0,,,,,
player,201611130nor,nor,BreaDe00,fumbles_rec,0,,,,,
player,201611130nor,nor,BreaDe00,fumbles_rec_yds,0,,,,,
player,201611130nor,nor,BreaDe00,fumbles_rec_td,0,,,,,
player,201611130nor,nor,BreaDe00,fumbles_forced,0,,,,,
player,201611130nor,nor,DaviTy01,def_int,0,,,,,
player,201611130nor,nor,DaviTy01,def_int_yds,0,,,,,
player,201611130nor,nor,DaviTy01,def_int_td,0,,,,,
player,201611130nor,nor,DaviTy01,def_int_long,0,,,,,
player,201611130nor,nor,DaviTy01,pass_defended,0,,,,,
player,201611130nor,nor,DaviTy01,sacks,0.0,,,,,
player,201611130nor,nor,DaviTy01,tackles_combined,4,,,,,
player,201611130nor,nor,DaviTy01,tackles_solo,3,,,,,
player,201611130nor,nor,DaviTy01,tackles_assists,1,,,,,
player,201611130nor,nor,DaviTy01,tackles_loss,0,,,,,
player,201611130nor,nor,DaviTy01,qb_hits,0,,,,,
player,201611130nor,nor,DaviTy01,fumbles_rec,0,,,,,
player,201611130nor,nor,DaviTy01,fumbles_rec_yds,0,,,,,
player,201611130nor,nor,DaviTy01,fumbles_rec_td,0,,,,,
player,201611130nor,nor,DaviTy01,fumbles_forced,0,,,,,
player,201611130nor,nor,KrugPa99,def_int,0,,,,,
player,201611130nor,nor,KrugPa99,def_int_yds,0,,,,,
player,201611130nor,nor,KrugPa99,def_int_td,0,,,,,
player,201611130nor,nor,KrugPa99,def_int_long,0,,,,,
player,201611130nor,nor,KrugPa99,pass_defended,0,,,,,
player,201611130nor,nor,KrugPa99,sacks,0.0,,,,,
player,201611130nor,nor,KrugPa99,tackles_combined,4,,,,,
player,201611130nor,nor,KrugPa99,tackles_solo,4,,,,,
player,201611130nor,nor,KrugPa99,tackles_assists,0,,,,,
