game,2016,4,20161003,201610030min,nyg,"New York Giants",10,min,"Minnesota Vikings",24
player,201610030min,min,PruiMy00,rec,1,,,,,
player,201610030min,min,PruiMy00,rec_yds,7,,,,,
player,201610030min,min,PruiMy00,rec_td,0,,,,,
player,201610030min,min,PruiMy00,rec_long,7,,,,,
player,201610030min,min,PruiMy00,fumbles,0,,,,,
player,201610030min,min,PruiMy00,fumbles_lost,0,,,,,
player,201610030min,min,ElliRh00,pass_cmp,0,,,,,
player,201610030min,min,ElliRh00,pass_att,0,,,,,
player,201610030min,min,ElliRh00,pass_yds,0,,,,,
player,201610030min,min,ElliRh00,pass_td,0,,,,,
player,201610030min,min,ElliRh00,pass_int,0,,,,,
player,201610030min,min,ElliRh00,pass_sacked,0,,,,,
player,201610030min,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201610030min,min,ElliRh00,pass_long,0,,,,,
player,201610030min,min,ElliRh00,pass_rating,,,,,,
player,201610030min,min,ElliRh00,rush_att,0,,,,,
player,201610030min,min,ElliRh00,rush_yds,0,,,,,
player,201610030min,min,ElliRh00,rush_td,0,,,,,
player,201610030min,min,ElliRh00,rush_long,0,,,,,
player,201610030min,min,ElliRh00,targets,1,,,,,
player,201610030min,min,ElliRh00,rec,1,,,,,
player,201610030min,min,ElliRh00,rec_yds,2,,,,,
player,201610030min,min,ElliRh00,rec_td,0,,,,,
player,201610030min,min,ElliRh00,rec_long,2,,,,,
player,201610030min,min,ElliRh00,fumbles,0,,,,,
player,201610030min,min,ElliRh00,fumbles_lost,0,,,,,
player,201610030min,min,DiggSt00,pass_cmp,0,,,,,
player,201610030min,min,DiggSt00,pass_att,0,,,,,
player,201610030min,min,DiggSt00,pass_yds,0,,,,,
player,201610030min,min,DiggSt00,pass_td,0,,,,,
player,201610030min,min,DiggSt00,pass_int,0,,,,,
player,201610030min,min,DiggSt00,pass_sacked,0,,,,,
player,201610030min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201610030min,min,DiggSt00,pass_long,0,,,,,
player,201610030min,min,DiggSt00,pass_rating,,,,,,
player,201610030min,min,DiggSt00,rush_att,1,,,,,
player,201610030min,min,DiggSt00,rush_yds,-1,,,,,
player,201610030min,min,DiggSt00,rush_td,0,,,,,
player,201610030min,min,DiggSt00,rush_long,-1,,,,,
player,201610030min,min,DiggSt00,targets,7,,,,,
player,201610030min,min,DiggSt00,rec,5,,,,,
player,201610030min,min,DiggSt00,rec_yds,47,,,,,
player,201610030min,min,DiggSt00,rec_td,0,,,,,
player,201610030min,min,DiggSt00,rec_long,21,,,,,
player,201610030min,min,DiggSt00,fumbles,0,,,,,
player,201610030min,min,DiggSt00,fumbles_lost,0,,,,,
player,201610030min,nyg,CollLa00,def_int,0,,,,,
player,201610030min,nyg,CollLa00,def_int_yds,0,,,,,
player,201610030min,nyg,CollLa00,def_int_td,0,,,,,
player,201610030min,nyg,CollLa00,def_int_long,0,,,,,
player,201610030min,nyg,CollLa00,pass_defended,0,,,,,
player,201610030min,nyg,CollLa00,sacks,0.0,,,,,
player,201610030min,nyg,CollLa00,tackles_combined,10,,,,,
player,201610030min,nyg,CollLa00,tackles_solo,9,,,,,
player,201610030min,nyg,CollLa00,tackles_assists,1,,,,,
player,201610030min,nyg,CollLa00,tackles_loss,1,,,,,
player,201610030min,nyg,CollLa00,qb_hits,0,,,,,
player,201610030min,nyg,CollLa00,fumbles_rec,0,,,,,
player,201610030min,nyg,CollLa00,fumbles_rec_yds,0,,,,,
player,201610030min,nyg,CollLa00,fumbles_rec_td,0,,,,,
player,201610030min,nyg,CollLa00,fumbles_forced,0,,,,,
player,201610030min,nyg,CasiJo99,def_int,0,,,,,
player,201610030min,nyg,CasiJo99,def_int_yds,0,,,,,
player,201610030min,nyg,CasiJo99,def_int_td,0,,,,,
player,201610030min,nyg,CasiJo99,def_int_long,0,,,,,
player,201610030min,nyg,CasiJo99,pass_defended,0,,,,,
player,201610030min,nyg,CasiJo99,sacks,0.0,,,,,
player,201610030min,nyg,CasiJo99,tackles_combined,8,,,,,
player,201610030min,nyg,CasiJo99,tackles_solo,3,,,,,
player,201610030min,nyg,CasiJo99,tackles_assists,5,,,,,
player,201610030min,nyg,CasiJo99,tackles_loss,0,,,,,
player,201610030min,nyg,CasiJo99,qb_hits,0,,,,,
player,201610030min,nyg,CasiJo99,fumbles_rec,0,,,,,
player,201610030min,nyg,CasiJo99,fumbles_rec_yds,0,,,,,
player,201610030min,nyg,CasiJo99,fumbles_rec_td,0,,,,,
player,201610030min,nyg,CasiJo99,fumbles_forced,0,,,,,
player,201610030min,nyg,HallLe98,def_int,0,,,,,
player,201610030min,nyg,HallLe98,def_int_yds,0,,,,,
player,201610030min,nyg,HallLe98,def_int_td,0,,,,,
player,201610030min,nyg,HallLe98,def_int_long,0,,,,,
player,201610030min,nyg,HallLe98,pass_defended,0,,,,,
player,201610030min,nyg,HallLe98,sacks,0.0,,,,,
player,201610030min,nyg,HallLe98,tackles_combined,7,,,,,
player,201610030min,nyg,HallLe98,tackles_solo,4,,,,,
player,201610030min,nyg,HallLe98,tackles_assists,3,,,,,
player,201610030min,nyg,HallLe98,tackles_loss,0,,,,,
player,201610030min,nyg,HallLe98,qb_hits,0,,,,,
player,201610030min,nyg,HallLe98,fumbles_rec,0,,,,,
player,201610030min,nyg,HallLe98,fumbles_rec_yds,0,,,,,
player,201610030min,nyg,HallLe98,fumbles_rec_td,0,,,,,
player,201610030min,nyg,HallLe98,fumbles_forced,0,,,,,
player,201610030min,nyg,RobiKe01,def_int,0,,,,,
player,201610030min,nyg,RobiKe01,def_int_yds,0,,,,,
player,201610030min,nyg,RobiKe01,def_int_td,0,,,,,
player,201610030min,nyg,RobiKe01,def_int_long,0,,,,,
player,201610030min,nyg,RobiKe01,pass_defended,0,,,,,
player,201610030min,nyg,RobiKe01,sacks,0.0,,,,,
player,201610030min,nyg,RobiKe01,tackles_combined,7,,,,,
player,201610030min,nyg,RobiKe01,tackles_solo,3,,,,,
player,201610030min,nyg,RobiKe01,tackles_assists,4,,,,,
player,201610030min,nyg,RobiKe01,tackles_loss,0,,,,,
player,201610030min,nyg,RobiKe01,qb_hits,0,,,,,
player,201610030min,nyg,RobiKe01,fumbles_rec,0,,,,,
player,201610030min,nyg,RobiKe01,fumbles_rec_yds,0,,,,,
player,201610030min,nyg,RobiKe01,fumbles_rec_td,0,,,,,
player,201610030min,nyg,RobiKe01,fumbles_forced,0,,,,,
player,201610030min,nyg,AdamAn00,def_int,0,,,,,
player,201610030min,nyg,AdamAn00,def_int_yds,0,,,,,
player,201610030min,nyg,AdamAn00,def_int_td,0,,,,,
player,201610030min,nyg,AdamAn00,def_int_long,0,,,,,
player,201610030min,nyg,AdamAn00,pass_defended,1,,,,,
player,201610030min,nyg,AdamAn00,sacks,0.0,,,,,
player,201610030min,nyg,AdamAn00,tackles_combined,6,,,,,
