game,2016,10,20161113,201611130was,min,"Minnesota Vikings",20,was,"Washington Redskins",26
team,201611130was,min,First Downs,22,,,,,,
team,201611130was,was,First Downs,23,,,,,,
team,201611130was,min,Rush-Yds-TDs,21-47-1,,,,,,
team,201611130was,was,Rush-Yds-TDs,28-128-0,,,,,,
team,201611130was,min,Cmp-Att-Yd-TD-INT,31-40-307-2-1,,,,,,
team,201611130was,was,Cmp-Att-Yd-TD-INT,22-33-262-2-0,,,,,,
team,201611130was,min,Sacked-Yards,3-23,,,,,,
team,201611130was,was,Sacked-Yards,1-2,,,,,,
team,201611130was,min,Net Pass Yards,284,,,,,,
team,201611130was,was,Net Pass Yards,260,,,,,,
team,201611130was,min,Total Yards,331,,,,,,
team,201611130was,was,Total Yards,388,,,,,,
team,201611130was,min,Fumbles-Lost,0-0,,,,,,
team,201611130was,was,Fumbles-Lost,1-1,,,,,,
team,201611130was,min,Turnovers,1,,,,,,
team,201611130was,was,Turnovers,1,,,,,,
team,201611130was,min,Penalties-Yards,4-35,,,,,,
team,201611130was,was,Penalties-Yards,4-35,,,,,,
team,201611130was,min,Third Down Conv.,5-11,,,,,,
team,201611130was,was,Third Down Conv.,6-12,,,,,,
team,201611130was,min,Fourth Down Conv.,0-1,,,,,,
team,201611130was,was,Fourth Down Conv.,0-0,,,,,,
team,201611130was,min,Time of Possession,30:04,,,,,,
team,201611130was,was,Time of Possession,29:56,,,,,,
player,201611130was,min,BradSa00,pass_cmp,31,,,,,
player,201611130was,min,BradSa00,pass_att,40,,,,,
player,201611130was,min,BradSa00,pass_yds,307,,,,,
player,201611130was,min,BradSa00,pass_td,2,,,,,
player,201611130was,min,BradSa00,pass_int,1,,,,,
player,201611130was,min,BradSa00,pass_sacked,3,,,,,
player,201611130was,min,BradSa00,pass_sacked_yds,23,,,,,
player,201611130was,min,BradSa00,pass_long,36,,,,,
player,201611130was,min,BradSa00,pass_rating,104.9,,,,,
player,201611130was,min,BradSa00,rush_att,0,,,,,
player,201611130was,min,BradSa00,rush_yds,0,,,,,
player,201611130was,min,BradSa00,rush_td,0,,,,,
player,201611130was,min,BradSa00,rush_long,0,,,,,
player,201611130was,min,BradSa00,targets,0,,,,,
player,201611130was,min,BradSa00,rec,0,,,,,
player,201611130was,min,BradSa00,rec_yds,0,,,,,
player,201611130was,min,BradSa00,rec_td,0,,,,,
player,201611130was,min,BradSa00,rec_long,0,,,,,
player,201611130was,min,BradSa00,fumbles,0,,,,,
player,201611130was,min,BradSa00,fumbles_lost,0,,,,,
player,201611130was,min,McKiJe00,pass_cmp,0,,,,,
player,201611130was,min,McKiJe00,pass_att,0,,,,,
player,201611130was,min,McKiJe00,pass_yds,0,,,,,
player,201611130was,min,McKiJe00,pass_td,0,,,,,
player,201611130was,min,McKiJe00,pass_int,0,,,,,
player,201611130was,min,McKiJe00,pass_sacked,0,,,,,
player,201611130was,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201611130was,min,McKiJe00,pass_long,0,,,,,
player,201611130was,min,McKiJe00,pass_rating,,,,,,
player,201611130was,min,McKiJe00,rush_att,6,,,,,
player,201611130was,min,McKiJe00,rush_yds,16,,,,,
player,201611130was,min,McKiJe00,rush_td,0,,,,,
player,201611130was,min,McKiJe00,rush_long,13,,,,,
player,201611130was,min,McKiJe00,targets,4,,,,,
player,201611130was,min,McKiJe00,rec,3,,,,,
player,201611130was,min,McKiJe00,rec_yds,17,,,,,
player,201611130was,min,McKiJe00,rec_td,0,,,,,
player,201611130was,min,McKiJe00,rec_long,12,,,,,
player,201611130was,min,McKiJe00,fumbles,0,,,,,
player,201611130was,min,McKiJe00,fumbles_lost,0,,,,,
