game,2016,17,20170101,201701010phi,dal,"Dallas Cowboys",13,phi,"Philadelphia Eagles",27
team,201701010phi,dal,First Downs,15,,,,,,
team,201701010phi,phi,First Downs,24,,,,,,
team,201701010phi,dal,Rush-Yds-TDs,21-69-0,,,,,,
team,201701010phi,phi,Rush-Yds-TDs,30-114-1,,,,,,
team,201701010phi,dal,Cmp-Att-Yd-TD-INT,16-29-151-1-2,,,,,,
team,201701010phi,phi,Cmp-Att-Yd-TD-INT,27-43-245-2-0,,,,,,
team,201701010phi,dal,Sacked-Yards,3-25,,,,,,
team,201701010phi,phi,Sacked-Yards,2-13,,,,,,
team,201701010phi,dal,Net Pass Yards,126,,,,,,
team,201701010phi,phi,Net Pass Yards,232,,,,,,
team,201701010phi,dal,Total Yards,195,,,,,,
team,201701010phi,phi,Total Yards,346,,,,,,
team,201701010phi,dal,Fumbles-Lost,1-0,,,,,,
team,201701010phi,phi,Fumbles-Lost,0-0,,,,,,
team,201701010phi,dal,Turnovers,2,,,,,,
team,201701010phi,phi,Turnovers,0,,,,,,
team,201701010phi,dal,Penalties-Yards,5-35,,,,,,
team,201701010phi,phi,Penalties-Yards,4-61,,,,,,
team,201701010phi,dal,Third Down Conv.,5-12,,,,,,
team,201701010phi,phi,Third Down Conv.,6-14,,,,,,
team,201701010phi,dal,Fourth Down Conv.,0-0,,,,,,
team,201701010phi,phi,Fourth Down Conv.,0-1,,,,,,
team,201701010phi,dal,Time of Possession,24:18,,,,,,
team,201701010phi,phi,Time of Possession,35:42,,,,,,
player,201701010phi,dal,SancMa00,pass_cmp,9,,,,,
player,201701010phi,dal,SancMa00,pass_att,17,,,,,
player,201701010phi,dal,SancMa00,pass_yds,85,,,,,
player,201701010phi,dal,SancMa00,pass_td,0,,,,,
player,201701010phi,dal,SancMa00,pass_int,2,,,,,
player,201701010phi,dal,SancMa00,pass_sacked,3,,,,,
player,201701010phi,dal,SancMa00,pass_sacked_yds,25,,,,,
player,201701010phi,dal,SancMa00,pass_long,33,,,,,
player,201701010phi,dal,SancMa00,pass_rating,27.5,,,,,
player,201701010phi,dal,SancMa00,rush_att,2,,,,,
player,201701010phi,dal,SancMa00,rush_yds,0,,,,,
