game,2016,11,20161120,201611200sfo,nwe,"New England Patriots",30,sfo,"San Francisco 49ers",17
player,201611200sfo,sfo,WilhMi00,def_int,0,,,,,
player,201611200sfo,sfo,WilhMi00,def_int_yds,0,,,,,
player,201611200sfo,sfo,WilhMi00,def_int_td,0,,,,,
player,201611200sfo,sfo,WilhMi00,def_int_long,0,,,,,
player,201611200sfo,sfo,WilhMi00,pass_defended,0,,,,,
player,201611200sfo,sfo,WilhMi00,sacks,0.0,,,,,
player,201611200sfo,sfo,WilhMi00,tackles_combined,3,,,,,
player,201611200sfo,sfo,WilhMi00,tackles_solo,2,,,,,
player,201611200sfo,sfo,WilhMi00,tackles_assists,1,,,,,
player,201611200sfo,sfo,WilhMi00,tackles_loss,0,,,,,
player,201611200sfo,sfo,WilhMi00,qb_hits,0,,,,,
player,201611200sfo,sfo,WilhMi00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,WilhMi00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,BellBl00,def_int,0,,,,,
player,201611200sfo,sfo,BellBl00,def_int_yds,0,,,,,
player,201611200sfo,sfo,BellBl00,def_int_td,0,,,,,
player,201611200sfo,sfo,BellBl00,def_int_long,0,,,,,
player,201611200sfo,sfo,BellBl00,pass_defended,0,,,,,
player,201611200sfo,sfo,BellBl00,sacks,0.0,,,,,
player,201611200sfo,sfo,BellBl00,tackles_combined,2,,,,,
player,201611200sfo,sfo,BellBl00,tackles_solo,1,,,,,
player,201611200sfo,sfo,BellBl00,tackles_assists,1,,,,,
player,201611200sfo,sfo,BellBl00,tackles_loss,0,,,,,
player,201611200sfo,sfo,BellBl00,qb_hits,0,,,,,
player,201611200sfo,sfo,BellBl00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,BellBl00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,BellBl00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,BellBl00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,BrocTr00,def_int,0,,,,,
player,201611200sfo,sfo,BrocTr00,def_int_yds,0,,,,,
player,201611200sfo,sfo,BrocTr00,def_int_td,0,,,,,
player,201611200sfo,sfo,BrocTr00,def_int_long,0,,,,,
player,201611200sfo,sfo,BrocTr00,pass_defended,0,,,,,
player,201611200sfo,sfo,BrocTr00,sacks,0.0,,,,,
player,201611200sfo,sfo,BrocTr00,tackles_combined,2,,,,,
player,201611200sfo,sfo,BrocTr00,tackles_solo,2,,,,,
player,201611200sfo,sfo,BrocTr00,tackles_assists,0,,,,,
player,201611200sfo,sfo,BrocTr00,tackles_loss,1,,,,,
player,201611200sfo,sfo,BrocTr00,qb_hits,0,,,,,
player,201611200sfo,sfo,BrocTr00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,BrocTr00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,BrocTr00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,BrocTr00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,DialQu00,def_int,0,,,,,
player,201611200sfo,sfo,DialQu00,def_int_yds,0,,,,,
player,201611200sfo,sfo,DialQu00,def_int_td,0,,,,,
player,201611200sfo,sfo,DialQu00,def_int_long,0,,,,,
player,201611200sfo,sfo,DialQu00,pass_defended,1,,,,,
player,201611200sfo,sfo,DialQu00,sacks,0.0,,,,,
player,201611200sfo,sfo,DialQu00,tackles_combined,2,,,,,
player,201611200sfo,sfo,DialQu00,tackles_solo,2,,,,,
player,201611200sfo,sfo,DialQu00,tackles_assists,0,,,,,
player,201611200sfo,sfo,DialQu00,tackles_loss,0,,,,,
player,201611200sfo,sfo,DialQu00,qb_hits,0,,,,,
player,201611200sfo,sfo,DialQu00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,DialQu00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,DialQu00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,DialQu00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,HodgGe00,def_int,0,,,,,
player,201611200sfo,sfo,HodgGe00,def_int_yds,0,,,,,
player,201611200sfo,sfo,HodgGe00,def_int_td,0,,,,,
player,201611200sfo,sfo,HodgGe00,def_int_long,0,,,,,
player,201611200sfo,sfo,HodgGe00,pass_defended,0,,,,,
player,201611200sfo,sfo,HodgGe00,sacks,0.0,,,,,
player,201611200sfo,sfo,HodgGe00,tackles_combined,2,,,,,
player,201611200sfo,sfo,HodgGe00,tackles_solo,1,,,,,
player,201611200sfo,sfo,HodgGe00,tackles_assists,1,,,,,
player,201611200sfo,sfo,HodgGe00,tackles_loss,0,,,,,
player,201611200sfo,sfo,HodgGe00,qb_hits,0,,,,,
player,201611200sfo,sfo,HodgGe00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,HodgGe00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,HodgGe00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,HodgGe00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,ReasKe00,def_int,0,,,,,
player,201611200sfo,sfo,ReasKe00,def_int_yds,0,,,,,
player,201611200sfo,sfo,ReasKe00,def_int_td,0,,,,,
player,201611200sfo,sfo,ReasKe00,def_int_long,0,,,,,
player,201611200sfo,sfo,ReasKe00,pass_defended,1,,,,,
player,201611200sfo,sfo,ReasKe00,sacks,0.0,,,,,
player,201611200sfo,sfo,ReasKe00,tackles_combined,2,,,,,
player,201611200sfo,sfo,ReasKe00,tackles_solo,1,,,,,
player,201611200sfo,sfo,ReasKe00,tackles_assists,1,,,,,
player,201611200sfo,sfo,ReasKe00,tackles_loss,0,,,,,
player,201611200sfo,sfo,ReasKe00,qb_hits,0,,,,,
player,201611200sfo,sfo,ReasKe00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,ReasKe00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,ReasKe00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,ReasKe00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,SkovSh00,def_int,0,,,,,
player,201611200sfo,sfo,SkovSh00,def_int_yds,0,,,,,
player,201611200sfo,sfo,SkovSh00,def_int_td,0,,,,,
player,201611200sfo,sfo,SkovSh00,def_int_long,0,,,,,
player,201611200sfo,sfo,SkovSh00,pass_defended,0,,,,,
player,201611200sfo,sfo,SkovSh00,sacks,0.0,,,,,
player,201611200sfo,sfo,SkovSh00,tackles_combined,2,,,,,
player,201611200sfo,sfo,SkovSh00,tackles_solo,2,,,,,
player,201611200sfo,sfo,SkovSh00,tackles_assists,0,,,,,
player,201611200sfo,sfo,SkovSh00,tackles_loss,0,,,,,
player,201611200sfo,sfo,SkovSh00,qb_hits,0,,,,,
player,201611200sfo,sfo,SkovSh00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,SkovSh00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,SkovSh00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,SkovSh00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,TartJa00,def_int,0,,,,,
player,201611200sfo,sfo,TartJa00,def_int_yds,0,,,,,
player,201611200sfo,sfo,TartJa00,def_int_td,0,,,,,
player,201611200sfo,sfo,TartJa00,def_int_long,0,,,,,
player,201611200sfo,sfo,TartJa00,pass_defended,0,,,,,
player,201611200sfo,sfo,TartJa00,sacks,0.0,,,,,
player,201611200sfo,sfo,TartJa00,tackles_combined,2,,,,,
player,201611200sfo,sfo,TartJa00,tackles_solo,1,,,,,
player,201611200sfo,sfo,TartJa00,tackles_assists,1,,,,,
player,201611200sfo,sfo,TartJa00,tackles_loss,0,,,,,
player,201611200sfo,sfo,TartJa00,qb_hits,0,,,,,
player,201611200sfo,sfo,TartJa00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,TartJa00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,TartJa00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,TartJa00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,CromMa01,def_int,0,,,,,
player,201611200sfo,sfo,CromMa01,def_int_yds,0,,,,,
player,201611200sfo,sfo,CromMa01,def_int_td,0,,,,,
player,201611200sfo,sfo,CromMa01,def_int_long,0,,,,,
player,201611200sfo,sfo,CromMa01,pass_defended,0,,,,,
player,201611200sfo,sfo,CromMa01,sacks,0.0,,,,,
player,201611200sfo,sfo,CromMa01,tackles_combined,1,,,,,
player,201611200sfo,sfo,CromMa01,tackles_solo,1,,,,,
player,201611200sfo,sfo,CromMa01,tackles_assists,0,,,,,
player,201611200sfo,sfo,CromMa01,tackles_loss,0,,,,,
player,201611200sfo,sfo,CromMa01,qb_hits,0,,,,,
player,201611200sfo,sfo,CromMa01,fumbles_rec,0,,,,,
player,201611200sfo,sfo,CromMa01,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,CromMa01,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,CromMa01,fumbles_forced,0,,,,,
player,201611200sfo,sfo,JeroTo00,def_int,0,,,,,
player,201611200sfo,sfo,JeroTo00,def_int_yds,0,,,,,
player,201611200sfo,sfo,JeroTo00,def_int_td,0,,,,,
player,201611200sfo,sfo,JeroTo00,def_int_long,0,,,,,
player,201611200sfo,sfo,JeroTo00,pass_defended,0,,,,,
player,201611200sfo,sfo,JeroTo00,sacks,0.0,,,,,
player,201611200sfo,sfo,JeroTo00,tackles_combined,1,,,,,
player,201611200sfo,sfo,JeroTo00,tackles_solo,0,,,,,
player,201611200sfo,sfo,JeroTo00,tackles_assists,1,,,,,
player,201611200sfo,sfo,JeroTo00,tackles_loss,0,,,,,
player,201611200sfo,sfo,JeroTo00,qb_hits,0,,,,,
player,201611200sfo,sfo,JeroTo00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,JeroTo00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,JeroTo00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,JeroTo00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,RobiRa00,def_int,0,,,,,
player,201611200sfo,sfo,RobiRa00,def_int_yds,0,,,,,
player,201611200sfo,sfo,RobiRa00,def_int_td,0,,,,,
player,201611200sfo,sfo,RobiRa00,def_int_long,0,,,,,
player,201611200sfo,sfo,RobiRa00,pass_defended,0,,,,,
player,201611200sfo,sfo,RobiRa00,sacks,0.0,,,,,
player,201611200sfo,sfo,RobiRa00,tackles_combined,1,,,,,
player,201611200sfo,sfo,RobiRa00,tackles_solo,1,,,,,
player,201611200sfo,sfo,RobiRa00,tackles_assists,0,,,,,
player,201611200sfo,sfo,RobiRa00,tackles_loss,0,,,,,
player,201611200sfo,sfo,RobiRa00,qb_hits,0,,,,,
player,201611200sfo,sfo,RobiRa00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,RobiRa00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,RobiRa00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,RobiRa00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,ShepJa00,def_int,0,,,,,
player,201611200sfo,sfo,ShepJa00,def_int_yds,0,,,,,
player,201611200sfo,sfo,ShepJa00,def_int_td,0,,,,,
player,201611200sfo,sfo,ShepJa00,def_int_long,0,,,,,
player,201611200sfo,sfo,ShepJa00,pass_defended,0,,,,,
player,201611200sfo,sfo,ShepJa00,sacks,0.0,,,,,
player,201611200sfo,sfo,ShepJa00,tackles_combined,1,,,,,
player,201611200sfo,sfo,ShepJa00,tackles_solo,0,,,,,
player,201611200sfo,sfo,ShepJa00,tackles_assists,1,,,,,
player,201611200sfo,sfo,ShepJa00,tackles_loss,0,,,,,
player,201611200sfo,sfo,ShepJa00,qb_hits,0,,,,,
player,201611200sfo,sfo,ShepJa00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,ShepJa00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,ShepJa00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,ShepJa00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,StreRo00,def_int,0,,,,,
player,201611200sfo,sfo,StreRo00,def_int_yds,0,,,,,
player,201611200sfo,sfo,StreRo00,def_int_td,0,,,,,
player,201611200sfo,sfo,StreRo00,def_int_long,0,,,,,
player,201611200sfo,sfo,StreRo00,pass_defended,0,,,,,
player,201611200sfo,sfo,StreRo00,sacks,0.0,,,,,
player,201611200sfo,sfo,StreRo00,tackles_combined,1,,,,,
player,201611200sfo,sfo,StreRo00,tackles_solo,1,,,,,
player,201611200sfo,sfo,StreRo00,tackles_assists,0,,,,,
player,201611200sfo,sfo,StreRo00,tackles_loss,0,,,,,
player,201611200sfo,sfo,StreRo00,qb_hits,0,,,,,
player,201611200sfo,sfo,StreRo00,fumbles_rec,0,,,,,
player,201611200sfo,sfo,StreRo00,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,StreRo00,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,StreRo00,fumbles_forced,0,,,,,
player,201611200sfo,sfo,BrowTr02,def_int,0,,,,,
player,201611200sfo,sfo,BrowTr02,def_int_yds,0,,,,,
player,201611200sfo,sfo,BrowTr02,def_int_td,0,,,,,
player,201611200sfo,sfo,BrowTr02,def_int_long,0,,,,,
player,201611200sfo,sfo,BrowTr02,pass_defended,0,,,,,
player,201611200sfo,sfo,BrowTr02,sacks,0.0,,,,,
player,201611200sfo,sfo,BrowTr02,tackles_combined,0,,,,,
player,201611200sfo,sfo,BrowTr02,tackles_solo,0,,,,,
player,201611200sfo,sfo,BrowTr02,tackles_assists,0,,,,,
player,201611200sfo,sfo,BrowTr02,tackles_loss,,,,,,
player,201611200sfo,sfo,BrowTr02,qb_hits,,,,,,
player,201611200sfo,sfo,BrowTr02,fumbles_rec,1,,,,,
player,201611200sfo,sfo,BrowTr02,fumbles_rec_yds,0,,,,,
player,201611200sfo,sfo,BrowTr02,fumbles_rec_td,0,,,,,
player,201611200sfo,sfo,BrowTr02,fumbles_forced,0,,,,,
player,201611200sfo,nwe,AmenDa00,kick_ret,1,,,,,
player,201611200sfo,nwe,AmenDa00,kick_ret_yds,2,,,,,
player,201611200sfo,nwe,AmenDa00,kick_ret_yds_per_ret,2.0,,,,,
player,201611200sfo,nwe,AmenDa00,kick_ret_td,0,,,,,
player,201611200sfo,nwe,AmenDa00,kick_ret_long,2,,,,,
player,201611200sfo,nwe,AmenDa00,punt_ret,3,,,,,
player,201611200sfo,nwe,AmenDa00,punt_ret_yds,46,,,,,
player,201611200sfo,nwe,AmenDa00,punt_ret_yds_per_ret,15.3,,,,,
player,201611200sfo,nwe,AmenDa00,punt_ret_td,0,,,,,
player,201611200sfo,nwe,AmenDa00,punt_ret_long,30,,,,,
player,201611200sfo,nwe,JoneCy00,kick_ret,2,,,,,
player,201611200sfo,nwe,JoneCy00,kick_ret_yds,33,,,,,
player,201611200sfo,nwe,JoneCy00,kick_ret_yds_per_ret,16.5,,,,,
player,201611200sfo,nwe,JoneCy00,kick_ret_td,0,,,,,
player,201611200sfo,nwe,JoneCy00,kick_ret_long,20,,,,,
player,201611200sfo,nwe,JoneCy00,punt_ret,1,,,,,
player,201611200sfo,nwe,JoneCy00,punt_ret_yds,0,,,,,
player,201611200sfo,nwe,JoneCy00,punt_ret_yds_per_ret,0.0,,,,,
player,201611200sfo,nwe,JoneCy00,punt_ret_td,0,,,,,
player,201611200sfo,nwe,JoneCy00,punt_ret_long,0,,,,,
player,201611200sfo,nwe,DeveJa00,kick_ret,1,,,,,
player,201611200sfo,nwe,DeveJa00,kick_ret_yds,14,,,,,
player,201611200sfo,nwe,DeveJa00,kick_ret_yds_per_ret,14.0,,,,,
player,201611200sfo,nwe,DeveJa00,kick_ret_td,0,,,,,
player,201611200sfo,nwe,DeveJa00,kick_ret_long,14,,,,,
player,201611200sfo,nwe,DeveJa00,punt_ret,0,,,,,
player,201611200sfo,nwe,DeveJa00,punt_ret_yds,0,,,,,
player,201611200sfo,nwe,DeveJa00,punt_ret_yds_per_ret,,,,,,
player,201611200sfo,nwe,DeveJa00,punt_ret_td,0,,,,,
player,201611200sfo,nwe,DeveJa00,punt_ret_long,0,,,,,
player,201611200sfo,sfo,KerlJe00,kick_ret,0,,,,,
player,201611200sfo,sfo,KerlJe00,kick_ret_yds,0,,,,,
player,201611200sfo,sfo,KerlJe00,kick_ret_yds_per_ret,,,,,,
player,201611200sfo,sfo,KerlJe00,kick_ret_td,0,,,,,
player,201611200sfo,sfo,KerlJe00,kick_ret_long,0,,,,,
player,201611200sfo,sfo,KerlJe00,punt_ret,2,,,,,
player,201611200sfo,sfo,KerlJe00,punt_ret_yds,9,,,,,
player,201611200sfo,sfo,KerlJe00,punt_ret_yds_per_ret,4.5,,,,,
player,201611200sfo,sfo,KerlJe00,punt_ret_td,0,,,,,
player,201611200sfo,sfo,KerlJe00,punt_ret_long,9,,,,,
player,201611200sfo,sfo,ShepJa00,kick_ret,1,,,,,
player,201611200sfo,sfo,ShepJa00,kick_ret_yds,10,,,,,
player,201611200sfo,sfo,ShepJa00,kick_ret_yds_per_ret,10.0,,,,,
player,201611200sfo,sfo,ShepJa00,kick_ret_td,0,,,,,
player,201611200sfo,sfo,ShepJa00,kick_ret_long,10,,,,,
player,201611200sfo,sfo,ShepJa00,punt_ret,0,,,,,
player,201611200sfo,sfo,ShepJa00,punt_ret_yds,0,,,,,
player,201611200sfo,sfo,ShepJa00,punt_ret_yds_per_ret,,,,,,
player,201611200sfo,sfo,ShepJa00,punt_ret_td,0,,,,,
player,201611200sfo,sfo,ShepJa00,punt_ret_long,0,,,,,
player,201611200sfo,nwe,GostSt20,xpm,3,,,,,
player,201611200sfo,nwe,GostSt20,xpa,4,,,,,
player,201611200sfo,nwe,GostSt20,fgm,1,,,,,
player,201611200sfo,nwe,GostSt20,fga,1,,,,,
player,201611200sfo,nwe,GostSt20,punt,0,,,,,
player,201611200sfo,nwe,GostSt20,punt_yds,0,,,,,
player,201611200sfo,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201611200sfo,nwe,GostSt20,punt_long,0,,,,,
player,201611200sfo,nwe,AlleRy01,xpm,,,,,,
player,201611200sfo,nwe,AlleRy01,xpa,,,,,,
player,201611200sfo,nwe,AlleRy01,fgm,,,,,,
player,201611200sfo,nwe,AlleRy01,fga,,,,,,
player,201611200sfo,nwe,AlleRy01,punt,5,,,,,
player,201611200sfo,nwe,AlleRy01,punt_yds,216,,,,,
player,201611200sfo,nwe,AlleRy01,punt_yds_per_punt,43.2,,,,,
player,201611200sfo,nwe,AlleRy01,punt_long,50,,,,,
player,201611200sfo,sfo,dawsophi01,xpm,2,,,,,
player,201611200sfo,sfo,dawsophi01,xpa,2,,,,,
player,201611200sfo,sfo,dawsophi01,fgm,1,,,,,
player,201611200sfo,sfo,dawsophi01,fga,1,,,,,
player,201611200sfo,sfo,dawsophi01,punt,0,,,,,
player,201611200sfo,sfo,dawsophi01,punt_yds,0,,,,,
player,201611200sfo,sfo,dawsophi01,punt_yds_per_punt,,,,,,
player,201611200sfo,sfo,dawsophi01,punt_long,0,,,,,
player,201611200sfo,sfo,PiniBr00,xpm,,,,,,
player,201611200sfo,sfo,PiniBr00,xpa,,,,,,
player,201611200sfo,sfo,PiniBr00,fgm,,,,,,
player,201611200sfo,sfo,PiniBr00,fga,,,,,,
player,201611200sfo,sfo,PiniBr00,punt,8,,,,,
player,201611200sfo,sfo,PiniBr00,punt_yds,333,,,,,
player,201611200sfo,sfo,PiniBr00,punt_yds_per_punt,41.6,,,,,
player,201611200sfo,sfo,PiniBr00,punt_long,49,,,,,
player,201611200sfo,sfo,BeadZa20,pos,G,,,,,
player,201611200sfo,sfo,BeadZa20,offense,63,,,,,
player,201611200sfo,sfo,BeadZa20,off_pct,100%,,,,,
player,201611200sfo,sfo,BeadZa20,defense,0,,,,,
player,201611200sfo,sfo,BeadZa20,def_pct,0%,,,,,
player,201611200sfo,sfo,BeadZa20,special_teams,3,,,,,
player,201611200sfo,sfo,BeadZa20,st_pct,10%,,,,,
player,201611200sfo,sfo,BrowTr02,pos,T,,,,,
player,201611200sfo,sfo,BrowTr02,offense,63,,,,,
player,201611200sfo,sfo,BrowTr02,off_pct,100%,,,,,
player,201611200sfo,sfo,BrowTr02,defense,0,,,,,
player,201611200sfo,sfo,BrowTr02,def_pct,0%,,,,,
player,201611200sfo,sfo,BrowTr02,special_teams,3,,,,,
player,201611200sfo,sfo,BrowTr02,st_pct,10%,,,,,
player,201611200sfo,sfo,StalJo20,pos,T,,,,,
player,201611200sfo,sfo,StalJo20,offense,63,,,,,
player,201611200sfo,sfo,StalJo20,off_pct,100%,,,,,
player,201611200sfo,sfo,StalJo20,defense,0,,,,,
player,201611200sfo,sfo,StalJo20,def_pct,0%,,,,,
player,201611200sfo,sfo,StalJo20,special_teams,3,,,,,
player,201611200sfo,sfo,StalJo20,st_pct,10%,,,,,
player,201611200sfo,sfo,GarnJo00,pos,G,,,,,
player,201611200sfo,sfo,GarnJo00,offense,63,,,,,
player,201611200sfo,sfo,GarnJo00,off_pct,100%,,,,,
player,201611200sfo,sfo,GarnJo00,defense,0,,,,,
player,201611200sfo,sfo,GarnJo00,def_pct,0%,,,,,
player,201611200sfo,sfo,GarnJo00,special_teams,3,,,,,
player,201611200sfo,sfo,GarnJo00,st_pct,10%,,,,,
player,201611200sfo,sfo,KaepCo00,pos,QB,,,,,
player,201611200sfo,sfo,KaepCo00,offense,63,,,,,
player,201611200sfo,sfo,KaepCo00,off_pct,100%,,,,,
player,201611200sfo,sfo,KaepCo00,defense,0,,,,,
player,201611200sfo,sfo,KaepCo00,def_pct,0%,,,,,
player,201611200sfo,sfo,KaepCo00,special_teams,0,,,,,
player,201611200sfo,sfo,KaepCo00,st_pct,0%,,,,,
player,201611200sfo,sfo,KilgDa00,pos,C,,,,,
player,201611200sfo,sfo,KilgDa00,offense,63,,,,,
player,201611200sfo,sfo,KilgDa00,off_pct,100%,,,,,
player,201611200sfo,sfo,KilgDa00,defense,0,,,,,
player,201611200sfo,sfo,KilgDa00,def_pct,0%,,,,,
player,201611200sfo,sfo,KilgDa00,special_teams,0,,,,,
player,201611200sfo,sfo,KilgDa00,st_pct,0%,,,,,
player,201611200sfo,sfo,PattQu00,pos,WR,,,,,
player,201611200sfo,sfo,PattQu00,offense,55,,,,,
player,201611200sfo,sfo,PattQu00,off_pct,87%,,,,,
player,201611200sfo,sfo,PattQu00,defense,0,,,,,
player,201611200sfo,sfo,PattQu00,def_pct,0%,,,,,
player,201611200sfo,sfo,PattQu00,special_teams,0,,,,,
player,201611200sfo,sfo,PattQu00,st_pct,0%,,,,,
player,201611200sfo,sfo,McDoVa00,pos,TE,,,,,
player,201611200sfo,sfo,McDoVa00,offense,47,,,,,
player,201611200sfo,sfo,McDoVa00,off_pct,75%,,,,,
player,201611200sfo,sfo,McDoVa00,defense,0,,,,,
player,201611200sfo,sfo,McDoVa00,def_pct,0%,,,,,
player,201611200sfo,sfo,McDoVa00,special_teams,6,,,,,
player,201611200sfo,sfo,McDoVa00,st_pct,19%,,,,,
player,201611200sfo,sfo,KerlJe00,pos,WR,,,,,
player,201611200sfo,sfo,KerlJe00,offense,42,,,,,
player,201611200sfo,sfo,KerlJe00,off_pct,67%,,,,,
player,201611200sfo,sfo,KerlJe00,defense,0,,,,,
player,201611200sfo,sfo,KerlJe00,def_pct,0%,,,,,
player,201611200sfo,sfo,KerlJe00,special_teams,5,,,,,
player,201611200sfo,sfo,KerlJe00,st_pct,16%,,,,,
player,201611200sfo,sfo,HydeCa00,pos,RB,,,,,
player,201611200sfo,sfo,HydeCa00,offense,41,,,,,
player,201611200sfo,sfo,HydeCa00,off_pct,65%,,,,,
player,201611200sfo,sfo,HydeCa00,defense,0,,,,,
player,201611200sfo,sfo,HydeCa00,def_pct,0%,,,,,
player,201611200sfo,sfo,HydeCa00,special_teams,0,,,,,
player,201611200sfo,sfo,HydeCa00,st_pct,0%,,,,,
player,201611200sfo,sfo,CeleGa00,pos,TE,,,,,
player,201611200sfo,sfo,CeleGa00,offense,34,,,,,
player,201611200sfo,sfo,CeleGa00,off_pct,54%,,,,,
player,201611200sfo,sfo,CeleGa00,defense,0,,,,,
player,201611200sfo,sfo,CeleGa00,def_pct,0%,,,,,
player,201611200sfo,sfo,CeleGa00,special_teams,11,,,,,
player,201611200sfo,sfo,CeleGa00,st_pct,35%,,,,,
player,201611200sfo,sfo,HarpCh01,pos,WR,,,,,
player,201611200sfo,sfo,HarpCh01,offense,34,,,,,
player,201611200sfo,sfo,HarpCh01,off_pct,54%,,,,,
player,201611200sfo,sfo,HarpCh01,defense,0,,,,,
player,201611200sfo,sfo,HarpCh01,def_pct,0%,,,,,
player,201611200sfo,sfo,HarpCh01,special_teams,0,,,,,
player,201611200sfo,sfo,HarpCh01,st_pct,0%,,,,,
player,201611200sfo,sfo,BurbAa00,pos,WR,,,,,
player,201611200sfo,sfo,BurbAa00,offense,29,,,,,
player,201611200sfo,sfo,BurbAa00,off_pct,46%,,,,,
player,201611200sfo,sfo,BurbAa00,defense,0,,,,,
player,201611200sfo,sfo,BurbAa00,def_pct,0%,,,,,
player,201611200sfo,sfo,BurbAa00,special_teams,17,,,,,
player,201611200sfo,sfo,BurbAa00,st_pct,55%,,,,,
player,201611200sfo,sfo,HarrDu01,pos,RB,,,,,
player,201611200sfo,sfo,HarrDu01,offense,13,,,,,
player,201611200sfo,sfo,HarrDu01,off_pct,21%,,,,,
player,201611200sfo,sfo,HarrDu01,defense,0,,,,,
player,201611200sfo,sfo,HarrDu01,def_pct,0%,,,,,
player,201611200sfo,sfo,HarrDu01,special_teams,6,,,,,
player,201611200sfo,sfo,HarrDu01,st_pct,19%,,,,,
player,201611200sfo,sfo,DrauSh00,pos,RB,,,,,
player,201611200sfo,sfo,DrauSh00,offense,9,,,,,
player,201611200sfo,sfo,DrauSh00,off_pct,14%,,,,,
player,201611200sfo,sfo,DrauSh00,defense,0,,,,,
player,201611200sfo,sfo,DrauSh00,def_pct,0%,,,,,
player,201611200sfo,sfo,DrauSh00,special_teams,15,,,,,
player,201611200sfo,sfo,DrauSh00,st_pct,48%,,,,,
player,201611200sfo,sfo,StreRo00,pos,WR,,,,,
player,201611200sfo,sfo,StreRo00,offense,7,,,,,
player,201611200sfo,sfo,StreRo00,off_pct,11%,,,,,
player,201611200sfo,sfo,StreRo00,defense,0,,,,,
player,201611200sfo,sfo,StreRo00,def_pct,0%,,,,,
player,201611200sfo,sfo,StreRo00,special_teams,17,,,,,
player,201611200sfo,sfo,StreRo00,st_pct,55%,,,,,
player,201611200sfo,sfo,BellBl00,pos,TE,,,,,
player,201611200sfo,sfo,BellBl00,offense,4,,,,,
player,201611200sfo,sfo,BellBl00,off_pct,6%,,,,,
player,201611200sfo,sfo,BellBl00,defense,0,,,,,
player,201611200sfo,sfo,BellBl00,def_pct,0%,,,,,
player,201611200sfo,sfo,BellBl00,special_teams,21,,,,,
player,201611200sfo,sfo,BellBl00,st_pct,68%,,,,,
player,201611200sfo,sfo,BellNi01,pos,LB,,,,,
player,201611200sfo,sfo,BellNi01,offense,0,,,,,
player,201611200sfo,sfo,BellNi01,off_pct,0%,,,,,
player,201611200sfo,sfo,BellNi01,defense,76,,,,,
player,201611200sfo,sfo,BellNi01,def_pct,99%,,,,,
player,201611200sfo,sfo,BellNi01,special_teams,15,,,,,
player,201611200sfo,sfo,BellNi01,st_pct,48%,,,,,
player,201611200sfo,sfo,BuckDe00,pos,DT,,,,,
player,201611200sfo,sfo,BuckDe00,offense,0,,,,,
player,201611200sfo,sfo,BuckDe00,off_pct,0%,,,,,
