game,2016,13,20161204,201612040nor,det,"Detroit Lions",28,nor,"New Orleans Saints",13
player,201612040nor,det,TateGo00,pass_sacked,0,,,,,
player,201612040nor,det,TateGo00,pass_sacked_yds,0,,,,,
player,201612040nor,det,TateGo00,pass_long,0,,,,,
player,201612040nor,det,TateGo00,pass_rating,,,,,,
player,201612040nor,det,TateGo00,rush_att,0,,,,,
player,201612040nor,det,TateGo00,rush_yds,0,,,,,
player,201612040nor,det,TateGo00,rush_td,0,,,,,
player,201612040nor,det,TateGo00,rush_long,0,,,,,
player,201612040nor,det,TateGo00,targets,10,,,,,
player,201612040nor,det,TateGo00,rec,8,,,,,
player,201612040nor,det,TateGo00,rec_yds,145,,,,,
player,201612040nor,det,TateGo00,rec_td,1,,,,,
player,201612040nor,det,TateGo00,rec_long,66,,,,,
player,201612040nor,det,TateGo00,fumbles,0,,,,,
player,201612040nor,det,TateGo00,fumbles_lost,0,,,,,
player,201612040nor,det,JoneT.00,pass_cmp,0,,,,,
player,201612040nor,det,JoneT.00,pass_att,0,,,,,
player,201612040nor,det,JoneT.00,pass_yds,0,,,,,
player,201612040nor,det,JoneT.00,pass_td,0,,,,,
player,201612040nor,det,JoneT.00,pass_int,0,,,,,
player,201612040nor,det,JoneT.00,pass_sacked,0,,,,,
player,201612040nor,det,JoneT.00,pass_sacked_yds,0,,,,,
player,201612040nor,det,JoneT.00,pass_long,0,,,,,
player,201612040nor,det,JoneT.00,pass_rating,,,,,,
player,201612040nor,det,JoneT.00,rush_att,0,,,,,
player,201612040nor,det,JoneT.00,rush_yds,0,,,,,
player,201612040nor,det,JoneT.00,rush_td,0,,,,,
player,201612040nor,det,JoneT.00,rush_long,0,,,,,
player,201612040nor,det,JoneT.00,targets,4,,,,,
player,201612040nor,det,JoneT.00,rec,3,,,,,
player,201612040nor,det,JoneT.00,rec_yds,49,,,,,
player,201612040nor,det,JoneT.00,rec_td,0,,,,,
player,201612040nor,det,JoneT.00,rec_long,36,,,,,
player,201612040nor,det,JoneT.00,fumbles,0,,,,,
player,201612040nor,det,JoneT.00,fumbles_lost,0,,,,,
player,201612040nor,det,BoldAn00,pass_cmp,0,,,,,
player,201612040nor,det,BoldAn00,pass_att,0,,,,,
player,201612040nor,det,BoldAn00,pass_yds,0,,,,,
player,201612040nor,det,BoldAn00,pass_td,0,,,,,
player,201612040nor,det,BoldAn00,pass_int,0,,,,,
player,201612040nor,det,BoldAn00,pass_sacked,0,,,,,
player,201612040nor,det,BoldAn00,pass_sacked_yds,0,,,,,
player,201612040nor,det,BoldAn00,pass_long,0,,,,,
player,201612040nor,det,BoldAn00,pass_rating,,,,,,
player,201612040nor,det,BoldAn00,rush_att,0,,,,,
player,201612040nor,det,BoldAn00,rush_yds,0,,,,,
player,201612040nor,det,BoldAn00,rush_td,0,,,,,
player,201612040nor,det,BoldAn00,rush_long,0,,,,,
player,201612040nor,det,BoldAn00,targets,6,,,,,
player,201612040nor,det,BoldAn00,rec,4,,,,,
player,201612040nor,det,BoldAn00,rec_yds,40,,,,,
player,201612040nor,det,BoldAn00,rec_td,0,,,,,
player,201612040nor,det,BoldAn00,rec_long,12,,,,,
player,201612040nor,det,BoldAn00,fumbles,0,,,,,
player,201612040nor,det,BoldAn00,fumbles_lost,0,,,,,
player,201612040nor,det,EbroEr00,pass_cmp,0,,,,,
player,201612040nor,det,EbroEr00,pass_att,0,,,,,
player,201612040nor,det,EbroEr00,pass_yds,0,,,,,
player,201612040nor,det,EbroEr00,pass_td,0,,,,,
player,201612040nor,det,EbroEr00,pass_int,0,,,,,
player,201612040nor,det,EbroEr00,pass_sacked,0,,,,,
player,201612040nor,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201612040nor,det,EbroEr00,pass_long,0,,,,,
player,201612040nor,det,EbroEr00,pass_rating,,,,,,
player,201612040nor,det,EbroEr00,rush_att,0,,,,,
player,201612040nor,det,EbroEr00,rush_yds,0,,,,,
player,201612040nor,det,EbroEr00,rush_td,0,,,,,
player,201612040nor,det,EbroEr00,rush_long,0,,,,,
player,201612040nor,det,EbroEr00,targets,6,,,,,
player,201612040nor,det,EbroEr00,rec,4,,,,,
player,201612040nor,det,EbroEr00,rec_yds,38,,,,,
player,201612040nor,det,EbroEr00,rec_td,0,,,,,
player,201612040nor,det,EbroEr00,rec_long,12,,,,,
player,201612040nor,det,EbroEr00,fumbles,0,,,,,
player,201612040nor,det,EbroEr00,fumbles_lost,0,,,,,
player,201612040nor,det,RobeAn00,pass_cmp,0,,,,,
player,201612040nor,det,RobeAn00,pass_att,0,,,,,
player,201612040nor,det,RobeAn00,pass_yds,0,,,,,
player,201612040nor,det,RobeAn00,pass_td,0,,,,,
player,201612040nor,det,RobeAn00,pass_int,0,,,,,
player,201612040nor,det,RobeAn00,pass_sacked,0,,,,,
player,201612040nor,det,RobeAn00,pass_sacked_yds,0,,,,,
player,201612040nor,det,RobeAn00,pass_long,0,,,,,
player,201612040nor,det,RobeAn00,pass_rating,,,,,,
player,201612040nor,det,RobeAn00,rush_att,0,,,,,
player,201612040nor,det,RobeAn00,rush_yds,0,,,,,
player,201612040nor,det,RobeAn00,rush_td,0,,,,,
player,201612040nor,det,RobeAn00,rush_long,0,,,,,
player,201612040nor,det,RobeAn00,targets,7,,,,,
player,201612040nor,det,RobeAn00,rec,4,,,,,
player,201612040nor,det,RobeAn00,rec_yds,35,,,,,
player,201612040nor,det,RobeAn00,rec_td,0,,,,,
player,201612040nor,det,RobeAn00,rec_long,16,,,,,
player,201612040nor,det,RobeAn00,fumbles,0,,,,,
player,201612040nor,det,RobeAn00,fumbles_lost,0,,,,,
player,201612040nor,nor,BreeDr00,pass_cmp,31,,,,,
player,201612040nor,nor,BreeDr00,pass_att,44,,,,,
player,201612040nor,nor,BreeDr00,pass_yds,326,,,,,
player,201612040nor,nor,BreeDr00,pass_td,0,,,,,
player,201612040nor,nor,BreeDr00,pass_int,3,,,,,
player,201612040nor,nor,BreeDr00,pass_sacked,1,,,,,
player,201612040nor,nor,BreeDr00,pass_sacked_yds,7,,,,,
player,201612040nor,nor,BreeDr00,pass_long,39,,,,,
player,201612040nor,nor,BreeDr00,pass_rating,63.3,,,,,
player,201612040nor,nor,BreeDr00,rush_att,0,,,,,
player,201612040nor,nor,BreeDr00,rush_yds,0,,,,,
player,201612040nor,nor,BreeDr00,rush_td,0,,,,,
player,201612040nor,nor,BreeDr00,rush_long,0,,,,,
player,201612040nor,nor,BreeDr00,targets,0,,,,,
player,201612040nor,nor,BreeDr00,rec,0,,,,,
player,201612040nor,nor,BreeDr00,rec_yds,0,,,,,
player,201612040nor,nor,BreeDr00,rec_td,0,,,,,
player,201612040nor,nor,BreeDr00,rec_long,0,,,,,
player,201612040nor,nor,BreeDr00,fumbles,1,,,,,
player,201612040nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201612040nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201612040nor,nor,IngrMa01,pass_att,0,,,,,
player,201612040nor,nor,IngrMa01,pass_yds,0,,,,,
player,201612040nor,nor,IngrMa01,pass_td,0,,,,,
player,201612040nor,nor,IngrMa01,pass_int,0,,,,,
player,201612040nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201612040nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201612040nor,nor,IngrMa01,pass_long,0,,,,,
player,201612040nor,nor,IngrMa01,pass_rating,,,,,,
player,201612040nor,nor,IngrMa01,rush_att,7,,,,,
player,201612040nor,nor,IngrMa01,rush_yds,37,,,,,
player,201612040nor,nor,IngrMa01,rush_td,0,,,,,
player,201612040nor,nor,IngrMa01,rush_long,22,,,,,
player,201612040nor,nor,IngrMa01,targets,5,,,,,
player,201612040nor,nor,IngrMa01,rec,5,,,,,
player,201612040nor,nor,IngrMa01,rec_yds,16,,,,,
player,201612040nor,nor,IngrMa01,rec_td,0,,,,,
player,201612040nor,nor,IngrMa01,rec_long,8,,,,,
player,201612040nor,nor,IngrMa01,fumbles,0,,,,,
player,201612040nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201612040nor,nor,HighTi00,pass_cmp,0,,,,,
player,201612040nor,nor,HighTi00,pass_att,0,,,,,
player,201612040nor,nor,HighTi00,pass_yds,0,,,,,
player,201612040nor,nor,HighTi00,pass_td,0,,,,,
player,201612040nor,nor,HighTi00,pass_int,0,,,,,
player,201612040nor,nor,HighTi00,pass_sacked,0,,,,,
player,201612040nor,nor,HighTi00,pass_sacked_yds,0,,,,,
player,201612040nor,nor,HighTi00,pass_long,0,,,,,
player,201612040nor,nor,HighTi00,pass_rating,,,,,,
player,201612040nor,nor,HighTi00,rush_att,2,,,,,
player,201612040nor,nor,HighTi00,rush_yds,5,,,,,
player,201612040nor,nor,HighTi00,rush_td,0,,,,,
player,201612040nor,nor,HighTi00,rush_long,5,,,,,
player,201612040nor,nor,HighTi00,targets,1,,,,,
player,201612040nor,nor,HighTi00,rec,1,,,,,
player,201612040nor,nor,HighTi00,rec_yds,4,,,,,
player,201612040nor,nor,HighTi00,rec_td,0,,,,,
player,201612040nor,nor,HighTi00,rec_long,4,,,,,
player,201612040nor,nor,HighTi00,fumbles,0,,,,,
player,201612040nor,nor,HighTi00,fumbles_lost,0,,,,,
player,201612040nor,nor,CookBr00,pass_cmp,0,,,,,
player,201612040nor,nor,CookBr00,pass_att,0,,,,,
player,201612040nor,nor,CookBr00,pass_yds,0,,,,,
player,201612040nor,nor,CookBr00,pass_td,0,,,,,
player,201612040nor,nor,CookBr00,pass_int,0,,,,,
player,201612040nor,nor,CookBr00,pass_sacked,0,,,,,
player,201612040nor,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201612040nor,nor,CookBr00,pass_long,0,,,,,
player,201612040nor,nor,CookBr00,pass_rating,,,,,,
player,201612040nor,nor,CookBr00,rush_att,1,,,,,
player,201612040nor,nor,CookBr00,rush_yds,4,,,,,
player,201612040nor,nor,CookBr00,rush_td,0,,,,,
player,201612040nor,nor,CookBr00,rush_long,4,,,,,
player,201612040nor,nor,CookBr00,targets,9,,,,,
player,201612040nor,nor,CookBr00,rec,7,,,,,
player,201612040nor,nor,CookBr00,rec_yds,73,,,,,
player,201612040nor,nor,CookBr00,rec_td,0,,,,,
player,201612040nor,nor,CookBr00,rec_long,39,,,,,
player,201612040nor,nor,CookBr00,fumbles,0,,,,,
player,201612040nor,nor,CookBr00,fumbles_lost,0,,,,,
player,201612040nor,nor,KuhnJo00,pass_cmp,0,,,,,
player,201612040nor,nor,KuhnJo00,pass_att,0,,,,,
player,201612040nor,nor,KuhnJo00,pass_yds,0,,,,,
player,201612040nor,nor,KuhnJo00,pass_td,0,,,,,
player,201612040nor,nor,KuhnJo00,pass_int,0,,,,,
player,201612040nor,nor,KuhnJo00,pass_sacked,0,,,,,
player,201612040nor,nor,KuhnJo00,pass_sacked_yds,0,,,,,
player,201612040nor,nor,KuhnJo00,pass_long,0,,,,,
player,201612040nor,nor,KuhnJo00,pass_rating,,,,,,
player,201612040nor,nor,KuhnJo00,rush_att,2,,,,,
player,201612040nor,nor,KuhnJo00,rush_yds,4,,,,,
player,201612040nor,nor,KuhnJo00,rush_td,1,,,,,
player,201612040nor,nor,KuhnJo00,rush_long,3,,,,,
player,201612040nor,nor,KuhnJo00,targets,1,,,,,
player,201612040nor,nor,KuhnJo00,rec,1,,,,,
player,201612040nor,nor,KuhnJo00,rec_yds,11,,,,,
player,201612040nor,nor,KuhnJo00,rec_td,0,,,,,
player,201612040nor,nor,KuhnJo00,rec_long,11,,,,,
player,201612040nor,nor,KuhnJo00,fumbles,0,,,,,
player,201612040nor,nor,KuhnJo00,fumbles_lost,0,,,,,
player,201612040nor,nor,FleeCo00,pass_cmp,0,,,,,
player,201612040nor,nor,FleeCo00,pass_att,0,,,,,
player,201612040nor,nor,FleeCo00,pass_yds,0,,,,,
player,201612040nor,nor,FleeCo00,pass_td,0,,,,,
player,201612040nor,nor,FleeCo00,pass_int,0,,,,,
player,201612040nor,nor,FleeCo00,pass_sacked,0,,,,,
player,201612040nor,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201612040nor,nor,FleeCo00,pass_long,0,,,,,
player,201612040nor,nor,FleeCo00,pass_rating,,,,,,
player,201612040nor,nor,FleeCo00,rush_att,0,,,,,
player,201612040nor,nor,FleeCo00,rush_yds,0,,,,,
player,201612040nor,nor,FleeCo00,rush_td,0,,,,,
player,201612040nor,nor,FleeCo00,rush_long,0,,,,,
player,201612040nor,nor,FleeCo00,targets,7,,,,,
player,201612040nor,nor,FleeCo00,rec,5,,,,,
player,201612040nor,nor,FleeCo00,rec_yds,86,,,,,
player,201612040nor,nor,FleeCo00,rec_td,0,,,,,
player,201612040nor,nor,FleeCo00,rec_long,31,,,,,
player,201612040nor,nor,FleeCo00,fumbles,0,,,,,
player,201612040nor,nor,FleeCo00,fumbles_lost,0,,,,,
player,201612040nor,nor,CadeTr00,pass_cmp,0,,,,,
player,201612040nor,nor,CadeTr00,pass_att,0,,,,,
player,201612040nor,nor,CadeTr00,pass_yds,0,,,,,
player,201612040nor,nor,CadeTr00,pass_td,0,,,,,
player,201612040nor,nor,CadeTr00,pass_int,0,,,,,
player,201612040nor,nor,CadeTr00,pass_sacked,0,,,,,
player,201612040nor,nor,CadeTr00,pass_sacked_yds,0,,,,,
player,201612040nor,nor,CadeTr00,pass_long,0,,,,,
player,201612040nor,nor,CadeTr00,pass_rating,,,,,,
player,201612040nor,nor,CadeTr00,rush_att,0,,,,,
player,201612040nor,nor,CadeTr00,rush_yds,0,,,,,
player,201612040nor,nor,CadeTr00,rush_td,0,,,,,
player,201612040nor,nor,CadeTr00,rush_long,0,,,,,
player,201612040nor,nor,CadeTr00,targets,6,,,,,
player,201612040nor,nor,CadeTr00,rec,5,,,,,
player,201612040nor,nor,CadeTr00,rec_yds,53,,,,,
player,201612040nor,nor,CadeTr00,rec_td,0,,,,,
player,201612040nor,nor,CadeTr00,rec_long,18,,,,,
player,201612040nor,nor,CadeTr00,fumbles,0,,,,,
player,201612040nor,nor,CadeTr00,fumbles_lost,0,,,,,
player,201612040nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201612040nor,nor,ThomMi05,pass_att,0,,,,,
player,201612040nor,nor,ThomMi05,pass_yds,0,,,,,
player,201612040nor,nor,ThomMi05,pass_td,0,,,,,
player,201612040nor,nor,ThomMi05,pass_int,0,,,,,
player,201612040nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201612040nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201612040nor,nor,ThomMi05,pass_long,0,,,,,
player,201612040nor,nor,ThomMi05,pass_rating,,,,,,
player,201612040nor,nor,ThomMi05,rush_att,0,,,,,
player,201612040nor,nor,ThomMi05,rush_yds,0,,,,,
player,201612040nor,nor,ThomMi05,rush_td,0,,,,,
player,201612040nor,nor,ThomMi05,rush_long,0,,,,,
player,201612040nor,nor,ThomMi05,targets,5,,,,,
player,201612040nor,nor,ThomMi05,rec,4,,,,,
player,201612040nor,nor,ThomMi05,rec_yds,42,,,,,
player,201612040nor,nor,ThomMi05,rec_td,0,,,,,
player,201612040nor,nor,ThomMi05,rec_long,16,,,,,
player,201612040nor,nor,ThomMi05,fumbles,0,,,,,
player,201612040nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201612040nor,nor,SneaWi00,pass_cmp,0,,,,,
player,201612040nor,nor,SneaWi00,pass_att,0,,,,,
player,201612040nor,nor,SneaWi00,pass_yds,0,,,,,
player,201612040nor,nor,SneaWi00,pass_td,0,,,,,
player,201612040nor,nor,SneaWi00,pass_int,0,,,,,
player,201612040nor,nor,SneaWi00,pass_sacked,0,,,,,
player,201612040nor,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201612040nor,nor,SneaWi00,pass_long,0,,,,,
player,201612040nor,nor,SneaWi00,pass_rating,,,,,,
player,201612040nor,nor,SneaWi00,rush_att,0,,,,,
player,201612040nor,nor,SneaWi00,rush_yds,0,,,,,
player,201612040nor,nor,SneaWi00,rush_td,0,,,,,
player,201612040nor,nor,SneaWi00,rush_long,0,,,,,
player,201612040nor,nor,SneaWi00,targets,6,,,,,
player,201612040nor,nor,SneaWi00,rec,2,,,,,
player,201612040nor,nor,SneaWi00,rec_yds,38,,,,,
player,201612040nor,nor,SneaWi00,rec_td,0,,,,,
player,201612040nor,nor,SneaWi00,rec_long,24,,,,,
player,201612040nor,nor,SneaWi00,fumbles,0,,,,,
player,201612040nor,nor,SneaWi00,fumbles_lost,0,,,,,
player,201612040nor,nor,HillJo02,pass_cmp,0,,,,,
player,201612040nor,nor,HillJo02,pass_att,0,,,,,
player,201612040nor,nor,HillJo02,pass_yds,0,,,,,
player,201612040nor,nor,HillJo02,pass_td,0,,,,,
player,201612040nor,nor,HillJo02,pass_int,0,,,,,
player,201612040nor,nor,HillJo02,pass_sacked,0,,,,,
player,201612040nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201612040nor,nor,HillJo02,pass_long,0,,,,,
player,201612040nor,nor,HillJo02,pass_rating,,,,,,
player,201612040nor,nor,HillJo02,rush_att,0,,,,,
player,201612040nor,nor,HillJo02,rush_yds,0,,,,,
player,201612040nor,nor,HillJo02,rush_td,0,,,,,
player,201612040nor,nor,HillJo02,rush_long,0,,,,,
player,201612040nor,nor,HillJo02,targets,2,,,,,
player,201612040nor,nor,HillJo02,rec,1,,,,,
player,201612040nor,nor,HillJo02,rec_yds,3,,,,,
player,201612040nor,nor,HillJo02,rec_td,0,,,,,
player,201612040nor,nor,HillJo02,rec_long,3,,,,,
player,201612040nor,nor,HillJo02,fumbles,0,,,,,
player,201612040nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201612040nor,det,QuinGl99,def_int,1,,,,,
player,201612040nor,det,QuinGl99,def_int_yds,0,,,,,
player,201612040nor,det,QuinGl99,def_int_td,0,,,,,
player,201612040nor,det,QuinGl99,def_int_long,0,,,,,
player,201612040nor,det,QuinGl99,pass_defended,2,,,,,
player,201612040nor,det,QuinGl99,sacks,0.0,,,,,
player,201612040nor,det,QuinGl99,tackles_combined,5,,,,,
player,201612040nor,det,QuinGl99,tackles_solo,4,,,,,
player,201612040nor,det,QuinGl99,tackles_assists,1,,,,,
player,201612040nor,det,QuinGl99,tackles_loss,0,,,,,
player,201612040nor,det,QuinGl99,qb_hits,0,,,,,
player,201612040nor,det,QuinGl99,fumbles_rec,0,,,,,
player,201612040nor,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201612040nor,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201612040nor,det,QuinGl99,fumbles_forced,0,,,,,
player,201612040nor,det,WilsTa00,def_int,1,,,,,
player,201612040nor,det,WilsTa00,def_int_yds,18,,,,,
player,201612040nor,det,WilsTa00,def_int_td,0,,,,,
player,201612040nor,det,WilsTa00,def_int_long,18,,,,,
player,201612040nor,det,WilsTa00,pass_defended,1,,,,,
player,201612040nor,det,WilsTa00,sacks,0.0,,,,,
player,201612040nor,det,WilsTa00,tackles_combined,4,,,,,
player,201612040nor,det,WilsTa00,tackles_solo,4,,,,,
player,201612040nor,det,WilsTa00,tackles_assists,0,,,,,
player,201612040nor,det,WilsTa00,tackles_loss,0,,,,,
player,201612040nor,det,WilsTa00,qb_hits,0,,,,,
player,201612040nor,det,WilsTa00,fumbles_rec,0,,,,,
player,201612040nor,det,WilsTa00,fumbles_rec_yds,0,,,,,
player,201612040nor,det,WilsTa00,fumbles_rec_td,0,,,,,
player,201612040nor,det,WilsTa00,fumbles_forced,0,,,,,
player,201612040nor,det,KillMi00,def_int,1,,,,,
player,201612040nor,det,KillMi00,def_int_yds,7,,,,,
player,201612040nor,det,KillMi00,def_int_td,0,,,,,
player,201612040nor,det,KillMi00,def_int_long,7,,,,,
player,201612040nor,det,KillMi00,pass_defended,1,,,,,
player,201612040nor,det,KillMi00,sacks,0.0,,,,,
player,201612040nor,det,KillMi00,tackles_combined,3,,,,,
player,201612040nor,det,KillMi00,tackles_solo,3,,,,,
player,201612040nor,det,KillMi00,tackles_assists,0,,,,,
player,201612040nor,det,KillMi00,tackles_loss,0,,,,,
player,201612040nor,det,KillMi00,qb_hits,0,,,,,
player,201612040nor,det,KillMi00,fumbles_rec,0,,,,,
player,201612040nor,det,KillMi00,fumbles_rec_yds,0,,,,,
player,201612040nor,det,KillMi00,fumbles_rec_td,0,,,,,
player,201612040nor,det,KillMi00,fumbles_forced,0,,,,,
player,201612040nor,det,TaylDe00,def_int,0,,,,,
player,201612040nor,det,TaylDe00,def_int_yds,0,,,,,
player,201612040nor,det,TaylDe00,def_int_td,0,,,,,
player,201612040nor,det,TaylDe00,def_int_long,0,,,,,
player,201612040nor,det,TaylDe00,pass_defended,0,,,,,
player,201612040nor,det,TaylDe00,sacks,1.0,,,,,
player,201612040nor,det,TaylDe00,tackles_combined,1,,,,,
player,201612040nor,det,TaylDe00,tackles_solo,1,,,,,
player,201612040nor,det,TaylDe00,tackles_assists,0,,,,,
player,201612040nor,det,TaylDe00,tackles_loss,1,,,,,
player,201612040nor,det,TaylDe00,qb_hits,1,,,,,
player,201612040nor,det,TaylDe00,fumbles_rec,0,,,,,
player,201612040nor,det,TaylDe00,fumbles_rec_yds,0,,,,,
player,201612040nor,det,TaylDe00,fumbles_rec_td,0,,,,,
player,201612040nor,det,TaylDe00,fumbles_forced,0,,,,,
