game,2016,2,20160918,201609180det,oti,"Tennessee Titans",16,det,"Detroit Lions",15
player,201609180det,oti,MurrDe00,pass_yds,0,,,,,
player,201609180det,oti,MurrDe00,pass_td,0,,,,,
player,201609180det,oti,MurrDe00,pass_int,0,,,,,
player,201609180det,oti,MurrDe00,pass_sacked,0,,,,,
player,201609180det,oti,MurrDe00,pass_sacked_yds,0,,,,,
player,201609180det,oti,MurrDe00,pass_long,0,,,,,
player,201609180det,oti,MurrDe00,pass_rating,,,,,,
player,201609180det,oti,MurrDe00,rush_att,12,,,,,
player,201609180det,oti,MurrDe00,rush_yds,89,,,,,
player,201609180det,oti,MurrDe00,rush_td,0,,,,,
player,201609180det,oti,MurrDe00,rush_long,67,,,,,
player,201609180det,oti,MurrDe00,targets,7,,,,,
player,201609180det,oti,MurrDe00,rec,7,,,,,
player,201609180det,oti,MurrDe00,rec_yds,56,,,,,
player,201609180det,oti,MurrDe00,rec_td,0,,,,,
player,201609180det,oti,MurrDe00,rec_long,22,,,,,
player,201609180det,oti,MurrDe00,fumbles,0,,,,,
player,201609180det,oti,MurrDe00,fumbles_lost,0,,,,,
player,201609180det,oti,HenrDe00,pass_cmp,0,,,,,
player,201609180det,oti,HenrDe00,pass_att,0,,,,,
player,201609180det,oti,HenrDe00,pass_yds,0,,,,,
player,201609180det,oti,HenrDe00,pass_td,0,,,,,
player,201609180det,oti,HenrDe00,pass_int,0,,,,,
player,201609180det,oti,HenrDe00,pass_sacked,0,,,,,
player,201609180det,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201609180det,oti,HenrDe00,pass_long,0,,,,,
player,201609180det,oti,HenrDe00,pass_rating,,,,,,
player,201609180det,oti,HenrDe00,rush_att,9,,,,,
player,201609180det,oti,HenrDe00,rush_yds,40,,,,,
player,201609180det,oti,HenrDe00,rush_td,0,,,,,
player,201609180det,oti,HenrDe00,rush_long,9,,,,,
player,201609180det,oti,HenrDe00,targets,1,,,,,
player,201609180det,oti,HenrDe00,rec,1,,,,,
player,201609180det,oti,HenrDe00,rec_yds,9,,,,,
player,201609180det,oti,HenrDe00,rec_td,0,,,,,
player,201609180det,oti,HenrDe00,rec_long,9,,,,,
player,201609180det,oti,HenrDe00,fumbles,0,,,,,
player,201609180det,oti,HenrDe00,fumbles_lost,0,,,,,
player,201609180det,oti,WalkHu00,pass_cmp,0,,,,,
player,201609180det,oti,WalkHu00,pass_att,0,,,,,
player,201609180det,oti,WalkHu00,pass_yds,0,,,,,
player,201609180det,oti,WalkHu00,pass_td,0,,,,,
player,201609180det,oti,WalkHu00,pass_int,0,,,,,
player,201609180det,oti,WalkHu00,pass_sacked,0,,,,,
player,201609180det,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201609180det,oti,WalkHu00,pass_long,0,,,,,
player,201609180det,oti,WalkHu00,pass_rating,,,,,,
player,201609180det,oti,WalkHu00,rush_att,0,,,,,
player,201609180det,oti,WalkHu00,rush_yds,0,,,,,
player,201609180det,oti,WalkHu00,rush_td,0,,,,,
player,201609180det,oti,WalkHu00,rush_long,0,,,,,
player,201609180det,oti,WalkHu00,targets,6,,,,,
player,201609180det,oti,WalkHu00,rec,6,,,,,
player,201609180det,oti,WalkHu00,rec_yds,83,,,,,
player,201609180det,oti,WalkHu00,rec_td,1,,,,,
player,201609180det,oti,WalkHu00,rec_long,32,,,,,
player,201609180det,oti,WalkHu00,fumbles,0,,,,,
player,201609180det,oti,WalkHu00,fumbles_lost,0,,,,,
player,201609180det,oti,MattRi00,pass_cmp,0,,,,,
player,201609180det,oti,MattRi00,pass_att,0,,,,,
player,201609180det,oti,MattRi00,pass_yds,0,,,,,
player,201609180det,oti,MattRi00,pass_td,0,,,,,
player,201609180det,oti,MattRi00,pass_int,0,,,,,
player,201609180det,oti,MattRi00,pass_sacked,0,,,,,
player,201609180det,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201609180det,oti,MattRi00,pass_long,0,,,,,
player,201609180det,oti,MattRi00,pass_rating,,,,,,
player,201609180det,oti,MattRi00,rush_att,0,,,,,
player,201609180det,oti,MattRi00,rush_yds,0,,,,,
player,201609180det,oti,MattRi00,rush_td,0,,,,,
player,201609180det,oti,MattRi00,rush_long,0,,,,,
player,201609180det,oti,MattRi00,targets,6,,,,,
player,201609180det,oti,MattRi00,rec,4,,,,,
player,201609180det,oti,MattRi00,rec_yds,40,,,,,
player,201609180det,oti,MattRi00,rec_td,0,,,,,
player,201609180det,oti,MattRi00,rec_long,20,,,,,
player,201609180det,oti,MattRi00,fumbles,0,,,,,
player,201609180det,oti,MattRi00,fumbles_lost,0,,,,,
player,201609180det,oti,SharTa00,pass_cmp,0,,,,,
player,201609180det,oti,SharTa00,pass_att,0,,,,,
player,201609180det,oti,SharTa00,pass_yds,0,,,,,
player,201609180det,oti,SharTa00,pass_td,0,,,,,
player,201609180det,oti,SharTa00,pass_int,0,,,,,
player,201609180det,oti,SharTa00,pass_sacked,0,,,,,
player,201609180det,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201609180det,oti,SharTa00,pass_long,0,,,,,
player,201609180det,oti,SharTa00,pass_rating,,,,,,
player,201609180det,oti,SharTa00,rush_att,0,,,,,
player,201609180det,oti,SharTa00,rush_yds,0,,,,,
player,201609180det,oti,SharTa00,rush_td,0,,,,,
player,201609180det,oti,SharTa00,rush_long,0,,,,,
player,201609180det,oti,SharTa00,targets,7,,,,,
player,201609180det,oti,SharTa00,rec,4,,,,,
player,201609180det,oti,SharTa00,rec_yds,33,,,,,
player,201609180det,oti,SharTa00,rec_td,0,,,,,
player,201609180det,oti,SharTa00,rec_long,12,,,,,
player,201609180det,oti,SharTa00,fumbles,0,,,,,
player,201609180det,oti,SharTa00,fumbles_lost,0,,,,,
player,201609180det,oti,JohnAn02,pass_cmp,0,,,,,
player,201609180det,oti,JohnAn02,pass_att,0,,,,,
player,201609180det,oti,JohnAn02,pass_yds,0,,,,,
player,201609180det,oti,JohnAn02,pass_td,0,,,,,
player,201609180det,oti,JohnAn02,pass_int,0,,,,,
player,201609180det,oti,JohnAn02,pass_sacked,0,,,,,
player,201609180det,oti,JohnAn02,pass_sacked_yds,0,,,,,
player,201609180det,oti,JohnAn02,pass_long,0,,,,,
player,201609180det,oti,JohnAn02,pass_rating,,,,,,
player,201609180det,oti,JohnAn02,rush_att,0,,,,,
player,201609180det,oti,JohnAn02,rush_yds,0,,,,,
player,201609180det,oti,JohnAn02,rush_td,0,,,,,
player,201609180det,oti,JohnAn02,rush_long,0,,,,,
player,201609180det,oti,JohnAn02,targets,1,,,,,
player,201609180det,oti,JohnAn02,rec,1,,,,,
player,201609180det,oti,JohnAn02,rec_yds,9,,,,,
player,201609180det,oti,JohnAn02,rec_td,1,,,,,
player,201609180det,oti,JohnAn02,rec_long,9,,,,,
player,201609180det,oti,JohnAn02,fumbles,0,,,,,
player,201609180det,oti,JohnAn02,fumbles_lost,0,,,,,
player,201609180det,oti,SupePh00,pass_cmp,0,,,,,
player,201609180det,oti,SupePh00,pass_att,0,,,,,
player,201609180det,oti,SupePh00,pass_yds,0,,,,,
player,201609180det,oti,SupePh00,pass_td,0,,,,,
player,201609180det,oti,SupePh00,pass_int,0,,,,,
player,201609180det,oti,SupePh00,pass_sacked,0,,,,,
player,201609180det,oti,SupePh00,pass_sacked_yds,0,,,,,
player,201609180det,oti,SupePh00,pass_long,0,,,,,
player,201609180det,oti,SupePh00,pass_rating,,,,,,
player,201609180det,oti,SupePh00,rush_att,0,,,,,
player,201609180det,oti,SupePh00,rush_yds,0,,,,,
player,201609180det,oti,SupePh00,rush_td,0,,,,,
player,201609180det,oti,SupePh00,rush_long,0,,,,,
player,201609180det,oti,SupePh00,targets,1,,,,,
player,201609180det,oti,SupePh00,rec,1,,,,,
player,201609180det,oti,SupePh00,rec_yds,7,,,,,
player,201609180det,oti,SupePh00,rec_td,0,,,,,
player,201609180det,oti,SupePh00,rec_long,7,,,,,
player,201609180det,oti,SupePh00,fumbles,0,,,,,
player,201609180det,oti,SupePh00,fumbles_lost,0,,,,,
player,201609180det,oti,FasaAn00,pass_cmp,0,,,,,
player,201609180det,oti,FasaAn00,pass_att,0,,,,,
player,201609180det,oti,FasaAn00,pass_yds,0,,,,,
player,201609180det,oti,FasaAn00,pass_td,0,,,,,
player,201609180det,oti,FasaAn00,pass_int,0,,,,,
player,201609180det,oti,FasaAn00,pass_sacked,0,,,,,
player,201609180det,oti,FasaAn00,pass_sacked_yds,0,,,,,
player,201609180det,oti,FasaAn00,pass_long,0,,,,,
player,201609180det,oti,FasaAn00,pass_rating,,,,,,
player,201609180det,oti,FasaAn00,rush_att,0,,,,,
player,201609180det,oti,FasaAn00,rush_yds,0,,,,,
player,201609180det,oti,FasaAn00,rush_td,0,,,,,
player,201609180det,oti,FasaAn00,rush_long,0,,,,,
player,201609180det,oti,FasaAn00,targets,3,,,,,
player,201609180det,oti,FasaAn00,rec,1,,,,,
player,201609180det,oti,FasaAn00,rec_yds,1,,,,,
player,201609180det,oti,FasaAn00,rec_td,0,,,,,
player,201609180det,oti,FasaAn00,rec_long,1,,,,,
player,201609180det,oti,FasaAn00,fumbles,0,,,,,
player,201609180det,oti,FasaAn00,fumbles_lost,0,,,,,
player,201609180det,oti,CassMa00,pass_cmp,0,,,,,
player,201609180det,oti,CassMa00,pass_att,0,,,,,
player,201609180det,oti,CassMa00,pass_yds,0,,,,,
player,201609180det,oti,CassMa00,pass_td,0,,,,,
player,201609180det,oti,CassMa00,pass_int,0,,,,,
player,201609180det,oti,CassMa00,pass_sacked,0,,,,,
player,201609180det,oti,CassMa00,pass_sacked_yds,0,,,,,
player,201609180det,oti,CassMa00,pass_long,0,,,,,
player,201609180det,oti,CassMa00,pass_rating,,,,,,
player,201609180det,oti,CassMa00,rush_att,1,,,,,
player,201609180det,oti,CassMa00,rush_yds,-1,,,,,
player,201609180det,oti,CassMa00,rush_td,0,,,,,
player,201609180det,oti,CassMa00,rush_long,-1,,,,,
player,201609180det,oti,CassMa00,targets,0,,,,,
player,201609180det,oti,CassMa00,rec,0,,,,,
player,201609180det,oti,CassMa00,rec_yds,0,,,,,
player,201609180det,oti,CassMa00,rec_td,0,,,,,
player,201609180det,oti,CassMa00,rec_long,0,,,,,
player,201609180det,oti,CassMa00,fumbles,0,,,,,
player,201609180det,oti,CassMa00,fumbles_lost,0,,,,,
player,201609180det,det,StafMa00,pass_cmp,22,,,,,
player,201609180det,det,StafMa00,pass_att,40,,,,,
player,201609180det,det,StafMa00,pass_yds,260,,,,,
player,201609180det,det,StafMa00,pass_td,1,,,,,
player,201609180det,det,StafMa00,pass_int,1,,,,,
player,201609180det,det,StafMa00,pass_sacked,4,,,,,
player,201609180det,det,StafMa00,pass_sacked_yds,22,,,,,
player,201609180det,det,StafMa00,pass_long,47,,,,,
player,201609180det,det,StafMa00,pass_rating,72.9,,,,,
player,201609180det,det,StafMa00,rush_att,2,,,,,
player,201609180det,det,StafMa00,rush_yds,31,,,,,
player,201609180det,det,StafMa00,rush_td,0,,,,,
player,201609180det,det,StafMa00,rush_long,24,,,,,
player,201609180det,det,StafMa00,targets,0,,,,,
player,201609180det,det,StafMa00,rec,0,,,,,
player,201609180det,det,StafMa00,rec_yds,0,,,,,
player,201609180det,det,StafMa00,rec_td,0,,,,,
player,201609180det,det,StafMa00,rec_long,0,,,,,
player,201609180det,det,StafMa00,fumbles,0,,,,,
player,201609180det,det,StafMa00,fumbles_lost,0,,,,,
player,201609180det,det,AbduAm00,pass_cmp,0,,,,,
player,201609180det,det,AbduAm00,pass_att,0,,,,,
player,201609180det,det,AbduAm00,pass_yds,0,,,,,
player,201609180det,det,AbduAm00,pass_td,0,,,,,
player,201609180det,det,AbduAm00,pass_int,0,,,,,
player,201609180det,det,AbduAm00,pass_sacked,0,,,,,
player,201609180det,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201609180det,det,AbduAm00,pass_long,0,,,,,
player,201609180det,det,AbduAm00,pass_rating,,,,,,
player,201609180det,det,AbduAm00,rush_att,6,,,,,
player,201609180det,det,AbduAm00,rush_yds,38,,,,,
player,201609180det,det,AbduAm00,rush_td,0,,,,,
player,201609180det,det,AbduAm00,rush_long,24,,,,,
player,201609180det,det,AbduAm00,targets,0,,,,,
player,201609180det,det,AbduAm00,rec,0,,,,,
player,201609180det,det,AbduAm00,rec_yds,0,,,,,
player,201609180det,det,AbduAm00,rec_td,0,,,,,
player,201609180det,det,AbduAm00,rec_long,0,,,,,
player,201609180det,det,AbduAm00,fumbles,0,,,,,
player,201609180det,det,AbduAm00,fumbles_lost,0,,,,,
player,201609180det,det,RiddTh00,pass_cmp,0,,,,,
player,201609180det,det,RiddTh00,pass_att,0,,,,,
player,201609180det,det,RiddTh00,pass_yds,0,,,,,
player,201609180det,det,RiddTh00,pass_td,0,,,,,
player,201609180det,det,RiddTh00,pass_int,0,,,,,
player,201609180det,det,RiddTh00,pass_sacked,0,,,,,
player,201609180det,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201609180det,det,RiddTh00,pass_long,0,,,,,
player,201609180det,det,RiddTh00,pass_rating,,,,,,
player,201609180det,det,RiddTh00,rush_att,11,,,,,
player,201609180det,det,RiddTh00,rush_yds,37,,,,,
player,201609180det,det,RiddTh00,rush_td,0,,,,,
player,201609180det,det,RiddTh00,rush_long,10,,,,,
player,201609180det,det,RiddTh00,targets,5,,,,,
player,201609180det,det,RiddTh00,rec,4,,,,,
player,201609180det,det,RiddTh00,rec_yds,28,,,,,
player,201609180det,det,RiddTh00,rec_td,0,,,,,
player,201609180det,det,RiddTh00,rec_long,12,,,,,
player,201609180det,det,RiddTh00,fumbles,0,,,,,
player,201609180det,det,RiddTh00,fumbles_lost,0,,,,,
player,201609180det,det,WashDw00,pass_cmp,0,,,,,
player,201609180det,det,WashDw00,pass_att,0,,,,,
player,201609180det,det,WashDw00,pass_yds,0,,,,,
player,201609180det,det,WashDw00,pass_td,0,,,,,
player,201609180det,det,WashDw00,pass_int,0,,,,,
player,201609180det,det,WashDw00,pass_sacked,0,,,,,
player,201609180det,det,WashDw00,pass_sacked_yds,0,,,,,
player,201609180det,det,WashDw00,pass_long,0,,,,,
player,201609180det,det,WashDw00,pass_rating,,,,,,
player,201609180det,det,WashDw00,rush_att,4,,,,,
player,201609180det,det,WashDw00,rush_yds,31,,,,,
player,201609180det,det,WashDw00,rush_td,0,,,,,
player,201609180det,det,WashDw00,rush_long,28,,,,,
player,201609180det,det,WashDw00,targets,0,,,,,
player,201609180det,det,WashDw00,rec,0,,,,,
player,201609180det,det,WashDw00,rec_yds,0,,,,,
player,201609180det,det,WashDw00,rec_td,0,,,,,
player,201609180det,det,WashDw00,rec_long,0,,,,,
player,201609180det,det,WashDw00,fumbles,0,,,,,
player,201609180det,det,WashDw00,fumbles_lost,0,,,,,
player,201609180det,det,JoneMa02,pass_cmp,0,,,,,
player,201609180det,det,JoneMa02,pass_att,0,,,,,
player,201609180det,det,JoneMa02,pass_yds,0,,,,,
player,201609180det,det,JoneMa02,pass_td,0,,,,,
player,201609180det,det,JoneMa02,pass_int,0,,,,,
player,201609180det,det,JoneMa02,pass_sacked,0,,,,,
player,201609180det,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201609180det,det,JoneMa02,pass_long,0,,,,,
player,201609180det,det,JoneMa02,pass_rating,,,,,,
player,201609180det,det,JoneMa02,rush_att,0,,,,,
player,201609180det,det,JoneMa02,rush_yds,0,,,,,
player,201609180det,det,JoneMa02,rush_td,0,,,,,
player,201609180det,det,JoneMa02,rush_long,0,,,,,
player,201609180det,det,JoneMa02,targets,11,,,,,
player,201609180det,det,JoneMa02,rec,8,,,,,
player,201609180det,det,JoneMa02,rec_yds,118,,,,,
player,201609180det,det,JoneMa02,rec_td,0,,,,,
player,201609180det,det,JoneMa02,rec_long,47,,,,,
player,201609180det,det,JoneMa02,fumbles,0,,,,,
player,201609180det,det,JoneMa02,fumbles_lost,0,,,,,
player,201609180det,det,EbroEr00,pass_cmp,0,,,,,
player,201609180det,det,EbroEr00,pass_att,0,,,,,
player,201609180det,det,EbroEr00,pass_yds,0,,,,,
player,201609180det,det,EbroEr00,pass_td,0,,,,,
player,201609180det,det,EbroEr00,pass_int,0,,,,,
player,201609180det,det,EbroEr00,pass_sacked,0,,,,,
player,201609180det,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201609180det,det,EbroEr00,pass_long,0,,,,,
player,201609180det,det,EbroEr00,pass_rating,,,,,,
player,201609180det,det,EbroEr00,rush_att,0,,,,,
player,201609180det,det,EbroEr00,rush_yds,0,,,,,
player,201609180det,det,EbroEr00,rush_td,0,,,,,
player,201609180det,det,EbroEr00,rush_long,0,,,,,
player,201609180det,det,EbroEr00,targets,7,,,,,
player,201609180det,det,EbroEr00,rec,4,,,,,
player,201609180det,det,EbroEr00,rec_yds,53,,,,,
player,201609180det,det,EbroEr00,rec_td,0,,,,,
player,201609180det,det,EbroEr00,rec_long,29,,,,,
player,201609180det,det,EbroEr00,fumbles,0,,,,,
player,201609180det,det,EbroEr00,fumbles_lost,0,,,,,
player,201609180det,det,BoldAn00,pass_cmp,0,,,,,
player,201609180det,det,BoldAn00,pass_att,0,,,,,
player,201609180det,det,BoldAn00,pass_yds,0,,,,,
player,201609180det,det,BoldAn00,pass_td,0,,,,,
player,201609180det,det,BoldAn00,pass_int,0,,,,,
player,201609180det,det,BoldAn00,pass_sacked,0,,,,,
player,201609180det,det,BoldAn00,pass_sacked_yds,0,,,,,
player,201609180det,det,BoldAn00,pass_long,0,,,,,
player,201609180det,det,BoldAn00,pass_rating,,,,,,
player,201609180det,det,BoldAn00,rush_att,0,,,,,
player,201609180det,det,BoldAn00,rush_yds,0,,,,,
player,201609180det,det,BoldAn00,rush_td,0,,,,,
player,201609180det,det,BoldAn00,rush_long,0,,,,,
player,201609180det,det,BoldAn00,targets,7,,,,,
player,201609180det,det,BoldAn00,rec,4,,,,,
player,201609180det,det,BoldAn00,rec_yds,48,,,,,
player,201609180det,det,BoldAn00,rec_td,1,,,,,
player,201609180det,det,BoldAn00,rec_long,24,,,,,
player,201609180det,det,BoldAn00,fumbles,0,,,,,
player,201609180det,det,BoldAn00,fumbles_lost,0,,,,,
player,201609180det,det,TateGo00,pass_cmp,0,,,,,
player,201609180det,det,TateGo00,pass_att,0,,,,,
player,201609180det,det,TateGo00,pass_yds,0,,,,,
player,201609180det,det,TateGo00,pass_td,0,,,,,
player,201609180det,det,TateGo00,pass_int,0,,,,,
player,201609180det,det,TateGo00,pass_sacked,0,,,,,
player,201609180det,det,TateGo00,pass_sacked_yds,0,,,,,
player,201609180det,det,TateGo00,pass_long,0,,,,,
player,201609180det,det,TateGo00,pass_rating,,,,,,
player,201609180det,det,TateGo00,rush_att,0,,,,,
player,201609180det,det,TateGo00,rush_yds,0,,,,,
player,201609180det,det,TateGo00,rush_td,0,,,,,
player,201609180det,det,TateGo00,rush_long,0,,,,,
player,201609180det,det,TateGo00,targets,9,,,,,
player,201609180det,det,TateGo00,rec,2,,,,,
player,201609180det,det,TateGo00,rec_yds,13,,,,,
player,201609180det,det,TateGo00,rec_td,0,,,,,
player,201609180det,det,TateGo00,rec_long,8,,,,,
player,201609180det,det,TateGo00,fumbles,0,,,,,
player,201609180det,det,TateGo00,fumbles_lost,0,,,,,
player,201609180det,oti,CoxxPe99,def_int,1,,,,,
player,201609180det,oti,CoxxPe99,def_int_yds,3,,,,,
player,201609180det,oti,CoxxPe99,def_int_td,0,,,,,
player,201609180det,oti,CoxxPe99,def_int_long,3,,,,,
player,201609180det,oti,CoxxPe99,pass_defended,1,,,,,
player,201609180det,oti,CoxxPe99,sacks,0.0,,,,,
player,201609180det,oti,CoxxPe99,tackles_combined,5,,,,,
player,201609180det,oti,CoxxPe99,tackles_solo,5,,,,,
player,201609180det,oti,CoxxPe99,tackles_assists,0,,,,,
player,201609180det,oti,CoxxPe99,tackles_loss,0,,,,,
player,201609180det,oti,CoxxPe99,qb_hits,0,,,,,
player,201609180det,oti,CoxxPe99,fumbles_rec,0,,,,,
player,201609180det,oti,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201609180det,oti,CoxxPe99,fumbles_rec_td,0,,,,,
player,201609180det,oti,CoxxPe99,fumbles_forced,0,,,,,
player,201609180det,oti,OrakBr99,def_int,0,,,,,
player,201609180det,oti,OrakBr99,def_int_yds,0,,,,,
player,201609180det,oti,OrakBr99,def_int_td,0,,,,,
player,201609180det,oti,OrakBr99,def_int_long,0,,,,,
player,201609180det,oti,OrakBr99,pass_defended,0,,,,,
player,201609180det,oti,OrakBr99,sacks,2.0,,,,,
player,201609180det,oti,OrakBr99,tackles_combined,4,,,,,
player,201609180det,oti,OrakBr99,tackles_solo,4,,,,,
player,201609180det,oti,OrakBr99,tackles_assists,0,,,,,
player,201609180det,oti,OrakBr99,tackles_loss,2,,,,,
player,201609180det,oti,OrakBr99,qb_hits,2,,,,,
player,201609180det,oti,OrakBr99,fumbles_rec,0,,,,,
player,201609180det,oti,OrakBr99,fumbles_rec_yds,0,,,,,
player,201609180det,oti,OrakBr99,fumbles_rec_td,0,,,,,
player,201609180det,oti,OrakBr99,fumbles_forced,0,,,,,
player,201609180det,oti,KlugKa00,def_int,0,,,,,
player,201609180det,oti,KlugKa00,def_int_yds,0,,,,,
player,201609180det,oti,KlugKa00,def_int_td,0,,,,,
player,201609180det,oti,KlugKa00,def_int_long,0,,,,,
player,201609180det,oti,KlugKa00,pass_defended,0,,,,,
player,201609180det,oti,KlugKa00,sacks,1.0,,,,,
player,201609180det,oti,KlugKa00,tackles_combined,4,,,,,
player,201609180det,oti,KlugKa00,tackles_solo,3,,,,,
player,201609180det,oti,KlugKa00,tackles_assists,1,,,,,
player,201609180det,oti,KlugKa00,tackles_loss,1,,,,,
player,201609180det,oti,KlugKa00,qb_hits,1,,,,,
player,201609180det,oti,KlugKa00,fumbles_rec,0,,,,,
player,201609180det,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201609180det,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201609180det,oti,KlugKa00,fumbles_forced,0,,,,,
player,201609180det,oti,DoddKe00,def_int,0,,,,,
player,201609180det,oti,DoddKe00,def_int_yds,0,,,,,
player,201609180det,oti,DoddKe00,def_int_td,0,,,,,
player,201609180det,oti,DoddKe00,def_int_long,0,,,,,
player,201609180det,oti,DoddKe00,pass_defended,0,,,,,
player,201609180det,oti,DoddKe00,sacks,1.0,,,,,
player,201609180det,oti,DoddKe00,tackles_combined,3,,,,,
player,201609180det,oti,DoddKe00,tackles_solo,3,,,,,
player,201609180det,oti,DoddKe00,tackles_assists,0,,,,,
player,201609180det,oti,DoddKe00,tackles_loss,1,,,,,
player,201609180det,oti,DoddKe00,qb_hits,1,,,,,
player,201609180det,oti,DoddKe00,fumbles_rec,0,,,,,
player,201609180det,oti,DoddKe00,fumbles_rec_yds,0,,,,,
player,201609180det,oti,DoddKe00,fumbles_rec_td,0,,,,,
player,201609180det,oti,DoddKe00,fumbles_forced,0,,,,,
player,201609180det,oti,McCoJa99,def_int,0,,,,,
player,201609180det,oti,McCoJa99,def_int_yds,0,,,,,
player,201609180det,oti,McCoJa99,def_int_td,0,,,,,
player,201609180det,oti,McCoJa99,def_int_long,0,,,,,
player,201609180det,oti,McCoJa99,pass_defended,1,,,,,
player,201609180det,oti,McCoJa99,sacks,0.0,,,,,
player,201609180det,oti,McCoJa99,tackles_combined,7,,,,,
player,201609180det,oti,McCoJa99,tackles_solo,7,,,,,
player,201609180det,oti,McCoJa99,tackles_assists,0,,,,,
player,201609180det,oti,McCoJa99,tackles_loss,0,,,,,
player,201609180det,oti,McCoJa99,qb_hits,0,,,,,
player,201609180det,oti,McCoJa99,fumbles_rec,0,,,,,
player,201609180det,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201609180det,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201609180det,oti,McCoJa99,fumbles_forced,0,,,,,
player,201609180det,oti,WillAv00,def_int,0,,,,,
player,201609180det,oti,WillAv00,def_int_yds,0,,,,,
player,201609180det,oti,WillAv00,def_int_td,0,,,,,
player,201609180det,oti,WillAv00,def_int_long,0,,,,,
player,201609180det,oti,WillAv00,pass_defended,0,,,,,
player,201609180det,oti,WillAv00,sacks,0.0,,,,,
player,201609180det,oti,WillAv00,tackles_combined,6,,,,,
player,201609180det,oti,WillAv00,tackles_solo,5,,,,,
player,201609180det,oti,WillAv00,tackles_assists,1,,,,,
player,201609180det,oti,WillAv00,tackles_loss,0,,,,,
player,201609180det,oti,WillAv00,qb_hits,0,,,,,
player,201609180det,oti,WillAv00,fumbles_rec,0,,,,,
player,201609180det,oti,WillAv00,fumbles_rec_yds,0,,,,,
player,201609180det,oti,WillAv00,fumbles_rec_td,0,,,,,
player,201609180det,oti,WillAv00,fumbles_forced,0,,,,,
player,201609180det,oti,SearDa00,def_int,0,,,,,
player,201609180det,oti,SearDa00,def_int_yds,0,,,,,
player,201609180det,oti,SearDa00,def_int_td,0,,,,,
