game,2016,2,20160918,201609180nwe,mia,"Miami Dolphins",24,nwe,"New England Patriots",31
team,201609180nwe,mia,First Downs,23,,,,,,
team,201609180nwe,nwe,First Downs,29,,,,,,
team,201609180nwe,mia,Rush-Yds-TDs,16-70-1,,,,,,
team,201609180nwe,nwe,Rush-Yds-TDs,38-161-1,,,,,,
team,201609180nwe,mia,Cmp-Att-Yd-TD-INT,32-45-387-2-2,,,,,,
team,201609180nwe,nwe,Cmp-Att-Yd-TD-INT,24-35-324-3-0,,,,,,
team,201609180nwe,mia,Sacked-Yards,0-0,,,,,,
team,201609180nwe,nwe,Sacked-Yards,2-22,,,,,,
team,201609180nwe,mia,Net Pass Yards,387,,,,,,
team,201609180nwe,nwe,Net Pass Yards,302,,,,,,
team,201609180nwe,mia,Total Yards,457,,,,,,
team,201609180nwe,nwe,Total Yards,463,,,,,,
team,201609180nwe,mia,Fumbles-Lost,3-2,,,,,,
team,201609180nwe,nwe,Fumbles-Lost,3-1,,,,,,
team,201609180nwe,mia,Turnovers,4,,,,,,
team,201609180nwe,nwe,Turnovers,1,,,,,,
team,201609180nwe,mia,Penalties-Yards,5-49,,,,,,
team,201609180nwe,nwe,Penalties-Yards,7-65,,,,,,
team,201609180nwe,mia,Third Down Conv.,5-10,,,,,,
team,201609180nwe,nwe,Third Down Conv.,7-14,,,,,,
team,201609180nwe,mia,Fourth Down Conv.,0-1,,,,,,
team,201609180nwe,nwe,Fourth Down Conv.,0-0,,,,,,
team,201609180nwe,mia,Time of Possession,23:14,,,,,,
team,201609180nwe,nwe,Time of Possession,36:46,,,,,,
player,201609180nwe,mia,TannRy00,pass_cmp,32,,,,,
player,201609180nwe,mia,TannRy00,pass_att,45,,,,,
player,201609180nwe,mia,TannRy00,pass_yds,387,,,,,
player,201609180nwe,mia,TannRy00,pass_td,2,,,,,
player,201609180nwe,mia,TannRy00,pass_int,2,,,,,
player,201609180nwe,mia,TannRy00,pass_sacked,0,,,,,
player,201609180nwe,mia,TannRy00,pass_sacked_yds,0,,,,,
player,201609180nwe,mia,TannRy00,pass_long,33,,,,,
player,201609180nwe,mia,TannRy00,pass_rating,93.5,,,,,
player,201609180nwe,mia,TannRy00,rush_att,6,,,,,
player,201609180nwe,mia,TannRy00,rush_yds,35,,,,,
player,201609180nwe,mia,TannRy00,rush_td,0,,,,,
player,201609180nwe,mia,TannRy00,rush_long,17,,,,,
player,201609180nwe,mia,TannRy00,targets,0,,,,,
player,201609180nwe,mia,TannRy00,rec,0,,,,,
player,201609180nwe,mia,TannRy00,rec_yds,0,,,,,
player,201609180nwe,mia,TannRy00,rec_td,0,,,,,
player,201609180nwe,mia,TannRy00,rec_long,0,,,,,
player,201609180nwe,mia,TannRy00,fumbles,1,,,,,
player,201609180nwe,mia,TannRy00,fumbles_lost,0,,,,,
player,201609180nwe,mia,AjayJa00,pass_cmp,0,,,,,
player,201609180nwe,mia,AjayJa00,pass_att,0,,,,,
player,201609180nwe,mia,AjayJa00,pass_yds,0,,,,,
player,201609180nwe,mia,AjayJa00,pass_td,0,,,,,
player,201609180nwe,mia,AjayJa00,pass_int,0,,,,,
player,201609180nwe,mia,AjayJa00,pass_sacked,0,,,,,
player,201609180nwe,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201609180nwe,mia,AjayJa00,pass_long,0,,,,,
player,201609180nwe,mia,AjayJa00,pass_rating,,,,,,
player,201609180nwe,mia,AjayJa00,rush_att,5,,,,,
player,201609180nwe,mia,AjayJa00,rush_yds,14,,,,,
player,201609180nwe,mia,AjayJa00,rush_td,0,,,,,
player,201609180nwe,mia,AjayJa00,rush_long,8,,,,,
player,201609180nwe,mia,AjayJa00,targets,4,,,,,
player,201609180nwe,mia,AjayJa00,rec,4,,,,,
player,201609180nwe,mia,AjayJa00,rec_yds,31,,,,,
player,201609180nwe,mia,AjayJa00,rec_td,0,,,,,
player,201609180nwe,mia,AjayJa00,rec_long,11,,,,,
player,201609180nwe,mia,AjayJa00,fumbles,1,,,,,
player,201609180nwe,mia,AjayJa00,fumbles_lost,1,,,,,
player,201609180nwe,mia,DrakKe00,pass_cmp,0,,,,,
player,201609180nwe,mia,DrakKe00,pass_att,0,,,,,
player,201609180nwe,mia,DrakKe00,pass_yds,0,,,,,
player,201609180nwe,mia,DrakKe00,pass_td,0,,,,,
player,201609180nwe,mia,DrakKe00,pass_int,0,,,,,
player,201609180nwe,mia,DrakKe00,pass_sacked,0,,,,,
player,201609180nwe,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201609180nwe,mia,DrakKe00,pass_long,0,,,,,
player,201609180nwe,mia,DrakKe00,pass_rating,,,,,,
player,201609180nwe,mia,DrakKe00,rush_att,2,,,,,
player,201609180nwe,mia,DrakKe00,rush_yds,12,,,,,
player,201609180nwe,mia,DrakKe00,rush_td,1,,,,,
player,201609180nwe,mia,DrakKe00,rush_long,7,,,,,
player,201609180nwe,mia,DrakKe00,targets,2,,,,,
player,201609180nwe,mia,DrakKe00,rec,2,,,,,
player,201609180nwe,mia,DrakKe00,rec_yds,6,,,,,
player,201609180nwe,mia,DrakKe00,rec_td,0,,,,,
player,201609180nwe,mia,DrakKe00,rec_long,4,,,,,
player,201609180nwe,mia,DrakKe00,fumbles,0,,,,,
player,201609180nwe,mia,DrakKe00,fumbles_lost,0,,,,,
player,201609180nwe,mia,FostAr00,pass_cmp,0,,,,,
player,201609180nwe,mia,FostAr00,pass_att,0,,,,,
player,201609180nwe,mia,FostAr00,pass_yds,0,,,,,
player,201609180nwe,mia,FostAr00,pass_td,0,,,,,
player,201609180nwe,mia,FostAr00,pass_int,0,,,,,
player,201609180nwe,mia,FostAr00,pass_sacked,0,,,,,
player,201609180nwe,mia,FostAr00,pass_sacked_yds,0,,,,,
player,201609180nwe,mia,FostAr00,pass_long,0,,,,,
player,201609180nwe,mia,FostAr00,pass_rating,,,,,,
player,201609180nwe,mia,FostAr00,rush_att,3,,,,,
player,201609180nwe,mia,FostAr00,rush_yds,9,,,,,
player,201609180nwe,mia,FostAr00,rush_td,0,,,,,
player,201609180nwe,mia,FostAr00,rush_long,5,,,,,
player,201609180nwe,mia,FostAr00,targets,0,,,,,
player,201609180nwe,mia,FostAr00,rec,0,,,,,
player,201609180nwe,mia,FostAr00,rec_yds,0,,,,,
player,201609180nwe,mia,FostAr00,rec_td,0,,,,,
player,201609180nwe,mia,FostAr00,rec_long,0,,,,,
