game,2016,7,20161020,201610200gnb,chi,"Chicago Bears",10,gnb,"Green Bay Packers",26
team,201610200gnb,chi,First Downs,13,,,,,,
team,201610200gnb,gnb,First Downs,32,,,,,,
team,201610200gnb,chi,Rush-Yds-TDs,18-69-0,,,,,,
team,201610200gnb,gnb,Rush-Yds-TDs,23-103-0,,,,,,
team,201610200gnb,chi,Cmp-Att-Yd-TD-INT,10-26-130-0-2,,,,,,
team,201610200gnb,gnb,Cmp-Att-Yd-TD-INT,39-56-326-3-0,,,,,,
team,201610200gnb,chi,Sacked-Yards,1-10,,,,,,
team,201610200gnb,gnb,Sacked-Yards,2-23,,,,,,
team,201610200gnb,chi,Net Pass Yards,120,,,,,,
team,201610200gnb,gnb,Net Pass Yards,303,,,,,,
team,201610200gnb,chi,Total Yards,189,,,,,,
team,201610200gnb,gnb,Total Yards,406,,,,,,
team,201610200gnb,chi,Fumbles-Lost,0-0,,,,,,
team,201610200gnb,gnb,Fumbles-Lost,2-1,,,,,,
team,201610200gnb,chi,Turnovers,2,,,,,,
team,201610200gnb,gnb,Turnovers,1,,,,,,
team,201610200gnb,chi,Penalties-Yards,10-108,,,,,,
team,201610200gnb,gnb,Penalties-Yards,9-56,,,,,,
team,201610200gnb,chi,Third Down Conv.,2-8,,,,,,
team,201610200gnb,gnb,Third Down Conv.,9-16,,,,,,
team,201610200gnb,chi,Fourth Down Conv.,0-0,,,,,,
team,201610200gnb,gnb,Fourth Down Conv.,1-2,,,,,,
team,201610200gnb,chi,Time of Possession,20:24,,,,,,
team,201610200gnb,gnb,Time of Possession,39:36,,,,,,
player,201610200gnb,chi,BarkMa00,pass_cmp,6,,,,,
player,201610200gnb,chi,BarkMa00,pass_att,15,,,,,
player,201610200gnb,chi,BarkMa00,pass_yds,81,,,,,
player,201610200gnb,chi,BarkMa00,pass_td,0,,,,,
player,201610200gnb,chi,BarkMa00,pass_int,2,,,,,
player,201610200gnb,chi,BarkMa00,pass_sacked,1,,,,,
player,201610200gnb,chi,BarkMa00,pass_sacked_yds,10,,,,,
player,201610200gnb,chi,BarkMa00,pass_long,26,,,,,
player,201610200gnb,chi,BarkMa00,pass_rating,18.3,,,,,
player,201610200gnb,chi,BarkMa00,rush_att,1,,,,,
player,201610200gnb,chi,BarkMa00,rush_yds,-1,,,,,
player,201610200gnb,chi,BarkMa00,rush_td,0,,,,,
player,201610200gnb,chi,BarkMa00,rush_long,-1,,,,,
player,201610200gnb,chi,BarkMa00,targets,0,,,,,
player,201610200gnb,chi,BarkMa00,rec,0,,,,,
player,201610200gnb,chi,BarkMa00,rec_yds,0,,,,,
player,201610200gnb,chi,BarkMa00,rec_td,0,,,,,
player,201610200gnb,chi,BarkMa00,rec_long,0,,,,,
player,201610200gnb,chi,BarkMa00,fumbles,0,,,,,
