game,2016,4,20161002,201610020atl,car,"Carolina Panthers",33,atl,"Atlanta Falcons",48
team,201610020atl,car,First Downs,20,,,,,,
team,201610020atl,atl,First Downs,25,,,,,,
team,201610020atl,car,Rush-Yds-TDs,15-49-0,,,,,,
team,201610020atl,atl,Rush-Yds-TDs,25-90-1,,,,,,
team,201610020atl,car,Cmp-Att-Yd-TD-INT,31-48-337-3-2,,,,,,
team,201610020atl,atl,Cmp-Att-Yd-TD-INT,28-37-503-4-1,,,,,,
team,201610020atl,car,Sacked-Yards,1-8,,,,,,
team,201610020atl,atl,Sacked-Yards,3-22,,,,,,
team,201610020atl,car,Net Pass Yards,329,,,,,,
team,201610020atl,atl,Net Pass Yards,481,,,,,,
team,201610020atl,car,Total Yards,378,,,,,,
team,201610020atl,atl,Total Yards,571,,,,,,
team,201610020atl,car,Fumbles-Lost,0-0,,,,,,
team,201610020atl,atl,Fumbles-Lost,0-0,,,,,,
team,201610020atl,car,Turnovers,2,,,,,,
team,201610020atl,atl,Turnovers,1,,,,,,
team,201610020atl,car,Penalties-Yards,6-55,,,,,,
team,201610020atl,atl,Penalties-Yards,8-77,,,,,,
team,201610020atl,car,Third Down Conv.,7-16,,,,,,
team,201610020atl,atl,Third Down Conv.,8-13,,,,,,
team,201610020atl,car,Fourth Down Conv.,1-1,,,,,,
team,201610020atl,atl,Fourth Down Conv.,0-0,,,,,,
team,201610020atl,car,Time of Possession,26:11,,,,,,
team,201610020atl,atl,Time of Possession,33:49,,,,,,
player,201610020atl,car,NewtCa00,pass_cmp,14,,,,,
player,201610020atl,car,NewtCa00,pass_att,25,,,,,
player,201610020atl,car,NewtCa00,pass_yds,165,,,,,
player,201610020atl,car,NewtCa00,pass_td,1,,,,,
player,201610020atl,car,NewtCa00,pass_int,0,,,,,
player,201610020atl,car,NewtCa00,pass_sacked,1,,,,,
player,201610020atl,car,NewtCa00,pass_sacked_yds,8,,,,,
player,201610020atl,car,NewtCa00,pass_long,24,,,,,
player,201610020atl,car,NewtCa00,pass_rating,89.6,,,,,
player,201610020atl,car,NewtCa00,rush_att,5,,,,,
player,201610020atl,car,NewtCa00,rush_yds,30,,,,,
player,201610020atl,car,NewtCa00,rush_td,0,,,,,
player,201610020atl,car,NewtCa00,rush_long,21,,,,,
player,201610020atl,car,NewtCa00,targets,0,,,,,
player,201610020atl,car,NewtCa00,rec,0,,,,,
player,201610020atl,car,NewtCa00,rec_yds,0,,,,,
player,201610020atl,car,NewtCa00,rec_td,0,,,,,
player,201610020atl,car,NewtCa00,rec_long,0,,,,,
player,201610020atl,car,NewtCa00,fumbles,0,,,,,
player,201610020atl,car,NewtCa00,fumbles_lost,0,,,,,
player,201610020atl,car,AndeDe00,pass_cmp,17,,,,,
player,201610020atl,car,AndeDe00,pass_att,23,,,,,
player,201610020atl,car,AndeDe00,pass_yds,172,,,,,
player,201610020atl,car,AndeDe00,pass_td,2,,,,,
player,201610020atl,car,AndeDe00,pass_int,2,,,,,
player,201610020atl,car,AndeDe00,pass_sacked,0,,,,,
player,201610020atl,car,AndeDe00,pass_sacked_yds,0,,,,,
player,201610020atl,car,AndeDe00,pass_long,48,,,,,
player,201610020atl,car,AndeDe00,pass_rating,87.6,,,,,
player,201610020atl,car,AndeDe00,rush_att,0,,,,,
player,201610020atl,car,AndeDe00,rush_yds,0,,,,,
player,201610020atl,car,AndeDe00,rush_td,0,,,,,
player,201610020atl,car,AndeDe00,rush_long,0,,,,,
player,201610020atl,car,AndeDe00,targets,0,,,,,
player,201610020atl,car,AndeDe00,rec,0,,,,,
player,201610020atl,car,AndeDe00,rec_yds,0,,,,,
player,201610020atl,car,AndeDe00,rec_td,0,,,,,
player,201610020atl,car,AndeDe00,rec_long,0,,,,,
player,201610020atl,car,AndeDe00,fumbles,0,,,,,
player,201610020atl,car,AndeDe00,fumbles_lost,0,,,,,
player,201610020atl,car,ArtiCa00,pass_cmp,0,,,,,
player,201610020atl,car,ArtiCa00,pass_att,0,,,,,
player,201610020atl,car,ArtiCa00,pass_yds,0,,,,,
player,201610020atl,car,ArtiCa00,pass_td,0,,,,,
player,201610020atl,car,ArtiCa00,pass_int,0,,,,,
player,201610020atl,car,ArtiCa00,pass_sacked,0,,,,,
player,201610020atl,car,ArtiCa00,pass_sacked_yds,0,,,,,
player,201610020atl,car,ArtiCa00,pass_long,0,,,,,
player,201610020atl,car,ArtiCa00,pass_rating,,,,,,
player,201610020atl,car,ArtiCa00,rush_att,6,,,,,
player,201610020atl,car,ArtiCa00,rush_yds,12,,,,,
player,201610020atl,car,ArtiCa00,rush_td,0,,,,,
player,201610020atl,car,ArtiCa00,rush_long,5,,,,,
player,201610020atl,car,ArtiCa00,targets,0,,,,,
player,201610020atl,car,ArtiCa00,rec,0,,,,,
player,201610020atl,car,ArtiCa00,rec_yds,0,,,,,
player,201610020atl,car,ArtiCa00,rec_td,0,,,,,
player,201610020atl,car,ArtiCa00,rec_long,0,,,,,
player,201610020atl,car,ArtiCa00,fumbles,0,,,,,
player,201610020atl,car,ArtiCa00,fumbles_lost,0,,,,,
player,201610020atl,car,WhitFo00,pass_cmp,0,,,,,
player,201610020atl,car,WhitFo00,pass_att,0,,,,,
player,201610020atl,car,WhitFo00,pass_yds,0,,,,,
player,201610020atl,car,WhitFo00,pass_td,0,,,,,
player,201610020atl,car,WhitFo00,pass_int,0,,,,,
player,201610020atl,car,WhitFo00,pass_sacked,0,,,,,
player,201610020atl,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201610020atl,car,WhitFo00,pass_long,0,,,,,
player,201610020atl,car,WhitFo00,pass_rating,,,,,,
player,201610020atl,car,WhitFo00,rush_att,3,,,,,
player,201610020atl,car,WhitFo00,rush_yds,6,,,,,
player,201610020atl,car,WhitFo00,rush_td,0,,,,,
player,201610020atl,car,WhitFo00,rush_long,3,,,,,
player,201610020atl,car,WhitFo00,targets,9,,,,,
player,201610020atl,car,WhitFo00,rec,9,,,,,
player,201610020atl,car,WhitFo00,rec_yds,86,,,,,
player,201610020atl,car,WhitFo00,rec_td,0,,,,,
player,201610020atl,car,WhitFo00,rec_long,22,,,,,
player,201610020atl,car,WhitFo00,fumbles,0,,,,,
player,201610020atl,car,WhitFo00,fumbles_lost,0,,,,,
player,201610020atl,car,TolbMi00,pass_cmp,0,,,,,
player,201610020atl,car,TolbMi00,pass_att,0,,,,,
player,201610020atl,car,TolbMi00,pass_yds,0,,,,,
player,201610020atl,car,TolbMi00,pass_td,0,,,,,
player,201610020atl,car,TolbMi00,pass_int,0,,,,,
player,201610020atl,car,TolbMi00,pass_sacked,0,,,,,
player,201610020atl,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201610020atl,car,TolbMi00,pass_long,0,,,,,
player,201610020atl,car,TolbMi00,pass_rating,,,,,,
player,201610020atl,car,TolbMi00,rush_att,1,,,,,
player,201610020atl,car,TolbMi00,rush_yds,1,,,,,
player,201610020atl,car,TolbMi00,rush_td,0,,,,,
player,201610020atl,car,TolbMi00,rush_long,1,,,,,
player,201610020atl,car,TolbMi00,targets,1,,,,,
player,201610020atl,car,TolbMi00,rec,1,,,,,
player,201610020atl,car,TolbMi00,rec_yds,-2,,,,,
player,201610020atl,car,TolbMi00,rec_td,0,,,,,
player,201610020atl,car,TolbMi00,rec_long,-2,,,,,
player,201610020atl,car,TolbMi00,fumbles,0,,,,,
player,201610020atl,car,TolbMi00,fumbles_lost,0,,,,,
player,201610020atl,car,OlseGr00,pass_cmp,0,,,,,
player,201610020atl,car,OlseGr00,pass_att,0,,,,,
player,201610020atl,car,OlseGr00,pass_yds,0,,,,,
player,201610020atl,car,OlseGr00,pass_td,0,,,,,
player,201610020atl,car,OlseGr00,pass_int,0,,,,,
player,201610020atl,car,OlseGr00,pass_sacked,0,,,,,
player,201610020atl,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201610020atl,car,OlseGr00,pass_long,0,,,,,
player,201610020atl,car,OlseGr00,pass_rating,,,,,,
player,201610020atl,car,OlseGr00,rush_att,0,,,,,
player,201610020atl,car,OlseGr00,rush_yds,0,,,,,
player,201610020atl,car,OlseGr00,rush_td,0,,,,,
player,201610020atl,car,OlseGr00,rush_long,0,,,,,
player,201610020atl,car,OlseGr00,targets,13,,,,,
player,201610020atl,car,OlseGr00,rec,6,,,,,
player,201610020atl,car,OlseGr00,rec_yds,76,,,,,
player,201610020atl,car,OlseGr00,rec_td,1,,,,,
player,201610020atl,car,OlseGr00,rec_long,24,,,,,
player,201610020atl,car,OlseGr00,fumbles,0,,,,,
player,201610020atl,car,OlseGr00,fumbles_lost,0,,,,,
player,201610020atl,car,FuncDe00,pass_cmp,0,,,,,
player,201610020atl,car,FuncDe00,pass_att,0,,,,,
player,201610020atl,car,FuncDe00,pass_yds,0,,,,,
player,201610020atl,car,FuncDe00,pass_td,0,,,,,
player,201610020atl,car,FuncDe00,pass_int,0,,,,,
player,201610020atl,car,FuncDe00,pass_sacked,0,,,,,
player,201610020atl,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201610020atl,car,FuncDe00,pass_long,0,,,,,
player,201610020atl,car,FuncDe00,pass_rating,,,,,,
player,201610020atl,car,FuncDe00,rush_att,0,,,,,
player,201610020atl,car,FuncDe00,rush_yds,0,,,,,
player,201610020atl,car,FuncDe00,rush_td,0,,,,,
player,201610020atl,car,FuncDe00,rush_long,0,,,,,
player,201610020atl,car,FuncDe00,targets,3,,,,,
player,201610020atl,car,FuncDe00,rec,2,,,,,
player,201610020atl,car,FuncDe00,rec_yds,56,,,,,
player,201610020atl,car,FuncDe00,rec_td,0,,,,,
player,201610020atl,car,FuncDe00,rec_long,48,,,,,
player,201610020atl,car,FuncDe00,fumbles,0,,,,,
player,201610020atl,car,FuncDe00,fumbles_lost,0,,,,,
player,201610020atl,car,BrowPh00,pass_cmp,0,,,,,
player,201610020atl,car,BrowPh00,pass_att,0,,,,,
player,201610020atl,car,BrowPh00,pass_yds,0,,,,,
player,201610020atl,car,BrowPh00,pass_td,0,,,,,
player,201610020atl,car,BrowPh00,pass_int,0,,,,,
player,201610020atl,car,BrowPh00,pass_sacked,0,,,,,
player,201610020atl,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201610020atl,car,BrowPh00,pass_long,0,,,,,
player,201610020atl,car,BrowPh00,pass_rating,,,,,,
player,201610020atl,car,BrowPh00,rush_att,0,,,,,
player,201610020atl,car,BrowPh00,rush_yds,0,,,,,
player,201610020atl,car,BrowPh00,rush_td,0,,,,,
player,201610020atl,car,BrowPh00,rush_long,0,,,,,
player,201610020atl,car,BrowPh00,targets,7,,,,,
player,201610020atl,car,BrowPh00,rec,5,,,,,
player,201610020atl,car,BrowPh00,rec_yds,48,,,,,
